sequence,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFicBuiBcjBX?gBzhBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBqiBTeBX?gB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFmcBSjBXgB0?hBziBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Je2AJvhFRcBCeBzhBX?jB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhF/hBRdBSjB2?nB0fBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jei7IvhFWjBRhB0fBz?hBXjBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFyhBGeBXgBz?iB0hBlsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhF2hBTeBXgBS?nB8sBFsB,v115@9gB8HeA8BeB8DeG8CeH8AeB8JeT7IvhFxhBOoB0fBl?hBCjB/sB,v115@9gB8HeA8BeB8DeG8CeH8AeB8Jex6IvhFTcBcjBXgBS?nB2sBlsB
JITSOLZ,X,X,X,O,X,X,O,X,X,X
JITSOZL,X,X,X,O,X,X,O,X,X,X
JITZLSO,O,O,X,X,X,O,X,X,X,X
JITZLOS,O,O,X,X,X,O,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X,X
JITZSOL,O,X,X,X,X,X,X,X,X,X
JITZOLS,O,O,X,X,X,X,X,X,X,X
JITZOSL,O,X,X,O,X,X,X,X,X,X
JITOLSZ,X,X,X,O,X,O,O,X,X,X
JITOLZS,O,O,X,X,X,O,X,X,X,X
JITOSLZ,X,X,X,O,X,X,O,X,O,X
JITOSZL,X,X,X,O,X,X,O,X,O,X
JITOZLS,O,O,X,X,X,X,X,X,X,X
JITOZSL,O,X,X,O,X,X,X,X,O,X
JILTSZO,X,X,X,X,X,O,X,X,X,X
JILTSOZ,X,X,X,X,X,O,X,X,X,X
JILTZSO,O,X,X,X,X,O,X,X,X,X
JILTZOS,O,X,X,X,X,O,X,X,X,X
JILTOSZ,X,X,X,O,X,O,X,X,X,X
JILTOZS,O,X,X,X,X,O,X,X,X,X
JILSTZO,X,X,X,X,X,O,X,X,X,X
JILSTOZ,X,X,X,X,X,O,X,X,X,X
JILSZTO,X,X,X,X,X,O,X,X,X,X
JILSZOT,X,X,X,X,X,O,X,X,X,X
JILSOTZ,X,X,X,X,X,O,X,X,X,X
JILSOZT,X,X,X,X,X,O,X,X,X,X
JILZTSO,O,X,X,X,X,O,X,X,X,X
JILZTOS,O,X,X,X,X,O,X,X,X,X
JILZSTO,O,X,X,X,X,O,X,X,X,X
JILZSOT,O,X,X,X,X,O,X,X,X,X
JILZOTS,O,X,X,X,X,O,X,X,X,X
JILZOST,O,X,X,X,X,O,X,X,X,X
JILOTSZ,X,X,X,O,X,O,X,X,X,X
JILOTZS,O,X,X,X,X,O,X,X,X,X
JILOSTZ,X,X,X,O,X,O,X,X,O,X
JILOSZT,X,X,X,O,X,O,X,X,O,X
JILOZTS,O,X,X,X,X,O,X,X,X,X
JILOZST,O,X,X,X,X,O,X,X,O,X
JISTLZO,X,X,X,X,X,X,X,X,X,X
JISTLOZ,X,X,X,X,X,X,O,X,X,X
JISTZLO,X,X,X,X,X,X,X,O,X,X
JISTZOL,X,X,X,X,X,X,O,O,X,X
JISTOLZ,X,X,X,O,X,X,O,X,O,X
JISTOZL,X,X,X,O,X,X,O,X,O,X
JISLTZO,X,X,X,X,X,O,X,X,X,X
JISLTOZ,X,X,X,X,X,O,O,X,X,X
JISLZTO,X,X,X,X,X,O,X,O,X,X
JISLZOT,X,X,X,X,X,O,X,O,X,X
JISLOTZ,X,X,X,O,X,O,X,X,O,X
JISLOZT,X,X,X,O,X,O,X,X,O,X
JISZTLO,X,X,X,X,X,X,X,O,X,X
JISZTOL,X,X,X,X,X,X,O,O,X,X
JISZLTO,X,X,X,X,X,X,X,O,X,X
JISZLOT,X,X,X,X,X,X,X,O,X,X
JISZOTL,X,X,X,X,X,X,X,O,O,X
JISZOLT,X,X,X,X,X,X,X,O,O,X
JISOTLZ,X,X,X,O,X,X,O,X,O,X
JISOTZL,X,X,X,O,X,X,O,X,O,X
JISOLTZ,X,X,X,O,X,X,X,X,O,X
JISOLZT,X,X,X,O,X,X,X,X,O,X
JISOZTL,X,X,X,X,X,X,X,O,O,X
JISOZLT,X,X,X,O,X,X,X,O,O,X
JIZTLSO,O,O,X,X,X,X,X,X,X,X
JIZTLOS,O,O,X,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,X,X,X
JIZTSOL,O,X,X,X,X,X,X,X,X,X
JIZTOLS,O,O,X,X,X,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,X,X,X,X
JIZLTSO,O,O,X,X,X,O,X,X,X,X
JIZLTOS,O,O,X,X,X,O,X,X,X,X
JIZLSTO,O,X,X,X,X,O,X,O,X,X
JIZLSOT,O,X,X,X,X,O,X,O,X,X
JIZLOTS,O,X,X,X,X,O,X,X,X,X
JIZLOST,O,X,X,X,X,O,X,O,X,X
JIZSTLO,X,O,X,X,X,X,X,O,X,X
JIZSTOL,X,X,X,X,X,X,X,O,X,X
JIZSLTO,O,X,X,X,X,X,X,O,X,X
JIZSLOT,O,X,X,X,X,X,X,O,X,X
JIZSOTL,X,X,X,X,X,X,X,O,X,X
JIZSOLT,O,X,X,X,X,X,X,O,X,X
JIZOTLS,O,O,X,X,X,X,X,X,X,X
JIZOTSL,X,X,X,O,X,X,X,X,O,X
JIZOLTS,O,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,O,O,X
JIZOSTL,X,X,X,X,X,X,X,O,O,X
JIZOSLT,O,X,X,O,X,X,X,O,O,X
JIOTLSZ,X,X,X,O,X,X,X,X,X,X
JIOTLZS,O,O,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,X,O,X,X,X,X,O,X
JIOTSZL,X,X,X,O,X,X,X,X,O,X
JIOTZLS,O,O,X,X,X,X,X,X,X,X
JIOTZSL,O,X,X,O,X,X,X,X,O,X
JIOLTSZ,X,X,X,O,X,O,X,X,X,X
JIOLTZS,O,X,X,X,X,O,X,X,X,X
JIOLSTZ,X,X,X,O,X,O,X,X,O,X
JIOLSZT,X,X,X,O,X,O,X,X,O,X
JIOLZTS,O,X,X,X,X,O,X,X,X,X
JIOLZST,O,X,X,X,X,O,X,X,O,X
JIOSTLZ,X,X,X,O,X,X,X,X,O,X
JIOSTZL,X,X,X,O,X,X,X,X,O,X
JIOSLTZ,X,X,X,O,X,X,X,X,O,X
JIOSLZT,X,X,X,O,X,X,X,X,O,X
JIOSZTL,X,X,X,X,X,X,X,X,O,X
JIOSZLT,X,X,X,O,X,X,X,X,O,X
JIOZTLS,O,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,O,X,X,X,X,O,X
JIOZLTS,O,X,X,X,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,X,O,X
JIOZSTL,X,X,X,X,X,X,X,X,O,X
JIOZSLT,O,X,X,O,X,X,X,X,O,X
JLTISZO,X,X,X,X,O,O,X,X,X,X
JLTISOZ,X,X,X,X,O,O,X,X,X,X
JLTIZSO,O,X,X,X,X,O,X,X,X,X
JLTIZOS,O,X,X,X,X,O,X,X,X,X
JLTIOSZ,X,X,X,O,O,O,X,X,X,X
JLTIOZS,O,X,X,X,X,O,X,X,X,X
JLTSIZO,O,X,O,X,O,X,X,X,X,X
JLTSIOZ,O,X,X,O,O,X,O,X,X,X
JLTSZIO,O,X,O,X,O,X,X,X,X,X
JLTSZOI,O,X,O,O,O,X,X,X,X,X
JLTSOIZ,O,X,X,O,O,X,O,X,X,X
JLTSOZI,O,X,X,O,O,X,O,X,X,X
JLTZISO,O,X,O,X,X,X,X,X,X,X
JLTZIOS,O,X,X,X,X,X,X,X,X,X
JLTZSIO,O,X,O,X,O,X,X,X,X,X
JLTZSOI,O,X,O,X,O,X,X,X,X,X
JLTZOIS,O,X,X,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,O,X,X,X,X,X
JLTOISZ,X,X,X,O,O,X,O,X,X,X
JLTOIZS,O,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,X,O,O,X,O,X,X,X
JLTOSZI,O,X,X,O,O,X,O,X,X,X
JLTOZIS,O,X,X,X,X,X,X,X,X,X
JLTOZSI,O,X,X,X,O,X,O,X,X,X
JLITSZO,X,X,X,X,X,O,X,X,X,X
JLITSOZ,X,X,X,X,X,O,X,X,X,X
JLITZSO,O,X,X,X,X,O,X,X,X,X
JLITZOS,O,X,X,X,X,O,X,X,X,X
JLITOSZ,X,X,X,O,X,O,X,X,X,X
JLITOZS,O,X,X,X,X,O,X,X,X,X
JLISTZO,X,X,X,X,X,O,X,X,X,X
JLISTOZ,X,X,X,X,X,O,X,X,X,X
JLISZTO,X,X,X,X,X,O,X,X,X,X
JLISZOT,X,X,X,X,X,O,X,X,X,X
JLISOTZ,X,X,X,X,X,O,X,X,X,X
JLISOZT,X,X,X,X,X,O,X,X,X,X
JLIZTSO,O,X,X,X,X,O,X,X,X,X
JLIZTOS,O,X,X,X,X,O,X,X,X,X
JLIZSTO,O,X,X,X,X,O,X,X,X,X
JLIZSOT,O,X,X,X,X,O,X,X,X,X
JLIZOTS,O,X,X,X,X,O,X,X,X,X
JLIZOST,O,X,X,X,X,O,X,X,X,X
JLIOTSZ,X,X,X,O,X,O,X,X,X,X
JLIOTZS,O,X,X,X,X,O,X,X,X,X
JLIOSTZ,X,X,X,O,X,O,X,X,O,X
JLIOSZT,X,X,X,O,X,O,X,X,O,X
JLIOZTS,O,X,X,X,X,O,X,X,X,X
JLIOZST,O,X,X,X,X,O,X,X,O,X
JLSTIZO,O,X,O,X,X,X,X,X,X,X
JLSTIOZ,O,X,X,X,X,X,O,X,X,X
JLSTZIO,O,X,O,X,X,X,X,X,X,X
JLSTZOI,O,X,O,X,X,X,X,X,X,X
JLSTOIZ,O,X,X,O,X,X,O,X,X,X
JLSTOZI,O,X,X,O,X,X,O,X,X,X
JLSITZO,O,X,O,X,X,X,X,X,X,X
JLSITOZ,O,X,X,X,X,X,O,X,X,X
JLSIZTO,O,X,O,X,X,X,X,O,X,O
JLSIZOT,O,X,O,X,X,X,X,O,X,O
JLSIOTZ,O,X,X,O,X,X,X,X,O,X
JLSIOZT,O,X,X,O,X,X,X,X,O,O
JLSZTIO,O,X,O,X,X,X,X,O,X,O
JLSZTOI,X,X,O,X,X,X,X,O,X,O
JLSZITO,O,X,O,X,X,X,X,O,X,O
JLSZIOT,O,X,O,X,X,X,X,O,X,O
JLSZOTI,X,X,O,O,X,X,X,O,X,O
JLSZOIT,O,X,O,O,X,X,X,O,X,O
JLSOTIZ,O,X,X,O,X,X,X,X,X,X
JLSOTZI,O,X,X,O,X,X,X,X,X,X
JLSOITZ,O,X,X,O,X,X,X,X,O,X
JLSOIZT,O,X,X,O,X,X,X,X,O,O
JLSOZTI,O,X,X,O,X,X,X,X,X,O
JLSOZIT,O,X,X,O,X,X,X,X,X,O
JLZTISO,O,X,X,X,X,X,X,X,X,X
JLZTIOS,O,X,X,X,X,X,X,X,X,X
JLZTSIO,O,X,O,X,X,X,X,O,X,X
JLZTSOI,X,X,O,X,X,X,X,O,X,X
JLZTOIS,X,X,X,X,X,X,X,X,X,X
JLZTOSI,X,X,X,X,X,X,X,O,X,X
JLZITSO,O,X,X,X,X,X,X,X,X,X
JLZITOS,O,X,X,X,X,X,X,X,X,X
JLZISTO,O,X,O,X,X,X,X,O,X,X
JLZISOT,O,X,O,X,X,X,X,O,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,O,X,X
JLZSTIO,O,X,O,X,X,X,X,O,X,O
JLZSTOI,X,X,O,X,X,X,X,O,X,O
JLZSITO,O,X,O,X,X,X,X,O,X,O
JLZSIOT,O,X,O,X,X,X,X,O,X,O
JLZSOTI,X,X,O,X,X,X,X,O,X,O
JLZSOIT,O,X,O,X,X,X,X,O,X,O
JLZOTIS,X,X,X,X,X,X,X,X,X,X
JLZOTSI,X,X,X,X,X,X,X,O,X,X
JLZOITS,O,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,X,X,X,X,X,O,X,X
JLZOSTI,X,X,O,X,X,X,X,O,X,O
JLZOSIT,O,X,O,X,X,X,X,O,X,O
JLOTISZ,X,X,X,O,O,X,X,X,X,X
JLOTIZS,O,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,X,X,O,O,X,X,X,X,X
JLOTSZI,O,X,X,O,O,X,X,X,X,X
JLOTZIS,O,X,X,X,X,X,X,X,X,X
JLOTZSI,O,X,X,X,O,X,X,X,X,X
JLOITSZ,X,X,X,O,X,X,X,X,X,X
JLOITZS,O,X,X,X,X,X,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X,X,O,X
JLOISZT,X,X,X,O,X,X,X,X,O,X
JLOIZTS,O,X,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,X,X,X,X,X,O,X
JLOSTIZ,O,X,X,O,X,X,X,X,X,X
JLOSTZI,O,X,X,O,X,X,X,X,X,X
JLOSITZ,O,X,X,O,X,X,X,X,O,X
JLOSIZT,O,X,X,O,X,X,X,X,O,O
JLOSZTI,O,X,X,O,X,X,X,X,X,O
JLOSZIT,O,X,X,O,X,X,X,X,X,O
JLOZTIS,O,X,X,X,X,X,X,X,X,X
JLOZTSI,O,X,X,X,X,X,X,X,X,X
JLOZITS,O,X,X,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,X
JLOZSTI,O,X,X,X,X,X,X,X,X,O
JLOZSIT,O,X,X,X,X,X,X,X,X,O
JSTILZO,O,O,O,X,O,O,X,X,X,X
JSTILOZ,O,O,X,O,O,O,O,X,X,X
JSTIZLO,O,O,O,X,O,X,X,O,X,X
JSTIZOL,O,O,O,X,O,X,O,O,X,X
JSTIOLZ,O,O,X,O,O,X,O,X,O,X
JSTIOZL,O,O,X,O,O,X,O,X,O,X
JSTLIZO,O,O,O,X,O,X,X,X,X,X
JSTLIOZ,O,O,X,O,O,X,O,X,X,X
JSTLZIO,O,O,O,X,O,X,X,X,X,X
JSTLZOI,O,O,O,O,O,X,X,X,X,X
JSTLOIZ,O,O,X,O,O,X,O,X,X,X
JSTLOZI,O,O,X,O,O,X,O,X,X,X
JSTZILO,O,O,O,X,O,X,X,O,X,X
JSTZIOL,O,O,O,X,O,X,O,O,X,X
JSTZLIO,O,O,O,X,O,X,X,O,X,X
JSTZLOI,O,O,O,O,O,X,X,O,X,X
JSTZOIL,O,O,O,O,O,X,O,O,X,X
JSTZOLI,O,O,O,O,O,X,O,O,X,X
JSTOILZ,O,O,X,O,O,X,O,X,O,X
JSTOIZL,O,O,X,O,O,X,O,X,O,X
JSTOLIZ,O,O,X,O,O,X,O,X,X,X
JSTOLZI,O,O,X,O,O,X,O,X,X,X
JSTOZIL,O,O,X,O,O,X,O,X,X,X
JSTOZLI,O,O,X,O,O,X,O,X,X,X
JSITLZO,O,O,O,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,O,X,X,X
JSITZLO,O,O,O,X,X,X,X,O,X,X
JSITZOL,O,O,O,X,X,X,O,O,X,X
JSITOLZ,O,O,X,O,X,X,O,X,O,X
JSITOZL,O,O,X,O,X,X,O,X,O,X
JSILTZO,O,X,O,X,X,O,X,X,X,X
JSILTOZ,O,X,X,X,X,O,O,X,X,X
JSILZTO,O,X,O,X,X,O,X,O,X,O
JSILZOT,O,X,O,X,X,O,X,O,X,O
JSILOTZ,O,X,X,O,X,O,X,X,O,X
JSILOZT,O,X,X,O,X,O,X,X,O,O
JSIZTLO,O,O,O,X,X,X,X,O,X,X
JSIZTOL,O,O,O,X,X,X,O,O,X,X
JSIZLTO,O,O,O,X,X,X,X,O,X,O
JSIZLOT,O,X,O,X,X,X,X,O,X,O
JSIZOTL,O,O,O,X,X,X,X,O,O,X
JSIZOLT,O,X,O,X,X,X,X,O,O,O
JSIOTLZ,O,O,X,O,X,X,O,X,O,X
JSIOTZL,O,O,X,O,X,X,O,X,O,X
JSIOLTZ,O,X,X,O,X,X,X,X,O,X
JSIOLZT,O,X,X,O,X,X,X,X,O,O
JSIOZTL,O,X,X,X,X,X,X,O,O,X
JSIOZLT,O,X,X,O,X,X,X,O,O,O
JSLTIZO,O,X,O,X,X,X,X,X,X,X
JSLTIOZ,O,X,X,X,X,X,O,X,X,X
JSLTZIO,O,X,O,X,X,X,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X,X,X,X
JSLTOIZ,O,X,X,O,X,X,O,X,X,X
JSLTOZI,O,X,X,O,X,X,O,X,X,X
JSLITZO,O,X,O,X,X,X,X,X,X,X
JSLITOZ,O,X,X,X,X,X,O,X,X,X
JSLIZTO,O,X,O,X,X,X,X,O,X,O
JSLIZOT,O,X,O,X,X,X,X,O,X,O
JSLIOTZ,O,X,X,O,X,X,X,X,O,X
JSLIOZT,O,X,X,O,X,X,X,X,O,O
JSLZTIO,O,X,O,X,X,X,X,O,X,O
JSLZTOI,X,X,O,X,X,X,X,O,X,O
JSLZITO,O,X,O,X,X,X,X,O,X,O
JSLZIOT,O,X,O,X,X,X,X,O,X,O
JSLZOTI,X,X,O,O,X,X,X,O,X,O
JSLZOIT,O,X,O,O,X,X,X,O,X,O
JSLOTIZ,O,X,X,O,X,X,X,X,X,X
JSLOTZI,O,X,X,O,X,X,X,X,X,X
JSLOITZ,O,X,X,O,X,X,X,X,O,X
JSLOIZT,O,X,X,O,X,X,X,X,O,O
JSLOZTI,O,X,X,O,X,X,X,X,X,O
JSLOZIT,O,X,X,O,X,X,X,X,X,O
JSZTILO,O,O,O,X,X,X,X,O,X,X
JSZTIOL,O,O,O,X,X,X,O,O,X,X
JSZTLIO,O,O,O,X,X,X,X,O,X,X
JSZTLOI,O,O,O,X,X,X,X,O,X,X
JSZTOIL,O,O,O,X,X,X,O,O,X,X
JSZTOLI,O,O,O,X,X,X,O,O,X,X
JSZITLO,O,O,O,X,X,X,X,O,X,X
JSZITOL,O,O,O,X,X,X,O,O,X,X
JSZILTO,O,O,O,X,X,X,X,O,X,O
JSZILOT,O,X,O,X,X,X,X,O,X,O
JSZIOTL,O,O,O,X,X,X,X,O,O,X
JSZIOLT,O,X,O,X,X,X,X,O,O,O
JSZLTIO,O,O,O,X,X,X,X,O,X,O
JSZLTOI,X,O,O,X,X,X,X,O,X,O
JSZLITO,O,O,O,X,X,X,X,O,X,O
JSZLIOT,O,X,O,X,X,X,X,O,X,O
JSZLOTI,O,X,O,O,X,X,X,O,X,O
JSZLOIT,O,X,O,O,X,X,X,O,X,O
JSZOTIL,O,O,O,X,X,X,X,O,X,X
JSZOTLI,O,O,O,X,X,X,X,O,X,X
JSZOITL,O,O,O,X,X,X,X,O,O,X
JSZOILT,O,X,O,O,X,X,X,O,O,O
JSZOLTI,O,X,O,O,X,X,X,O,X,O
JSZOLIT,O,X,O,O,X,X,X,O,X,O
JSOTILZ,O,O,X,O,O,X,O,X,O,X
JSOTIZL,O,O,X,O,O,X,O,X,O,X
JSOTLIZ,O,O,X,O,O,X,O,X,X,X
JSOTLZI,O,O,X,O,O,X,O,X,X,X
JSOTZIL,O,O,X,O,O,X,O,X,X,X
JSOTZLI,O,O,X,O,O,X,O,X,X,X
JSOITLZ,O,O,X,O,X,X,O,X,O,X
JSOITZL,O,O,X,O,X,X,O,X,O,X
JSOILTZ,O,X,X,O,X,X,X,X,O,X
JSOILZT,O,X,X,O,X,X,X,X,O,O
JSOIZTL,O,X,X,X,X,X,X,O,O,X
JSOIZLT,O,X,X,O,X,X,X,O,O,O
JSOLTIZ,O,X,X,O,X,X,X,X,X,X
JSOLTZI,O,X,X,O,X,X,X,X,X,X
JSOLITZ,O,X,X,O,X,X,X,X,O,X
JSOLIZT,O,X,X,O,X,X,X,X,O,O
JSOLZTI,O,X,X,O,X,X,X,X,X,O
JSOLZIT,O,X,X,O,X,X,X,X,X,O
JSOZTIL,O,X,X,X,X,X,X,O,X,X
JSOZTLI,O,X,X,X,X,X,X,O,X,X
JSOZITL,O,X,X,X,X,X,X,O,O,X
JSOZILT,O,X,X,O,X,X,X,O,O,O
JSOZLTI,O,X,X,O,X,X,X,O,X,O
JSOZLIT,O,X,X,O,X,X,X,O,X,O
JZTILSO,O,O,O,X,X,O,X,X,X,X
JZTILOS,O,O,X,X,X,O,X,X,X,X
JZTISLO,O,O,O,X,X,X,X,X,X,X
JZTISOL,O,O,O,X,X,X,X,X,X,X
JZTIOLS,O,O,X,X,X,X,X,X,X,X
JZTIOSL,O,X,X,O,X,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X,O,X,X
JZTLSOI,O,O,O,X,X,X,X,O,X,X
JZTLOIS,O,O,X,X,X,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,O,X,X
JZTSILO,O,O,O,X,X,X,X,O,X,X
JZTSIOL,O,O,O,X,X,X,O,O,X,X
JZTSLIO,O,O,O,X,X,X,X,O,X,X
JZTSLOI,O,O,O,O,X,X,X,O,X,X
JZTSOIL,O,O,O,O,X,X,O,O,X,X
JZTSOLI,O,O,O,O,X,X,O,O,X,X
JZTOILS,O,O,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,O,X,X,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,X,X
JZTOLSI,O,O,O,X,X,X,O,O,X,X
JZTOSIL,O,O,O,O,X,X,O,O,X,X
JZTOSLI,O,O,O,O,X,X,O,O,X,X
JZITLSO,O,O,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,X,X,X
JZITSLO,O,O,O,X,X,X,X,X,X,X
JZITSOL,O,O,O,X,X,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,X,X,X,X
JZILTSO,O,O,X,X,X,O,X,X,X,X
JZILTOS,O,O,X,X,X,O,X,X,X,X
JZILSTO,O,X,O,X,X,O,X,O,X,X
JZILSOT,O,X,O,X,X,O,X,O,X,X
JZILOTS,O,X,X,X,X,O,X,X,X,X
JZILOST,O,X,X,X,X,O,X,O,X,X
JZISTLO,O,O,O,X,X,X,X,O,X,X
JZISTOL,O,O,O,X,X,X,X,O,X,X
JZISLTO,O,O,O,X,X,X,X,O,X,X
JZISLOT,O,X,O,X,X,X,X,O,X,X
JZISOTL,O,O,O,X,X,X,X,O,X,X
JZISOLT,O,X,O,X,X,X,X,O,X,X
JZIOTLS,O,O,X,X,X,X,X,X,X,X
JZIOTSL,X,X,X,O,X,X,X,X,O,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,O,O,X
JZIOSTL,O,X,X,X,X,X,X,O,O,X
JZIOSLT,O,X,X,O,X,X,X,O,O,X
JZLTISO,O,O,O,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X,X,X,X
JZLTSIO,O,O,O,X,X,X,X,O,X,X
JZLTSOI,X,O,O,X,X,X,X,O,X,X
JZLTOIS,X,O,X,X,X,X,X,X,X,X
JZLTOSI,X,O,O,X,X,X,X,O,X,X
JZLITSO,O,O,X,X,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,X,X,X
JZLISTO,O,X,O,X,X,X,X,O,X,X
JZLISOT,O,X,O,X,X,X,X,O,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,O,X,X
JZLSTIO,O,O,O,X,X,X,X,O,X,O
JZLSTOI,X,O,O,X,X,X,X,O,X,O
JZLSITO,O,O,O,X,X,X,X,O,X,O
JZLSIOT,O,X,O,X,X,X,X,O,X,O
JZLSOTI,O,X,O,X,X,X,X,O,X,O
JZLSOIT,O,X,O,X,X,X,X,O,X,O
JZLOTIS,O,X,X,X,X,X,X,X,X,X
JZLOTSI,O,X,X,X,X,X,X,O,X,X
JZLOITS,O,X,X,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,O,X,X
JZLOSTI,O,X,O,X,X,X,X,O,X,O
JZLOSIT,O,X,O,X,X,X,X,O,X,O
JZSTILO,O,O,O,X,X,X,X,O,X,X
JZSTIOL,O,O,O,X,X,X,O,O,X,X
JZSTLIO,O,O,O,X,X,X,X,O,X,X
JZSTLOI,O,O,O,X,X,X,X,O,X,X
JZSTOIL,O,O,O,X,X,X,O,O,X,X
JZSTOLI,O,O,O,X,X,X,O,O,X,X
JZSITLO,O,O,O,X,X,X,X,O,X,X
JZSITOL,O,O,O,X,X,X,O,O,X,X
JZSILTO,O,O,O,X,X,X,X,O,X,O
JZSILOT,O,X,O,X,X,X,X,O,X,O
JZSIOTL,O,O,O,X,X,X,X,O,O,X
JZSIOLT,O,X,O,X,X,X,X,O,O,O
JZSLTIO,O,O,O,X,X,X,X,O,X,O
JZSLTOI,X,O,O,X,X,X,X,O,X,O
JZSLITO,O,O,O,X,X,X,X,O,X,O
JZSLIOT,O,X,O,X,X,X,X,O,X,O
JZSLOTI,O,X,O,O,X,X,X,O,X,O
JZSLOIT,O,X,O,O,X,X,X,O,X,O
JZSOTIL,O,O,O,X,X,X,X,O,X,X
JZSOTLI,O,O,O,X,X,X,X,O,X,X
JZSOITL,O,O,O,X,X,X,X,O,O,X
JZSOILT,O,X,O,O,X,X,X,O,O,O
JZSOLTI,O,X,O,O,X,X,X,O,X,O
JZSOLIT,O,X,O,O,X,X,X,O,X,O
JZOTILS,O,O,X,X,X,X,X,X,X,X
JZOTISL,X,X,X,O,X,X,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,O,X,X
JZOTSIL,O,O,O,O,X,X,X,O,X,X
JZOTSLI,O,O,O,O,X,X,X,O,X,X
JZOITLS,O,O,X,X,X,X,X,X,X,X
JZOITSL,X,X,X,O,X,X,X,X,O,X
JZOILTS,O,X,X,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,O,O,X
JZOISTL,O,X,X,X,X,X,X,O,O,X
JZOISLT,O,X,X,O,X,X,X,O,O,X
JZOLTIS,O,X,X,X,X,X,X,X,X,X
JZOLTSI,O,X,X,X,X,X,X,O,X,X
JZOLITS,O,X,X,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,O,X,X
JZOLSTI,O,X,O,X,X,X,X,O,X,O
JZOLSIT,O,X,O,X,X,X,X,O,X,O
JZOSTIL,O,O,O,X,X,X,X,O,X,X
JZOSTLI,O,O,O,X,X,X,X,O,X,X
JZOSITL,O,O,O,X,X,X,X,O,O,X
JZOSILT,O,X,O,O,X,X,X,O,O,O
JZOSLTI,O,X,O,O,X,X,X,O,X,O
JZOSLIT,O,X,O,O,X,X,X,O,X,O
JOTILSZ,X,X,X,O,O,O,O,X,X,X
JOTILZS,O,O,X,X,X,O,X,X,X,X
JOTISLZ,X,X,X,O,O,X,O,X,O,X
JOTISZL,X,X,X,O,O,X,O,X,O,X
JOTIZLS,O,O,X,X,X,X,X,X,X,X
JOTIZSL,O,X,X,O,X,X,X,X,O,X
JOTLISZ,X,X,X,O,O,X,O,X,X,X
JOTLIZS,O,O,X,X,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,X,O,X,X,X
JOTLSZI,O,O,X,O,O,X,O,X,X,X
JOTLZIS,O,O,X,X,X,X,X,X,X,X
JOTLZSI,O,O,X,X,O,X,O,X,X,X
JOTSILZ,O,O,X,O,O,X,O,X,O,X
JOTSIZL,O,O,X,O,O,X,O,X,O,X
JOTSLIZ,O,O,X,O,O,X,O,X,X,X
