sequence,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem6IvhFzbB/iB?ajB5jB0fBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Je//IvhFagBzbB?mdB5jB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbByiB?5jBXgB0iBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFmbBxdB?XgB0iB6oBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8JeT6IvhFygBmdB?5jB0iBXgBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jex6IvhFygB/iB?0fBTjBGoBlsB,v115@4gA8IeA8DeA8BeD8CeF8DeG8AeB8Jem7IvhFTdBxfB?XjB0fB6oBlsB
JLTISOZ,X,X,O,O,X,X,O
JLTIZSO,X,X,O,O,O,X,X
JLTIZOS,X,X,X,O,O,X,X
JLTIOSZ,X,X,O,O,X,X,O
JLTIOZS,X,X,X,O,O,X,X
JLTSIZO,X,X,O,O,X,X,X
JLTSIOZ,X,X,O,O,X,X,O
JLTSZIO,X,X,O,O,X,O,X
JLTSZOI,X,X,O,O,X,O,X
JLTSOIZ,X,X,O,O,X,X,O
JLTSOZI,X,X,O,O,X,O,X
JLTZISO,X,X,O,O,O,O,X
JLTZIOS,X,X,X,O,O,O,X
JLTZSIO,X,X,O,O,O,O,X
JLTZSOI,X,X,O,O,O,O,X
JLTZOIS,X,X,X,O,O,O,X
JLTZOSI,X,X,X,O,O,O,X
JLTOISZ,X,X,O,O,X,X,O
JLTOIZS,X,X,X,O,O,X,X
JLTOSIZ,X,X,O,O,X,X,O
JLTOSZI,X,X,O,O,X,O,X
JLTOZIS,X,X,X,O,O,O,X
JLTOZSI,X,X,X,O,O,O,X
JLITSZO,X,X,O,X,X,X,X
JLITSOZ,X,X,O,O,X,X,O
JLITZSO,X,X,O,X,O,X,X
JLITZOS,X,X,X,X,O,X,X
JLITOSZ,X,X,O,O,X,X,O
JLITOZS,X,X,X,O,O,X,X
JLISTZO,X,X,O,X,X,X,X
JLISTOZ,X,X,O,O,X,X,X
JLISZTO,X,X,X,O,X,X,X
JLISZOT,X,X,O,O,X,X,X
JLISOTZ,X,X,O,O,X,X,X
JLISOZT,X,X,O,O,X,X,X
JLIZTSO,X,X,X,O,X,X,X
JLIZTOS,X,X,X,O,O,X,X
JLIZSTO,X,X,X,O,X,X,X
JLIZSOT,X,X,O,O,O,X,X
JLIZOTS,X,X,X,O,O,X,X
JLIZOST,X,X,X,O,O,X,X
JLIOTSZ,X,X,X,O,X,X,O
JLIOTZS,X,X,X,O,O,X,X
JLIOSTZ,X,X,O,O,X,X,X
JLIOSZT,X,X,O,O,X,X,X
JLIOZTS,X,X,X,O,O,X,X
JLIOZST,X,X,X,O,O,X,X
JLSTIZO,X,X,O,O,X,X,X
JLSTIOZ,X,X,O,O,X,X,X
JLSTZIO,X,X,O,O,X,O,X
JLSTZOI,X,X,O,O,X,O,X
JLSTOIZ,X,X,O,O,X,X,X
JLSTOZI,X,X,O,O,X,O,X
JLSITZO,X,X,O,X,X,X,X
JLSITOZ,X,X,O,O,X,X,X
JLSIZTO,X,X,X,O,X,X,X
JLSIZOT,X,X,O,O,X,X,X
JLSIOTZ,X,X,O,O,X,X,X
JLSIOZT,X,X,O,O,X,X,X
JLSZTIO,X,X,X,O,X,O,X
JLSZTOI,X,X,X,O,X,O,X
JLSZITO,X,X,X,O,X,O,X
JLSZIOT,X,X,O,O,X,X,X
JLSZOTI,X,X,X,O,X,X,X
JLSZOIT,X,X,O,O,X,X,X
JLSOTIZ,X,X,O,O,X,X,X
JLSOTZI,X,X,O,O,X,X,X
JLSOITZ,X,X,O,O,X,X,X
JLSOIZT,X,X,O,O,X,X,X
JLSOZTI,X,X,X,O,X,X,X
JLSOZIT,X,X,O,O,X,X,X
JLZTISO,X,X,X,O,X,O,X
JLZTIOS,X,X,X,O,O,O,X
JLZTSIO,X,X,X,O,X,O,X
JLZTSOI,X,X,X,O,X,O,X
JLZTOIS,X,X,X,O,O,O,X
JLZTOSI,X,X,X,X,X,O,X
JLZITSO,X,X,X,O,X,O,X
JLZITOS,X,X,X,O,O,O,X
JLZISTO,X,X,X,O,X,O,X
JLZISOT,X,X,O,O,O,X,X
JLZIOTS,X,X,X,O,O,X,X
JLZIOST,X,X,X,O,O,X,X
JLZSTIO,X,X,X,O,X,O,X
JLZSTOI,X,X,X,O,X,O,X
JLZSITO,X,X,X,O,X,O,X
JLZSIOT,X,X,O,O,O,X,X
JLZSOTI,X,X,X,O,X,X,X
JLZSOIT,X,X,O,O,O,X,X
JLZOTIS,X,X,X,O,O,X,X
JLZOTSI,X,X,X,X,X,X,X
JLZOITS,X,X,X,O,O,X,X
JLZOIST,X,X,X,O,O,X,X
JLZOSTI,X,X,X,O,X,X,X
JLZOSIT,X,X,X,O,O,X,X
JLOTISZ,X,X,X,O,X,X,O
JLOTIZS,X,X,X,O,O,X,X
JLOTSIZ,X,X,X,O,X,X,O
JLOTSZI,X,X,X,O,X,X,X
JLOTZIS,X,X,X,O,O,X,X
JLOTZSI,X,X,X,O,O,X,X
JLOITSZ,X,X,X,O,X,X,O
JLOITZS,X,X,X,O,O,X,X
JLOISTZ,X,X,O,O,X,X,X
JLOISZT,X,X,O,O,X,X,X
JLOIZTS,X,X,X,O,O,X,X
JLOIZST,X,X,X,O,O,X,X
JLOSTIZ,X,X,O,O,X,X,X
JLOSTZI,X,X,X,O,X,X,X
JLOSITZ,X,X,O,O,X,X,X
JLOSIZT,X,X,O,O,X,X,X
JLOSZTI,X,X,X,O,X,X,X
JLOSZIT,X,X,O,O,X,X,X
JLOZTIS,X,X,X,O,O,X,X
JLOZTSI,X,X,X,X,X,X,X
JLOZITS,X,X,X,O,O,X,X
JLOZIST,X,X,X,O,O,X,X
JLOZSTI,X,X,X,O,X,X,X
JLOZSIT,X,X,X,O,O,X,X
JSTILZO,O,O,O,O,X,X,X
JSTILOZ,O,O,O,O,X,X,O
JSTIZLO,O,O,O,O,X,X,X
JSTIZOL,O,O,O,O,X,X,O
JSTIOLZ,O,O,O,O,X,X,O
JSTIOZL,O,O,O,O,X,X,O
JSTLIZO,O,O,O,O,X,X,X
JSTLIOZ,O,O,O,O,X,X,O
JSTLZIO,O,O,O,O,X,O,X
JSTLZOI,O,O,O,O,X,O,X
JSTLOIZ,O,O,O,O,X,X,O
JSTLOZI,O,O,O,O,X,O,X
JSTZILO,O,O,O,O,X,O,X
JSTZIOL,O,O,O,O,X,O,O
JSTZLIO,O,O,O,O,X,O,X
JSTZLOI,O,O,O,O,X,O,X
JSTZOIL,O,O,O,O,X,O,O
JSTZOLI,O,O,O,O,X,O,X
JSTOILZ,O,O,O,O,X,X,O
JSTOIZL,O,O,O,O,X,X,O
JSTOLIZ,O,O,O,O,X,X,O
JSTOLZI,O,O,O,O,X,O,X
JSTOZIL,O,O,O,O,X,O,O
JSTOZLI,O,O,O,O,X,O,X
JSITLZO,X,O,O,O,X,X,X
JSITLOZ,X,O,O,O,X,X,O
JSITZLO,X,O,O,O,X,X,X
JSITZOL,X,O,O,O,X,X,O
JSITOLZ,X,O,O,O,X,X,O
JSITOZL,X,O,O,O,X,X,O
JSILTZO,X,O,O,X,X,X,X
JSILTOZ,X,O,O,O,X,X,X
JSILZTO,O,O,X,O,X,X,X
JSILZOT,O,O,O,O,X,X,X
JSILOTZ,X,O,O,O,X,X,X
JSILOZT,O,O,O,O,X,X,X
JSIZTLO,O,O,O,X,X,X,X
JSIZTOL,O,O,O,O,X,X,X
JSIZLTO,O,O,X,O,X,X,X
JSIZLOT,O,O,O,O,X,X,X
JSIZOTL,O,O,O,O,X,X,X
JSIZOLT,O,O,O,O,X,X,X
JSIOTLZ,X,O,O,O,X,X,O
JSIOTZL,X,O,O,O,X,X,O
JSIOLTZ,X,O,O,O,X,X,X
JSIOLZT,O,O,O,O,X,X,X
JSIOZTL,O,O,O,O,X,X,X
JSIOZLT,O,O,O,O,X,X,X
JSLTIZO,X,O,O,O,X,X,X
JSLTIOZ,X,O,O,O,X,X,X
JSLTZIO,X,O,O,O,X,O,X
JSLTZOI,X,O,O,O,X,O,X
JSLTOIZ,X,O,O,O,X,X,X
JSLTOZI,X,O,O,O,X,O,X
JSLITZO,X,O,O,X,X,X,X
JSLITOZ,X,O,O,O,X,X,X
JSLIZTO,O,O,X,O,X,X,X
JSLIZOT,O,O,O,O,X,X,X
JSLIOTZ,X,O,O,O,X,X,X
JSLIOZT,O,O,O,O,X,X,X
JSLZTIO,O,O,X,O,X,O,X
JSLZTOI,O,O,X,O,X,O,X
JSLZITO,O,O,X,O,X,O,X
JSLZIOT,O,O,O,O,X,X,X
JSLZOTI,O,O,X,O,X,X,X
JSLZOIT,O,O,O,O,X,X,X
JSLOTIZ,X,O,O,O,X,X,X
JSLOTZI,X,O,O,O,X,X,X
JSLOITZ,X,O,O,O,X,X,X
JSLOIZT,O,O,O,O,X,X,X
JSLOZTI,O,O,X,O,X,X,X
JSLOZIT,O,O,O,O,X,X,X
JSZTILO,O,O,O,O,X,O,X
JSZTIOL,O,O,O,O,X,O,X
JSZTLIO,O,O,O,O,X,O,X
JSZTLOI,O,O,O,O,X,O,X
JSZTOIL,O,O,O,O,X,O,X
JSZTOLI,O,O,O,O,X,O,X
JSZITLO,O,O,O,X,X,O,X
JSZITOL,O,O,O,O,X,O,X
JSZILTO,O,O,X,O,X,O,X
JSZILOT,O,O,O,O,X,X,X
JSZIOTL,O,O,O,O,X,X,X
JSZIOLT,O,O,O,O,X,X,X
JSZLTIO,O,O,X,O,X,O,X
JSZLTOI,O,O,X,O,X,O,X
JSZLITO,O,O,X,O,X,O,X
JSZLIOT,O,O,O,O,X,X,X
JSZLOTI,O,O,X,O,X,X,X
JSZLOIT,O,O,O,O,X,X,X
JSZOTIL,O,O,O,O,X,X,X
JSZOTLI,O,O,O,O,X,X,X
JSZOITL,O,O,O,O,X,X,X
JSZOILT,O,O,O,O,X,X,X
JSZOLTI,O,O,X,O,X,X,X
JSZOLIT,O,O,O,O,X,X,X
JSOTILZ,O,O,O,O,X,X,O
JSOTIZL,O,O,O,O,X,X,O
JSOTLIZ,O,O,O,O,X,X,O
JSOTLZI,O,O,O,O,X,X,X
JSOTZIL,O,O,O,O,X,X,O
JSOTZLI,O,O,O,O,X,X,X
JSOITLZ,X,O,O,O,X,X,O
JSOITZL,X,O,O,O,X,X,O
JSOILTZ,X,O,O,O,X,X,X
JSOILZT,O,O,O,O,X,X,X
JSOIZTL,O,O,O,O,X,X,X
JSOIZLT,O,O,O,O,X,X,X
JSOLTIZ,X,O,O,O,X,X,X
JSOLTZI,X,O,O,O,X,X,X
JSOLITZ,X,O,O,O,X,X,X
JSOLIZT,O,O,O,O,X,X,X
JSOLZTI,O,O,X,O,X,X,X
JSOLZIT,O,O,O,O,X,X,X
JSOZTIL,O,O,O,O,X,X,X
JSOZTLI,O,O,O,O,X,X,X
JSOZITL,O,O,O,O,X,X,X
JSOZILT,O,O,O,O,X,X,X
JSOZLTI,O,O,X,O,X,X,X
JSOZLIT,O,O,O,O,X,X,X
JZTILSO,O,X,O,O,X,O,X
JZTILOS,O,X,X,O,O,O,X
JZTISLO,O,O,O,O,X,O,X
JZTISOL,O,O,O,O,X,O,O
JZTIOLS,O,X,X,O,O,O,X
JZTIOSL,O,O,X,O,X,O,O
JZTLISO,O,X,O,O,X,O,X
JZTLIOS,O,X,X,O,O,O,X
JZTLSIO,O,X,O,O,X,O,X
JZTLSOI,O,X,O,O,X,O,X
JZTLOIS,O,X,X,O,O,O,X
JZTLOSI,O,X,X,O,X,O,X
JZTSILO,O,O,O,O,X,O,X
JZTSIOL,O,O,O,O,X,O,O
JZTSLIO,O,O,O,O,X,O,X
JZTSLOI,O,O,O,O,X,O,X
JZTSOIL,O,O,O,O,X,O,O
JZTSOLI,O,O,O,O,X,O,X
JZTOILS,O,X,X,O,O,O,X
JZTOISL,O,O,X,O,X,O,O
JZTOLIS,O,X,X,O,O,O,X
JZTOLSI,O,X,X,O,X,O,X
JZTOSIL,O,O,X,O,X,O,O
JZTOSLI,O,O,X,O,X,O,X
JZITLSO,O,X,O,X,X,O,X
JZITLOS,O,X,X,X,O,O,X
JZITSLO,O,O,O,X,X,O,X
JZITSOL,O,O,O,O,X,O,O
JZITOLS,O,X,X,O,O,O,X
JZITOSL,O,O,X,O,X,O,O
JZILTSO,O,X,X,O,X,O,X
JZILTOS,O,X,X,O,O,O,X
JZILSTO,O,O,X,O,X,O,X
JZILSOT,O,O,O,O,O,X,X
JZILOTS,O,X,X,O,O,X,X
JZILOST,O,O,X,O,O,X,X
JZISTLO,O,O,O,X,X,O,X
JZISTOL,O,O,O,O,X,O,X
JZISLTO,O,O,X,O,X,O,X
JZISLOT,O,O,O,O,O,X,X
JZISOTL,O,O,O,O,X,X,X
JZISOLT,O,O,O,O,O,X,X
JZIOTLS,O,X,X,O,O,X,X
JZIOTSL,O,O,X,O,X,X,O
JZIOLTS,O,X,X,O,O,X,X
JZIOLST,O,O,X,O,O,X,X
JZIOSTL,O,O,X,O,X,X,X
JZIOSLT,O,O,X,O,O,X,X
JZLTISO,O,X,X,O,X,O,X
JZLTIOS,O,X,X,O,O,O,X
JZLTSIO,O,X,X,O,X,O,X
JZLTSOI,O,X,X,O,X,O,X
JZLTOIS,O,X,X,O,O,O,X
JZLTOSI,O,X,X,X,X,O,X
JZLITSO,O,X,X,O,X,O,X
JZLITOS,O,X,X,O,O,O,X
JZLISTO,O,O,X,O,X,O,X
JZLISOT,O,O,O,O,O,X,X
JZLIOTS,O,X,X,O,O,X,X
JZLIOST,O,O,X,O,O,X,X
JZLSTIO,O,O,X,O,X,O,X
JZLSTOI,O,O,X,O,X,O,X
JZLSITO,O,O,X,O,X,O,X
JZLSIOT,O,O,O,O,O,X,X
JZLSOTI,O,O,X,O,X,X,X
JZLSOIT,O,O,O,O,O,X,X
JZLOTIS,O,X,X,O,O,X,X
JZLOTSI,O,X,X,X,X,X,X
JZLOITS,O,X,X,O,O,X,X
JZLOIST,O,O,X,O,O,X,X
JZLOSTI,O,O,X,O,X,X,X
JZLOSIT,O,O,X,O,O,X,X
JZSTILO,O,O,O,O,X,O,X
JZSTIOL,O,O,O,O,X,O,X
JZSTLIO,O,O,O,O,X,O,X
JZSTLOI,O,O,O,O,X,O,X
JZSTOIL,O,O,O,O,X,O,X
JZSTOLI,O,O,O,O,X,O,X
JZSITLO,O,O,O,X,X,O,X
JZSITOL,O,O,O,O,X,O,X
JZSILTO,O,O,X,O,X,O,X
JZSILOT,O,O,O,O,O,X,X
JZSIOTL,O,O,O,O,X,X,X
JZSIOLT,O,O,O,O,O,X,X
JZSLTIO,O,O,X,O,X,O,X
JZSLTOI,O,O,X,O,X,O,X
JZSLITO,O,O,X,O,X,O,X
JZSLIOT,O,O,O,O,O,X,X
JZSLOTI,O,O,X,O,X,X,X
JZSLOIT,O,O,O,O,O,X,X
JZSOTIL,O,O,O,O,X,X,X
JZSOTLI,O,O,O,O,X,X,X
JZSOITL,O,O,O,O,X,X,X
JZSOILT,O,O,O,O,O,X,X
JZSOLTI,O,O,X,O,X,X,X
JZSOLIT,O,O,O,O,O,X,X
JZOTILS,O,X,X,O,O,X,X
JZOTISL,O,O,X,O,X,X,O
JZOTLIS,O,X,X,O,O,X,X
JZOTLSI,O,X,X,O,X,X,X
JZOTSIL,O,O,X,O,X,X,O
JZOTSLI,O,O,X,O,X,X,X
JZOITLS,O,X,X,O,O,X,X
JZOITSL,O,O,X,O,X,X,O
JZOILTS,O,X,X,O,O,X,X
JZOILST,O,O,X,O,O,X,X
JZOISTL,O,O,X,O,X,X,X
JZOISLT,O,O,X,O,O,X,X
JZOLTIS,O,X,X,O,O,X,X
JZOLTSI,O,X,X,X,X,X,X
JZOLITS,O,X,X,O,O,X,X
JZOLIST,O,O,X,O,O,X,X
JZOLSTI,O,O,X,O,X,X,X
JZOLSIT,O,O,X,O,O,X,X
JZOSTIL,O,O,X,O,X,X,X
JZOSTLI,O,O,X,O,X,X,X
JZOSITL,O,O,X,O,X,X,X
JZOSILT,O,O,X,O,O,X,X
JZOSLTI,O,O,X,O,X,X,X
JZOSLIT,O,O,X,O,O,X,X
JOTILSZ,X,X,O,O,X,X,O
JOTILZS,X,X,X,O,O,X,X
JOTISLZ,O,O,O,X,X,X,O
JOTISZL,O,O,O,X,X,X,O
JOTIZLS,O,O,X,O,O,X,X
JOTIZSL,O,O,X,O,O,X,O
JOTLISZ,X,X,O,O,X,X,O
JOTLIZS,X,X,X,O,O,X,X
JOTLSIZ,X,X,O,O,X,X,O
JOTLSZI,X,X,O,O,X,X,X
JOTLZIS,X,X,X,O,O,X,X
JOTLZSI,X,X,X,O,O,X,X
JOTSILZ,O,O,O,O,X,X,O
JOTSIZL,O,O,O,O,X,X,O
JOTSLIZ,O,O,O,O,X,X,O
JOTSLZI,O,O,O,O,X,X,X
JOTSZIL,O,O,O,O,X,X,O
JOTSZLI,O,O,O,O,X,X,X
JOTZILS,O,O,X,O,O,X,X
JOTZISL,O,O,X,O,O,X,O
JOTZLIS,O,O,X,O,O,X,X
JOTZLSI,O,O,X,O,O,X,X
JOTZSIL,O,O,X,O,O,X,O
JOTZSLI,O,O,X,O,O,X,X
JOITLSZ,X,X,O,O,X,X,O
JOITLZS,X,X,X,O,O,X,X
JOITSLZ,O,O,O,X,X,X,O
JOITSZL,O,O,O,X,X,X,O
JOITZLS,O,O,X,O,O,X,X
JOITZSL,O,O,X,O,O,X,O
JOILTSZ,X,X,X,O,X,X,O
JOILTZS,X,X,X,O,O,X,X
JOILSTZ,X,X,O,O,X,X,X
JOILSZT,X,X,O,O,X,X,X
JOILZTS,X,X,X,O,O,X,X
JOILZST,X,X,X,O,O,X,X
JOISTLZ,X,O,O,X,X,X,O
JOISTZL,X,O,O,X,X,X,O
JOISLTZ,X,O,O,X,X,X,X
JOISLZT,O,O,O,X,X,X,X
JOISZTL,O,O,O,X,X,X,X
JOISZLT,O,O,O,X,X,X,X
JOIZTLS,O,X,X,O,O,X,X
JOIZTSL,O,O,X,O,X,X,O
JOIZLTS,O,X,X,O,O,X,X
JOIZLST,O,O,X,O,O,X,X
JOIZSTL,O,O,X,O,X,X,X
JOIZSLT,O,O,X,O,O,X,X
JOLTISZ,X,X,X,O,X,X,O
JOLTIZS,X,X,X,O,O,X,X
JOLTSIZ,X,X,X,O,X,X,O
JOLTSZI,X,X,X,O,X,X,X
JOLTZIS,X,X,X,O,O,X,X
JOLTZSI,X,X,X,O,O,X,X
JOLITSZ,X,X,X,O,X,X,O
JOLITZS,X,X,X,O,O,X,X
JOLISTZ,X,X,O,O,X,X,X
JOLISZT,X,X,O,O,X,X,X
JOLIZTS,X,X,X,O,O,X,X
JOLIZST,X,X,X,O,O,X,X
JOLSTIZ,X,X,O,O,X,X,X
JOLSTZI,X,X,X,O,X,X,X
JOLSITZ,X,X,O,O,X,X,X
JOLSIZT,X,X,O,O,X,X,X
JOLSZTI,X,X,X,O,X,X,X
JOLSZIT,X,X,O,O,X,X,X
JOLZTIS,X,X,X,O,O,X,X
JOLZTSI,X,X,X,X,X,X,X
JOLZITS,X,X,X,O,O,X,X
JOLZIST,X,X,X,O,O,X,X
JOLZSTI,X,X,X,O,X,X,X
JOLZSIT,X,X,X,O,O,X,X
JOSTILZ,O,O,O,O,X,X,O
JOSTIZL,O,O,O,O,X,X,O
JOSTLIZ,O,O,O,O,X,X,O
JOSTLZI,O,O,O,O,X,X,X
JOSTZIL,O,O,O,O,X,X,O
JOSTZLI,O,O,O,O,X,X,X
JOSITLZ,X,O,O,O,X,X,O
JOSITZL,X,O,O,O,X,X,O
JOSILTZ,X,O,O,O,X,X,X
JOSILZT,O,O,O,O,X,X,X
JOSIZTL,O,O,O,O,X,X,X
JOSIZLT,O,O,O,O,X,X,X
JOSLTIZ,X,O,O,O,X,X,X
JOSLTZI,X,O,O,O,X,X,X
JOSLITZ,X,O,O,O,X,X,X
JOSLIZT,O,O,O,O,X,X,X
JOSLZTI,O,O,X,O,X,X,X
JOSLZIT,O,O,O,O,X,X,X
JOSZTIL,O,O,O,O,X,X,X
JOSZTLI,O,O,O,O,X,X,X
JOSZITL,O,O,O,O,X,X,X
JOSZILT,O,O,O,O,X,X,X
JOSZLTI,O,O,X,O,X,X,X
JOSZLIT,O,O,O,O,X,X,X
JOZTILS,O,X,X,O,O,X,X
JOZTISL,O,O,X,O,X,X,O
JOZTLIS,O,X,X,O,O,X,X
JOZTLSI,O,X,X,O,X,X,X
JOZTSIL,O,O,X,O,X,X,O
JOZTSLI,O,O,X,O,X,X,X
JOZITLS,O,X,X,O,O,X,X
JOZITSL,O,O,X,O,X,X,O
JOZILTS,O,X,X,O,O,X,X
JOZILST,O,O,X,O,O,X,X
JOZISTL,O,O,X,O,X,X,X
JOZISLT,O,O,X,O,O,X,X
JOZLTIS,O,X,X,O,O,X,X
JOZLTSI,O,X,X,X,X,X,X
JOZLITS,O,X,X,O,O,X,X
JOZLIST,O,O,X,O,O,X,X
JOZLSTI,O,O,X,O,X,X,X
JOZLSIT,O,O,X,O,O,X,X
JOZSTIL,O,O,X,O,X,X,X
JOZSTLI,O,O,X,O,X,X,X
JOZSITL,O,O,X,O,X,X,X
JOZSILT,O,O,X,O,O,X,X
JOZSLTI,O,O,X,O,X,X,X
JOZSLIT,O,O,X,O,O,X,X
STILJZO,O,O,O,O,X,X,X
STILJOZ,O,O,O,O,X,X,O
STILZJO,O,O,O,O,O,O,X
STILZOJ,O,O,O,O,O,O,X
STILOJZ,O,O,O,O,X,X,O
STILOZJ,O,O,O,O,O,O,X
STIJLZO,O,O,O,O,X,X,X
STIJLOZ,O,O,O,O,X,X,O
STIJZLO,O,O,O,O,X,X,X
STIJZOL,O,O,O,O,X,X,O
STIJOLZ,O,O,O,O,X,X,O
STIJOZL,O,O,O,O,X,X,O
STIZLJO,O,O,O,O,O,O,X
STIZLOJ,O,O,O,O,O,O,X
STIZJLO,O,O,O,O,O,O,X
STIZJOL,O,O,O,O,O,O,O
STIZOLJ,O,O,O,O,O,O,X
STIZOJL,O,O,O,O,O,O,O
STIOLJZ,O,O,O,O,X,X,O
STIOLZJ,O,O,O,O,O,O,X
STIOJLZ,O,O,O,O,X,X,O
STIOJZL,O,O,O,O,X,X,O
STIOZLJ,O,O,O,O,O,O,X
STIOZJL,O,O,O,O,O,O,O
STLIJZO,O,O,O,O,X,X,X
STLIJOZ,O,O,O,O,X,X,O
STLIZJO,O,O,O,O,O,O,X
STLIZOJ,O,O,O,O,O,O,X
STLIOJZ,O,O,O,O,X,X,O
STLIOZJ,O,O,O,O,O,O,X
STLJIZO,O,O,O,O,X,X,X
STLJIOZ,O,O,O,O,X,X,O
STLJZIO,O,O,O,O,X,O,X
STLJZOI,O,O,O,O,X,O,X
STLJOIZ,O,O,O,O,X,X,O
STLJOZI,O,O,O,O,X,O,X
STLZIJO,O,O,O,O,O,O,X
STLZIOJ,O,O,O,O,O,O,X
STLZJIO,O,O,O,O,O,O,X
STLZJOI,O,O,O,O,O,O,X
STLZOIJ,O,O,O,O,O,O,X
STLZOJI,O,O,O,O,O,O,X
STLOIJZ,O,O,O,O,X,X,O
STLOIZJ,O,O,O,O,O,O,X
STLOJIZ,O,O,O,O,X,X,O
STLOJZI,O,O,O,O,X,O,X
STLOZIJ,O,O,O,O,O,O,X
STLOZJI,O,O,O,O,O,O,X
STJILZO,O,O,O,O,X,X,X
STJILOZ,O,O,O,O,X,X,O
STJIZLO,O,O,O,O,X,X,X
STJIZOL,O,O,O,O,X,X,O
STJIOLZ,O,O,O,O,X,X,O
STJIOZL,O,O,O,O,X,X,O
STJLIZO,O,O,O,O,X,X,X
STJLIOZ,O,O,O,O,X,X,O
STJLZIO,O,O,O,O,X,O,X
STJLZOI,O,O,O,O,X,O,X
STJLOIZ,O,O,O,O,X,X,O
STJLOZI,O,O,O,O,X,O,X
STJZILO,O,O,O,O,X,O,X
STJZIOL,O,O,O,O,X,O,O
STJZLIO,O,O,O,O,X,O,X
STJZLOI,O,O,O,O,X,O,X
STJZOIL,O,O,O,O,X,O,O
STJZOLI,O,O,O,O,X,O,X
STJOILZ,O,O,O,O,X,X,O
STJOIZL,O,O,O,O,X,X,O
STJOLIZ,O,O,O,O,X,X,O
STJOLZI,O,O,O,O,X,O,X
STJOZIL,O,O,O,O,X,O,O
STJOZLI,O,O,O,O,X,O,X
STZILJO,O,O,O,O,O,O,X
STZILOJ,O,O,O,O,O,O,X
STZIJLO,O,O,O,O,O,O,X
STZIJOL,O,O,O,O,O,O,O
STZIOLJ,O,O,O,O,O,O,X
STZIOJL,O,O,O,O,O,O,O
STZLIJO,O,O,O,O,O,O,X
STZLIOJ,O,O,O,O,O,O,X
STZLJIO,O,O,O,O,O,O,X
STZLJOI,O,O,O,O,O,O,X
STZLOIJ,O,O,O,O,O,O,X
STZLOJI,O,O,O,O,O,O,X
STZJILO,O,O,O,O,O,O,X
STZJIOL,O,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O,X
STZJLOI,O,O,O,O,O,O,X
STZJOIL,O,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O,X
STZOILJ,O,O,O,O,O,O,X
STZOIJL,O,O,O,O,O,O,O
STZOLIJ,O,O,O,O,O,O,X
STZOLJI,O,O,O,O,O,O,X
STZOJIL,O,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O,X
STOILJZ,O,O,O,O,X,X,O
STOILZJ,O,O,O,O,O,O,X
STOIJLZ,O,O,O,O,X,X,O
STOIJZL,O,O,O,O,X,X,O
STOIZLJ,O,O,O,O,O,O,X
STOIZJL,O,O,O,O,O,O,O
STOLIJZ,O,O,O,O,X,X,O
STOLIZJ,O,O,O,O,O,O,X
STOLJIZ,O,O,O,O,X,X,O
STOLJZI,O,O,O,O,X,O,X
STOLZIJ,O,O,O,O,O,O,X
STOLZJI,O,O,O,O,O,O,X
STOJILZ,O,O,O,O,X,X,O
STOJIZL,O,O,O,O,X,X,O
STOJLIZ,O,O,O,O,X,X,O
STOJLZI,O,O,O,O,X,O,X
STOJZIL,O,O,O,O,X,O,O
STOJZLI,O,O,O,O,X,O,X
STOZILJ,O,O,O,O,O,O,X
STOZIJL,O,O,O,O,O,O,O
STOZLIJ,O,O,O,O,O,O,X
STOZLJI,O,O,O,O,O,O,X
STOZJIL,O,O,O,O,O,O,O
STOZJLI,O,O,O,O,O,O,X
SITLJZO,O,O,O,O,X,X,X
SITLJOZ,O,O,O,O,X,X,O
SITLZJO,O,O,O,O,O,O,X
SITLZOJ,O,O,O,O,O,O,X
SITLOJZ,O,O,O,O,X,X,O
SITLOZJ,O,O,O,O,O,O,X
SITJLZO,O,O,O,O,X,X,X
SITJLOZ,O,O,O,O,X,X,O
SITJZLO,O,O,O,O,X,X,X
SITJZOL,O,O,O,O,X,X,O
SITJOLZ,O,O,O,O,X,X,O
SITJOZL,O,O,O,O,X,X,O
SITZLJO,O,O,O,O,O,O,X
SITZLOJ,O,O,O,O,O,O,X
SITZJLO,O,O,O,O,O,O,X
SITZJOL,O,O,O,O,O,O,O
SITZOLJ,O,O,O,O,O,O,X
SITZOJL,O,O,O,O,O,O,O
SITOLJZ,O,O,O,O,X,X,O
SITOLZJ,O,O,O,O,O,O,X
SITOJLZ,O,O,O,O,X,X,O
SITOJZL,O,O,O,O,X,X,O
SITOZLJ,O,O,O,O,O,O,X
SITOZJL,O,O,O,O,O,O,O
SILTJZO,X,O,O,X,X,X,X
SILTJOZ,X,O,O,O,X,X,X
SILTZJO,O,O,O,X,O,O,X
SILTZOJ,O,O,O,X,O,O,X
