sequence,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBmcB5jBa?oB3iBFsB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBxcBiiB+?oBXjBFsB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBGeBZnBq?sB/tBlrB,v115@/gA8BeA8DeF8DeE8EeF8AeC8JeT6IvhF0bBfjB6jBZ?nBWyBlrB
SZLJOIT,O,X,O,X
SZLOTIJ,X,X,O,X
SZLOTJI,X,X,O,X
SZLOITJ,X,X,O,X
SZLOIJT,O,X,O,X
SZLOJTI,X,X,O,X
SZLOJIT,O,X,O,X
SZJTILO,O,O,X,O
SZJTIOL,O,O,X,O
SZJTLIO,O,O,O,O
SZJTLOI,O,O,O,O
SZJTOIL,O,O,X,O
SZJTOLI,O,O,O,O
SZJITLO,O,X,X,O
SZJITOL,O,X,X,O
SZJILTO,X,X,O,O
SZJILOT,O,X,O,O
SZJIOTL,O,X,X,O
SZJIOLT,O,X,O,O
SZJLTIO,X,X,O,O
SZJLTOI,X,X,O,O
SZJLITO,X,X,O,O
SZJLIOT,O,X,O,O
SZJLOTI,X,X,O,O
SZJLOIT,O,X,O,O
SZJOTIL,O,O,X,O
SZJOTLI,O,O,O,O
SZJOITL,O,X,X,O
SZJOILT,O,X,O,O
SZJOLTI,X,X,O,O
SZJOLIT,O,X,O,O
SZOTILJ,O,X,X,X
SZOTIJL,O,O,X,X
SZOTLIJ,O,X,O,X
SZOTLJI,O,X,O,X
SZOTJIL,O,O,X,X
SZOTJLI,O,O,O,X
SZOITLJ,O,X,X,X
SZOITJL,O,O,X,X
SZOILTJ,X,X,O,X
SZOILJT,O,X,O,X
SZOIJTL,O,X,X,O
SZOIJLT,O,X,O,O
SZOLTIJ,X,X,O,X
SZOLTJI,X,X,O,X
SZOLITJ,X,X,O,X
SZOLIJT,O,X,O,X
SZOLJTI,X,X,O,X
SZOLJIT,O,X,O,X
SZOJTIL,O,O,X,O
SZOJTLI,O,O,O,O
SZOJITL,O,X,X,O
SZOJILT,O,X,O,O
SZOJLTI,X,X,O,O
SZOJLIT,O,X,O,O
SOTILJZ,O,X,X,X
SOTILZJ,O,X,X,X
SOTIJLZ,O,O,X,X
SOTIJZL,O,O,X,X
SOTIZLJ,O,X,X,X
SOTIZJL,O,O,X,X
SOTLIJZ,O,X,O,X
SOTLIZJ,O,X,O,X
SOTLJIZ,O,X,O,X
SOTLJZI,O,X,O,X
SOTLZIJ,O,X,O,X
SOTLZJI,O,X,O,X
SOTJILZ,O,O,X,X
SOTJIZL,O,O,X,X
SOTJLIZ,O,O,O,X
SOTJLZI,O,O,O,X
SOTJZIL,O,O,X,X
SOTJZLI,O,O,O,X
SOTZILJ,O,X,X,X
SOTZIJL,O,O,X,X
SOTZLIJ,O,X,O,X
SOTZLJI,O,X,O,X
SOTZJIL,O,O,X,X
SOTZJLI,O,O,O,X
SOITLJZ,O,X,X,X
SOITLZJ,O,X,X,X
SOITJLZ,O,O,X,X
SOITJZL,O,O,X,X
SOITZLJ,O,X,X,X
SOITZJL,O,O,X,X
SOILTJZ,X,X,O,X
SOILTZJ,X,X,O,X
SOILJTZ,X,X,O,X
SOILJZT,O,X,O,X
SOILZTJ,X,X,O,X
SOILZJT,O,X,O,X
SOIJTLZ,O,X,X,O
SOIJTZL,O,X,X,O
SOIJLTZ,X,X,O,O
SOIJLZT,O,X,O,O
SOIJZTL,O,X,X,O
SOIJZLT,O,X,O,O
SOIZTLJ,O,X,X,X
SOIZTJL,O,O,X,X
SOIZLTJ,X,X,O,X
SOIZLJT,O,X,O,X
SOIZJTL,O,X,X,O
SOIZJLT,O,X,O,O
SOLTIJZ,X,X,O,X
SOLTIZJ,X,X,O,X
SOLTJIZ,X,X,O,X
SOLTJZI,X,X,O,X
SOLTZIJ,X,X,O,X
SOLTZJI,X,X,O,X
SOLITJZ,X,X,O,X
SOLITZJ,X,X,O,X
SOLIJTZ,X,X,O,X
SOLIJZT,O,X,O,X
SOLIZTJ,X,X,O,X
SOLIZJT,O,X,O,X
SOLJTIZ,X,X,O,X
SOLJTZI,X,X,O,X
SOLJITZ,X,X,O,X
SOLJIZT,O,X,O,X
SOLJZTI,X,X,O,X
SOLJZIT,O,X,O,X
SOLZTIJ,X,X,O,X
SOLZTJI,X,X,O,X
SOLZITJ,X,X,O,X
SOLZIJT,O,X,O,X
SOLZJTI,X,X,O,X
SOLZJIT,O,X,O,X
SOJTILZ,O,O,X,O
SOJTIZL,O,O,X,O
SOJTLIZ,O,O,O,O
SOJTLZI,O,O,O,O
SOJTZIL,O,O,X,O
SOJTZLI,O,O,O,O
SOJITLZ,O,X,X,O
SOJITZL,O,X,X,O
SOJILTZ,X,X,O,O
SOJILZT,O,X,O,O
SOJIZTL,O,X,X,O
SOJIZLT,O,X,O,O
SOJLTIZ,X,X,O,O
SOJLTZI,X,X,O,O
SOJLITZ,X,X,O,O
SOJLIZT,O,X,O,O
SOJLZTI,X,X,O,O
SOJLZIT,O,X,O,O
SOJZTIL,O,O,X,O
SOJZTLI,O,O,O,O
SOJZITL,O,X,X,O
SOJZILT,O,X,O,O
SOJZLTI,X,X,O,O
SOJZLIT,O,X,O,O
SOZTILJ,O,X,X,X
SOZTIJL,O,O,X,X
SOZTLIJ,O,X,O,X
SOZTLJI,O,X,O,X
SOZTJIL,O,O,X,X
SOZTJLI,O,O,O,X
SOZITLJ,O,X,X,X
SOZITJL,O,O,X,X
SOZILTJ,X,X,O,X
SOZILJT,O,X,O,X
SOZIJTL,O,X,X,O
SOZIJLT,O,X,O,O
SOZLTIJ,X,X,O,X
SOZLTJI,X,X,O,X
SOZLITJ,X,X,O,X
SOZLIJT,O,X,O,X
SOZLJTI,X,X,O,X
SOZLJIT,O,X,O,X
SOZJTIL,O,O,X,O
SOZJTLI,O,O,O,O
SOZJITL,O,X,X,O
SOZJILT,O,X,O,O
SOZJLTI,X,X,O,O
SOZJLIT,O,X,O,O
ZTILJSO,O,O,X,X
ZTILJOS,O,O,X,X
ZTILSJO,O,X,O,X
ZTILSOJ,O,X,O,X
ZTILOJS,O,O,X,X
ZTILOSJ,O,X,O,X
ZTIJLSO,O,O,X,X
ZTIJLOS,O,O,X,X
ZTIJSLO,O,O,X,O
ZTIJSOL,O,O,X,O
ZTIJOLS,O,O,X,X
ZTIJOSL,O,O,X,O
ZTISLJO,O,X,X,X
ZTISLOJ,O,X,X,X
ZTISJLO,O,O,X,X
ZTISJOL,O,O,X,X
ZTISOLJ,O,X,X,X
ZTISOJL,O,O,X,X
ZTIOLJS,O,O,X,X
ZTIOLSJ,O,X,O,X
ZTIOJLS,O,O,X,X
ZTIOJSL,O,O,X,O
ZTIOSLJ,O,X,X,X
ZTIOSJL,O,O,X,X
ZTLIJSO,O,O,X,X
ZTLIJOS,O,O,X,X
ZTLISJO,O,X,O,X
ZTLISOJ,O,X,O,X
ZTLIOJS,O,O,X,X
ZTLIOSJ,O,X,O,X
ZTLJISO,O,O,X,X
ZTLJIOS,O,O,X,X
ZTLJSIO,O,O,X,X
ZTLJSOI,O,O,X,X
ZTLJOIS,O,O,X,X
ZTLJOSI,O,O,X,X
ZTLSIJO,O,X,O,X
ZTLSIOJ,O,X,O,X
ZTLSJIO,O,X,O,X
ZTLSJOI,O,X,O,X
ZTLSOIJ,O,X,O,X
ZTLSOJI,O,X,O,X
ZTLOIJS,O,O,X,X
ZTLOISJ,O,X,O,X
ZTLOJIS,O,O,X,X
ZTLOJSI,O,O,X,X
ZTLOSIJ,O,X,O,X
ZTLOSJI,O,X,O,X
ZTJILSO,O,O,X,X
ZTJILOS,O,O,X,X
ZTJISLO,O,O,X,O
ZTJISOL,O,O,X,O
ZTJIOLS,O,O,X,X
ZTJIOSL,O,O,X,O
ZTJLISO,O,O,X,X
ZTJLIOS,O,O,X,X
ZTJLSIO,O,O,X,X
ZTJLSOI,O,O,X,X
ZTJLOIS,O,O,X,X
ZTJLOSI,O,O,X,X
ZTJSILO,O,O,X,O
ZTJSIOL,O,O,X,O
ZTJSLIO,O,O,X,O
ZTJSLOI,O,O,X,O
ZTJSOIL,O,O,X,O
ZTJSOLI,O,O,X,O
ZTJOILS,O,O,X,X
ZTJOISL,O,O,X,O
ZTJOLIS,O,O,X,X
ZTJOLSI,O,O,X,X
ZTJOSIL,O,O,X,O
ZTJOSLI,O,O,X,O
ZTSILJO,O,X,X,X
ZTSILOJ,O,X,X,X
ZTSIJLO,O,O,X,X
ZTSIJOL,O,O,X,X
ZTSIOLJ,O,X,X,X
ZTSIOJL,O,O,X,X
ZTSLIJO,O,X,O,X
ZTSLIOJ,O,X,O,X
ZTSLJIO,O,X,O,X
ZTSLJOI,O,X,O,X
ZTSLOIJ,O,X,O,X
ZTSLOJI,O,X,O,X
ZTSJILO,O,O,X,X
ZTSJIOL,O,O,X,X
ZTSJLIO,O,O,O,X
ZTSJLOI,O,O,O,X
ZTSJOIL,O,O,X,X
ZTSJOLI,O,O,O,X
ZTSOILJ,O,X,X,X
ZTSOIJL,O,O,X,X
ZTSOLIJ,O,X,O,X
ZTSOLJI,O,X,O,X
ZTSOJIL,O,O,X,X
ZTSOJLI,O,O,O,X
ZTOILJS,O,O,X,X
ZTOILSJ,O,X,O,X
ZTOIJLS,O,O,X,X
ZTOIJSL,O,O,X,O
ZTOISLJ,O,X,X,X
ZTOISJL,O,O,X,X
ZTOLIJS,O,O,X,X
ZTOLISJ,O,X,O,X
ZTOLJIS,O,O,X,X
ZTOLJSI,O,O,X,X
ZTOLSIJ,O,X,O,X
ZTOLSJI,O,X,O,X
ZTOJILS,O,O,X,X
ZTOJISL,O,O,X,O
ZTOJLIS,O,O,X,X
ZTOJLSI,O,O,X,X
ZTOJSIL,O,O,X,O
ZTOJSLI,O,O,X,O
ZTOSILJ,O,X,X,X
ZTOSIJL,O,O,X,X
ZTOSLIJ,O,X,O,X
ZTOSLJI,O,X,O,X
ZTOSJIL,O,O,X,X
ZTOSJLI,O,O,O,X
ZITLJSO,O,O,X,X
ZITLJOS,O,O,X,X
ZITLSJO,O,X,O,X
ZITLSOJ,O,X,O,X
ZITLOJS,O,O,X,X
ZITLOSJ,O,X,O,X
ZITJLSO,O,O,X,X
ZITJLOS,O,O,X,X
ZITJSLO,O,O,X,O
ZITJSOL,O,O,X,O
ZITJOLS,O,O,X,X
ZITJOSL,O,O,X,O
ZITSLJO,O,X,X,X
ZITSLOJ,O,X,X,X
ZITSJLO,O,O,X,X
ZITSJOL,O,O,X,X
ZITSOLJ,O,X,X,X
ZITSOJL,O,O,X,X
ZITOLJS,O,O,X,X
ZITOLSJ,O,X,O,X
ZITOJLS,O,O,X,X
ZITOJSL,O,O,X,O
ZITOSLJ,O,X,X,X
ZITOSJL,O,O,X,X
ZILTJSO,O,O,X,X
ZILTJOS,O,O,X,X
ZILTSJO,O,X,O,X
ZILTSOJ,O,X,O,X
ZILTOJS,O,O,X,X
ZILTOSJ,O,X,O,X
ZILJTSO,O,X,X,X
ZILJTOS,O,X,X,X
ZILJSTO,X,X,O,O
ZILJSOT,O,X,O,O
ZILJOTS,O,X,X,X
ZILJOST,O,X,O,O
ZILSTJO,X,X,O,X
ZILSTOJ,X,X,O,X
ZILSJTO,X,X,O,X
ZILSJOT,O,X,O,X
ZILSOTJ,X,X,O,X
ZILSOJT,O,X,O,X
ZILOTJS,O,O,X,X
ZILOTSJ,O,X,O,X
ZILOJTS,O,X,X,X
ZILOJST,O,X,O,O
ZILOSTJ,X,X,O,X
ZILOSJT,O,X,O,X
ZIJTLSO,O,O,X,X
ZIJTLOS,O,O,X,X
ZIJTSLO,O,O,X,O
ZIJTSOL,O,O,X,O
ZIJTOLS,O,O,X,X
ZIJTOSL,O,O,X,O
ZIJLTSO,O,X,X,X
ZIJLTOS,O,X,X,X
ZIJLSTO,X,X,O,O
ZIJLSOT,O,X,O,O
ZIJLOTS,O,X,X,X
ZIJLOST,O,X,O,O
ZIJSTLO,O,X,X,O
ZIJSTOL,O,X,X,O
ZIJSLTO,X,X,X,O
ZIJSLOT,O,X,X,O
ZIJSOTL,O,X,X,O
ZIJSOLT,O,X,X,O
ZIJOTLS,O,O,X,X
ZIJOTSL,O,O,X,O
ZIJOLTS,O,X,X,X
ZIJOLST,O,X,O,O
ZIJOSTL,O,X,X,O
ZIJOSLT,O,X,X,O
ZISTLJO,O,X,X,X
ZISTLOJ,O,X,X,X
ZISTJLO,O,O,X,X
ZISTJOL,O,O,X,X
ZISTOLJ,O,X,X,X
ZISTOJL,O,O,X,X
ZISLTJO,X,X,O,X
ZISLTOJ,X,X,O,X
ZISLJTO,X,X,O,X
ZISLJOT,O,X,O,X
ZISLOTJ,X,X,O,X
ZISLOJT,O,X,O,X
ZISJTLO,O,X,X,O
ZISJTOL,O,X,X,O
ZISJLTO,X,X,O,O
ZISJLOT,O,X,O,O
ZISJOTL,O,X,X,O
ZISJOLT,O,X,O,O
ZISOTLJ,O,X,X,X
ZISOTJL,O,O,X,X
ZISOLTJ,X,X,O,X
ZISOLJT,O,X,O,X
ZISOJTL,O,X,X,O
ZISOJLT,O,X,O,O
ZIOTLJS,O,O,X,X
ZIOTLSJ,O,X,O,X
ZIOTJLS,O,O,X,X
ZIOTJSL,O,O,X,O
ZIOTSLJ,O,X,X,X
ZIOTSJL,O,O,X,X
ZIOLTJS,O,O,X,X
ZIOLTSJ,O,X,O,X
ZIOLJTS,O,X,X,X
ZIOLJST,O,X,O,O
ZIOLSTJ,X,X,O,X
ZIOLSJT,O,X,O,X
ZIOJTLS,O,O,X,X
ZIOJTSL,O,O,X,O
ZIOJLTS,O,X,X,X
ZIOJLST,O,X,O,O
ZIOJSTL,O,X,X,O
ZIOJSLT,O,X,X,O
ZIOSTLJ,O,X,X,X
ZIOSTJL,O,O,X,X
ZIOSLTJ,X,X,O,X
ZIOSLJT,O,X,O,X
ZIOSJTL,O,X,X,O
ZIOSJLT,O,X,O,O
ZLTIJSO,O,O,X,X
ZLTIJOS,O,O,X,X
ZLTISJO,O,X,O,X
ZLTISOJ,O,X,O,X
ZLTIOJS,O,O,X,X
ZLTIOSJ,O,X,O,X
ZLTJISO,O,O,X,X
ZLTJIOS,O,O,X,X
ZLTJSIO,O,O,X,X
ZLTJSOI,O,O,X,X
ZLTJOIS,O,O,X,X
ZLTJOSI,O,O,X,X
ZLTSIJO,O,X,O,X
ZLTSIOJ,O,X,O,X
ZLTSJIO,O,X,O,X
ZLTSJOI,O,X,O,X
ZLTSOIJ,O,X,O,X
ZLTSOJI,O,X,O,X
ZLTOIJS,O,O,X,X
ZLTOISJ,O,X,O,X
ZLTOJIS,O,O,X,X
ZLTOJSI,O,O,X,X
ZLTOSIJ,O,X,O,X
ZLTOSJI,O,X,O,X
ZLITJSO,O,O,X,X
ZLITJOS,O,O,X,X
ZLITSJO,O,X,O,X
ZLITSOJ,O,X,O,X
ZLITOJS,O,O,X,X
ZLITOSJ,O,X,O,X
ZLIJTSO,O,X,X,X
ZLIJTOS,O,X,X,X
ZLIJSTO,X,X,O,O
ZLIJSOT,O,X,O,O
ZLIJOTS,O,X,X,X
ZLIJOST,O,X,O,O
ZLISTJO,X,X,O,X
ZLISTOJ,X,X,O,X
ZLISJTO,X,X,O,X
ZLISJOT,O,X,O,X
ZLISOTJ,X,X,O,X
ZLISOJT,O,X,O,X
ZLIOTJS,O,O,X,X
ZLIOTSJ,O,X,O,X
ZLIOJTS,O,X,X,X
ZLIOJST,O,X,O,O
ZLIOSTJ,X,X,O,X
ZLIOSJT,O,X,O,X
ZLJTISO,O,O,X,X
ZLJTIOS,O,O,X,X
ZLJTSIO,O,O,X,X
ZLJTSOI,O,O,X,X
ZLJTOIS,O,O,X,X
ZLJTOSI,O,O,X,X
ZLJITSO,O,X,X,X
ZLJITOS,O,X,X,X
ZLJISTO,X,X,O,O
ZLJISOT,O,X,O,O
ZLJIOTS,O,X,X,X
ZLJIOST,O,X,O,O
ZLJSTIO,X,X,O,O
ZLJSTOI,X,X,O,O
ZLJSITO,X,X,O,O
ZLJSIOT,O,X,O,O
ZLJSOTI,X,X,O,O
ZLJSOIT,O,X,O,O
ZLJOTIS,O,O,X,X
ZLJOTSI,O,O,X,X
ZLJOITS,O,X,X,X
ZLJOIST,O,X,O,O
ZLJOSTI,X,X,O,O
ZLJOSIT,O,X,O,O
ZLSTIJO,X,X,O,X
ZLSTIOJ,X,X,O,X
ZLSTJIO,X,X,O,X
ZLSTJOI,X,X,O,X
ZLSTOIJ,X,X,O,X
ZLSTOJI,X,X,O,X
ZLSITJO,X,X,O,X
ZLSITOJ,X,X,O,X
ZLSIJTO,X,X,O,X
ZLSIJOT,O,X,O,X
ZLSIOTJ,X,X,O,X
ZLSIOJT,O,X,O,X
ZLSJTIO,X,X,O,X
ZLSJTOI,X,X,O,X
ZLSJITO,X,X,O,X
ZLSJIOT,O,X,O,X
ZLSJOTI,X,X,O,X
ZLSJOIT,O,X,O,X
ZLSOTIJ,X,X,O,X
ZLSOTJI,X,X,O,X
ZLSOITJ,X,X,O,X
ZLSOIJT,O,X,O,X
ZLSOJTI,X,X,O,X
ZLSOJIT,O,X,O,X
ZLOTIJS,O,O,X,X
ZLOTISJ,O,X,O,X
ZLOTJIS,O,O,X,X
ZLOTJSI,O,O,X,X
ZLOTSIJ,O,X,O,X
ZLOTSJI,O,X,O,X
ZLOITJS,O,O,X,X
ZLOITSJ,O,X,O,X
ZLOIJTS,O,X,X,X
ZLOIJST,O,X,O,O
ZLOISTJ,X,X,O,X
ZLOISJT,O,X,O,X
ZLOJTIS,O,O,X,X
ZLOJTSI,O,O,X,X
ZLOJITS,O,X,X,X
ZLOJIST,O,X,O,O
ZLOJSTI,X,X,O,O
ZLOJSIT,O,X,O,O
ZLOSTIJ,X,X,O,X
ZLOSTJI,X,X,O,X
ZLOSITJ,X,X,O,X
ZLOSIJT,O,X,O,X
ZLOSJTI,X,X,O,X
ZLOSJIT,O,X,O,X
ZJTILSO,O,O,X,X
ZJTILOS,O,O,X,X
ZJTISLO,O,O,X,O
ZJTISOL,O,O,X,O
ZJTIOLS,O,O,X,X
ZJTIOSL,O,O,X,O
ZJTLISO,O,O,X,X
ZJTLIOS,O,O,X,X
ZJTLSIO,O,O,X,X
ZJTLSOI,O,O,X,X
ZJTLOIS,O,O,X,X
ZJTLOSI,O,O,X,X
ZJTSILO,O,O,X,O
ZJTSIOL,O,O,X,O
ZJTSLIO,O,O,X,O
ZJTSLOI,O,O,X,O
ZJTSOIL,O,O,X,O
ZJTSOLI,O,O,X,O
ZJTOILS,O,O,X,X
ZJTOISL,O,O,X,O
ZJTOLIS,O,O,X,X
ZJTOLSI,O,O,X,X
ZJTOSIL,O,O,X,O
ZJTOSLI,O,O,X,O
ZJITLSO,O,O,X,X
ZJITLOS,O,O,X,X
ZJITSLO,O,O,X,O
ZJITSOL,O,O,X,O
ZJITOLS,O,O,X,X
ZJITOSL,O,O,X,O
ZJILTSO,O,X,X,X
ZJILTOS,O,X,X,X
ZJILSTO,X,X,O,O
ZJILSOT,O,X,O,O
ZJILOTS,O,X,X,X
ZJILOST,O,X,O,O
ZJISTLO,O,X,X,O
ZJISTOL,O,X,X,O
ZJISLTO,X,X,X,O
ZJISLOT,O,X,X,O
ZJISOTL,O,X,X,O
ZJISOLT,O,X,X,O
ZJIOTLS,O,O,X,X
ZJIOTSL,O,O,X,O
ZJIOLTS,O,X,X,X
ZJIOLST,O,X,O,O
ZJIOSTL,O,X,X,O
ZJIOSLT,O,X,X,O
ZJLTISO,O,O,X,X
ZJLTIOS,O,O,X,X
ZJLTSIO,O,O,X,X
ZJLTSOI,O,O,X,X
ZJLTOIS,O,O,X,X
ZJLTOSI,O,O,X,X
ZJLITSO,O,X,X,X
ZJLITOS,O,X,X,X
ZJLISTO,X,X,O,O
ZJLISOT,O,X,O,O
ZJLIOTS,O,X,X,X
ZJLIOST,O,X,O,O
ZJLSTIO,X,X,O,O
ZJLSTOI,X,X,O,O
ZJLSITO,X,X,O,O
ZJLSIOT,O,X,O,O
ZJLSOTI,X,X,O,O
ZJLSOIT,O,X,O,O
ZJLOTIS,O,O,X,X
ZJLOTSI,O,O,X,X
ZJLOITS,O,X,X,X
ZJLOIST,O,X,O,O
ZJLOSTI,X,X,O,O
ZJLOSIT,O,X,O,O
ZJSTILO,O,O,X,O
ZJSTIOL,O,O,X,O
ZJSTLIO,O,O,O,O
ZJSTLOI,O,O,O,O
ZJSTOIL,O,O,X,O
ZJSTOLI,O,O,O,O
ZJSITLO,O,X,X,O
ZJSITOL,O,X,X,O
ZJSILTO,X,X,O,O
ZJSILOT,O,X,O,O
ZJSIOTL,O,X,X,O
ZJSIOLT,O,X,O,O
ZJSLTIO,X,X,O,O
ZJSLTOI,X,X,O,O
ZJSLITO,X,X,O,O
ZJSLIOT,O,X,O,O
ZJSLOTI,X,X,O,O
ZJSLOIT,O,X,O,O
ZJSOTIL,O,O,X,O
ZJSOTLI,O,O,O,O
ZJSOITL,O,X,X,O
ZJSOILT,O,X,O,O
ZJSOLTI,X,X,O,O
ZJSOLIT,O,X,O,O
ZJOTILS,O,O,X,X
ZJOTISL,O,O,X,O
ZJOTLIS,O,O,X,X
ZJOTLSI,O,O,X,X
ZJOTSIL,O,O,X,O
ZJOTSLI,O,O,X,O
ZJOITLS,O,O,X,X
ZJOITSL,O,O,X,O
ZJOILTS,O,X,X,X
ZJOILST,O,X,O,O
ZJOISTL,O,X,X,O
ZJOISLT,O,X,X,O
ZJOLTIS,O,O,X,X
ZJOLTSI,O,O,X,X
ZJOLITS,O,X,X,X
ZJOLIST,O,X,O,O
ZJOLSTI,X,X,O,O
ZJOLSIT,O,X,O,O
ZJOSTIL,O,O,X,O
ZJOSTLI,O,O,O,O
ZJOSITL,O,X,X,O
ZJOSILT,O,X,O,O
ZJOSLTI,X,X,O,O
ZJOSLIT,O,X,O,O
ZSTILJO,O,X,X,X
ZSTILOJ,O,X,X,X
ZSTIJLO,O,O,X,X
ZSTIJOL,O,O,X,X
ZSTIOLJ,O,X,X,X
ZSTIOJL,O,O,X,X
ZSTLIJO,O,X,O,X
ZSTLIOJ,O,X,O,X
ZSTLJIO,O,X,O,X
ZSTLJOI,O,X,O,X
ZSTLOIJ,O,X,O,X
ZSTLOJI,O,X,O,X
ZSTJILO,O,O,X,X
ZSTJIOL,O,O,X,X
ZSTJLIO,O,O,O,X
ZSTJLOI,O,O,O,X
ZSTJOIL,O,O,X,X
ZSTJOLI,O,O,O,X
ZSTOILJ,O,X,X,X
ZSTOIJL,O,O,X,X
ZSTOLIJ,O,X,O,X
ZSTOLJI,O,X,O,X
ZSTOJIL,O,O,X,X
ZSTOJLI,O,O,O,X
ZSITLJO,O,X,X,X
ZSITLOJ,O,X,X,X
ZSITJLO,O,O,X,X
ZSITJOL,O,O,X,X
ZSITOLJ,O,X,X,X
ZSITOJL,O,O,X,X
ZSILTJO,X,X,O,X
ZSILTOJ,X,X,O,X
ZSILJTO,X,X,O,X
ZSILJOT,O,X,O,X
ZSILOTJ,X,X,O,X
ZSILOJT,O,X,O,X
ZSIJTLO,O,X,X,O
ZSIJTOL,O,X,X,O
ZSIJLTO,X,X,O,O
ZSIJLOT,O,X,O,O
ZSIJOTL,O,X,X,O
ZSIJOLT,O,X,O,O
ZSIOTLJ,O,X,X,X
ZSIOTJL,O,O,X,X
ZSIOLTJ,X,X,O,X
ZSIOLJT,O,X,O,X
ZSIOJTL,O,X,X,O
ZSIOJLT,O,X,O,O
ZSLTIJO,X,X,O,X
ZSLTIOJ,X,X,O,X
ZSLTJIO,X,X,O,X
ZSLTJOI,X,X,O,X
ZSLTOIJ,X,X,O,X
ZSLTOJI,X,X,O,X
ZSLITJO,X,X,O,X
ZSLITOJ,X,X,O,X
ZSLIJTO,X,X,O,X
ZSLIJOT,O,X,O,X
ZSLIOTJ,X,X,O,X
ZSLIOJT,O,X,O,X
ZSLJTIO,X,X,O,X
ZSLJTOI,X,X,O,X
ZSLJITO,X,X,O,X
ZSLJIOT,O,X,O,X
ZSLJOTI,X,X,O,X
ZSLJOIT,O,X,O,X
ZSLOTIJ,X,X,O,X
ZSLOTJI,X,X,O,X
ZSLOITJ,X,X,O,X
ZSLOIJT,O,X,O,X
ZSLOJTI,X,X,O,X
ZSLOJIT,O,X,O,X
ZSJTILO,O,O,X,O
ZSJTIOL,O,O,X,O
ZSJTLIO,O,O,O,O
ZSJTLOI,O,O,O,O
ZSJTOIL,O,O,X,O
ZSJTOLI,O,O,O,O
ZSJITLO,O,X,X,O
ZSJITOL,O,X,X,O
ZSJILTO,X,X,O,O
ZSJILOT,O,X,O,O
ZSJIOTL,O,X,X,O
ZSJIOLT,O,X,O,O
ZSJLTIO,X,X,O,O
ZSJLTOI,X,X,O,O
ZSJLITO,X,X,O,O
ZSJLIOT,O,X,O,O
ZSJLOTI,X,X,O,O
ZSJLOIT,O,X,O,O
ZSJOTIL,O,O,X,O
ZSJOTLI,O,O,O,O
ZSJOITL,O,X,X,O
ZSJOILT,O,X,O,O
ZSJOLTI,X,X,O,O
ZSJOLIT,O,X,O,O
ZSOTILJ,O,X,X,X
ZSOTIJL,O,O,X,X
ZSOTLIJ,O,X,O,X
ZSOTLJI,O,X,O,X
ZSOTJIL,O,O,X,X
ZSOTJLI,O,O,O,X
ZSOITLJ,O,X,X,X
ZSOITJL,O,O,X,X
ZSOILTJ,X,X,O,X
ZSOILJT,O,X,O,X
ZSOIJTL,O,X,X,O
ZSOIJLT,O,X,O,O
ZSOLTIJ,X,X,O,X
ZSOLTJI,X,X,O,X
ZSOLITJ,X,X,O,X
ZSOLIJT,O,X,O,X
ZSOLJTI,X,X,O,X
ZSOLJIT,O,X,O,X
ZSOJTIL,O,O,X,O
ZSOJTLI,O,O,O,O
ZSOJITL,O,X,X,O
ZSOJILT,O,X,O,O
ZSOJLTI,X,X,O,O
ZSOJLIT,O,X,O,O
ZOTILJS,O,O,X,X
ZOTILSJ,O,X,O,X
ZOTIJLS,O,O,X,X
ZOTIJSL,O,O,X,O
ZOTISLJ,O,X,X,X
ZOTISJL,O,O,X,X
ZOTLIJS,O,O,X,X
ZOTLISJ,O,X,O,X
ZOTLJIS,O,O,X,X
ZOTLJSI,O,O,X,X
ZOTLSIJ,O,X,O,X
ZOTLSJI,O,X,O,X
ZOTJILS,O,O,X,X
ZOTJISL,O,O,X,O
ZOTJLIS,O,O,X,X
ZOTJLSI,O,O,X,X
ZOTJSIL,O,O,X,O
ZOTJSLI,O,O,X,O
ZOTSILJ,O,X,X,X
ZOTSIJL,O,O,X,X
ZOTSLIJ,O,X,O,X
ZOTSLJI,O,X,O,X
ZOTSJIL,O,O,X,X
ZOTSJLI,O,O,O,X
ZOITLJS,O,O,X,X
ZOITLSJ,O,X,O,X
ZOITJLS,O,O,X,X
ZOITJSL,O,O,X,O
ZOITSLJ,O,X,X,X
ZOITSJL,O,O,X,X
ZOILTJS,O,O,X,X
ZOILTSJ,O,X,O,X
ZOILJTS,O,X,X,X
ZOILJST,O,X,O,O
ZOILSTJ,X,X,O,X
ZOILSJT,O,X,O,X
ZOIJTLS,O,O,X,X
ZOIJTSL,O,O,X,O
ZOIJLTS,O,X,X,X
ZOIJLST,O,X,O,O
ZOIJSTL,O,X,X,O
ZOIJSLT,O,X,X,O
ZOISTLJ,O,X,X,X
ZOISTJL,O,O,X,X
ZOISLTJ,X,X,O,X
ZOISLJT,O,X,O,X
ZOISJTL,O,X,X,O
ZOISJLT,O,X,O,O
ZOLTIJS,O,O,X,X
ZOLTISJ,O,X,O,X
ZOLTJIS,O,O,X,X
ZOLTJSI,O,O,X,X
ZOLTSIJ,O,X,O,X
ZOLTSJI,O,X,O,X
ZOLITJS,O,O,X,X
