sequence,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeZ/IvhFzaBWhBXeBC?lB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBmfBChBT?kB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBOkB8kBz?gBqmBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBOkBlgBq?mBzkB8qB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBKkBzfBW?mB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeO/IvhFXeBUgBThB1?pBRrB6qB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeX+IvhFOkBxgB6kBT?gB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeX+IvhF6kBxgBOkBT?gB0mBlqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8JeZ/IvhFqfBTbBXeBF?mB0mBGqB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBOkBzkBF?mB6qB0rB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jei6IvhFXeBzfB2pBF?mB5lB0rB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jex6IvhFXeBlgBqmBm?kB8qBTpB,v115@3gD8HeA8BeA8FeD8GeF8AeF8Jem6IvhFXeBTfBypBF?mB5lB0rB
JTSOLIZ,X,O,X,O,O,X,X,X,O,O,O,X,X
JTSOLZI,X,O,X,O,O,X,X,X,O,O,O,X,X
JTSOZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JTSOZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JTZILSO,X,X,O,X,X,X,O,X,O,X,X,X,X
JTZILOS,X,X,O,X,X,X,X,X,O,X,X,X,X
JTZISLO,X,O,O,O,O,X,O,X,O,X,X,X,X
JTZISOL,X,X,O,X,X,O,O,X,X,X,X,X,X
JTZIOLS,X,X,X,X,X,O,X,X,X,X,X,X,X
JTZIOSL,X,X,O,X,X,O,O,X,X,X,X,X,X
JTZLISO,X,O,O,X,O,X,O,X,O,X,X,X,X
JTZLIOS,X,X,O,X,X,X,X,X,O,X,X,X,X
JTZLSIO,X,O,O,X,O,X,O,X,O,X,X,X,X
JTZLSOI,X,O,O,X,O,X,X,X,O,X,X,X,X
JTZLOIS,X,X,O,X,O,X,X,X,O,X,X,X,X
JTZLOSI,X,X,O,X,O,X,X,X,O,X,X,X,X
JTZSILO,X,O,O,O,O,X,O,X,O,X,X,X,X
JTZSIOL,X,X,O,X,X,O,O,X,X,X,X,X,X
JTZSLIO,X,O,O,X,O,X,O,X,O,X,X,X,X
JTZSLOI,X,O,O,X,O,X,X,X,O,X,X,X,X
JTZSOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
JTZSOLI,X,X,O,X,X,X,X,X,O,X,O,X,X
JTZOILS,X,X,X,X,X,X,X,X,X,X,O,X,X
JTZOISL,X,X,O,X,X,X,O,X,X,X,O,X,X
JTZOLIS,X,X,O,X,X,X,X,X,O,X,O,X,X
JTZOLSI,X,X,O,X,X,X,X,X,O,X,O,X,X
JTZOSIL,X,X,O,X,X,X,O,X,X,X,O,X,X
JTZOSLI,X,X,O,X,X,X,X,X,O,X,O,X,X
JTOILSZ,X,O,X,X,X,O,X,X,O,O,O,X,X
JTOILZS,X,O,X,X,X,O,X,X,O,O,O,X,X
JTOISLZ,X,O,X,O,O,O,X,X,O,O,O,X,X
JTOISZL,X,O,X,O,X,O,X,X,X,O,O,X,X
JTOIZLS,X,X,X,X,X,O,X,X,X,X,O,X,X
JTOIZSL,X,O,X,X,X,O,X,X,X,O,O,X,X
JTOLISZ,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOLIZS,X,O,X,X,O,X,X,X,O,O,O,X,X
JTOLSIZ,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOLSZI,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOLZIS,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOLZSI,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOSILZ,X,O,X,O,O,O,X,X,O,O,O,X,X
JTOSIZL,X,O,X,O,X,O,X,X,X,O,O,X,X
JTOSLIZ,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOSLZI,X,O,X,O,O,X,X,X,O,O,O,X,X
JTOSZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JTOSZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JTOZILS,X,X,X,X,X,X,X,X,X,X,O,X,X
JTOZISL,X,O,X,O,X,X,X,X,X,O,O,X,X
JTOZLIS,X,O,X,X,X,X,X,X,O,O,O,X,X
JTOZLSI,X,O,X,X,X,X,X,X,O,O,O,X,X
JTOZSIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JTOZSLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JITLSZO,O,X,X,X,X,X,X,X,O,X,X,X,X
JITLSOZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JITLZSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JITLZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JITLOSZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JITLOZS,O,X,X,X,X,O,X,X,O,X,X,X,X
JITSLZO,O,X,O,O,X,X,X,X,O,X,X,X,X
JITSLOZ,O,X,X,O,X,O,X,X,O,X,X,X,X
JITSZLO,X,X,O,O,X,X,X,X,O,X,X,X,X
JITSZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JITSOLZ,X,X,X,O,X,O,X,X,O,O,O,X,X
JITSOZL,X,X,X,O,X,O,X,X,X,O,O,X,X
JITZLSO,X,X,X,X,X,X,X,X,O,X,X,X,X
JITZLOS,X,X,X,X,X,X,X,X,O,X,X,X,X
JITZSLO,X,X,X,X,X,X,X,X,O,X,X,X,X
JITZSOL,X,X,X,X,X,O,X,X,X,X,X,X,X
JITZOLS,X,X,X,X,X,O,X,X,X,X,X,X,X
JITZOSL,X,X,X,X,X,O,X,X,X,X,X,X,X
JITOLSZ,X,X,X,X,X,O,X,X,O,X,O,X,X
JITOLZS,X,X,X,X,X,O,X,X,O,X,O,X,X
JITOSLZ,X,X,X,X,X,O,X,X,O,X,O,X,X
JITOSZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JITOZLS,X,X,X,X,X,O,X,X,X,X,O,X,X
JITOZSL,X,X,X,X,X,O,X,X,X,X,O,X,X
JILTSZO,X,X,O,O,X,X,X,X,O,X,X,X,X
JILTSOZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JILTZSO,X,X,X,X,X,X,X,X,O,X,X,X,X
JILTZOS,X,X,X,X,X,X,X,X,O,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JILTOZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JILSTZO,X,X,O,O,X,X,X,X,O,X,X,X,X
JILSTOZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JILSZTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JILSZOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JILSOTZ,O,X,X,O,X,X,X,X,O,O,X,X,X
JILSOZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JILZTSO,O,X,O,O,X,X,X,X,O,X,X,O,X
JILZTOS,O,X,X,O,X,X,X,X,O,X,X,O,X
JILZSTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JILZSOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JILZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JILZOST,O,X,O,O,X,X,X,X,O,X,X,X,X
JILOTSZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JILOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JILOSTZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JILOSZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JILOZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JILOZST,O,X,X,O,X,X,X,X,O,X,X,X,X
JISTLZO,O,X,O,O,X,X,X,X,O,X,X,X,X
JISTLOZ,O,X,X,O,X,O,X,X,O,X,X,X,X
JISTZLO,X,X,O,O,X,X,X,X,O,X,X,X,X
JISTZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JISTOLZ,X,X,X,O,X,O,X,X,O,O,O,X,X
JISTOZL,X,X,X,O,X,O,X,X,X,O,O,X,X
JISLTZO,X,X,O,O,X,X,X,X,O,X,X,X,X
JISLTOZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JISLZTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JISLZOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JISLOTZ,O,X,X,O,X,X,X,X,O,O,X,X,X
JISLOZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JISZTLO,O,X,O,O,X,X,O,X,O,X,X,X,X
JISZTOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JISZLTO,O,X,O,O,X,X,O,X,O,X,X,X,X
JISZLOT,O,X,O,O,X,X,O,X,O,X,X,X,X
JISZOTL,O,X,O,O,X,X,O,X,X,O,X,X,X
JISZOLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JISOTLZ,X,X,X,O,X,O,X,X,O,O,X,X,X
JISOTZL,X,X,X,O,X,O,X,X,X,O,X,X,X
JISOLTZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JISOLZT,X,X,O,O,X,X,X,X,O,X,X,X,X
JISOZTL,X,X,O,O,X,X,X,X,X,O,X,X,X
JISOZLT,X,X,O,O,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,X,X,X,X,O,X,O,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZTSLO,O,X,O,O,X,X,O,X,O,X,X,X,X
JIZTSOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZTOLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZTOSL,O,X,X,X,X,X,O,X,X,X,X,X,X
JIZLTSO,O,X,O,X,X,X,X,X,O,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JIZLSTO,O,X,O,O,X,X,O,X,O,X,X,X,X
JIZLSOT,O,X,O,O,X,X,O,X,O,X,X,X,X
JIZLOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZLOST,O,X,O,X,X,X,X,X,O,X,X,X,X
JIZSTLO,O,X,O,O,X,X,O,X,O,X,X,X,X
JIZSTOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZSLTO,O,X,O,O,X,X,O,X,O,X,X,X,X
JIZSLOT,O,X,O,O,X,X,O,X,O,X,X,X,X
JIZSOTL,O,X,O,O,X,X,O,X,X,O,X,X,X
JIZSOLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZOTLS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZOTSL,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZOLST,O,X,X,X,X,X,X,X,X,X,X,X,X
JIZOSTL,O,X,O,X,X,X,O,X,X,X,X,X,X
JIZOSLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,O,X,X,O,O,X,X,X
JIOTLZS,X,X,X,X,X,O,X,X,O,O,X,X,X
JIOTSLZ,X,X,X,O,X,O,X,X,O,O,X,X,X
JIOTSZL,X,X,X,O,X,O,X,X,X,O,X,X,X
JIOTZLS,X,X,X,X,X,O,X,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,O,X,X,X,O,X,X,X
JIOLTSZ,X,X,X,O,X,X,X,X,O,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JIOLSZT,X,X,X,O,X,X,X,X,O,X,X,X,X
JIOLZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,X,O,X,X,X,X,O,X,X,X,X
JIOSTLZ,X,X,X,O,X,O,X,X,O,O,X,X,X
JIOSTZL,X,X,X,O,X,O,X,X,X,O,X,X,X
JIOSLTZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JIOSLZT,X,X,O,O,X,X,X,X,O,X,X,X,X
JIOSZTL,X,X,O,O,X,X,X,X,X,O,X,X,X
JIOSZLT,X,X,O,O,X,X,X,X,X,X,X,X,X
JIOZTLS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZTSL,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,X,X,X,X,X,X,X,X
JIOZLST,X,X,X,O,X,X,X,X,X,X,X,X,X
JIOZSTL,X,X,X,O,X,X,X,X,X,O,X,X,X
JIOZSLT,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTISZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JLTISOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JLTIZSO,X,X,X,X,O,X,X,X,O,X,X,X,X
JLTIZOS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLTIOSZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JLTIOZS,X,X,X,X,O,X,X,X,O,X,X,X,X
JLTSIZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JLTSIOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JLTSZIO,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTSZOI,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTSOIZ,O,X,O,O,O,X,X,X,O,X,O,X,O
JLTSOZI,X,X,O,O,O,X,X,X,O,X,O,X,O
JLTZISO,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTZIOS,X,X,O,O,X,X,X,X,O,X,X,O,X
JLTZSIO,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTZSOI,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTZOIS,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTZOSI,X,X,O,O,O,X,X,X,O,X,X,O,X
JLTOISZ,O,X,O,O,O,X,X,X,O,X,O,X,O
JLTOIZS,X,X,X,X,O,X,X,X,O,X,O,X,O
JLTOSIZ,O,X,O,O,O,X,X,X,O,X,O,X,O
JLTOSZI,X,X,O,O,O,X,X,X,O,X,O,X,O
JLTOZIS,X,X,O,O,O,X,X,X,O,X,O,X,O
JLTOZSI,X,X,O,O,O,X,X,X,O,X,O,X,O
JLITSZO,X,X,O,O,X,X,X,X,O,X,X,X,X
JLITSOZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JLITZSO,X,X,X,X,X,X,X,X,O,X,X,X,X
JLITZOS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLITOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JLITOZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLISTZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JLISTOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JLISZTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JLISZOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLISOTZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JLISOZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLIZTSO,O,X,O,O,X,X,X,X,O,X,X,O,X
JLIZTOS,O,X,X,O,X,X,X,X,O,X,X,O,X
JLIZSTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JLIZSOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLIZOST,O,X,O,O,X,X,X,X,O,X,X,X,X
JLIOTSZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JLIOTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLIOSTZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLIOZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLIOZST,O,X,X,O,X,X,X,X,O,X,X,X,X
JLSTIZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JLSTIOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JLSTZIO,X,X,O,O,O,X,X,X,O,X,X,O,X
JLSTZOI,X,X,O,O,O,X,X,X,O,X,X,O,X
JLSTOIZ,O,X,O,O,O,X,X,X,O,X,O,X,O
JLSTOZI,X,X,O,O,O,X,X,X,O,X,O,X,O
JLSITZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JLSITOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JLSIZTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JLSIZOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLSIOTZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JLSIOZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLSZTIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLSZTOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JLSZITO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLSZIOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JLSZOTI,O,X,X,O,X,X,X,X,X,X,X,O,X
JLSZOIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLSOTIZ,O,X,X,O,X,X,X,X,O,O,X,X,O
JLSOTZI,X,X,X,O,X,X,X,X,O,O,X,X,O
JLSOITZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JLSOIZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLSOZTI,X,X,X,O,X,X,X,X,X,X,X,O,X
JLSOZIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLZTISO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLZTIOS,O,X,X,O,X,X,X,X,O,X,X,O,X
JLZTSIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLZTSOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JLZTOIS,O,X,X,O,X,X,X,X,O,X,X,O,X
JLZTOSI,O,X,X,O,X,X,X,X,O,X,X,O,X
JLZITSO,O,X,O,O,X,X,X,X,O,X,X,O,X
JLZITOS,O,X,X,O,X,X,X,X,O,X,X,O,X
JLZISTO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLZISOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X
JLZIOST,O,X,O,O,X,X,X,X,O,X,X,X,X
JLZSTIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLZSTOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JLZSITO,O,X,O,O,X,X,O,O,O,X,X,O,X
JLZSIOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JLZSOTI,O,X,X,O,X,X,X,X,X,X,X,O,X
JLZSOIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLZOTIS,O,X,X,O,X,X,X,X,X,X,X,O,X
JLZOTSI,O,X,X,O,X,X,X,X,X,X,X,O,X
JLZOITS,O,X,X,O,X,X,X,X,X,X,X,X,X
JLZOIST,O,X,O,O,X,X,X,X,O,X,X,X,X
JLZOSTI,O,X,X,O,X,X,X,X,X,X,X,O,X
JLZOSIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLOTISZ,O,X,X,O,X,X,X,X,O,O,X,X,O
JLOTIZS,X,X,X,X,X,X,X,X,O,O,X,X,O
JLOTSIZ,O,X,X,O,X,X,X,X,O,O,X,X,O
JLOTSZI,X,X,X,O,X,X,X,X,O,O,X,X,O
JLOTZIS,X,X,X,O,X,X,X,X,O,O,X,X,O
JLOTZSI,X,X,X,O,X,X,X,X,O,O,X,X,O
JLOITSZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,O,X,X,X,X
JLOISTZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JLOISZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLOIZTS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOIZST,O,X,X,O,X,X,X,X,O,X,X,X,X
JLOSTIZ,O,X,X,O,X,X,X,X,O,O,X,X,O
JLOSTZI,X,X,X,O,X,X,X,X,O,O,X,X,O
JLOSITZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JLOSIZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLOSZTI,X,X,X,O,X,X,X,X,X,X,X,O,X
JLOSZIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JLOZTIS,X,X,X,O,X,X,X,X,X,X,X,O,X
JLOZTSI,X,X,X,O,X,X,X,X,X,X,X,O,X
JLOZITS,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOZIST,O,X,O,O,X,X,X,X,O,X,X,X,X
JLOZSTI,X,X,X,O,X,X,X,X,X,X,X,O,X
JLOZSIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSTILZO,O,O,O,O,O,X,X,X,O,X,X,X,X
JSTILOZ,O,O,X,O,O,O,X,X,O,X,X,X,X
JSTIZLO,X,O,O,O,O,X,X,X,O,X,X,X,X
JSTIZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JSTIOLZ,X,O,X,O,O,O,X,X,O,O,O,X,X
JSTIOZL,X,X,X,O,X,O,X,X,X,O,O,X,X
JSTLIZO,O,O,O,O,O,X,X,X,O,X,X,X,X
JSTLIOZ,O,O,X,O,O,O,X,X,O,X,X,X,X
JSTLZIO,O,O,O,O,O,X,X,X,O,X,X,O,X
JSTLZOI,O,O,O,O,O,X,X,X,O,X,X,O,X
JSTLOIZ,O,O,O,O,O,X,X,X,O,X,O,X,O
JSTLOZI,O,O,O,O,O,X,X,X,O,X,O,X,O
JSTZILO,X,O,O,O,O,X,O,X,O,X,X,X,X
JSTZIOL,X,X,O,X,X,O,O,X,X,X,X,X,X
JSTZLIO,X,O,O,X,O,X,O,X,O,X,X,X,X
JSTZLOI,X,O,O,X,O,X,X,X,O,X,X,X,X
JSTZOIL,X,X,O,X,X,X,O,X,X,X,O,X,X
JSTZOLI,X,X,O,X,X,X,X,X,O,X,O,X,X
JSTOILZ,X,O,X,O,O,O,X,X,O,O,O,X,X
JSTOIZL,X,O,X,O,X,O,X,X,X,O,O,X,X
JSTOLIZ,X,O,X,O,O,X,X,X,O,O,O,X,X
JSTOLZI,X,O,X,O,O,X,X,X,O,O,O,X,X
JSTOZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
JSTOZLI,X,O,X,X,X,X,X,X,O,O,O,X,X
JSITLZO,O,X,O,O,X,X,X,X,O,X,X,X,X
JSITLOZ,O,X,X,O,X,O,X,X,O,X,X,X,X
JSITZLO,X,X,O,O,X,X,X,X,O,X,X,X,X
JSITZOL,X,X,O,X,X,O,X,X,X,X,X,X,X
JSITOLZ,X,X,X,O,X,O,X,X,O,O,O,X,X
JSITOZL,X,X,X,O,X,O,X,X,X,O,O,X,X
JSILTZO,X,X,O,O,X,X,X,X,O,X,X,X,X
JSILTOZ,O,X,X,O,X,X,X,X,O,X,X,X,X
JSILZTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JSILZOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSILOTZ,O,X,X,O,X,X,X,X,O,O,X,X,X
JSILOZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSIZTLO,O,X,O,O,X,X,O,X,O,X,X,X,X
JSIZTOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JSIZLTO,O,X,O,O,X,X,O,X,O,X,X,X,X
JSIZLOT,O,X,O,O,X,X,O,X,O,X,X,X,X
JSIZOTL,O,X,O,O,X,X,O,X,X,O,X,X,X
JSIZOLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSIOTLZ,X,X,X,O,X,O,X,X,O,O,X,X,X
JSIOTZL,X,X,X,O,X,O,X,X,X,O,X,X,X
JSIOLTZ,X,X,X,O,X,X,X,X,O,O,X,X,X
JSIOLZT,X,X,O,O,X,X,X,X,O,X,X,X,X
JSIOZTL,X,X,O,O,X,X,X,X,X,O,X,X,X
JSIOZLT,X,X,O,O,X,X,X,X,X,X,X,X,X
JSLTIZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JSLTIOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JSLTZIO,X,X,O,O,O,X,X,X,O,X,X,O,X
JSLTZOI,X,X,O,O,O,X,X,X,O,X,X,O,X
JSLTOIZ,O,X,O,O,O,X,X,X,O,X,O,X,O
JSLTOZI,X,X,O,O,O,X,X,X,O,X,O,X,O
JSLITZO,X,X,O,O,O,X,X,X,O,X,X,X,X
JSLITOZ,O,X,X,O,O,X,X,X,O,X,X,X,X
JSLIZTO,O,X,O,O,X,X,X,X,O,X,X,O,X
JSLIZOT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSLIOTZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JSLIOZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSLZTIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JSLZTOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JSLZITO,O,X,O,O,X,X,O,O,O,X,X,O,X
JSLZIOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JSLZOTI,O,X,X,O,X,X,X,X,X,X,X,O,X
JSLZOIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSLOTIZ,O,X,X,O,X,X,X,X,O,O,X,X,O
JSLOTZI,X,X,X,O,X,X,X,X,O,O,X,X,O
JSLOITZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JSLOIZT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSLOZTI,X,X,X,O,X,X,X,X,X,X,X,O,X
JSLOZIT,O,X,O,O,X,X,X,X,O,X,X,X,X
JSZTILO,O,O,O,O,X,X,O,O,O,X,X,X,X
JSZTIOL,O,O,O,X,X,X,O,X,X,X,X,X,X
JSZTLIO,O,O,O,X,X,X,O,O,O,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X,O,X,X,X,X
JSZTOIL,O,O,X,X,X,X,O,X,X,X,O,X,X
JSZTOLI,O,O,X,X,X,X,X,X,O,X,O,X,X
JSZITLO,O,X,O,O,X,X,O,O,O,X,X,X,X
JSZITOL,O,X,O,X,X,X,O,X,X,X,X,X,X
JSZILTO,O,X,O,O,X,X,O,O,O,X,X,X,X
JSZILOT,O,X,O,O,X,X,O,O,O,X,X,X,X
JSZIOTL,O,X,O,O,X,X,O,X,X,O,X,X,X
JSZIOLT,O,X,O,O,X,X,O,X,X,X,X,X,X
JSZLTIO,O,X,O,O,X,X,O,O,O,X,X,O,X
JSZLTOI,O,X,X,O,X,X,X,X,O,X,X,O,X
JSZLITO,O,X,O,O,X,X,O,O,O,X,X,O,X
JSZLIOT,O,O,O,O,X,X,O,O,O,X,X,X,X
JSZLOTI,O,O,X,O,X,X,X,X,X,X,X,O,X
JSZLOIT,O,O,O,O,X,X,X,X,O,X,X,X,X
JSZOTIL,O,O,X,O,X,X,O,X,X,O,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X,X,O,X,X,X
JSZOITL,O,O,O,O,X,X,O,X,X,O,X,X,X
JSZOILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JSZOLTI,O,O,X,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X,X,X,X,X
JSOTILZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JSOTIZL,X,O,X,O,X,X,X,X,X,O,O,X,X
JSOTLIZ,X,O,X,O,X,X,X,X,O,O,O,X,X
JSOTLZI,X,O,X,O,X,X,X,X,O,O,O,X,X
JSOTZIL,X,O,X,O,X,X,X,X,X,O,O,X,X
