sequence,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBOiB6jBcmBzi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBcmBmiBTi?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcBKiBzdB+jBcm?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXcB6jBFiB8nBTm?BOsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFXdBTeBamBWoB0h?BFsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFTeBFhB3mBCoBcn?BmrB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFmcBCeBFhBTjB3m?BcsB,v115@9gC8GeD8FeD8DeH8AeC8Jex6IvhFCeB/nBTjB0mBFm?BmrB
JTZILOS,O,O,O,X,X,X,O,X
JTZISLO,O,O,O,X,X,X,O,X
JTZISOL,O,O,O,X,X,X,O,X
JTZIOLS,O,O,O,X,X,X,O,X
JTZIOSL,O,O,O,X,X,X,O,X
JTZLISO,O,O,O,X,O,X,O,X
JTZLIOS,O,O,O,X,O,X,O,X
JTZLSIO,O,O,O,X,O,X,O,X
JTZLSOI,O,O,O,X,O,X,X,X
JTZLOIS,O,O,O,X,O,X,O,X
JTZLOSI,O,O,O,X,O,X,O,X
JTZSILO,O,O,O,X,X,X,O,X
JTZSIOL,O,O,O,X,X,X,O,X
JTZSLIO,O,O,O,X,O,X,O,X
JTZSLOI,O,O,O,X,O,X,X,X
JTZSOIL,O,O,O,X,X,X,O,X
JTZSOLI,O,O,O,X,O,X,O,X
JTZOILS,O,O,O,X,X,X,O,X
JTZOISL,O,O,O,X,X,X,O,X
JTZOLIS,O,O,O,X,O,X,O,X
JTZOLSI,O,O,O,X,O,X,O,X
JTZOSIL,O,O,O,X,X,X,O,X
JTZOSLI,O,O,O,X,O,X,O,X
JTOILSZ,O,X,O,X,O,X,O,X
JTOILZS,O,O,O,X,O,X,O,X
JTOISLZ,O,X,O,X,O,X,O,X
JTOISZL,O,X,O,X,X,X,O,X
JTOIZLS,O,O,O,X,X,X,O,X
JTOIZSL,O,O,O,X,X,X,O,X
JTOLISZ,O,X,O,X,O,X,O,X
JTOLIZS,O,O,O,X,O,X,O,X
JTOLSIZ,O,X,O,X,O,X,O,X
JTOLSZI,O,X,O,X,O,X,X,X
JTOLZIS,O,O,O,X,O,X,O,X
JTOLZSI,O,O,O,X,O,X,X,X
JTOSILZ,O,X,O,X,O,X,O,X
JTOSIZL,O,X,O,X,X,X,O,X
JTOSLIZ,O,X,O,X,O,X,O,X
JTOSLZI,O,X,O,X,O,X,X,X
JTOSZIL,O,X,O,X,X,X,O,X
JTOSZLI,O,X,O,X,O,X,O,X
JTOZILS,O,O,O,X,X,X,O,X
JTOZISL,O,O,O,X,X,X,O,X
JTOZLIS,O,O,O,X,O,X,O,X
JTOZLSI,O,O,O,X,O,X,O,X
JTOZSIL,O,O,O,X,X,X,O,X
JTOZSLI,O,O,O,X,O,X,O,X
JITLSZO,O,O,O,X,O,X,X,X
JITLSOZ,X,X,O,X,O,X,X,X
JITLZSO,O,O,O,X,O,X,O,X
JITLZOS,O,O,O,X,O,X,O,X
JITLOSZ,O,X,O,X,O,X,O,X
JITLOZS,O,O,O,X,O,X,O,X
JITSLZO,O,O,O,X,O,O,X,X
JITSLOZ,X,X,O,X,O,O,X,X
JITSZLO,O,O,O,X,X,X,O,X
JITSZOL,O,O,O,X,X,X,O,X
JITSOLZ,O,X,O,X,O,X,O,X
JITSOZL,O,X,O,X,X,X,O,X
JITZLSO,O,O,O,X,X,X,O,X
JITZLOS,O,O,O,X,X,X,O,X
JITZSLO,O,O,O,X,X,X,O,X
JITZSOL,O,O,O,X,X,X,O,X
JITZOLS,O,O,O,X,X,X,O,X
JITZOSL,O,O,O,X,X,X,O,X
JITOLSZ,O,X,O,X,O,X,O,X
JITOLZS,O,O,O,X,O,X,O,X
JITOSLZ,O,X,O,X,O,X,O,X
JITOSZL,O,X,O,X,X,X,O,X
JITOZLS,O,O,O,X,X,X,O,X
JITOZSL,O,O,O,X,X,X,O,X
JILTSZO,O,O,O,X,O,X,X,X
JILTSOZ,X,X,O,X,O,X,X,X
JILTZSO,O,O,O,X,O,X,X,X
JILTZOS,O,O,O,X,O,X,X,X
JILTOSZ,O,X,O,X,O,X,X,X
JILTOZS,O,O,O,X,O,X,X,X
JILSTZO,X,O,X,X,O,O,X,X
JILSTOZ,X,X,X,X,O,O,X,X
JILSZTO,O,O,O,X,X,X,X,X
JILSZOT,O,O,X,X,O,X,X,X
JILSOTZ,X,X,X,X,O,O,X,X
JILSOZT,X,X,X,O,O,X,X,X
JILZTSO,O,O,O,X,O,X,X,X
JILZTOS,O,O,O,X,O,X,X,X
JILZSTO,O,O,O,X,X,X,X,X
JILZSOT,O,O,X,X,O,X,X,X
JILZOTS,O,X,X,O,O,X,X,X
JILZOST,O,O,X,O,O,X,X,X
JILOTSZ,O,X,O,X,O,X,X,X
JILOTZS,O,O,O,X,O,X,X,X
JILOSTZ,O,X,X,X,O,O,X,X
JILOSZT,O,X,X,O,O,X,X,X
JILOZTS,O,X,X,O,O,X,X,X
JILOZST,O,O,X,O,O,X,X,X
JISTLZO,X,O,O,X,X,O,X,X
JISTLOZ,X,X,O,X,X,O,X,X
JISTZLO,X,O,O,X,X,X,O,X
JISTZOL,X,O,O,X,X,X,O,X
JISTOLZ,X,X,O,X,X,X,X,X
JISTOZL,X,X,O,X,X,X,O,X
JISLTZO,X,O,X,X,O,O,X,X
JISLTOZ,X,X,X,X,O,O,X,X
JISLZTO,O,O,O,X,X,X,X,X
JISLZOT,O,O,X,X,O,X,X,X
JISLOTZ,X,X,X,X,O,O,X,X
JISLOZT,X,X,X,O,O,X,X,X
JISZTLO,O,O,O,X,X,X,X,X
JISZTOL,O,O,O,X,X,X,X,X
JISZLTO,O,O,O,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X
JISZOTL,O,X,O,X,X,X,X,O
JISZOLT,O,O,X,X,X,X,X,O
JISOTLZ,X,X,O,X,X,X,X,X
JISOTZL,X,X,O,X,X,X,O,X
JISOLTZ,X,X,X,X,O,X,X,X
JISOLZT,X,X,X,O,O,X,X,O
JISOZTL,X,X,O,O,X,X,X,O
JISOZLT,X,X,X,O,X,X,X,O
JIZTLSO,O,O,O,X,X,X,O,X
JIZTLOS,O,O,O,X,X,X,O,X
JIZTSLO,O,O,O,X,X,X,O,X
JIZTSOL,O,O,O,X,X,X,O,X
JIZTOLS,O,O,O,X,X,X,O,X
JIZTOSL,O,O,O,X,X,X,O,X
JIZLTSO,O,O,O,X,O,X,O,X
JIZLTOS,O,O,O,X,O,X,O,X
JIZLSTO,O,O,O,X,X,X,O,X
JIZLSOT,O,O,X,X,O,X,O,X
JIZLOTS,O,X,X,O,O,X,X,X
JIZLOST,O,O,X,O,O,X,X,X
JIZSTLO,O,O,O,X,X,X,O,X
JIZSTOL,O,O,O,X,X,X,O,X
JIZSLTO,O,O,O,X,X,X,O,X
JIZSLOT,O,O,X,X,X,X,O,X
JIZSOTL,O,X,O,X,X,X,O,O
JIZSOLT,O,O,X,X,X,X,O,O
JIZOTLS,O,X,O,O,X,X,O,X
JIZOTSL,O,X,O,O,X,X,O,X
JIZOLTS,O,X,X,O,O,X,O,X
JIZOLST,O,O,X,O,O,X,O,X
JIZOSTL,O,X,O,O,X,X,O,O
JIZOSLT,O,O,X,O,X,X,O,O
JIOTLSZ,O,X,O,X,O,X,O,X
JIOTLZS,O,O,O,X,O,X,O,X
JIOTSLZ,O,X,O,X,O,X,O,X
JIOTSZL,O,X,O,X,X,X,O,X
JIOTZLS,O,O,O,X,X,X,O,X
JIOTZSL,O,O,O,X,X,X,O,X
JIOLTSZ,O,X,O,X,O,X,O,X
JIOLTZS,O,O,O,X,O,X,O,X
JIOLSTZ,O,X,X,X,O,X,X,X
JIOLSZT,O,X,X,O,O,X,X,O
JIOLZTS,O,X,X,O,O,X,O,X
JIOLZST,O,O,X,O,O,X,O,X
JIOSTLZ,O,X,O,X,X,X,X,X
JIOSTZL,O,X,O,X,X,X,O,X
JIOSLTZ,O,X,X,X,O,X,X,X
JIOSLZT,O,X,X,O,O,X,X,O
JIOSZTL,O,X,O,O,X,X,X,O
JIOSZLT,O,X,X,O,X,X,X,O
JIOZTLS,O,X,O,O,X,X,O,X
JIOZTSL,O,X,O,O,X,X,O,X
JIOZLTS,O,X,X,O,O,X,O,X
JIOZLST,O,O,X,O,O,X,O,X
JIOZSTL,O,X,O,O,X,X,O,O
JIOZSLT,O,O,X,O,X,X,O,O
JLTISZO,O,O,O,X,O,X,X,X
JLTISOZ,X,X,O,X,O,X,X,X
JLTIZSO,O,O,O,X,O,X,X,X
JLTIZOS,O,O,O,X,O,X,X,X
JLTIOSZ,O,X,O,X,O,X,X,X
JLTIOZS,O,O,O,X,O,X,X,X
JLTSIZO,O,O,O,X,O,X,X,X
JLTSIOZ,X,X,O,X,O,X,X,X
JLTSZIO,O,O,O,X,O,X,X,X
JLTSZOI,O,O,O,X,O,X,X,X
JLTSOIZ,X,X,O,X,O,X,X,X
JLTSOZI,X,X,O,X,O,X,X,X
JLTZISO,O,O,O,X,O,X,X,X
JLTZIOS,O,O,O,X,O,X,X,X
JLTZSIO,O,O,O,X,O,X,X,X
JLTZSOI,O,O,O,X,O,X,X,X
JLTZOIS,O,O,O,X,O,X,X,X
JLTZOSI,O,O,O,X,O,X,X,X
JLTOISZ,O,X,O,X,O,X,X,X
JLTOIZS,O,O,O,X,O,X,X,X
JLTOSIZ,O,X,O,X,O,X,X,X
JLTOSZI,O,X,O,X,O,X,X,X
JLTOZIS,O,O,O,X,O,X,X,X
JLTOZSI,O,O,O,X,O,X,X,X
JLITSZO,O,O,O,X,O,X,X,X
JLITSOZ,X,X,O,X,O,X,X,X
JLITZSO,O,O,O,X,O,X,X,X
JLITZOS,O,O,O,X,O,X,X,X
JLITOSZ,O,X,O,X,O,X,X,X
JLITOZS,O,O,O,X,O,X,X,X
JLISTZO,X,O,X,X,O,O,X,X
JLISTOZ,X,X,X,X,O,O,X,X
JLISZTO,O,O,O,X,X,X,X,X
JLISZOT,O,O,X,X,O,X,X,X
JLISOTZ,X,X,X,X,O,O,X,X
JLISOZT,X,X,X,O,O,X,X,X
JLIZTSO,O,O,O,X,O,X,X,X
JLIZTOS,O,O,O,X,O,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X
JLIZSOT,O,O,X,X,O,X,X,X
JLIZOTS,O,X,X,O,O,X,X,X
JLIZOST,O,O,X,O,O,X,X,X
JLIOTSZ,O,X,O,X,O,X,X,X
JLIOTZS,O,O,O,X,O,X,X,X
JLIOSTZ,O,X,X,X,O,O,X,X
JLIOSZT,O,X,X,O,O,X,X,X
JLIOZTS,O,X,X,O,O,X,X,X
JLIOZST,O,O,X,O,O,X,X,X
JLSTIZO,X,O,X,X,O,O,X,X
JLSTIOZ,X,X,X,X,O,O,X,X
JLSTZIO,X,O,X,X,O,O,X,X
JLSTZOI,X,O,X,X,O,O,X,X
JLSTOIZ,X,X,X,X,O,O,X,X
JLSTOZI,X,X,X,X,O,O,X,X
JLSITZO,X,O,X,X,O,O,X,X
JLSITOZ,X,X,X,X,O,O,X,X
JLSIZTO,O,O,O,X,X,X,X,X
JLSIZOT,O,O,X,X,O,X,X,X
JLSIOTZ,X,X,X,X,O,O,X,X
JLSIOZT,X,X,X,O,O,X,X,X
JLSZTIO,O,O,O,X,X,X,X,X
JLSZTOI,O,O,O,X,X,X,X,X
JLSZITO,O,O,O,X,X,X,X,X
JLSZIOT,O,O,X,X,O,X,X,X
JLSZOTI,O,O,X,X,O,X,X,X
JLSZOIT,O,O,X,X,O,X,X,X
JLSOTIZ,X,X,X,X,O,O,X,X
JLSOTZI,X,X,X,X,O,O,X,X
JLSOITZ,X,X,X,X,O,O,X,X
JLSOIZT,X,X,X,O,O,X,X,X
JLSOZTI,X,X,X,O,O,X,X,X
JLSOZIT,X,X,X,O,O,X,X,X
JLZTISO,O,O,O,X,O,X,X,X
JLZTIOS,O,O,O,X,O,X,X,X
JLZTSIO,O,O,O,X,O,X,X,X
JLZTSOI,O,O,O,X,O,X,X,X
JLZTOIS,O,O,O,X,O,X,X,X
JLZTOSI,O,O,O,X,O,X,X,X
JLZITSO,O,O,O,X,O,X,X,X
JLZITOS,O,O,O,X,O,X,X,X
JLZISTO,O,O,O,X,X,X,X,X
JLZISOT,O,O,X,X,O,X,X,X
JLZIOTS,O,X,X,O,O,X,X,X
JLZIOST,O,O,X,O,O,X,X,X
JLZSTIO,O,O,O,X,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X,X
JLZSITO,O,O,O,X,X,X,X,X
JLZSIOT,O,O,X,X,O,X,X,X
JLZSOTI,O,O,X,X,O,X,X,X
JLZSOIT,O,O,X,X,O,X,X,X
JLZOTIS,O,X,X,O,O,X,X,X
JLZOTSI,O,X,X,O,O,X,X,X
JLZOITS,O,X,X,O,O,X,X,X
JLZOIST,O,O,X,O,O,X,X,X
JLZOSTI,O,O,X,O,O,X,X,X
JLZOSIT,O,O,X,O,O,X,X,X
JLOTISZ,O,X,O,X,O,X,X,X
JLOTIZS,O,O,O,X,O,X,X,X
JLOTSIZ,O,X,O,X,O,X,X,X
JLOTSZI,O,X,O,X,O,X,X,X
JLOTZIS,O,O,O,X,O,X,X,X
JLOTZSI,O,O,O,X,O,X,X,X
JLOITSZ,O,X,O,X,O,X,X,X
JLOITZS,O,O,O,X,O,X,X,X
JLOISTZ,O,X,X,X,O,O,X,X
JLOISZT,O,X,X,O,O,X,X,X
JLOIZTS,O,X,X,O,O,X,X,X
JLOIZST,O,O,X,O,O,X,X,X
JLOSTIZ,O,X,X,X,O,O,X,X
JLOSTZI,O,X,X,X,O,O,X,X
JLOSITZ,O,X,X,X,O,O,X,X
JLOSIZT,O,X,X,O,O,X,X,X
JLOSZTI,O,X,X,O,O,X,X,X
JLOSZIT,O,X,X,O,O,X,X,X
JLOZTIS,O,X,X,O,O,X,X,X
JLOZTSI,O,X,X,O,O,X,X,X
JLOZITS,O,X,X,O,O,X,X,X
JLOZIST,O,O,X,O,O,X,X,X
JLOZSTI,O,O,X,O,O,X,X,X
JLOZSIT,O,O,X,O,O,X,X,X
JSTILZO,X,O,O,X,O,O,X,X
JSTILOZ,X,X,O,X,O,O,X,X
JSTIZLO,X,O,O,X,X,X,O,X
JSTIZOL,X,O,O,X,X,X,O,X
JSTIOLZ,X,X,O,X,O,X,X,X
JSTIOZL,X,X,O,X,X,X,O,X
JSTLIZO,X,O,O,X,O,O,X,X
JSTLIOZ,X,X,O,X,O,O,X,X
JSTLZIO,X,O,O,X,O,O,X,X
JSTLZOI,X,O,O,X,O,O,X,X
JSTLOIZ,X,X,O,X,O,O,X,X
JSTLOZI,X,X,O,X,O,O,X,X
JSTZILO,X,O,O,X,X,X,O,X
JSTZIOL,X,O,O,X,X,X,O,X
JSTZLIO,X,O,O,X,O,X,O,X
JSTZLOI,X,O,O,X,O,X,O,X
JSTZOIL,X,O,O,X,X,X,O,X
JSTZOLI,X,O,O,X,O,X,O,X
JSTOILZ,X,X,O,X,O,X,X,X
JSTOIZL,X,X,O,X,X,X,O,X
JSTOLIZ,X,X,O,X,O,X,X,X
JSTOLZI,X,X,O,X,O,X,X,X
JSTOZIL,X,X,O,X,X,X,O,X
JSTOZLI,X,X,O,X,O,X,O,X
JSITLZO,X,O,O,X,X,O,X,X
JSITLOZ,X,X,O,X,X,O,X,X
JSITZLO,X,O,O,X,X,X,O,X
JSITZOL,X,O,O,X,X,X,O,X
JSITOLZ,X,X,O,X,X,X,X,X
JSITOZL,X,X,O,X,X,X,O,X
JSILTZO,X,O,X,X,O,O,X,X
JSILTOZ,X,X,X,X,O,O,X,X
JSILZTO,O,O,O,X,X,X,X,X
JSILZOT,O,O,X,X,O,X,X,X
JSILOTZ,X,X,X,X,O,O,X,X
JSILOZT,X,X,X,O,O,X,X,X
JSIZTLO,O,O,O,X,X,X,X,X
JSIZTOL,O,O,O,X,X,X,X,X
JSIZLTO,O,O,O,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,X,X
JSIZOTL,O,X,O,X,X,X,X,O
JSIZOLT,O,O,X,X,X,X,X,O
JSIOTLZ,X,X,O,X,X,X,X,X
JSIOTZL,X,X,O,X,X,X,O,X
JSIOLTZ,X,X,X,X,O,X,X,X
JSIOLZT,X,X,X,O,O,X,X,O
JSIOZTL,X,X,O,O,X,X,X,O
JSIOZLT,X,X,X,O,X,X,X,O
JSLTIZO,X,O,X,X,O,O,X,X
JSLTIOZ,X,X,X,X,O,O,X,X
JSLTZIO,X,O,X,X,O,O,X,X
JSLTZOI,X,O,X,X,O,O,X,X
JSLTOIZ,X,X,X,X,O,O,X,X
JSLTOZI,X,X,X,X,O,O,X,X
JSLITZO,X,O,X,X,O,O,X,X
JSLITOZ,X,X,X,X,O,O,X,X
JSLIZTO,O,O,O,X,X,X,X,X
JSLIZOT,O,O,X,X,O,X,X,X
JSLIOTZ,X,X,X,X,O,O,X,X
JSLIOZT,X,X,X,O,O,X,X,X
JSLZTIO,O,O,O,X,X,X,X,X
JSLZTOI,O,O,O,X,X,X,X,X
JSLZITO,O,O,O,X,X,X,X,X
JSLZIOT,O,O,X,X,O,X,X,X
JSLZOTI,O,O,X,X,O,X,X,X
JSLZOIT,O,O,X,X,O,X,X,X
JSLOTIZ,X,X,X,X,O,O,X,X
JSLOTZI,X,X,X,X,O,O,X,X
JSLOITZ,X,X,X,X,O,O,X,X
JSLOIZT,X,X,X,O,O,X,X,X
JSLOZTI,X,X,X,O,O,X,X,X
JSLOZIT,X,X,X,O,O,X,X,X
JSZTILO,O,O,O,X,X,X,X,X
JSZTIOL,O,O,O,X,X,X,X,X
JSZTLIO,O,O,O,X,X,X,X,X
JSZTLOI,O,O,O,X,X,X,X,X
JSZTOIL,O,O,O,X,X,X,X,X
JSZTOLI,O,O,O,X,X,X,X,X
JSZITLO,O,O,O,X,X,X,X,X
JSZITOL,O,O,O,X,X,X,X,X
JSZILTO,O,O,O,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,X
JSZIOTL,O,X,O,X,X,X,X,O
JSZIOLT,O,O,X,X,X,X,X,O
JSZLTIO,O,O,O,X,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X,X
JSZLITO,O,O,O,X,X,X,X,X
JSZLIOT,O,O,X,X,O,X,X,X
JSZLOTI,O,O,X,X,O,X,X,X
JSZLOIT,O,O,X,X,O,X,X,X
JSZOTIL,O,X,O,X,X,X,X,O
JSZOTLI,O,X,O,X,X,X,X,O
JSZOITL,O,X,O,X,X,X,X,O
JSZOILT,O,O,X,X,X,X,X,O
JSZOLTI,O,O,X,X,O,X,X,O
JSZOLIT,O,O,X,X,O,X,X,O
JSOTILZ,X,X,O,X,O,X,X,X
JSOTIZL,X,X,O,X,X,X,O,X
JSOTLIZ,X,X,O,X,O,X,X,X
JSOTLZI,X,X,O,X,O,X,X,X
JSOTZIL,X,X,O,X,X,X,O,X
JSOTZLI,X,X,O,X,O,X,O,X
JSOITLZ,X,X,O,X,X,X,X,X
JSOITZL,X,X,O,X,X,X,O,X
JSOILTZ,X,X,X,X,O,X,X,X
JSOILZT,X,X,X,O,O,X,X,O
JSOIZTL,X,X,O,O,X,X,X,O
JSOIZLT,X,X,X,O,X,X,X,O
JSOLTIZ,X,X,X,X,O,X,X,X
JSOLTZI,X,X,X,X,O,X,X,X
JSOLITZ,X,X,X,X,O,X,X,X
JSOLIZT,X,X,X,O,O,X,X,O
JSOLZTI,X,X,X,O,O,X,X,O
JSOLZIT,X,X,X,O,O,X,X,O
JSOZTIL,X,X,O,O,X,X,X,O
JSOZTLI,X,X,O,O,X,X,X,O
JSOZITL,X,X,O,O,X,X,X,O
JSOZILT,X,X,X,O,X,X,X,O
JSOZLTI,X,X,X,O,O,X,X,O
JSOZLIT,X,X,X,O,O,X,X,O
JZTILSO,O,O,O,X,X,X,O,X
JZTILOS,O,O,O,X,X,X,O,X
JZTISLO,O,O,O,X,X,X,O,X
JZTISOL,O,O,O,X,X,X,O,X
JZTIOLS,O,O,O,X,X,X,O,X
JZTIOSL,O,O,O,X,X,X,O,X
JZTLISO,O,O,O,X,O,X,O,X
JZTLIOS,O,O,O,X,O,X,O,X
JZTLSIO,O,O,O,X,O,X,O,X
JZTLSOI,O,O,O,X,O,X,X,X
JZTLOIS,O,O,O,X,O,X,O,X
JZTLOSI,O,O,O,X,O,X,O,X
JZTSILO,O,O,O,X,X,X,O,X
JZTSIOL,O,O,O,X,X,X,O,X
JZTSLIO,O,O,O,X,O,X,O,X
JZTSLOI,O,O,O,X,O,X,X,X
JZTSOIL,O,O,O,X,X,X,O,X
JZTSOLI,O,O,O,X,O,X,O,X
JZTOILS,O,O,O,X,X,X,O,X
JZTOISL,O,O,O,X,X,X,O,X
JZTOLIS,O,O,O,X,O,X,O,X
JZTOLSI,O,O,O,X,O,X,O,X
JZTOSIL,O,O,O,X,X,X,O,X
JZTOSLI,O,O,O,X,O,X,O,X
JZITLSO,O,O,O,X,X,X,O,X
JZITLOS,O,O,O,X,X,X,O,X
JZITSLO,O,O,O,X,X,X,O,X
JZITSOL,O,O,O,X,X,X,O,X
JZITOLS,O,O,O,X,X,X,O,X
JZITOSL,O,O,O,X,X,X,O,X
JZILTSO,O,O,O,X,O,X,O,X
JZILTOS,O,O,O,X,O,X,O,X
JZILSTO,O,O,O,X,X,X,O,X
JZILSOT,O,O,X,X,O,X,O,X
JZILOTS,O,X,X,O,O,X,X,X
JZILOST,O,O,X,O,O,X,X,X
JZISTLO,O,O,O,X,X,X,O,X
JZISTOL,O,O,O,X,X,X,O,X
JZISLTO,O,O,O,X,X,X,O,X
JZISLOT,O,O,X,X,X,X,O,X
JZISOTL,O,X,O,X,X,X,O,O
JZISOLT,O,O,X,X,X,X,O,O
JZIOTLS,O,X,O,O,X,X,O,X
JZIOTSL,O,X,O,O,X,X,O,X
JZIOLTS,O,X,X,O,O,X,O,X
JZIOLST,O,O,X,O,O,X,O,X
JZIOSTL,O,X,O,O,X,X,O,O
JZIOSLT,O,O,X,O,X,X,O,O
JZLTISO,O,O,O,X,O,X,O,X
JZLTIOS,O,O,O,X,O,X,O,X
JZLTSIO,O,O,O,X,O,X,O,X
JZLTSOI,O,O,O,X,O,X,X,X
JZLTOIS,O,O,O,X,O,X,O,X
JZLTOSI,O,O,O,X,O,X,X,X
JZLITSO,O,O,O,X,O,X,O,X
JZLITOS,O,O,O,X,O,X,O,X
JZLISTO,O,O,O,X,X,X,O,X
JZLISOT,O,O,X,X,O,X,O,X
JZLIOTS,O,X,X,O,O,X,X,X
JZLIOST,O,O,X,O,O,X,X,X
JZLSTIO,O,O,O,X,X,X,O,X
JZLSTOI,O,O,O,X,X,X,O,X
JZLSITO,O,O,O,X,X,X,O,X
JZLSIOT,O,O,X,X,O,X,O,X
JZLSOTI,O,O,X,X,O,X,X,X
JZLSOIT,O,O,X,X,O,X,O,X
JZLOTIS,O,X,X,O,O,X,X,X
JZLOTSI,O,X,X,O,O,X,X,X
JZLOITS,O,X,X,O,O,X,X,X
JZLOIST,O,O,X,O,O,X,X,X
JZLOSTI,O,O,X,O,O,X,X,X
JZLOSIT,O,O,X,O,O,X,X,X
JZSTILO,O,O,O,X,X,X,O,X
JZSTIOL,O,O,O,X,X,X,O,X
JZSTLIO,O,O,O,X,X,X,O,X
JZSTLOI,O,O,O,X,X,X,O,X
JZSTOIL,O,O,O,X,X,X,O,X
JZSTOLI,O,O,O,X,X,X,O,X
JZSITLO,O,O,O,X,X,X,O,X
JZSITOL,O,O,O,X,X,X,O,X
JZSILTO,O,O,O,X,X,X,O,X
JZSILOT,O,O,X,X,X,X,O,X
JZSIOTL,O,X,O,X,X,X,O,O
JZSIOLT,O,O,X,X,X,X,O,O
JZSLTIO,O,O,O,X,X,X,O,X
JZSLTOI,O,O,O,X,X,X,O,X
JZSLITO,O,O,O,X,X,X,O,X
JZSLIOT,O,O,X,X,O,X,O,X
JZSLOTI,O,O,X,X,O,X,O,X
JZSLOIT,O,O,X,X,O,X,O,X
JZSOTIL,O,X,O,X,X,X,O,O
JZSOTLI,O,X,O,X,X,X,O,O
JZSOITL,O,X,O,X,X,X,O,O
JZSOILT,O,O,X,X,X,X,O,O
JZSOLTI,O,O,X,X,O,X,O,O
JZSOLIT,O,O,X,X,O,X,O,O
JZOTILS,O,X,O,O,X,X,O,X
JZOTISL,O,X,O,O,X,X,O,X
JZOTLIS,O,X,O,O,O,X,O,X
JZOTLSI,O,X,O,O,O,X,O,X
JZOTSIL,O,X,O,O,X,X,O,X
JZOTSLI,O,X,O,O,O,X,O,X
JZOITLS,O,X,O,O,X,X,O,X
JZOITSL,O,X,O,O,X,X,O,X
JZOILTS,O,X,X,O,O,X,O,X
JZOILST,O,O,X,O,O,X,O,X
JZOISTL,O,X,O,O,X,X,O,O
JZOISLT,O,O,X,O,X,X,O,O
JZOLTIS,O,X,X,O,O,X,O,X
JZOLTSI,O,X,X,O,O,X,O,X
JZOLITS,O,X,X,O,O,X,O,X
JZOLIST,O,O,X,O,O,X,O,X
JZOLSTI,O,O,X,O,O,X,O,X
JZOLSIT,O,O,X,O,O,X,O,X
JZOSTIL,O,X,O,O,X,X,O,O
JZOSTLI,O,X,O,O,X,X,O,O
JZOSITL,O,X,O,O,X,X,O,O
JZOSILT,O,O,X,O,X,X,O,O
JZOSLTI,O,O,X,O,O,X,O,O
JZOSLIT,O,O,X,O,O,X,O,O
JOTILSZ,O,X,O,X,O,X,O,X
JOTILZS,O,O,O,X,O,X,O,X
JOTISLZ,O,X,O,X,O,X,O,X
JOTISZL,O,X,O,X,X,X,O,X
JOTIZLS,O,O,O,X,X,X,O,X
JOTIZSL,O,O,O,X,X,X,O,X
JOTLISZ,O,X,O,X,O,X,O,X
JOTLIZS,O,O,O,X,O,X,O,X
JOTLSIZ,O,X,O,X,O,X,O,X
JOTLSZI,O,X,O,X,O,X,X,X
JOTLZIS,O,O,O,X,O,X,O,X
JOTLZSI,O,O,O,X,O,X,X,X
JOTSILZ,O,X,O,X,O,X,O,X
JOTSIZL,O,X,O,X,X,X,O,X
JOTSLIZ,O,X,O,X,O,X,O,X
JOTSLZI,O,X,O,X,O,X,X,X
JOTSZIL,O,X,O,X,X,X,O,X
JOTSZLI,O,X,O,X,O,X,O,X
JOTZILS,O,O,O,X,X,X,O,X
JOTZISL,O,O,O,X,X,X,O,X
JOTZLIS,O,O,O,X,O,X,O,X
JOTZLSI,O,O,O,X,O,X,O,X
JOTZSIL,O,O,O,X,X,X,O,X
JOTZSLI,O,O,O,X,O,X,O,X
JOITLSZ,O,X,O,X,O,X,O,X
JOITLZS,O,O,O,X,O,X,O,X
JOITSLZ,O,X,O,X,O,X,O,X
JOITSZL,O,X,O,X,X,X,O,X
JOITZLS,O,O,O,X,X,X,O,X
JOITZSL,O,O,O,X,X,X,O,X
JOILTSZ,O,X,O,X,O,X,O,X
JOILTZS,O,O,O,X,O,X,O,X
JOILSTZ,O,X,X,X,O,X,X,X
JOILSZT,O,X,X,O,O,X,X,O
JOILZTS,O,X,X,O,O,X,O,X
JOILZST,O,O,X,O,O,X,O,X
JOISTLZ,O,X,O,X,X,X,X,X
JOISTZL,O,X,O,X,X,X,O,X
JOISLTZ,O,X,X,X,O,X,X,X
JOISLZT,O,X,X,O,O,X,X,O
JOISZTL,O,X,O,O,X,X,X,O
JOISZLT,O,X,X,O,X,X,X,O
JOIZTLS,O,X,O,O,X,X,O,X
JOIZTSL,O,X,O,O,X,X,O,X
JOIZLTS,O,X,X,O,O,X,O,X
JOIZLST,O,O,X,O,O,X,O,X
