sequence,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8Jez6IvhFGc?BxdB0iB6oBllB3qB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8Jez6IvhFSh?BmdB5jB0iBllB3qB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8JeG7IvhFTc?B/iBajB5jBllBUqB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8JefAJvhFlb?BchBidB5jBziB+qB,v115@zgA8IeA8IeB8CeB8CeC8AeE8AeB8BeF8JeR7IvhFch?BTdBFgB6oBXjB+qB
STZOILJ,X,O,O,X,X
STZOIJL,O,O,O,X,X
STZOLIJ,O,O,O,X,X
STZOLJI,O,O,O,X,X
STZOJIL,O,O,O,X,X
STZOJLI,O,O,O,X,X
STOILJZ,X,X,O,O,X
STOILZJ,X,O,O,X,X
STOIJLZ,X,X,O,O,X
STOIJZL,X,X,O,O,X
STOIZLJ,X,O,O,X,X
STOIZJL,X,O,O,X,X
STOLIJZ,O,X,O,O,X
STOLIZJ,X,O,O,X,X
STOLJIZ,O,X,O,O,X
STOLJZI,O,X,O,O,X
STOLZIJ,O,O,O,X,X
STOLZJI,O,O,O,X,X
STOJILZ,X,X,O,O,X
STOJIZL,X,X,O,O,X
STOJLIZ,O,X,O,O,X
STOJLZI,O,X,O,O,X
STOJZIL,O,X,O,O,X
STOJZLI,O,X,O,O,X
STOZILJ,X,O,O,X,X
STOZIJL,O,O,O,X,X
STOZLIJ,O,O,O,X,X
STOZLJI,O,O,O,X,X
STOZJIL,O,O,O,X,X
STOZJLI,O,O,O,X,X
SITLJZO,X,X,O,O,X
SITLJOZ,X,X,O,X,X
SITLZJO,X,O,O,X,X
SITLZOJ,X,O,O,X,X
SITLOJZ,X,X,O,X,X
SITLOZJ,X,O,O,X,X
SITJLZO,X,X,O,O,X
SITJLOZ,X,X,O,X,X
SITJZLO,X,X,O,O,X
SITJZOL,X,X,O,O,X
SITJOLZ,X,X,O,O,X
SITJOZL,X,X,O,O,X
SITZLJO,X,O,O,X,X
SITZLOJ,X,O,O,X,X
SITZJLO,X,O,O,X,X
SITZJOL,X,O,O,X,X
SITZOLJ,X,O,O,X,X
SITZOJL,X,O,O,X,X
SITOLJZ,X,X,O,O,X
SITOLZJ,X,O,O,X,X
SITOJLZ,X,X,O,O,X
SITOJZL,X,X,O,O,X
SITOZLJ,X,O,O,X,X
SITOZJL,X,O,O,X,X
SILTJZO,X,X,O,O,X
SILTJOZ,X,X,O,X,X
SILTZJO,X,X,O,X,X
SILTZOJ,X,X,O,X,X
SILTOJZ,X,X,O,X,X
SILTOZJ,X,X,O,X,X
SILJTZO,X,X,O,O,X
SILJTOZ,X,X,O,X,X
SILJZTO,X,X,X,O,X
SILJZOT,X,X,X,O,X
SILJOTZ,X,X,O,O,X
SILJOZT,X,X,X,O,X
SILZTJO,X,X,O,X,X
SILZTOJ,X,X,O,X,X
SILZJTO,X,X,X,O,X
SILZJOT,X,O,X,O,X
SILZOTJ,X,X,O,X,X
SILZOJT,X,O,X,X,X
SILOTJZ,X,X,O,O,X
SILOTZJ,X,X,O,X,X
SILOJTZ,X,X,O,O,X
SILOJZT,X,X,X,O,X
SILOZTJ,X,X,O,X,X
SILOZJT,X,O,X,O,X
SIJTLZO,X,X,O,O,X
SIJTLOZ,X,X,O,X,X
SIJTZLO,X,X,O,O,X
SIJTZOL,X,X,O,O,X
SIJTOLZ,X,X,O,O,X
SIJTOZL,X,X,O,O,X
SIJLTZO,X,X,O,O,X
SIJLTOZ,X,X,O,X,X
SIJLZTO,X,X,X,O,X
SIJLZOT,X,X,X,O,X
SIJLOTZ,X,X,O,O,X
SIJLOZT,X,X,X,O,X
SIJZTLO,X,X,X,O,X
SIJZTOL,X,X,X,O,X
SIJZLTO,X,X,X,O,X
SIJZLOT,X,X,X,O,X
SIJZOTL,X,X,X,O,X
SIJZOLT,X,X,X,O,X
SIJOTLZ,X,X,O,O,X
SIJOTZL,X,X,O,O,X
SIJOLTZ,X,X,O,O,X
SIJOLZT,X,X,X,O,X
SIJOZTL,X,X,X,O,X
SIJOZLT,X,X,X,O,X
SIZTLJO,X,O,O,X,X
SIZTLOJ,X,O,O,X,X
SIZTJLO,X,O,O,X,X
SIZTJOL,X,O,O,X,X
SIZTOLJ,X,O,O,X,X
SIZTOJL,X,O,O,X,X
SIZLTJO,X,X,O,X,X
SIZLTOJ,X,X,O,X,X
SIZLJTO,X,X,X,O,X
SIZLJOT,X,O,X,O,X
SIZLOTJ,X,X,O,X,X
SIZLOJT,X,O,X,X,X
SIZJTLO,X,O,X,O,X
SIZJTOL,X,O,X,O,X
SIZJLTO,X,X,X,O,X
SIZJLOT,X,O,X,O,X
SIZJOTL,X,O,X,O,X
SIZJOLT,X,O,X,O,X
SIZOTLJ,X,O,O,X,X
SIZOTJL,X,O,O,X,X
SIZOLTJ,X,X,O,X,X
SIZOLJT,X,O,X,O,X
SIZOJTL,X,O,X,O,X
SIZOJLT,X,O,X,O,X
SIOTLJZ,X,X,O,O,X
SIOTLZJ,X,O,O,X,X
SIOTJLZ,X,X,O,O,X
SIOTJZL,X,X,O,O,X
SIOTZLJ,X,O,O,X,X
SIOTZJL,X,O,O,X,X
SIOLTJZ,X,X,O,O,X
SIOLTZJ,X,X,O,X,X
SIOLJTZ,X,X,O,O,X
SIOLJZT,X,X,X,O,X
SIOLZTJ,X,X,O,X,X
SIOLZJT,X,O,X,O,X
SIOJTLZ,X,X,O,O,X
SIOJTZL,X,X,O,O,X
SIOJLTZ,X,X,O,O,X
SIOJLZT,X,X,X,O,X
SIOJZTL,X,X,X,O,X
SIOJZLT,X,X,X,O,X
SIOZTLJ,X,O,O,X,X
SIOZTJL,X,O,O,X,X
SIOZLTJ,X,X,O,X,X
SIOZLJT,X,O,X,O,X
SIOZJTL,X,O,X,O,X
SIOZJLT,X,O,X,O,X
SLTIJZO,X,X,O,O,X
SLTIJOZ,O,X,O,X,X
SLTIZJO,X,X,O,X,X
SLTIZOJ,X,X,O,X,X
SLTIOJZ,O,X,O,X,X
SLTIOZJ,X,X,O,X,X
SLTJIZO,X,X,O,O,X
SLTJIOZ,O,X,O,X,X
SLTJZIO,O,X,O,O,X
SLTJZOI,O,X,O,O,X
SLTJOIZ,O,X,O,X,X
SLTJOZI,O,X,O,X,X
SLTZIJO,O,X,O,X,X
SLTZIOJ,O,X,O,X,X
SLTZJIO,O,X,O,X,X
SLTZJOI,O,X,O,X,X
SLTZOIJ,O,X,O,X,X
SLTZOJI,O,X,O,X,X
SLTOIJZ,O,X,O,X,X
SLTOIZJ,X,X,O,X,X
SLTOJIZ,O,X,O,X,X
SLTOJZI,O,X,O,X,X
SLTOZIJ,O,X,O,X,X
SLTOZJI,O,X,O,X,X
SLITJZO,X,X,O,O,X
SLITJOZ,O,X,O,X,X
SLITZJO,X,X,O,X,X
SLITZOJ,X,X,O,X,X
SLITOJZ,O,X,O,X,X
SLITOZJ,X,X,O,X,X
SLIJTZO,X,X,O,O,X
SLIJTOZ,O,X,O,X,X
SLIJZTO,X,X,X,O,X
SLIJZOT,X,X,X,O,X
SLIJOTZ,O,X,O,O,X
SLIJOZT,O,X,X,O,X
SLIZTJO,X,X,O,X,X
SLIZTOJ,X,X,O,X,X
SLIZJTO,X,X,X,O,X
SLIZJOT,X,O,X,O,X
SLIZOTJ,X,X,O,X,X
SLIZOJT,X,O,X,X,X
SLIOTJZ,O,X,O,O,X
SLIOTZJ,X,X,O,X,X
SLIOJTZ,O,X,O,O,X
SLIOJZT,O,X,X,O,X
SLIOZTJ,X,X,O,X,X
SLIOZJT,X,O,X,O,X
SLJTIZO,X,X,O,O,X
SLJTIOZ,O,X,O,X,X
SLJTZIO,O,X,O,O,O
SLJTZOI,O,X,O,O,O
SLJTOIZ,O,X,O,X,X
SLJTOZI,O,X,O,X,O
SLJITZO,X,X,O,O,X
SLJITOZ,O,X,O,X,X
SLJIZTO,X,X,X,O,X
SLJIZOT,X,X,X,O,X
SLJIOTZ,O,X,O,O,X
SLJIOZT,O,X,X,O,X
SLJZTIO,O,X,X,O,O
SLJZTOI,O,X,X,O,O
SLJZITO,O,X,X,O,X
SLJZIOT,O,X,X,O,X
SLJZOTI,X,X,X,O,O
SLJZOIT,O,X,X,O,X
SLJOTIZ,X,X,O,O,X
SLJOTZI,X,X,O,O,O
SLJOITZ,O,X,O,O,X
SLJOIZT,O,X,X,O,X
SLJOZTI,X,X,X,O,O
SLJOZIT,O,X,X,O,X
SLZTIJO,O,X,O,X,X
SLZTIOJ,O,X,O,X,X
SLZTJIO,O,X,O,X,X
SLZTJOI,O,X,O,X,X
SLZTOIJ,O,X,O,X,X
SLZTOJI,O,X,O,X,X
SLZITJO,O,X,O,X,X
SLZITOJ,O,X,O,X,X
SLZIJTO,O,X,X,O,X
SLZIJOT,O,O,X,O,X
SLZIOTJ,O,X,O,X,X
SLZIOJT,O,O,X,X,X
SLZJTIO,O,X,X,O,X
SLZJTOI,O,X,X,O,X
SLZJITO,O,X,X,O,X
SLZJIOT,O,O,X,O,X
SLZJOTI,X,X,X,O,X
SLZJOIT,O,O,X,O,X
SLZOTIJ,O,X,O,X,X
SLZOTJI,O,X,O,X,X
SLZOITJ,O,X,O,X,X
SLZOIJT,O,O,X,X,X
SLZOJTI,X,X,X,X,X
SLZOJIT,O,O,X,X,X
SLOTIJZ,O,X,O,O,X
SLOTIZJ,X,X,O,X,X
SLOTJIZ,O,X,O,O,X
SLOTJZI,O,X,O,O,X
SLOTZIJ,O,X,O,X,X
SLOTZJI,O,X,O,X,X
SLOITJZ,O,X,O,O,X
SLOITZJ,X,X,O,X,X
SLOIJTZ,O,X,O,O,X
SLOIJZT,O,X,X,O,X
SLOIZTJ,X,X,O,X,X
SLOIZJT,X,O,X,O,X
SLOJTIZ,X,X,O,O,X
SLOJTZI,X,X,O,O,O
SLOJITZ,O,X,O,O,X
SLOJIZT,O,X,X,O,X
SLOJZTI,X,X,X,O,O
SLOJZIT,O,X,X,O,X
SLOZTIJ,O,X,O,X,X
SLOZTJI,O,X,O,X,X
SLOZITJ,O,X,O,X,X
SLOZIJT,O,O,X,O,X
SLOZJTI,X,X,X,O,X
SLOZJIT,O,O,X,O,X
SJTILZO,X,X,O,O,X
SJTILOZ,X,X,O,X,X
SJTIZLO,X,X,O,O,X
SJTIZOL,X,X,O,O,X
SJTIOLZ,X,X,O,O,X
SJTIOZL,X,X,O,O,X
SJTLIZO,X,X,O,O,X
SJTLIOZ,O,X,O,X,X
SJTLZIO,O,X,O,O,O
SJTLZOI,O,X,O,O,O
SJTLOIZ,O,X,O,X,X
SJTLOZI,O,X,O,X,O
SJTZILO,X,X,O,O,O
SJTZIOL,O,X,O,O,O
SJTZLIO,O,X,O,O,O
SJTZLOI,O,X,O,O,O
SJTZOIL,O,X,O,O,O
SJTZOLI,O,X,O,O,O
SJTOILZ,X,X,O,O,X
SJTOIZL,X,X,O,O,X
SJTOLIZ,O,X,O,O,X
SJTOLZI,O,X,O,O,O
SJTOZIL,O,X,O,O,O
SJTOZLI,O,X,O,O,O
SJITLZO,X,X,O,O,X
SJITLOZ,X,X,O,X,X
SJITZLO,X,X,O,O,X
SJITZOL,X,X,O,O,X
SJITOLZ,X,X,O,O,X
SJITOZL,X,X,O,O,X
SJILTZO,X,X,O,O,X
SJILTOZ,X,X,O,X,X
SJILZTO,X,X,X,O,X
SJILZOT,X,X,X,O,X
SJILOTZ,X,X,O,O,X
SJILOZT,X,X,X,O,X
SJIZTLO,X,X,X,O,X
SJIZTOL,X,X,X,O,X
SJIZLTO,X,X,X,O,X
SJIZLOT,X,X,X,O,X
SJIZOTL,X,X,X,O,X
SJIZOLT,X,X,X,O,X
SJIOTLZ,X,X,O,O,X
SJIOTZL,X,X,O,O,X
SJIOLTZ,X,X,O,O,X
SJIOLZT,X,X,X,O,X
SJIOZTL,X,X,X,O,X
SJIOZLT,X,X,X,O,X
SJLTIZO,X,X,O,O,X
SJLTIOZ,O,X,O,X,X
SJLTZIO,O,X,O,O,O
SJLTZOI,O,X,O,O,O
SJLTOIZ,O,X,O,X,X
SJLTOZI,O,X,O,X,O
SJLITZO,X,X,O,O,X
SJLITOZ,O,X,O,X,X
SJLIZTO,X,X,X,O,X
SJLIZOT,X,X,X,O,X
SJLIOTZ,O,X,O,O,X
SJLIOZT,O,X,X,O,X
SJLZTIO,O,X,X,O,O
SJLZTOI,O,X,X,O,O
SJLZITO,O,X,X,O,X
SJLZIOT,O,X,X,O,X
SJLZOTI,X,X,X,O,O
SJLZOIT,O,X,X,O,X
SJLOTIZ,X,X,O,O,X
SJLOTZI,X,X,O,O,O
SJLOITZ,O,X,O,O,X
SJLOIZT,O,X,X,O,X
SJLOZTI,X,X,X,O,O
SJLOZIT,O,X,X,O,X
SJZTILO,X,X,X,O,O
SJZTIOL,O,X,X,O,O
SJZTLIO,O,X,X,O,O
SJZTLOI,O,X,X,O,O
SJZTOIL,O,X,X,O,O
SJZTOLI,O,X,X,O,O
SJZITLO,X,X,X,O,X
SJZITOL,O,X,X,O,X
SJZILTO,X,X,X,O,X
SJZILOT,X,X,X,O,X
SJZIOTL,O,X,X,O,X
SJZIOLT,O,X,X,O,X
SJZLTIO,O,X,X,O,O
SJZLTOI,O,X,X,O,O
SJZLITO,O,X,X,O,X
SJZLIOT,O,X,X,O,X
SJZLOTI,X,X,X,O,O
SJZLOIT,O,X,X,O,X
SJZOTIL,X,X,X,O,O
SJZOTLI,X,X,X,O,O
SJZOITL,O,X,X,O,X
SJZOILT,O,X,X,O,X
SJZOLTI,X,X,X,O,O
SJZOLIT,O,X,X,O,X
SJOTILZ,X,X,O,O,X
SJOTIZL,X,X,O,O,X
SJOTLIZ,X,X,O,O,X
SJOTLZI,X,X,O,O,O
SJOTZIL,X,X,O,O,O
SJOTZLI,X,X,O,O,O
SJOITLZ,X,X,O,O,X
SJOITZL,X,X,O,O,X
SJOILTZ,X,X,O,O,X
SJOILZT,X,X,X,O,X
SJOIZTL,X,X,X,O,X
SJOIZLT,X,X,X,O,X
SJOLTIZ,X,X,O,O,X
SJOLTZI,X,X,O,O,O
SJOLITZ,O,X,O,O,X
SJOLIZT,O,X,X,O,X
SJOLZTI,X,X,X,O,O
SJOLZIT,O,X,X,O,X
SJOZTIL,X,X,X,O,O
SJOZTLI,X,X,X,O,O
SJOZITL,O,X,X,O,X
SJOZILT,O,X,X,O,X
SJOZLTI,X,X,X,O,O
SJOZLIT,O,X,X,O,X
SZTILJO,X,O,O,X,X
SZTILOJ,X,O,O,X,X
SZTIJLO,X,O,O,X,X
SZTIJOL,O,O,O,X,X
SZTIOLJ,X,O,O,X,X
SZTIOJL,O,O,O,X,X
SZTLIJO,O,O,O,X,X
SZTLIOJ,O,O,O,X,X
SZTLJIO,O,O,O,X,X
SZTLJOI,O,O,O,X,X
SZTLOIJ,O,O,O,X,X
SZTLOJI,O,O,O,X,X
SZTJILO,X,O,O,X,X
SZTJIOL,O,O,O,X,X
SZTJLIO,O,O,O,X,X
SZTJLOI,O,O,O,X,X
SZTJOIL,O,O,O,X,X
SZTJOLI,O,O,O,X,X
SZTOILJ,X,O,O,X,X
SZTOIJL,O,O,O,X,X
SZTOLIJ,O,O,O,X,X
SZTOLJI,O,O,O,X,X
SZTOJIL,O,O,O,X,X
SZTOJLI,O,O,O,X,X
SZITLJO,X,O,O,X,X
SZITLOJ,X,O,O,X,X
SZITJLO,X,O,O,X,X
SZITJOL,O,O,O,X,X
SZITOLJ,X,O,O,X,X
SZITOJL,O,O,O,X,X
SZILTJO,X,X,O,X,X
SZILTOJ,X,X,O,X,X
SZILJTO,X,X,X,O,X
SZILJOT,X,O,X,O,X
SZILOTJ,X,X,O,X,X
SZILOJT,X,O,X,X,X
SZIJTLO,X,O,X,O,X
SZIJTOL,O,O,X,O,X
SZIJLTO,X,X,X,O,X
SZIJLOT,X,O,X,O,X
SZIJOTL,O,O,X,O,X
SZIJOLT,O,O,X,O,X
SZIOTLJ,X,O,O,X,X
SZIOTJL,O,O,O,X,X
SZIOLTJ,X,X,O,X,X
SZIOLJT,X,O,X,O,X
SZIOJTL,O,O,X,O,X
SZIOJLT,O,O,X,O,X
SZLTIJO,O,X,O,X,X
SZLTIOJ,O,X,O,X,X
SZLTJIO,O,X,O,X,X
SZLTJOI,O,X,O,X,X
SZLTOIJ,O,X,O,X,X
SZLTOJI,O,X,O,X,X
SZLITJO,O,X,O,X,X
SZLITOJ,O,X,O,X,X
SZLIJTO,O,X,X,O,X
SZLIJOT,O,O,X,O,X
SZLIOTJ,O,X,O,X,X
SZLIOJT,O,O,X,X,X
SZLJTIO,O,X,X,O,X
SZLJTOI,O,X,X,O,X
SZLJITO,O,X,X,O,X
SZLJIOT,O,O,X,O,X
SZLJOTI,X,X,X,O,X
SZLJOIT,O,O,X,O,X
SZLOTIJ,O,X,O,X,X
SZLOTJI,O,X,O,X,X
SZLOITJ,O,X,O,X,X
SZLOIJT,O,O,X,X,X
SZLOJTI,X,X,X,X,X
SZLOJIT,O,O,X,X,X
SZJTILO,X,O,X,O,X
SZJTIOL,O,O,X,O,X
SZJTLIO,O,O,X,O,X
SZJTLOI,O,O,X,O,X
SZJTOIL,O,O,X,O,X
SZJTOLI,O,O,X,O,X
SZJITLO,X,O,X,O,X
SZJITOL,O,O,X,O,X
SZJILTO,X,X,X,O,X
SZJILOT,X,O,X,O,X
SZJIOTL,O,O,X,O,X
SZJIOLT,O,O,X,O,X
SZJLTIO,O,X,X,O,X
SZJLTOI,O,X,X,O,X
SZJLITO,O,X,X,O,X
SZJLIOT,O,O,X,O,X
SZJLOTI,X,X,X,O,X
SZJLOIT,O,O,X,O,X
SZJOTIL,X,O,X,O,X
SZJOTLI,X,O,X,O,X
SZJOITL,O,O,X,O,X
SZJOILT,O,O,X,O,X
SZJOLTI,X,X,X,O,X
SZJOLIT,O,O,X,O,X
SZOTILJ,X,O,O,X,X
SZOTIJL,O,O,O,X,X
SZOTLIJ,O,O,O,X,X
SZOTLJI,O,O,O,X,X
SZOTJIL,O,O,O,X,X
SZOTJLI,O,O,O,X,X
SZOITLJ,X,O,O,X,X
SZOITJL,O,O,O,X,X
SZOILTJ,X,X,O,X,X
SZOILJT,X,O,X,O,X
SZOIJTL,O,O,X,O,X
SZOIJLT,O,O,X,O,X
SZOLTIJ,O,X,O,X,X
SZOLTJI,O,X,O,X,X
SZOLITJ,O,X,O,X,X
SZOLIJT,O,O,X,O,X
SZOLJTI,X,X,X,O,X
SZOLJIT,O,O,X,O,X
SZOJTIL,X,O,X,O,X
SZOJTLI,X,O,X,O,X
SZOJITL,O,O,X,O,X
SZOJILT,O,O,X,O,X
SZOJLTI,X,X,X,O,X
SZOJLIT,O,O,X,O,X
SOTILJZ,X,X,O,O,X
SOTILZJ,X,O,O,X,X
SOTIJLZ,X,X,O,O,X
SOTIJZL,X,X,O,O,X
SOTIZLJ,X,O,O,X,X
SOTIZJL,X,O,O,X,X
SOTLIJZ,O,X,O,O,X
SOTLIZJ,X,O,O,X,X
SOTLJIZ,O,X,O,O,X
SOTLJZI,O,X,O,O,X
SOTLZIJ,O,O,O,X,X
SOTLZJI,O,O,O,X,X
SOTJILZ,X,X,O,O,X
SOTJIZL,X,X,O,O,X
SOTJLIZ,O,X,O,O,X
SOTJLZI,O,X,O,O,X
SOTJZIL,O,X,O,O,X
SOTJZLI,O,X,O,O,X
SOTZILJ,X,O,O,X,X
SOTZIJL,O,O,O,X,X
SOTZLIJ,O,O,O,X,X
SOTZLJI,O,O,O,X,X
SOTZJIL,O,O,O,X,X
SOTZJLI,O,O,O,X,X
SOITLJZ,X,X,O,O,X
SOITLZJ,X,O,O,X,X
SOITJLZ,X,X,O,O,X
SOITJZL,X,X,O,O,X
SOITZLJ,X,O,O,X,X
SOITZJL,X,O,O,X,X
SOILTJZ,X,X,O,O,X
SOILTZJ,X,X,O,X,X
SOILJTZ,X,X,O,O,X
SOILJZT,X,X,X,O,X
SOILZTJ,X,X,O,X,X
SOILZJT,X,O,X,O,X
SOIJTLZ,X,X,O,O,X
SOIJTZL,X,X,O,O,X
SOIJLTZ,X,X,O,O,X
SOIJLZT,X,X,X,O,X
SOIJZTL,X,X,X,O,X
SOIJZLT,X,X,X,O,X
SOIZTLJ,X,O,O,X,X
SOIZTJL,X,O,O,X,X
SOIZLTJ,X,X,O,X,X
SOIZLJT,X,O,X,O,X
SOIZJTL,X,O,X,O,X
SOIZJLT,X,O,X,O,X
SOLTIJZ,O,X,O,O,X
SOLTIZJ,X,X,O,X,X
SOLTJIZ,O,X,O,O,X
SOLTJZI,O,X,O,O,X
SOLTZIJ,O,X,O,X,X
SOLTZJI,O,X,O,X,X
SOLITJZ,O,X,O,O,X
SOLITZJ,X,X,O,X,X
SOLIJTZ,O,X,O,O,X
SOLIJZT,O,X,X,O,X
SOLIZTJ,X,X,O,X,X
SOLIZJT,X,O,X,O,X
SOLJTIZ,X,X,O,O,X
SOLJTZI,X,X,O,O,O
SOLJITZ,O,X,O,O,X
SOLJIZT,O,X,X,O,X
SOLJZTI,X,X,X,O,O
SOLJZIT,O,X,X,O,X
SOLZTIJ,O,X,O,X,X
SOLZTJI,O,X,O,X,X
SOLZITJ,O,X,O,X,X
SOLZIJT,O,O,X,O,X
SOLZJTI,X,X,X,O,X
SOLZJIT,O,O,X,O,X
SOJTILZ,X,X,O,O,X
SOJTIZL,X,X,O,O,X
SOJTLIZ,X,X,O,O,X
SOJTLZI,X,X,O,O,O
SOJTZIL,X,X,O,O,O
SOJTZLI,X,X,O,O,O
SOJITLZ,X,X,O,O,X
SOJITZL,X,X,O,O,X
SOJILTZ,X,X,O,O,X
SOJILZT,X,X,X,O,X
SOJIZTL,X,X,X,O,X
SOJIZLT,X,X,X,O,X
SOJLTIZ,X,X,O,O,X
SOJLTZI,X,X,O,O,O
SOJLITZ,O,X,O,O,X
SOJLIZT,O,X,X,O,X
SOJLZTI,X,X,X,O,O
SOJLZIT,O,X,X,O,X
SOJZTIL,X,X,X,O,O
SOJZTLI,X,X,X,O,O
SOJZITL,O,X,X,O,X
SOJZILT,O,X,X,O,X
SOJZLTI,X,X,X,O,O
SOJZLIT,O,X,X,O,X
SOZTILJ,X,O,O,X,X
SOZTIJL,O,O,O,X,X
SOZTLIJ,O,O,O,X,X
SOZTLJI,O,O,O,X,X
SOZTJIL,O,O,O,X,X
SOZTJLI,O,O,O,X,X
SOZITLJ,X,O,O,X,X
SOZITJL,O,O,O,X,X
SOZILTJ,X,X,O,X,X
SOZILJT,X,O,X,O,X
SOZIJTL,O,O,X,O,X
SOZIJLT,O,O,X,O,X
SOZLTIJ,O,X,O,X,X
SOZLTJI,O,X,O,X,X
SOZLITJ,O,X,O,X,X
SOZLIJT,O,O,X,O,X
SOZLJTI,X,X,X,O,X
SOZLJIT,O,O,X,O,X
SOZJTIL,X,O,X,O,X
SOZJTLI,X,O,X,O,X
SOZJITL,O,O,X,O,X
SOZJILT,O,O,X,O,X
SOZJLTI,X,X,X,O,X
SOZJLIT,O,O,X,O,X
ZTILJSO,O,O,X,X,X
ZTILJOS,O,O,X,X,X
ZTILSJO,O,O,X,X,X
ZTILSOJ,O,O,X,X,X
ZTILOJS,O,O,X,X,X
ZTILOSJ,O,O,X,X,X
ZTIJLSO,O,O,X,X,X
ZTIJLOS,O,O,X,X,X
ZTIJSLO,X,O,O,X,X
ZTIJSOL,O,O,O,X,X
ZTIJOLS,O,O,X,X,X
ZTIJOSL,O,O,O,X,X
ZTISLJO,X,O,O,X,X
ZTISLOJ,X,O,O,X,X
ZTISJLO,X,O,O,X,X
ZTISJOL,O,O,O,X,X
ZTISOLJ,X,O,O,X,X
ZTISOJL,O,O,O,X,X
ZTIOLJS,O,O,X,X,X
ZTIOLSJ,O,O,X,X,X
ZTIOJLS,O,O,X,X,X
ZTIOJSL,O,O,O,X,X
ZTIOSLJ,X,O,O,X,X
ZTIOSJL,O,O,O,X,X
ZTLIJSO,O,O,X,X,X
ZTLIJOS,O,O,X,X,X
ZTLISJO,O,O,X,X,X
ZTLISOJ,O,O,X,X,X
ZTLIOJS,O,O,X,X,X
ZTLIOSJ,O,O,X,X,X
ZTLJISO,O,O,X,X,X
ZTLJIOS,O,O,X,X,X
ZTLJSIO,O,O,X,X,X
ZTLJSOI,O,O,X,X,X
ZTLJOIS,O,O,X,X,X
ZTLJOSI,O,O,X,X,X
ZTLSIJO,O,O,X,X,X
ZTLSIOJ,O,O,X,X,X
ZTLSJIO,O,O,X,X,X
ZTLSJOI,O,O,X,X,X
ZTLSOIJ,O,O,X,X,X
ZTLSOJI,O,O,X,X,X
ZTLOIJS,O,O,X,X,X
ZTLOISJ,O,O,X,X,X
ZTLOJIS,O,O,X,X,X
ZTLOJSI,O,O,X,X,X
ZTLOSIJ,O,O,X,X,X
ZTLOSJI,O,O,X,X,X
ZTJILSO,O,O,X,X,X
ZTJILOS,O,O,X,X,X
ZTJISLO,X,O,O,X,X
ZTJISOL,O,O,O,X,X
ZTJIOLS,O,O,X,X,X
ZTJIOSL,O,O,O,X,X
ZTJLISO,O,O,X,X,X
ZTJLIOS,O,O,X,X,X
ZTJLSIO,O,O,X,X,X
ZTJLSOI,O,O,X,X,X
ZTJLOIS,O,O,X,X,X
ZTJLOSI,O,O,X,X,X
ZTJSILO,X,O,O,X,X
ZTJSIOL,O,O,O,X,X
ZTJSLIO,O,O,O,X,X
ZTJSLOI,O,O,O,X,X
ZTJSOIL,O,O,O,X,X
ZTJSOLI,O,O,O,X,X
ZTJOILS,O,O,X,X,X
ZTJOISL,O,O,O,X,X
ZTJOLIS,O,O,X,X,X
ZTJOLSI,O,O,X,X,X
ZTJOSIL,O,O,O,X,X
ZTJOSLI,O,O,O,X,X
ZTSILJO,X,O,O,X,X
ZTSILOJ,X,O,O,X,X
ZTSIJLO,X,O,O,X,X
ZTSIJOL,O,O,O,X,X
ZTSIOLJ,X,O,O,X,X
ZTSIOJL,O,O,O,X,X
ZTSLIJO,O,O,O,X,X
ZTSLIOJ,O,O,O,X,X
ZTSLJIO,O,O,O,X,X
ZTSLJOI,O,O,O,X,X
ZTSLOIJ,O,O,O,X,X
ZTSLOJI,O,O,O,X,X
ZTSJILO,X,O,O,X,X
ZTSJIOL,O,O,O,X,X
ZTSJLIO,O,O,O,X,X
ZTSJLOI,O,O,O,X,X
ZTSJOIL,O,O,O,X,X
ZTSJOLI,O,O,O,X,X
ZTSOILJ,X,O,O,X,X
ZTSOIJL,O,O,O,X,X
ZTSOLIJ,O,O,O,X,X
ZTSOLJI,O,O,O,X,X
ZTSOJIL,O,O,O,X,X
ZTSOJLI,O,O,O,X,X
ZTOILJS,O,O,X,X,X
ZTOILSJ,O,O,X,X,X
ZTOIJLS,O,O,X,X,X
ZTOIJSL,O,O,O,X,X
ZTOISLJ,X,O,O,X,X
ZTOISJL,O,O,O,X,X
ZTOLIJS,O,O,X,X,X
ZTOLISJ,O,O,X,X,X
ZTOLJIS,O,O,X,X,X
ZTOLJSI,O,O,X,X,X
ZTOLSIJ,O,O,X,X,X
ZTOLSJI,O,O,X,X,X
ZTOJILS,O,O,X,X,X
ZTOJISL,O,O,O,X,X
ZTOJLIS,O,O,X,X,X
ZTOJLSI,O,O,X,X,X
ZTOJSIL,O,O,O,X,X
ZTOJSLI,O,O,O,X,X
ZTOSILJ,X,O,O,X,X
ZTOSIJL,O,O,O,X,X
ZTOSLIJ,O,O,O,X,X
ZTOSLJI,O,O,O,X,X
ZTOSJIL,O,O,O,X,X
ZTOSJLI,O,O,O,X,X
ZITLJSO,O,O,X,X,X
ZITLJOS,O,O,X,X,X
ZITLSJO,O,O,X,X,X
ZITLSOJ,O,O,X,X,X
