sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
JSLIZOT,O,O,O,O,X,X,X,O,O
JSLIOTZ,X,X,X,O,X,X,X,X,O
JSLIOZT,O,X,O,O,X,X,X,X,O
JSLZTIO,O,O,O,O,X,X,X,O,O
JSLZTOI,O,O,O,O,X,X,X,O,O
JSLZITO,O,O,O,O,X,X,X,O,O
JSLZIOT,O,O,O,O,X,X,X,O,O
JSLZOTI,O,O,O,O,X,X,X,O,O
JSLZOIT,O,O,O,O,X,X,X,O,O
JSLOTIZ,X,X,X,O,X,O,X,X,O
JSLOTZI,X,X,X,O,X,O,X,X,O
JSLOITZ,X,X,X,O,X,X,X,X,O
JSLOIZT,O,X,O,O,X,X,X,X,O
JSLOZTI,O,X,O,O,X,X,X,X,O
JSLOZIT,O,X,O,O,X,X,X,X,O
JSZTILO,O,O,O,O,X,X,O,O,O
JSZTIOL,O,O,O,O,X,X,O,O,O
JSZTLIO,O,O,O,O,X,X,O,O,O
JSZTLOI,O,O,O,O,X,X,O,O,O
JSZTOIL,O,O,O,O,X,X,O,O,O
JSZTOLI,O,O,O,O,X,X,O,O,O
JSZITLO,O,O,O,O,X,X,O,O,O
JSZITOL,O,O,O,O,X,X,O,O,O
JSZILTO,O,O,O,O,X,X,O,O,O
JSZILOT,O,O,O,O,X,X,O,O,O
JSZIOTL,O,O,O,O,X,X,O,O,O
JSZIOLT,O,O,O,X,X,X,O,O,O
JSZLTIO,O,O,O,O,X,X,O,O,O
JSZLTOI,O,O,O,O,X,X,O,O,O
JSZLITO,O,O,O,O,X,X,O,O,O
JSZLIOT,O,O,O,O,X,X,O,O,O
JSZLOTI,O,O,O,O,X,X,O,O,O
JSZLOIT,O,O,O,O,X,X,O,O,O
JSZOTIL,O,O,O,O,X,X,O,O,O
JSZOTLI,O,O,O,O,X,X,O,O,O
JSZOITL,O,O,O,O,X,X,O,O,O
JSZOILT,O,O,O,X,X,X,O,O,O
JSZOLTI,O,O,O,X,X,X,O,O,O
JSZOLIT,O,O,O,X,X,X,O,O,O
JSOTILZ,X,X,X,X,X,O,O,O,O
JSOTIZL,X,X,X,X,X,X,O,O,O
JSOTLIZ,X,X,X,X,X,O,O,O,O
JSOTLZI,X,X,X,X,X,O,O,O,O
JSOTZIL,X,X,X,X,X,X,O,O,O
JSOTZLI,X,X,X,X,X,O,O,O,O
JSOITLZ,X,X,X,X,X,X,O,O,O
JSOITZL,X,X,X,X,X,X,O,O,O
JSOILTZ,X,X,X,X,X,X,X,O,O
JSOILZT,O,X,O,X,X,X,X,O,O
JSOIZTL,O,X,O,X,X,X,O,O,O
JSOIZLT,O,X,O,X,X,X,O,O,O
JSOLTIZ,X,X,X,X,X,O,X,O,O
JSOLTZI,X,X,X,X,X,O,X,O,O
JSOLITZ,X,X,X,X,X,X,X,O,O
JSOLIZT,O,X,O,X,X,X,X,O,O
JSOLZTI,O,X,O,X,X,X,X,O,O
JSOLZIT,O,X,O,X,X,X,X,O,O
JSOZTIL,O,X,O,X,X,X,O,O,O
JSOZTLI,O,X,O,X,X,X,O,O,O
JSOZITL,O,X,O,X,X,X,O,O,O
JSOZILT,O,X,O,X,X,X,O,O,O
JSOZLTI,O,X,O,X,X,X,O,O,O
JSOZLIT,O,X,O,X,X,X,O,O,O
JZTILSO,O,O,O,X,O,X,O,O,O
JZTILOS,O,O,O,X,O,X,O,O,O
JZTISLO,O,O,O,X,X,X,O,O,O
JZTISOL,O,O,O,X,X,X,O,O,O
JZTIOLS,O,O,O,X,O,X,O,O,O
JZTIOSL,O,O,O,X,X,X,O,O,O
JZTLISO,O,O,O,X,O,X,O,O,O
JZTLIOS,O,O,O,X,O,X,O,O,O
JZTLSIO,O,O,O,X,O,X,O,O,O
JZTLSOI,O,O,O,X,O,X,O,O,O
JZTLOIS,O,O,O,X,O,X,O,O,O
JZTLOSI,O,O,O,X,O,X,O,O,O
JZTSILO,O,O,O,X,X,X,O,O,O
JZTSIOL,O,O,O,X,X,X,O,O,O
JZTSLIO,O,O,O,X,O,X,O,O,O
JZTSLOI,O,O,O,X,O,X,O,O,O
JZTSOIL,O,O,O,X,X,X,O,O,O
JZTSOLI,O,O,O,X,O,X,O,O,O
JZTOILS,O,O,O,X,O,X,O,O,O
JZTOISL,O,O,O,X,X,X,O,O,O
JZTOLIS,O,O,O,X,O,X,O,O,O
JZTOLSI,O,O,O,X,O,X,O,O,O
JZTOSIL,O,O,O,X,X,X,O,O,O
JZTOSLI,O,O,O,X,O,X,O,O,O
JZITLSO,O,O,O,X,O,X,O,O,O
JZITLOS,O,O,O,X,O,X,O,O,O
JZITSLO,O,O,O,X,X,X,O,O,O
JZITSOL,O,O,O,X,X,X,O,O,O
JZITOLS,O,O,O,X,O,X,O,O,O
JZITOSL,O,O,O,X,X,X,O,O,O
JZILTSO,O,O,O,X,X,X,O,O,O
JZILTOS,O,O,O,X,O,X,O,O,O
JZILSTO,O,O,O,X,X,X,O,O,O
JZILSOT,O,O,O,X,O,X,O,O,O
JZILOTS,O,X,X,X,O,X,O,O,O
JZILOST,O,X,X,X,O,X,O,O,O
JZISTLO,O,O,O,X,X,X,O,O,O
JZISTOL,O,O,O,X,X,X,O,O,O
JZISLTO,O,O,O,X,X,X,O,O,O
JZISLOT,O,O,O,X,X,X,O,O,O
JZISOTL,O,O,O,X,X,X,O,O,O
JZISOLT,O,O,O,X,X,X,O,O,O
JZIOTLS,O,O,O,X,O,X,O,O,O
JZIOTSL,O,O,O,X,X,X,O,O,O
JZIOLTS,O,X,X,X,O,X,O,O,O
JZIOLST,O,X,X,X,O,X,O,O,O
JZIOSTL,O,O,O,X,X,X,O,O,O
JZIOSLT,O,O,O,X,X,X,O,O,O
JZLTISO,O,O,O,X,O,X,O,O,O
JZLTIOS,O,O,O,X,O,X,O,O,O
JZLTSIO,O,O,O,X,O,X,O,O,O
JZLTSOI,O,O,O,X,O,X,O,O,O
JZLTOIS,O,O,O,X,O,X,O,O,O
JZLTOSI,O,O,O,X,O,X,O,O,O
JZLITSO,O,O,O,X,X,X,O,O,O
JZLITOS,O,O,O,X,O,X,O,O,O
JZLISTO,O,O,O,X,X,X,O,O,O
JZLISOT,O,O,O,X,O,X,O,O,O
JZLIOTS,O,X,X,X,O,X,O,O,O
JZLIOST,O,X,X,X,O,X,O,O,O
JZLSTIO,O,O,O,X,X,X,O,O,O
JZLSTOI,O,O,O,X,X,X,O,O,O
JZLSITO,O,O,O,X,X,X,O,O,O
JZLSIOT,O,O,O,X,O,X,O,O,O
JZLSOTI,O,O,O,X,O,X,O,O,O
JZLSOIT,O,O,O,X,O,X,O,O,O
JZLOTIS,O,X,X,X,O,X,O,O,O
JZLOTSI,O,X,X,X,O,X,O,O,O
JZLOITS,O,X,X,X,O,X,O,O,O
JZLOIST,O,X,X,X,O,X,O,O,O
JZLOSTI,O,X,X,X,O,X,O,O,O
JZLOSIT,O,X,X,X,O,X,O,O,O
JZSTILO,O,O,O,X,X,X,O,O,O
JZSTIOL,O,O,O,X,X,X,O,O,O
JZSTLIO,O,O,O,X,O,X,O,O,O
JZSTLOI,O,O,O,X,O,X,O,O,O
JZSTOIL,O,O,O,X,X,X,O,O,O
JZSTOLI,O,O,O,X,O,X,O,O,O
JZSITLO,O,O,O,X,X,X,O,O,O
JZSITOL,O,O,O,X,X,X,O,O,O
JZSILTO,O,O,O,X,X,X,O,O,O
JZSILOT,O,O,O,X,X,X,O,O,O
JZSIOTL,O,O,O,X,X,X,O,O,O
JZSIOLT,O,O,O,X,X,X,O,O,O
JZSLTIO,O,O,O,X,X,X,O,O,O
JZSLTOI,O,O,O,X,X,X,O,O,O
JZSLITO,O,O,O,X,X,X,O,O,O
JZSLIOT,O,O,O,X,O,X,O,O,O
JZSLOTI,O,O,O,X,O,X,O,O,O
JZSLOIT,O,O,O,X,O,X,O,O,O
JZSOTIL,O,O,O,X,X,X,O,O,O
JZSOTLI,O,O,O,X,O,X,O,O,O
JZSOITL,O,O,O,X,X,X,O,O,O
JZSOILT,O,O,O,X,X,X,O,O,O
JZSOLTI,O,O,O,X,O,X,O,O,O
JZSOLIT,O,O,O,X,O,X,O,O,O
JZOTILS,O,O,O,X,O,X,O,O,O
JZOTISL,O,O,O,X,X,X,O,O,O
JZOTLIS,O,O,O,X,O,X,O,O,O
JZOTLSI,O,O,O,X,O,X,O,O,O
JZOTSIL,O,O,O,X,X,X,O,O,O
JZOTSLI,O,O,O,X,O,X,O,O,O
JZOITLS,O,O,O,X,O,X,O,O,O
JZOITSL,O,O,O,X,X,X,O,O,O
JZOILTS,O,X,X,X,O,X,O,O,O
JZOILST,O,X,X,X,O,X,O,O,O
JZOISTL,O,O,O,X,X,X,O,O,O
JZOISLT,O,O,O,X,X,X,O,O,O
JZOLTIS,O,X,X,X,O,X,O,O,O
JZOLTSI,O,X,X,X,O,X,O,O,O
JZOLITS,O,X,X,X,O,X,O,O,O
JZOLIST,O,X,X,X,O,X,O,O,O
JZOLSTI,O,X,X,X,O,X,O,O,O
JZOLSIT,O,X,X,X,O,X,O,O,O
JZOSTIL,O,O,O,X,X,X,O,O,O
JZOSTLI,O,O,O,X,O,X,O,O,O
JZOSITL,O,O,O,X,X,X,O,O,O
JZOSILT,O,O,O,X,X,X,O,O,O
JZOSLTI,O,O,O,X,O,X,O,O,O
JZOSLIT,O,O,O,X,O,X,O,O,O
JOTILSZ,O,X,X,X,O,O,O,O,X
JOTILZS,O,X,X,X,O,O,O,O,X
JOTISLZ,O,X,X,X,X,O,O,O,X
JOTISZL,O,X,X,X,X,X,O,O,X
JOTIZLS,O,X,X,X,O,X,O,O,X
JOTIZSL,O,X,X,X,X,X,O,O,X
JOTLISZ,O,X,X,X,O,O,O,O,X
JOTLIZS,O,X,X,X,O,O,O,O,X
JOTLSIZ,O,X,X,X,O,O,O,O,X
JOTLSZI,O,X,X,X,O,O,O,O,X
JOTLZIS,O,X,X,X,O,O,O,O,X
JOTLZSI,O,X,X,X,O,O,O,O,X
JOTSILZ,O,X,X,X,X,O,O,O,X
JOTSIZL,O,X,X,X,X,X,O,O,X
JOTSLIZ,O,X,X,X,O,O,O,O,X
JOTSLZI,O,X,X,X,O,O,O,O,X
JOTSZIL,O,X,X,X,X,X,O,O,X
JOTSZLI,O,X,X,X,O,O,O,O,X
JOTZILS,O,X,X,X,O,X,O,O,X
JOTZISL,O,X,X,X,X,X,O,O,X
JOTZLIS,O,X,X,X,O,O,O,O,X
JOTZLSI,O,X,X,X,O,O,O,O,X
JOTZSIL,O,X,X,X,X,X,O,O,X
JOTZSLI,O,X,X,X,O,O,O,O,X
JOITLSZ,O,X,X,X,X,X,O,O,X
JOITLZS,O,X,X,X,X,X,O,O,X
JOITSLZ,O,X,X,X,X,X,O,O,X
JOITSZL,O,X,X,X,X,X,O,O,X
JOITZLS,O,X,X,X,X,X,O,O,X
JOITZSL,O,X,X,X,X,X,O,O,X
JOILTSZ,O,X,X,X,X,X,O,O,X
JOILTZS,O,X,X,X,X,X,O,O,O
JOILSTZ,X,X,X,X,X,X,X,O,X
JOILSZT,O,X,X,X,X,X,X,O,O
JOILZTS,O,X,X,X,X,X,O,O,O
JOILZST,O,X,X,X,X,X,O,O,O
JOISTLZ,X,X,X,X,X,X,O,O,O
JOISTZL,X,X,X,X,X,X,O,O,O
JOISLTZ,X,X,X,X,X,X,X,O,O
JOISLZT,O,X,O,X,X,X,X,O,O
JOISZTL,O,X,O,X,X,X,O,O,O
JOISZLT,O,X,O,X,X,X,O,O,O
JOIZTLS,O,X,O,X,X,X,O,O,O
JOIZTSL,O,X,O,X,X,X,O,O,O
JOIZLTS,O,X,X,X,X,X,O,O,O
JOIZLST,O,X,X,X,X,X,O,O,O
JOIZSTL,O,X,O,X,X,X,O,O,O
JOIZSLT,O,X,O,X,X,X,O,O,O
JOLTISZ,O,X,X,X,O,O,O,O,X
JOLTIZS,O,X,X,X,O,O,O,O,O
JOLTSIZ,O,X,X,X,O,O,O,O,X
JOLTSZI,O,X,X,X,O,O,O,O,X
JOLTZIS,O,X,X,X,O,O,O,O,O
JOLTZSI,O,X,X,X,O,O,O,O,O
JOLITSZ,O,X,X,X,O,O,O,O,X
JOLITZS,O,X,X,X,O,O,O,O,O
JOLISTZ,X,X,X,X,X,X,X,O,X
JOLISZT,O,X,X,X,X,X,X,O,O
JOLIZTS,O,X,X,X,O,X,O,O,O
JOLIZST,O,X,X,X,O,X,O,O,O
JOLSTIZ,X,X,X,X,X,O,X,O,X
JOLSTZI,X,X,X,X,X,O,X,O,X
JOLSITZ,X,X,X,X,X,X,X,O,X
JOLSIZT,O,X,X,X,X,X,X,O,O
JOLSZTI,O,X,X,X,X,X,X,O,O
JOLSZIT,O,X,X,X,X,X,X,O,O
JOLZTIS,O,X,X,X,O,X,O,O,O
JOLZTSI,O,X,X,X,O,X,O,O,O
JOLZITS,O,X,X,X,O,X,O,O,O
JOLZIST,O,X,X,X,O,X,O,O,O
JOLZSTI,O,X,X,X,O,X,O,O,O
JOLZSIT,O,X,X,X,O,X,O,O,O
JOSTILZ,X,X,X,X,X,O,O,O,O
JOSTIZL,X,X,X,X,X,X,O,O,O
JOSTLIZ,X,X,X,X,X,O,O,O,O
JOSTLZI,X,X,X,X,X,O,O,O,O
JOSTZIL,X,X,X,X,X,X,O,O,O
JOSTZLI,X,X,X,X,X,O,O,O,O
JOSITLZ,X,X,X,X,X,X,O,O,O
JOSITZL,X,X,X,X,X,X,O,O,O
JOSILTZ,X,X,X,X,X,X,X,O,O
JOSILZT,O,X,O,X,X,X,X,O,O
JOSIZTL,O,X,O,X,X,X,O,O,O
JOSIZLT,O,X,O,X,X,X,O,O,O
JOSLTIZ,X,X,X,X,X,O,X,O,O
JOSLTZI,X,X,X,X,X,O,X,O,O
JOSLITZ,X,X,X,X,X,X,X,O,O
JOSLIZT,O,X,O,X,X,X,X,O,O
JOSLZTI,O,X,O,X,X,X,X,O,O
JOSLZIT,O,X,O,X,X,X,X,O,O
JOSZTIL,O,X,O,X,X,X,O,O,O
JOSZTLI,O,X,O,X,X,X,O,O,O
JOSZITL,O,X,O,X,X,X,O,O,O
JOSZILT,O,X,O,X,X,X,O,O,O
JOSZLTI,O,X,O,X,X,X,O,O,O
JOSZLIT,O,X,O,X,X,X,O,O,O
JOZTILS,O,X,O,X,O,X,O,O,O
JOZTISL,O,X,O,X,X,X,O,O,O
JOZTLIS,O,X,O,X,O,X,O,O,O
JOZTLSI,O,X,O,X,O,X,O,O,O
JOZTSIL,O,X,O,X,X,X,O,O,O
JOZTSLI,O,X,O,X,O,X,O,O,O
JOZITLS,O,X,O,X,O,X,O,O,O
JOZITSL,O,X,O,X,X,X,O,O,O
JOZILTS,O,X,X,X,O,X,O,O,O
JOZILST,O,X,X,X,O,X,O,O,O
JOZISTL,O,X,O,X,X,X,O,O,O
JOZISLT,O,X,O,X,X,X,O,O,O
JOZLTIS,O,X,X,X,O,X,O,O,O
JOZLTSI,O,X,X,X,O,X,O,O,O
JOZLITS,O,X,X,X,O,X,O,O,O
JOZLIST,O,X,X,X,O,X,O,O,O
JOZLSTI,O,X,X,X,O,X,O,O,O
JOZLSIT,O,X,X,X,O,X,O,O,O
JOZSTIL,O,X,O,X,X,X,O,O,O
JOZSTLI,O,X,O,X,O,X,O,O,O
JOZSITL,O,X,O,X,X,X,O,O,O
JOZSILT,O,X,O,X,X,X,O,O,O
JOZSLTI,O,X,O,X,O,X,O,O,O
JOZSLIT,O,X,O,X,O,X,O,O,O
STILJZO,O,O,O,O,X,O,O,X,O
STILJOZ,O,O,O,O,X,O,O,X,O
STILZJO,O,O,O,O,X,O,O,X,O
STILZOJ,O,O,O,O,X,O,O,X,O
STILOJZ,O,O,O,O,X,O,X,X,O
STILOZJ,O,O,O,O,X,O,X,X,O
STIJLZO,O,O,O,O,X,O,O,X,O
STIJLOZ,O,O,O,O,X,O,O,X,O
STIJZLO,O,O,O,O,X,X,O,X,O
STIJZOL,O,O,O,O,X,X,O,X,O
STIJOLZ,O,O,O,O,X,O,O,X,O
STIJOZL,O,O,O,O,X,X,O,X,O
STIZLJO,O,O,O,O,X,X,O,X,O
STIZLOJ,O,O,O,O,X,X,O,X,O
STIZJLO,O,O,O,O,X,X,O,X,O
STIZJOL,O,O,O,O,X,X,O,X,O
STIZOLJ,O,O,O,O,X,X,O,X,O
STIZOJL,O,O,O,O,X,X,O,X,O
STIOLJZ,O,O,O,O,X,O,X,X,O
STIOLZJ,O,O,O,O,X,O,X,X,O
STIOJLZ,O,O,O,O,X,O,O,X,O
STIOJZL,O,O,O,O,X,X,O,X,O
STIOZLJ,O,O,O,O,X,X,O,X,O
STIOZJL,O,O,O,O,X,X,O,X,O
STLIJZO,O,O,O,O,O,O,O,X,O
STLIJOZ,O,O,O,O,O,O,O,X,O
STLIZJO,O,O,O,O,O,O,O,X,O
STLIZOJ,O,O,O,O,O,O,O,X,O
STLIOJZ,O,O,O,O,O,O,X,X,O
STLIOZJ,O,O,O,O,O,O,X,X,O
STLJIZO,O,O,O,O,O,O,O,X,O
STLJIOZ,O,O,O,O,O,O,O,X,O
STLJZIO,O,O,O,O,O,O,O,X,O
STLJZOI,O,O,O,O,O,O,O,X,O
STLJOIZ,O,O,O,O,O,O,O,X,O
STLJOZI,O,O,O,O,O,O,O,X,O
STLZIJO,O,O,O,O,O,O,O,X,O
STLZIOJ,O,O,O,O,O,O,O,X,O
STLZJIO,O,O,O,O,O,O,O,X,O
STLZJOI,O,O,O,O,O,O,O,X,O
STLZOIJ,O,O,O,O,O,O,O,X,O
STLZOJI,O,O,O,O,O,O,O,X,O
STLOIJZ,O,O,O,O,O,O,X,X,O
STLOIZJ,O,O,O,O,O,O,X,X,O
STLOJIZ,O,O,O,O,O,O,X,X,O
STLOJZI,O,O,O,O,O,O,X,X,O
STLOZIJ,O,O,O,O,O,O,X,X,O
STLOZJI,O,O,O,O,O,O,X,X,O
STJILZO,O,O,O,O,X,O,O,X,O
STJILOZ,O,O,O,O,X,O,O,X,O
STJIZLO,O,O,O,O,X,X,O,X,O
STJIZOL,O,O,O,O,X,X,O,X,O
STJIOLZ,O,O,O,O,X,O,O,X,O
STJIOZL,O,O,O,O,X,X,O,X,O
STJLIZO,O,O,O,O,O,O,O,X,O
STJLIOZ,O,O,O,O,O,O,O,X,O
STJLZIO,O,O,O,O,O,O,O,X,O
STJLZOI,O,O,O,O,O,O,O,X,O
STJLOIZ,O,O,O,O,O,O,O,X,O
STJLOZI,O,O,O,O,O,O,O,X,O
STJZILO,O,O,O,O,X,X,O,X,O
STJZIOL,O,O,O,O,X,X,O,X,O
STJZLIO,O,O,O,O,O,O,O,X,O
STJZLOI,O,O,O,O,O,O,O,X,O
STJZOIL,O,O,O,O,X,X,O,X,O
STJZOLI,O,O,O,O,O,O,O,X,O
STJOILZ,O,O,O,O,X,O,O,X,O
STJOIZL,O,O,O,O,X,X,O,X,O
STJOLIZ,O,O,O,O,O,O,O,X,O
STJOLZI,O,O,O,O,O,O,O,X,O
STJOZIL,O,O,O,O,X,X,O,X,O
STJOZLI,O,O,O,O,O,O,O,X,O
STZILJO,O,O,O,O,X,X,O,X,O
STZILOJ,O,O,O,O,X,X,O,X,O
STZIJLO,O,O,O,O,X,X,O,X,O
STZIJOL,O,O,O,O,X,X,O,X,O
STZIOLJ,O,O,O,O,X,X,O,X,O
STZIOJL,O,O,O,O,X,X,O,X,O
STZLIJO,O,O,O,O,O,O,O,X,O
STZLIOJ,O,O,O,O,O,O,O,X,O
STZLJIO,O,O,O,O,O,O,O,X,O
STZLJOI,O,O,O,O,O,O,O,X,O
STZLOIJ,O,O,O,O,O,O,O,X,O
STZLOJI,O,O,O,O,O,O,O,X,O
STZJILO,O,O,O,O,X,X,O,X,O
STZJIOL,O,O,O,O,X,X,O,X,O
STZJLIO,O,O,O,O,O,O,O,X,O
STZJLOI,O,O,O,O,O,O,O,X,O
STZJOIL,O,O,O,O,X,X,O,X,O
STZJOLI,O,O,O,O,O,O,O,X,O
STZOILJ,O,O,O,O,X,X,O,X,O
STZOIJL,O,O,O,O,X,X,O,X,O
STZOLIJ,O,O,O,O,O,O,O,X,O
STZOLJI,O,O,O,O,O,O,O,X,O
STZOJIL,O,O,O,O,X,X,O,X,O
STZOJLI,O,O,O,O,O,O,O,X,O
STOILJZ,O,O,O,O,X,O,X,X,O
STOILZJ,O,O,O,O,X,O,X,X,O
STOIJLZ,O,O,O,O,X,O,O,X,O
STOIJZL,O,O,O,O,X,X,O,X,O
STOIZLJ,O,O,O,O,X,X,O,X,O
STOIZJL,O,O,O,O,X,X,O,X,O
STOLIJZ,O,O,O,O,O,O,X,X,O
STOLIZJ,O,O,O,O,O,O,X,X,O
STOLJIZ,O,O,O,O,O,O,X,X,O
STOLJZI,O,O,O,O,O,O,X,X,O
STOLZIJ,O,O,O,O,O,O,X,X,O
STOLZJI,O,O,O,O,O,O,X,X,O
STOJILZ,O,O,O,O,X,O,O,X,O
STOJIZL,O,O,O,O,X,X,O,X,O
STOJLIZ,O,O,O,O,O,O,O,X,O
STOJLZI,O,O,O,O,O,O,O,X,O
STOJZIL,O,O,O,O,X,X,O,X,O
STOJZLI,O,O,O,O,O,O,O,X,O
STOZILJ,O,O,O,O,X,X,O,X,O
STOZIJL,O,O,O,O,X,X,O,X,O
STOZLIJ,O,O,O,O,O,O,O,X,O
STOZLJI,O,O,O,O,O,O,O,X,O
STOZJIL,O,O,O,O,X,X,O,X,O
STOZJLI,O,O,O,O,O,O,O,X,O
SITLJZO,O,O,O,O,X,O,O,X,O
SITLJOZ,O,O,O,O,X,O,O,X,O
SITLZJO,O,O,O,O,X,O,O,X,O
SITLZOJ,O,O,O,O,X,O,O,X,O
SITLOJZ,O,O,O,O,X,O,X,X,O
SITLOZJ,O,O,O,O,X,O,X,X,O
SITJLZO,O,O,O,O,X,O,O,X,O
SITJLOZ,O,O,O,O,X,O,O,X,O
SITJZLO,O,O,O,O,X,X,O,X,O
SITJZOL,O,O,O,O,X,X,O,X,O
SITJOLZ,O,O,O,O,X,O,O,X,O
SITJOZL,O,O,O,O,X,X,O,X,O
SITZLJO,O,O,O,O,X,X,O,X,O
SITZLOJ,O,O,O,O,X,X,O,X,O
SITZJLO,O,O,O,O,X,X,O,X,O
SITZJOL,O,O,O,O,X,X,O,X,O
SITZOLJ,O,O,O,O,X,X,O,X,O
SITZOJL,O,O,O,O,X,X,O,X,O
SITOLJZ,O,O,O,O,X,O,X,X,O
SITOLZJ,O,O,O,O,X,O,X,X,O
SITOJLZ,O,O,O,O,X,O,O,X,O
SITOJZL,O,O,O,O,X,X,O,X,O
SITOZLJ,O,O,O,O,X,X,O,X,O
SITOZJL,O,O,O,O,X,X,O,X,O
SILTJZO,O,O,O,O,X,O,X,X,O
SILTJOZ,O,O,O,O,X,O,X,X,O
SILTZJO,O,O,O,O,X,O,X,X,O
SILTZOJ,O,O,O,O,X,O,X,X,O
SILTOJZ,O,O,O,O,X,O,X,X,O
SILTOZJ,O,O,O,O,X,O,X,X,O
SILJTZO,O,O,O,O,X,X,X,O,O
SILJTOZ,O,O,O,O,X,X,X,X,O
SILJZTO,O,O,O,O,X,X,X,O,O
SILJZOT,O,O,O,O,X,X,X,O,O
SILJOTZ,X,X,X,O,X,X,X,X,O
SILJOZT,O,X,O,O,X,X,X,X,O
SILZTJO,O,O,O,O,X,X,X,O,O
SILZTOJ,O,O,O,O,X,X,X,O,O
SILZJTO,O,O,O,O,X,X,X,O,O
SILZJOT,O,O,O,O,X,X,X,O,O
SILZOTJ,O,O,O,O,X,X,X,O,O
SILZOJT,X,O,O,O,X,X,X,O,O
SILOTJZ,X,O,O,O,X,O,X,X,O
SILOTZJ,X,O,O,O,X,O,X,X,O
SILOJTZ,X,X,X,O,X,X,X,O,O
SILOJZT,X,X,O,O,X,X,X,O,O
SILOZTJ,X,O,O,O,X,X,X,O,O
SILOZJT,X,O,O,O,X,X,X,O,O
SIJTLZO,O,O,O,O,X,X,O,O,O
SIJTLOZ,O,O,O,O,X,X,O,X,O
SIJTZLO,O,O,O,O,X,X,O,O,O
SIJTZOL,O,O,O,O,X,X,O,O,O
SIJTOLZ,O,O,O,O,X,X,O,O,O
SIJTOZL,O,O,O,O,X,X,O,O,O
SIJLTZO,O,O,O,O,X,X,X,O,O
SIJLTOZ,O,O,O,O,X,X,X,X,O
SIJLZTO,O,O,O,O,X,X,X,O,O
SIJLZOT,O,O,O,O,X,X,X,O,O
SIJLOTZ,X,X,X,O,X,X,X,X,O
SIJLOZT,O,X,O,O,X,X,X,X,O
SIJZTLO,O,O,O,O,X,X,O,O,O
SIJZTOL,O,O,O,O,X,X,O,O,O
SIJZLTO,O,O,O,O,X,X,O,O,O
SIJZLOT,O,O,O,O,X,X,O,O,O
SIJZOTL,O,O,O,O,X,X,O,O,O
SIJZOLT,O,O,O,X,X,X,O,O,O
SIJOTLZ,X,X,X,X,X,X,O,O,O
SIJOTZL,X,X,X,X,X,X,O,O,O
SIJOLTZ,X,X,X,X,X,X,X,O,O
SIJOLZT,O,X,O,X,X,X,X,O,O
SIJOZTL,O,X,O,X,X,X,O,O,O
SIJOZLT,O,X,O,X,X,X,O,O,O
SIZTLJO,O,O,O,O,X,X,O,O,O
SIZTLOJ,O,O,O,O,X,X,O,O,O
SIZTJLO,O,O,O,O,X,X,O,O,O
SIZTJOL,O,O,O,O,X,X,O,O,O
SIZTOLJ,O,O,O,O,X,X,O,O,O
SIZTOJL,O,O,O,O,X,X,O,O,O
SIZLTJO,O,O,O,O,X,X,O,O,O
SIZLTOJ,O,O,O,O,X,X,O,O,O
SIZLJTO,O,O,O,O,X,X,O,O,O
SIZLJOT,O,O,O,O,X,X,O,O,O
SIZLOTJ,O,O,O,O,X,X,O,O,O
SIZLOJT,X,O,O,O,X,X,O,O,O
SIZJTLO,O,O,O,O,X,X,O,O,O
SIZJTOL,O,O,O,O,X,X,O,O,O
SIZJLTO,O,O,O,O,X,X,O,O,O
SIZJLOT,O,O,O,O,X,X,O,O,O
SIZJOTL,O,O,O,O,X,X,O,O,O
SIZJOLT,O,O,O,X,X,X,O,O,O
SIZOTLJ,O,O,O,O,X,X,O,O,O
SIZOTJL,O,O,O,O,X,X,O,O,O
SIZOLTJ,O,O,O,O,X,X,O,O,O
SIZOLJT,X,O,O,O,X,X,O,O,O
SIZOJTL,O,O,O,O,X,X,O,O,O
SIZOJLT,O,O,O,X,X,X,O,O,O
SIOTLJZ,X,O,O,O,X,O,X,X,O
SIOTLZJ,X,O,O,O,X,O,X,X,O
SIOTJLZ,X,O,O,O,X,O,O,X,O
SIOTJZL,X,O,O,O,X,X,O,X,O
SIOTZLJ,X,O,O,O,X,X,O,X,O
SIOTZJL,X,O,O,O,X,X,O,X,O
SIOLTJZ,X,O,O,O,X,O,X,X,O
SIOLTZJ,X,O,O,O,X,O,X,X,O
SIOLJTZ,X,X,X,O,X,X,X,O,O
