sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
IJSLOTZ,X,X,X,O,X,X,X,X,O
IJSLOZT,O,X,O,O,X,X,X,X,O
IJSZTLO,O,O,O,O,X,X,O,O,O
IJSZTOL,O,O,O,O,X,X,O,O,O
IJSZLTO,O,O,O,O,X,X,O,O,O
IJSZLOT,O,O,O,O,X,X,O,O,O
IJSZOTL,O,O,O,O,X,X,O,O,O
IJSZOLT,O,O,O,X,X,X,O,O,O
IJSOTLZ,X,X,X,X,X,X,O,O,O
IJSOTZL,X,X,X,X,X,X,O,O,O
IJSOLTZ,X,X,X,X,X,X,X,O,O
IJSOLZT,O,X,O,X,X,X,X,O,O
IJSOZTL,O,X,O,X,X,X,O,O,O
IJSOZLT,O,X,O,X,X,X,O,O,O
IJZTLSO,O,O,O,X,X,X,O,O,O
IJZTLOS,O,O,O,X,X,X,O,O,O
IJZTSLO,O,O,O,X,X,X,O,O,O
IJZTSOL,O,O,O,X,X,X,O,O,O
IJZTOLS,O,O,O,X,X,X,O,O,O
IJZTOSL,O,O,O,X,X,X,O,O,O
IJZLTSO,O,O,O,X,X,X,O,O,O
IJZLTOS,O,O,O,X,X,X,O,O,O
IJZLSTO,O,O,O,X,X,X,O,O,O
IJZLSOT,O,O,O,X,X,X,O,O,O
IJZLOTS,O,X,X,X,X,X,O,O,O
IJZLOST,O,X,X,X,X,X,O,O,O
IJZSTLO,O,O,O,X,X,X,O,O,O
IJZSTOL,O,O,O,X,X,X,O,O,O
IJZSLTO,O,O,O,X,X,X,O,O,O
IJZSLOT,O,O,O,X,X,X,O,O,O
IJZSOTL,O,O,O,X,X,X,O,O,O
IJZSOLT,O,O,O,X,X,X,O,O,O
IJZOTLS,O,O,O,X,X,X,O,O,O
IJZOTSL,O,O,O,X,X,X,O,O,O
IJZOLTS,O,X,X,X,X,X,O,O,O
IJZOLST,O,X,X,X,X,X,O,O,O
IJZOSTL,O,O,O,X,X,X,O,O,O
IJZOSLT,O,O,O,X,X,X,O,O,O
IJOTLSZ,O,X,X,X,X,X,O,O,X
IJOTLZS,O,X,X,X,X,X,O,O,X
IJOTSLZ,O,X,X,X,X,X,O,O,X
IJOTSZL,O,X,X,X,X,X,O,O,X
IJOTZLS,O,X,X,X,X,X,O,O,X
IJOTZSL,O,X,X,X,X,X,O,O,X
IJOLTSZ,O,X,X,X,X,X,O,O,X
IJOLTZS,O,X,X,X,X,X,O,O,O
IJOLSTZ,X,X,X,X,X,X,X,O,X
IJOLSZT,O,X,X,X,X,X,X,O,O
IJOLZTS,O,X,X,X,X,X,O,O,O
IJOLZST,O,X,X,X,X,X,O,O,O
IJOSTLZ,X,X,X,X,X,X,O,O,O
IJOSTZL,X,X,X,X,X,X,O,O,O
IJOSLTZ,X,X,X,X,X,X,X,O,O
IJOSLZT,O,X,O,X,X,X,X,O,O
IJOSZTL,O,X,O,X,X,X,O,O,O
IJOSZLT,O,X,O,X,X,X,O,O,O
IJOZTLS,O,X,O,X,X,X,O,O,O
IJOZTSL,O,X,O,X,X,X,O,O,O
IJOZLTS,O,X,X,X,X,X,O,O,O
IJOZLST,O,X,X,X,X,X,O,O,O
IJOZSTL,O,X,O,X,X,X,O,O,O
IJOZSLT,O,X,O,X,X,X,O,O,O
ISTLJZO,O,O,O,O,X,O,O,X,O
ISTLJOZ,O,O,O,O,X,O,O,X,O
ISTLZJO,O,O,O,O,X,O,O,X,O
ISTLZOJ,O,O,O,O,X,O,O,X,O
ISTLOJZ,O,O,O,O,X,O,X,X,O
ISTLOZJ,O,O,O,O,X,O,X,X,O
ISTJLZO,O,O,O,O,X,O,O,X,O
ISTJLOZ,O,O,O,O,X,O,O,X,O
ISTJZLO,O,O,O,O,X,X,O,X,O
ISTJZOL,O,O,O,O,X,X,O,X,O
ISTJOLZ,O,O,O,O,X,O,O,X,O
ISTJOZL,O,O,O,O,X,X,O,X,O
ISTZLJO,O,O,O,O,X,X,O,X,O
ISTZLOJ,O,O,O,O,X,X,O,X,O
ISTZJLO,O,O,O,O,X,X,O,X,O
ISTZJOL,O,O,O,O,X,X,O,X,O
ISTZOLJ,O,O,O,O,X,X,O,X,O
ISTZOJL,O,O,O,O,X,X,O,X,O
ISTOLJZ,O,O,O,O,X,O,X,X,O
ISTOLZJ,O,O,O,O,X,O,X,X,O
ISTOJLZ,O,O,O,O,X,O,O,X,O
ISTOJZL,O,O,O,O,X,X,O,X,O
ISTOZLJ,O,O,O,O,X,X,O,X,O
ISTOZJL,O,O,O,O,X,X,O,X,O
ISLTJZO,O,O,O,O,X,O,X,X,O
ISLTJOZ,O,O,O,O,X,O,X,X,O
ISLTZJO,O,O,O,O,X,O,X,X,O
ISLTZOJ,O,O,O,O,X,O,X,X,O
ISLTOJZ,O,O,O,O,X,O,X,X,O
ISLTOZJ,O,O,O,O,X,O,X,X,O
ISLJTZO,O,O,O,O,X,X,X,O,O
ISLJTOZ,O,O,O,O,X,X,X,X,O
ISLJZTO,O,O,O,O,X,X,X,O,O
ISLJZOT,O,O,O,O,X,X,X,O,O
ISLJOTZ,X,X,X,O,X,X,X,X,O
ISLJOZT,O,X,O,O,X,X,X,X,O
ISLZTJO,O,O,O,O,X,X,X,O,O
ISLZTOJ,O,O,O,O,X,X,X,O,O
ISLZJTO,O,O,O,O,X,X,X,O,O
ISLZJOT,O,O,O,O,X,X,X,O,O
ISLZOTJ,O,O,O,O,X,X,X,O,O
ISLZOJT,X,O,O,O,X,X,X,O,O
ISLOTJZ,X,O,O,O,X,O,X,X,O
ISLOTZJ,X,O,O,O,X,O,X,X,O
ISLOJTZ,X,X,X,O,X,X,X,O,O
ISLOJZT,X,X,O,O,X,X,X,O,O
ISLOZTJ,X,O,O,O,X,X,X,O,O
ISLOZJT,X,O,O,O,X,X,X,O,O
ISJTLZO,O,O,O,O,X,X,O,O,O
ISJTLOZ,O,O,O,O,X,X,O,X,O
ISJTZLO,O,O,O,O,X,X,O,O,O
ISJTZOL,O,O,O,O,X,X,O,O,O
ISJTOLZ,O,O,O,O,X,X,O,O,O
ISJTOZL,O,O,O,O,X,X,O,O,O
ISJLTZO,O,O,O,O,X,X,X,O,O
ISJLTOZ,O,O,O,O,X,X,X,X,O
ISJLZTO,O,O,O,O,X,X,X,O,O
ISJLZOT,O,O,O,O,X,X,X,O,O
ISJLOTZ,X,X,X,O,X,X,X,X,O
ISJLOZT,O,X,O,O,X,X,X,X,O
ISJZTLO,O,O,O,O,X,X,O,O,O
ISJZTOL,O,O,O,O,X,X,O,O,O
ISJZLTO,O,O,O,O,X,X,O,O,O
ISJZLOT,O,O,O,O,X,X,O,O,O
ISJZOTL,O,O,O,O,X,X,O,O,O
ISJZOLT,O,O,O,X,X,X,O,O,O
ISJOTLZ,X,X,X,X,X,X,O,O,O
ISJOTZL,X,X,X,X,X,X,O,O,O
ISJOLTZ,X,X,X,X,X,X,X,O,O
ISJOLZT,O,X,O,X,X,X,X,O,O
ISJOZTL,O,X,O,X,X,X,O,O,O
ISJOZLT,O,X,O,X,X,X,O,O,O
ISZTLJO,O,O,O,O,X,X,O,O,O
ISZTLOJ,O,O,O,O,X,X,O,O,O
ISZTJLO,O,O,O,O,X,X,O,O,O
ISZTJOL,O,O,O,O,X,X,O,O,O
ISZTOLJ,O,O,O,O,X,X,O,O,O
ISZTOJL,O,O,O,O,X,X,O,O,O
ISZLTJO,O,O,O,O,X,X,O,O,O
ISZLTOJ,O,O,O,O,X,X,O,O,O
ISZLJTO,O,O,O,O,X,X,O,O,O
ISZLJOT,O,O,O,O,X,X,O,O,O
ISZLOTJ,O,O,O,O,X,X,O,O,O
ISZLOJT,X,O,O,O,X,X,O,O,O
ISZJTLO,O,O,O,O,X,X,O,O,O
ISZJTOL,O,O,O,O,X,X,O,O,O
ISZJLTO,O,O,O,O,X,X,O,O,O
ISZJLOT,O,O,O,O,X,X,O,O,O
ISZJOTL,O,O,O,O,X,X,O,O,O
ISZJOLT,O,O,O,X,X,X,O,O,O
ISZOTLJ,O,O,O,O,X,X,O,O,O
ISZOTJL,O,O,O,O,X,X,O,O,O
ISZOLTJ,O,O,O,O,X,X,O,O,O
ISZOLJT,X,O,O,O,X,X,O,O,O
ISZOJTL,O,O,O,O,X,X,O,O,O
ISZOJLT,O,O,O,X,X,X,O,O,O
ISOTLJZ,X,O,O,O,X,O,X,X,O
ISOTLZJ,X,O,O,O,X,O,X,X,O
ISOTJLZ,X,O,O,O,X,O,O,X,O
ISOTJZL,X,O,O,O,X,X,O,X,O
ISOTZLJ,X,O,O,O,X,X,O,X,O
ISOTZJL,X,O,O,O,X,X,O,X,O
ISOLTJZ,X,O,O,O,X,O,X,X,O
ISOLTZJ,X,O,O,O,X,O,X,X,O
ISOLJTZ,X,X,X,O,X,X,X,O,O
ISOLJZT,X,X,O,O,X,X,X,O,O
ISOLZTJ,X,O,O,O,X,X,X,O,O
ISOLZJT,X,O,O,O,X,X,X,O,O
ISOJTLZ,X,X,X,X,X,X,O,O,O
ISOJTZL,X,X,X,X,X,X,O,O,O
ISOJLTZ,X,X,X,X,X,X,X,O,O
ISOJLZT,X,X,O,X,X,X,X,O,O
ISOJZTL,X,X,O,X,X,X,O,O,O
ISOJZLT,X,X,O,X,X,X,O,O,O
ISOZTLJ,X,O,O,O,X,X,O,O,O
ISOZTJL,X,O,O,O,X,X,O,O,O
ISOZLTJ,X,O,O,O,X,X,O,O,O
ISOZLJT,X,O,O,O,X,X,O,O,O
ISOZJTL,X,O,O,O,X,X,O,O,O
ISOZJLT,X,O,O,X,X,X,O,O,O
IZTLJSO,O,O,O,O,O,X,O,O,O
IZTLJOS,O,O,O,O,O,X,O,O,O
IZTLSJO,O,O,O,O,O,X,O,O,O
IZTLSOJ,O,O,O,O,O,X,O,O,O
IZTLOJS,O,O,O,O,O,X,O,O,O
IZTLOSJ,O,O,O,O,O,X,O,O,O
IZTJLSO,O,O,O,O,O,X,O,O,O
IZTJLOS,O,O,O,O,O,X,O,O,O
IZTJSLO,O,O,O,O,X,X,O,O,O
IZTJSOL,O,O,O,O,X,X,O,O,O
IZTJOLS,O,O,O,O,O,X,O,O,O
IZTJOSL,O,O,O,O,X,X,O,O,O
IZTSLJO,O,O,O,O,X,X,O,O,O
IZTSLOJ,O,O,O,O,X,X,O,O,O
IZTSJLO,O,O,O,O,X,X,O,O,O
IZTSJOL,O,O,O,O,X,X,O,O,O
IZTSOLJ,O,O,O,O,X,X,O,O,O
IZTSOJL,O,O,O,O,X,X,O,O,O
IZTOLJS,O,O,O,O,O,X,O,O,O
IZTOLSJ,O,O,O,O,O,X,O,O,O
IZTOJLS,O,O,O,O,O,X,O,O,O
IZTOJSL,O,O,O,O,X,X,O,O,O
IZTOSLJ,O,O,O,O,X,X,O,O,O
IZTOSJL,O,O,O,O,X,X,O,O,O
IZLTJSO,O,O,O,O,O,X,O,O,O
IZLTJOS,O,O,O,O,O,X,O,O,O
IZLTSJO,O,O,O,O,O,X,O,O,O
IZLTSOJ,O,O,O,O,O,X,O,O,O
IZLTOJS,O,O,O,O,O,X,O,O,O
IZLTOSJ,O,O,O,O,O,X,O,O,O
IZLJTSO,O,O,O,O,X,X,O,O,O
IZLJTOS,O,O,O,O,O,X,O,O,O
IZLJSTO,O,O,O,O,X,X,O,O,O
IZLJSOT,O,O,O,O,O,X,O,O,O
IZLJOTS,O,X,X,X,O,X,O,O,O
IZLJOST,O,X,X,X,O,X,O,O,O
IZLSTJO,O,O,O,O,X,X,O,O,O
IZLSTOJ,O,O,O,O,X,X,O,O,O
IZLSJTO,O,O,O,O,X,X,O,O,O
IZLSJOT,O,O,O,O,O,X,O,O,O
IZLSOTJ,O,O,O,O,X,X,O,O,O
IZLSOJT,X,O,O,O,O,X,O,O,O
IZLOTJS,O,X,X,X,O,X,O,O,O
IZLOTSJ,O,X,X,X,O,X,O,O,O
IZLOJTS,O,X,X,X,O,X,O,O,O
IZLOJST,O,X,X,X,O,X,O,O,O
IZLOSTJ,O,X,X,X,X,X,O,O,O
IZLOSJT,X,X,X,X,O,X,O,O,O
IZJTLSO,O,O,O,X,O,X,O,O,O
IZJTLOS,O,O,O,X,O,X,O,O,O
IZJTSLO,O,O,O,X,X,X,O,O,O
IZJTSOL,O,O,O,X,X,X,O,O,O
IZJTOLS,O,O,O,X,O,X,O,O,O
IZJTOSL,O,O,O,X,X,X,O,O,O
IZJLTSO,O,O,O,X,X,X,O,O,O
IZJLTOS,O,O,O,X,O,X,O,O,O
IZJLSTO,O,O,O,X,X,X,O,O,O
IZJLSOT,O,O,O,X,O,X,O,O,O
IZJLOTS,O,X,X,X,O,X,O,O,O
IZJLOST,O,X,X,X,O,X,O,O,O
IZJSTLO,O,O,O,X,X,X,O,O,O
IZJSTOL,O,O,O,X,X,X,O,O,O
IZJSLTO,O,O,O,X,X,X,O,O,O
IZJSLOT,O,O,O,X,X,X,O,O,O
IZJSOTL,O,O,O,X,X,X,O,O,O
IZJSOLT,O,O,O,X,X,X,O,O,O
IZJOTLS,O,O,O,X,O,X,O,O,O
IZJOTSL,O,O,O,X,X,X,O,O,O
IZJOLTS,O,X,X,X,O,X,O,O,O
IZJOLST,O,X,X,X,O,X,O,O,O
IZJOSTL,O,O,O,X,X,X,O,O,O
IZJOSLT,O,O,O,X,X,X,O,O,O
IZSTLJO,O,O,O,O,X,X,O,O,O
IZSTLOJ,O,O,O,O,X,X,O,O,O
IZSTJLO,O,O,O,O,X,X,O,O,O
IZSTJOL,O,O,O,O,X,X,O,O,O
IZSTOLJ,O,O,O,O,X,X,O,O,O
IZSTOJL,O,O,O,O,X,X,O,O,O
IZSLTJO,O,O,O,O,X,X,O,O,O
IZSLTOJ,O,O,O,O,X,X,O,O,O
IZSLJTO,O,O,O,O,X,X,O,O,O
IZSLJOT,O,O,O,O,X,X,O,O,O
IZSLOTJ,O,O,O,O,X,X,O,O,O
IZSLOJT,X,O,O,O,X,X,O,O,O
IZSJTLO,O,O,O,O,X,X,O,O,O
IZSJTOL,O,O,O,O,X,X,O,O,O
IZSJLTO,O,O,O,O,X,X,O,O,O
IZSJLOT,O,O,O,O,X,X,O,O,O
IZSJOTL,O,O,O,O,X,X,O,O,O
IZSJOLT,O,O,O,X,X,X,O,O,O
IZSOTLJ,O,O,O,O,X,X,O,O,O
IZSOTJL,O,O,O,O,X,X,O,O,O
IZSOLTJ,O,O,O,O,X,X,O,O,O
IZSOLJT,X,O,O,O,X,X,O,O,O
IZSOJTL,O,O,O,O,X,X,O,O,O
IZSOJLT,O,O,O,X,X,X,O,O,O
IZOTLJS,O,O,O,X,O,X,O,O,O
IZOTLSJ,O,O,O,X,O,X,O,O,O
IZOTJLS,O,O,O,X,O,X,O,O,O
IZOTJSL,O,O,O,X,X,X,O,O,O
IZOTSLJ,O,O,O,X,X,X,O,O,O
IZOTSJL,O,O,O,X,X,X,O,O,O
IZOLTJS,O,X,X,X,O,X,O,O,O
IZOLTSJ,O,X,X,X,O,X,O,O,O
IZOLJTS,O,X,X,X,O,X,O,O,O
IZOLJST,O,X,X,X,O,X,O,O,O
IZOLSTJ,O,X,X,X,X,X,O,O,O
IZOLSJT,X,X,X,X,O,X,O,O,O
IZOJTLS,O,O,O,X,O,X,O,O,O
IZOJTSL,O,O,O,X,X,X,O,O,O
IZOJLTS,O,X,X,X,O,X,O,O,O
IZOJLST,O,X,X,X,O,X,O,O,O
IZOJSTL,O,O,O,X,X,X,O,O,O
IZOJSLT,O,O,O,X,X,X,O,O,O
IZOSTLJ,O,O,O,X,X,X,O,O,O
IZOSTJL,O,O,O,X,X,X,O,O,O
IZOSLTJ,O,O,O,X,X,X,O,O,O
IZOSLJT,X,O,O,X,X,X,O,O,O
IZOSJTL,O,O,O,X,X,X,O,O,O
IZOSJLT,O,O,O,X,X,X,O,O,O
IOTLJSZ,O,X,X,O,O,O,O,O,X
IOTLJZS,O,X,X,O,O,O,O,O,O
IOTLSJZ,O,O,O,O,O,O,X,X,X
IOTLSZJ,O,O,O,O,O,O,X,X,X
IOTLZJS,O,O,O,O,O,O,O,O,O
IOTLZSJ,O,O,O,O,O,O,O,O,O
IOTJLSZ,O,X,X,O,O,O,O,O,X
IOTJLZS,O,X,X,O,O,O,O,O,X
IOTJSLZ,O,O,O,O,X,O,O,O,X
IOTJSZL,O,O,O,O,X,X,O,O,X
IOTJZLS,O,O,O,O,O,X,O,O,X
IOTJZSL,O,O,O,O,X,X,O,O,X
IOTSLJZ,O,O,O,O,X,O,X,X,O
IOTSLZJ,O,O,O,O,X,O,X,X,O
IOTSJLZ,O,O,O,O,X,O,O,X,O
IOTSJZL,O,O,O,O,X,X,O,X,O
IOTSZLJ,O,O,O,O,X,X,O,X,O
IOTSZJL,O,O,O,O,X,X,O,X,O
IOTZLJS,O,O,O,O,O,X,O,O,O
IOTZLSJ,O,O,O,O,O,X,O,O,O
IOTZJLS,O,O,O,O,O,X,O,O,O
IOTZJSL,O,O,O,O,X,X,O,O,O
IOTZSLJ,O,O,O,O,X,X,O,O,O
IOTZSJL,O,O,O,O,X,X,O,O,O
IOLTJSZ,O,X,X,O,O,O,O,O,X
IOLTJZS,O,X,X,O,O,O,O,O,O
IOLTSJZ,O,X,X,O,O,O,X,X,X
IOLTSZJ,O,X,X,O,O,O,X,X,X
IOLTZJS,O,X,X,O,O,O,O,O,O
IOLTZSJ,O,X,X,O,O,O,O,O,O
IOLJTSZ,O,X,X,O,O,O,O,O,X
IOLJTZS,O,X,X,O,O,O,O,O,O
IOLJSTZ,X,X,X,O,X,X,X,O,O
IOLJSZT,O,X,X,O,X,X,X,O,O
IOLJZTS,O,X,X,X,O,X,O,O,O
IOLJZST,O,X,X,X,O,X,O,O,O
IOLSTJZ,X,X,X,O,O,O,X,X,O
IOLSTZJ,X,X,X,O,O,O,X,X,O
IOLSJTZ,X,X,X,O,X,X,X,O,O
IOLSJZT,X,X,X,O,X,X,X,O,O
IOLSZTJ,X,X,X,O,X,X,X,O,O
IOLSZJT,X,X,X,O,O,X,X,O,O
IOLZTJS,O,X,X,X,O,O,O,O,O
IOLZTSJ,O,X,X,X,O,O,O,O,O
IOLZJTS,O,X,X,X,O,X,O,O,O
IOLZJST,O,X,X,X,O,X,O,O,O
IOLZSTJ,O,X,X,X,X,X,O,O,O
IOLZSJT,X,X,X,X,O,X,O,O,O
IOJTLSZ,O,X,X,X,X,X,O,O,X
IOJTLZS,O,X,X,X,X,X,O,O,X
IOJTSLZ,O,X,X,X,X,X,O,O,X
IOJTSZL,O,X,X,X,X,X,O,O,X
IOJTZLS,O,X,X,X,X,X,O,O,X
IOJTZSL,O,X,X,X,X,X,O,O,X
IOJLTSZ,O,X,X,X,X,X,O,O,X
IOJLTZS,O,X,X,X,X,X,O,O,O
IOJLSTZ,X,X,X,X,X,X,X,O,X
IOJLSZT,O,X,X,X,X,X,X,O,O
IOJLZTS,O,X,X,X,X,X,O,O,O
IOJLZST,O,X,X,X,X,X,O,O,O
IOJSTLZ,X,X,X,X,X,X,O,O,O
IOJSTZL,X,X,X,X,X,X,O,O,O
IOJSLTZ,X,X,X,X,X,X,X,O,O
IOJSLZT,O,X,O,X,X,X,X,O,O
IOJSZTL,O,X,O,X,X,X,O,O,O
IOJSZLT,O,X,O,X,X,X,O,O,O
IOJZTLS,O,X,O,X,X,X,O,O,O
IOJZTSL,O,X,O,X,X,X,O,O,O
IOJZLTS,O,X,X,X,X,X,O,O,O
IOJZLST,O,X,X,X,X,X,O,O,O
IOJZSTL,O,X,O,X,X,X,O,O,O
IOJZSLT,O,X,O,X,X,X,O,O,O
IOSTLJZ,X,O,O,O,X,O,X,X,O
IOSTLZJ,X,O,O,O,X,O,X,X,O
IOSTJLZ,X,O,O,O,X,O,O,X,O
IOSTJZL,X,O,O,O,X,X,O,X,O
IOSTZLJ,X,O,O,O,X,X,O,X,O
IOSTZJL,X,O,O,O,X,X,O,X,O
IOSLTJZ,X,O,O,O,X,O,X,X,O
IOSLTZJ,X,O,O,O,X,O,X,X,O
IOSLJTZ,X,X,X,O,X,X,X,O,O
IOSLJZT,X,X,O,O,X,X,X,O,O
IOSLZTJ,X,O,O,O,X,X,X,O,O
IOSLZJT,X,O,O,O,X,X,X,O,O
IOSJTLZ,X,X,X,X,X,X,O,O,O
IOSJTZL,X,X,X,X,X,X,O,O,O
IOSJLTZ,X,X,X,X,X,X,X,O,O
IOSJLZT,X,X,O,X,X,X,X,O,O
IOSJZTL,X,X,O,X,X,X,O,O,O
IOSJZLT,X,X,O,X,X,X,O,O,O
IOSZTLJ,X,O,O,O,X,X,O,O,O
IOSZTJL,X,O,O,O,X,X,O,O,O
IOSZLTJ,X,O,O,O,X,X,O,O,O
IOSZLJT,X,O,O,O,X,X,O,O,O
IOSZJTL,X,O,O,O,X,X,O,O,O
IOSZJLT,X,O,O,X,X,X,O,O,O
IOZTLJS,O,O,O,X,O,X,O,O,O
IOZTLSJ,O,O,O,X,O,X,O,O,O
IOZTJLS,O,O,O,X,O,X,O,O,O
IOZTJSL,O,O,O,X,X,X,O,O,O
IOZTSLJ,O,O,O,X,X,X,O,O,O
IOZTSJL,O,O,O,X,X,X,O,O,O
IOZLTJS,O,X,X,X,O,X,O,O,O
IOZLTSJ,O,X,X,X,O,X,O,O,O
IOZLJTS,O,X,X,X,O,X,O,O,O
IOZLJST,O,X,X,X,O,X,O,O,O
IOZLSTJ,O,X,X,X,X,X,O,O,O
IOZLSJT,X,X,X,X,O,X,O,O,O
IOZJTLS,O,O,O,X,O,X,O,O,O
IOZJTSL,O,O,O,X,X,X,O,O,O
IOZJLTS,O,X,X,X,O,X,O,O,O
IOZJLST,O,X,X,X,O,X,O,O,O
IOZJSTL,O,O,O,X,X,X,O,O,O
IOZJSLT,O,O,O,X,X,X,O,O,O
IOZSTLJ,O,O,O,X,X,X,O,O,O
IOZSTJL,O,O,O,X,X,X,O,O,O
IOZSLTJ,O,O,O,X,X,X,O,O,O
IOZSLJT,X,O,O,X,X,X,O,O,O
IOZSJTL,O,O,O,X,X,X,O,O,O
IOZSJLT,O,O,O,X,X,X,O,O,O
LTIJSZO,O,X,X,O,O,O,O,O,O
LTIJSOZ,O,X,X,O,O,O,O,X,O
LTIJZSO,O,X,X,O,O,O,O,O,O
LTIJZOS,O,X,X,O,O,O,O,O,O
LTIJOSZ,O,X,X,O,O,O,O,X,X
LTIJOZS,O,X,X,O,O,O,O,O,O
LTISJZO,O,O,O,O,O,O,O,X,O
LTISJOZ,O,O,O,O,O,O,O,X,O
LTISZJO,O,O,O,O,O,O,O,X,O
LTISZOJ,O,O,O,O,O,O,O,X,O
LTISOJZ,O,O,O,O,O,O,X,X,O
LTISOZJ,O,O,O,O,O,O,X,X,O
LTIZJSO,O,O,O,O,O,O,O,O,O
LTIZJOS,O,O,O,O,O,O,O,O,O
LTIZSJO,O,O,O,O,O,O,O,O,O
LTIZSOJ,O,O,O,O,O,O,O,O,O
LTIZOJS,O,O,O,O,O,O,O,O,O
LTIZOSJ,O,O,O,O,O,O,O,O,O
LTIOJSZ,O,X,X,O,O,O,O,O,X
LTIOJZS,O,X,X,O,O,O,O,O,O
LTIOSJZ,O,O,O,O,O,O,X,X,X
LTIOSZJ,O,O,O,O,O,O,X,X,X
LTIOZJS,O,O,O,O,O,O,O,O,O
LTIOZSJ,O,O,O,O,O,O,O,O,O
LTJISZO,O,X,X,O,O,O,O,O,O
LTJISOZ,O,X,X,O,O,O,O,X,O
LTJIZSO,O,X,X,O,O,O,O,O,O
LTJIZOS,O,X,X,O,O,O,O,O,O
LTJIOSZ,O,X,X,O,O,O,O,X,X
LTJIOZS,O,X,X,O,O,O,O,O,O
LTJSIZO,O,X,X,O,O,O,O,O,O
LTJSIOZ,O,X,X,O,O,O,O,X,O
LTJSZIO,O,X,X,O,O,O,O,O,O
LTJSZOI,O,X,X,O,O,O,O,O,O
LTJSOIZ,O,X,X,O,O,O,O,X,O
LTJSOZI,O,X,X,O,O,O,O,X,O
LTJZISO,O,X,X,O,O,O,O,O,O
LTJZIOS,O,X,X,O,O,O,O,O,O
LTJZSIO,O,X,X,O,O,O,O,O,O
LTJZSOI,O,X,X,O,O,O,O,O,O
LTJZOIS,O,X,X,O,O,O,O,O,O
LTJZOSI,O,X,X,O,O,O,O,O,O
LTJOISZ,O,X,X,O,O,O,O,X,X
LTJOIZS,O,X,X,O,O,O,O,O,O
LTJOSIZ,O,X,X,O,O,O,O,X,X
LTJOSZI,O,X,X,O,O,O,O,X,X
LTJOZIS,O,X,X,O,O,O,O,O,O
LTJOZSI,O,X,X,O,O,O,O,O,O
LTSIJZO,O,O,O,O,O,O,O,X,O
LTSIJOZ,O,O,O,O,O,O,O,X,O
LTSIZJO,O,O,O,O,O,O,O,X,O
LTSIZOJ,O,O,O,O,O,O,O,X,O
LTSIOJZ,O,O,O,O,O,O,X,X,O
LTSIOZJ,O,O,O,O,O,O,X,X,O
LTSJIZO,O,O,O,O,O,O,O,X,O
LTSJIOZ,O,O,O,O,O,O,O,X,O
LTSJZIO,O,O,O,O,O,O,O,X,O
LTSJZOI,O,O,O,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,O,O,O,X,O
LTSJOZI,O,O,O,O,O,O,O,X,O
LTSZIJO,O,O,O,O,O,O,O,X,O
LTSZIOJ,O,O,O,O,O,O,O,X,O
LTSZJIO,O,O,O,O,O,O,O,X,O
LTSZJOI,O,O,O,O,O,O,O,X,O
LTSZOIJ,O,O,O,O,O,O,O,X,O
LTSZOJI,O,O,O,O,O,O,O,X,O
LTSOIJZ,O,O,O,O,O,O,X,X,O
LTSOIZJ,O,O,O,O,O,O,X,X,O
LTSOJIZ,O,O,O,O,O,O,X,X,O
LTSOJZI,O,O,O,O,O,O,X,X,O
LTSOZIJ,O,O,O,O,O,O,X,X,O
LTSOZJI,O,O,O,O,O,O,X,X,O
LTZIJSO,O,O,O,O,O,O,O,O,O
LTZIJOS,O,O,O,O,O,O,O,O,O
LTZISJO,O,O,O,O,O,O,O,O,O
LTZISOJ,O,O,O,O,O,O,O,O,O
LTZIOJS,O,O,O,O,O,O,O,O,O
LTZIOSJ,O,O,O,O,O,O,O,O,O
LTZJISO,O,O,O,O,O,O,O,O,O
LTZJIOS,O,O,O,O,O,O,O,O,O
LTZJSIO,O,O,O,O,O,O,O,O,O
LTZJSOI,O,O,O,O,O,O,O,O,O
LTZJOIS,O,O,O,O,O,O,O,O,O
LTZJOSI,O,O,O,O,O,O,O,O,O
LTZSIJO,O,O,O,O,O,O,O,O,O
LTZSIOJ,O,O,O,O,O,O,O,O,O
LTZSJIO,O,O,O,O,O,O,O,O,O
LTZSJOI,O,O,O,O,O,O,O,O,O
LTZSOIJ,O,O,O,O,O,O,O,O,O
LTZSOJI,O,O,O,O,O,O,O,O,O
LTZOIJS,O,O,O,O,O,O,O,O,O
LTZOISJ,O,O,O,O,O,O,O,O,O
LTZOJIS,O,O,O,O,O,O,O,O,O
