sequence,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBulBziBim?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBXdBqlB2mBzi?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhF6gBxcBmhBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBOiBChBziBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBChBmiBTiBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jex6IvhFTcBGgBiiB0iBXm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFmbBzcBfjBqlBxm?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFxbBKiBfjBGhBzl?BFsB,v115@7gC8HeD8FeD8EeH8AeC8Jel6IvhFTdBxgB8nBXhBas?BWwB,v115@7gC8HeD8FeD8EeH8AeC8Je06IvhFlbBXhBZnBznBSw?BGsB
ILOTZSJ,X,O,X,X,X,X,X,X,O,O
ILOJTSZ,X,O,X,X,X,X,X,X,X,X
ILOJTZS,X,O,X,X,X,X,X,X,X,X
ILOJSTZ,X,O,X,X,X,X,X,X,X,O
ILOJSZT,X,O,X,X,X,X,X,X,X,O
ILOJZTS,X,O,X,X,X,X,X,X,X,X
ILOJZST,X,O,X,X,X,X,X,X,X,O
ILOSTJZ,X,X,X,X,X,X,X,X,X,O
ILOSTZJ,X,O,X,X,X,X,X,X,X,O
ILOSJTZ,X,O,X,X,X,X,X,X,X,O
ILOSJZT,X,O,X,X,X,X,X,X,X,O
ILOSZTJ,X,O,X,X,X,X,X,X,X,O
ILOSZJT,X,O,X,X,X,X,X,X,X,O
ILOZTJS,X,O,X,X,X,X,X,X,O,X
ILOZTSJ,X,O,X,X,X,X,X,X,O,O
ILOZJTS,X,O,X,X,X,X,X,X,O,X
ILOZJST,X,O,X,X,X,X,X,X,X,O
ILOZSTJ,X,O,X,X,X,X,X,X,O,O
ILOZSJT,X,O,X,X,X,X,X,X,X,O
IJTLSZO,O,X,X,X,X,O,X,X,X,X
IJTLSOZ,O,X,X,X,X,O,X,X,X,X
IJTLZSO,O,X,X,X,X,O,X,X,X,X
IJTLZOS,O,X,X,X,X,X,X,X,O,X
IJTLOSZ,O,X,X,X,X,O,X,X,X,X
IJTLOZS,O,X,X,X,X,X,X,X,X,X
IJTSLZO,O,X,X,X,O,O,X,X,X,X
IJTSLOZ,O,X,X,X,O,O,X,X,X,X
IJTSZLO,O,X,X,X,O,O,X,X,X,X
IJTSZOL,O,X,X,X,X,O,X,X,X,X
IJTSOLZ,O,X,X,X,X,O,X,X,X,X
IJTSOZL,O,X,X,X,X,O,X,X,X,X
IJTZLSO,O,X,X,X,X,O,X,X,X,X
IJTZLOS,O,X,X,X,X,X,X,X,O,X
IJTZSLO,O,X,X,X,O,X,X,X,X,X
IJTZSOL,O,X,X,X,X,X,X,X,X,X
IJTZOLS,O,X,X,X,X,X,X,X,O,X
IJTZOSL,O,X,X,X,X,X,X,X,X,X
IJTOLSZ,O,X,X,X,X,O,X,X,X,X
IJTOLZS,O,X,X,X,X,X,X,X,X,X
IJTOSLZ,O,X,X,X,X,X,X,X,X,X
IJTOSZL,O,X,X,X,X,X,X,X,X,X
IJTOZLS,O,X,X,X,X,X,X,X,X,X
IJTOZSL,O,X,X,X,X,X,X,X,X,X
IJLTSZO,O,X,X,X,X,O,X,X,X,X
IJLTSOZ,O,X,X,X,X,O,X,X,X,X
IJLTZSO,O,X,X,X,X,O,X,X,X,X
IJLTZOS,O,X,X,X,X,X,X,X,O,X
IJLTOSZ,O,X,X,X,X,O,X,X,X,X
IJLTOZS,O,X,X,X,X,X,X,X,X,X
IJLSTZO,O,X,X,X,X,O,X,X,X,X
IJLSTOZ,X,X,X,X,X,O,X,X,X,X
IJLSZTO,O,X,X,X,X,X,X,X,X,X
IJLSZOT,O,X,X,X,X,X,X,X,X,X
IJLSOTZ,X,X,X,X,X,O,X,X,X,X
IJLSOZT,O,X,X,X,X,X,X,X,X,X
IJLZTSO,O,X,X,X,X,X,X,X,X,X
IJLZTOS,O,X,X,X,X,X,X,X,O,X
IJLZSTO,O,X,X,X,X,X,X,X,X,X
IJLZSOT,O,X,X,X,X,X,X,X,X,X
IJLZOTS,X,X,X,X,X,X,X,X,O,X
IJLZOST,O,X,X,X,X,X,X,X,X,X
IJLOTSZ,X,X,X,X,X,X,X,X,X,X
IJLOTZS,X,X,X,X,X,X,X,X,X,X
IJLOSTZ,X,X,X,X,X,X,X,X,X,X
IJLOSZT,O,X,X,X,X,X,X,X,X,X
IJLOZTS,X,X,X,X,X,X,X,X,X,X
IJLOZST,O,X,X,X,X,X,X,X,X,X
IJSTLZO,O,X,X,X,X,O,X,X,X,X
IJSTLOZ,O,X,X,X,X,O,X,X,X,X
IJSTZLO,O,X,X,X,X,O,X,X,X,X
IJSTZOL,O,X,X,X,X,O,X,X,X,X
IJSTOLZ,O,X,X,X,X,O,X,X,X,X
IJSTOZL,O,X,X,X,X,O,X,X,X,X
IJSLTZO,O,X,X,X,O,O,X,X,X,X
IJSLTOZ,X,X,X,X,X,O,X,X,X,X
IJSLZTO,O,X,X,X,O,X,X,X,X,X
IJSLZOT,O,X,X,X,O,X,X,X,X,X
IJSLOTZ,X,X,X,X,X,O,X,X,X,X
IJSLOZT,O,X,X,X,O,X,X,X,X,X
IJSZTLO,O,X,X,X,X,O,X,X,X,X
IJSZTOL,O,X,X,X,X,O,X,X,X,X
IJSZLTO,O,X,X,X,O,X,X,X,X,X
IJSZLOT,O,X,X,X,O,X,X,X,X,X
IJSZOTL,O,X,X,X,X,O,X,X,X,X
IJSZOLT,O,X,X,X,X,X,X,X,X,X
IJSOTLZ,X,X,X,X,X,O,X,X,X,X
IJSOTZL,O,X,X,X,X,O,X,X,X,X
IJSOLTZ,X,X,X,X,X,O,X,X,X,X
IJSOLZT,O,X,X,X,X,X,X,X,X,X
IJSOZTL,O,X,X,X,X,O,X,X,X,X
IJSOZLT,O,X,X,X,X,X,X,X,X,X
IJZTLSO,O,X,X,X,X,O,X,X,X,X
IJZTLOS,O,X,X,X,X,X,X,X,O,X
IJZTSLO,O,X,X,X,O,X,X,X,X,X
IJZTSOL,O,X,X,X,X,X,X,X,X,X
IJZTOLS,O,X,X,X,X,X,X,X,O,X
IJZTOSL,O,X,X,X,X,X,X,X,X,X
IJZLTSO,O,X,X,X,X,X,X,X,X,X
IJZLTOS,O,X,X,X,X,X,X,X,O,X
IJZLSTO,O,X,X,X,X,X,X,X,X,X
IJZLSOT,O,X,X,X,X,X,X,X,X,X
IJZLOTS,X,X,X,X,X,X,X,X,O,X
IJZLOST,O,X,X,X,X,X,X,X,X,X
IJZSTLO,O,X,X,X,X,O,X,X,X,X
IJZSTOL,O,X,X,X,X,O,X,X,X,X
IJZSLTO,O,X,X,X,O,X,X,X,X,X
IJZSLOT,O,X,X,X,O,X,X,X,X,X
IJZSOTL,O,X,X,X,X,O,X,X,X,X
IJZSOLT,O,X,X,X,X,X,X,X,X,X
IJZOTLS,O,X,X,X,X,X,X,X,O,X
IJZOTSL,O,X,X,X,X,X,X,X,X,X
IJZOLTS,O,X,X,X,X,X,X,X,X,X
IJZOLST,O,X,X,X,X,X,X,X,X,X
IJZOSTL,O,X,X,X,X,X,X,X,X,X
IJZOSLT,O,X,X,X,X,X,X,X,X,X
IJOTLSZ,O,X,X,X,X,O,X,X,X,X
IJOTLZS,O,X,X,X,X,X,X,X,X,X
IJOTSLZ,O,X,X,X,X,X,X,X,X,X
IJOTSZL,O,X,X,X,X,X,X,X,X,X
IJOTZLS,O,X,X,X,X,X,X,X,X,X
IJOTZSL,O,X,X,X,X,X,X,X,X,X
IJOLTSZ,O,X,X,X,X,X,X,X,X,X
IJOLTZS,O,X,X,X,X,X,X,X,X,X
IJOLSTZ,O,X,X,X,X,X,X,X,X,X
IJOLSZT,O,X,X,X,X,X,X,X,X,X
IJOLZTS,O,X,X,X,X,X,X,X,X,X
IJOLZST,O,X,X,X,X,X,X,X,X,X
IJOSTLZ,X,X,X,X,X,O,X,X,X,X
IJOSTZL,O,X,X,X,X,O,X,X,X,X
IJOSLTZ,X,X,X,X,X,O,X,X,X,X
IJOSLZT,O,X,X,X,X,X,X,X,X,X
IJOSZTL,O,X,X,X,X,O,X,X,X,X
IJOSZLT,O,X,X,X,X,X,X,X,X,X
IJOZTLS,O,X,X,X,X,X,X,X,X,X
IJOZTSL,O,X,X,X,X,X,X,X,X,X
IJOZLTS,O,X,X,X,X,X,X,X,X,X
IJOZLST,O,X,X,X,X,X,X,X,X,X
IJOZSTL,O,X,X,X,X,X,X,X,X,X
IJOZSLT,O,X,X,X,X,X,X,X,X,X
ISTLJZO,X,X,O,O,O,O,O,O,X,X
ISTLJOZ,X,X,O,O,O,O,O,O,X,X
ISTLZJO,X,X,O,O,O,X,O,O,X,X
ISTLZOJ,X,X,O,O,O,X,O,O,O,X
ISTLOJZ,X,X,O,O,O,O,O,O,X,X
ISTLOZJ,X,X,O,O,O,X,O,O,X,X
ISTJLZO,X,X,O,O,O,O,O,O,X,X
ISTJLOZ,X,X,O,O,O,O,O,O,X,X
ISTJZLO,X,X,O,O,O,O,X,O,X,X
ISTJZOL,X,X,O,O,X,O,X,X,X,X
ISTJOLZ,X,X,O,X,X,O,O,X,X,X
ISTJOZL,X,X,O,X,X,O,X,X,X,X
ISTZLJO,X,X,O,O,O,X,O,O,X,X
ISTZLOJ,X,X,O,O,O,X,O,O,O,X
ISTZJLO,X,X,O,O,O,X,X,O,X,X
ISTZJOL,X,X,O,O,X,X,X,X,X,X
ISTZOLJ,X,X,O,O,O,X,O,O,O,X
ISTZOJL,X,X,O,O,X,X,X,O,X,X
ISTOLJZ,X,X,O,O,X,O,O,O,X,X
ISTOLZJ,X,X,O,O,X,X,O,O,X,X
ISTOJLZ,X,X,O,O,X,O,O,O,X,X
ISTOJZL,X,X,O,O,X,O,X,O,X,X
ISTOZLJ,X,X,O,O,X,X,O,O,X,X
ISTOZJL,X,X,O,O,X,X,X,O,X,X
ISLTJZO,X,X,O,O,O,X,O,X,X,X
ISLTJOZ,X,X,O,O,O,X,O,X,X,X
ISLTZJO,X,X,O,O,O,X,O,X,X,X
ISLTZOJ,X,X,O,O,O,X,O,X,O,X
ISLTOJZ,X,X,O,O,O,X,O,X,X,X
ISLTOZJ,X,X,O,O,O,X,O,X,X,X
ISLJTZO,X,X,O,O,O,X,O,X,X,X
ISLJTOZ,X,X,X,O,O,X,O,X,X,X
ISLJZTO,X,X,O,O,O,X,O,X,X,X
ISLJZOT,X,X,O,O,O,X,O,X,X,X
ISLJOTZ,X,X,X,O,X,X,O,X,X,X
ISLJOZT,X,X,O,O,O,X,O,X,X,X
ISLZTJO,X,X,O,O,O,X,O,X,X,X
ISLZTOJ,X,X,O,O,O,X,O,X,O,X
ISLZJTO,X,X,O,O,O,X,O,X,X,X
ISLZJOT,X,X,O,O,O,X,O,X,X,X
ISLZOTJ,X,X,O,O,O,X,O,X,O,X
ISLZOJT,X,X,O,O,O,X,O,X,X,X
ISLOTJZ,X,X,X,O,O,X,O,X,X,X
ISLOTZJ,X,X,O,O,O,X,O,X,X,X
ISLOJTZ,X,X,O,O,X,X,O,X,X,X
ISLOJZT,X,X,O,O,O,X,O,X,X,X
ISLOZTJ,X,X,O,O,O,X,O,X,X,X
ISLOZJT,X,X,O,O,O,X,O,X,X,X
ISJTLZO,X,X,O,X,X,O,X,X,X,X
ISJTLOZ,X,X,X,X,X,O,X,X,X,X
ISJTZLO,X,X,O,X,X,O,X,X,X,X
ISJTZOL,X,X,X,X,X,O,X,X,X,X
ISJTOLZ,X,X,X,X,X,O,X,X,X,X
ISJTOZL,X,X,X,X,X,O,X,X,X,X
ISJLTZO,X,X,O,X,O,O,X,X,X,X
ISJLTOZ,X,X,X,X,X,O,X,X,X,X
ISJLZTO,X,X,O,X,O,X,X,X,X,X
ISJLZOT,X,X,O,X,O,X,X,X,X,X
ISJLOTZ,X,X,X,X,X,O,X,X,X,X
ISJLOZT,X,X,O,X,O,X,X,X,X,X
ISJZTLO,X,X,O,X,X,O,X,X,X,X
ISJZTOL,X,X,X,X,X,O,X,X,X,X
ISJZLTO,X,X,O,X,O,X,X,X,X,X
ISJZLOT,X,X,O,X,O,X,X,X,X,X
ISJZOTL,X,X,X,X,X,O,X,X,X,X
ISJZOLT,X,X,O,X,X,X,X,X,X,X
ISJOTLZ,X,X,X,X,X,O,X,X,X,X
ISJOTZL,X,X,X,X,X,O,X,X,X,X
ISJOLTZ,X,X,X,X,X,O,X,X,X,X
ISJOLZT,X,X,O,X,X,X,X,X,X,X
ISJOZTL,X,X,X,X,X,O,X,X,X,X
ISJOZLT,X,X,O,X,X,X,X,X,X,X
ISZTLJO,X,X,O,O,O,X,X,O,X,X
ISZTLOJ,X,X,O,O,O,X,X,O,O,X
ISZTJLO,X,X,O,O,O,X,X,O,X,X
ISZTJOL,X,X,O,O,X,X,X,X,X,X
ISZTOLJ,X,X,O,O,O,X,X,O,O,X
ISZTOJL,X,X,O,O,X,X,X,O,X,X
ISZLTJO,X,X,O,O,O,X,O,X,X,X
ISZLTOJ,X,X,O,O,O,X,O,X,O,X
ISZLJTO,X,X,O,O,O,X,O,X,X,X
ISZLJOT,X,X,O,O,O,X,O,X,X,X
ISZLOTJ,X,X,O,O,O,X,O,X,O,X
ISZLOJT,X,X,O,O,O,X,O,X,X,X
ISZJTLO,X,X,O,O,O,X,X,X,X,X
ISZJTOL,X,X,X,O,X,X,X,X,X,X
ISZJLTO,X,X,O,O,O,X,O,X,X,X
ISZJLOT,X,X,O,O,O,X,O,X,X,X
ISZJOTL,X,X,X,O,X,X,X,X,X,X
ISZJOLT,X,X,O,O,X,X,X,X,X,X
ISZOTLJ,X,X,O,O,O,X,X,O,O,X
ISZOTJL,X,X,O,O,X,X,X,O,X,X
ISZOLTJ,X,X,O,O,O,X,X,X,X,X
ISZOLJT,X,X,O,O,O,X,X,X,X,X
ISZOJTL,X,X,O,O,X,X,X,X,X,X
ISZOJLT,X,X,O,O,X,X,X,X,X,X
ISOTLJZ,X,X,X,X,X,O,X,O,X,X
ISOTLZJ,X,X,O,X,X,X,X,O,X,X
ISOTJLZ,X,X,O,X,X,O,X,O,X,X
ISOTJZL,X,X,O,X,X,O,X,O,X,X
ISOTZLJ,X,X,O,X,X,X,X,O,X,X
ISOTZJL,X,X,O,X,X,X,X,O,X,X
ISOLTJZ,X,X,X,O,X,X,X,X,X,X
ISOLTZJ,X,X,O,O,X,X,X,X,X,X
ISOLJTZ,X,X,O,O,X,X,X,X,X,X
ISOLJZT,X,X,O,O,X,X,X,X,X,X
ISOLZTJ,X,X,O,O,X,X,X,X,X,X
ISOLZJT,X,X,O,O,X,X,X,X,X,X
ISOJTLZ,X,X,O,X,X,O,X,X,X,X
ISOJTZL,X,X,O,X,X,O,X,X,X,X
ISOJLTZ,X,X,O,O,X,O,X,X,X,X
ISOJLZT,X,X,O,O,X,X,X,X,X,X
ISOJZTL,X,X,O,O,X,O,X,X,X,X
ISOJZLT,X,X,O,O,X,X,X,X,X,X
ISOZTLJ,X,X,O,O,X,X,X,O,X,X
ISOZTJL,X,X,O,O,X,X,X,O,X,X
ISOZLTJ,X,X,O,O,X,X,X,X,X,X
ISOZLJT,X,X,O,O,X,X,X,X,X,X
ISOZJTL,X,X,O,O,X,X,X,X,X,X
ISOZJLT,X,X,O,O,X,X,X,X,X,X
IZTLJSO,O,O,O,O,X,O,X,X,X,X
IZTLJOS,O,O,O,O,X,X,X,X,O,X
IZTLSJO,O,O,X,O,O,X,X,X,X,X
IZTLSOJ,O,O,X,O,O,X,X,X,O,X
IZTLOJS,O,O,O,O,X,X,X,X,O,X
IZTLOSJ,O,O,O,X,X,X,X,X,O,X
IZTJLSO,O,O,O,O,X,O,X,X,X,X
IZTJLOS,O,O,O,O,X,X,X,X,O,X
IZTJSLO,O,X,O,O,O,X,X,O,X,X
IZTJSOL,O,X,X,O,X,X,X,X,X,X
IZTJOLS,O,O,O,O,X,X,X,X,O,X
IZTJOSL,O,O,X,O,X,X,X,X,X,X
IZTSLJO,O,O,O,O,O,X,X,O,X,X
IZTSLOJ,O,O,O,O,O,X,X,O,O,X
IZTSJLO,O,X,O,O,O,X,X,O,X,X
IZTSJOL,O,X,O,O,X,X,X,X,X,X
IZTSOLJ,O,O,O,O,O,X,X,O,O,X
IZTSOJL,O,O,O,O,X,X,X,O,X,X
IZTOLJS,O,O,O,O,X,X,X,X,O,X
IZTOLSJ,O,O,O,X,X,X,X,X,O,X
IZTOJLS,O,O,O,O,X,X,X,X,O,X
IZTOJSL,O,O,O,O,X,X,X,O,X,X
IZTOSLJ,O,O,O,O,O,X,X,O,O,X
IZTOSJL,O,O,O,O,X,X,X,O,X,X
IZLTJSO,O,O,O,O,X,X,X,X,X,X
IZLTJOS,O,O,O,O,X,X,X,X,O,X
IZLTSJO,O,O,X,O,O,X,X,X,X,X
IZLTSOJ,O,O,X,O,O,X,X,X,O,X
IZLTOJS,O,O,O,O,X,X,X,X,O,X
IZLTOSJ,O,O,O,X,X,X,X,X,O,X
IZLJTSO,O,O,X,X,X,X,X,X,X,X
IZLJTOS,O,O,X,X,X,X,X,X,O,X
IZLJSTO,O,O,X,X,X,X,O,X,X,X
IZLJSOT,O,O,X,X,X,X,O,X,X,X
IZLJOTS,X,O,X,X,X,X,X,X,O,X
IZLJOST,O,O,X,X,X,X,X,X,X,X
IZLSTJO,O,O,O,O,O,X,O,X,X,X
IZLSTOJ,O,O,O,O,O,X,O,X,O,O
IZLSJTO,O,O,O,O,O,X,O,X,X,X
IZLSJOT,O,O,O,O,O,X,O,X,X,X
IZLSOTJ,O,O,O,O,O,X,O,X,O,O
IZLSOJT,O,O,O,O,O,X,O,X,X,O
IZLOTJS,X,O,O,X,X,X,X,X,O,X
IZLOTSJ,O,O,O,X,X,X,X,X,O,O
IZLOJTS,X,O,O,X,X,X,X,X,O,X
IZLOJST,O,O,O,O,X,X,X,X,X,O
IZLOSTJ,O,O,O,O,X,X,X,X,O,O
IZLOSJT,O,O,O,O,X,X,X,X,X,O
IZJTLSO,O,O,X,O,X,O,X,X,X,X
IZJTLOS,O,O,X,O,X,X,X,X,O,X
IZJTSLO,O,X,X,O,O,X,X,X,X,X
IZJTSOL,O,X,X,O,X,X,X,X,X,X
IZJTOLS,O,O,X,O,X,X,X,X,O,X
IZJTOSL,O,O,X,O,X,X,X,X,X,X
IZJLTSO,O,O,X,X,X,X,X,X,X,X
IZJLTOS,O,O,X,X,X,X,X,X,O,X
IZJLSTO,O,O,X,X,X,X,O,X,X,X
IZJLSOT,O,O,X,X,X,X,O,X,X,X
IZJLOTS,X,O,X,X,X,X,X,X,O,X
IZJLOST,O,O,X,X,X,X,X,X,X,X
IZJSTLO,O,X,X,O,O,O,X,X,X,X
IZJSTOL,O,X,X,O,X,O,X,X,X,X
IZJSLTO,O,X,X,O,O,X,O,X,X,X
IZJSLOT,O,X,X,O,O,X,O,X,X,X
IZJSOTL,O,X,X,O,X,O,X,X,X,X
IZJSOLT,O,X,X,O,X,X,X,X,X,X
IZJOTLS,O,X,X,X,X,X,X,X,O,X
IZJOTSL,O,X,X,O,X,X,X,X,X,X
IZJOLTS,O,O,X,X,X,X,X,X,X,X
IZJOLST,O,O,X,O,X,X,X,X,X,X
IZJOSTL,O,O,X,O,X,X,X,X,X,X
IZJOSLT,O,O,X,O,X,X,X,X,X,X
IZSTLJO,O,O,O,O,O,X,X,O,X,X
IZSTLOJ,O,O,O,O,O,X,X,O,O,X
IZSTJLO,O,X,O,O,O,X,X,O,X,X
IZSTJOL,O,X,O,O,X,X,X,X,X,X
IZSTOLJ,O,O,O,O,O,X,X,O,O,X
IZSTOJL,O,O,O,O,X,X,X,O,X,X
IZSLTJO,O,O,O,O,O,X,O,X,X,X
IZSLTOJ,O,O,O,O,O,X,O,X,O,X
IZSLJTO,O,O,O,O,O,X,O,X,X,X
IZSLJOT,O,O,O,O,O,X,O,X,X,X
IZSLOTJ,O,O,O,O,O,X,O,X,O,X
IZSLOJT,O,O,O,O,O,X,O,X,X,X
IZSJTLO,O,X,O,O,O,X,X,X,X,X
IZSJTOL,O,X,X,O,X,X,X,X,X,X
IZSJLTO,O,X,O,O,O,X,O,X,X,X
IZSJLOT,O,X,O,O,O,X,O,X,X,X
IZSJOTL,O,X,X,O,X,X,X,X,X,X
IZSJOLT,O,X,O,O,X,X,X,X,X,X
IZSOTLJ,O,O,O,O,O,X,X,O,O,X
IZSOTJL,O,O,O,O,X,X,X,O,X,X
IZSOLTJ,O,O,O,O,O,X,X,X,X,X
IZSOLJT,O,O,O,O,O,X,X,X,X,X
IZSOJTL,O,O,O,O,X,X,X,X,X,X
IZSOJLT,O,O,O,O,X,X,X,X,X,X
IZOTLJS,O,O,O,O,X,X,X,X,O,X
IZOTLSJ,O,O,O,X,X,X,X,X,O,O
IZOTJLS,O,O,O,O,X,X,X,X,O,X
IZOTJSL,O,O,O,O,X,X,X,O,X,X
IZOTSLJ,O,O,O,O,O,X,X,O,O,X
IZOTSJL,O,O,O,O,X,X,X,O,X,X
IZOLTJS,X,O,O,X,X,X,X,X,O,X
IZOLTSJ,O,O,O,X,X,X,X,X,O,O
IZOLJTS,O,O,O,X,X,X,X,X,O,X
IZOLJST,O,O,O,O,X,X,X,X,X,O
IZOLSTJ,O,O,O,O,X,X,X,X,O,O
IZOLSJT,O,O,O,O,X,X,X,X,X,O
IZOJTLS,O,X,X,X,X,X,X,X,O,X
IZOJTSL,O,X,X,O,X,X,X,O,X,X
IZOJLTS,O,O,O,X,X,X,X,X,X,X
IZOJLST,O,O,O,O,X,X,X,X,X,O
IZOJSTL,O,O,X,O,X,X,X,X,X,X
IZOJSLT,O,O,X,O,X,X,X,X,X,X
IZOSTLJ,O,O,O,O,O,X,X,O,O,X
IZOSTJL,O,O,O,O,X,X,X,O,X,X
IZOSLTJ,O,O,O,O,O,X,X,X,X,O
IZOSLJT,O,O,O,O,O,X,X,X,X,O
IZOSJTL,O,O,O,O,X,X,X,X,X,X
IZOSJLT,O,O,O,O,X,X,X,X,X,X
IOTLJSZ,O,O,X,X,X,O,X,X,X,X
IOTLJZS,O,O,O,X,X,X,X,X,X,X
IOTLSJZ,O,O,O,X,X,X,X,X,X,O
IOTLSZJ,O,O,O,X,X,X,X,X,X,O
IOTLZJS,O,O,O,X,X,X,X,X,O,X
IOTLZSJ,O,O,O,X,X,X,X,X,O,O
IOTJLSZ,O,O,X,X,X,O,X,X,X,X
IOTJLZS,O,O,O,X,X,X,X,X,X,X
IOTJSLZ,O,O,O,O,X,X,X,O,X,X
IOTJSZL,O,X,O,O,X,X,X,O,X,X
IOTJZLS,O,X,O,O,X,X,X,X,X,X
IOTJZSL,O,X,O,O,X,X,X,O,X,X
IOTSLJZ,O,O,O,O,X,X,X,O,X,X
IOTSLZJ,O,O,O,O,X,X,X,O,X,X
IOTSJLZ,O,O,O,O,X,X,X,O,X,X
IOTSJZL,O,O,O,O,X,X,X,O,X,X
IOTSZLJ,O,O,O,O,X,X,X,O,X,X
IOTSZJL,O,O,O,O,X,X,X,O,X,X
IOTZLJS,O,O,O,O,X,X,X,X,O,X
IOTZLSJ,O,O,O,X,X,X,X,X,O,O
IOTZJLS,O,O,O,O,X,X,X,X,O,X
IOTZJSL,O,O,O,O,X,X,X,O,X,X
IOTZSLJ,O,O,O,O,X,X,X,O,O,X
IOTZSJL,O,O,O,O,X,X,X,O,X,X
IOLTJSZ,X,O,X,X,X,X,X,X,X,X
IOLTJZS,X,O,O,X,X,X,X,X,X,X
IOLTSJZ,X,O,O,X,X,X,X,X,X,O
IOLTSZJ,X,O,O,X,X,X,X,X,X,O
IOLTZJS,X,O,O,X,X,X,X,X,O,X
IOLTZSJ,X,O,O,X,X,X,X,X,O,O
IOLJTSZ,O,O,X,X,X,X,X,X,X,X
IOLJTZS,O,O,X,X,X,X,X,X,X,X
IOLJSTZ,O,O,X,X,X,X,X,X,X,O
IOLJSZT,O,O,X,X,X,X,X,X,X,O
IOLJZTS,O,O,X,X,X,X,X,X,X,X
IOLJZST,O,O,X,X,X,X,X,X,X,O
IOLSTJZ,X,X,X,X,X,X,X,X,X,O
IOLSTZJ,O,O,O,X,X,X,X,X,X,O
IOLSJTZ,O,O,O,X,X,X,X,X,X,O
IOLSJZT,O,O,O,X,X,X,X,X,X,O
IOLSZTJ,O,O,O,X,X,X,X,X,X,O
IOLSZJT,O,O,O,X,X,X,X,X,X,O
IOLZTJS,X,O,O,X,X,X,X,X,O,X
IOLZTSJ,O,O,O,X,X,X,X,X,O,O
IOLZJTS,O,O,O,X,X,X,X,X,O,X
IOLZJST,O,O,O,X,X,X,X,X,X,O
IOLZSTJ,O,O,O,X,X,X,X,X,O,O
IOLZSJT,O,O,O,X,X,X,X,X,X,O
IOJTLSZ,O,X,X,X,X,O,X,X,X,X
IOJTLZS,O,X,O,X,X,X,X,X,X,X
IOJTSLZ,O,X,O,X,X,X,X,O,X,X
IOJTSZL,O,X,O,X,X,X,X,O,X,X
IOJTZLS,O,X,O,X,X,X,X,X,X,X
IOJTZSL,O,X,O,X,X,X,X,O,X,X
IOJLTSZ,O,X,X,X,X,X,X,X,X,X
IOJLTZS,O,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,X,X,X,X,X,X,X,X,O
IOJLSZT,O,X,X,X,X,X,X,X,X,O
IOJLZTS,O,X,X,X,X,X,X,X,X,X
IOJLZST,O,X,X,X,X,X,X,X,X,O
IOJSTLZ,X,X,O,X,X,O,X,X,X,X
IOJSTZL,O,X,O,X,X,O,X,X,X,X
IOJSLTZ,X,X,O,O,X,O,X,X,X,X
IOJSLZT,O,X,O,O,X,X,X,X,X,X
IOJSZTL,O,X,O,O,X,O,X,X,X,X
IOJSZLT,O,X,O,O,X,X,X,X,X,X
IOJZTLS,O,X,X,X,X,X,X,X,X,X
IOJZTSL,O,X,X,O,X,X,X,O,X,X
IOJZLTS,O,X,O,X,X,X,X,X,X,X
IOJZLST,O,X,O,O,X,X,X,X,X,O
IOJZSTL,O,X,X,O,X,X,X,X,X,X
IOJZSLT,O,X,X,O,X,X,X,X,X,X
IOSTLJZ,O,O,O,X,X,X,X,O,X,X
IOSTLZJ,O,O,O,X,X,X,X,O,X,X
IOSTJLZ,O,O,O,X,X,X,X,O,X,X
IOSTJZL,O,O,O,X,X,X,X,O,X,X
IOSTZLJ,O,O,O,X,X,X,X,O,X,X
IOSTZJL,O,O,O,X,X,X,X,O,X,X
IOSLTJZ,X,X,X,O,X,X,X,X,X,O
IOSLTZJ,O,O,O,O,X,X,X,X,X,O
IOSLJTZ,O,O,O,O,X,X,X,X,X,O
IOSLJZT,O,O,O,O,X,X,X,X,X,O
IOSLZTJ,O,O,O,O,X,X,X,X,X,O
IOSLZJT,O,O,O,O,X,X,X,X,X,O
IOSJTLZ,X,X,O,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,X,X,X,X,X,X
IOSJLTZ,X,X,O,O,X,X,X,X,X,X
IOSJLZT,O,X,O,O,X,X,X,X,X,X
IOSJZTL,O,O,O,O,X,X,X,X,X,X
IOSJZLT,O,O,O,O,X,X,X,X,X,X
IOSZTLJ,O,O,O,O,X,X,X,O,X,X
IOSZTJL,O,O,O,O,X,X,X,O,X,X
IOSZLTJ,O,O,O,O,X,X,X,X,X,O
IOSZLJT,O,O,O,O,X,X,X,X,X,O
IOSZJTL,O,O,O,O,X,X,X,X,X,X
IOSZJLT,O,O,O,O,X,X,X,X,X,X
IOZTLJS,O,O,O,O,X,X,X,X,O,X
IOZTLSJ,O,O,O,X,X,X,X,X,O,O
