sequence,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBidB?5jBziB3mBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSiB?TeB3mBGoBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBzdB?+jBFnB3mBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcBxdB?/nB1rBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFRcBSjB?FnBToB3mBusB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB1rB?xnB/nBToBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFXdB5nB?6tBOtBzrBFrB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFGcB5jB?3mBznBinBlsB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBWnB?TjBXnBFmBCtB,v115@zgA8IeB8BeA8EeE8EeD8FeG8AeB8JeU7IvhFxdBumB?CjB/sBTtBFrB
JTOZSIL,O,O,X,O,O,X,X,X,X,X
JTOZSLI,O,O,X,O,O,X,X,X,X,X
JITLSZO,X,O,O,X,X,O,X,X,X,X
JITLSOZ,X,O,O,X,X,O,X,X,X,X
JITLZSO,X,O,O,X,X,O,X,X,X,X
JITLZOS,O,O,O,X,X,O,X,X,X,X
JITLOSZ,O,O,O,X,X,O,X,X,X,X
JITLOZS,O,O,O,X,X,O,X,X,X,X
JITSLZO,O,O,X,O,X,O,X,X,X,X
JITSLOZ,O,O,X,X,X,O,X,X,X,X
JITSZLO,O,O,X,O,X,O,X,X,X,X
JITSZOL,O,O,X,O,X,O,X,O,X,X
JITSOLZ,O,O,X,O,X,O,X,O,X,X
JITSOZL,O,O,X,O,X,O,X,O,X,X
JITZLSO,X,O,O,X,X,O,X,X,X,X
JITZLOS,O,O,O,X,X,O,X,X,X,X
JITZSLO,O,O,X,O,X,O,X,X,X,X
JITZSOL,O,O,X,O,X,O,X,O,X,X
JITZOLS,O,O,X,X,X,O,X,X,X,X
JITZOSL,O,O,X,O,X,O,X,X,X,X
JITOLSZ,O,O,X,X,X,O,X,X,X,X
JITOLZS,O,O,X,X,X,O,X,X,X,X
JITOSLZ,O,O,X,O,X,O,X,X,X,X
JITOSZL,O,O,X,O,X,O,X,X,X,X
JITOZLS,O,O,X,X,X,O,X,X,X,X
JITOZSL,O,O,X,O,X,O,X,X,X,X
JILTSZO,X,X,O,X,X,X,X,X,X,X
JILTSOZ,X,X,O,X,X,X,X,X,X,X
JILTZSO,X,X,O,X,X,X,X,X,X,X
JILTZOS,O,O,O,X,X,X,X,X,X,X
JILTOSZ,O,X,O,X,X,X,X,X,X,X
JILTOZS,O,O,O,X,X,X,X,X,X,X
JILSTZO,O,O,O,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,X,X,X,X,X
JILSZTO,O,O,O,X,X,X,X,X,X,X
JILSZOT,O,O,O,X,X,X,X,O,X,X
JILSOTZ,X,O,X,X,X,X,X,O,X,X
JILSOZT,O,O,O,X,X,X,X,O,X,X
JILZTSO,X,X,O,X,X,X,X,X,X,X
JILZTOS,O,O,O,X,X,X,X,X,X,X
JILZSTO,O,O,O,X,X,X,X,X,X,X
JILZSOT,O,O,O,X,X,X,X,O,X,X
JILZOTS,X,O,O,X,X,X,X,X,X,X
JILZOST,X,O,O,X,X,X,O,X,X,X
JILOTSZ,X,X,O,X,X,X,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X,X,X
JILOSTZ,X,X,X,X,X,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,O,X,X,X
JILOZTS,X,O,O,X,X,X,X,X,X,X
JILOZST,X,O,O,X,X,X,O,X,X,X
JISTLZO,O,O,X,X,X,X,X,X,X,X
JISTLOZ,O,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,X,X,X,O,X,X
JISTOLZ,O,O,X,X,X,X,X,O,X,X
JISTOZL,O,O,X,X,X,X,X,O,X,X
JISLTZO,O,O,X,X,X,X,X,X,X,X
JISLTOZ,O,O,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,X,X,X,X,X,X,X
JISLZOT,O,O,X,X,X,X,X,O,X,O
JISLOTZ,X,O,X,X,X,X,X,O,X,X
JISLOZT,O,O,X,X,X,X,X,O,X,X
JISZTLO,O,O,X,X,X,X,X,X,X,X
JISZTOL,O,O,X,X,X,X,X,O,X,X
JISZLTO,O,O,X,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,O,X,O
JISZOTL,O,O,X,X,X,X,X,O,X,X
JISZOLT,O,O,X,X,X,X,X,O,X,O
JISOTLZ,O,O,X,X,X,X,X,O,X,X
JISOTZL,O,O,X,X,X,X,X,O,X,X
JISOLTZ,X,O,X,X,X,X,X,O,X,O
JISOLZT,O,O,X,X,X,X,X,O,X,O
JISOZTL,O,O,X,X,X,X,X,O,X,X
JISOZLT,O,O,X,X,X,X,X,O,X,O
JIZTLSO,X,O,O,X,X,O,X,X,X,X
JIZTLOS,O,O,O,X,X,O,X,X,X,X
JIZTSLO,O,O,X,O,X,O,X,X,X,X
JIZTSOL,O,O,X,O,X,O,X,O,X,X
JIZTOLS,O,O,X,X,X,O,X,X,X,X
JIZTOSL,O,O,X,O,X,O,X,X,X,X
JIZLTSO,X,X,O,X,X,X,X,X,X,X
JIZLTOS,O,O,O,X,X,X,X,X,X,X
JIZLSTO,O,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,O,X,X,X,X,O,X,X
JIZLOTS,X,O,O,X,X,X,X,X,X,X
JIZLOST,X,O,O,X,X,X,O,X,X,X
JIZSTLO,O,O,X,X,X,X,X,X,X,X
JIZSTOL,O,O,X,X,X,X,X,O,X,X
JIZSLTO,O,O,X,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,X,O,X,O
JIZSOTL,O,O,X,X,X,X,X,O,X,X
JIZSOLT,O,O,X,X,X,X,X,O,X,O
JIZOTLS,O,O,X,X,X,X,X,X,X,X
JIZOTSL,O,O,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,X,X,X,X,X,X
JIZOLST,X,O,X,X,X,X,O,X,X,X
JIZOSTL,O,O,X,X,X,X,X,O,X,X
JIZOSLT,O,O,X,X,X,X,O,O,X,X
JIOTLSZ,O,O,X,X,X,X,X,X,X,X
JIOTLZS,O,O,X,X,X,X,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,X,X,X
JIOTSZL,O,O,X,O,X,X,X,X,X,X
JIOTZLS,O,O,X,X,X,X,X,X,X,X
JIOTZSL,O,O,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,X,X,X,X,X
JIOLTZS,X,O,X,X,X,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,X,X,X,X,X
JIOLSZT,X,O,X,X,X,X,O,X,X,X
JIOLZTS,X,O,X,X,X,X,X,X,X,X
JIOLZST,X,O,X,X,X,X,O,X,X,X
JIOSTLZ,O,O,X,X,X,X,X,O,X,X
JIOSTZL,O,O,X,X,X,X,X,O,X,X
JIOSLTZ,X,O,X,X,X,X,X,O,X,X
JIOSLZT,O,O,X,X,X,X,O,O,X,X
JIOSZTL,O,O,X,X,X,X,X,O,X,X
JIOSZLT,O,O,X,X,X,X,O,O,X,X
JIOZTLS,O,O,X,X,X,X,X,X,X,X
JIOZTSL,O,O,X,O,X,X,X,X,X,X
JIOZLTS,X,O,X,X,X,X,X,X,X,X
JIOZLST,X,O,X,X,X,X,O,X,X,X
JIOZSTL,O,O,X,X,X,X,X,O,X,X
JIOZSLT,O,O,X,X,X,X,O,O,X,X
JLTISZO,X,O,O,X,X,O,X,X,X,X
JLTISOZ,X,O,O,X,X,O,X,X,X,X
JLTIZSO,X,O,O,X,X,O,X,X,X,X
JLTIZOS,O,O,O,X,X,O,X,X,X,X
JLTIOSZ,O,O,O,X,X,O,X,X,X,X
JLTIOZS,O,O,O,X,X,O,X,X,X,X
JLTSIZO,X,O,O,O,X,X,X,X,X,X
JLTSIOZ,X,O,O,X,X,X,X,X,X,X
JLTSZIO,X,O,O,O,X,X,X,X,X,X
JLTSZOI,X,O,O,O,X,X,X,X,X,X
JLTSOIZ,X,O,O,O,X,X,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X,X,X
JLTZISO,X,O,O,X,X,O,X,X,X,X
JLTZIOS,O,O,O,X,X,O,X,X,X,X
JLTZSIO,X,O,O,O,X,X,X,X,X,X
JLTZSOI,X,O,O,O,X,X,X,X,X,X
JLTZOIS,O,O,O,X,X,X,X,X,X,X
JLTZOSI,O,O,O,O,X,X,X,X,O,X
JLTOISZ,O,O,O,X,X,X,X,X,X,X
JLTOIZS,O,O,O,X,X,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,X,X,X,O,X
JLTOSZI,O,O,O,O,X,X,X,X,O,X
JLTOZIS,O,O,O,X,X,X,X,X,X,X
JLTOZSI,O,O,O,O,X,X,X,X,O,X
JLITSZO,X,X,O,X,X,X,X,X,X,X
JLITSOZ,X,X,O,X,X,X,X,X,X,X
JLITZSO,X,X,O,X,X,X,X,X,X,X
JLITZOS,O,O,O,X,X,X,X,X,X,X
JLITOSZ,O,X,O,X,X,X,X,X,X,X
JLITOZS,O,O,O,X,X,X,X,X,X,X
JLISTZO,O,O,O,X,X,X,X,X,X,X
JLISTOZ,O,O,O,X,X,X,X,X,X,X
JLISZTO,O,O,O,X,X,X,X,X,X,X
JLISZOT,O,O,O,X,X,X,X,O,X,X
JLISOTZ,X,O,X,X,X,X,X,O,X,X
JLISOZT,O,O,O,X,X,X,X,O,X,X
JLIZTSO,X,X,O,X,X,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,X,X,X,X
JLIZSOT,O,O,O,X,X,X,X,O,X,X
JLIZOTS,X,O,O,X,X,X,X,X,X,X
JLIZOST,X,O,O,X,X,X,O,X,O,X
JLIOTSZ,X,X,O,X,X,X,X,X,X,X
JLIOTZS,X,O,O,X,X,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,X,X,X,O,X
JLIOSZT,X,O,O,X,X,X,O,X,O,X
JLIOZTS,X,O,O,X,X,X,X,X,X,X
JLIOZST,X,O,O,X,X,X,O,X,O,X
JLSTIZO,O,O,O,X,X,X,X,X,X,X
JLSTIOZ,O,O,O,X,X,X,X,X,X,X
JLSTZIO,O,O,O,X,X,X,X,X,X,X
JLSTZOI,O,O,O,X,X,X,X,X,X,O
JLSTOIZ,O,O,O,X,X,X,X,X,X,X
JLSTOZI,O,O,O,X,X,X,X,X,X,X
JLSITZO,O,O,O,X,X,X,X,X,X,X
JLSITOZ,O,O,O,X,X,X,X,X,X,X
JLSIZTO,O,O,O,X,X,X,X,X,X,X
JLSIZOT,O,O,O,X,X,X,X,O,X,O
JLSIOTZ,X,O,X,X,X,X,X,O,X,X
JLSIOZT,O,O,O,X,X,X,X,O,X,X
JLSZTIO,O,O,O,X,X,X,X,X,X,X
JLSZTOI,O,O,O,X,X,X,X,X,X,O
JLSZITO,O,O,O,X,X,X,X,X,X,X
JLSZIOT,O,O,O,X,X,X,X,O,X,O
JLSZOTI,X,O,O,X,X,X,X,X,O,O
JLSZOIT,O,O,O,X,X,X,X,O,O,O
JLSOTIZ,X,O,O,X,X,X,X,X,O,O
JLSOTZI,X,O,O,X,X,X,X,X,O,O
JLSOITZ,X,O,X,X,X,X,X,O,O,O
JLSOIZT,O,O,O,X,X,X,X,O,O,O
JLSOZTI,X,O,O,X,X,X,X,X,O,O
JLSOZIT,O,O,O,X,X,X,X,O,O,O
JLZTISO,X,O,O,X,X,O,X,X,X,X
JLZTIOS,O,O,O,X,X,O,X,X,X,X
JLZTSIO,X,O,O,O,X,X,X,X,X,X
JLZTSOI,X,O,O,O,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X,X
JLZTOSI,O,O,O,O,X,X,X,X,O,X
JLZITSO,X,X,O,X,X,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X,X,X
JLZISTO,O,O,O,X,X,X,X,X,X,X
JLZISOT,O,O,O,X,X,X,X,O,X,X
JLZIOTS,X,O,O,X,X,X,X,X,X,X
JLZIOST,X,O,O,X,X,X,O,X,O,X
JLZSTIO,O,O,O,X,X,X,X,X,X,X
JLZSTOI,O,O,O,X,X,X,X,X,X,O
JLZSITO,O,O,O,X,X,X,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X,O,X,O
JLZSOTI,X,O,O,X,X,X,X,X,O,O
JLZSOIT,O,O,O,X,X,X,X,O,O,O
JLZOTIS,X,O,O,X,X,X,X,X,X,X
JLZOTSI,X,O,O,O,X,X,X,X,O,X
JLZOITS,X,O,O,X,X,X,X,X,X,X
JLZOIST,X,O,O,X,X,X,O,X,O,X
JLZOSTI,X,O,O,X,X,X,X,X,O,X
JLZOSIT,X,O,O,X,X,X,X,X,O,X
JLOTISZ,X,O,O,X,X,X,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,X,O,X
JLOTSZI,X,O,O,O,X,X,X,X,O,X
JLOTZIS,X,O,O,X,X,X,X,X,X,X
JLOTZSI,X,O,O,O,X,X,X,X,O,X
JLOITSZ,X,X,O,X,X,X,X,X,X,X
JLOITZS,X,O,O,X,X,X,X,X,X,X
JLOISTZ,X,X,X,X,X,X,X,X,O,X
JLOISZT,X,O,O,X,X,X,O,X,O,X
JLOIZTS,X,O,O,X,X,X,X,X,X,X
JLOIZST,X,O,O,X,X,X,O,X,O,X
JLOSTIZ,X,O,O,X,X,X,X,X,O,X
JLOSTZI,X,O,O,X,X,X,X,X,O,X
JLOSITZ,X,O,X,X,X,X,X,X,O,X
JLOSIZT,X,O,O,X,X,X,X,X,O,X
JLOSZTI,X,O,O,X,X,X,X,X,O,X
JLOSZIT,X,O,O,X,X,X,X,X,O,X
JLOZTIS,X,O,O,X,X,X,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X,O,X
JLOZITS,X,O,O,X,X,X,X,X,X,X
JLOZIST,X,O,O,X,X,X,O,X,O,X
JLOZSTI,X,O,O,X,X,X,X,X,O,X
JLOZSIT,X,O,O,X,X,X,X,X,O,X
JSTILZO,O,O,X,O,X,O,X,X,X,X
JSTILOZ,O,O,X,X,X,O,X,X,X,X
JSTIZLO,O,O,X,O,X,O,X,X,X,X
JSTIZOL,O,O,X,O,X,O,X,O,X,X
JSTIOLZ,O,O,X,O,X,O,X,O,X,X
JSTIOZL,O,O,X,O,X,O,X,O,X,X
JSTLIZO,O,O,X,O,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X,X,X,X
JSTLZIO,O,O,X,O,X,X,X,X,X,X
JSTLZOI,O,O,X,O,X,X,X,X,X,O
JSTLOIZ,O,O,X,O,X,X,X,X,X,X
JSTLOZI,O,O,X,O,X,X,X,X,X,X
JSTZILO,O,O,X,O,X,O,X,X,X,X
JSTZIOL,O,O,X,O,X,O,X,O,X,X
JSTZLIO,O,O,X,O,X,X,X,X,X,X
JSTZLOI,O,O,X,O,X,X,X,X,X,O
JSTZOIL,O,O,X,O,X,X,X,O,X,X
JSTZOLI,O,O,X,O,X,X,X,X,X,O
JSTOILZ,O,O,X,O,X,X,X,O,X,X
JSTOIZL,O,O,X,O,X,X,X,O,X,X
JSTOLIZ,O,O,X,O,X,X,X,X,X,O
JSTOLZI,O,O,X,O,X,X,X,X,X,O
JSTOZIL,O,O,X,O,X,X,X,O,X,X
JSTOZLI,O,O,X,O,X,X,X,X,X,O
JSITLZO,O,O,X,X,X,X,X,X,X,X
JSITLOZ,O,O,X,X,X,X,X,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X,X
JSITZOL,O,O,X,X,X,X,X,O,X,X
JSITOLZ,O,O,X,X,X,X,X,O,X,X
JSITOZL,O,O,X,X,X,X,X,O,X,X
JSILTZO,O,O,X,X,X,X,X,X,X,X
JSILTOZ,O,O,X,X,X,X,X,X,X,X
JSILZTO,O,O,X,X,X,X,X,X,X,X
JSILZOT,O,O,X,X,X,X,X,O,X,O
JSILOTZ,X,O,X,X,X,X,X,O,X,X
JSILOZT,O,O,X,X,X,X,X,O,X,X
JSIZTLO,O,O,X,X,X,X,X,X,X,X
JSIZTOL,O,O,X,X,X,X,X,O,X,X
JSIZLTO,O,O,X,X,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,X,O,X,O
JSIZOTL,O,O,X,X,X,X,X,O,X,X
JSIZOLT,O,O,X,X,X,X,X,O,X,O
JSIOTLZ,O,O,X,X,X,X,X,O,X,X
JSIOTZL,O,O,X,X,X,X,X,O,X,X
JSIOLTZ,X,O,X,X,X,X,X,O,X,O
JSIOLZT,O,O,X,X,X,X,X,O,X,O
JSIOZTL,O,O,X,X,X,X,X,O,X,X
JSIOZLT,O,O,X,X,X,X,X,O,X,O
JSLTIZO,O,O,X,X,X,X,X,X,X,X
JSLTIOZ,O,O,X,X,X,X,X,X,X,X
JSLTZIO,O,O,X,X,X,X,X,X,X,X
JSLTZOI,O,O,X,X,X,X,X,X,X,O
JSLTOIZ,O,O,X,X,X,X,X,X,X,X
JSLTOZI,O,O,X,X,X,X,X,X,X,X
JSLITZO,O,O,X,X,X,X,X,X,X,X
JSLITOZ,O,O,X,X,X,X,X,X,X,X
JSLIZTO,O,O,X,X,X,X,X,X,X,X
JSLIZOT,O,O,X,X,X,X,X,O,X,O
JSLIOTZ,X,O,X,X,X,X,X,O,X,X
JSLIOZT,O,O,X,X,X,X,X,O,X,X
JSLZTIO,O,O,X,X,X,X,X,X,X,X
JSLZTOI,O,O,X,X,X,X,X,X,X,O
JSLZITO,O,O,X,X,X,X,X,X,X,X
JSLZIOT,O,O,X,X,X,X,X,O,X,O
JSLZOTI,X,O,X,X,X,X,X,X,X,O
JSLZOIT,O,O,X,X,X,X,X,O,X,O
JSLOTIZ,X,O,X,X,X,X,X,X,X,O
JSLOTZI,X,O,X,X,X,X,X,X,X,O
JSLOITZ,X,O,X,X,X,X,X,O,X,O
JSLOIZT,O,O,X,X,X,X,X,O,X,O
JSLOZTI,X,O,X,X,X,X,X,X,X,O
JSLOZIT,O,O,X,X,X,X,X,O,X,O
JSZTILO,O,O,X,O,X,O,X,X,X,X
JSZTIOL,O,O,X,O,X,O,X,O,X,X
JSZTLIO,O,O,X,O,X,X,X,X,X,X
JSZTLOI,O,O,X,O,X,X,X,X,X,O
JSZTOIL,O,O,X,O,X,X,X,O,X,X
JSZTOLI,O,O,X,O,X,X,X,X,X,O
JSZITLO,O,O,X,X,X,X,X,X,X,X
JSZITOL,O,O,X,X,X,X,X,O,X,X
JSZILTO,O,O,X,X,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,O,X,O
JSZIOTL,O,O,X,X,X,X,X,O,X,X
JSZIOLT,O,O,X,X,X,X,X,O,X,O
JSZLTIO,O,O,X,X,X,X,X,X,X,X
JSZLTOI,O,O,X,X,X,X,X,X,X,O
JSZLITO,O,O,X,X,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,X,X,O,X,O
JSZLOTI,X,O,X,X,X,X,X,X,X,O
JSZLOIT,O,O,X,X,X,X,X,O,X,O
JSZOTIL,O,O,X,O,X,X,X,O,X,X
JSZOTLI,O,O,X,O,X,X,X,X,X,O
JSZOITL,O,O,X,X,X,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,X,O,X,O
JSZOLTI,X,O,X,X,X,X,X,X,X,O
JSZOLIT,O,O,X,X,X,X,X,O,X,O
JSOTILZ,O,O,X,O,X,X,X,O,X,X
JSOTIZL,O,O,X,O,X,X,X,O,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,O
JSOTLZI,O,O,X,O,X,X,X,X,X,O
JSOTZIL,O,O,X,O,X,X,X,O,X,X
JSOTZLI,O,O,X,O,X,X,X,X,X,O
JSOITLZ,O,O,X,X,X,X,X,O,X,X
JSOITZL,O,O,X,X,X,X,X,O,X,X
JSOILTZ,X,O,X,X,X,X,X,O,X,O
JSOILZT,O,O,X,X,X,X,X,O,X,O
JSOIZTL,O,O,X,X,X,X,X,O,X,X
JSOIZLT,O,O,X,X,X,X,X,O,X,O
JSOLTIZ,X,O,X,X,X,X,X,X,X,O
JSOLTZI,X,O,X,X,X,X,X,X,X,O
JSOLITZ,X,O,X,X,X,X,X,O,X,O
JSOLIZT,O,O,X,X,X,X,X,O,X,O
JSOLZTI,X,O,X,X,X,X,X,X,X,O
JSOLZIT,O,O,X,X,X,X,X,O,X,O
JSOZTIL,O,O,X,O,X,X,X,O,X,X
JSOZTLI,O,O,X,O,X,X,X,X,X,O
JSOZITL,O,O,X,X,X,X,X,O,X,X
JSOZILT,O,O,X,X,X,X,X,O,X,O
JSOZLTI,X,O,X,X,X,X,X,X,X,O
JSOZLIT,O,O,X,X,X,X,X,O,X,O
JZTILSO,X,O,O,X,X,O,X,X,X,X
JZTILOS,O,O,O,X,X,O,X,X,X,X
JZTISLO,O,O,X,O,X,O,X,X,X,X
JZTISOL,O,O,X,O,X,O,X,O,X,X
JZTIOLS,O,O,X,X,X,O,X,X,X,X
JZTIOSL,O,O,X,O,X,O,X,X,X,X
JZTLISO,X,O,O,X,X,O,X,X,X,X
JZTLIOS,O,O,O,X,X,O,X,X,X,X
JZTLSIO,X,O,O,O,X,X,X,X,X,X
JZTLSOI,X,O,O,O,X,X,X,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X,X,X
JZTLOSI,O,O,O,O,X,X,X,X,X,X
JZTSILO,O,O,X,O,X,O,X,X,X,X
JZTSIOL,O,O,X,O,X,O,X,O,X,X
JZTSLIO,O,O,X,O,X,X,X,X,X,X
JZTSLOI,O,O,X,O,X,X,X,X,X,O
JZTSOIL,O,O,X,O,X,X,X,O,X,X
JZTSOLI,O,O,X,O,X,X,X,X,X,O
JZTOILS,O,O,X,X,X,O,X,X,X,X
JZTOISL,O,O,X,O,X,O,X,X,X,X
JZTOLIS,O,O,X,X,X,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X
JZTOSIL,O,O,X,O,O,X,X,X,X,X
JZTOSLI,O,O,X,O,O,X,X,X,X,X
JZITLSO,X,O,O,X,X,O,X,X,X,X
JZITLOS,O,O,O,X,X,O,X,X,X,X
JZITSLO,O,O,X,O,X,O,X,X,X,X
JZITSOL,O,O,X,O,X,O,X,O,X,X
JZITOLS,O,O,X,X,X,O,X,X,X,X
JZITOSL,O,O,X,O,X,O,X,X,X,X
JZILTSO,X,X,O,X,X,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,X
JZILSTO,O,O,O,X,X,X,X,X,X,X
JZILSOT,O,O,O,X,X,X,X,O,X,X
JZILOTS,X,O,O,X,X,X,X,X,X,X
JZILOST,X,O,O,X,X,X,O,X,X,X
JZISTLO,O,O,X,X,X,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X,O,X,X
JZISLTO,O,O,X,X,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X,O,X,O
JZISOTL,O,O,X,X,X,X,X,O,X,X
JZISOLT,O,O,X,X,X,X,X,O,X,O
JZIOTLS,O,O,X,X,X,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,X,X
JZIOLTS,X,O,X,X,X,X,X,X,X,X
JZIOLST,X,O,X,X,X,X,O,X,X,X
JZIOSTL,O,O,X,X,X,X,X,O,X,X
JZIOSLT,O,O,X,X,X,X,O,O,X,X
JZLTISO,X,O,O,X,X,O,X,X,X,X
JZLTIOS,O,O,O,X,X,O,X,X,X,X
JZLTSIO,X,O,O,O,X,X,X,X,X,X
JZLTSOI,X,O,O,O,X,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,X,X
JZLTOSI,O,O,O,O,X,X,X,X,O,X
JZLITSO,X,X,O,X,X,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X,X,X
JZLISTO,O,O,O,X,X,X,X,X,X,X
JZLISOT,O,O,O,X,X,X,X,O,X,X
JZLIOTS,X,O,O,X,X,X,X,X,X,X
JZLIOST,X,O,O,X,X,X,O,X,O,X
JZLSTIO,O,O,O,X,X,X,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X,X,X,O
JZLSITO,O,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,O,X,O
JZLSOTI,X,O,O,X,X,X,X,X,O,O
JZLSOIT,O,O,O,X,X,X,X,O,O,O
JZLOTIS,X,O,O,X,X,X,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X,O,X
JZLOITS,X,O,O,X,X,X,X,X,X,X
JZLOIST,X,O,O,X,X,X,O,X,O,X
JZLOSTI,X,O,O,X,X,X,X,X,O,X
JZLOSIT,X,O,O,X,X,X,X,X,O,X
JZSTILO,O,O,X,O,X,O,X,X,X,X
JZSTIOL,O,O,X,O,X,O,X,O,X,X
JZSTLIO,O,O,X,O,X,X,X,X,X,X
JZSTLOI,O,O,X,O,X,X,X,X,X,O
JZSTOIL,O,O,X,O,X,X,X,O,X,X
JZSTOLI,O,O,X,O,X,X,X,X,X,O
JZSITLO,O,O,X,X,X,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X,O,X,X
JZSILTO,O,O,X,X,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,O,X,O
JZSIOTL,O,O,X,X,X,X,X,O,X,X
JZSIOLT,O,O,X,X,X,X,X,O,X,O
JZSLTIO,O,O,X,X,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X,X,X,O
JZSLITO,O,O,X,X,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,O,X,O
JZSLOTI,X,O,X,X,X,X,X,X,X,O
JZSLOIT,O,O,X,X,X,X,X,O,X,O
JZSOTIL,O,O,X,O,X,X,X,O,X,X
JZSOTLI,O,O,X,O,X,X,X,X,X,O
JZSOITL,O,O,X,X,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,X,O,X,O
JZSOLTI,X,O,X,X,X,X,X,X,X,O
JZSOLIT,O,O,X,X,X,X,X,O,X,O
JZOTILS,O,O,X,X,X,O,X,X,X,X
JZOTISL,O,O,X,O,X,O,X,X,X,X
JZOTLIS,O,O,X,X,X,X,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X,X
JZOTSIL,O,O,X,O,O,X,X,X,X,X
JZOTSLI,O,O,X,O,O,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,X,X
JZOILTS,X,O,X,X,X,X,X,X,X,X
JZOILST,X,O,X,X,X,X,O,X,X,X
JZOISTL,O,O,X,X,X,X,X,O,X,X
JZOISLT,O,O,X,X,X,X,O,O,X,X
JZOLTIS,X,O,X,X,X,X,X,X,X,X
JZOLTSI,X,O,X,O,O,X,X,X,X,X
JZOLITS,X,O,X,X,X,X,X,X,X,X
JZOLIST,X,O,X,X,X,X,O,X,X,X
JZOLSTI,X,O,X,X,X,X,X,X,X,X
JZOLSIT,X,O,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,O,X,X,X,O,X,X
JZOSTLI,O,O,X,O,X,X,X,X,X,O
JZOSITL,O,O,X,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,X,O,X,O
JZOSLTI,X,O,X,X,X,X,X,X,X,O
JZOSLIT,O,O,X,X,X,X,X,O,X,O
JOTILSZ,O,O,X,X,X,O,X,X,X,X
JOTILZS,O,O,X,X,X,O,X,X,X,X
