sequence,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFVhBUdBGeBynBTm?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjBFhBGnBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBXiB8nBim?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFlcBGeBamBXiB8n?BzrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFciBTeB6rB3nBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhB8mBziBim?BXsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhF3dBcjB6rBTnBFm?BmrB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFTeBFhB0iBasB/r?BGsB,v115@9gC8GeD8EeE8DeG8BeC8Jex6IvhFGeBFhBziB3mBKn?B0rB
IJSLZOT,O,X,X,O,O,X,X,X,X
IJSLOTZ,O,X,X,O,X,X,X,X,X
IJSLOZT,O,X,X,O,O,O,X,X,X
IJSZTLO,O,O,O,O,X,X,X,X,X
IJSZTOL,O,O,O,O,X,O,X,X,X
IJSZLTO,O,O,O,O,O,X,X,X,X
IJSZLOT,O,X,X,O,O,X,X,X,X
IJSZOTL,O,O,O,O,X,O,X,X,X
IJSZOLT,O,X,O,O,O,O,X,X,X
IJSOTLZ,O,X,X,X,X,X,X,X,O
IJSOTZL,O,X,X,X,X,O,X,X,O
IJSOLTZ,O,X,X,X,X,X,X,X,O
IJSOLZT,O,X,X,X,O,O,X,X,X
IJSOZTL,O,X,O,O,X,O,X,X,O
IJSOZLT,O,X,O,O,O,O,X,X,X
IJZTLSO,O,O,O,O,X,X,X,X,X
IJZTLOS,O,X,X,O,X,X,X,X,X
IJZTSLO,O,O,O,O,X,X,X,X,X
IJZTSOL,O,O,O,O,X,X,X,X,X
IJZTOLS,O,O,O,X,X,X,X,O,X
IJZTOSL,X,O,O,O,X,X,X,X,X
IJZLTSO,O,O,O,O,X,X,X,X,X
IJZLTOS,O,X,X,O,X,X,X,O,X
IJZLSTO,O,O,O,O,X,X,X,X,X
IJZLSOT,O,X,X,O,X,X,X,X,X
IJZLOTS,O,X,O,O,X,X,O,O,X
IJZLOST,O,X,O,O,X,X,O,X,X
IJZSTLO,O,O,O,O,X,X,X,X,X
IJZSTOL,O,O,O,O,X,X,X,X,X
IJZSLTO,O,O,O,O,X,X,X,X,X
IJZSLOT,O,X,X,O,X,X,X,X,X
IJZSOTL,O,O,O,O,X,O,X,X,X
IJZSOLT,O,O,O,O,X,O,O,X,X
IJZOTLS,O,O,O,X,X,X,X,O,X
IJZOTSL,O,O,O,O,X,X,X,X,X
IJZOLTS,O,O,O,O,X,X,O,O,X
IJZOLST,O,O,O,O,X,X,O,X,X
IJZOSTL,X,O,O,O,X,O,X,X,O
IJZOSLT,X,O,O,O,X,O,O,X,X
IJOTLSZ,O,X,X,X,X,X,X,X,X
IJOTLZS,O,O,X,X,X,X,X,X,X
IJOTSLZ,O,X,X,X,X,X,X,X,O
IJOTSZL,O,O,X,X,X,O,X,X,O
IJOTZLS,O,O,O,X,X,X,X,O,X
IJOTZSL,O,O,O,O,X,X,X,X,X
IJOLTSZ,O,X,X,O,X,X,X,X,X
IJOLTZS,O,O,X,O,X,X,X,X,X
IJOLSTZ,O,X,X,O,X,X,X,X,O
IJOLSZT,O,X,X,O,O,O,X,X,X
IJOLZTS,O,O,O,O,X,X,O,X,X
IJOLZST,O,O,O,O,X,X,O,X,X
IJOSTLZ,O,X,X,X,X,X,X,X,O
IJOSTZL,O,O,X,O,X,O,X,X,O
IJOSLTZ,O,X,X,X,X,X,X,X,O
IJOSLZT,O,X,X,X,O,O,X,X,X
IJOSZTL,O,O,O,O,X,O,X,X,O
IJOSZLT,O,O,O,O,O,O,X,X,X
IJOZTLS,O,O,O,X,X,X,X,O,X
IJOZTSL,O,O,O,O,X,X,X,X,X
IJOZLTS,O,O,O,O,X,X,O,O,X
IJOZLST,O,O,O,O,X,X,O,X,X
IJOZSTL,X,O,O,O,X,O,X,X,O
IJOZSLT,X,O,O,O,X,O,O,X,X
ISTLJZO,O,X,X,X,X,X,X,X,X
ISTLJOZ,O,X,X,X,X,X,X,X,X
ISTLZJO,O,X,X,X,O,X,X,X,X
ISTLZOJ,O,X,X,X,O,X,X,O,X
ISTLOJZ,O,X,X,X,X,X,X,X,O
ISTLOZJ,O,X,X,X,O,X,X,X,O
ISTJLZO,O,X,X,X,X,X,X,X,X
ISTJLOZ,O,X,X,X,X,X,X,X,X
ISTJZLO,O,O,O,X,X,X,X,X,X
ISTJZOL,O,O,O,X,X,X,X,X,X
ISTJOLZ,O,X,X,X,X,X,X,X,O
ISTJOZL,O,X,X,X,X,O,X,X,O
ISTZLJO,O,O,O,X,O,X,X,X,X
ISTZLOJ,O,X,X,X,O,O,X,X,X
ISTZJLO,O,O,O,X,X,X,X,X,X
ISTZJOL,O,O,O,X,X,O,X,X,X
ISTZOLJ,O,X,X,X,O,O,X,O,O
ISTZOJL,O,O,O,X,X,O,X,X,O
ISTOLJZ,O,X,X,X,X,X,X,X,O
ISTOLZJ,O,X,X,X,O,X,X,X,O
ISTOJLZ,O,X,X,X,X,X,X,X,O
ISTOJZL,O,X,X,X,X,O,X,X,O
ISTOZLJ,O,X,O,X,O,O,X,O,O
ISTOZJL,O,O,O,X,X,O,X,X,O
ISLTJZO,O,X,X,O,X,X,X,X,X
ISLTJOZ,O,X,X,O,X,X,X,X,X
ISLTZJO,O,X,X,O,O,X,X,X,X
ISLTZOJ,O,X,X,X,O,X,X,O,X
ISLTOJZ,O,X,X,O,X,X,X,X,O
ISLTOZJ,O,X,X,O,O,X,X,X,O
ISLJTZO,O,X,X,O,X,X,X,X,X
ISLJTOZ,O,X,X,O,X,X,X,X,X
ISLJZTO,O,X,X,O,O,X,X,X,X
ISLJZOT,O,X,X,O,O,X,X,X,X
ISLJOTZ,O,X,X,O,X,X,X,X,X
ISLJOZT,O,X,X,O,O,O,X,X,X
ISLZTJO,O,X,X,O,O,X,X,X,X
ISLZTOJ,O,X,X,O,O,O,X,O,X
ISLZJTO,O,X,X,O,O,X,X,X,X
ISLZJOT,O,X,X,O,O,X,X,X,X
ISLZOTJ,O,X,X,O,O,O,O,O,X
ISLZOJT,O,X,X,O,O,O,O,X,X
ISLOTJZ,O,X,X,O,X,X,X,X,O
ISLOTZJ,O,X,X,O,O,X,X,X,O
ISLOJTZ,O,X,X,O,X,X,X,X,O
ISLOJZT,O,X,X,O,O,O,X,X,X
ISLOZTJ,O,X,X,O,O,O,O,X,X
ISLOZJT,O,X,X,O,O,O,O,X,X
ISJTLZO,O,X,X,X,X,X,X,X,X
ISJTLOZ,O,X,X,X,X,X,X,X,X
ISJTZLO,O,O,O,X,X,X,X,X,X
ISJTZOL,O,O,O,X,X,X,X,X,X
ISJTOLZ,O,X,X,X,X,X,X,X,O
ISJTOZL,O,X,X,X,X,O,X,X,O
ISJLTZO,O,X,X,O,X,X,X,X,X
ISJLTOZ,O,X,X,O,X,X,X,X,X
ISJLZTO,O,X,X,O,O,X,X,X,X
ISJLZOT,O,X,X,O,O,X,X,X,X
ISJLOTZ,O,X,X,O,X,X,X,X,X
ISJLOZT,O,X,X,O,O,O,X,X,X
ISJZTLO,O,O,O,O,X,X,X,X,X
ISJZTOL,O,O,O,O,X,O,X,X,X
ISJZLTO,O,O,O,O,O,X,X,X,X
ISJZLOT,O,X,X,O,O,X,X,X,X
ISJZOTL,O,O,O,O,X,O,X,X,X
ISJZOLT,O,X,O,O,O,O,X,X,X
ISJOTLZ,O,X,X,X,X,X,X,X,O
ISJOTZL,O,X,X,X,X,O,X,X,O
ISJOLTZ,O,X,X,X,X,X,X,X,O
ISJOLZT,O,X,X,X,O,O,X,X,X
ISJOZTL,O,X,O,O,X,O,X,X,O
ISJOZLT,O,X,O,O,O,O,X,X,X
ISZTLJO,O,O,O,O,O,X,X,X,X
ISZTLOJ,O,X,X,X,O,O,X,X,X
ISZTJLO,O,O,O,O,X,X,X,X,X
ISZTJOL,O,O,O,O,X,O,X,X,X
ISZTOLJ,O,X,X,X,O,O,O,O,O
ISZTOJL,O,O,O,O,X,O,X,X,O
ISZLTJO,O,O,O,O,O,X,X,X,X
ISZLTOJ,O,X,X,O,O,O,X,O,X
ISZLJTO,O,O,O,O,O,X,X,X,X
ISZLJOT,O,X,X,O,O,X,X,X,X
ISZLOTJ,O,X,X,O,O,O,O,O,X
ISZLOJT,O,O,X,O,O,O,O,X,X
ISZJTLO,O,O,O,O,X,X,X,X,X
ISZJTOL,O,O,O,O,X,O,X,X,X
ISZJLTO,O,O,O,O,O,X,X,X,X
ISZJLOT,O,X,X,O,O,X,X,X,X
ISZJOTL,O,O,O,O,X,O,X,X,X
ISZJOLT,O,O,O,O,O,O,O,X,X
ISZOTLJ,O,X,O,O,O,O,O,O,O
ISZOTJL,O,O,O,O,X,O,X,X,O
ISZOLTJ,O,X,O,O,O,O,O,O,X
ISZOLJT,O,O,O,O,O,O,O,X,X
ISZOJTL,O,O,O,O,X,O,X,X,O
ISZOJLT,O,O,O,O,O,O,O,X,X
ISOTLJZ,O,X,X,X,X,X,X,X,O
ISOTLZJ,O,X,X,O,O,X,X,X,O
ISOTJLZ,O,X,X,X,X,X,X,X,O
ISOTJZL,O,X,X,O,X,O,X,X,O
ISOTZLJ,O,X,O,O,O,O,X,O,O
ISOTZJL,O,O,O,O,X,O,X,X,O
ISOLTJZ,O,X,X,X,X,X,X,X,O
ISOLTZJ,O,X,X,O,O,X,X,X,O
ISOLJTZ,O,X,X,X,X,X,X,X,O
ISOLJZT,O,X,X,X,O,O,X,X,X
ISOLZTJ,O,X,X,X,O,O,O,X,X
ISOLZJT,O,X,X,X,O,O,O,X,X
ISOJTLZ,O,X,X,X,X,X,X,X,O
ISOJTZL,O,O,X,O,X,O,X,X,O
ISOJLTZ,O,X,X,X,X,X,X,X,O
ISOJLZT,O,X,X,X,O,O,X,X,X
ISOJZTL,O,O,O,O,X,O,X,X,O
ISOJZLT,O,O,O,O,O,O,X,X,X
ISOZTLJ,O,X,O,O,O,O,O,O,O
ISOZTJL,O,O,O,O,X,O,X,X,O
ISOZLTJ,O,X,O,O,O,O,O,O,X
ISOZLJT,O,O,O,O,O,O,O,X,X
ISOZJTL,O,O,O,O,X,O,X,X,O
ISOZJLT,O,O,O,O,O,O,O,X,X
IZTLJSO,O,O,O,O,X,X,X,X,X
IZTLJOS,O,X,X,O,X,X,X,O,X
IZTLSJO,O,O,O,O,X,X,X,X,X
IZTLSOJ,X,X,X,O,X,X,X,O,X
IZTLOJS,O,O,X,O,X,X,O,O,X
IZTLOSJ,X,X,X,O,X,X,O,O,X
IZTJLSO,O,O,O,O,X,X,X,X,X
IZTJLOS,O,X,X,O,X,X,X,X,X
IZTJSLO,O,O,O,O,X,X,X,X,X
IZTJSOL,O,O,O,O,X,X,X,X,X
IZTJOLS,O,O,O,X,X,X,X,O,X
IZTJOSL,X,O,O,O,X,X,X,X,X
IZTSLJO,O,O,O,O,X,X,X,X,X
IZTSLOJ,O,X,X,X,X,X,X,X,X
IZTSJLO,O,O,O,O,X,X,X,X,X
IZTSJOL,O,O,O,O,X,X,X,X,X
IZTSOLJ,O,X,X,X,X,X,O,O,O
IZTSOJL,O,O,O,O,X,X,X,X,O
IZTOLJS,O,O,O,X,X,X,O,O,X
IZTOLSJ,O,X,O,X,X,X,O,O,X
IZTOJLS,O,O,O,X,X,X,X,O,X
IZTOJSL,O,O,O,O,X,X,X,X,X
IZTOSLJ,O,X,O,O,X,X,O,O,X
IZTOSJL,O,O,O,O,X,X,X,X,X
IZLTJSO,O,O,O,O,X,X,X,X,X
IZLTJOS,O,X,X,O,X,X,X,O,X
IZLTSJO,O,O,O,O,X,X,X,X,X
IZLTSOJ,X,X,X,O,X,X,X,O,X
IZLTOJS,O,O,X,O,X,X,O,O,X
IZLTOSJ,X,X,X,O,X,X,O,O,X
IZLJTSO,O,O,O,O,X,X,X,X,X
IZLJTOS,O,X,X,O,X,X,X,O,X
IZLJSTO,O,O,O,O,X,X,X,X,X
IZLJSOT,O,X,X,O,X,X,X,X,X
IZLJOTS,O,X,O,O,X,X,O,O,X
IZLJOST,O,X,O,O,X,X,O,X,X
IZLSTJO,O,O,O,O,O,X,X,X,X
IZLSTOJ,O,X,X,O,O,X,X,O,X
IZLSJTO,O,O,O,O,O,X,X,X,X
IZLSJOT,O,X,X,O,O,X,X,X,X
IZLSOTJ,O,X,X,O,O,X,O,O,X
IZLSOJT,O,O,X,O,O,X,O,X,X
IZLOTJS,O,O,O,O,X,X,O,O,X
IZLOTSJ,O,X,O,O,X,X,O,O,X
IZLOJTS,O,O,O,O,X,X,O,O,X
IZLOJST,O,O,O,O,X,X,O,X,X
IZLOSTJ,O,X,O,O,O,X,O,O,X
IZLOSJT,O,O,O,O,O,X,O,X,X
IZJTLSO,O,O,O,O,X,X,X,X,X
IZJTLOS,O,X,X,O,X,X,X,X,X
IZJTSLO,O,O,O,O,X,X,X,X,X
IZJTSOL,O,O,O,O,X,X,X,X,X
IZJTOLS,O,O,O,X,X,X,X,O,X
IZJTOSL,X,O,O,O,X,X,X,X,X
IZJLTSO,O,O,O,O,X,X,X,X,X
IZJLTOS,O,X,X,O,X,X,X,O,X
IZJLSTO,O,O,O,O,X,X,X,X,X
IZJLSOT,O,X,X,O,X,X,X,X,X
IZJLOTS,O,X,O,O,X,X,O,O,X
IZJLOST,O,X,O,O,X,X,O,X,X
IZJSTLO,O,O,O,O,X,X,X,X,X
IZJSTOL,O,O,O,O,X,X,X,X,X
IZJSLTO,O,O,O,O,X,X,X,X,X
IZJSLOT,O,X,X,O,X,X,X,X,X
IZJSOTL,O,O,O,O,X,O,X,X,X
IZJSOLT,O,O,O,O,X,O,O,X,X
IZJOTLS,O,O,O,X,X,X,X,O,X
IZJOTSL,O,O,O,O,X,X,X,X,X
IZJOLTS,O,O,O,O,X,X,O,O,X
IZJOLST,O,O,O,O,X,X,O,X,X
IZJOSTL,X,O,O,O,X,O,X,X,O
IZJOSLT,X,O,O,O,X,O,O,X,X
IZSTLJO,O,O,O,O,O,X,X,X,X
IZSTLOJ,O,X,X,X,O,O,X,X,X
IZSTJLO,O,O,O,O,X,X,X,X,X
IZSTJOL,O,O,O,O,X,O,X,X,X
IZSTOLJ,O,X,X,X,O,O,O,O,O
IZSTOJL,O,O,O,O,X,O,X,X,O
IZSLTJO,O,O,O,O,O,X,X,X,X
IZSLTOJ,O,X,X,O,O,O,X,O,X
IZSLJTO,O,O,O,O,O,X,X,X,X
IZSLJOT,O,X,X,O,O,X,X,X,X
IZSLOTJ,O,X,X,O,O,O,O,O,X
IZSLOJT,O,O,X,O,O,O,O,X,X
IZSJTLO,O,O,O,O,X,X,X,X,X
IZSJTOL,O,O,O,O,X,O,X,X,X
IZSJLTO,O,O,O,O,O,X,X,X,X
IZSJLOT,O,X,X,O,O,X,X,X,X
IZSJOTL,O,O,O,O,X,O,X,X,X
IZSJOLT,O,O,O,O,O,O,O,X,X
IZSOTLJ,O,X,O,O,O,O,O,O,O
IZSOTJL,O,O,O,O,X,O,X,X,O
IZSOLTJ,O,X,O,O,O,O,O,O,X
IZSOLJT,O,O,O,O,O,O,O,X,X
IZSOJTL,O,O,O,O,X,O,X,X,O
IZSOJLT,O,O,O,O,O,O,O,X,X
IZOTLJS,O,O,O,X,X,X,O,O,X
IZOTLSJ,O,X,O,X,X,X,O,O,X
IZOTJLS,O,O,O,X,X,X,X,O,X
IZOTJSL,O,O,O,O,X,X,X,X,X
IZOTSLJ,O,X,O,O,X,X,O,O,X
IZOTSJL,O,O,O,O,X,X,X,X,X
IZOLTJS,O,O,O,O,X,X,O,O,X
IZOLTSJ,O,X,O,O,X,X,O,O,X
IZOLJTS,O,O,O,O,X,X,O,O,X
IZOLJST,O,O,O,O,X,X,O,X,X
IZOLSTJ,O,X,O,O,O,X,O,O,X
IZOLSJT,O,O,O,O,O,X,O,X,X
IZOJTLS,O,O,O,X,X,X,X,O,X
IZOJTSL,O,O,O,O,X,X,X,X,X
IZOJLTS,O,O,O,O,X,X,O,O,X
IZOJLST,O,O,O,O,X,X,O,X,X
IZOJSTL,X,O,O,O,X,O,X,X,O
IZOJSLT,X,O,O,O,X,O,O,X,X
IZOSTLJ,X,X,O,O,O,O,O,O,O
IZOSTJL,X,O,O,O,X,O,X,X,O
IZOSLTJ,X,X,O,O,O,O,O,O,X
IZOSLJT,X,O,O,O,O,O,O,X,X
IZOSJTL,X,O,O,O,X,O,X,X,O
IZOSJLT,X,O,O,O,O,O,O,X,X
IOTLJSZ,O,X,X,X,X,X,X,X,X
IOTLJZS,O,X,X,X,X,X,X,X,X
IOTLSJZ,O,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,O,X,X,X,X
IOTLZJS,O,O,O,X,X,X,O,O,X
IOTLZSJ,O,X,O,X,X,X,O,O,X
IOTJLSZ,O,X,X,X,X,X,X,X,X
IOTJLZS,O,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,X,X,X,X,O
IOTJSZL,O,O,X,X,X,O,X,X,O
IOTJZLS,O,O,O,X,X,X,X,O,X
IOTJZSL,O,O,O,O,X,X,X,X,X
IOTSLJZ,O,X,X,X,X,X,X,X,O
IOTSLZJ,O,X,X,O,O,X,X,X,O
IOTSJLZ,O,X,X,X,X,X,X,X,O
IOTSJZL,O,X,X,O,X,O,X,X,O
IOTSZLJ,O,X,O,O,O,O,X,O,O
IOTSZJL,O,O,O,O,X,O,X,X,O
IOTZLJS,O,O,O,X,X,X,O,O,X
IOTZLSJ,O,X,O,X,X,X,O,O,X
IOTZJLS,O,O,O,X,X,X,X,O,X
IOTZJSL,O,O,O,O,X,X,X,X,X
IOTZSLJ,O,X,O,O,X,X,O,O,X
IOTZSJL,O,O,O,O,X,X,X,X,X
IOLTJSZ,O,X,X,O,X,X,X,X,X
IOLTJZS,O,X,X,O,X,X,X,X,X
IOLTSJZ,O,X,X,O,X,X,X,X,X
IOLTSZJ,O,X,X,O,O,X,X,X,X
IOLTZJS,O,O,O,O,X,X,O,O,X
IOLTZSJ,O,X,O,O,X,X,O,O,X
IOLJTSZ,O,X,X,O,X,X,X,X,X
IOLJTZS,O,O,X,O,X,X,X,X,X
IOLJSTZ,O,X,X,O,X,X,X,X,O
IOLJSZT,O,X,X,O,O,O,X,X,X
IOLJZTS,O,O,O,O,X,X,O,X,X
IOLJZST,O,O,O,O,X,X,O,X,X
IOLSTJZ,O,X,X,O,X,X,X,X,O
IOLSTZJ,O,X,X,O,O,X,X,X,O
IOLSJTZ,O,X,X,O,X,X,X,X,O
IOLSJZT,O,X,X,O,O,O,X,X,X
IOLSZTJ,O,X,X,O,O,O,O,X,X
IOLSZJT,O,X,X,O,O,O,O,X,X
IOLZTJS,O,O,O,O,X,X,O,O,X
IOLZTSJ,O,X,O,O,X,X,O,O,X
IOLZJTS,O,O,O,O,X,X,O,O,X
IOLZJST,O,O,O,O,X,X,O,X,X
IOLZSTJ,O,X,O,O,O,X,O,O,X
IOLZSJT,O,O,O,O,O,X,O,X,X
IOJTLSZ,O,X,X,X,X,X,X,X,X
IOJTLZS,O,O,X,X,X,X,X,X,X
IOJTSLZ,O,X,X,X,X,X,X,X,O
IOJTSZL,O,O,X,X,X,O,X,X,O
IOJTZLS,O,O,O,X,X,X,X,O,X
IOJTZSL,O,O,O,O,X,X,X,X,X
IOJLTSZ,O,X,X,O,X,X,X,X,X
IOJLTZS,O,O,X,O,X,X,X,X,X
IOJLSTZ,O,X,X,O,X,X,X,X,O
IOJLSZT,O,X,X,O,O,O,X,X,X
IOJLZTS,O,O,O,O,X,X,O,X,X
IOJLZST,O,O,O,O,X,X,O,X,X
IOJSTLZ,O,X,X,X,X,X,X,X,O
IOJSTZL,O,O,X,O,X,O,X,X,O
IOJSLTZ,O,X,X,X,X,X,X,X,O
IOJSLZT,O,X,X,X,O,O,X,X,X
IOJSZTL,O,O,O,O,X,O,X,X,O
IOJSZLT,O,O,O,O,O,O,X,X,X
IOJZTLS,O,O,O,X,X,X,X,O,X
IOJZTSL,O,O,O,O,X,X,X,X,X
IOJZLTS,O,O,O,O,X,X,O,O,X
IOJZLST,O,O,O,O,X,X,O,X,X
IOJZSTL,X,O,O,O,X,O,X,X,O
IOJZSLT,X,O,O,O,X,O,O,X,X
IOSTLJZ,O,X,X,X,X,X,X,X,O
IOSTLZJ,O,X,X,O,O,X,X,X,O
IOSTJLZ,O,X,X,X,X,X,X,X,O
IOSTJZL,O,X,X,O,X,O,X,X,O
IOSTZLJ,O,X,O,O,O,O,X,O,O
IOSTZJL,O,O,O,O,X,O,X,X,O
IOSLTJZ,O,X,X,O,X,X,X,X,O
IOSLTZJ,O,X,X,O,O,X,X,X,O
IOSLJTZ,O,X,X,O,X,X,X,X,O
IOSLJZT,O,X,X,X,O,O,X,X,X
IOSLZTJ,O,X,X,O,O,O,O,X,X
IOSLZJT,O,X,X,X,O,O,O,X,X
IOSJTLZ,O,X,X,X,X,X,X,X,O
IOSJTZL,O,O,X,O,X,O,X,X,O
IOSJLTZ,O,X,X,X,X,X,X,X,O
IOSJLZT,O,X,X,X,O,O,X,X,X
IOSJZTL,O,O,O,O,X,O,X,X,O
IOSJZLT,O,O,O,O,O,O,X,X,X
IOSZTLJ,O,X,O,O,O,O,O,O,O
IOSZTJL,O,O,O,O,X,O,X,X,O
IOSZLTJ,O,X,O,O,O,O,O,O,X
IOSZLJT,O,O,O,O,O,O,O,X,X
IOSZJTL,O,O,O,O,X,O,X,X,O
IOSZJLT,O,O,O,O,O,O,O,X,X
IOZTLJS,O,O,O,X,X,X,O,O,X
IOZTLSJ,O,X,O,X,X,X,O,O,X
IOZTJLS,O,O,O,X,X,X,X,O,X
IOZTJSL,O,O,O,O,X,X,X,X,X
IOZTSLJ,O,X,O,O,X,X,O,O,X
IOZTSJL,O,O,O,O,X,X,X,X,X
IOZLTJS,O,O,O,O,X,X,O,O,X
IOZLTSJ,O,X,O,O,X,X,O,O,X
IOZLJTS,O,O,O,O,X,X,O,O,X
IOZLJST,O,O,O,O,X,X,O,X,X
IOZLSTJ,O,X,O,O,O,X,O,O,X
IOZLSJT,O,O,O,O,O,X,O,X,X
IOZJTLS,O,O,O,X,X,X,X,O,X
IOZJTSL,O,O,O,O,X,X,X,X,X
IOZJLTS,O,O,O,O,X,X,O,O,X
IOZJLST,O,O,O,O,X,X,O,X,X
IOZJSTL,X,O,O,O,X,O,X,X,O
IOZJSLT,X,O,O,O,X,O,O,X,X
IOZSTLJ,X,X,O,O,O,O,O,O,O
IOZSTJL,X,O,O,O,X,O,X,X,O
IOZSLTJ,X,X,O,O,O,O,O,O,X
IOZSLJT,X,O,O,O,O,O,O,X,X
IOZSJTL,X,O,O,O,X,O,X,X,O
IOZSJLT,X,O,O,O,O,O,O,X,X
LTIJSZO,O,X,X,O,X,X,X,X,X
LTIJSOZ,O,X,X,O,X,X,X,X,X
LTIJZSO,O,O,O,O,X,X,X,X,X
LTIJZOS,O,X,X,O,X,X,X,O,X
LTIJOSZ,O,X,X,O,X,X,X,X,X
LTIJOZS,O,X,X,O,X,X,X,X,X
LTISJZO,O,X,X,O,X,X,X,X,X
LTISJOZ,O,X,X,O,X,X,X,X,X
LTISZJO,O,X,X,O,O,X,X,X,X
LTISZOJ,O,X,X,X,O,X,X,O,X
LTISOJZ,O,X,X,O,X,X,X,X,O
LTISOZJ,O,X,X,O,O,X,X,X,O
LTIZJSO,O,O,O,O,X,X,X,X,X
LTIZJOS,O,X,X,O,X,X,X,O,X
LTIZSJO,O,O,O,O,X,X,X,X,X
LTIZSOJ,X,X,X,O,X,X,X,O,X
LTIZOJS,O,O,X,O,X,X,O,O,X
LTIZOSJ,X,X,X,O,X,X,O,O,X
LTIOJSZ,O,X,X,O,X,X,X,X,X
LTIOJZS,O,X,X,O,X,X,X,X,X
LTIOSJZ,O,X,X,O,X,X,X,X,X
LTIOSZJ,O,X,X,O,O,X,X,X,X
LTIOZJS,O,O,O,O,X,X,O,O,X
LTIOZSJ,O,X,O,O,X,X,O,O,X
LTJISZO,O,X,X,O,X,X,X,X,X
LTJISOZ,O,X,X,O,X,X,X,X,X
LTJIZSO,O,O,O,O,X,X,X,X,X
LTJIZOS,O,X,X,O,X,X,X,O,X
LTJIOSZ,O,X,X,O,X,X,X,X,X
LTJIOZS,O,X,X,O,X,X,X,X,X
LTJSIZO,O,X,X,O,X,X,X,X,X
LTJSIOZ,O,X,X,O,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,X,X,X
LTJSZOI,O,X,X,X,X,X,X,X,X
LTJSOIZ,O,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,X,X,X,X,X
LTJZISO,O,O,O,O,X,X,X,X,X
LTJZIOS,O,X,X,O,X,X,X,O,X
LTJZSIO,O,O,O,O,X,X,X,X,X
LTJZSOI,O,O,O,O,X,X,X,X,X
LTJZOIS,O,X,X,O,X,X,X,O,X
LTJZOSI,X,X,X,O,X,X,X,O,X
LTJOISZ,O,X,X,O,X,X,X,X,X
LTJOIZS,O,X,X,O,X,X,X,X,X
LTJOSIZ,O,X,X,O,X,X,X,X,X
LTJOSZI,O,X,X,O,X,X,X,X,X
LTJOZIS,O,X,X,O,X,X,X,X,X
LTJOZSI,O,X,X,O,X,X,X,X,X
LTSIJZO,O,X,X,O,X,X,X,X,X
LTSIJOZ,O,X,X,O,X,X,X,X,X
LTSIZJO,O,X,X,O,O,X,X,X,X
LTSIZOJ,O,X,X,X,O,X,X,O,X
LTSIOJZ,O,X,X,O,X,X,X,X,O
LTSIOZJ,O,X,X,O,O,X,X,X,O
LTSJIZO,O,X,X,O,X,X,X,X,X
LTSJIOZ,O,X,X,O,X,X,X,X,X
LTSJZIO,O,X,X,X,X,X,X,X,X
LTSJZOI,O,X,X,X,X,X,X,X,X
LTSJOIZ,O,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,O,O,X,X,X,X
LTSZIOJ,O,X,X,X,O,X,X,O,X
LTSZJIO,O,X,X,O,O,X,X,X,X
LTSZJOI,O,X,X,X,O,X,X,X,X
LTSZOIJ,O,X,X,X,O,X,X,O,X
LTSZOJI,O,X,X,X,O,X,X,O,X
LTSOIJZ,O,X,X,O,X,X,X,X,O
LTSOIZJ,O,X,X,O,O,X,X,X,O
LTSOJIZ,O,X,X,O,X,X,X,X,O
LTSOJZI,O,X,X,O,X,X,X,X,O
LTSOZIJ,O,X,X,O,O,X,X,X,O
LTSOZJI,O,X,X,O,O,X,X,X,O
LTZIJSO,O,O,O,O,X,X,X,X,X
LTZIJOS,O,X,X,O,X,X,X,O,X
LTZISJO,O,O,O,O,X,X,X,X,X
LTZISOJ,X,X,X,O,X,X,X,O,X
LTZIOJS,O,O,X,O,X,X,O,O,X
LTZIOSJ,X,X,X,O,X,X,O,O,X
LTZJISO,O,O,O,O,X,X,X,X,X
LTZJIOS,O,X,X,O,X,X,X,O,X
LTZJSIO,O,O,O,O,X,X,X,X,X
LTZJSOI,O,O,O,O,X,X,X,X,X
LTZJOIS,O,X,X,O,X,X,X,O,X
LTZJOSI,X,X,X,O,X,X,X,O,X
LTZSIJO,O,O,O,O,X,X,X,X,X
LTZSIOJ,O,X,X,O,X,X,X,O,X
LTZSJIO,O,O,O,O,X,X,X,X,X
LTZSJOI,O,O,O,O,X,X,X,X,X
LTZSOIJ,O,X,X,O,X,X,X,O,X
LTZSOJI,O,X,X,O,X,X,X,O,X
LTZOIJS,O,O,X,O,X,X,O,O,X
LTZOISJ,X,X,X,O,X,X,O,O,X
