sequence,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFTcB0dB6jB2nBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFicBzdB+jBUiBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF0cB6jBemBziBXi?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF2hBCeBTjBUiBXm?BFsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFCeBmhBTjBXmBcs?BlrB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhFTcB6jBmiBXiBVr?BcsB,v115@9gD8FeD8FeC8EeH8AeC8Jex6IvhF/hBGeBUjBVrBTn?BasB
IZTSJLO,X,O,X,X,X,O,X
IZTSJOL,X,O,X,X,O,O,X
IZTSOLJ,X,X,X,X,O,O,O
IZTSOJL,X,X,X,X,O,O,O
IZTOLJS,X,O,O,X,O,O,O
IZTOLSJ,X,X,X,X,O,O,O
IZTOJLS,X,O,O,X,O,O,O
IZTOJSL,X,O,O,X,X,O,O
IZTOSLJ,X,X,X,X,O,O,O
IZTOSJL,X,X,X,X,O,O,O
IZLTJSO,O,X,X,X,X,O,X
IZLTJOS,O,X,O,X,X,O,X
IZLTSJO,X,X,X,X,X,O,X
IZLTSOJ,X,X,X,X,X,O,X
IZLTOJS,X,X,O,X,X,O,X
IZLTOSJ,X,X,X,X,X,O,X
IZLJTSO,O,X,X,X,X,X,X
IZLJTOS,O,X,O,X,X,O,X
IZLJSTO,O,X,X,X,X,X,X
IZLJSOT,O,X,X,X,X,X,X
IZLJOTS,O,X,O,X,O,X,O
IZLJOST,O,X,O,X,O,X,X
IZLSTJO,O,X,X,X,X,X,X
IZLSTOJ,O,X,X,X,X,X,X
IZLSJTO,O,X,X,X,X,X,X
IZLSJOT,O,X,X,X,O,X,X
IZLSOTJ,O,X,X,X,O,X,X
IZLSOJT,O,X,X,X,O,X,X
IZLOTJS,X,X,O,X,O,X,O
IZLOTSJ,X,X,X,X,O,X,O
IZLOJTS,X,X,O,X,O,X,O
IZLOJST,X,X,O,X,O,X,X
IZLOSTJ,X,X,X,X,O,X,X
IZLOSJT,X,X,X,X,O,X,X
IZJTLSO,O,O,X,X,X,X,X
IZJTLOS,O,O,O,X,X,O,X
IZJTSLO,O,O,X,X,X,X,X
IZJTSOL,O,O,O,X,X,X,X
IZJTOLS,O,O,O,X,O,O,O
IZJTOSL,O,O,O,X,X,X,O
IZJLTSO,O,X,X,X,X,X,X
IZJLTOS,O,X,O,X,X,O,X
IZJLSTO,O,X,X,X,X,X,X
IZJLSOT,O,X,X,X,X,X,X
IZJLOTS,O,X,O,X,O,X,O
IZJLOST,O,X,O,X,O,X,X
IZJSTLO,O,O,X,X,X,X,X
IZJSTOL,O,O,O,X,O,X,X
IZJSLTO,O,O,X,X,X,X,X
IZJSLOT,O,O,X,X,O,X,X
IZJSOTL,O,O,X,X,O,X,O
IZJSOLT,O,O,O,X,O,X,X
IZJOTLS,O,O,O,X,O,X,O
IZJOTSL,O,O,O,X,X,X,O
IZJOLTS,O,X,O,X,O,X,O
IZJOLST,O,X,O,X,O,X,X
IZJOSTL,O,X,X,X,O,X,O
IZJOSLT,O,O,O,X,O,X,X
IZSTLJO,O,O,X,X,X,X,X
IZSTLOJ,O,O,X,X,X,X,X
IZSTJLO,O,O,X,X,X,X,X
IZSTJOL,O,O,X,O,O,X,X
IZSTOLJ,O,O,X,O,O,X,X
IZSTOJL,O,O,X,O,O,X,X
IZSLTJO,O,O,X,X,X,X,X
IZSLTOJ,O,O,X,X,X,X,X
IZSLJTO,O,O,X,X,X,X,X
IZSLJOT,O,O,X,X,O,X,X
IZSLOTJ,O,X,X,X,O,X,X
IZSLOJT,O,O,X,X,O,X,X
IZSJTLO,O,O,X,X,X,X,X
IZSJTOL,O,O,X,X,O,X,X
IZSJLTO,O,O,X,X,X,X,X
IZSJLOT,O,O,X,X,O,X,X
IZSJOTL,O,O,X,X,O,X,O
IZSJOLT,O,O,X,O,O,X,X
IZSOTLJ,O,X,X,O,O,X,O
IZSOTJL,O,X,X,O,O,X,O
IZSOLTJ,O,X,X,X,O,X,X
IZSOLJT,O,O,X,O,O,X,X
IZSOJTL,O,O,X,X,O,X,O
IZSOJLT,O,O,X,O,O,X,X
IZOTLJS,X,X,O,X,O,X,O
IZOTLSJ,X,X,X,X,O,X,O
IZOTJLS,X,X,O,X,O,X,O
IZOTJSL,X,X,O,X,X,X,O
IZOTSLJ,X,X,X,X,O,X,O
IZOTSJL,X,X,X,X,O,X,O
IZOLTJS,X,X,O,X,O,X,O
IZOLTSJ,X,X,X,X,O,X,O
IZOLJTS,X,X,O,X,O,X,O
IZOLJST,X,X,O,X,O,X,X
IZOLSTJ,X,X,X,X,O,X,X
IZOLSJT,X,X,X,O,O,X,X
IZOJTLS,X,X,O,X,O,X,O
IZOJTSL,X,X,O,X,X,X,O
IZOJLTS,X,X,O,X,O,X,O
IZOJLST,X,X,O,X,O,X,X
IZOJSTL,X,X,X,X,O,X,O
IZOJSLT,X,X,O,X,O,X,X
IZOSTLJ,X,X,X,O,O,X,O
IZOSTJL,X,X,X,O,O,X,O
IZOSLTJ,X,X,X,X,O,X,X
IZOSLJT,X,X,X,O,O,X,X
IZOSJTL,X,X,X,X,O,X,O
IZOSJLT,X,X,X,O,O,X,X
IOTLJSZ,O,X,O,X,X,O,X
IOTLJZS,O,X,O,X,X,O,X
IOTLSJZ,X,X,O,O,X,O,X
IOTLSZJ,X,X,X,X,X,O,O
IOTLZJS,X,X,O,X,O,O,O
IOTLZSJ,X,X,X,X,O,O,O
IOTJLSZ,O,X,O,X,X,O,X
IOTJLZS,O,O,O,X,X,O,X
IOTJSLZ,O,X,O,X,X,O,X
IOTJSZL,O,O,O,X,X,X,O
IOTJZLS,O,O,O,X,X,O,O
IOTJZSL,O,O,O,X,X,O,O
IOTSLJZ,X,X,O,O,X,O,X
IOTSLZJ,X,X,X,O,X,O,O
IOTSJLZ,X,X,O,O,X,O,X
IOTSJZL,X,X,O,O,X,X,O
IOTSZLJ,X,X,X,O,O,O,O
IOTSZJL,X,X,X,O,O,O,O
IOTZLJS,X,O,O,X,O,O,O
IOTZLSJ,X,X,X,X,O,O,O
IOTZJLS,X,O,O,X,O,O,O
IOTZJSL,X,O,O,X,X,O,O
IOTZSLJ,X,X,X,X,O,O,O
IOTZSJL,X,X,X,X,O,O,O
IOLTJSZ,O,X,O,X,X,O,X
IOLTJZS,O,X,O,X,X,O,X
IOLTSJZ,X,X,O,O,X,O,X
IOLTSZJ,X,X,X,X,X,O,O
IOLTZJS,X,X,O,X,O,O,O
IOLTZSJ,X,X,X,X,O,O,O
IOLJTSZ,O,X,O,X,X,O,X
IOLJTZS,O,X,O,X,X,O,X
IOLJSTZ,O,X,O,O,X,X,X
IOLJSZT,O,X,O,O,X,X,X
IOLJZTS,O,X,O,X,O,X,X
IOLJZST,O,X,O,X,O,X,X
IOLSTJZ,O,X,O,O,X,X,X
IOLSTZJ,O,X,X,O,X,X,X
IOLSJTZ,O,X,O,O,X,X,X
IOLSJZT,O,X,O,O,X,X,X
IOLSZTJ,O,X,X,X,O,X,X
IOLSZJT,O,X,X,O,O,X,X
IOLZTJS,X,X,O,X,O,X,O
IOLZTSJ,X,X,X,X,O,X,O
IOLZJTS,X,X,O,X,O,X,O
IOLZJST,X,X,O,X,O,X,X
IOLZSTJ,X,X,X,X,O,X,X
IOLZSJT,X,X,X,O,O,X,X
IOJTLSZ,O,X,O,X,X,O,X
IOJTLZS,O,O,O,X,X,O,X
IOJTSLZ,O,O,O,X,X,O,X
IOJTSZL,O,O,O,X,X,X,O
IOJTZLS,O,O,O,X,X,O,O
IOJTZSL,O,O,O,X,X,X,O
IOJLTSZ,O,X,O,X,X,O,X
IOJLTZS,O,O,O,X,X,O,X
IOJLSTZ,O,O,O,O,X,X,X
IOJLSZT,O,O,O,O,X,X,X
IOJLZTS,O,X,O,X,O,X,X
IOJLZST,O,X,O,X,O,X,X
IOJSTLZ,O,O,O,O,X,X,X
IOJSTZL,O,O,O,O,X,X,X
IOJSLTZ,O,O,O,O,X,X,X
IOJSLZT,O,O,O,O,X,X,X
IOJSZTL,O,O,X,X,O,X,X
IOJSZLT,O,O,O,O,O,X,X
IOJZTLS,O,O,O,X,O,X,O
IOJZTSL,O,O,O,X,X,X,O
IOJZLTS,O,X,O,X,O,X,O
IOJZLST,O,X,O,X,O,X,X
IOJZSTL,O,X,X,X,O,X,O
IOJZSLT,O,O,O,X,O,X,X
IOSTLJZ,O,O,O,O,X,X,X
IOSTLZJ,O,O,X,O,X,X,O
IOSTJLZ,O,O,O,O,X,X,X
IOSTJZL,O,O,O,O,X,X,O
IOSTZLJ,O,O,X,O,O,X,O
IOSTZJL,O,O,X,O,O,X,O
IOSLTJZ,O,O,O,O,X,X,X
IOSLTZJ,O,O,X,O,X,X,X
IOSLJTZ,O,O,O,O,X,X,X
IOSLJZT,O,O,O,O,X,X,X
IOSLZTJ,O,X,X,X,O,X,X
IOSLZJT,O,O,X,O,O,X,X
IOSJTLZ,O,O,O,O,X,X,X
IOSJTZL,O,O,O,O,X,X,X
IOSJLTZ,O,O,O,O,X,X,X
IOSJLZT,O,O,O,O,X,X,X
IOSJZTL,O,O,X,X,O,X,X
IOSJZLT,O,O,O,O,O,X,X
IOSZTLJ,O,X,X,O,O,X,O
IOSZTJL,O,X,X,O,O,X,O
IOSZLTJ,O,X,X,X,O,X,X
IOSZLJT,O,O,X,O,O,X,X
IOSZJTL,O,O,X,X,O,X,O
IOSZJLT,O,O,X,O,O,X,X
IOZTLJS,X,X,O,X,O,X,O
IOZTLSJ,X,X,X,X,O,X,O
IOZTJLS,X,X,O,X,O,X,O
IOZTJSL,X,X,O,X,X,X,O
IOZTSLJ,X,X,X,X,O,X,O
IOZTSJL,X,X,X,X,O,X,O
IOZLTJS,X,X,O,X,O,X,O
IOZLTSJ,X,X,X,X,O,X,O
IOZLJTS,X,X,O,X,O,X,O
IOZLJST,X,X,O,X,O,X,X
IOZLSTJ,X,X,X,X,O,X,X
IOZLSJT,X,X,X,O,O,X,X
IOZJTLS,X,X,O,X,O,X,O
IOZJTSL,X,X,O,X,X,X,O
IOZJLTS,X,X,O,X,O,X,O
IOZJLST,X,X,O,X,O,X,X
IOZJSTL,X,X,X,X,O,X,O
IOZJSLT,X,X,O,X,O,X,X
IOZSTLJ,X,X,X,O,O,X,O
IOZSTJL,X,X,X,O,O,X,O
IOZSLTJ,X,X,X,X,O,X,X
IOZSLJT,X,X,X,O,O,X,X
IOZSJTL,X,X,X,X,O,X,O
IOZSJLT,X,X,X,O,O,X,X
LTIJSZO,O,X,X,X,X,X,X
LTIJSOZ,O,X,O,X,X,O,X
LTIJZSO,O,O,X,X,X,O,X
LTIJZOS,O,O,O,X,X,O,X
LTIJOSZ,O,X,O,X,X,O,X
LTIJOZS,O,O,O,X,X,O,X
LTISJZO,O,X,X,X,X,X,X
LTISJOZ,O,X,O,X,X,O,X
LTISZJO,O,X,X,X,X,O,X
LTISZOJ,O,X,X,X,X,O,X
LTISOJZ,O,X,O,X,X,O,X
LTISOZJ,O,X,X,X,X,O,O
LTIZJSO,O,O,X,X,X,O,X
LTIZJOS,O,O,O,X,X,O,X
LTIZSJO,X,O,X,X,X,O,X
LTIZSOJ,X,X,X,X,X,O,X
LTIZOJS,X,O,O,X,X,O,X
LTIZOSJ,X,X,X,X,X,O,X
LTIOJSZ,O,X,O,X,X,O,X
LTIOJZS,O,X,O,X,X,O,X
LTIOSJZ,X,X,O,X,X,O,X
LTIOSZJ,X,X,X,X,X,O,O
LTIOZJS,X,X,O,X,X,O,O
LTIOZSJ,X,X,X,X,X,O,O
LTJISZO,O,X,X,X,X,X,X
LTJISOZ,O,X,O,X,X,O,X
LTJIZSO,O,O,X,X,X,O,X
LTJIZOS,O,O,O,X,X,O,X
LTJIOSZ,O,X,O,X,X,O,X
LTJIOZS,O,O,O,X,X,O,X
LTJSIZO,O,X,X,X,X,X,X
LTJSIOZ,O,X,O,X,X,O,X
LTJSZIO,O,X,X,X,X,X,X
LTJSZOI,O,X,X,X,X,X,X
LTJSOIZ,O,X,O,X,X,O,X
LTJSOZI,O,X,O,X,X,O,X
LTJZISO,O,O,X,X,X,O,X
LTJZIOS,O,O,O,X,X,O,X
LTJZSIO,O,O,X,X,X,O,X
LTJZSOI,O,O,X,X,X,O,X
LTJZOIS,O,O,O,X,X,O,X
LTJZOSI,O,O,O,X,X,O,X
LTJOISZ,O,X,O,X,X,O,X
LTJOIZS,O,O,O,X,X,O,X
LTJOSIZ,O,X,O,X,X,O,X
LTJOSZI,O,X,O,X,X,O,X
LTJOZIS,O,O,O,X,X,O,X
LTJOZSI,O,O,O,X,X,O,X
LTSIJZO,O,X,X,X,X,X,X
LTSIJOZ,O,X,O,X,X,O,X
LTSIZJO,O,X,X,X,X,O,X
LTSIZOJ,O,X,X,X,X,O,X
LTSIOJZ,O,X,O,X,X,O,X
LTSIOZJ,O,X,X,X,X,O,O
LTSJIZO,O,X,X,X,X,X,X
LTSJIOZ,O,X,O,X,X,O,X
LTSJZIO,O,X,X,X,X,X,X
LTSJZOI,O,X,X,X,X,X,X
LTSJOIZ,O,X,O,X,X,O,X
LTSJOZI,O,X,O,X,X,O,X
LTSZIJO,O,X,X,X,X,O,X
LTSZIOJ,O,X,X,X,X,O,X
LTSZJIO,O,X,X,X,X,O,X
LTSZJOI,O,X,X,X,X,O,X
LTSZOIJ,O,X,X,X,X,O,X
LTSZOJI,O,X,X,X,X,O,X
LTSOIJZ,O,X,O,X,X,O,X
LTSOIZJ,O,X,X,X,X,O,O
LTSOJIZ,O,X,O,X,X,O,X
LTSOJZI,O,X,O,X,X,O,X
LTSOZIJ,O,X,X,X,X,O,O
LTSOZJI,O,X,X,X,X,O,O
LTZIJSO,O,O,X,X,X,O,X
LTZIJOS,O,O,O,X,X,O,X
LTZISJO,X,O,X,X,X,O,X
LTZISOJ,X,X,X,X,X,O,X
LTZIOJS,X,O,O,X,X,O,X
LTZIOSJ,X,X,X,X,X,O,X
LTZJISO,O,O,X,X,X,O,X
LTZJIOS,O,O,O,X,X,O,X
LTZJSIO,O,O,X,X,X,O,X
LTZJSOI,O,O,X,X,X,O,X
LTZJOIS,O,O,O,X,X,O,X
LTZJOSI,O,O,O,X,X,O,X
LTZSIJO,X,O,X,X,X,O,X
LTZSIOJ,X,X,X,X,X,O,X
LTZSJIO,X,O,X,X,X,O,X
LTZSJOI,X,O,X,X,X,O,X
LTZSOIJ,X,X,X,X,X,O,X
LTZSOJI,X,X,X,X,X,O,X
LTZOIJS,X,O,O,X,X,O,X
LTZOISJ,X,X,X,X,X,O,X
LTZOJIS,X,O,O,X,X,O,X
LTZOJSI,X,O,O,X,X,O,X
LTZOSIJ,X,X,X,X,X,O,X
LTZOSJI,X,X,X,X,X,O,X
LTOIJSZ,O,X,O,X,X,O,X
LTOIJZS,O,X,O,X,X,O,X
LTOISJZ,X,X,O,X,X,O,X
LTOISZJ,X,X,X,X,X,O,O
LTOIZJS,X,X,O,X,X,O,O
LTOIZSJ,X,X,X,X,X,O,O
LTOJISZ,O,X,O,X,X,O,X
LTOJIZS,O,X,O,X,X,O,X
LTOJSIZ,O,X,O,X,X,O,X
LTOJSZI,O,X,O,X,X,O,X
LTOJZIS,O,X,O,X,X,O,X
LTOJZSI,O,X,O,X,X,O,X
LTOSIJZ,X,X,O,X,X,O,X
LTOSIZJ,X,X,X,X,X,O,O
LTOSJIZ,X,X,O,X,X,O,X
LTOSJZI,X,X,O,X,X,O,X
LTOSZIJ,X,X,X,X,X,O,O
LTOSZJI,X,X,X,X,X,O,O
LTOZIJS,X,X,O,X,X,O,O
LTOZISJ,X,X,X,X,X,O,O
LTOZJIS,X,X,O,X,X,O,O
LTOZJSI,X,X,O,X,X,O,O
LTOZSIJ,X,X,X,X,X,O,O
LTOZSJI,X,X,X,X,X,O,O
LITJSZO,O,X,X,X,X,X,X
LITJSOZ,O,X,O,X,X,O,X
LITJZSO,O,O,X,X,X,O,X
LITJZOS,O,O,O,X,X,O,X
LITJOSZ,O,X,O,X,X,O,X
LITJOZS,O,O,O,X,X,O,X
LITSJZO,O,X,X,X,X,X,X
LITSJOZ,O,X,O,X,X,O,X
LITSZJO,O,X,X,X,X,O,X
LITSZOJ,O,X,X,X,X,O,X
LITSOJZ,O,X,O,X,X,O,X
LITSOZJ,O,X,X,X,X,O,O
LITZJSO,O,O,X,X,X,O,X
LITZJOS,O,O,O,X,X,O,X
LITZSJO,X,O,X,X,X,O,X
LITZSOJ,X,X,X,X,X,O,X
LITZOJS,X,O,O,X,X,O,X
LITZOSJ,X,X,X,X,X,O,X
LITOJSZ,O,X,O,X,X,O,X
LITOJZS,O,X,O,X,X,O,X
LITOSJZ,X,X,O,X,X,O,X
LITOSZJ,X,X,X,X,X,O,O
LITOZJS,X,X,O,X,X,O,O
LITOZSJ,X,X,X,X,X,O,O
LIJTSZO,O,X,X,X,X,X,X
LIJTSOZ,O,X,O,X,X,O,X
LIJTZSO,O,O,X,X,X,O,X
LIJTZOS,O,O,O,X,X,O,X
LIJTOSZ,O,X,O,X,X,O,X
LIJTOZS,O,O,O,X,X,O,X
LIJSTZO,O,O,X,X,X,X,X
LIJSTOZ,O,O,O,X,X,O,X
LIJSZTO,O,O,X,X,X,X,X
LIJSZOT,O,O,X,X,X,X,X
LIJSOTZ,O,O,O,X,X,X,X
LIJSOZT,O,O,O,X,X,X,X
LIJZTSO,O,X,X,X,X,X,X
LIJZTOS,O,X,O,X,X,O,X
LIJZSTO,O,X,X,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,X,X
LIJZOST,O,X,O,X,X,X,X
LIJOTSZ,O,X,O,X,X,O,X
LIJOTZS,O,O,O,X,X,O,X
LIJOSTZ,O,O,O,X,X,X,X
LIJOSZT,O,O,O,X,X,X,X
LIJOZTS,O,X,O,X,X,X,X
LIJOZST,O,X,O,X,X,X,X
LISTJZO,O,O,X,X,X,X,X
LISTJOZ,O,O,O,O,X,O,X
LISTZJO,O,O,X,X,X,O,X
LISTZOJ,O,O,X,X,X,O,X
LISTOJZ,O,O,O,O,X,O,X
LISTOZJ,O,O,X,O,X,O,X
LISJTZO,O,O,X,X,X,X,X
LISJTOZ,O,O,O,X,X,O,X
LISJZTO,O,O,X,X,X,X,X
LISJZOT,O,O,X,X,X,X,X
LISJOTZ,O,O,O,O,X,X,X
LISJOZT,O,O,O,O,X,X,X
LISZTJO,O,O,X,X,X,X,X
LISZTOJ,O,O,X,X,X,X,X
LISZJTO,O,O,X,X,X,X,X
LISZJOT,O,O,X,X,O,X,X
LISZOTJ,O,X,X,X,O,X,X
LISZOJT,O,O,X,X,O,X,X
LISOTJZ,O,O,O,O,X,X,X
LISOTZJ,O,O,X,O,X,X,X
LISOJTZ,O,O,O,O,X,X,X
LISOJZT,O,O,O,O,X,X,X
LISOZTJ,O,X,X,X,O,X,X
LISOZJT,O,O,X,O,O,X,X
LIZTJSO,O,X,X,X,X,O,X
LIZTJOS,O,X,O,X,X,O,X
LIZTSJO,X,X,X,X,X,O,X
LIZTSOJ,X,X,X,X,X,O,X
LIZTOJS,X,X,O,X,X,O,X
LIZTOSJ,X,X,X,X,X,O,X
LIZJTSO,O,X,X,X,X,X,X
LIZJTOS,O,X,O,X,X,O,X
LIZJSTO,O,X,X,X,X,X,X
LIZJSOT,O,X,X,X,X,X,X
LIZJOTS,O,X,O,X,O,X,O
LIZJOST,O,X,O,X,O,X,X
LIZSTJO,O,X,X,X,X,X,X
LIZSTOJ,O,X,X,X,X,X,X
LIZSJTO,O,X,X,X,X,X,X
LIZSJOT,O,X,X,X,O,X,X
LIZSOTJ,O,X,X,X,O,X,X
LIZSOJT,O,X,X,X,O,X,X
LIZOTJS,X,X,O,X,O,X,O
LIZOTSJ,X,X,X,X,O,X,O
LIZOJTS,X,X,O,X,O,X,O
LIZOJST,X,X,O,X,O,X,X
LIZOSTJ,X,X,X,X,O,X,X
LIZOSJT,X,X,X,X,O,X,X
LIOTJSZ,O,X,O,X,X,O,X
LIOTJZS,O,X,O,X,X,O,X
LIOTSJZ,X,X,O,O,X,O,X
LIOTSZJ,X,X,X,X,X,O,O
LIOTZJS,X,X,O,X,O,O,O
LIOTZSJ,X,X,X,X,O,O,O
LIOJTSZ,O,X,O,X,X,O,X
LIOJTZS,O,X,O,X,X,O,X
LIOJSTZ,O,X,O,O,X,X,X
LIOJSZT,O,X,O,O,X,X,X
LIOJZTS,O,X,O,X,O,X,X
LIOJZST,O,X,O,X,O,X,X
LIOSTJZ,O,X,O,O,X,X,X
LIOSTZJ,O,X,X,O,X,X,X
LIOSJTZ,O,X,O,O,X,X,X
LIOSJZT,O,X,O,O,X,X,X
LIOSZTJ,O,X,X,X,O,X,X
LIOSZJT,O,X,X,O,O,X,X
LIOZTJS,X,X,O,X,O,X,O
LIOZTSJ,X,X,X,X,O,X,O
LIOZJTS,X,X,O,X,O,X,O
LIOZJST,X,X,O,X,O,X,X
LIOZSTJ,X,X,X,X,O,X,X
LIOZSJT,X,X,X,O,O,X,X
LJTISZO,O,X,X,X,X,X,X
LJTISOZ,O,X,O,X,X,O,X
LJTIZSO,O,O,X,X,X,O,X
LJTIZOS,O,O,O,X,X,O,X
LJTIOSZ,O,X,O,X,X,O,X
LJTIOZS,O,O,O,X,X,O,X
LJTSIZO,O,X,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,O,X
LJTSZIO,O,X,X,X,X,X,X
LJTSZOI,O,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,O,X
LJTSOZI,O,X,O,X,X,O,X
LJTZISO,O,O,X,X,X,O,X
LJTZIOS,O,O,O,X,X,O,X
LJTZSIO,O,O,X,X,X,O,X
LJTZSOI,O,O,X,X,X,O,X
LJTZOIS,O,O,O,X,X,O,X
LJTZOSI,O,O,O,X,X,O,X
LJTOISZ,O,X,O,X,X,O,X
LJTOIZS,O,O,O,X,X,O,X
LJTOSIZ,O,X,O,X,X,O,X
LJTOSZI,O,X,O,X,X,O,X
LJTOZIS,O,O,O,X,X,O,X
LJTOZSI,O,O,O,X,X,O,X
LJITSZO,O,X,X,X,X,X,X
LJITSOZ,O,X,O,X,X,O,X
LJITZSO,O,O,X,X,X,O,X
LJITZOS,O,O,O,X,X,O,X
LJITOSZ,O,X,O,X,X,O,X
LJITOZS,O,O,O,X,X,O,X
LJISTZO,O,O,X,X,X,X,X
LJISTOZ,O,O,O,X,X,O,X
LJISZTO,O,O,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X
LJISOTZ,O,O,O,X,X,X,X
LJISOZT,O,O,O,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X
LJIZTOS,O,X,O,X,X,O,X
LJIZSTO,O,X,X,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,X,X
LJIZOST,O,X,O,X,X,X,X
LJIOTSZ,O,X,O,X,X,O,X
LJIOTZS,O,O,O,X,X,O,X
LJIOSTZ,O,O,O,X,X,X,X
LJIOSZT,O,O,O,X,X,X,X
LJIOZTS,O,X,O,X,X,X,X
LJIOZST,O,X,O,X,X,X,X
LJSTIZO,O,O,X,X,X,X,X
LJSTIOZ,O,O,O,X,X,O,X
LJSTZIO,O,O,X,X,X,X,X
LJSTZOI,O,O,X,X,X,X,X
LJSTOIZ,O,O,O,X,X,O,X
LJSTOZI,O,O,O,X,X,O,X
LJSITZO,O,O,X,X,X,X,X
LJSITOZ,O,O,O,X,X,O,X
LJSIZTO,O,O,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X
LJSIOTZ,O,O,O,X,X,X,X
LJSIOZT,O,O,O,X,X,X,X
LJSZTIO,O,O,X,X,X,X,X
LJSZTOI,O,O,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X
LJSOTIZ,O,O,O,X,X,X,X
LJSOTZI,O,O,O,X,X,X,X
LJSOITZ,O,O,O,X,X,X,X
LJSOIZT,O,O,O,X,X,X,X
LJSOZTI,O,O,O,X,X,X,X
LJSOZIT,O,O,O,X,X,X,X
LJZTISO,O,X,X,X,X,X,X
LJZTIOS,O,X,O,X,X,O,X
LJZTSIO,O,X,X,X,X,X,X
LJZTSOI,O,X,X,X,X,X,X
LJZTOIS,O,X,O,X,X,O,X
LJZTOSI,O,X,O,X,X,O,X
LJZITSO,O,X,X,X,X,X,X
LJZITOS,O,X,O,X,X,O,X
LJZISTO,O,X,X,X,X,X,X
LJZISOT,O,X,X,X,X,X,X
LJZIOTS,O,X,O,X,X,X,X
LJZIOST,O,X,O,X,X,X,X
LJZSTIO,O,X,X,X,X,X,X
LJZSTOI,O,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,X,X
LJZOTSI,O,X,O,X,X,X,X
LJZOITS,O,X,O,X,X,X,X
LJZOIST,O,X,O,X,X,X,X
LJZOSTI,O,X,O,X,X,X,X
LJZOSIT,O,X,O,X,X,X,X
LJOTISZ,O,X,O,X,X,O,X
LJOTIZS,O,O,O,X,X,O,X
LJOTSIZ,O,X,O,X,X,O,X
LJOTSZI,O,X,O,X,X,O,X
LJOTZIS,O,O,O,X,X,O,X
LJOTZSI,O,O,O,X,X,O,X
LJOITSZ,O,X,O,X,X,O,X
LJOITZS,O,O,O,X,X,O,X
LJOISTZ,O,O,O,X,X,X,X
LJOISZT,O,O,O,X,X,X,X
LJOIZTS,O,X,O,X,X,X,X
LJOIZST,O,X,O,X,X,X,X
LJOSTIZ,O,O,O,X,X,X,X
LJOSTZI,O,X,O,X,X,X,X
LJOSITZ,O,O,O,X,X,X,X
LJOSIZT,O,O,O,X,X,X,X
LJOSZTI,O,X,O,X,X,X,X
LJOSZIT,O,O,O,X,X,X,X
LJOZTIS,O,X,O,X,X,X,X
LJOZTSI,O,X,O,X,X,X,X
LJOZITS,O,X,O,X,X,X,X
LJOZIST,O,X,O,X,X,X,X
LJOZSTI,O,X,O,X,X,X,X
LJOZSIT,O,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X
LSTIJOZ,O,O,O,O,X,O,X
LSTIZJO,O,O,X,X,X,O,X
LSTIZOJ,O,O,X,X,X,O,X
LSTIOJZ,O,O,O,O,X,O,X
LSTIOZJ,O,O,X,O,X,O,X
LSTJIZO,O,O,X,X,X,X,X
LSTJIOZ,O,O,O,O,X,O,X
LSTJZIO,O,O,X,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X
LSTJOIZ,O,O,O,O,X,O,X
LSTJOZI,O,O,O,O,X,O,X
LSTZIJO,O,O,X,X,X,O,X
LSTZIOJ,O,O,X,X,X,O,X
LSTZJIO,O,O,X,X,X,O,X
LSTZJOI,O,O,X,X,X,O,X
LSTZOIJ,O,O,X,X,X,O,X
LSTZOJI,O,O,X,X,X,O,X
LSTOIJZ,O,O,O,O,X,O,X
LSTOIZJ,O,O,X,O,X,O,X
LSTOJIZ,O,O,O,O,X,O,X
LSTOJZI,O,O,O,O,X,O,X
LSTOZIJ,O,O,X,O,X,O,X
LSTOZJI,O,O,X,O,X,O,X
LSITJZO,O,O,X,X,X,X,X
LSITJOZ,O,O,O,O,X,O,X
LSITZJO,O,O,X,X,X,O,X
LSITZOJ,O,O,X,X,X,O,X
LSITOJZ,O,O,O,O,X,O,X
LSITOZJ,O,O,X,O,X,O,X
