sequence,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBfmB6mB0iB2s?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBGhBKnBfoBUm?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFukB3gBFiB0mBzn?BiqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBGhBTiBfqBVw?ByxB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBFhBOnBfqBSw?BzsB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFCgB0hBmlBznBXn?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFFgB6mB0iBfqBzq?B2xB
SIZLOTJ,X,O,X,O,O,X,X
SIZLOJT,X,O,X,O,O,X,X
SIZJTLO,O,O,O,O,O,X,O
SIZJTOL,O,O,O,O,O,X,O
SIZJLTO,O,O,O,X,O,X,O
SIZJLOT,O,O,X,O,O,X,O
SIZJOTL,O,X,O,X,O,X,O
SIZJOLT,O,X,X,X,O,X,O
SIZOTLJ,X,O,X,O,O,X,O
SIZOTJL,X,O,O,O,O,X,O
SIZOLTJ,X,O,X,O,O,X,O
SIZOLJT,X,O,X,O,O,X,O
SIZOJTL,X,X,O,X,O,X,O
SIZOJLT,X,X,X,X,O,X,O
SIOTLJZ,O,O,O,O,O,O,O
SIOTLZJ,O,O,O,O,O,X,O
SIOTJLZ,O,O,O,O,O,O,O
SIOTJZL,O,O,O,O,O,O,O
SIOTZLJ,O,O,O,O,O,X,O
SIOTZJL,O,O,O,O,O,X,O
SIOLTJZ,O,O,O,O,O,X,O
SIOLTZJ,O,O,O,O,O,X,O
SIOLJTZ,O,X,O,O,O,X,O
SIOLJZT,O,X,O,O,O,X,O
SIOLZTJ,X,O,O,O,O,X,O
SIOLZJT,X,O,O,O,O,X,O
SIOJTLZ,O,X,O,X,O,X,O
SIOJTZL,O,X,O,X,O,X,O
SIOJLTZ,O,X,O,X,O,X,O
SIOJLZT,O,X,O,X,O,O,O
SIOJZTL,O,X,O,X,O,X,O
SIOJZLT,O,X,O,X,O,O,O
SIOZTLJ,X,O,O,O,O,X,O
SIOZTJL,X,O,O,O,O,X,O
SIOZLTJ,X,O,O,O,O,X,O
SIOZLJT,X,O,O,O,O,X,O
SIOZJTL,X,X,O,X,O,X,O
SIOZJLT,X,X,O,X,O,X,O
SLTIJZO,O,O,O,O,O,X,O
SLTIJOZ,O,O,O,O,O,X,O
SLTIZJO,O,O,O,O,O,X,O
SLTIZOJ,O,O,O,O,O,X,X
SLTIOJZ,O,O,O,O,O,X,O
SLTIOZJ,O,O,O,O,O,X,O
SLTJIZO,O,O,O,O,O,X,O
SLTJIOZ,O,O,O,O,O,X,O
SLTJZIO,O,O,O,O,O,X,O
SLTJZOI,O,O,O,O,O,X,O
SLTJOIZ,O,O,O,O,O,X,O
SLTJOZI,O,O,O,O,O,X,O
SLTZIJO,O,O,O,O,O,X,O
SLTZIOJ,O,O,O,O,O,X,X
SLTZJIO,O,O,O,O,O,X,O
SLTZJOI,O,O,O,O,O,X,O
SLTZOIJ,O,O,O,O,O,X,X
SLTZOJI,O,O,O,O,O,X,X
SLTOIJZ,O,O,O,O,O,X,O
SLTOIZJ,O,O,O,O,O,X,O
SLTOJIZ,O,O,O,O,O,X,O
SLTOJZI,O,O,O,O,O,X,O
SLTOZIJ,O,O,O,O,O,X,O
SLTOZJI,O,O,O,O,O,X,O
SLITJZO,O,O,O,O,O,X,O
SLITJOZ,O,O,O,O,O,X,O
SLITZJO,O,O,O,O,O,X,O
SLITZOJ,O,O,O,O,O,X,X
SLITOJZ,O,O,O,O,O,X,O
SLITOZJ,O,O,O,O,O,X,O
SLIJTZO,O,O,O,O,O,X,O
SLIJTOZ,O,O,O,O,O,X,O
SLIJZTO,O,O,O,X,O,X,O
SLIJZOT,O,O,O,O,O,X,O
SLIJOTZ,O,X,O,O,O,X,O
SLIJOZT,O,X,O,O,O,X,O
SLIZTJO,O,O,O,O,O,X,O
SLIZTOJ,O,O,O,O,O,X,X
SLIZJTO,O,O,O,X,O,X,O
SLIZJOT,O,O,O,O,O,X,O
SLIZOTJ,X,O,O,O,O,X,X
SLIZOJT,X,O,O,O,O,X,X
SLIOTJZ,O,O,O,O,O,X,O
SLIOTZJ,O,O,O,O,O,X,O
SLIOJTZ,O,X,O,O,O,X,O
SLIOJZT,O,X,O,O,O,X,O
SLIOZTJ,X,O,O,O,O,X,O
SLIOZJT,X,O,O,O,O,X,O
SLJTIZO,O,O,O,O,O,X,O
SLJTIOZ,O,O,O,O,O,X,O
SLJTZIO,O,O,O,O,O,X,O
SLJTZOI,O,O,O,O,O,X,O
SLJTOIZ,O,O,O,O,O,X,O
SLJTOZI,O,O,O,O,O,X,O
SLJITZO,O,O,O,O,O,X,O
SLJITOZ,O,O,O,O,O,X,O
SLJIZTO,O,O,O,X,O,X,O
SLJIZOT,O,O,O,O,O,X,O
SLJIOTZ,O,X,O,O,O,X,O
SLJIOZT,O,X,O,O,O,X,O
SLJZTIO,O,O,O,X,O,X,O
SLJZTOI,O,O,O,X,O,X,O
SLJZITO,O,O,O,X,O,X,O
SLJZIOT,O,O,O,O,O,X,O
SLJZOTI,O,O,O,O,O,X,O
SLJZOIT,O,O,O,O,O,X,O
SLJOTIZ,O,X,O,O,O,X,O
SLJOTZI,O,X,O,O,O,X,O
SLJOITZ,O,X,O,O,O,X,O
SLJOIZT,O,X,O,O,O,X,O
SLJOZTI,O,X,O,O,O,X,O
SLJOZIT,O,X,O,O,O,X,O
SLZTIJO,O,O,O,O,O,X,O
SLZTIOJ,O,O,O,O,O,X,X
SLZTJIO,O,O,O,O,O,X,O
SLZTJOI,O,O,O,O,O,X,O
SLZTOIJ,O,O,O,O,O,X,X
SLZTOJI,O,O,O,O,O,X,X
SLZITJO,O,O,O,O,O,X,O
SLZITOJ,O,O,O,O,O,X,X
SLZIJTO,O,O,O,X,O,X,O
SLZIJOT,O,O,O,O,O,X,O
SLZIOTJ,X,O,O,O,O,X,X
SLZIOJT,X,O,O,O,O,X,X
SLZJTIO,O,O,O,X,O,X,O
SLZJTOI,O,O,O,X,O,X,O
SLZJITO,O,O,O,X,O,X,O
SLZJIOT,O,O,O,O,O,X,O
SLZJOTI,O,O,O,O,O,X,O
SLZJOIT,O,O,O,O,O,X,O
SLZOTIJ,X,O,O,O,O,X,X
SLZOTJI,X,O,O,O,O,X,X
SLZOITJ,X,O,O,O,O,X,X
SLZOIJT,X,O,O,O,O,X,X
SLZOJTI,X,O,O,O,O,X,X
SLZOJIT,X,O,O,O,O,X,X
SLOTIJZ,O,O,O,O,O,X,O
SLOTIZJ,O,O,O,O,O,X,O
SLOTJIZ,O,O,O,O,O,X,O
SLOTJZI,O,O,O,O,O,X,O
SLOTZIJ,O,O,O,O,O,X,O
SLOTZJI,O,O,O,O,O,X,O
SLOITJZ,O,O,O,O,O,X,O
SLOITZJ,O,O,O,O,O,X,O
SLOIJTZ,O,X,O,O,O,X,O
SLOIJZT,O,X,O,O,O,X,O
SLOIZTJ,X,O,O,O,O,X,O
SLOIZJT,X,O,O,O,O,X,O
SLOJTIZ,O,X,O,O,O,X,O
SLOJTZI,O,X,O,O,O,X,O
SLOJITZ,O,X,O,O,O,X,O
SLOJIZT,O,X,O,O,O,X,O
SLOJZTI,O,X,O,O,O,X,O
SLOJZIT,O,X,O,O,O,X,O
SLOZTIJ,X,O,O,O,O,X,O
SLOZTJI,X,O,O,O,O,X,O
SLOZITJ,X,O,O,O,O,X,O
SLOZIJT,X,O,O,O,O,X,O
SLOZJTI,X,O,O,O,O,X,O
SLOZJIT,X,O,O,O,O,X,O
SJTILZO,O,O,X,O,O,X,O
SJTILOZ,O,O,X,O,O,O,O
SJTIZLO,O,O,X,O,O,X,O
SJTIZOL,O,O,X,O,O,X,O
SJTIOLZ,O,O,X,O,X,O,O
SJTIOZL,O,O,X,O,X,O,O
SJTLIZO,O,O,X,O,O,X,O
SJTLIOZ,O,O,X,O,O,O,O
SJTLZIO,O,O,X,O,O,X,O
SJTLZOI,O,O,X,O,O,X,O
SJTLOIZ,O,O,X,O,O,O,O
SJTLOZI,O,O,X,O,O,O,O
SJTZILO,O,O,X,O,O,X,O
SJTZIOL,O,O,X,O,O,X,O
SJTZLIO,O,O,X,O,O,X,O
SJTZLOI,O,O,X,O,O,X,O
SJTZOIL,O,O,X,O,O,X,O
SJTZOLI,O,O,X,O,X,X,O
SJTOILZ,O,O,X,O,X,O,O
SJTOIZL,O,O,X,O,X,O,O
SJTOLIZ,O,O,X,O,X,O,O
SJTOLZI,O,O,X,O,X,O,O
SJTOZIL,O,O,X,O,X,O,O
SJTOZLI,O,O,X,O,X,O,O
SJITLZO,O,O,X,O,O,X,O
SJITLOZ,O,O,X,O,O,X,O
SJITZLO,O,O,X,O,O,X,O
SJITZOL,O,O,X,O,O,X,O
SJITOLZ,O,O,X,O,X,X,O
SJITOZL,O,O,X,O,X,X,O
SJILTZO,O,O,O,O,O,X,O
SJILTOZ,O,O,O,O,O,X,O
SJILZTO,O,O,O,X,O,X,O
SJILZOT,O,O,O,O,O,X,O
SJILOTZ,O,X,O,O,O,X,O
SJILOZT,O,X,O,O,O,O,O
SJIZTLO,O,O,O,O,O,X,O
SJIZTOL,O,O,O,O,O,X,O
SJIZLTO,O,O,O,X,O,X,O
SJIZLOT,O,O,X,O,O,X,O
SJIZOTL,O,X,O,X,O,X,O
SJIZOLT,O,X,X,X,O,X,O
SJIOTLZ,O,X,O,X,O,X,O
SJIOTZL,O,X,O,X,O,X,O
SJIOLTZ,O,X,O,X,O,X,O
SJIOLZT,O,X,O,X,O,O,O
SJIOZTL,O,X,O,X,O,X,O
SJIOZLT,O,X,O,X,O,O,O
SJLTIZO,O,O,O,O,O,X,O
SJLTIOZ,O,O,O,O,O,X,O
SJLTZIO,O,O,O,O,O,X,O
SJLTZOI,O,O,O,O,O,X,O
SJLTOIZ,O,O,O,O,O,X,O
SJLTOZI,O,O,O,O,O,X,O
SJLITZO,O,O,O,O,O,X,O
SJLITOZ,O,O,O,O,O,X,O
SJLIZTO,O,O,O,X,O,X,O
SJLIZOT,O,O,O,O,O,X,O
SJLIOTZ,O,X,O,O,O,X,O
SJLIOZT,O,X,O,O,O,O,O
SJLZTIO,O,O,O,X,O,X,O
SJLZTOI,O,O,O,X,O,X,O
SJLZITO,O,O,O,X,O,X,O
SJLZIOT,O,O,O,O,O,X,O
SJLZOTI,O,O,O,O,O,X,O
SJLZOIT,O,O,O,O,O,X,O
SJLOTIZ,O,X,O,O,O,X,O
SJLOTZI,O,X,O,O,O,X,O
SJLOITZ,O,X,O,O,O,X,O
SJLOIZT,O,X,O,O,O,O,O
SJLOZTI,O,X,O,O,O,X,O
SJLOZIT,O,X,O,O,O,O,O
SJZTILO,O,O,O,O,O,X,O
SJZTIOL,O,O,O,O,O,X,O
SJZTLIO,O,O,O,O,O,X,O
SJZTLOI,O,O,X,O,O,X,O
SJZTOIL,O,O,O,O,O,X,O
SJZTOLI,O,O,X,O,O,X,O
SJZITLO,O,O,O,O,O,X,O
SJZITOL,O,O,O,O,O,X,O
SJZILTO,O,O,O,X,O,X,O
SJZILOT,O,O,X,O,O,X,O
SJZIOTL,O,X,O,X,O,X,O
SJZIOLT,O,X,X,X,O,X,O
SJZLTIO,O,O,O,X,O,X,O
SJZLTOI,O,O,X,X,O,X,O
SJZLITO,O,O,O,X,O,X,O
SJZLIOT,O,O,X,O,O,X,O
SJZLOTI,O,O,X,O,O,X,O
SJZLOIT,O,O,X,O,O,X,O
SJZOTIL,O,X,O,X,O,X,O
SJZOTLI,O,X,X,X,O,X,O
SJZOITL,O,X,O,X,O,X,O
SJZOILT,O,X,X,X,O,X,O
SJZOLTI,O,X,X,X,O,X,O
SJZOLIT,O,X,X,X,O,X,O
SJOTILZ,O,X,O,X,O,O,O
SJOTIZL,O,X,O,X,O,O,O
SJOTLIZ,O,X,O,X,O,O,O
SJOTLZI,O,X,O,X,O,O,O
SJOTZIL,O,X,O,X,O,O,O
SJOTZLI,O,X,O,X,O,O,O
SJOITLZ,O,X,O,X,O,X,O
SJOITZL,O,X,O,X,O,X,O
SJOILTZ,O,X,O,X,O,X,O
SJOILZT,O,X,O,X,O,O,O
SJOIZTL,O,X,O,X,O,X,O
SJOIZLT,O,X,O,X,O,O,O
SJOLTIZ,O,X,O,X,O,X,O
SJOLTZI,O,X,O,X,O,X,O
SJOLITZ,O,X,O,X,O,X,O
SJOLIZT,O,X,O,X,O,O,O
SJOLZTI,O,X,O,X,O,X,O
SJOLZIT,O,X,O,X,O,O,O
SJOZTIL,O,X,O,X,O,O,O
SJOZTLI,O,X,O,X,O,O,O
SJOZITL,O,X,O,X,O,X,O
SJOZILT,O,X,O,X,O,O,O
SJOZLTI,O,X,O,X,O,X,O
SJOZLIT,O,X,O,X,O,O,O
SZTILJO,O,O,O,O,O,X,O
SZTILOJ,O,O,X,O,O,X,X
SZTIJLO,O,O,O,O,O,X,O
SZTIJOL,O,O,O,O,O,X,O
SZTIOLJ,O,O,X,O,O,X,O
SZTIOJL,O,O,O,O,O,X,O
SZTLIJO,O,O,O,O,O,X,O
SZTLIOJ,O,O,X,O,O,X,X
SZTLJIO,O,O,O,O,O,X,O
SZTLJOI,O,O,X,O,O,X,O
SZTLOIJ,O,O,X,O,O,X,X
SZTLOJI,O,O,X,O,O,X,X
SZTJILO,O,O,O,O,O,X,O
SZTJIOL,O,O,O,O,O,X,O
SZTJLIO,O,O,O,O,O,X,O
SZTJLOI,O,O,X,O,O,X,O
SZTJOIL,O,O,O,O,O,X,O
SZTJOLI,O,O,X,O,O,X,O
SZTOILJ,O,O,X,O,O,X,O
SZTOIJL,O,O,O,O,O,X,O
SZTOLIJ,O,O,X,O,O,X,O
SZTOLJI,O,O,X,O,O,X,O
SZTOJIL,O,O,O,O,O,X,O
SZTOJLI,O,O,X,O,O,X,O
SZITLJO,O,O,O,O,O,X,O
SZITLOJ,O,O,X,O,O,X,X
SZITJLO,O,O,O,O,O,X,O
SZITJOL,O,O,O,O,O,X,O
SZITOLJ,O,O,X,O,O,X,O
SZITOJL,O,O,O,O,O,X,O
SZILTJO,O,O,O,O,O,X,O
SZILTOJ,O,O,X,O,O,X,X
SZILJTO,O,O,O,X,O,X,O
SZILJOT,O,O,X,O,O,X,O
SZILOTJ,X,O,X,O,O,X,X
SZILOJT,X,O,X,O,O,X,X
SZIJTLO,O,O,O,O,O,X,O
SZIJTOL,O,O,O,O,O,X,O
SZIJLTO,O,O,O,X,O,X,O
SZIJLOT,O,O,X,O,O,X,O
SZIJOTL,O,X,O,X,O,X,O
SZIJOLT,O,X,X,X,O,X,O
SZIOTLJ,X,O,X,O,O,X,O
SZIOTJL,X,O,O,O,O,X,O
SZIOLTJ,X,O,X,O,O,X,O
SZIOLJT,X,O,X,O,O,X,O
SZIOJTL,X,X,O,X,O,X,O
SZIOJLT,X,X,X,X,O,X,O
SZLTIJO,O,O,O,O,O,X,O
SZLTIOJ,O,O,X,O,O,X,X
SZLTJIO,O,O,O,O,O,X,O
SZLTJOI,O,O,X,O,O,X,O
SZLTOIJ,O,O,X,O,O,X,X
SZLTOJI,O,O,X,O,O,X,X
SZLITJO,O,O,O,O,O,X,O
SZLITOJ,O,O,X,O,O,X,X
SZLIJTO,O,O,O,X,O,X,O
SZLIJOT,O,O,X,O,O,X,O
SZLIOTJ,X,O,X,O,O,X,X
SZLIOJT,X,O,X,O,O,X,X
SZLJTIO,O,O,O,X,O,X,O
SZLJTOI,O,O,X,X,O,X,O
SZLJITO,O,O,O,X,O,X,O
SZLJIOT,O,O,X,O,O,X,O
SZLJOTI,O,O,X,O,O,X,O
SZLJOIT,O,O,X,O,O,X,O
SZLOTIJ,X,O,X,O,O,X,X
SZLOTJI,X,O,X,O,O,X,X
SZLOITJ,X,O,X,O,O,X,X
SZLOIJT,X,O,X,O,O,X,X
SZLOJTI,X,O,X,O,O,X,X
SZLOJIT,X,O,X,O,O,X,X
SZJTILO,O,O,O,O,O,X,O
SZJTIOL,O,O,O,O,O,X,O
SZJTLIO,O,O,O,O,O,X,O
SZJTLOI,O,O,X,O,O,X,O
SZJTOIL,O,O,O,O,O,X,O
SZJTOLI,O,O,X,O,O,X,O
SZJITLO,O,O,O,O,O,X,O
SZJITOL,O,O,O,O,O,X,O
SZJILTO,O,O,O,X,O,X,O
SZJILOT,O,O,X,O,O,X,O
SZJIOTL,O,X,O,X,O,X,O
SZJIOLT,O,X,X,X,O,X,O
SZJLTIO,O,O,O,X,O,X,O
SZJLTOI,O,O,X,X,O,X,O
SZJLITO,O,O,O,X,O,X,O
SZJLIOT,O,O,X,O,O,X,O
SZJLOTI,O,O,X,O,O,X,O
SZJLOIT,O,O,X,O,O,X,O
SZJOTIL,O,X,O,X,O,X,O
SZJOTLI,O,X,X,X,O,X,O
SZJOITL,O,X,O,X,O,X,O
SZJOILT,O,X,X,X,O,X,O
SZJOLTI,O,X,X,X,O,X,O
SZJOLIT,O,X,X,X,O,X,O
SZOTILJ,X,O,X,O,O,X,O
SZOTIJL,X,O,O,O,O,X,O
SZOTLIJ,X,O,X,O,O,X,O
SZOTLJI,X,O,X,O,O,X,O
SZOTJIL,X,O,O,O,O,X,O
SZOTJLI,X,O,X,O,O,X,O
SZOITLJ,X,O,X,O,O,X,O
SZOITJL,X,O,O,O,O,X,O
SZOILTJ,X,O,X,O,O,X,O
SZOILJT,X,O,X,O,O,X,O
SZOIJTL,X,X,O,X,O,X,O
SZOIJLT,X,X,X,X,O,X,O
SZOLTIJ,X,O,X,O,O,X,O
SZOLTJI,X,O,X,O,O,X,O
SZOLITJ,X,O,X,O,O,X,O
SZOLIJT,X,O,X,O,O,X,O
SZOLJTI,X,O,X,O,O,X,O
SZOLJIT,X,O,X,O,O,X,O
SZOJTIL,X,X,O,X,O,X,O
SZOJTLI,X,X,X,X,O,X,O
SZOJITL,X,X,O,X,O,X,O
SZOJILT,X,X,X,X,O,X,O
SZOJLTI,X,X,X,X,O,X,O
SZOJLIT,X,X,X,X,O,X,O
SOTILJZ,O,O,O,O,O,O,O
SOTILZJ,O,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,O,O,O
SOTIJZL,O,O,O,O,O,O,O
SOTIZLJ,O,O,O,O,O,X,O
SOTIZJL,O,O,O,O,O,X,O
SOTLIJZ,O,O,O,O,O,O,O
SOTLIZJ,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,O,O,O
SOTLJZI,O,O,O,O,O,O,O
SOTLZIJ,O,O,O,O,O,X,O
SOTLZJI,O,O,O,O,O,X,O
SOTJILZ,O,O,O,O,O,O,O
SOTJIZL,O,O,O,O,O,O,O
SOTJLIZ,O,O,O,O,O,O,O
SOTJLZI,O,O,O,O,O,O,O
SOTJZIL,O,O,O,O,O,O,O
SOTJZLI,O,O,O,O,O,O,O
SOTZILJ,O,O,O,O,O,X,O
SOTZIJL,O,O,O,O,O,X,O
SOTZLIJ,O,O,O,O,O,X,O
SOTZLJI,O,O,O,O,O,X,O
SOTZJIL,O,O,O,O,O,X,O
SOTZJLI,O,O,O,O,O,X,O
SOITLJZ,O,O,O,O,O,O,O
SOITLZJ,O,O,O,O,O,X,O
SOITJLZ,O,O,O,O,O,O,O
SOITJZL,O,O,O,O,O,O,O
SOITZLJ,O,O,O,O,O,X,O
SOITZJL,O,O,O,O,O,X,O
SOILTJZ,O,O,O,O,O,X,O
SOILTZJ,O,O,O,O,O,X,O
SOILJTZ,O,X,O,O,O,X,O
SOILJZT,O,X,O,O,O,X,O
SOILZTJ,X,O,O,O,O,X,O
SOILZJT,X,O,O,O,O,X,O
SOIJTLZ,O,X,O,X,O,X,O
SOIJTZL,O,X,O,X,O,X,O
SOIJLTZ,O,X,O,X,O,X,O
SOIJLZT,O,X,O,X,O,O,O
SOIJZTL,O,X,O,X,O,X,O
SOIJZLT,O,X,O,X,O,O,O
SOIZTLJ,X,O,O,O,O,X,O
SOIZTJL,X,O,O,O,O,X,O
SOIZLTJ,X,O,O,O,O,X,O
SOIZLJT,X,O,O,O,O,X,O
SOIZJTL,X,X,O,X,O,X,O
SOIZJLT,X,X,O,X,O,X,O
SOLTIJZ,O,O,O,O,O,X,O
SOLTIZJ,O,O,O,O,O,X,O
SOLTJIZ,O,O,O,O,O,X,O
SOLTJZI,O,O,O,O,O,X,O
SOLTZIJ,O,O,O,O,O,X,O
SOLTZJI,O,O,O,O,O,X,O
SOLITJZ,O,O,O,O,O,X,O
SOLITZJ,O,O,O,O,O,X,O
SOLIJTZ,O,X,O,O,O,X,O
SOLIJZT,O,X,O,O,O,X,O
SOLIZTJ,X,O,O,O,O,X,O
SOLIZJT,X,O,O,O,O,X,O
SOLJTIZ,O,X,O,O,O,X,O
SOLJTZI,O,X,O,O,O,X,O
SOLJITZ,O,X,O,O,O,X,O
SOLJIZT,O,X,O,O,O,X,O
SOLJZTI,O,X,O,O,O,X,O
SOLJZIT,O,X,O,O,O,X,O
SOLZTIJ,X,O,O,O,O,X,O
SOLZTJI,X,O,O,O,O,X,O
SOLZITJ,X,O,O,O,O,X,O
SOLZIJT,X,O,O,O,O,X,O
SOLZJTI,X,O,O,O,O,X,O
SOLZJIT,X,O,O,O,O,X,O
SOJTILZ,O,X,O,X,O,O,O
SOJTIZL,O,X,O,X,O,O,O
SOJTLIZ,O,X,O,X,O,O,O
SOJTLZI,O,X,O,X,O,O,O
SOJTZIL,O,X,O,X,O,O,O
SOJTZLI,O,X,O,X,O,O,O
SOJITLZ,O,X,O,X,O,X,O
SOJITZL,O,X,O,X,O,X,O
SOJILTZ,O,X,O,X,O,X,O
SOJILZT,O,X,O,X,O,O,O
SOJIZTL,O,X,O,X,O,X,O
SOJIZLT,O,X,O,X,O,O,O
SOJLTIZ,O,X,O,X,O,X,O
SOJLTZI,O,X,O,X,O,X,O
SOJLITZ,O,X,O,X,O,X,O
SOJLIZT,O,X,O,X,O,O,O
SOJLZTI,O,X,O,X,O,X,O
SOJLZIT,O,X,O,X,O,O,O
SOJZTIL,O,X,O,X,O,O,O
SOJZTLI,O,X,O,X,O,O,O
SOJZITL,O,X,O,X,O,X,O
SOJZILT,O,X,O,X,O,O,O
SOJZLTI,O,X,O,X,O,X,O
SOJZLIT,O,X,O,X,O,O,O
SOZTILJ,X,O,O,O,O,X,O
SOZTIJL,X,O,O,O,O,X,O
SOZTLIJ,X,O,O,O,O,X,O
SOZTLJI,X,O,O,O,O,X,O
SOZTJIL,X,O,O,O,O,X,O
SOZTJLI,X,O,O,O,O,X,O
SOZITLJ,X,O,O,O,O,X,O
SOZITJL,X,O,O,O,O,X,O
SOZILTJ,X,O,O,O,O,X,O
SOZILJT,X,O,O,O,O,X,O
SOZIJTL,X,X,O,X,O,X,O
SOZIJLT,X,X,O,X,O,X,O
SOZLTIJ,X,O,O,O,O,X,O
SOZLTJI,X,O,O,O,O,X,O
SOZLITJ,X,O,O,O,O,X,O
SOZLIJT,X,O,O,O,O,X,O
SOZLJTI,X,O,O,O,O,X,O
SOZLJIT,X,O,O,O,O,X,O
SOZJTIL,X,X,O,X,O,X,O
SOZJTLI,X,X,O,X,O,X,O
SOZJITL,X,X,O,X,O,X,O
SOZJILT,X,X,O,X,O,X,O
SOZJLTI,X,X,O,X,O,X,O
SOZJLIT,X,X,O,X,O,X,O
ZTILJSO,X,X,O,O,X,X,X
ZTILJOS,X,X,X,O,X,O,X
ZTILSJO,X,O,O,O,X,X,X
ZTILSOJ,X,O,X,O,X,X,X
ZTILOJS,X,X,X,O,X,O,X
ZTILOSJ,X,O,X,O,X,X,X
ZTIJLSO,O,X,O,O,X,X,X
ZTIJLOS,O,X,X,O,X,O,X
ZTIJSLO,O,O,O,O,X,X,X
ZTIJSOL,O,O,O,O,X,X,X
ZTIJOLS,O,X,X,X,X,O,X
ZTIJOSL,O,O,O,X,X,O,X
ZTISLJO,O,O,O,O,X,X,X
ZTISLOJ,O,O,X,O,X,X,X
ZTISJLO,O,O,O,O,X,X,X
ZTISJOL,O,O,O,O,X,X,X
ZTISOLJ,O,O,X,O,X,X,X
ZTISOJL,O,O,O,O,X,X,X
ZTIOLJS,X,X,X,X,X,O,X
ZTIOLSJ,X,O,X,X,X,X,X
ZTIOJLS,O,X,X,X,X,O,X
ZTIOJSL,O,O,O,X,X,O,X
ZTIOSLJ,O,O,X,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X
ZTLIJSO,X,X,O,O,X,X,X
ZTLIJOS,X,X,X,O,X,O,X
ZTLISJO,X,O,O,O,X,X,X
ZTLISOJ,X,O,X,O,X,X,X
ZTLIOJS,X,X,X,O,X,O,X
ZTLIOSJ,X,O,X,O,X,X,X
ZTLJISO,X,X,O,O,X,X,X
ZTLJIOS,X,X,X,O,X,O,X
ZTLJSIO,X,X,O,O,X,X,X
ZTLJSOI,X,X,X,O,X,X,X
ZTLJOIS,X,X,X,O,X,O,X
ZTLJOSI,X,X,X,O,X,O,X
ZTLSIJO,X,O,O,O,X,X,X
ZTLSIOJ,X,O,X,O,X,X,X
ZTLSJIO,X,O,O,O,X,X,X
ZTLSJOI,X,O,X,O,X,X,X
ZTLSOIJ,X,O,X,O,X,X,X
ZTLSOJI,X,O,X,O,X,X,X
ZTLOIJS,X,X,X,O,X,O,X
ZTLOISJ,X,O,X,O,X,X,X
ZTLOJIS,X,X,X,O,X,O,X
ZTLOJSI,X,X,X,O,X,O,X
ZTLOSIJ,X,O,X,O,X,X,X
ZTLOSJI,X,O,X,O,X,X,X
ZTJILSO,O,X,O,O,X,X,X
ZTJILOS,O,X,X,O,X,O,X
ZTJISLO,O,O,O,O,X,X,X
ZTJISOL,O,O,O,O,X,X,X
ZTJIOLS,O,X,X,X,X,O,X
ZTJIOSL,O,O,O,X,X,O,X
ZTJLISO,O,X,O,O,X,X,X
ZTJLIOS,O,X,X,O,X,O,X
ZTJLSIO,O,X,O,O,X,X,X
ZTJLSOI,O,X,X,O,X,X,X
ZTJLOIS,O,X,X,O,X,O,X
ZTJLOSI,O,X,X,O,X,O,X
ZTJSILO,O,O,O,O,X,X,X
ZTJSIOL,O,O,O,O,X,X,X
ZTJSLIO,O,O,O,O,X,X,X
ZTJSLOI,O,O,X,O,X,X,X
ZTJSOIL,O,O,O,O,X,X,X
ZTJSOLI,O,O,X,O,X,X,X
ZTJOILS,O,X,X,X,X,O,X
ZTJOISL,O,O,O,X,X,O,X
ZTJOLIS,O,X,X,X,X,O,X
ZTJOLSI,O,X,X,X,X,O,X
ZTJOSIL,O,O,O,X,X,O,X
ZTJOSLI,O,O,X,X,X,O,X
ZTSILJO,O,O,O,O,X,X,X
ZTSILOJ,O,O,X,O,X,X,X
ZTSIJLO,O,O,O,O,X,X,X
ZTSIJOL,O,O,O,O,X,X,X
ZTSIOLJ,O,O,X,O,X,X,X
ZTSIOJL,O,O,O,O,X,X,X
ZTSLIJO,O,O,O,O,X,X,X
ZTSLIOJ,O,O,X,O,X,X,X
ZTSLJIO,O,O,O,O,X,X,X
ZTSLJOI,O,O,X,O,X,X,X
ZTSLOIJ,O,O,X,O,X,X,X
ZTSLOJI,O,O,X,O,X,X,X
ZTSJILO,O,O,O,O,X,X,X
ZTSJIOL,O,O,O,O,X,X,X
ZTSJLIO,O,O,O,O,X,X,X
ZTSJLOI,O,O,X,O,X,X,X
ZTSJOIL,O,O,O,O,X,X,X
ZTSJOLI,O,O,X,O,X,X,X
ZTSOILJ,O,O,X,O,X,X,X
ZTSOIJL,O,O,O,O,X,X,X
ZTSOLIJ,O,O,X,O,X,X,X
ZTSOLJI,O,O,X,O,X,X,X
ZTSOJIL,O,O,O,O,X,X,X
ZTSOJLI,O,O,X,O,X,X,X
