sequence,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBfmB6mB0iB2s?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFzfBGhBKnBfoBUm?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFukB3gBFiB0mBzn?BiqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBGhBTiBfqBVw?ByxB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFUgBFhBOnBfqBSw?BzsB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFCgB0hBmlBznBXn?BFqB,v115@FhB8IeA8IeA8AeA8AeG8JeZEJvhFFgB6mB0iBfqBzq?B2xB
IZTSJLO,O,O,O,O,X,X,X
IZTSJOL,O,O,O,O,X,X,X
IZTSOLJ,O,O,X,O,X,X,X
IZTSOJL,O,O,O,O,X,X,X
IZTOLJS,X,X,X,X,X,O,X
IZTOLSJ,X,O,X,X,X,X,X
IZTOJLS,O,X,X,X,X,O,X
IZTOJSL,O,O,O,X,X,O,X
IZTOSLJ,O,O,X,X,X,X,X
IZTOSJL,O,O,O,X,X,X,X
IZLTJSO,X,X,O,O,O,X,X
IZLTJOS,X,X,O,O,X,X,X
IZLTSJO,X,O,O,O,O,X,X
IZLTSOJ,X,O,O,O,O,X,X
IZLTOJS,X,X,O,O,O,X,X
IZLTOSJ,X,O,O,O,O,X,X
IZLJTSO,O,X,O,X,O,X,O
IZLJTOS,X,X,O,X,X,X,O
IZLJSTO,O,X,O,X,O,X,O
IZLJSOT,O,X,O,X,O,X,O
IZLJOTS,X,X,O,X,X,X,O
IZLJOST,O,X,O,X,X,X,O
IZLSTJO,O,O,O,O,O,X,O
IZLSTOJ,O,O,O,O,O,X,X
IZLSJTO,O,O,O,X,O,X,O
IZLSJOT,O,O,O,O,O,X,O
IZLSOTJ,X,O,O,O,O,X,X
IZLSOJT,X,O,O,O,O,X,X
IZLOTJS,X,X,O,O,O,X,X
IZLOTSJ,X,X,O,O,O,X,X
IZLOJTS,X,X,O,X,O,X,O
IZLOJST,X,X,O,X,O,X,O
IZLOSTJ,X,X,O,O,O,X,O
IZLOSJT,X,X,O,O,O,X,O
IZJTLSO,O,X,O,X,X,X,O
IZJTLOS,O,X,X,X,X,X,O
IZJTSLO,O,O,O,X,X,X,O
IZJTSOL,O,O,O,X,X,X,O
IZJTOLS,O,X,X,X,X,X,O
IZJTOSL,O,O,O,X,X,X,O
IZJLTSO,O,X,O,X,O,X,O
IZJLTOS,O,X,O,X,X,X,O
IZJLSTO,O,X,O,X,O,X,O
IZJLSOT,O,X,O,X,O,X,O
IZJLOTS,X,X,O,X,X,O,O
IZJLOST,O,X,O,X,X,O,O
IZJSTLO,O,O,O,X,O,X,O
IZJSTOL,O,O,O,X,O,X,O
IZJSLTO,O,O,O,X,O,X,O
IZJSLOT,O,O,X,X,O,X,O
IZJSOTL,O,X,O,X,O,X,O
IZJSOLT,O,X,X,X,O,X,O
IZJOTLS,O,X,O,X,X,O,O
IZJOTSL,O,X,O,X,X,X,O
IZJOLTS,X,X,O,X,X,O,O
IZJOLST,O,X,O,X,X,O,O
IZJOSTL,O,X,O,X,X,X,O
IZJOSLT,O,X,O,X,X,O,O
IZSTLJO,O,O,O,O,O,X,O
IZSTLOJ,O,O,X,O,O,X,X
IZSTJLO,O,O,O,O,O,X,O
IZSTJOL,O,O,O,O,O,X,O
IZSTOLJ,O,O,X,O,O,X,O
IZSTOJL,O,O,O,O,O,X,O
IZSLTJO,O,O,O,O,O,X,O
IZSLTOJ,O,O,X,O,O,X,X
IZSLJTO,O,O,O,X,O,X,O
IZSLJOT,O,O,X,O,O,X,O
IZSLOTJ,X,O,X,O,O,X,X
IZSLOJT,X,O,X,O,O,X,X
IZSJTLO,O,O,O,O,O,X,O
IZSJTOL,O,O,O,O,O,X,O
IZSJLTO,O,O,O,X,O,X,O
IZSJLOT,O,O,X,O,O,X,O
IZSJOTL,O,X,O,X,O,X,O
IZSJOLT,O,X,X,X,O,X,O
IZSOTLJ,X,O,X,O,O,X,O
IZSOTJL,X,O,O,O,O,X,O
IZSOLTJ,X,O,X,O,O,X,O
IZSOLJT,X,O,X,O,O,X,O
IZSOJTL,X,X,O,X,O,X,O
IZSOJLT,X,X,X,X,O,X,O
IZOTLJS,X,X,O,X,X,O,X
IZOTLSJ,X,O,O,X,X,X,X
IZOTJLS,X,X,O,X,X,O,X
IZOTJSL,X,O,O,X,X,O,X
IZOTSLJ,X,O,O,X,X,X,X
IZOTSJL,X,O,O,X,X,X,X
IZOLTJS,X,X,O,X,O,X,X
IZOLTSJ,X,X,O,X,O,X,X
IZOLJTS,X,X,O,X,O,X,O
IZOLJST,X,X,O,X,O,X,O
IZOLSTJ,X,X,O,X,O,X,O
IZOLSJT,X,X,O,X,O,X,O
IZOJTLS,X,X,O,X,X,O,O
IZOJTSL,X,X,O,X,X,X,O
IZOJLTS,X,X,O,X,O,O,O
IZOJLST,X,X,O,X,O,O,O
IZOJSTL,X,X,O,X,O,X,O
IZOJSLT,X,X,O,X,O,O,O
IZOSTLJ,X,O,O,X,O,X,O
IZOSTJL,X,O,O,X,O,X,O
IZOSLTJ,X,O,O,X,O,X,O
IZOSLJT,X,O,O,X,O,X,O
IZOSJTL,X,X,O,X,O,X,O
IZOSJLT,X,X,O,X,O,X,O
IOTLJSZ,O,X,O,O,O,O,O
IOTLJZS,O,X,O,O,O,O,O
IOTLSJZ,O,O,O,O,O,O,O
IOTLSZJ,O,O,O,O,O,X,O
IOTLZJS,X,X,O,O,O,O,X
IOTLZSJ,X,O,O,O,O,X,X
IOTJLSZ,O,X,O,O,O,O,O
IOTJLZS,O,X,O,O,O,O,O
IOTJSLZ,O,O,O,O,O,O,O
IOTJSZL,O,O,O,O,O,O,O
IOTJZLS,O,X,O,X,X,O,O
IOTJZSL,O,O,O,X,X,O,O
IOTSLJZ,O,O,O,O,O,O,O
IOTSLZJ,O,O,O,O,O,X,O
IOTSJLZ,O,O,O,O,O,O,O
IOTSJZL,O,O,O,O,O,O,O
IOTSZLJ,O,O,O,O,O,X,O
IOTSZJL,O,O,O,O,O,X,O
IOTZLJS,X,X,O,X,X,O,X
IOTZLSJ,X,O,O,X,X,X,X
IOTZJLS,O,X,O,X,X,O,X
IOTZJSL,O,O,O,X,X,O,X
IOTZSLJ,O,O,O,X,X,X,X
IOTZSJL,O,O,O,X,X,X,X
IOLTJSZ,X,X,O,O,O,O,O
IOLTJZS,X,X,O,O,O,O,O
IOLTSJZ,X,X,O,O,O,O,O
IOLTSZJ,X,X,O,O,O,X,O
IOLTZJS,X,X,O,O,O,O,X
IOLTZSJ,X,X,O,O,O,X,X
IOLJTSZ,X,X,O,O,O,X,O
IOLJTZS,X,X,O,O,O,O,O
IOLJSTZ,O,X,O,O,O,X,O
IOLJSZT,O,X,O,O,O,O,O
IOLJZTS,X,X,O,X,O,O,O
IOLJZST,O,X,O,X,O,O,O
IOLSTJZ,O,X,O,O,O,X,O
IOLSTZJ,O,X,O,O,O,X,O
IOLSJTZ,O,X,O,O,O,X,O
IOLSJZT,O,X,O,O,O,X,O
IOLSZTJ,X,X,O,O,O,X,O
IOLSZJT,X,X,O,O,O,X,O
IOLZTJS,X,X,O,O,O,X,X
IOLZTSJ,X,X,O,O,O,X,X
IOLZJTS,X,X,O,X,O,X,O
IOLZJST,X,X,O,X,O,X,O
IOLZSTJ,X,X,O,O,O,X,O
IOLZSJT,X,X,O,O,O,X,O
IOJTLSZ,O,X,O,X,O,O,O
IOJTLZS,O,X,O,X,O,O,O
IOJTSLZ,O,X,O,X,O,O,O
IOJTSZL,O,X,O,X,O,O,O
IOJTZLS,O,X,O,X,X,O,O
IOJTZSL,O,X,O,X,X,O,O
IOJLTSZ,X,X,O,X,O,X,O
IOJLTZS,X,X,O,X,O,O,O
IOJLSTZ,O,X,O,X,O,X,O
IOJLSZT,O,X,O,X,O,O,O
IOJLZTS,X,X,O,X,O,O,O
IOJLZST,O,X,O,X,O,O,O
IOJSTLZ,O,X,O,X,O,X,O
IOJSTZL,O,X,O,X,O,X,O
IOJSLTZ,O,X,O,X,O,X,O
IOJSLZT,O,X,O,X,O,O,O
IOJSZTL,O,X,O,X,O,X,O
IOJSZLT,O,X,O,X,O,O,O
IOJZTLS,O,X,O,X,X,O,O
IOJZTSL,O,X,O,X,X,O,O
IOJZLTS,X,X,O,X,O,O,O
IOJZLST,O,X,O,X,O,O,O
IOJZSTL,O,X,O,X,O,X,O
IOJZSLT,O,X,O,X,O,O,O
IOSTLJZ,O,O,O,O,O,O,O
IOSTLZJ,O,O,O,O,O,X,O
IOSTJLZ,O,O,O,O,O,O,O
IOSTJZL,O,O,O,O,O,O,O
IOSTZLJ,O,O,O,O,O,X,O
IOSTZJL,O,O,O,O,O,X,O
IOSLTJZ,O,O,O,O,O,X,O
IOSLTZJ,O,O,O,O,O,X,O
IOSLJTZ,O,X,O,O,O,X,O
IOSLJZT,O,X,O,O,O,X,O
IOSLZTJ,X,O,O,O,O,X,O
IOSLZJT,X,O,O,O,O,X,O
IOSJTLZ,O,X,O,X,O,X,O
IOSJTZL,O,X,O,X,O,X,O
IOSJLTZ,O,X,O,X,O,X,O
IOSJLZT,O,X,O,X,O,O,O
IOSJZTL,O,X,O,X,O,X,O
IOSJZLT,O,X,O,X,O,O,O
IOSZTLJ,X,O,O,O,O,X,O
IOSZTJL,X,O,O,O,O,X,O
IOSZLTJ,X,O,O,O,O,X,O
IOSZLJT,X,O,O,O,O,X,O
IOSZJTL,X,X,O,X,O,X,O
IOSZJLT,X,X,O,X,O,X,O
IOZTLJS,X,X,O,X,X,O,X
IOZTLSJ,X,O,O,X,X,X,X
IOZTJLS,X,X,O,X,X,O,X
IOZTJSL,X,O,O,X,X,O,X
IOZTSLJ,X,O,O,X,X,X,X
IOZTSJL,X,O,O,X,X,X,X
IOZLTJS,X,X,O,X,O,X,X
IOZLTSJ,X,X,O,X,O,X,X
IOZLJTS,X,X,O,X,O,X,O
IOZLJST,X,X,O,X,O,X,O
IOZLSTJ,X,X,O,X,O,X,O
IOZLSJT,X,X,O,X,O,X,O
IOZJTLS,X,X,O,X,X,O,O
IOZJTSL,X,X,O,X,X,X,O
IOZJLTS,X,X,O,X,O,O,O
IOZJLST,X,X,O,X,O,O,O
IOZJSTL,X,X,O,X,O,X,O
IOZJSLT,X,X,O,X,O,O,O
IOZSTLJ,X,O,O,X,O,X,O
IOZSTJL,X,O,O,X,O,X,O
IOZSLTJ,X,O,O,X,O,X,O
IOZSLJT,X,O,O,X,O,X,O
IOZSJTL,X,X,O,X,O,X,O
IOZSJLT,X,X,O,X,O,X,O
LTIJSZO,O,X,O,O,O,X,O
LTIJSOZ,O,X,O,O,O,O,O
LTIJZSO,O,X,O,O,O,X,O
LTIJZOS,O,X,O,O,X,O,O
LTIJOSZ,O,X,O,O,O,O,O
LTIJOZS,O,X,O,O,O,O,O
LTISJZO,O,O,O,O,O,X,O
LTISJOZ,O,O,O,O,O,O,O
LTISZJO,O,O,O,O,O,X,O
LTISZOJ,O,O,O,O,O,X,X
LTISOJZ,O,O,O,O,O,O,O
LTISOZJ,O,O,O,O,O,X,X
LTIZJSO,X,X,O,O,O,X,X
LTIZJOS,X,X,O,O,X,O,X
LTIZSJO,X,O,O,O,O,X,X
LTIZSOJ,X,O,O,O,O,X,X
LTIZOJS,X,X,O,O,O,O,X
LTIZOSJ,X,O,O,O,O,X,X
LTIOJSZ,O,X,O,O,O,O,O
LTIOJZS,O,X,O,O,O,O,O
LTIOSJZ,O,O,O,O,O,O,O
LTIOSZJ,O,O,O,O,O,X,O
LTIOZJS,X,X,O,O,O,O,X
LTIOZSJ,X,O,O,O,O,X,X
LTJISZO,O,X,O,O,O,X,O
LTJISOZ,O,X,O,O,O,O,O
LTJIZSO,O,X,O,O,O,X,O
LTJIZOS,O,X,O,O,X,O,O
LTJIOSZ,O,X,O,O,O,O,O
LTJIOZS,O,X,O,O,O,O,O
LTJSIZO,O,X,O,O,O,X,O
LTJSIOZ,O,X,O,O,O,O,O
LTJSZIO,O,X,O,O,O,X,O
LTJSZOI,O,X,O,O,O,X,O
LTJSOIZ,O,X,O,O,O,O,O
LTJSOZI,O,X,O,O,O,O,O
LTJZISO,O,X,O,O,O,X,O
LTJZIOS,O,X,O,O,X,O,O
LTJZSIO,O,X,O,O,O,X,O
LTJZSOI,O,X,O,O,O,X,O
LTJZOIS,O,X,O,O,X,O,O
LTJZOSI,O,X,O,O,X,O,O
LTJOISZ,O,X,O,O,O,O,O
LTJOIZS,O,X,O,O,O,O,O
LTJOSIZ,O,X,O,O,O,O,O
LTJOSZI,O,X,O,O,O,O,O
LTJOZIS,O,X,O,O,O,O,O
LTJOZSI,O,X,O,O,O,O,O
LTSIJZO,O,O,O,O,O,X,O
LTSIJOZ,O,O,O,O,O,O,O
LTSIZJO,O,O,O,O,O,X,O
LTSIZOJ,O,O,O,O,O,X,X
LTSIOJZ,O,O,O,O,O,O,O
LTSIOZJ,O,O,O,O,O,X,X
LTSJIZO,O,O,O,O,O,X,O
LTSJIOZ,O,O,O,O,O,O,O
LTSJZIO,O,O,O,O,O,X,O
LTSJZOI,O,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,O,O,O
LTSJOZI,O,O,O,O,O,O,O
LTSZIJO,O,O,O,O,O,X,O
LTSZIOJ,O,O,O,O,O,X,X
LTSZJIO,O,O,O,O,O,X,O
LTSZJOI,O,O,O,O,O,X,O
LTSZOIJ,O,O,O,O,O,X,X
LTSZOJI,O,O,O,O,O,X,X
LTSOIJZ,O,O,O,O,O,O,O
LTSOIZJ,O,O,O,O,O,X,X
LTSOJIZ,O,O,O,O,O,O,O
LTSOJZI,O,O,O,O,O,O,O
LTSOZIJ,O,O,O,O,O,X,X
LTSOZJI,O,O,O,O,O,X,X
LTZIJSO,X,X,O,O,O,X,X
LTZIJOS,X,X,O,O,X,O,X
LTZISJO,X,O,O,O,O,X,X
LTZISOJ,X,O,O,O,O,X,X
LTZIOJS,X,X,O,O,O,O,X
LTZIOSJ,X,O,O,O,O,X,X
LTZJISO,X,X,O,O,O,X,X
LTZJIOS,X,X,O,O,X,O,X
LTZJSIO,X,X,O,O,O,X,X
LTZJSOI,X,X,O,O,O,X,X
LTZJOIS,X,X,O,O,X,O,X
LTZJOSI,X,X,O,O,X,O,X
LTZSIJO,X,O,O,O,O,X,X
LTZSIOJ,X,O,O,O,O,X,X
LTZSJIO,X,O,O,O,O,X,X
LTZSJOI,X,O,O,O,O,X,X
LTZSOIJ,X,O,O,O,O,X,X
LTZSOJI,X,O,O,O,O,X,X
LTZOIJS,X,X,O,O,O,O,X
LTZOISJ,X,O,O,O,O,X,X
LTZOJIS,X,X,O,O,O,O,X
LTZOJSI,X,X,O,O,O,O,X
LTZOSIJ,X,O,O,O,O,X,X
LTZOSJI,X,O,O,O,O,X,X
LTOIJSZ,O,X,O,O,O,O,O
LTOIJZS,O,X,O,O,O,O,O
LTOISJZ,O,O,O,O,O,O,O
LTOISZJ,O,O,O,O,O,X,O
LTOIZJS,X,X,O,O,O,O,X
LTOIZSJ,X,O,O,O,O,X,X
LTOJISZ,O,X,O,O,O,O,O
LTOJIZS,O,X,O,O,O,O,O
LTOJSIZ,O,X,O,O,O,O,O
LTOJSZI,O,X,O,O,O,O,O
LTOJZIS,O,X,O,O,O,O,O
LTOJZSI,O,X,O,O,O,O,O
LTOSIJZ,O,O,O,O,O,O,O
LTOSIZJ,O,O,O,O,O,X,O
LTOSJIZ,O,O,O,O,O,O,O
LTOSJZI,O,O,O,O,O,O,O
LTOSZIJ,O,O,O,O,O,X,O
LTOSZJI,O,O,O,O,O,X,O
LTOZIJS,X,X,O,O,O,O,X
LTOZISJ,X,O,O,O,O,X,X
LTOZJIS,X,X,O,O,O,O,X
LTOZJSI,X,X,O,O,O,O,X
LTOZSIJ,X,O,O,O,O,X,X
LTOZSJI,X,O,O,O,O,X,X
LITJSZO,O,X,O,O,O,X,O
LITJSOZ,O,X,O,O,O,O,O
LITJZSO,O,X,O,O,O,X,O
LITJZOS,O,X,O,O,X,O,O
LITJOSZ,O,X,O,O,O,O,O
LITJOZS,O,X,O,O,O,O,O
LITSJZO,O,O,O,O,O,X,O
LITSJOZ,O,O,O,O,O,O,O
LITSZJO,O,O,O,O,O,X,O
LITSZOJ,O,O,O,O,O,X,X
LITSOJZ,O,O,O,O,O,O,O
LITSOZJ,O,O,O,O,O,X,X
LITZJSO,X,X,O,O,O,X,X
LITZJOS,X,X,O,O,X,O,X
LITZSJO,X,O,O,O,O,X,X
LITZSOJ,X,O,O,O,O,X,X
LITZOJS,X,X,O,O,O,O,X
LITZOSJ,X,O,O,O,O,X,X
LITOJSZ,O,X,O,O,O,O,O
LITOJZS,O,X,O,O,O,O,O
LITOSJZ,O,O,O,O,O,O,O
LITOSZJ,O,O,O,O,O,X,O
LITOZJS,X,X,O,O,O,O,X
LITOZSJ,X,O,O,O,O,X,X
LIJTSZO,O,X,O,O,O,X,O
LIJTSOZ,O,X,O,O,O,X,O
LIJTZSO,O,X,O,O,O,X,O
LIJTZOS,O,X,O,O,X,X,O
LIJTOSZ,O,X,O,O,O,X,O
LIJTOZS,O,X,O,O,O,O,O
LIJSTZO,O,X,O,O,O,X,O
LIJSTOZ,O,X,O,O,O,X,O
LIJSZTO,O,X,O,X,O,X,O
LIJSZOT,O,X,O,O,O,X,O
LIJSOTZ,O,X,O,O,O,X,O
LIJSOZT,O,X,O,O,O,O,O
LIJZTSO,O,X,O,X,O,X,O
LIJZTOS,O,X,O,X,X,X,O
LIJZSTO,O,X,O,X,O,X,O
LIJZSOT,O,X,O,X,O,X,O
LIJZOTS,X,X,O,X,X,O,O
LIJZOST,O,X,O,X,X,O,O
LIJOTSZ,X,X,O,O,O,X,O
LIJOTZS,X,X,O,O,O,O,O
LIJOSTZ,O,X,O,O,O,X,O
LIJOSZT,O,X,O,O,O,O,O
LIJOZTS,X,X,O,X,O,O,O
LIJOZST,O,X,O,X,O,O,O
LISTJZO,O,O,O,O,O,X,O
LISTJOZ,O,O,O,O,O,X,O
LISTZJO,O,O,O,O,O,X,O
LISTZOJ,O,O,O,O,O,X,X
LISTOJZ,O,O,O,O,O,X,O
LISTOZJ,O,O,O,O,O,X,O
LISJTZO,O,O,O,O,O,X,O
LISJTOZ,O,O,O,O,O,X,O
LISJZTO,O,O,O,X,O,X,O
LISJZOT,O,O,O,O,O,X,O
LISJOTZ,O,X,O,O,O,X,O
LISJOZT,O,X,O,O,O,X,O
LISZTJO,O,O,O,O,O,X,O
LISZTOJ,O,O,O,O,O,X,X
LISZJTO,O,O,O,X,O,X,O
LISZJOT,O,O,O,O,O,X,O
LISZOTJ,X,O,O,O,O,X,X
LISZOJT,X,O,O,O,O,X,X
LISOTJZ,O,O,O,O,O,X,O
LISOTZJ,O,O,O,O,O,X,O
LISOJTZ,O,X,O,O,O,X,O
LISOJZT,O,X,O,O,O,X,O
LISOZTJ,X,O,O,O,O,X,O
LISOZJT,X,O,O,O,O,X,O
LIZTJSO,X,X,O,O,O,X,X
LIZTJOS,X,X,O,O,X,X,X
LIZTSJO,X,O,O,O,O,X,X
LIZTSOJ,X,O,O,O,O,X,X
LIZTOJS,X,X,O,O,O,X,X
LIZTOSJ,X,O,O,O,O,X,X
LIZJTSO,O,X,O,X,O,X,O
LIZJTOS,X,X,O,X,X,X,O
LIZJSTO,O,X,O,X,O,X,O
LIZJSOT,O,X,O,X,O,X,O
LIZJOTS,X,X,O,X,X,X,O
LIZJOST,O,X,O,X,X,X,O
LIZSTJO,O,O,O,O,O,X,O
LIZSTOJ,O,O,O,O,O,X,X
LIZSJTO,O,O,O,X,O,X,O
LIZSJOT,O,O,O,O,O,X,O
LIZSOTJ,X,O,O,O,O,X,X
LIZSOJT,X,O,O,O,O,X,X
LIZOTJS,X,X,O,O,O,X,X
LIZOTSJ,X,X,O,O,O,X,X
LIZOJTS,X,X,O,X,O,X,O
LIZOJST,X,X,O,X,O,X,O
LIZOSTJ,X,X,O,O,O,X,O
LIZOSJT,X,X,O,O,O,X,O
LIOTJSZ,X,X,O,O,O,O,O
LIOTJZS,X,X,O,O,O,O,O
LIOTSJZ,X,X,O,O,O,O,O
LIOTSZJ,X,X,O,O,O,X,O
LIOTZJS,X,X,O,O,O,O,X
LIOTZSJ,X,X,O,O,O,X,X
LIOJTSZ,X,X,O,O,O,X,O
LIOJTZS,X,X,O,O,O,O,O
LIOJSTZ,O,X,O,O,O,X,O
LIOJSZT,O,X,O,O,O,O,O
LIOJZTS,X,X,O,X,O,O,O
LIOJZST,O,X,O,X,O,O,O
LIOSTJZ,O,X,O,O,O,X,O
LIOSTZJ,O,X,O,O,O,X,O
LIOSJTZ,O,X,O,O,O,X,O
LIOSJZT,O,X,O,O,O,X,O
LIOSZTJ,X,X,O,O,O,X,O
LIOSZJT,X,X,O,O,O,X,O
LIOZTJS,X,X,O,O,O,X,X
LIOZTSJ,X,X,O,O,O,X,X
LIOZJTS,X,X,O,X,O,X,O
LIOZJST,X,X,O,X,O,X,O
LIOZSTJ,X,X,O,O,O,X,O
LIOZSJT,X,X,O,O,O,X,O
LJTISZO,O,X,O,O,O,X,O
LJTISOZ,O,X,O,O,O,O,O
LJTIZSO,O,X,O,O,O,X,O
LJTIZOS,O,X,O,O,X,O,O
LJTIOSZ,O,X,O,O,O,O,O
LJTIOZS,O,X,O,O,O,O,O
LJTSIZO,O,X,O,O,O,X,O
LJTSIOZ,O,X,O,O,O,O,O
LJTSZIO,O,X,O,O,O,X,O
LJTSZOI,O,X,O,O,O,X,O
LJTSOIZ,O,X,O,O,O,O,O
LJTSOZI,O,X,O,O,O,O,O
LJTZISO,O,X,O,O,O,X,O
LJTZIOS,O,X,O,O,X,O,O
LJTZSIO,O,X,O,O,O,X,O
LJTZSOI,O,X,O,O,O,X,O
LJTZOIS,O,X,O,O,X,O,O
LJTZOSI,O,X,O,O,X,O,O
LJTOISZ,O,X,O,O,O,O,O
LJTOIZS,O,X,O,O,O,O,O
LJTOSIZ,O,X,O,O,O,O,O
LJTOSZI,O,X,O,O,O,O,O
LJTOZIS,O,X,O,O,O,O,O
LJTOZSI,O,X,O,O,O,O,O
LJITSZO,O,X,O,O,O,X,O
LJITSOZ,O,X,O,O,O,X,O
LJITZSO,O,X,O,O,O,X,O
LJITZOS,O,X,O,O,X,X,O
LJITOSZ,O,X,O,O,O,X,O
LJITOZS,O,X,O,O,O,O,O
LJISTZO,O,X,O,O,O,X,O
LJISTOZ,O,X,O,O,O,X,O
LJISZTO,O,X,O,X,O,X,O
LJISZOT,O,X,O,O,O,X,O
LJISOTZ,O,X,O,O,O,X,O
LJISOZT,O,X,O,O,O,O,O
LJIZTSO,O,X,O,X,O,X,O
LJIZTOS,O,X,O,X,X,X,O
LJIZSTO,O,X,O,X,O,X,O
LJIZSOT,O,X,O,X,O,X,O
LJIZOTS,X,X,O,X,X,O,O
LJIZOST,O,X,O,X,X,O,O
LJIOTSZ,X,X,O,O,O,X,O
LJIOTZS,X,X,O,O,O,O,O
LJIOSTZ,O,X,O,O,O,X,O
LJIOSZT,O,X,O,O,O,O,O
LJIOZTS,X,X,O,X,O,O,O
LJIOZST,O,X,O,X,O,O,O
LJSTIZO,O,X,O,O,O,X,O
LJSTIOZ,O,X,O,O,O,X,O
LJSTZIO,O,X,O,O,O,X,O
LJSTZOI,O,X,O,O,O,X,O
LJSTOIZ,O,X,O,O,O,X,O
LJSTOZI,O,X,O,O,O,X,O
LJSITZO,O,X,O,O,O,X,O
LJSITOZ,O,X,O,O,O,X,O
LJSIZTO,O,X,O,X,O,X,O
LJSIZOT,O,X,O,O,O,X,O
LJSIOTZ,O,X,O,O,O,X,O
LJSIOZT,O,X,O,O,O,O,O
LJSZTIO,O,X,O,X,O,X,O
LJSZTOI,O,X,O,X,O,X,O
LJSZITO,O,X,O,X,O,X,O
LJSZIOT,O,X,O,O,O,X,O
LJSZOTI,O,X,O,O,O,X,O
LJSZOIT,O,X,O,O,O,X,O
LJSOTIZ,O,X,O,O,O,X,O
LJSOTZI,O,X,O,O,O,X,O
LJSOITZ,O,X,O,O,O,X,O
LJSOIZT,O,X,O,O,O,O,O
LJSOZTI,O,X,O,O,O,X,O
LJSOZIT,O,X,O,O,O,O,O
LJZTISO,O,X,O,X,O,X,O
LJZTIOS,O,X,O,X,X,X,O
LJZTSIO,O,X,O,X,O,X,O
LJZTSOI,O,X,O,X,O,X,O
LJZTOIS,O,X,O,X,X,X,O
LJZTOSI,O,X,O,X,X,X,O
LJZITSO,O,X,O,X,O,X,O
LJZITOS,O,X,O,X,X,X,O
LJZISTO,O,X,O,X,O,X,O
LJZISOT,O,X,O,X,O,X,O
LJZIOTS,X,X,O,X,X,O,O
LJZIOST,O,X,O,X,X,O,O
LJZSTIO,O,X,O,X,O,X,O
LJZSTOI,O,X,O,X,O,X,O
LJZSITO,O,X,O,X,O,X,O
LJZSIOT,O,X,O,X,O,X,O
LJZSOTI,O,X,O,X,O,X,O
LJZSOIT,O,X,O,X,O,X,O
LJZOTIS,X,X,O,X,X,O,O
LJZOTSI,X,X,O,X,X,X,O
LJZOITS,X,X,O,X,X,O,O
LJZOIST,O,X,O,X,X,O,O
LJZOSTI,O,X,O,X,X,X,O
LJZOSIT,O,X,O,X,X,O,O
LJOTISZ,X,X,O,O,O,O,O
LJOTIZS,X,X,O,O,O,O,O
LJOTSIZ,X,X,O,O,O,O,O
LJOTSZI,X,X,O,O,O,O,O
LJOTZIS,X,X,O,O,O,O,O
LJOTZSI,X,X,O,O,O,O,O
LJOITSZ,X,X,O,O,O,X,O
LJOITZS,X,X,O,O,O,O,O
LJOISTZ,O,X,O,O,O,X,O
LJOISZT,O,X,O,O,O,O,O
LJOIZTS,X,X,O,X,O,O,O
LJOIZST,O,X,O,X,O,O,O
LJOSTIZ,O,X,O,O,O,X,O
LJOSTZI,O,X,O,O,O,X,O
LJOSITZ,O,X,O,O,O,X,O
LJOSIZT,O,X,O,O,O,O,O
LJOSZTI,O,X,O,O,O,X,O
LJOSZIT,O,X,O,O,O,O,O
LJOZTIS,X,X,O,X,O,O,O
LJOZTSI,X,X,O,X,O,O,O
LJOZITS,X,X,O,X,O,O,O
LJOZIST,O,X,O,X,O,O,O
LJOZSTI,O,X,O,X,O,X,O
LJOZSIT,O,X,O,X,O,O,O
LSTIJZO,O,O,O,O,O,X,O
LSTIJOZ,O,O,O,O,O,X,O
LSTIZJO,O,O,O,O,O,X,O
LSTIZOJ,O,O,O,O,O,X,X
LSTIOJZ,O,O,O,O,O,X,O
LSTIOZJ,O,O,O,O,O,X,O
LSTJIZO,O,O,O,O,O,X,O
LSTJIOZ,O,O,O,O,O,X,O
LSTJZIO,O,O,O,O,O,X,O
LSTJZOI,O,O,O,O,O,X,O
LSTJOIZ,O,O,O,O,O,X,O
LSTJOZI,O,O,O,O,O,X,O
LSTZIJO,O,O,O,O,O,X,O
LSTZIOJ,O,O,O,O,O,X,X
LSTZJIO,O,O,O,O,O,X,O
LSTZJOI,O,O,O,O,O,X,O
LSTZOIJ,O,O,O,O,O,X,X
LSTZOJI,O,O,O,O,O,X,X
LSTOIJZ,O,O,O,O,O,X,O
LSTOIZJ,O,O,O,O,O,X,O
LSTOJIZ,O,O,O,O,O,X,O
LSTOJZI,O,O,O,O,O,X,O
LSTOZIJ,O,O,O,O,O,X,O
LSTOZJI,O,O,O,O,O,X,O
LSITJZO,O,O,O,O,O,X,O
LSITJOZ,O,O,O,O,O,X,O
LSITZJO,O,O,O,O,O,X,O
LSITZOJ,O,O,O,O,O,X,X
LSITOJZ,O,O,O,O,O,X,O
LSITOZJ,O,O,O,O,O,X,O
