sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
JSIZTOL,O,O,X,O,X,X,X,O,O
JSIZLTO,X,O,X,X,X,X,X,X,O
JSIZLOT,X,X,X,X,X,X,X,X,X
JSIZOTL,O,X,X,O,X,X,X,X,O
JSIZOLT,O,X,X,X,X,X,X,X,X
JSIOTLZ,X,O,O,X,X,O,X,O,O
JSIOTZL,O,O,O,O,X,O,X,O,O
JSIOLTZ,X,O,O,X,X,O,X,X,X
JSIOLZT,O,O,O,X,X,X,X,X,X
JSIOZTL,O,O,X,O,X,X,X,X,O
JSIOZLT,O,O,X,X,X,X,X,X,X
JSLTIZO,X,O,O,X,X,O,O,O,O
JSLTIOZ,X,O,O,X,X,O,O,O,O
JSLTZIO,X,O,O,O,X,O,O,X,O
JSLTZOI,O,O,O,O,X,O,O,X,X
JSLTOIZ,X,O,O,X,X,O,O,X,X
JSLTOZI,O,O,O,O,X,O,O,X,X
JSLITZO,X,O,O,X,X,O,O,O,O
JSLITOZ,X,O,O,X,X,O,O,O,O
JSLIZTO,X,O,O,X,X,X,O,X,O
JSLIZOT,X,X,O,X,X,X,O,X,X
JSLIOTZ,X,O,O,X,X,O,O,X,X
JSLIOZT,X,X,O,X,X,X,O,X,X
JSLZTIO,X,O,O,O,X,O,O,X,O
JSLZTOI,O,O,O,O,X,O,O,X,X
JSLZITO,X,X,O,X,X,X,O,X,O
JSLZIOT,X,X,O,X,X,X,O,X,X
JSLZOTI,O,O,O,O,X,O,O,X,X
JSLZOIT,O,X,O,X,X,X,O,X,X
JSLOTIZ,X,O,O,X,X,O,O,X,X
JSLOTZI,O,O,O,O,X,O,O,X,X
JSLOITZ,X,O,O,X,X,O,O,X,X
JSLOIZT,O,O,O,X,X,X,O,X,X
JSLOZTI,O,O,O,O,X,O,O,X,X
JSLOZIT,O,O,O,X,X,X,O,X,X
JSZTILO,X,O,O,O,X,O,X,O,O
JSZTIOL,O,O,O,O,X,O,X,O,O
JSZTLIO,X,O,O,O,X,O,O,X,O
JSZTLOI,O,O,O,O,X,O,O,X,X
JSZTOIL,O,O,O,O,X,O,X,X,O
JSZTOLI,O,O,O,O,X,O,O,X,X
JSZITLO,X,X,X,O,X,X,X,O,O
JSZITOL,O,X,X,O,X,X,X,O,O
JSZILTO,X,X,X,X,X,X,X,X,O
JSZILOT,X,X,X,X,X,X,X,X,X
JSZIOTL,O,X,X,O,X,X,X,X,O
JSZIOLT,O,X,X,X,X,X,X,X,X
JSZLTIO,X,O,O,O,X,O,O,X,O
JSZLTOI,O,O,O,O,X,O,O,X,X
JSZLITO,X,X,O,X,X,X,O,X,O
JSZLIOT,X,X,O,X,X,X,O,X,X
JSZLOTI,O,O,O,O,X,O,O,X,X
JSZLOIT,O,X,O,X,X,X,O,X,X
JSZOTIL,O,O,O,O,X,O,X,X,O
JSZOTLI,O,O,O,O,X,O,O,X,X
JSZOITL,O,X,X,O,X,X,X,X,O
JSZOILT,O,X,X,X,X,X,X,X,X
JSZOLTI,O,O,O,O,X,O,O,X,X
JSZOLIT,O,X,O,X,X,X,O,X,X
JSOTILZ,X,O,O,X,X,O,X,O,O
JSOTIZL,O,O,O,O,X,O,X,O,O
JSOTLIZ,X,O,O,X,X,O,O,X,X
JSOTLZI,O,O,O,O,X,O,O,X,X
JSOTZIL,O,O,O,O,X,O,X,X,O
JSOTZLI,O,O,O,O,X,O,O,X,X
JSOITLZ,X,O,O,X,X,O,X,O,O
JSOITZL,O,O,O,O,X,O,X,O,O
JSOILTZ,X,O,O,X,X,O,X,X,X
JSOILZT,O,O,O,X,X,X,X,X,X
JSOIZTL,O,O,X,O,X,X,X,X,O
JSOIZLT,O,O,X,X,X,X,X,X,X
JSOLTIZ,X,O,O,X,X,O,O,X,X
JSOLTZI,O,O,O,O,X,O,O,X,X
JSOLITZ,X,O,O,X,X,O,O,X,X
JSOLIZT,O,O,O,X,X,X,O,X,X
JSOLZTI,O,O,O,O,X,O,O,X,X
JSOLZIT,O,O,O,X,X,X,O,X,X
JSOZTIL,O,O,O,O,X,O,X,X,O
JSOZTLI,O,O,O,O,X,O,O,X,X
JSOZITL,O,O,X,O,X,X,X,X,O
JSOZILT,O,O,X,X,X,X,X,X,X
JSOZLTI,O,O,O,O,X,O,O,X,X
JSOZLIT,O,O,O,X,X,X,O,X,X
JZTILSO,X,O,O,O,X,X,X,O,O
JZTILOS,X,O,O,X,X,X,X,O,X
JZTISLO,X,O,O,O,X,X,X,O,O
JZTISOL,O,O,O,O,X,X,X,O,O
JZTIOLS,O,O,O,O,X,X,X,O,X
JZTIOSL,O,O,O,O,X,X,X,O,O
JZTLISO,X,O,O,O,X,X,X,X,O
JZTLIOS,X,O,O,X,O,X,X,X,X
JZTLSIO,X,O,O,O,X,X,X,X,O
JZTLSOI,O,O,O,O,X,X,X,X,X
JZTLOIS,O,O,O,O,O,X,X,X,X
JZTLOSI,O,O,O,O,O,X,X,X,X
JZTSILO,X,O,O,O,X,X,X,O,O
JZTSIOL,O,O,O,O,X,X,X,O,O
JZTSLIO,X,O,O,O,X,X,X,X,O
JZTSLOI,O,O,O,O,X,X,X,X,X
JZTSOIL,O,O,O,O,X,X,X,X,O
JZTSOLI,O,O,O,O,X,X,X,X,X
JZTOILS,O,O,O,O,X,X,X,X,X
JZTOISL,O,O,O,O,X,X,X,X,O
JZTOLIS,O,O,O,O,O,X,X,X,X
JZTOLSI,O,O,O,O,O,X,X,X,X
JZTOSIL,O,O,O,O,X,X,X,X,O
JZTOSLI,O,O,O,O,O,X,X,X,X
JZITLSO,X,O,X,O,X,X,X,O,O
JZITLOS,X,O,X,X,X,X,X,O,X
JZITSLO,X,O,X,O,X,X,X,O,O
JZITSOL,O,O,X,O,X,X,X,O,O
JZITOLS,O,O,X,O,X,X,X,O,X
JZITOSL,O,O,X,O,X,X,X,O,O
JZILTSO,X,O,X,O,X,X,X,X,O
JZILTOS,X,O,X,X,X,X,X,X,X
JZILSTO,X,O,X,X,X,X,X,X,O
JZILSOT,X,X,X,X,X,X,X,X,X
JZILOTS,X,O,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X,X,X
JZISTLO,X,O,X,O,X,X,X,O,O
JZISTOL,O,O,X,O,X,X,X,O,O
JZISLTO,X,O,X,X,X,X,X,X,O
JZISLOT,X,X,X,X,X,X,X,X,X
JZISOTL,O,X,X,O,X,X,X,X,O
JZISOLT,O,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,O,X,X,X,X,X
JZIOTSL,O,O,X,O,X,X,X,X,O
JZIOLTS,O,O,X,O,X,X,X,X,X
JZIOLST,O,O,X,X,X,X,X,X,X
JZIOSTL,O,O,X,O,X,X,X,X,O
JZIOSLT,O,O,X,X,X,X,X,X,X
JZLTISO,X,O,O,O,X,X,X,X,O
JZLTIOS,X,O,O,X,O,X,X,X,X
JZLTSIO,X,O,O,O,X,X,X,X,O
JZLTSOI,O,O,O,O,X,X,X,X,X
JZLTOIS,O,O,O,O,O,X,X,X,X
JZLTOSI,O,O,O,O,O,X,X,X,X
JZLITSO,X,O,O,O,X,X,X,X,O
JZLITOS,X,O,O,X,O,X,X,X,X
JZLISTO,X,O,O,X,X,X,X,X,O
JZLISOT,X,X,O,X,X,X,X,X,X
JZLIOTS,X,O,X,X,O,X,X,X,X
JZLIOST,X,X,X,X,O,X,X,X,X
JZLSTIO,X,O,O,O,X,X,X,X,O
JZLSTOI,O,O,O,O,X,X,X,X,X
JZLSITO,X,X,O,X,X,X,X,X,O
JZLSIOT,X,X,O,X,X,X,X,X,X
JZLSOTI,O,O,O,O,X,X,X,X,X
JZLSOIT,O,X,O,X,X,X,X,X,X
JZLOTIS,O,O,X,O,O,X,X,X,X
JZLOTSI,O,O,X,O,O,X,X,X,X
JZLOITS,O,O,X,O,O,X,X,X,X
JZLOIST,O,O,X,X,O,X,X,X,X
JZLOSTI,O,O,X,O,O,X,X,X,X
JZLOSIT,O,O,X,X,O,X,X,X,X
JZSTILO,X,O,O,O,X,X,X,O,O
JZSTIOL,O,O,O,O,X,X,X,O,O
JZSTLIO,X,O,O,O,X,X,X,X,O
JZSTLOI,O,O,O,O,X,X,X,X,X
JZSTOIL,O,O,O,O,X,X,X,X,O
JZSTOLI,O,O,O,O,X,X,X,X,X
JZSITLO,X,X,X,O,X,X,X,O,O
JZSITOL,O,X,X,O,X,X,X,O,O
JZSILTO,X,X,X,X,X,X,X,X,O
JZSILOT,X,X,X,X,X,X,X,X,X
JZSIOTL,O,X,X,O,X,X,X,X,O
JZSIOLT,O,X,X,X,X,X,X,X,X
JZSLTIO,X,O,O,O,X,X,X,X,O
JZSLTOI,O,O,O,O,X,X,X,X,X
JZSLITO,X,X,O,X,X,X,X,X,O
JZSLIOT,X,X,O,X,X,X,X,X,X
JZSLOTI,O,O,O,O,X,X,X,X,X
JZSLOIT,O,X,O,X,X,X,X,X,X
JZSOTIL,O,O,O,O,X,X,X,X,O
JZSOTLI,O,O,O,O,X,X,X,X,X
JZSOITL,O,X,X,O,X,X,X,X,O
JZSOILT,O,X,X,X,X,X,X,X,X
JZSOLTI,O,O,O,O,X,X,X,X,X
JZSOLIT,O,X,O,X,X,X,X,X,X
JZOTILS,O,O,X,O,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,O
JZOTLIS,O,O,X,O,O,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,O
JZOTSLI,O,O,X,O,O,X,X,X,X
JZOITLS,O,O,X,O,X,X,X,X,X
JZOITSL,O,O,X,O,X,X,X,X,O
JZOILTS,O,O,X,O,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X,X
JZOISTL,O,O,X,O,X,X,X,X,O
JZOISLT,O,O,X,X,X,X,X,X,X
JZOLTIS,O,O,X,O,O,X,X,X,X
JZOLTSI,O,O,X,O,O,X,X,X,X
JZOLITS,O,O,X,O,O,X,X,X,X
JZOLIST,O,O,X,X,O,X,X,X,X
JZOLSTI,O,O,X,O,O,X,X,X,X
JZOLSIT,O,O,X,X,O,X,X,X,X
JZOSTIL,O,O,X,O,X,X,X,X,O
JZOSTLI,O,O,X,O,O,X,X,X,X
JZOSITL,O,O,X,O,X,X,X,X,O
JZOSILT,O,O,X,X,X,X,X,X,X
JZOSLTI,O,O,X,O,O,X,X,X,X
JZOSLIT,O,O,X,X,O,X,X,X,X
JOTILSZ,X,O,X,X,X,X,X,O,X
JOTILZS,X,O,X,X,X,X,X,O,X
JOTISLZ,X,O,X,X,X,X,X,O,O
JOTISZL,O,O,X,O,X,X,X,O,O
JOTIZLS,O,O,X,O,X,X,X,O,X
JOTIZSL,O,O,X,O,X,X,X,O,X
JOTLISZ,X,O,O,X,X,X,X,X,X
JOTLIZS,X,O,O,X,O,X,X,X,X
JOTLSIZ,X,O,O,X,X,X,X,X,X
JOTLSZI,O,O,O,O,X,X,X,X,X
JOTLZIS,O,O,O,O,O,X,X,X,X
JOTLZSI,O,O,O,O,O,X,X,X,X
JOTSILZ,X,O,O,X,X,X,X,O,O
JOTSIZL,O,O,O,O,X,X,X,O,O
JOTSLIZ,X,O,O,X,X,X,X,X,X
JOTSLZI,O,O,O,O,X,X,X,X,X
JOTSZIL,O,O,O,O,X,X,X,X,O
JOTSZLI,O,O,O,O,X,X,X,X,X
JOTZILS,O,O,O,O,X,X,X,X,X
JOTZISL,O,O,O,O,X,X,X,X,O
JOTZLIS,O,O,O,O,O,X,X,X,X
JOTZLSI,O,O,O,O,O,X,X,X,X
JOTZSIL,O,O,O,O,X,X,X,X,O
JOTZSLI,O,O,O,O,O,X,X,X,X
JOITLSZ,X,O,X,X,X,X,X,O,X
JOITLZS,X,O,X,X,X,X,X,O,X
JOITSLZ,X,O,X,X,X,X,X,O,O
JOITSZL,O,O,X,O,X,X,X,O,O
JOITZLS,O,O,X,O,X,X,X,O,X
JOITZSL,O,O,X,O,X,X,X,O,X
JOILTSZ,X,O,X,X,X,X,X,X,X
JOILTZS,X,O,X,X,X,X,X,X,X
JOILSTZ,X,O,X,X,X,X,X,X,X
JOILSZT,O,O,X,X,X,X,X,X,X
JOILZTS,O,O,X,X,X,X,X,X,X
JOILZST,O,O,X,X,X,X,X,X,X
JOISTLZ,X,O,X,X,X,X,X,O,O
JOISTZL,O,O,X,O,X,X,X,O,O
JOISLTZ,X,O,X,X,X,X,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X
JOISZTL,O,O,X,O,X,X,X,X,O
JOISZLT,O,O,X,X,X,X,X,X,X
JOIZTLS,O,O,X,O,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X,X,X,O
JOIZLTS,O,O,X,O,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X,X
JOIZSTL,O,O,X,O,X,X,X,X,O
JOIZSLT,O,O,X,X,X,X,X,X,X
JOLTISZ,X,O,O,X,X,X,X,X,X
JOLTIZS,X,O,O,X,O,X,X,X,X
JOLTSIZ,X,O,O,X,X,X,X,X,X
JOLTSZI,O,O,O,O,X,X,X,X,X
JOLTZIS,O,O,O,O,O,X,X,X,X
JOLTZSI,O,O,O,O,O,X,X,X,X
JOLITSZ,X,O,O,X,X,X,X,X,X
JOLITZS,X,O,O,X,O,X,X,X,X
JOLISTZ,X,O,O,X,X,X,X,X,X
JOLISZT,O,O,O,X,X,X,X,X,X
JOLIZTS,O,O,X,X,O,X,X,X,X
JOLIZST,O,O,X,X,O,X,X,X,X
JOLSTIZ,X,O,O,X,X,X,X,X,X
JOLSTZI,O,O,O,O,X,X,X,X,X
JOLSITZ,X,O,O,X,X,X,X,X,X
JOLSIZT,O,O,O,X,X,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X
JOLSZIT,O,O,O,X,X,X,X,X,X
JOLZTIS,O,O,X,O,O,X,X,X,X
JOLZTSI,O,O,X,O,O,X,X,X,X
JOLZITS,O,O,X,O,O,X,X,X,X
JOLZIST,O,O,X,X,O,X,X,X,X
JOLZSTI,O,O,X,O,O,X,X,X,X
JOLZSIT,O,O,X,X,O,X,X,X,X
JOSTILZ,X,O,O,X,X,X,X,O,O
JOSTIZL,O,O,O,O,X,X,X,O,O
JOSTLIZ,X,O,O,X,X,X,X,X,X
JOSTLZI,O,O,O,O,X,X,X,X,X
JOSTZIL,O,O,O,O,X,X,X,X,O
JOSTZLI,O,O,O,O,X,X,X,X,X
JOSITLZ,X,O,O,X,X,X,X,O,O
JOSITZL,O,O,O,O,X,X,X,O,O
JOSILTZ,X,O,O,X,X,X,X,X,X
JOSILZT,O,O,O,X,X,X,X,X,X
JOSIZTL,O,O,X,O,X,X,X,X,O
JOSIZLT,O,O,X,X,X,X,X,X,X
JOSLTIZ,X,O,O,X,X,X,X,X,X
JOSLTZI,O,O,O,O,X,X,X,X,X
JOSLITZ,X,O,O,X,X,X,X,X,X
JOSLIZT,O,O,O,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,X,X
JOSLZIT,O,O,O,X,X,X,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,O
JOSZTLI,O,O,O,O,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,X,X,O
JOSZILT,O,O,X,X,X,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X
JOSZLIT,O,O,O,X,X,X,X,X,X
JOZTILS,O,O,X,O,X,X,X,X,X
JOZTISL,O,O,X,O,X,X,X,X,O
JOZTLIS,O,O,X,O,O,X,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X,X
JOZTSIL,O,O,X,O,X,X,X,X,O
JOZTSLI,O,O,X,O,O,X,X,X,X
JOZITLS,O,O,X,O,X,X,X,X,X
JOZITSL,O,O,X,O,X,X,X,X,O
JOZILTS,O,O,X,O,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,X
JOZISTL,O,O,X,O,X,X,X,X,O
JOZISLT,O,O,X,X,X,X,X,X,X
JOZLTIS,O,O,X,O,O,X,X,X,X
JOZLTSI,O,O,X,O,O,X,X,X,X
JOZLITS,O,O,X,O,O,X,X,X,X
JOZLIST,O,O,X,X,O,X,X,X,X
JOZLSTI,O,O,X,O,O,X,X,X,X
JOZLSIT,O,O,X,X,O,X,X,X,X
JOZSTIL,O,O,X,O,X,X,X,X,O
JOZSTLI,O,O,X,O,O,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,X,O
JOZSILT,O,O,X,X,X,X,X,X,X
JOZSLTI,O,O,X,O,O,X,X,X,X
JOZSLIT,O,O,X,X,O,X,X,X,X
STILJZO,X,O,O,X,X,O,O,O,O
STILJOZ,X,O,O,X,X,O,O,O,O
STILZJO,X,O,O,X,X,O,O,X,X
STILZOJ,X,O,O,X,X,O,O,X,X
STILOJZ,X,O,O,X,X,O,O,X,X
STILOZJ,X,O,O,X,X,O,O,X,X
STIJLZO,X,O,O,X,X,O,X,O,O
STIJLOZ,X,O,O,X,X,O,X,O,O
STIJZLO,X,O,O,O,X,O,X,O,O
STIJZOL,O,O,O,O,X,O,X,O,O
STIJOLZ,X,O,O,X,X,O,X,O,O
STIJOZL,O,O,O,O,X,O,X,O,O
STIZLJO,X,O,O,O,X,O,O,X,O
STIZLOJ,X,O,O,X,X,O,O,X,X
STIZJLO,X,O,O,O,X,O,X,O,O
STIZJOL,O,O,O,O,X,O,X,O,O
STIZOLJ,O,O,O,O,X,O,O,X,X
STIZOJL,O,O,O,O,X,O,X,X,O
STIOLJZ,X,O,O,X,X,O,O,X,X
STIOLZJ,X,O,O,X,X,O,O,X,X
STIOJLZ,X,O,O,X,X,O,X,O,O
STIOJZL,O,O,O,O,X,O,X,O,O
STIOZLJ,O,O,O,O,X,O,O,X,X
STIOZJL,O,O,O,O,X,O,X,X,X
STLIJZO,X,O,O,X,X,O,O,O,O
STLIJOZ,X,O,O,X,X,O,O,O,O
STLIZJO,X,O,O,X,X,O,O,X,X
STLIZOJ,X,O,O,X,O,O,O,X,X
STLIOJZ,X,O,O,X,X,O,O,X,X
STLIOZJ,X,O,O,X,O,O,O,X,X
STLJIZO,X,O,O,X,X,O,O,O,O
STLJIOZ,X,O,O,X,X,O,O,O,O
STLJZIO,X,O,O,O,X,O,O,X,O
STLJZOI,O,O,O,O,X,O,O,X,X
STLJOIZ,X,O,O,X,X,O,O,X,X
STLJOZI,O,O,O,O,X,O,O,X,X
STLZIJO,X,O,O,O,X,O,O,X,O
STLZIOJ,X,O,O,X,O,O,O,X,X
STLZJIO,X,O,O,O,X,O,O,X,O
STLZJOI,O,O,O,O,X,O,O,X,X
STLZOIJ,O,O,O,O,O,O,O,X,X
STLZOJI,O,O,O,O,O,O,O,X,X
STLOIJZ,X,O,O,X,X,O,O,X,X
STLOIZJ,X,O,O,X,O,O,O,X,X
STLOJIZ,X,O,O,X,X,O,O,X,X
STLOJZI,O,O,O,O,X,O,O,X,X
STLOZIJ,O,O,O,O,O,O,O,X,X
STLOZJI,O,O,O,O,O,O,O,X,X
STJILZO,X,O,O,X,X,O,X,O,O
STJILOZ,X,O,O,X,X,O,X,O,O
STJIZLO,X,O,O,O,X,O,X,O,O
STJIZOL,O,O,O,O,X,O,X,O,O
STJIOLZ,X,O,O,X,X,O,X,O,O
STJIOZL,O,O,O,O,X,O,X,O,O
STJLIZO,X,O,O,X,X,O,O,O,O
STJLIOZ,X,O,O,X,X,O,O,O,O
STJLZIO,X,O,O,O,X,O,O,X,O
STJLZOI,O,O,O,O,X,O,O,X,X
STJLOIZ,X,O,O,X,X,O,O,X,X
STJLOZI,O,O,O,O,X,O,O,X,X
STJZILO,X,O,O,O,X,O,X,O,O
STJZIOL,O,O,O,O,X,O,X,O,O
STJZLIO,X,O,O,O,X,O,O,X,O
STJZLOI,O,O,O,O,X,O,O,X,X
STJZOIL,O,O,O,O,X,O,X,X,O
STJZOLI,O,O,O,O,X,O,O,X,X
STJOILZ,X,O,O,X,X,O,X,O,O
STJOIZL,O,O,O,O,X,O,X,O,O
STJOLIZ,X,O,O,X,X,O,O,X,X
STJOLZI,O,O,O,O,X,O,O,X,X
STJOZIL,O,O,O,O,X,O,X,X,O
STJOZLI,O,O,O,O,X,O,O,X,X
STZILJO,X,O,O,O,X,O,O,X,O
STZILOJ,X,O,O,X,X,O,O,X,X
STZIJLO,X,O,O,O,X,O,X,O,O
STZIJOL,O,O,O,O,X,O,X,O,O
STZIOLJ,O,O,O,O,X,O,O,X,X
STZIOJL,O,O,O,O,X,O,X,X,O
STZLIJO,X,O,O,O,X,O,O,X,O
STZLIOJ,X,O,O,X,O,O,O,X,X
STZLJIO,X,O,O,O,X,O,O,X,O
STZLJOI,O,O,O,O,X,O,O,X,X
STZLOIJ,O,O,O,O,O,O,O,X,X
STZLOJI,O,O,O,O,O,O,O,X,X
STZJILO,X,O,O,O,X,O,X,O,O
STZJIOL,O,O,O,O,X,O,X,O,O
STZJLIO,X,O,O,O,X,O,O,X,O
STZJLOI,O,O,O,O,X,O,O,X,X
STZJOIL,O,O,O,O,X,O,X,X,O
STZJOLI,O,O,O,O,X,O,O,X,X
STZOILJ,O,O,O,O,O,O,O,X,X
STZOIJL,O,O,O,O,X,O,X,X,O
STZOLIJ,O,O,O,O,O,O,O,X,X
STZOLJI,O,O,O,O,O,O,O,X,X
STZOJIL,O,O,O,O,X,O,X,X,O
STZOJLI,O,O,O,O,O,O,O,X,X
STOILJZ,X,O,O,X,X,O,O,X,X
STOILZJ,X,O,O,X,X,O,O,X,X
STOIJLZ,X,O,O,X,X,O,X,O,O
STOIJZL,O,O,O,O,X,O,X,O,O
STOIZLJ,O,O,O,O,X,O,O,X,X
STOIZJL,O,O,O,O,X,O,X,X,X
STOLIJZ,X,O,O,X,X,O,O,X,X
STOLIZJ,X,O,O,X,O,O,O,X,X
STOLJIZ,X,O,O,X,X,O,O,X,X
STOLJZI,O,O,O,O,X,O,O,X,X
STOLZIJ,O,O,O,O,O,O,O,X,X
STOLZJI,O,O,O,O,O,O,O,X,X
STOJILZ,X,O,O,X,X,O,X,O,O
STOJIZL,O,O,O,O,X,O,X,O,O
STOJLIZ,X,O,O,X,X,O,O,X,X
STOJLZI,O,O,O,O,X,O,O,X,X
STOJZIL,O,O,O,O,X,O,X,X,O
STOJZLI,O,O,O,O,X,O,O,X,X
STOZILJ,O,O,O,O,O,O,O,X,X
STOZIJL,O,O,O,O,X,O,X,X,O
STOZLIJ,O,O,O,O,O,O,O,X,X
STOZLJI,O,O,O,O,O,O,O,X,X
STOZJIL,O,O,O,O,X,O,X,X,O
STOZJLI,O,O,O,O,O,O,O,X,X
SITLJZO,X,O,O,X,X,O,O,O,O
SITLJOZ,X,O,O,X,X,O,O,O,O
SITLZJO,X,O,O,X,X,O,O,X,X
SITLZOJ,X,O,O,X,X,O,O,X,X
SITLOJZ,X,O,O,X,X,O,O,X,X
SITLOZJ,X,O,O,X,X,O,O,X,X
SITJLZO,X,O,O,X,X,O,X,O,O
SITJLOZ,X,O,O,X,X,O,X,O,O
SITJZLO,X,O,O,O,X,O,X,O,O
SITJZOL,O,O,O,O,X,O,X,O,O
SITJOLZ,X,O,O,X,X,O,X,O,O
SITJOZL,O,O,O,O,X,O,X,O,O
SITZLJO,X,O,O,O,X,O,O,X,O
SITZLOJ,X,O,O,X,X,O,O,X,X
SITZJLO,X,O,O,O,X,O,X,O,O
SITZJOL,O,O,O,O,X,O,X,O,O
SITZOLJ,O,O,O,O,X,O,O,X,X
SITZOJL,O,O,O,O,X,O,X,X,O
SITOLJZ,X,O,O,X,X,O,O,X,X
SITOLZJ,X,O,O,X,X,O,O,X,X
SITOJLZ,X,O,O,X,X,O,X,O,O
SITOJZL,O,O,O,O,X,O,X,O,O
SITOZLJ,O,O,O,O,X,O,O,X,X
SITOZJL,O,O,O,O,X,O,X,X,X
SILTJZO,X,O,O,X,X,O,O,O,O
SILTJOZ,X,O,O,X,X,O,O,O,O
SILTZJO,X,O,O,X,X,O,O,X,X
SILTZOJ,X,O,O,X,X,O,O,X,X
SILTOJZ,X,O,O,X,X,O,O,X,X
SILTOZJ,X,O,O,X,X,O,O,X,X
SILJTZO,X,O,O,X,X,O,O,O,O
SILJTOZ,X,O,O,X,X,O,O,O,O
SILJZTO,X,O,X,X,X,X,O,X,O
SILJZOT,X,X,X,X,X,X,O,X,X
SILJOTZ,X,O,O,X,X,O,O,X,X
SILJOZT,X,X,X,X,X,X,O,X,X
SILZTJO,X,O,O,X,X,X,O,X,O
SILZTOJ,X,O,O,X,X,X,O,X,X
SILZJTO,X,O,X,X,X,X,O,X,O
SILZJOT,X,X,X,X,X,X,O,X,X
SILZOTJ,X,X,O,X,X,X,O,X,X
SILZOJT,X,X,X,X,X,X,O,X,X
SILOTJZ,X,O,O,X,X,O,O,X,X
SILOTZJ,X,O,O,X,X,O,O,X,X
SILOJTZ,X,O,O,X,X,O,O,X,X
SILOJZT,X,X,X,X,X,X,O,X,X
SILOZTJ,X,X,O,X,X,X,O,X,X
SILOZJT,X,X,X,X,X,X,O,X,X
SIJTLZO,X,O,O,X,X,O,X,O,O
SIJTLOZ,X,O,O,X,X,O,X,O,O
SIJTZLO,X,O,O,O,X,O,X,O,O
SIJTZOL,O,O,O,O,X,O,X,O,O
SIJTOLZ,X,O,O,X,X,O,X,O,O
SIJTOZL,O,O,O,O,X,O,X,O,O
SIJLTZO,X,O,O,X,X,O,X,O,O
SIJLTOZ,X,O,O,X,X,O,X,O,O
SIJLZTO,X,O,O,X,X,X,X,X,O
SIJLZOT,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,O,O,X,X,O,X,X,X
SIJLOZT,X,X,O,X,X,X,X,X,X
SIJZTLO,X,O,X,O,X,X,X,O,O
SIJZTOL,O,O,X,O,X,X,X,O,O
SIJZLTO,X,O,X,X,X,X,X,X,O
SIJZLOT,X,X,X,X,X,X,X,X,X
SIJZOTL,O,X,X,O,X,X,X,X,O
SIJZOLT,O,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,O,X,X,O,X,O,O
SIJOTZL,O,O,O,O,X,O,X,O,O
SIJOLTZ,X,O,O,X,X,O,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X
SIJOZTL,O,O,X,O,X,X,X,X,O
SIJOZLT,O,O,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,O,X,O
SIZTLOJ,X,O,X,X,X,X,O,X,X
SIZTJLO,X,O,X,O,X,X,X,O,O
SIZTJOL,O,O,X,O,X,X,X,O,O
SIZTOLJ,O,O,X,O,X,X,O,X,X
SIZTOJL,O,O,X,O,X,X,X,X,O
SIZLTJO,X,O,X,X,X,X,O,X,O
SIZLTOJ,X,O,X,X,X,X,O,X,X
SIZLJTO,X,O,X,X,X,X,O,X,O
SIZLJOT,X,X,X,X,X,X,O,X,X
