sequence,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?CeBTjB0nBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?0dB6jBZnBzsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bBxcB?TeBCiBOsBXtB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xdBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBXeB?CgBcoBTnBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jet/IvhF0bB6hB?+iBTeBXoBZnB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8JeR7IvhF9hBTeB?CgBcnBXoBOsB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9hB?xnBcoBTnBisB,v115@zgA8IeA8IeA8AeC8EeF8CeG8AeC8Jeu/IvhF3bB9jB?xhBzhBaoBcsB
IJSTLZO,X,O,O,X,X,X,X,O,O
IJSTLOZ,X,O,O,X,X,X,X,O,O
IJSTZLO,X,O,O,O,X,X,X,O,O
IJSTZOL,O,O,O,O,X,X,X,O,O
IJSTOLZ,X,O,O,X,X,X,X,O,O
IJSTOZL,O,O,O,O,X,X,X,O,O
IJSLTZO,X,O,O,X,X,X,X,O,O
IJSLTOZ,X,O,O,X,X,X,X,O,O
IJSLZTO,X,O,O,X,X,X,X,X,O
IJSLZOT,X,X,O,X,X,X,X,X,X
IJSLOTZ,X,O,O,X,X,X,X,X,X
IJSLOZT,X,X,O,X,X,X,X,X,X
IJSZTLO,X,O,X,O,X,X,X,O,O
IJSZTOL,O,O,X,O,X,X,X,O,O
IJSZLTO,X,O,X,X,X,X,X,X,O
IJSZLOT,X,X,X,X,X,X,X,X,X
IJSZOTL,O,X,X,O,X,X,X,X,O
IJSZOLT,O,X,X,X,X,X,X,X,X
IJSOTLZ,X,O,O,X,X,X,X,O,O
IJSOTZL,O,O,O,O,X,X,X,O,O
IJSOLTZ,X,O,O,X,X,X,X,X,X
IJSOLZT,O,O,O,X,X,X,X,X,X
IJSOZTL,O,O,X,O,X,X,X,X,O
IJSOZLT,O,O,X,X,X,X,X,X,X
IJZTLSO,X,O,X,O,X,X,X,O,O
IJZTLOS,X,O,X,X,X,X,X,O,X
IJZTSLO,X,O,X,O,X,X,X,O,O
IJZTSOL,O,O,X,O,X,X,X,O,O
IJZTOLS,O,O,X,O,X,X,X,O,X
IJZTOSL,O,O,X,O,X,X,X,O,O
IJZLTSO,X,O,X,O,X,X,X,X,O
IJZLTOS,X,O,X,X,X,X,X,X,X
IJZLSTO,X,O,X,X,X,X,X,X,O
IJZLSOT,X,X,X,X,X,X,X,X,X
IJZLOTS,X,O,X,X,X,X,X,X,X
IJZLOST,X,X,X,X,X,X,X,X,X
IJZSTLO,X,O,X,O,X,X,X,O,O
IJZSTOL,O,O,X,O,X,X,X,O,O
IJZSLTO,X,O,X,X,X,X,X,X,O
IJZSLOT,X,X,X,X,X,X,X,X,X
IJZSOTL,O,X,X,O,X,X,X,X,O
IJZSOLT,O,X,X,X,X,X,X,X,X
IJZOTLS,O,O,X,O,X,X,X,X,X
IJZOTSL,O,O,X,O,X,X,X,X,O
IJZOLTS,O,O,X,O,X,X,X,X,X
IJZOLST,O,O,X,X,X,X,X,X,X
IJZOSTL,O,O,X,O,X,X,X,X,O
IJZOSLT,O,O,X,X,X,X,X,X,X
IJOTLSZ,X,O,X,X,X,X,X,O,X
IJOTLZS,X,O,X,X,X,X,X,O,X
IJOTSLZ,X,O,X,X,X,X,X,O,O
IJOTSZL,O,O,X,O,X,X,X,O,O
IJOTZLS,O,O,X,O,X,X,X,O,X
IJOTZSL,O,O,X,O,X,X,X,O,X
IJOLTSZ,X,O,X,X,X,X,X,X,X
IJOLTZS,X,O,X,X,X,X,X,X,X
IJOLSTZ,X,O,X,X,X,X,X,X,X
IJOLSZT,O,O,X,X,X,X,X,X,X
IJOLZTS,O,O,X,X,X,X,X,X,X
IJOLZST,O,O,X,X,X,X,X,X,X
IJOSTLZ,X,O,X,X,X,X,X,O,O
IJOSTZL,O,O,X,O,X,X,X,O,O
IJOSLTZ,X,O,X,X,X,X,X,X,X
IJOSLZT,O,O,X,X,X,X,X,X,X
IJOSZTL,O,O,X,O,X,X,X,X,O
IJOSZLT,O,O,X,X,X,X,X,X,X
IJOZTLS,O,O,X,O,X,X,X,X,X
IJOZTSL,O,O,X,O,X,X,X,X,O
IJOZLTS,O,O,X,O,X,X,X,X,X
IJOZLST,O,O,X,X,X,X,X,X,X
IJOZSTL,O,O,X,O,X,X,X,X,O
IJOZSLT,O,O,X,X,X,X,X,X,X
ISTLJZO,X,O,O,X,X,O,O,O,O
ISTLJOZ,X,O,O,X,X,O,O,O,O
ISTLZJO,X,O,O,X,X,O,O,X,X
ISTLZOJ,X,O,O,X,X,O,O,X,X
ISTLOJZ,X,O,O,X,X,O,O,X,X
ISTLOZJ,X,O,O,X,X,O,O,X,X
ISTJLZO,X,O,O,X,X,O,X,O,O
ISTJLOZ,X,O,O,X,X,O,X,O,O
ISTJZLO,X,O,O,O,X,O,X,O,O
ISTJZOL,O,O,O,O,X,O,X,O,O
ISTJOLZ,X,O,O,X,X,O,X,O,O
ISTJOZL,O,O,O,O,X,O,X,O,O
ISTZLJO,X,O,O,O,X,O,O,X,O
ISTZLOJ,X,O,O,X,X,O,O,X,X
ISTZJLO,X,O,O,O,X,O,X,O,O
ISTZJOL,O,O,O,O,X,O,X,O,O
ISTZOLJ,O,O,O,O,X,O,O,X,X
ISTZOJL,O,O,O,O,X,O,X,X,O
ISTOLJZ,X,O,O,X,X,O,O,X,X
ISTOLZJ,X,O,O,X,X,O,O,X,X
ISTOJLZ,X,O,O,X,X,O,X,O,O
ISTOJZL,O,O,O,O,X,O,X,O,O
ISTOZLJ,O,O,O,O,X,O,O,X,X
ISTOZJL,O,O,O,O,X,O,X,X,X
ISLTJZO,X,O,O,X,X,O,O,O,O
ISLTJOZ,X,O,O,X,X,O,O,O,O
ISLTZJO,X,O,O,X,X,O,O,X,X
ISLTZOJ,X,O,O,X,X,O,O,X,X
ISLTOJZ,X,O,O,X,X,O,O,X,X
ISLTOZJ,X,O,O,X,X,O,O,X,X
ISLJTZO,X,O,O,X,X,O,O,O,O
ISLJTOZ,X,O,O,X,X,O,O,O,O
ISLJZTO,X,O,X,X,X,X,O,X,O
ISLJZOT,X,X,X,X,X,X,O,X,X
ISLJOTZ,X,O,O,X,X,O,O,X,X
ISLJOZT,X,X,X,X,X,X,O,X,X
ISLZTJO,X,O,O,X,X,X,O,X,O
ISLZTOJ,X,O,O,X,X,X,O,X,X
ISLZJTO,X,O,X,X,X,X,O,X,O
ISLZJOT,X,X,X,X,X,X,O,X,X
ISLZOTJ,X,X,O,X,X,X,O,X,X
ISLZOJT,X,X,X,X,X,X,O,X,X
ISLOTJZ,X,O,O,X,X,O,O,X,X
ISLOTZJ,X,O,O,X,X,O,O,X,X
ISLOJTZ,X,O,O,X,X,O,O,X,X
ISLOJZT,X,X,X,X,X,X,O,X,X
ISLOZTJ,X,X,O,X,X,X,O,X,X
ISLOZJT,X,X,X,X,X,X,O,X,X
ISJTLZO,X,O,O,X,X,O,X,O,O
ISJTLOZ,X,O,O,X,X,O,X,O,O
ISJTZLO,X,O,O,O,X,O,X,O,O
ISJTZOL,O,O,O,O,X,O,X,O,O
ISJTOLZ,X,O,O,X,X,O,X,O,O
ISJTOZL,O,O,O,O,X,O,X,O,O
ISJLTZO,X,O,O,X,X,O,X,O,O
ISJLTOZ,X,O,O,X,X,O,X,O,O
ISJLZTO,X,O,O,X,X,X,X,X,O
ISJLZOT,X,X,O,X,X,X,X,X,X
ISJLOTZ,X,O,O,X,X,O,X,X,X
ISJLOZT,X,X,O,X,X,X,X,X,X
ISJZTLO,X,O,X,O,X,X,X,O,O
ISJZTOL,O,O,X,O,X,X,X,O,O
ISJZLTO,X,O,X,X,X,X,X,X,O
ISJZLOT,X,X,X,X,X,X,X,X,X
ISJZOTL,O,X,X,O,X,X,X,X,O
ISJZOLT,O,X,X,X,X,X,X,X,X
ISJOTLZ,X,O,O,X,X,O,X,O,O
ISJOTZL,O,O,O,O,X,O,X,O,O
ISJOLTZ,X,O,O,X,X,O,X,X,X
ISJOLZT,O,O,O,X,X,X,X,X,X
ISJOZTL,O,O,X,O,X,X,X,X,O
ISJOZLT,O,O,X,X,X,X,X,X,X
ISZTLJO,X,O,X,O,X,X,O,X,O
ISZTLOJ,X,O,X,X,X,X,O,X,X
ISZTJLO,X,O,X,O,X,X,X,O,O
ISZTJOL,O,O,X,O,X,X,X,O,O
ISZTOLJ,O,O,X,O,X,X,O,X,X
ISZTOJL,O,O,X,O,X,X,X,X,O
ISZLTJO,X,O,X,X,X,X,O,X,O
ISZLTOJ,X,O,X,X,X,X,O,X,X
ISZLJTO,X,O,X,X,X,X,O,X,O
ISZLJOT,X,X,X,X,X,X,O,X,X
ISZLOTJ,X,X,X,X,X,X,O,X,X
ISZLOJT,X,X,X,X,X,X,O,X,X
ISZJTLO,X,O,X,O,X,X,X,O,O
ISZJTOL,O,O,X,O,X,X,X,O,O
ISZJLTO,X,O,X,X,X,X,X,X,O
ISZJLOT,X,X,X,X,X,X,X,X,X
ISZJOTL,O,X,X,O,X,X,X,X,O
ISZJOLT,O,X,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,O,X,X,O,X,X
ISZOTJL,O,X,X,O,X,X,X,X,O
ISZOLTJ,O,X,X,X,X,X,O,X,X
ISZOLJT,O,X,X,X,X,X,O,X,X
ISZOJTL,O,X,X,O,X,X,X,X,O
ISZOJLT,O,X,X,X,X,X,X,X,X
ISOTLJZ,X,O,O,X,X,O,O,X,X
ISOTLZJ,X,O,O,X,X,O,O,X,X
ISOTJLZ,X,O,O,X,X,O,X,O,O
ISOTJZL,O,O,O,O,X,O,X,O,O
ISOTZLJ,O,O,O,O,X,O,O,X,X
ISOTZJL,O,O,O,O,X,O,X,X,X
ISOLTJZ,X,O,O,X,X,O,O,X,X
ISOLTZJ,X,O,O,X,X,O,O,X,X
ISOLJTZ,X,O,O,X,X,O,O,X,X
ISOLJZT,O,O,X,X,X,X,O,X,X
ISOLZTJ,O,O,O,X,X,X,O,X,X
ISOLZJT,O,O,X,X,X,X,O,X,X
ISOJTLZ,X,O,O,X,X,O,X,O,O
ISOJTZL,O,O,O,O,X,O,X,O,O
ISOJLTZ,X,O,O,X,X,O,X,X,X
ISOJLZT,O,O,O,X,X,X,X,X,X
ISOJZTL,O,O,X,O,X,X,X,X,O
ISOJZLT,O,O,X,X,X,X,X,X,X
ISOZTLJ,O,O,X,O,X,X,O,X,X
ISOZTJL,O,O,X,O,X,X,X,X,O
ISOZLTJ,O,O,X,X,X,X,O,X,X
ISOZLJT,O,O,X,X,X,X,O,X,X
ISOZJTL,O,O,X,O,X,X,X,X,O
ISOZJLT,O,O,X,X,X,X,X,X,X
IZTLJSO,X,O,X,O,X,X,X,X,O
IZTLJOS,X,O,X,X,O,X,X,X,X
IZTLSJO,X,O,X,O,X,X,X,X,O
IZTLSOJ,X,O,X,X,O,X,X,X,X
IZTLOJS,X,O,X,X,O,X,X,X,X
IZTLOSJ,X,O,X,X,O,X,X,X,X
IZTJLSO,X,O,X,O,X,X,X,O,O
IZTJLOS,X,O,X,X,X,X,X,O,X
IZTJSLO,X,O,X,O,X,X,X,O,O
IZTJSOL,O,O,X,O,X,X,X,O,O
IZTJOLS,O,O,X,O,X,X,X,O,X
IZTJOSL,O,O,X,O,X,X,X,O,O
IZTSLJO,X,O,X,O,X,X,X,X,O
IZTSLOJ,X,O,X,X,X,X,X,X,X
IZTSJLO,X,O,X,O,X,X,X,O,O
IZTSJOL,O,O,X,O,X,X,X,O,O
IZTSOLJ,O,O,X,O,X,X,X,X,X
IZTSOJL,O,O,X,O,X,X,X,X,O
IZTOLJS,O,O,X,O,O,X,X,X,X
IZTOLSJ,O,O,X,O,O,X,X,X,X
IZTOJLS,O,O,X,O,X,X,X,X,X
IZTOJSL,O,O,X,O,X,X,X,X,O
IZTOSLJ,O,O,X,O,O,X,X,X,X
IZTOSJL,O,O,X,O,X,X,X,X,O
IZLTJSO,X,O,X,O,X,X,X,X,O
IZLTJOS,X,O,X,X,O,X,X,X,X
IZLTSJO,X,O,X,O,X,X,X,X,O
IZLTSOJ,X,O,X,X,O,X,X,X,X
IZLTOJS,X,O,X,X,O,X,X,X,X
IZLTOSJ,X,O,X,X,O,X,X,X,X
IZLJTSO,X,O,X,O,X,X,X,X,O
IZLJTOS,X,O,X,X,O,X,X,X,X
IZLJSTO,X,O,X,X,X,X,X,X,O
IZLJSOT,X,X,X,X,X,X,X,X,X
IZLJOTS,X,O,X,X,O,X,X,X,X
IZLJOST,X,X,X,X,O,X,X,X,X
IZLSTJO,X,O,X,X,X,X,X,X,O
IZLSTOJ,X,O,X,X,O,X,X,X,X
IZLSJTO,X,O,X,X,X,X,X,X,O
IZLSJOT,X,X,X,X,X,X,X,X,X
IZLSOTJ,X,X,X,X,O,X,X,X,X
IZLSOJT,X,X,X,X,O,X,X,X,X
IZLOTJS,X,O,X,X,O,X,X,X,X
IZLOTSJ,X,O,X,X,O,X,X,X,X
IZLOJTS,X,O,X,X,O,X,X,X,X
IZLOJST,X,X,X,X,O,X,X,X,X
IZLOSTJ,X,X,X,X,O,X,X,X,X
IZLOSJT,X,X,X,X,O,X,X,X,X
IZJTLSO,X,O,X,O,X,X,X,O,O
IZJTLOS,X,O,X,X,X,X,X,O,X
IZJTSLO,X,O,X,O,X,X,X,O,O
IZJTSOL,O,O,X,O,X,X,X,O,O
IZJTOLS,O,O,X,O,X,X,X,O,X
IZJTOSL,O,O,X,O,X,X,X,O,O
IZJLTSO,X,O,X,O,X,X,X,X,O
IZJLTOS,X,O,X,X,X,X,X,X,X
IZJLSTO,X,O,X,X,X,X,X,X,O
IZJLSOT,X,X,X,X,X,X,X,X,X
IZJLOTS,X,O,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,X,X,X,X
IZJSTLO,X,O,X,O,X,X,X,O,O
IZJSTOL,O,O,X,O,X,X,X,O,O
IZJSLTO,X,O,X,X,X,X,X,X,O
IZJSLOT,X,X,X,X,X,X,X,X,X
IZJSOTL,O,X,X,O,X,X,X,X,O
IZJSOLT,O,X,X,X,X,X,X,X,X
IZJOTLS,O,O,X,O,X,X,X,X,X
IZJOTSL,O,O,X,O,X,X,X,X,O
IZJOLTS,O,O,X,O,X,X,X,X,X
IZJOLST,O,O,X,X,X,X,X,X,X
IZJOSTL,O,O,X,O,X,X,X,X,O
IZJOSLT,O,O,X,X,X,X,X,X,X
IZSTLJO,X,O,X,O,X,X,X,X,O
IZSTLOJ,X,O,X,X,X,X,X,X,X
IZSTJLO,X,O,X,O,X,X,X,O,O
IZSTJOL,O,O,X,O,X,X,X,O,O
IZSTOLJ,O,O,X,O,X,X,X,X,X
IZSTOJL,O,O,X,O,X,X,X,X,O
IZSLTJO,X,O,X,X,X,X,X,X,O
IZSLTOJ,X,O,X,X,X,X,X,X,X
IZSLJTO,X,O,X,X,X,X,X,X,O
IZSLJOT,X,X,X,X,X,X,X,X,X
IZSLOTJ,X,X,X,X,X,X,X,X,X
IZSLOJT,X,X,X,X,X,X,X,X,X
IZSJTLO,X,O,X,O,X,X,X,O,O
IZSJTOL,O,O,X,O,X,X,X,O,O
IZSJLTO,X,O,X,X,X,X,X,X,O
IZSJLOT,X,X,X,X,X,X,X,X,X
IZSJOTL,O,X,X,O,X,X,X,X,O
IZSJOLT,O,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,X,O,X,X,X,X,X
IZSOTJL,O,X,X,O,X,X,X,X,O
IZSOLTJ,O,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X,X
IZSOJTL,O,X,X,O,X,X,X,X,O
IZSOJLT,O,X,X,X,X,X,X,X,X
IZOTLJS,O,O,X,O,O,X,X,X,X
IZOTLSJ,O,O,X,O,O,X,X,X,X
IZOTJLS,O,O,X,O,X,X,X,X,X
IZOTJSL,O,O,X,O,X,X,X,X,O
IZOTSLJ,O,O,X,O,O,X,X,X,X
IZOTSJL,O,O,X,O,X,X,X,X,O
IZOLTJS,O,O,X,O,O,X,X,X,X
IZOLTSJ,O,O,X,O,O,X,X,X,X
IZOLJTS,O,O,X,O,O,X,X,X,X
IZOLJST,O,O,X,X,O,X,X,X,X
IZOLSTJ,O,O,X,X,O,X,X,X,X
IZOLSJT,O,O,X,X,O,X,X,X,X
IZOJTLS,O,O,X,O,X,X,X,X,X
IZOJTSL,O,O,X,O,X,X,X,X,O
IZOJLTS,O,O,X,O,X,X,X,X,X
IZOJLST,O,O,X,X,X,X,X,X,X
IZOJSTL,O,O,X,O,X,X,X,X,O
IZOJSLT,O,O,X,X,X,X,X,X,X
IZOSTLJ,O,O,X,O,O,X,X,X,X
IZOSTJL,O,O,X,O,X,X,X,X,O
IZOSLTJ,O,O,X,X,O,X,X,X,X
IZOSLJT,O,O,X,X,O,X,X,X,X
IZOSJTL,O,O,X,O,X,X,X,X,O
IZOSJLT,O,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,X,X,X,X,X,X,X
IOTLJZS,X,O,X,X,O,X,X,X,X
IOTLSJZ,X,O,X,X,X,X,X,X,X
IOTLSZJ,X,O,X,X,O,X,X,X,X
IOTLZJS,X,O,X,X,O,X,X,X,X
IOTLZSJ,X,O,X,X,O,X,X,X,X
IOTJLSZ,X,O,X,X,X,X,X,O,X
IOTJLZS,X,O,X,X,X,X,X,O,X
IOTJSLZ,X,O,X,X,X,X,X,O,O
IOTJSZL,O,O,X,O,X,X,X,O,O
IOTJZLS,O,O,X,O,X,X,X,O,X
IOTJZSL,O,O,X,O,X,X,X,O,X
IOTSLJZ,X,O,X,X,X,X,X,X,X
IOTSLZJ,X,O,X,X,X,X,X,X,X
IOTSJLZ,X,O,X,X,X,X,X,O,O
IOTSJZL,O,O,X,O,X,X,X,O,O
IOTSZLJ,O,O,X,O,X,X,X,X,X
IOTSZJL,O,O,X,O,X,X,X,X,X
IOTZLJS,O,O,X,O,O,X,X,X,X
IOTZLSJ,O,O,X,O,O,X,X,X,X
IOTZJLS,O,O,X,O,X,X,X,X,X
IOTZJSL,O,O,X,O,X,X,X,X,X
IOTZSLJ,O,O,X,O,O,X,X,X,X
IOTZSJL,O,O,X,O,X,X,X,X,X
IOLTJSZ,X,O,X,X,X,X,X,X,X
IOLTJZS,X,O,X,X,O,X,X,X,X
IOLTSJZ,X,O,X,X,X,X,X,X,X
IOLTSZJ,X,O,X,X,O,X,X,X,X
IOLTZJS,X,O,X,X,O,X,X,X,X
IOLTZSJ,X,O,X,X,O,X,X,X,X
IOLJTSZ,X,O,X,X,X,X,X,X,X
IOLJTZS,X,O,X,X,O,X,X,X,X
IOLJSTZ,X,O,X,X,X,X,X,X,X
IOLJSZT,O,O,X,X,X,X,X,X,X
IOLJZTS,O,O,X,X,O,X,X,X,X
IOLJZST,O,O,X,X,O,X,X,X,X
IOLSTJZ,X,O,X,X,X,X,X,X,X
IOLSTZJ,X,O,X,X,O,X,X,X,X
IOLSJTZ,X,O,X,X,X,X,X,X,X
IOLSJZT,O,O,X,X,X,X,X,X,X
IOLSZTJ,O,O,X,X,O,X,X,X,X
IOLSZJT,O,O,X,X,O,X,X,X,X
IOLZTJS,O,O,X,X,O,X,X,X,X
IOLZTSJ,O,O,X,X,O,X,X,X,X
IOLZJTS,O,O,X,X,O,X,X,X,X
IOLZJST,O,O,X,X,O,X,X,X,X
IOLZSTJ,O,O,X,X,O,X,X,X,X
IOLZSJT,O,O,X,X,O,X,X,X,X
IOJTLSZ,X,O,X,X,X,X,X,O,X
IOJTLZS,X,O,X,X,X,X,X,O,X
IOJTSLZ,X,O,X,X,X,X,X,O,O
IOJTSZL,O,O,X,O,X,X,X,O,O
IOJTZLS,O,O,X,O,X,X,X,O,X
IOJTZSL,O,O,X,O,X,X,X,O,X
IOJLTSZ,X,O,X,X,X,X,X,X,X
IOJLTZS,X,O,X,X,X,X,X,X,X
IOJLSTZ,X,O,X,X,X,X,X,X,X
IOJLSZT,O,O,X,X,X,X,X,X,X
IOJLZTS,O,O,X,X,X,X,X,X,X
IOJLZST,O,O,X,X,X,X,X,X,X
IOJSTLZ,X,O,X,X,X,X,X,O,O
IOJSTZL,O,O,X,O,X,X,X,O,O
IOJSLTZ,X,O,X,X,X,X,X,X,X
IOJSLZT,O,O,X,X,X,X,X,X,X
IOJSZTL,O,O,X,O,X,X,X,X,O
IOJSZLT,O,O,X,X,X,X,X,X,X
IOJZTLS,O,O,X,O,X,X,X,X,X
IOJZTSL,O,O,X,O,X,X,X,X,O
IOJZLTS,O,O,X,O,X,X,X,X,X
IOJZLST,O,O,X,X,X,X,X,X,X
IOJZSTL,O,O,X,O,X,X,X,X,O
IOJZSLT,O,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,X,X,X,X,X,X,X
IOSTLZJ,X,O,X,X,X,X,X,X,X
IOSTJLZ,X,O,X,X,X,X,X,O,O
IOSTJZL,O,O,X,O,X,X,X,O,O
IOSTZLJ,O,O,X,O,X,X,X,X,X
IOSTZJL,O,O,X,O,X,X,X,X,X
IOSLTJZ,X,O,X,X,X,X,X,X,X
IOSLTZJ,X,O,X,X,X,X,X,X,X
IOSLJTZ,X,O,X,X,X,X,X,X,X
IOSLJZT,O,O,X,X,X,X,X,X,X
IOSLZTJ,O,O,X,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,X,X,X,X
IOSJTLZ,X,O,X,X,X,X,X,O,O
IOSJTZL,O,O,X,O,X,X,X,O,O
IOSJLTZ,X,O,X,X,X,X,X,X,X
IOSJLZT,O,O,X,X,X,X,X,X,X
IOSJZTL,O,O,X,O,X,X,X,X,O
IOSJZLT,O,O,X,X,X,X,X,X,X
IOSZTLJ,O,O,X,O,X,X,X,X,X
IOSZTJL,O,O,X,O,X,X,X,X,O
IOSZLTJ,O,O,X,X,X,X,X,X,X
IOSZLJT,O,O,X,X,X,X,X,X,X
IOSZJTL,O,O,X,O,X,X,X,X,O
IOSZJLT,O,O,X,X,X,X,X,X,X
IOZTLJS,O,O,X,O,O,X,X,X,X
IOZTLSJ,O,O,X,O,O,X,X,X,X
IOZTJLS,O,O,X,O,X,X,X,X,X
IOZTJSL,O,O,X,O,X,X,X,X,O
IOZTSLJ,O,O,X,O,O,X,X,X,X
IOZTSJL,O,O,X,O,X,X,X,X,O
IOZLTJS,O,O,X,O,O,X,X,X,X
IOZLTSJ,O,O,X,O,O,X,X,X,X
IOZLJTS,O,O,X,O,O,X,X,X,X
IOZLJST,O,O,X,X,O,X,X,X,X
IOZLSTJ,O,O,X,X,O,X,X,X,X
IOZLSJT,O,O,X,X,O,X,X,X,X
IOZJTLS,O,O,X,O,X,X,X,X,X
IOZJTSL,O,O,X,O,X,X,X,X,O
IOZJLTS,O,O,X,O,X,X,X,X,X
IOZJLST,O,O,X,X,X,X,X,X,X
IOZJSTL,O,O,X,O,X,X,X,X,O
IOZJSLT,O,O,X,X,X,X,X,X,X
IOZSTLJ,O,O,X,O,O,X,X,X,X
IOZSTJL,O,O,X,O,X,X,X,X,O
IOZSLTJ,O,O,X,X,O,X,X,X,X
IOZSLJT,O,O,X,X,O,X,X,X,X
IOZSJTL,O,O,X,O,X,X,X,X,O
IOZSJLT,O,O,X,X,X,X,X,X,X
LTIJSZO,X,O,O,X,X,X,O,O,O
LTIJSOZ,X,O,O,X,X,X,O,O,O
LTIJZSO,X,O,O,X,X,X,X,O,X
LTIJZOS,X,O,O,X,O,X,X,O,X
LTIJOSZ,X,O,O,X,X,X,X,O,X
LTIJOZS,X,O,O,X,O,X,X,O,X
LTISJZO,X,O,O,X,X,O,O,O,O
LTISJOZ,X,O,O,X,X,O,O,O,O
LTISZJO,X,O,O,X,X,O,O,X,X
LTISZOJ,X,O,O,X,O,O,O,X,X
LTISOJZ,X,O,O,X,X,O,O,X,X
LTISOZJ,X,O,O,X,O,O,O,X,X
LTIZJSO,X,O,O,X,X,X,X,X,X
LTIZJOS,X,O,O,X,O,X,X,X,X
LTIZSJO,X,O,O,X,X,O,O,X,X
LTIZSOJ,X,O,O,X,O,O,O,X,X
LTIZOJS,X,O,O,X,O,X,X,X,X
LTIZOSJ,X,O,O,X,O,X,X,X,X
LTIOJSZ,X,O,O,X,X,X,X,X,X
LTIOJZS,X,O,O,X,O,X,X,X,X
LTIOSJZ,X,O,O,X,X,X,O,X,X
LTIOSZJ,X,O,O,X,O,X,O,X,X
LTIOZJS,X,O,O,X,O,X,X,X,X
LTIOZSJ,X,O,O,X,O,X,X,X,X
LTJISZO,X,O,O,X,X,X,O,O,O
LTJISOZ,X,O,O,X,X,X,O,O,O
LTJIZSO,X,O,O,X,X,X,X,O,X
LTJIZOS,X,O,O,X,O,X,X,O,X
LTJIOSZ,X,O,O,X,X,X,X,O,X
LTJIOZS,X,O,O,X,O,X,X,O,X
LTJSIZO,X,O,O,X,X,O,O,O,O
LTJSIOZ,X,O,O,X,X,O,O,O,O
LTJSZIO,X,O,O,O,X,O,O,X,O
LTJSZOI,O,O,O,O,X,O,O,X,X
LTJSOIZ,X,O,O,X,X,O,O,X,X
LTJSOZI,O,O,O,O,X,O,O,X,X
LTJZISO,X,O,O,O,X,X,X,X,O
LTJZIOS,X,O,O,X,O,X,X,X,X
LTJZSIO,X,O,O,O,X,O,X,X,O
LTJZSOI,O,O,O,O,X,O,X,X,X
LTJZOIS,O,O,O,O,O,X,X,X,X
LTJZOSI,O,O,O,O,O,X,X,X,X
LTJOISZ,X,O,O,X,X,X,X,X,X
LTJOIZS,X,O,O,X,O,X,X,X,X
LTJOSIZ,X,O,O,X,X,X,X,X,X
LTJOSZI,O,O,O,O,X,X,X,X,X
LTJOZIS,O,O,O,O,O,X,X,X,X
LTJOZSI,O,O,O,O,O,X,X,X,X
LTSIJZO,X,O,O,X,X,O,O,O,O
LTSIJOZ,X,O,O,X,X,O,O,O,O
LTSIZJO,X,O,O,X,X,O,O,X,X
LTSIZOJ,X,O,O,X,O,O,O,X,X
LTSIOJZ,X,O,O,X,X,O,O,X,X
LTSIOZJ,X,O,O,X,O,O,O,X,X
LTSJIZO,X,O,O,X,X,O,O,O,O
LTSJIOZ,X,O,O,X,X,O,O,O,O
LTSJZIO,X,O,O,O,X,O,O,X,O
LTSJZOI,O,O,O,O,X,O,O,X,X
LTSJOIZ,X,O,O,X,X,O,O,X,X
LTSJOZI,O,O,O,O,X,O,O,X,X
LTSZIJO,X,O,O,O,X,O,O,X,O
LTSZIOJ,X,O,O,X,O,O,O,X,X
LTSZJIO,X,O,O,O,X,O,O,X,O
LTSZJOI,O,O,O,O,X,O,O,X,X
LTSZOIJ,O,O,O,O,O,O,O,X,X
LTSZOJI,O,O,O,O,O,O,O,X,X
LTSOIJZ,X,O,O,X,X,O,O,X,X
LTSOIZJ,X,O,O,X,O,O,O,X,X
LTSOJIZ,X,O,O,X,X,O,O,X,X
LTSOJZI,O,O,O,O,X,O,O,X,X
LTSOZIJ,O,O,O,O,O,O,O,X,X
LTSOZJI,O,O,O,O,O,O,O,X,X
LTZIJSO,X,O,O,O,X,X,X,X,O
LTZIJOS,X,O,O,X,O,X,X,X,X
LTZISJO,X,O,O,O,X,O,O,X,O
LTZISOJ,X,O,O,X,O,O,O,X,X
LTZIOJS,X,O,O,X,O,X,X,X,X
LTZIOSJ,X,O,O,X,O,X,X,X,X
LTZJISO,X,O,O,O,X,X,X,X,O
LTZJIOS,X,O,O,X,O,X,X,X,X
