sequence,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFOgBxcBChB/nB0m?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jei6IvhFfhBxcBUgBumBTn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhFXdBmfBzgB0hBSs?BlqB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBUcBWmB/nBFn?BCrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFxcB/nB6qB0rBOq?BFrB,v115@7gB8GeE8FeD8FeE8AeF8JeT6IvhFZgBugB1hBXiB8q?BSxB,v115@7gB8GeE8FeD8FeE8AeF8Jex6IvhF8gBmfB3hBTnBCn?BlqB,v115@7gB8GeE8FeD8FeE8AeF8Jex/IvhF/mBUiBmfBChBTn?BlqB
JTZISLO,O,O,X,X,X,X,O,X
JTZISOL,O,O,X,X,X,X,O,X
JTZIOLS,O,X,O,X,X,X,X,X
JTZIOSL,O,X,O,X,X,X,O,X
JTZLISO,O,O,X,X,X,X,O,X
JTZLIOS,O,X,O,X,X,X,X,X
JTZLSIO,O,O,X,X,X,X,O,X
JTZLSOI,O,O,O,X,X,X,O,X
JTZLOIS,O,O,O,X,X,X,X,X
JTZLOSI,O,O,O,X,X,X,X,X
JTZSILO,O,O,X,X,X,X,O,X
JTZSIOL,O,O,X,X,X,X,O,X
JTZSLIO,O,O,X,X,X,X,O,X
JTZSLOI,O,O,X,X,X,X,O,X
JTZSOIL,O,O,O,X,X,X,O,X
JTZSOLI,O,O,O,X,X,X,O,X
JTZOILS,O,O,O,X,X,X,X,X
JTZOISL,O,O,O,X,X,X,O,X
JTZOLIS,O,O,O,X,X,X,X,X
JTZOLSI,O,O,O,X,X,X,X,X
JTZOSIL,O,O,O,X,X,X,O,X
JTZOSLI,O,O,O,X,X,X,O,X
JTOILSZ,O,O,O,X,X,X,X,X
JTOILZS,X,O,O,X,X,X,X,X
JTOISLZ,O,O,O,X,X,X,X,X
JTOISZL,O,O,O,X,X,X,O,X
JTOIZLS,O,O,O,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,O,X
JTOLISZ,O,O,O,X,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X
JTOLSIZ,O,O,O,X,X,X,X,X
JTOLSZI,O,O,O,X,X,X,O,X
JTOLZIS,O,O,O,X,X,X,X,X
JTOLZSI,O,O,O,X,X,X,X,X
JTOSILZ,O,O,O,X,X,X,X,X
JTOSIZL,O,O,O,X,X,X,O,X
JTOSLIZ,O,O,O,X,X,X,X,X
JTOSLZI,O,O,O,X,X,X,O,X
JTOSZIL,O,O,O,X,X,X,O,X
JTOSZLI,O,O,O,X,X,X,O,X
JTOZILS,O,O,O,X,X,X,X,X
JTOZISL,O,O,O,X,X,X,O,X
JTOZLIS,O,O,O,X,X,X,X,X
JTOZLSI,O,O,O,X,X,X,X,X
JTOZSIL,O,O,O,X,X,X,O,X
JTOZSLI,O,O,O,X,X,X,O,X
JITLSZO,X,O,X,X,X,X,X,X
JITLSOZ,X,O,O,X,X,X,X,X
JITLZSO,X,O,X,X,X,X,O,X
JITLZOS,X,X,O,X,X,X,X,X
JITLOSZ,O,X,O,X,X,X,X,X
JITLOZS,X,X,O,X,X,X,X,X
JITSLZO,O,O,X,X,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,X
JITSZLO,X,O,X,X,X,X,O,O
JITSZOL,O,X,X,X,X,X,O,O
JITSOLZ,O,O,O,X,X,X,X,X
JITSOZL,O,X,O,X,X,X,X,X
JITZLSO,X,O,X,X,X,X,O,X
JITZLOS,X,X,O,X,X,X,X,X
JITZSLO,X,O,X,X,X,X,O,X
JITZSOL,X,O,X,X,X,X,O,X
JITZOLS,X,X,O,X,X,X,X,X
JITZOSL,O,X,O,X,X,X,O,X
JITOLSZ,O,X,O,X,X,X,X,X
JITOLZS,X,X,O,X,X,X,X,X
JITOSLZ,O,O,O,X,X,X,X,X
JITOSZL,O,X,O,X,X,X,O,X
JITOZLS,X,X,O,X,X,X,X,X
JITOZSL,O,X,O,X,X,X,O,X
JILTSZO,X,O,X,O,X,X,X,X
JILTSOZ,X,O,O,O,X,X,X,X
JILTZSO,X,O,X,O,X,X,O,X
JILTZOS,X,X,O,O,X,X,X,X
JILTOSZ,X,X,O,O,X,X,X,X
JILTOZS,X,X,O,O,X,X,X,X
JILSTZO,X,X,X,O,X,X,X,X
JILSTOZ,X,X,O,O,X,X,X,X
JILSZTO,X,X,X,O,X,X,X,X
JILSZOT,X,X,X,O,X,X,X,X
JILSOTZ,X,X,X,O,X,X,X,X
JILSOZT,X,X,X,O,X,X,X,X
JILZTSO,X,X,X,O,X,O,X,X
JILZTOS,X,X,O,O,X,O,X,X
JILZSTO,X,O,X,O,X,O,X,X
JILZSOT,X,O,X,O,X,O,X,X
JILZOTS,X,X,X,O,X,O,X,X
JILZOST,X,X,X,O,X,O,X,X
JILOTSZ,X,X,O,O,X,X,X,X
JILOTZS,X,X,O,O,X,X,X,X
JILOSTZ,X,X,X,O,X,X,X,X
JILOSZT,X,X,X,O,X,X,X,X
JILOZTS,X,X,X,O,X,O,X,X
JILOZST,X,X,X,O,X,O,X,X
JISTLZO,O,O,X,X,X,X,X,X
JISTLOZ,O,O,O,X,X,X,X,X
JISTZLO,X,O,X,X,X,X,O,X
JISTZOL,O,X,X,X,X,X,O,X
JISTOLZ,O,O,O,X,X,X,X,X
JISTOZL,O,X,O,X,X,X,X,X
JISLTZO,X,X,X,O,X,X,X,X
JISLTOZ,X,X,O,O,X,X,X,X
JISLZTO,X,X,X,O,X,X,X,X
JISLZOT,X,X,X,O,X,X,X,X
JISLOTZ,X,X,X,O,X,X,X,X
JISLOZT,X,X,X,O,X,X,X,X
JISZTLO,O,X,X,X,X,X,X,O
JISZTOL,O,X,X,X,X,X,X,O
JISZLTO,O,X,X,X,O,X,X,O
JISZLOT,O,X,X,X,O,X,X,O
JISZOTL,O,X,X,X,X,X,X,X
JISZOLT,O,X,X,X,O,X,X,O
JISOTLZ,O,X,X,X,X,X,X,X
JISOTZL,O,X,X,X,X,X,X,X
JISOLTZ,X,X,X,O,X,X,X,X
JISOLZT,X,X,X,O,X,X,X,X
JISOZTL,O,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,O,X,X,X
JIZTLSO,X,X,X,X,X,O,O,X
JIZTLOS,X,X,O,X,X,O,X,X
JIZTSLO,X,O,X,X,X,X,O,X
JIZTSOL,X,X,X,X,X,O,O,X
JIZTOLS,X,X,O,X,X,O,X,X
JIZTOSL,X,X,O,X,X,O,O,X
JIZLTSO,X,X,X,X,X,O,X,X
JIZLTOS,X,X,O,X,X,O,X,X
JIZLSTO,X,O,X,X,X,O,X,X
JIZLSOT,X,O,X,X,X,O,X,X
JIZLOTS,X,X,X,X,X,O,X,X
JIZLOST,X,X,X,X,X,O,X,X
JIZSTLO,X,O,X,X,X,X,X,X
JIZSTOL,X,X,X,X,X,O,X,X
JIZSLTO,X,O,X,X,X,O,X,X
JIZSLOT,X,O,X,X,X,O,X,X
JIZSOTL,X,X,X,X,X,O,X,X
JIZSOLT,X,O,X,X,X,O,X,X
JIZOTLS,X,X,X,X,X,O,X,X
JIZOTSL,X,X,X,X,X,O,X,X
JIZOLTS,X,X,X,X,X,O,X,X
JIZOLST,X,X,X,X,X,O,X,X
JIZOSTL,X,X,X,X,X,O,X,X
JIZOSLT,X,X,X,X,X,O,X,X
JIOTLSZ,O,O,O,X,X,X,X,X
JIOTLZS,X,X,O,X,X,X,X,X
JIOTSLZ,O,O,O,X,X,X,X,X
JIOTSZL,O,O,O,X,X,X,O,X
JIOTZLS,X,X,O,X,X,X,X,X
JIOTZSL,O,O,O,X,X,X,O,X
JIOLTSZ,X,O,O,O,X,X,X,X
JIOLTZS,X,X,O,O,X,X,X,X
JIOLSTZ,X,X,X,O,X,X,X,X
JIOLSZT,X,X,X,O,X,X,X,X
JIOLZTS,X,X,X,O,X,O,X,X
JIOLZST,X,X,X,O,X,O,X,X
JIOSTLZ,O,O,X,X,X,X,X,X
JIOSTZL,O,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,O,X,X,X,X
JIOSLZT,X,X,X,O,X,X,X,X
JIOSZTL,O,X,X,X,X,X,O,X
JIOSZLT,O,X,X,X,O,X,O,X
JIOZTLS,X,X,X,X,X,O,X,X
JIOZTSL,X,O,X,X,X,O,X,X
JIOZLTS,X,X,X,X,X,O,X,X
JIOZLST,X,X,X,X,X,O,X,X
JIOZSTL,X,X,X,X,X,O,X,X
JIOZSLT,X,X,X,X,X,O,X,X
JLTISZO,X,O,X,O,X,X,X,X
JLTISOZ,X,O,O,O,X,X,X,X
JLTIZSO,X,O,X,O,X,X,O,X
JLTIZOS,X,X,O,O,X,X,X,X
JLTIOSZ,X,X,O,O,X,X,X,X
JLTIOZS,X,X,O,O,X,X,X,X
JLTSIZO,X,O,X,O,X,X,X,X
JLTSIOZ,X,O,O,O,X,X,X,X
JLTSZIO,X,O,X,O,X,X,O,X
JLTSZOI,X,O,O,O,X,X,O,X
JLTSOIZ,X,O,O,O,X,X,X,X
JLTSOZI,X,O,O,O,X,X,X,X
JLTZISO,X,O,X,O,X,X,O,X
JLTZIOS,X,X,O,O,X,X,X,X
JLTZSIO,X,O,X,O,X,X,O,X
JLTZSOI,X,O,O,O,X,X,O,X
JLTZOIS,X,O,O,O,X,X,X,X
JLTZOSI,X,O,O,O,X,X,X,X
JLTOISZ,X,O,O,O,X,X,X,X
JLTOIZS,X,O,O,O,X,X,X,X
JLTOSIZ,X,O,O,O,X,X,X,X
JLTOSZI,X,O,O,O,X,X,O,X
JLTOZIS,X,O,O,O,X,X,X,X
JLTOZSI,X,O,O,O,X,X,X,X
JLITSZO,X,O,X,O,X,X,X,X
JLITSOZ,X,O,O,O,X,X,X,X
JLITZSO,X,O,X,O,X,X,O,X
JLITZOS,X,X,O,O,X,X,X,X
JLITOSZ,X,X,O,O,X,X,X,X
JLITOZS,X,X,O,O,X,X,X,X
JLISTZO,X,X,X,O,X,X,X,X
JLISTOZ,X,X,O,O,X,X,X,X
JLISZTO,X,X,X,O,X,X,X,X
JLISZOT,X,X,X,O,X,X,X,X
JLISOTZ,X,X,X,O,X,X,X,X
JLISOZT,X,X,X,O,X,X,X,X
JLIZTSO,X,X,X,O,X,O,X,X
JLIZTOS,X,X,O,O,X,O,X,X
JLIZSTO,X,O,X,O,X,O,X,X
JLIZSOT,X,O,X,O,X,O,X,X
JLIZOTS,X,X,X,O,X,O,X,X
JLIZOST,X,X,X,O,X,O,X,X
JLIOTSZ,X,X,O,O,X,X,X,X
JLIOTZS,X,X,O,O,X,X,X,X
JLIOSTZ,X,X,X,O,X,X,X,X
JLIOSZT,X,X,X,O,X,X,X,X
JLIOZTS,X,X,X,O,X,O,X,X
JLIOZST,X,X,X,O,X,O,X,X
JLSTIZO,X,O,X,O,X,X,X,X
JLSTIOZ,X,O,O,O,X,X,X,X
JLSTZIO,X,O,X,O,X,X,X,X
JLSTZOI,X,O,O,O,X,X,X,X
JLSTOIZ,X,O,O,O,X,X,X,X
JLSTOZI,X,X,O,O,X,X,X,X
JLSITZO,X,X,X,O,X,X,X,X
JLSITOZ,X,X,O,O,X,X,X,X
JLSIZTO,X,X,X,O,X,X,X,X
JLSIZOT,X,X,X,O,X,X,X,X
JLSIOTZ,X,X,X,O,X,X,X,X
JLSIOZT,X,X,X,O,X,X,X,X
JLSZTIO,X,O,X,O,O,X,X,X
JLSZTOI,X,O,O,O,O,X,X,X
JLSZITO,X,O,X,O,O,X,X,X
JLSZIOT,X,O,X,O,O,X,X,X
JLSZOTI,X,O,X,O,O,X,X,X
JLSZOIT,X,O,X,O,O,X,X,X
JLSOTIZ,X,X,O,O,X,X,X,X
JLSOTZI,X,X,O,O,X,X,X,X
JLSOITZ,X,X,X,O,X,X,X,X
JLSOIZT,X,X,X,O,X,X,X,X
JLSOZTI,X,X,X,O,O,X,X,X
JLSOZIT,X,X,X,O,O,X,X,X
JLZTISO,X,O,X,O,X,O,X,X
JLZTIOS,X,X,O,O,X,O,X,X
JLZTSIO,X,O,X,O,X,O,X,X
JLZTSOI,X,O,O,O,X,O,X,X
JLZTOIS,X,X,O,O,X,O,X,X
JLZTOSI,X,O,O,O,X,O,X,X
JLZITSO,X,X,X,O,X,O,X,X
JLZITOS,X,X,O,O,X,O,X,X
JLZISTO,X,O,X,O,X,O,X,X
JLZISOT,X,O,X,O,X,O,X,X
JLZIOTS,X,X,X,O,X,O,X,X
JLZIOST,X,X,X,O,X,O,X,X
JLZSTIO,X,O,X,O,O,O,X,X
JLZSTOI,X,O,O,O,O,O,X,X
JLZSITO,X,O,X,O,O,O,X,X
JLZSIOT,X,O,X,O,O,O,X,X
JLZSOTI,X,O,X,O,O,O,X,X
JLZSOIT,X,O,X,O,O,O,X,X
JLZOTIS,X,O,X,O,X,O,X,X
JLZOTSI,X,O,X,O,X,O,X,X
JLZOITS,X,X,X,O,X,O,X,X
JLZOIST,X,O,X,O,X,O,X,X
JLZOSTI,X,O,X,O,O,O,X,X
JLZOSIT,X,O,X,O,O,O,X,X
JLOTISZ,X,O,O,O,X,X,X,X
JLOTIZS,X,O,O,O,X,X,X,X
JLOTSIZ,X,O,O,O,X,X,X,X
JLOTSZI,X,O,O,O,X,X,O,X
JLOTZIS,X,O,O,O,X,X,X,X
JLOTZSI,X,O,O,O,X,X,X,X
JLOITSZ,X,O,O,O,X,X,X,X
JLOITZS,X,O,O,O,X,X,X,X
JLOISTZ,X,X,X,O,X,X,X,X
JLOISZT,X,X,X,O,X,X,X,X
JLOIZTS,X,X,X,O,X,O,X,X
JLOIZST,X,O,X,O,X,O,X,X
JLOSTIZ,X,O,O,O,X,X,X,X
JLOSTZI,X,O,O,O,X,X,X,X
JLOSITZ,X,X,X,O,X,X,X,X
JLOSIZT,X,X,X,O,X,X,X,X
JLOSZTI,X,O,X,O,O,X,O,X
JLOSZIT,X,O,X,O,O,X,O,X
JLOZTIS,X,O,X,O,X,O,X,X
JLOZTSI,X,O,X,O,X,O,X,X
JLOZITS,X,X,X,O,X,O,X,X
JLOZIST,X,O,X,O,X,O,X,X
JLOZSTI,X,O,X,O,O,O,X,X
JLOZSIT,X,O,X,O,O,O,X,X
JSTILZO,O,O,X,X,X,X,X,X
JSTILOZ,O,O,O,X,X,X,X,X
JSTIZLO,X,O,X,X,X,X,O,O
JSTIZOL,O,X,X,X,X,X,O,O
JSTIOLZ,O,O,O,X,X,X,X,X
JSTIOZL,O,X,O,X,X,X,X,X
JSTLIZO,O,O,X,X,X,X,X,X
JSTLIOZ,O,O,O,X,X,X,X,X
JSTLZIO,O,O,X,X,X,X,O,X
JSTLZOI,O,O,O,X,X,X,O,X
JSTLOIZ,O,O,O,X,X,X,X,X
JSTLOZI,O,X,O,X,X,X,X,X
JSTZILO,X,O,X,X,X,X,O,O
JSTZIOL,O,O,X,X,X,X,O,O
JSTZLIO,O,O,X,X,X,X,O,X
JSTZLOI,O,O,X,X,X,X,O,X
JSTZOIL,O,O,O,X,X,X,O,X
JSTZOLI,O,O,O,X,X,X,O,X
JSTOILZ,O,O,O,X,X,X,X,X
JSTOIZL,O,X,O,X,X,X,O,X
JSTOLIZ,O,O,O,X,X,X,X,X
JSTOLZI,O,X,O,X,X,X,O,X
JSTOZIL,O,X,O,X,X,X,O,X
JSTOZLI,O,X,O,X,X,X,O,X
JSITLZO,O,O,X,X,X,X,X,X
JSITLOZ,O,O,O,X,X,X,X,X
JSITZLO,X,O,X,X,X,X,O,X
JSITZOL,O,X,X,X,X,X,O,X
JSITOLZ,O,O,O,X,X,X,X,X
JSITOZL,O,X,O,X,X,X,X,X
JSILTZO,X,X,X,O,X,X,X,X
JSILTOZ,X,X,O,O,X,X,X,X
JSILZTO,X,X,X,O,X,X,X,X
JSILZOT,X,X,X,O,X,X,X,X
JSILOTZ,X,X,X,O,X,X,X,X
JSILOZT,X,X,X,O,X,X,X,X
JSIZTLO,O,X,X,X,X,X,X,O
JSIZTOL,O,X,X,X,X,X,X,O
JSIZLTO,O,X,X,X,O,X,X,O
JSIZLOT,O,X,X,X,O,X,X,O
JSIZOTL,O,X,X,X,X,X,X,X
JSIZOLT,O,X,X,X,O,X,X,O
JSIOTLZ,O,X,X,X,X,X,X,X
JSIOTZL,O,X,X,X,X,X,X,X
JSIOLTZ,X,X,X,O,X,X,X,X
JSIOLZT,X,X,X,O,X,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,O,X,X,X
JSLTIZO,X,O,X,O,X,X,X,X
JSLTIOZ,X,O,O,O,X,X,X,X
JSLTZIO,X,O,X,O,X,X,X,X
JSLTZOI,X,O,O,O,X,X,X,X
JSLTOIZ,X,O,O,O,X,X,X,X
JSLTOZI,X,X,O,O,X,X,X,X
JSLITZO,X,X,X,O,X,X,X,X
JSLITOZ,X,X,O,O,X,X,X,X
JSLIZTO,X,X,X,O,X,X,X,X
JSLIZOT,X,X,X,O,X,X,X,X
JSLIOTZ,X,X,X,O,X,X,X,X
JSLIOZT,X,X,X,O,X,X,X,X
JSLZTIO,X,O,X,O,O,X,X,X
JSLZTOI,X,O,O,O,O,X,X,X
JSLZITO,X,O,X,O,O,X,X,X
JSLZIOT,X,O,X,O,O,X,X,X
JSLZOTI,X,O,X,O,O,X,X,X
JSLZOIT,X,O,X,O,O,X,X,X
JSLOTIZ,X,X,O,O,X,X,X,X
JSLOTZI,X,X,O,O,X,X,X,X
JSLOITZ,X,X,X,O,X,X,X,X
JSLOIZT,X,X,X,O,X,X,X,X
JSLOZTI,X,X,X,O,O,X,X,X
JSLOZIT,X,X,X,O,O,X,X,X
JSZTILO,O,O,X,X,X,X,X,O
JSZTIOL,O,X,X,X,X,X,X,O
JSZTLIO,O,O,X,X,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X
JSZTOIL,O,X,O,X,X,X,X,X
JSZTOLI,O,X,O,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,O
JSZITOL,O,X,X,X,X,X,X,O
JSZILTO,O,O,X,X,O,X,X,O
JSZILOT,O,O,X,X,O,X,X,O
JSZIOTL,O,X,X,X,X,X,X,X
JSZIOLT,O,O,X,X,O,X,X,O
JSZLTIO,O,O,X,X,O,X,X,X
JSZLTOI,O,O,O,X,O,X,X,X
JSZLITO,O,O,X,X,O,X,X,X
JSZLIOT,O,O,X,X,O,X,X,X
JSZLOTI,O,O,X,X,O,X,X,X
JSZLOIT,O,O,X,X,O,X,X,X
JSZOTIL,O,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X
JSZOILT,O,O,X,X,O,X,X,X
JSZOLTI,O,O,X,X,O,X,X,X
JSZOLIT,O,O,X,X,O,X,X,X
JSOTILZ,O,X,O,X,X,X,X,X
JSOTIZL,O,X,O,X,X,X,O,X
JSOTLIZ,O,X,O,X,X,X,X,X
JSOTLZI,O,X,O,X,X,X,O,X
JSOTZIL,O,X,O,X,X,X,O,X
JSOTZLI,O,X,O,X,X,X,O,X
JSOITLZ,O,X,X,X,X,X,X,X
JSOITZL,O,X,X,X,X,X,X,X
JSOILTZ,X,X,X,O,X,X,X,X
JSOILZT,X,X,X,O,X,X,X,X
JSOIZTL,O,X,X,X,X,X,O,X
JSOIZLT,O,X,X,X,O,X,O,X
JSOLTIZ,X,X,O,O,X,X,X,X
JSOLTZI,X,X,O,O,X,X,X,X
JSOLITZ,X,X,X,O,X,X,X,X
JSOLIZT,X,X,X,O,X,X,X,X
JSOLZTI,X,X,X,O,O,X,O,X
JSOLZIT,X,X,X,O,O,X,O,X
JSOZTIL,O,X,X,X,X,X,O,X
JSOZTLI,O,X,X,X,X,X,O,X
JSOZITL,O,X,X,X,X,X,O,X
JSOZILT,O,X,X,X,O,X,O,X
JSOZLTI,O,X,X,X,O,X,O,X
JSOZLIT,O,X,X,X,O,X,O,X
JZTILSO,O,O,X,X,X,O,O,X
JZTILOS,O,X,O,X,X,O,X,X
JZTISLO,O,O,X,X,X,X,O,X
JZTISOL,O,O,X,X,X,O,O,X
JZTIOLS,O,X,O,X,X,O,X,X
JZTIOSL,O,X,O,X,X,O,O,X
JZTLISO,O,O,X,X,X,O,O,X
JZTLIOS,O,X,O,X,X,O,X,X
JZTLSIO,O,O,X,X,X,O,O,X
JZTLSOI,O,O,O,X,X,O,O,X
JZTLOIS,O,X,O,X,X,O,X,X
JZTLOSI,O,O,O,X,X,O,X,X
JZTSILO,O,O,X,X,X,X,O,X
JZTSIOL,O,O,X,X,X,O,O,X
JZTSLIO,O,O,X,X,X,X,O,X
JZTSLOI,O,O,X,X,X,X,O,X
JZTSOIL,O,O,O,X,X,O,O,X
JZTSOLI,O,O,O,X,X,X,O,X
JZTOILS,O,X,O,X,X,O,X,X
JZTOISL,O,X,O,X,X,O,O,X
JZTOLIS,O,X,O,X,X,O,X,X
JZTOLSI,O,O,O,X,X,O,X,X
JZTOSIL,O,O,O,X,X,O,O,X
JZTOSLI,O,O,O,X,X,X,O,X
JZITLSO,X,X,X,X,X,O,O,X
JZITLOS,X,X,O,X,X,O,X,X
JZITSLO,X,O,X,X,X,X,O,X
JZITSOL,X,X,X,X,X,O,O,X
JZITOLS,X,X,O,X,X,O,X,X
JZITOSL,X,X,O,X,X,O,O,X
JZILTSO,X,X,X,X,X,O,X,X
JZILTOS,X,X,O,X,X,O,X,X
JZILSTO,X,O,X,X,X,O,X,X
JZILSOT,X,O,X,X,X,O,X,X
JZILOTS,X,X,X,X,X,O,X,X
JZILOST,X,X,X,X,X,O,X,X
JZISTLO,X,O,X,X,X,X,X,X
JZISTOL,X,X,X,X,X,O,X,X
JZISLTO,X,O,X,X,X,O,X,X
JZISLOT,X,O,X,X,X,O,X,X
JZISOTL,X,X,X,X,X,O,X,X
JZISOLT,X,O,X,X,X,O,X,X
JZIOTLS,X,X,X,X,X,O,X,X
JZIOTSL,X,X,X,X,X,O,X,X
JZIOLTS,X,X,X,X,X,O,X,X
JZIOLST,X,X,X,X,X,O,X,X
JZIOSTL,X,X,X,X,X,O,X,X
JZIOSLT,X,X,X,X,X,O,X,X
JZLTISO,X,O,X,X,X,O,X,X
JZLTIOS,X,X,O,X,X,O,X,X
JZLTSIO,O,O,X,X,X,O,X,X
JZLTSOI,O,O,O,X,X,O,X,X
JZLTOIS,X,X,O,X,X,O,X,X
JZLTOSI,O,O,O,X,X,O,X,X
JZLITSO,X,X,X,X,X,O,X,X
JZLITOS,X,X,O,X,X,O,X,X
JZLISTO,O,O,X,X,X,O,X,X
JZLISOT,O,O,X,X,X,O,X,X
JZLIOTS,X,X,X,X,X,O,X,X
JZLIOST,O,X,X,X,X,O,X,X
JZLSTIO,O,O,X,X,O,O,X,X
JZLSTOI,O,O,O,X,O,O,X,X
JZLSITO,O,O,X,X,O,O,X,X
JZLSIOT,O,O,X,X,O,O,X,X
JZLSOTI,O,O,X,X,O,O,X,X
JZLSOIT,O,O,X,X,O,O,X,X
JZLOTIS,X,O,X,X,X,O,X,X
JZLOTSI,O,O,X,X,X,O,X,X
JZLOITS,X,X,X,X,X,O,X,X
JZLOIST,O,O,X,X,X,O,X,X
JZLOSTI,O,O,X,X,O,O,X,X
JZLOSIT,O,O,X,X,O,O,X,X
JZSTILO,O,O,X,X,X,X,X,X
JZSTIOL,O,X,X,X,X,O,X,X
JZSTLIO,O,O,X,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X
JZSTOIL,O,X,O,X,X,O,X,X
JZSTOLI,O,X,O,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,X
JZSITOL,O,X,X,X,X,O,X,X
JZSILTO,O,O,X,X,O,O,X,X
JZSILOT,O,O,X,X,O,O,X,X
JZSIOTL,O,X,X,X,X,O,X,X
JZSIOLT,O,O,X,X,O,O,X,X
JZSLTIO,O,O,X,X,O,O,X,X
JZSLTOI,O,O,O,X,O,O,X,X
JZSLITO,O,O,X,X,O,O,X,X
JZSLIOT,O,O,X,X,O,O,X,X
JZSLOTI,O,O,X,X,O,O,X,X
JZSLOIT,O,O,X,X,O,O,X,X
JZSOTIL,O,O,X,X,X,O,X,X
JZSOTLI,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,O,X,X
JZSOILT,O,O,X,X,O,O,X,X
JZSOLTI,O,O,X,X,O,O,X,X
JZSOLIT,O,O,X,X,O,O,X,X
JZOTILS,O,O,X,X,X,O,X,X
JZOTISL,O,O,X,X,X,O,X,X
JZOTLIS,O,O,X,X,X,O,X,X
JZOTLSI,O,O,X,X,X,O,X,X
JZOTSIL,O,O,X,X,X,O,O,X
JZOTSLI,O,O,X,X,X,X,O,X
JZOITLS,X,X,X,X,X,O,X,X
JZOITSL,X,X,X,X,X,O,X,X
JZOILTS,X,X,X,X,X,O,X,X
JZOILST,X,O,X,X,X,O,X,X
JZOISTL,X,O,X,X,X,O,X,X
JZOISLT,X,O,X,X,X,O,X,X
JZOLTIS,X,O,X,X,X,O,X,X
JZOLTSI,O,O,X,X,X,O,X,X
JZOLITS,X,X,X,X,X,O,X,X
JZOLIST,O,O,X,X,X,O,X,X
JZOLSTI,O,O,X,X,O,O,X,X
JZOLSIT,O,O,X,X,O,O,X,X
JZOSTIL,O,O,X,X,X,O,O,X
JZOSTLI,O,O,X,X,X,X,O,X
JZOSITL,O,O,X,X,X,O,O,X
JZOSILT,O,O,X,X,O,O,O,X
JZOSLTI,O,O,X,X,O,O,O,X
JZOSLIT,O,O,X,X,O,O,O,X
JOTILSZ,O,O,O,X,X,X,X,X
JOTILZS,X,O,O,X,X,X,X,X
JOTISLZ,O,O,O,X,X,X,X,X
JOTISZL,O,O,O,X,X,X,O,X
JOTIZLS,O,O,O,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,O,X
JOTLISZ,O,O,O,X,X,X,X,X
JOTLIZS,X,O,O,X,X,X,X,X
JOTLSIZ,O,O,O,X,X,X,X,X
JOTLSZI,O,O,O,X,X,X,O,X
JOTLZIS,O,O,O,X,X,X,X,X
JOTLZSI,O,O,O,X,X,X,X,X
JOTSILZ,O,O,O,X,X,X,X,X
JOTSIZL,O,O,O,X,X,X,O,X
JOTSLIZ,O,O,O,X,X,X,X,X
JOTSLZI,O,O,O,X,X,X,O,X
JOTSZIL,O,O,O,X,X,X,O,X
JOTSZLI,O,O,O,X,X,X,O,X
JOTZILS,O,O,O,X,X,X,X,X
JOTZISL,O,O,O,X,X,X,O,X
JOTZLIS,O,O,O,X,X,X,X,X
JOTZLSI,O,O,O,X,X,X,X,X
JOTZSIL,O,O,O,X,X,X,O,X
JOTZSLI,O,O,O,X,X,X,O,X
JOITLSZ,O,O,O,X,X,X,X,X
JOITLZS,X,O,O,X,X,X,X,X
JOITSLZ,O,O,O,X,X,X,X,X
JOITSZL,O,O,O,X,X,X,O,X
JOITZLS,X,O,O,X,X,X,X,X
JOITZSL,O,O,O,X,X,X,O,X
JOILTSZ,X,O,O,O,X,X,X,X
JOILTZS,X,O,O,O,X,X,X,X
JOILSTZ,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,O,X,X,X,X
JOILZTS,X,X,X,O,X,O,X,X
JOILZST,X,O,X,O,X,O,X,X
JOISTLZ,O,O,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X
JOISLTZ,X,X,X,O,X,X,X,X
JOISLZT,X,X,X,O,X,X,X,X
JOISZTL,O,X,X,X,X,X,O,X
JOISZLT,O,X,X,X,O,X,O,X
JOIZTLS,X,X,X,X,X,O,X,X
JOIZTSL,X,O,X,X,X,O,X,X
JOIZLTS,X,X,X,X,X,O,X,X
JOIZLST,X,O,X,X,X,O,X,X
JOIZSTL,X,O,X,X,X,O,X,X
