sequence,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBzhBtnByq?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFqkBTgBmhBtnBXm?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBzhBtnBXl?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFukB3gBtmB0iByq?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeT/IvhF/lBRhBtnB2rBip?BUsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtmB0iBXl?BTsB,v115@FhB8IeA8HeB8AeE8BeB8JeZEJvhFCgBemBtnBXlBzm?BUsB
IZTSJLO,O,O,O,O,X,O,O
IZTSJOL,O,O,O,X,X,O,O
IZTSOLJ,O,O,O,X,X,X,O
IZTSOJL,O,O,O,X,X,X,O
IZTOLJS,O,O,O,O,X,X,X
IZTOLSJ,O,O,X,O,X,X,X
IZTOJLS,O,O,O,O,X,X,X
IZTOJSL,O,O,O,X,X,O,O
IZTOSLJ,O,O,O,X,X,X,O
IZTOSJL,O,O,O,X,X,X,O
IZLTJSO,O,O,O,O,X,O,X
IZLTJOS,O,O,O,O,X,X,X
IZLTSJO,O,O,O,O,X,X,X
IZLTSOJ,O,O,O,O,X,X,X
IZLTOJS,O,O,O,O,X,X,X
IZLTOSJ,O,O,X,O,X,X,X
IZLJTSO,O,O,O,O,X,X,X
IZLJTOS,O,O,O,O,X,X,X
IZLJSTO,O,O,O,O,X,X,X
IZLJSOT,O,O,O,O,X,X,X
IZLJOTS,O,O,X,O,X,X,X
IZLJOST,O,X,X,O,X,X,X
IZLSTJO,O,O,O,O,X,X,X
IZLSTOJ,O,O,O,O,X,X,X
IZLSJTO,O,O,O,O,X,X,X
IZLSJOT,O,O,O,O,X,X,X
IZLSOTJ,O,O,O,O,X,X,X
IZLSOJT,O,O,O,O,X,X,X
IZLOTJS,O,O,X,O,X,X,X
IZLOTSJ,O,O,X,O,X,X,X
IZLOJTS,O,O,X,O,X,X,X
IZLOJST,O,X,X,O,X,X,X
IZLOSTJ,O,O,X,O,X,X,X
IZLOSJT,O,O,X,O,X,X,X
IZJTLSO,O,O,O,O,X,O,X
IZJTLOS,O,O,O,O,X,X,X
IZJTSLO,O,O,O,O,X,O,O
IZJTSOL,O,O,O,X,X,O,O
IZJTOLS,O,O,O,O,X,X,X
IZJTOSL,O,O,O,X,X,O,O
IZJLTSO,O,O,O,O,X,X,X
IZJLTOS,O,O,O,O,X,X,X
IZJLSTO,O,O,O,O,X,X,X
IZJLSOT,O,O,O,O,X,X,X
IZJLOTS,O,O,X,O,X,X,X
IZJLOST,O,X,X,O,X,X,X
IZJSTLO,O,O,O,O,X,O,O
IZJSTOL,O,O,O,X,X,O,O
IZJSLTO,O,O,O,X,X,O,O
IZJSLOT,O,O,O,X,X,O,X
IZJSOTL,X,X,O,X,X,O,X
IZJSOLT,X,X,O,X,X,O,X
IZJOTLS,O,X,O,O,X,O,X
IZJOTSL,O,X,O,O,X,O,X
IZJOLTS,O,X,X,O,X,X,X
IZJOLST,O,X,X,O,X,X,X
IZJOSTL,X,X,O,O,X,O,X
IZJOSLT,X,X,O,X,X,O,X
IZSTLJO,O,O,O,O,X,X,O
IZSTLOJ,O,O,O,O,X,X,O
IZSTJLO,O,O,O,O,X,O,O
IZSTJOL,O,O,O,X,X,O,O
IZSTOLJ,O,O,O,X,X,X,O
IZSTOJL,O,O,O,X,X,X,O
IZSLTJO,O,O,O,X,X,X,O
IZSLTOJ,O,O,O,X,X,X,O
IZSLJTO,O,O,O,X,X,O,O
IZSLJOT,O,O,O,X,X,O,X
IZSLOTJ,O,O,O,X,X,X,X
IZSLOJT,O,O,O,X,X,O,X
IZSJTLO,O,O,O,O,X,O,O
IZSJTOL,O,O,O,X,X,O,O
IZSJLTO,O,O,O,X,X,O,O
IZSJLOT,O,O,O,X,X,O,X
IZSJOTL,X,X,O,X,X,O,X
IZSJOLT,X,X,O,X,X,O,X
IZSOTLJ,X,O,O,X,X,X,X
IZSOTJL,X,O,O,X,X,X,X
IZSOLTJ,X,O,O,X,X,X,X
IZSOLJT,X,O,O,X,X,O,X
IZSOJTL,X,X,O,X,X,O,X
IZSOJLT,X,X,O,X,X,O,X
IZOTLJS,O,O,O,O,X,O,X
IZOTLSJ,O,O,X,O,X,X,X
IZOTJLS,O,O,O,O,X,O,X
IZOTJSL,O,O,O,O,X,O,X
IZOTSLJ,O,O,O,O,X,X,X
IZOTSJL,O,O,O,O,X,O,X
IZOLTJS,O,O,X,O,X,O,X
IZOLTSJ,O,O,X,O,X,X,X
IZOLJTS,O,O,X,O,X,X,X
IZOLJST,O,X,X,O,X,X,X
IZOLSTJ,O,O,X,O,X,X,X
IZOLSJT,O,O,X,O,X,X,X
IZOJTLS,O,X,O,O,X,O,X
IZOJTSL,O,X,O,O,X,O,X
IZOJLTS,O,X,X,O,X,X,X
IZOJLST,O,X,X,O,X,X,X
IZOJSTL,X,X,O,O,X,O,X
IZOJSLT,X,X,O,X,X,O,X
IZOSTLJ,X,O,O,O,X,X,X
IZOSTJL,X,O,O,O,X,O,X
IZOSLTJ,X,O,O,X,X,X,X
IZOSLJT,X,O,O,X,X,O,X
IZOSJTL,X,X,O,O,X,O,X
IZOSJLT,X,X,O,X,X,O,X
IOTLJSZ,O,O,X,O,X,O,O
IOTLJZS,O,X,X,O,X,O,X
IOTLSJZ,O,O,X,O,X,X,O
IOTLSZJ,O,O,X,O,X,X,O
IOTLZJS,O,X,X,O,X,O,X
IOTLZSJ,O,O,X,O,X,X,X
IOTJLSZ,O,X,X,O,X,O,O
IOTJLZS,O,X,X,O,X,O,X
IOTJSLZ,X,X,O,O,X,O,O
IOTJSZL,X,X,O,O,X,O,O
IOTJZLS,X,X,O,O,X,O,X
IOTJZSL,X,X,O,O,X,O,O
IOTSLJZ,X,O,O,O,X,O,O
IOTSLZJ,X,O,X,O,X,X,O
IOTSJLZ,X,O,O,O,X,O,O
IOTSJZL,X,X,O,O,X,O,O
IOTSZLJ,X,X,X,O,X,X,O
IOTSZJL,X,X,X,O,X,O,O
IOTZLJS,X,X,X,O,X,O,X
IOTZLSJ,X,X,X,O,X,X,X
IOTZJLS,X,X,X,O,X,O,X
IOTZJSL,X,X,X,O,X,O,O
IOTZSLJ,X,X,X,O,X,X,O
IOTZSJL,X,X,X,O,X,O,O
IOLTJSZ,O,O,X,O,X,O,X
IOLTJZS,O,X,X,O,X,O,X
IOLTSJZ,O,O,X,O,X,X,X
IOLTSZJ,O,O,X,O,X,X,X
IOLTZJS,O,O,X,O,X,O,X
IOLTZSJ,O,O,X,O,X,X,X
IOLJTSZ,O,O,X,O,X,O,X
IOLJTZS,O,X,X,O,X,O,X
IOLJSTZ,O,O,X,O,X,O,X
IOLJSZT,O,O,X,O,X,O,X
IOLJZTS,O,O,X,O,X,X,X
IOLJZST,O,X,X,O,X,X,X
IOLSTJZ,O,O,X,O,X,O,X
IOLSTZJ,O,O,X,O,X,X,X
IOLSJTZ,O,O,X,O,X,O,X
IOLSJZT,O,O,X,O,X,O,X
IOLSZTJ,O,O,X,O,X,X,X
IOLSZJT,O,O,X,O,X,O,X
IOLZTJS,O,O,X,O,X,O,X
IOLZTSJ,O,O,X,O,X,X,X
IOLZJTS,O,O,X,O,X,X,X
IOLZJST,O,X,X,O,X,X,X
IOLZSTJ,O,O,X,O,X,X,X
IOLZSJT,O,O,X,O,X,X,X
IOJTLSZ,O,X,X,O,X,O,O
IOJTLZS,O,X,X,O,X,O,X
IOJTSLZ,X,X,O,O,X,O,O
IOJTSZL,X,X,O,O,X,O,O
IOJTZLS,X,X,O,O,X,O,X
IOJTZSL,X,X,O,O,X,O,O
IOJLTSZ,O,X,X,O,X,O,X
IOJLTZS,O,X,X,O,X,O,X
IOJLSTZ,O,X,X,O,X,O,X
IOJLSZT,O,X,X,O,X,O,X
IOJLZTS,O,X,X,O,X,X,X
IOJLZST,O,X,X,O,X,X,X
IOJSTLZ,X,X,O,O,X,O,O
IOJSTZL,X,X,O,O,X,O,O
IOJSLTZ,X,X,O,O,X,O,O
IOJSLZT,X,X,O,O,X,O,X
IOJSZTL,X,X,O,O,X,O,X
IOJSZLT,X,X,O,X,X,O,X
IOJZTLS,O,X,O,O,X,O,X
IOJZTSL,O,X,O,O,X,O,X
IOJZLTS,O,X,X,O,X,X,X
IOJZLST,O,X,X,O,X,X,X
IOJZSTL,X,X,O,O,X,O,X
IOJZSLT,X,X,O,X,X,O,X
IOSTLJZ,X,O,O,O,X,O,O
IOSTLZJ,X,O,X,O,X,X,O
IOSTJLZ,X,O,O,O,X,O,O
IOSTJZL,X,X,O,O,X,O,O
IOSTZLJ,X,X,X,O,X,X,O
IOSTZJL,X,X,X,O,X,O,O
IOSLTJZ,X,O,O,O,X,O,O
IOSLTZJ,X,O,X,O,X,X,O
IOSLJTZ,X,O,O,O,X,O,O
IOSLJZT,X,O,O,O,X,O,X
IOSLZTJ,X,O,O,O,X,X,X
IOSLZJT,X,O,O,O,X,O,X
IOSJTLZ,X,X,O,O,X,O,O
IOSJTZL,X,X,O,O,X,O,O
IOSJLTZ,X,X,O,O,X,O,O
IOSJLZT,X,X,O,O,X,O,X
IOSJZTL,X,X,O,O,X,O,X
IOSJZLT,X,X,O,X,X,O,X
IOSZTLJ,X,O,O,O,X,X,X
IOSZTJL,X,O,O,O,X,O,X
IOSZLTJ,X,O,O,X,X,X,X
IOSZLJT,X,O,O,X,X,O,X
IOSZJTL,X,X,O,O,X,O,X
IOSZJLT,X,X,O,X,X,O,X
IOZTLJS,O,O,O,O,X,O,X
IOZTLSJ,O,O,X,O,X,X,X
IOZTJLS,O,O,O,O,X,O,X
IOZTJSL,O,O,O,O,X,O,X
IOZTSLJ,O,O,O,O,X,X,X
IOZTSJL,O,O,O,O,X,O,X
IOZLTJS,O,O,X,O,X,O,X
IOZLTSJ,O,O,X,O,X,X,X
IOZLJTS,O,O,X,O,X,X,X
IOZLJST,O,X,X,O,X,X,X
IOZLSTJ,O,O,X,O,X,X,X
IOZLSJT,O,O,X,O,X,X,X
IOZJTLS,O,X,O,O,X,O,X
IOZJTSL,O,X,O,O,X,O,X
IOZJLTS,O,X,X,O,X,X,X
IOZJLST,O,X,X,O,X,X,X
IOZJSTL,X,X,O,O,X,O,X
IOZJSLT,X,X,O,X,X,O,X
IOZSTLJ,X,O,O,O,X,X,X
IOZSTJL,X,O,O,O,X,O,X
IOZSLTJ,X,O,O,X,X,X,X
IOZSLJT,X,O,O,X,X,O,X
IOZSJTL,X,X,O,O,X,O,X
IOZSJLT,X,X,O,X,X,O,X
LTIJSZO,O,O,O,O,O,O,O
LTIJSOZ,O,O,O,O,O,O,O
LTIJZSO,O,X,O,O,X,O,X
LTIJZOS,O,X,O,O,X,X,X
LTIJOSZ,O,O,X,O,O,X,O
LTIJOZS,O,X,X,O,X,X,X
LTISJZO,O,O,O,O,O,X,O
LTISJOZ,O,O,O,O,O,X,O
LTISZJO,O,O,O,O,X,X,O
LTISZOJ,O,O,X,O,O,X,O
LTISOJZ,O,O,O,O,O,X,O
LTISOZJ,O,O,X,O,O,X,O
LTIZJSO,O,O,X,O,X,O,X
LTIZJOS,O,O,X,O,X,X,X
LTIZSJO,O,O,X,O,X,X,X
LTIZSOJ,O,O,X,O,X,X,X
LTIZOJS,O,O,X,O,X,X,X
LTIZOSJ,O,O,X,O,X,X,X
LTIOJSZ,O,O,X,O,O,X,O
LTIOJZS,O,X,X,O,X,X,X
LTIOSJZ,O,O,X,O,O,X,O
LTIOSZJ,O,O,X,O,O,X,O
LTIOZJS,O,O,X,O,X,X,X
LTIOZSJ,O,O,X,O,X,X,X
LTJISZO,O,O,O,O,O,O,O
LTJISOZ,O,O,O,O,O,O,O
LTJIZSO,O,X,O,O,X,O,X
LTJIZOS,O,X,O,O,X,X,X
LTJIOSZ,O,O,X,O,O,X,O
LTJIOZS,O,X,X,O,X,X,X
LTJSIZO,O,O,O,O,O,O,O
LTJSIOZ,O,O,O,O,O,O,O
LTJSZIO,O,O,O,O,O,O,O
LTJSZOI,O,O,O,O,O,O,O
LTJSOIZ,O,O,O,O,O,O,O
LTJSOZI,O,O,O,O,O,O,O
LTJZISO,O,X,O,O,X,O,X
LTJZIOS,O,X,O,O,X,X,X
LTJZSIO,O,X,O,O,O,O,X
LTJZSOI,O,X,O,O,O,O,X
LTJZOIS,O,X,O,O,X,X,X
LTJZOSI,O,X,O,O,O,X,X
LTJOISZ,O,O,X,O,O,X,O
LTJOIZS,O,X,X,O,X,X,X
LTJOSIZ,O,O,X,O,O,X,O
LTJOSZI,O,O,X,O,O,X,O
LTJOZIS,O,X,X,O,X,X,X
LTJOZSI,O,X,X,O,O,X,X
LTSIJZO,O,O,O,O,O,X,O
LTSIJOZ,O,O,O,O,O,X,O
LTSIZJO,O,O,O,O,X,X,O
LTSIZOJ,O,O,X,O,O,X,O
LTSIOJZ,O,O,O,O,O,X,O
LTSIOZJ,O,O,X,O,O,X,O
LTSJIZO,O,O,O,O,O,X,O
LTSJIOZ,O,O,O,O,O,X,O
LTSJZIO,O,O,O,O,O,X,O
LTSJZOI,O,O,O,O,O,X,O
LTSJOIZ,O,O,O,O,O,X,O
LTSJOZI,O,O,O,O,O,X,O
LTSZIJO,O,O,O,O,X,X,O
LTSZIOJ,O,O,X,O,O,X,O
LTSZJIO,O,O,O,O,O,X,O
LTSZJOI,O,O,O,O,O,X,O
LTSZOIJ,O,O,X,O,O,X,O
LTSZOJI,O,O,X,O,O,X,O
LTSOIJZ,O,O,O,O,O,X,O
LTSOIZJ,O,O,X,O,O,X,O
LTSOJIZ,O,O,O,O,O,X,O
LTSOJZI,O,O,O,O,O,X,O
LTSOZIJ,O,O,X,O,O,X,O
LTSOZJI,O,O,X,O,O,X,O
LTZIJSO,O,O,X,O,X,O,X
LTZIJOS,O,O,X,O,X,X,X
LTZISJO,O,O,X,O,X,X,X
LTZISOJ,O,O,X,O,X,X,X
LTZIOJS,O,O,X,O,X,X,X
LTZIOSJ,O,O,X,O,X,X,X
LTZJISO,O,O,X,O,X,O,X
LTZJIOS,O,O,X,O,X,X,X
LTZJSIO,O,O,X,O,O,O,X
LTZJSOI,O,O,X,O,O,O,X
LTZJOIS,O,O,X,O,X,X,X
LTZJOSI,O,O,X,O,O,X,X
LTZSIJO,O,O,X,O,X,X,X
LTZSIOJ,O,O,X,O,O,X,X
LTZSJIO,O,O,X,O,O,X,X
LTZSJOI,O,O,X,O,O,X,X
LTZSOIJ,O,O,X,O,O,X,X
LTZSOJI,O,O,X,O,O,X,X
LTZOIJS,O,O,X,O,X,X,X
LTZOISJ,O,O,X,O,X,X,X
LTZOJIS,O,O,X,O,X,X,X
LTZOJSI,O,O,X,O,O,X,X
LTZOSIJ,O,O,X,O,O,X,X
LTZOSJI,O,O,X,O,O,X,X
LTOIJSZ,O,O,X,O,O,X,O
LTOIJZS,O,X,X,O,X,X,X
LTOISJZ,O,O,X,O,O,X,O
LTOISZJ,O,O,X,O,O,X,O
LTOIZJS,O,O,X,O,X,X,X
LTOIZSJ,O,O,X,O,X,X,X
LTOJISZ,O,O,X,O,O,X,O
LTOJIZS,O,X,X,O,X,X,X
LTOJSIZ,O,O,X,O,O,X,O
LTOJSZI,O,O,X,O,O,X,O
LTOJZIS,O,X,X,O,X,X,X
LTOJZSI,O,X,X,O,O,X,X
LTOSIJZ,O,O,X,O,O,X,O
LTOSIZJ,O,O,X,O,O,X,O
LTOSJIZ,O,O,X,O,O,X,O
LTOSJZI,O,O,X,O,O,X,O
LTOSZIJ,O,O,X,O,O,X,O
LTOSZJI,O,O,X,O,O,X,O
LTOZIJS,O,O,X,O,X,X,X
LTOZISJ,O,O,X,O,X,X,X
LTOZJIS,O,O,X,O,X,X,X
LTOZJSI,O,O,X,O,O,X,X
LTOZSIJ,O,O,X,O,O,X,X
LTOZSJI,O,O,X,O,O,X,X
LITJSZO,O,O,O,O,O,O,O
LITJSOZ,O,O,O,O,O,O,O
LITJZSO,O,X,O,O,X,O,X
LITJZOS,O,X,O,O,X,X,X
LITJOSZ,O,O,X,O,O,X,O
LITJOZS,O,X,X,O,X,X,X
LITSJZO,O,O,O,O,O,X,O
LITSJOZ,O,O,O,O,O,X,O
LITSZJO,O,O,O,O,X,X,O
LITSZOJ,O,O,X,O,O,X,O
LITSOJZ,O,O,O,O,O,X,O
LITSOZJ,O,O,X,O,O,X,O
LITZJSO,O,O,X,O,X,O,X
LITZJOS,O,O,X,O,X,X,X
LITZSJO,O,O,X,O,X,X,X
LITZSOJ,O,O,X,O,X,X,X
LITZOJS,O,O,X,O,X,X,X
LITZOSJ,O,O,X,O,X,X,X
LITOJSZ,O,O,X,O,O,X,O
LITOJZS,O,X,X,O,X,X,X
LITOSJZ,O,O,X,O,O,X,O
LITOSZJ,O,O,X,O,O,X,O
LITOZJS,O,O,X,O,X,X,X
LITOZSJ,O,O,X,O,X,X,X
LIJTSZO,O,O,O,O,O,O,O
LIJTSOZ,O,O,O,O,O,O,O
LIJTZSO,O,X,O,O,X,O,X
LIJTZOS,O,X,O,O,X,X,X
LIJTOSZ,O,O,X,O,O,X,O
LIJTOZS,O,X,X,O,X,X,X
LIJSTZO,O,O,O,O,O,O,O
LIJSTOZ,O,O,O,O,O,O,O
LIJSZTO,O,O,O,O,X,O,O
LIJSZOT,O,O,O,O,X,O,X
LIJSOTZ,O,O,O,O,O,O,O
LIJSOZT,O,O,O,O,X,O,X
LIJZTSO,O,O,O,O,X,X,X
LIJZTOS,O,O,O,O,X,X,X
LIJZSTO,O,O,O,O,X,X,X
LIJZSOT,O,O,O,O,X,X,X
LIJZOTS,O,O,X,O,X,X,X
LIJZOST,O,X,X,O,X,X,X
LIJOTSZ,O,O,X,O,O,O,X
LIJOTZS,O,X,X,O,X,O,X
LIJOSTZ,O,O,X,O,O,O,X
LIJOSZT,O,O,X,O,X,O,X
LIJOZTS,O,O,X,O,X,X,X
LIJOZST,O,X,X,O,X,X,X
LISTJZO,O,O,O,O,O,O,O
LISTJOZ,O,O,O,O,O,O,O
LISTZJO,O,O,O,O,X,X,O
LISTZOJ,O,O,O,O,O,X,O
LISTOJZ,O,O,O,O,O,O,O
LISTOZJ,O,O,X,O,O,X,O
LISJTZO,O,O,O,O,O,O,O
LISJTOZ,O,O,O,O,O,O,O
LISJZTO,O,O,O,O,X,O,O
LISJZOT,O,O,O,O,X,O,X
LISJOTZ,O,O,O,O,O,O,O
LISJOZT,O,O,O,O,X,O,X
LISZTJO,O,O,O,O,X,X,O
LISZTOJ,O,O,O,O,X,X,O
LISZJTO,O,O,O,O,X,O,O
LISZJOT,O,O,O,O,X,O,X
LISZOTJ,O,O,O,O,X,X,X
LISZOJT,O,O,O,O,X,O,X
LISOTJZ,O,O,O,O,O,O,O
LISOTZJ,O,O,X,O,O,X,O
LISOJTZ,O,O,O,O,O,O,O
LISOJZT,O,O,O,O,X,O,X
LISOZTJ,O,O,O,O,X,X,X
LISOZJT,O,O,O,O,X,O,X
LIZTJSO,O,O,O,O,X,O,X
LIZTJOS,O,O,O,O,X,X,X
LIZTSJO,O,O,O,O,X,X,X
LIZTSOJ,O,O,O,O,X,X,X
LIZTOJS,O,O,O,O,X,X,X
LIZTOSJ,O,O,X,O,X,X,X
LIZJTSO,O,O,O,O,X,X,X
LIZJTOS,O,O,O,O,X,X,X
LIZJSTO,O,O,O,O,X,X,X
LIZJSOT,O,O,O,O,X,X,X
LIZJOTS,O,O,X,O,X,X,X
LIZJOST,O,X,X,O,X,X,X
LIZSTJO,O,O,O,O,X,X,X
LIZSTOJ,O,O,O,O,X,X,X
LIZSJTO,O,O,O,O,X,X,X
LIZSJOT,O,O,O,O,X,X,X
LIZSOTJ,O,O,O,O,X,X,X
LIZSOJT,O,O,O,O,X,X,X
LIZOTJS,O,O,X,O,X,X,X
LIZOTSJ,O,O,X,O,X,X,X
LIZOJTS,O,O,X,O,X,X,X
LIZOJST,O,X,X,O,X,X,X
LIZOSTJ,O,O,X,O,X,X,X
LIZOSJT,O,O,X,O,X,X,X
LIOTJSZ,O,O,X,O,O,O,X
LIOTJZS,O,X,X,O,X,O,X
LIOTSJZ,O,O,X,O,O,X,X
LIOTSZJ,O,O,X,O,O,X,X
LIOTZJS,O,O,X,O,X,O,X
LIOTZSJ,O,O,X,O,X,X,X
LIOJTSZ,O,O,X,O,O,O,X
LIOJTZS,O,X,X,O,X,O,X
LIOJSTZ,O,O,X,O,O,O,X
LIOJSZT,O,O,X,O,X,O,X
LIOJZTS,O,O,X,O,X,X,X
LIOJZST,O,X,X,O,X,X,X
LIOSTJZ,O,O,X,O,O,O,X
LIOSTZJ,O,O,X,O,O,X,X
LIOSJTZ,O,O,X,O,O,O,X
LIOSJZT,O,O,X,O,X,O,X
LIOSZTJ,O,O,X,O,X,X,X
LIOSZJT,O,O,X,O,X,O,X
LIOZTJS,O,O,X,O,X,O,X
LIOZTSJ,O,O,X,O,X,X,X
LIOZJTS,O,O,X,O,X,X,X
LIOZJST,O,X,X,O,X,X,X
LIOZSTJ,O,O,X,O,X,X,X
LIOZSJT,O,O,X,O,X,X,X
LJTISZO,O,O,O,O,O,O,O
LJTISOZ,O,O,O,O,O,O,O
LJTIZSO,O,X,O,O,X,O,X
LJTIZOS,O,X,O,O,X,X,X
LJTIOSZ,O,O,X,O,O,X,O
LJTIOZS,O,X,X,O,X,X,X
LJTSIZO,O,O,O,O,O,O,O
LJTSIOZ,O,O,O,O,O,O,O
LJTSZIO,O,O,O,O,O,O,O
LJTSZOI,O,O,O,O,O,O,O
LJTSOIZ,O,O,O,O,O,O,O
LJTSOZI,O,O,O,O,O,O,O
LJTZISO,O,X,O,O,X,O,X
LJTZIOS,O,X,O,O,X,X,X
LJTZSIO,O,X,O,O,O,O,X
LJTZSOI,O,X,O,O,O,O,X
LJTZOIS,O,X,O,O,X,X,X
LJTZOSI,O,X,O,O,O,X,X
LJTOISZ,O,O,X,O,O,X,O
LJTOIZS,O,X,X,O,X,X,X
LJTOSIZ,O,O,X,O,O,X,O
LJTOSZI,O,O,X,O,O,X,O
LJTOZIS,O,X,X,O,X,X,X
LJTOZSI,O,X,X,O,O,X,X
LJITSZO,O,O,O,O,O,O,O
LJITSOZ,O,O,O,O,O,O,O
LJITZSO,O,X,O,O,X,O,X
LJITZOS,O,X,O,O,X,X,X
LJITOSZ,O,O,X,O,O,X,O
LJITOZS,O,X,X,O,X,X,X
LJISTZO,O,O,O,O,O,O,O
LJISTOZ,O,O,O,O,O,O,O
LJISZTO,O,O,O,O,X,O,O
LJISZOT,O,O,O,O,X,O,X
LJISOTZ,O,O,O,O,O,O,O
LJISOZT,O,O,O,O,X,O,X
LJIZTSO,O,O,O,O,X,X,X
LJIZTOS,O,O,O,O,X,X,X
LJIZSTO,O,O,O,O,X,X,X
LJIZSOT,O,O,O,O,X,X,X
LJIZOTS,O,O,X,O,X,X,X
LJIZOST,O,X,X,O,X,X,X
LJIOTSZ,O,O,X,O,O,O,X
LJIOTZS,O,X,X,O,X,O,X
LJIOSTZ,O,O,X,O,O,O,X
LJIOSZT,O,O,X,O,X,O,X
LJIOZTS,O,O,X,O,X,X,X
LJIOZST,O,X,X,O,X,X,X
LJSTIZO,O,O,O,O,O,O,O
LJSTIOZ,O,O,O,O,O,O,O
LJSTZIO,O,O,O,O,O,O,O
LJSTZOI,O,O,O,O,O,O,O
LJSTOIZ,O,O,O,O,O,O,O
LJSTOZI,O,O,O,O,O,O,O
LJSITZO,O,O,O,O,O,O,O
LJSITOZ,O,O,O,O,O,O,O
LJSIZTO,O,O,O,O,X,O,O
LJSIZOT,O,O,O,O,X,O,X
LJSIOTZ,O,O,O,O,O,O,O
LJSIOZT,O,O,O,O,X,O,X
LJSZTIO,O,O,O,O,O,O,O
LJSZTOI,O,O,O,O,O,O,O
LJSZITO,O,O,O,O,X,O,O
LJSZIOT,O,O,O,O,X,O,X
LJSZOTI,O,O,O,O,O,O,X
LJSZOIT,O,O,O,O,X,O,X
LJSOTIZ,O,O,O,O,O,O,O
LJSOTZI,O,O,O,O,O,O,O
LJSOITZ,O,O,O,O,O,O,O
LJSOIZT,O,O,O,O,X,O,X
LJSOZTI,O,O,O,O,O,O,X
LJSOZIT,O,O,O,O,X,O,X
LJZTISO,O,O,O,O,X,X,X
LJZTIOS,O,O,O,O,X,X,X
LJZTSIO,O,O,O,O,O,X,X
LJZTSOI,O,O,O,O,O,X,X
LJZTOIS,O,O,O,O,X,X,X
LJZTOSI,O,O,O,O,O,X,X
LJZITSO,O,O,O,O,X,X,X
LJZITOS,O,O,O,O,X,X,X
LJZISTO,O,O,O,O,X,X,X
LJZISOT,O,O,O,O,X,X,X
LJZIOTS,O,O,X,O,X,X,X
LJZIOST,O,X,X,O,X,X,X
LJZSTIO,O,O,O,O,O,X,X
LJZSTOI,O,O,O,O,O,X,X
LJZSITO,O,O,O,O,X,X,X
LJZSIOT,O,O,O,O,X,X,X
LJZSOTI,O,O,O,O,O,X,X
LJZSOIT,O,O,O,O,X,X,X
LJZOTIS,O,O,X,O,X,X,X
LJZOTSI,O,O,X,O,O,X,X
LJZOITS,O,O,X,O,X,X,X
LJZOIST,O,X,X,O,X,X,X
LJZOSTI,O,X,X,O,O,X,X
LJZOSIT,O,X,X,O,X,X,X
LJOTISZ,O,O,X,O,O,O,X
LJOTIZS,O,X,X,O,X,O,X
LJOTSIZ,O,O,X,O,O,O,X
LJOTSZI,O,O,X,O,O,O,X
LJOTZIS,O,X,X,O,X,O,X
LJOTZSI,O,X,X,O,O,O,X
LJOITSZ,O,O,X,O,O,O,X
LJOITZS,O,X,X,O,X,O,X
LJOISTZ,O,O,X,O,O,O,X
LJOISZT,O,O,X,O,X,O,X
LJOIZTS,O,O,X,O,X,X,X
LJOIZST,O,X,X,O,X,X,X
LJOSTIZ,O,O,X,O,O,O,X
LJOSTZI,O,O,X,O,O,O,X
LJOSITZ,O,O,X,O,O,O,X
LJOSIZT,O,O,X,O,X,O,X
LJOSZTI,O,O,X,O,O,O,X
LJOSZIT,O,O,X,O,X,O,X
LJOZTIS,O,O,X,O,X,X,X
LJOZTSI,O,O,X,O,O,X,X
LJOZITS,O,O,X,O,X,X,X
LJOZIST,O,X,X,O,X,X,X
LJOZSTI,O,X,X,O,O,X,X
LJOZSIT,O,X,X,O,X,X,X
LSTIJZO,O,O,O,O,O,O,O
LSTIJOZ,O,O,O,O,O,O,O
LSTIZJO,O,O,O,O,X,X,O
LSTIZOJ,O,O,O,O,O,X,O
LSTIOJZ,O,O,O,O,O,O,O
LSTIOZJ,O,O,X,O,O,X,O
LSTJIZO,O,O,O,O,O,O,O
LSTJIOZ,O,O,O,O,O,O,O
LSTJZIO,O,O,O,O,O,O,O
LSTJZOI,O,O,O,O,O,O,O
LSTJOIZ,O,O,O,O,O,O,O
LSTJOZI,O,O,O,O,O,O,O
LSTZIJO,O,O,O,O,X,X,O
LSTZIOJ,O,O,O,O,O,X,O
LSTZJIO,O,O,O,O,O,X,O
LSTZJOI,O,O,O,O,O,X,O
LSTZOIJ,O,O,O,O,O,X,O
LSTZOJI,O,O,O,O,O,X,O
LSTOIJZ,O,O,O,O,O,O,O
LSTOIZJ,O,O,X,O,O,X,O
LSTOJIZ,O,O,O,O,O,O,O
LSTOJZI,O,O,O,O,O,O,O
LSTOZIJ,O,O,X,O,O,X,O
LSTOZJI,O,O,X,O,O,X,O
LSITJZO,O,O,O,O,O,O,O
LSITJOZ,O,O,O,O,O,O,O
LSITZJO,O,O,O,O,X,X,O
LSITZOJ,O,O,O,O,O,X,O
LSITOJZ,O,O,O,O,O,O,O
LSITOZJ,O,O,X,O,O,X,O
