sequence,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeBTjBllBXrBGrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFzd?B+jBUgBFhBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFfj?B6jBUgBFhBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFCe?BUgBFhBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFTc?BfjB6jBFgBUmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BzdB+jB1lBXmBSwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFxb?BCeB1lBTjBGrBXrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFSj?BFgBXhBUjBTmBWwB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Jex6IvhFGe?BFgBXhBUjBCrBTrB,v115@5gA8CeA8EeA8CeB8CeC8BeC8CeG8CeD8Je06IvhFCe?B3gBTjBerB5mBlqB
LSTZJIO,O,O,O,X,O,O,X,O,O,X
LSTZJOI,X,O,O,X,O,O,X,O,O,X
LSTZOIJ,O,X,O,X,O,X,X,O,O,X
LSTZOJI,O,X,O,X,X,X,X,O,O,X
LSTOIJZ,O,X,X,X,O,X,X,X,X,X
LSTOIZJ,O,X,X,X,O,X,X,O,O,X
LSTOJIZ,O,X,X,X,O,X,X,X,X,X
LSTOJZI,O,X,X,X,O,X,X,X,X,X
LSTOZIJ,O,X,O,X,O,X,X,O,O,X
LSTOZJI,O,X,O,X,X,X,X,O,O,X
LSITJZO,X,X,O,X,O,X,X,O,O,X
LSITJOZ,X,X,X,X,O,X,X,O,X,X
LSITZJO,O,X,O,X,O,X,X,O,O,X
LSITZOJ,O,X,O,X,O,X,X,O,O,X
LSITOJZ,X,X,X,X,O,X,X,X,X,X
LSITOZJ,X,X,X,X,O,X,X,O,O,X
LSIJTZO,X,X,O,X,O,X,X,O,X,X
LSIJTOZ,X,X,X,X,O,X,X,O,X,X
LSIJZTO,X,O,O,X,O,X,X,X,X,X
LSIJZOT,X,O,O,X,O,X,X,X,X,X
LSIJOTZ,X,X,X,X,O,X,X,X,X,X
LSIJOZT,X,O,O,X,O,X,X,X,X,X
LSIZTJO,O,O,O,X,O,X,X,X,O,X
LSIZTOJ,O,X,O,X,O,X,X,X,O,X
LSIZJTO,O,O,O,X,O,X,X,X,O,X
LSIZJOT,O,O,O,X,O,X,X,X,X,X
LSIZOTJ,O,X,O,X,O,X,X,X,X,X
LSIZOJT,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,X,X,O,X,X,X,X,X
LSIOTZJ,X,X,X,X,O,X,X,X,X,X
LSIOJTZ,X,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,O,X,O,X,X,X,X,X
LSIOZTJ,X,X,O,X,O,X,X,X,X,X
LSIOZJT,X,X,O,X,X,X,X,X,X,X
LSJTIZO,X,X,O,X,O,O,O,O,O,X
LSJTIOZ,X,X,X,X,O,O,X,O,X,X
LSJTZIO,O,O,O,X,O,O,O,O,O,X
LSJTZOI,X,O,O,X,O,O,X,O,O,X
LSJTOIZ,X,X,X,X,O,O,X,O,X,X
LSJTOZI,X,O,O,X,O,O,X,O,X,X
LSJITZO,X,X,O,X,O,X,X,O,X,X
LSJITOZ,X,X,X,X,O,X,X,O,X,X
LSJIZTO,X,O,O,X,O,X,X,X,X,X
LSJIZOT,X,O,O,X,O,X,X,X,X,X
LSJIOTZ,X,X,X,X,O,X,X,X,X,X
LSJIOZT,X,O,O,X,O,X,X,X,X,X
LSJZTIO,O,O,O,X,O,O,O,O,O,X
LSJZTOI,X,O,O,X,O,O,X,O,O,X
LSJZITO,O,O,O,X,O,X,O,X,O,X
LSJZIOT,O,O,O,X,O,O,O,X,X,X
LSJZOTI,X,O,O,X,O,O,X,X,O,X
LSJZOIT,X,O,O,X,O,O,X,X,X,X
LSJOTIZ,X,X,X,X,O,O,X,O,X,X
LSJOTZI,X,O,O,X,O,O,X,O,X,X
LSJOITZ,X,X,X,X,O,X,X,X,X,X
LSJOIZT,X,O,O,X,O,X,X,X,X,X
LSJOZTI,X,O,O,X,O,O,X,X,X,X
LSJOZIT,X,O,O,X,O,O,X,X,X,X
LSZTIJO,O,O,O,X,O,O,X,O,O,X
LSZTIOJ,O,X,O,X,O,X,O,O,O,X
LSZTJIO,O,O,O,X,O,O,X,O,O,X
LSZTJOI,X,O,O,X,O,O,X,O,O,X
LSZTOIJ,O,X,O,X,O,X,X,O,O,X
LSZTOJI,O,X,O,X,X,X,X,O,O,X
LSZITJO,O,O,O,X,O,X,X,X,O,X
LSZITOJ,O,X,O,X,O,X,O,X,O,X
LSZIJTO,O,O,O,X,O,X,O,X,O,X
LSZIJOT,O,O,O,X,O,O,O,X,X,X
LSZIOTJ,O,X,O,X,O,X,O,X,X,X
LSZIOJT,O,X,O,X,X,X,O,X,X,X
LSZJTIO,O,O,O,X,O,O,O,X,O,X
LSZJTOI,X,O,O,X,O,O,X,X,O,X
LSZJITO,O,O,O,X,O,X,O,X,O,X
LSZJIOT,O,O,O,X,O,O,O,X,X,X
LSZJOTI,X,O,O,X,O,O,X,X,O,X
LSZJOIT,X,O,O,X,O,O,X,X,X,X
LSZOTIJ,O,X,O,X,O,X,X,X,O,X
LSZOTJI,O,X,O,X,X,X,X,X,O,X
LSZOITJ,O,X,O,X,O,X,X,X,X,X
LSZOIJT,O,X,O,X,X,X,X,X,X,X
LSZOJTI,O,X,O,X,X,X,X,X,O,X
LSZOJIT,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,O,X,X,X,X,X
LSOTIZJ,O,X,X,X,O,X,X,O,O,X
LSOTJIZ,O,X,X,X,O,X,X,X,X,X
LSOTJZI,O,X,X,X,O,X,X,X,X,X
LSOTZIJ,O,X,O,X,O,X,X,O,O,X
LSOTZJI,O,X,O,X,X,X,X,O,O,X
LSOITJZ,O,X,X,X,O,X,X,X,X,X
LSOITZJ,O,X,X,X,O,X,X,X,X,X
LSOIJTZ,X,X,X,X,O,X,X,X,X,X
LSOIJZT,X,X,O,X,O,X,X,X,X,X
LSOIZTJ,O,X,O,X,O,X,X,X,X,X
LSOIZJT,O,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,X,X,X,O,X,X,X,X,X
LSOJTZI,O,X,O,X,O,X,X,X,X,X
LSOJITZ,X,X,X,X,O,X,X,X,X,X
LSOJIZT,X,X,O,X,O,X,X,X,X,X
LSOJZTI,O,X,O,X,O,X,X,X,X,X
LSOJZIT,O,X,O,X,O,X,X,X,X,X
LSOZTIJ,O,X,O,X,O,X,X,X,O,X
LSOZTJI,O,X,O,X,X,X,X,X,O,X
LSOZITJ,O,X,O,X,O,X,X,X,X,X
LSOZIJT,O,X,O,X,X,X,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X,O,X
LSOZJIT,O,X,O,X,X,X,X,X,X,X
LZTIJSO,X,O,X,X,X,O,O,O,O,X
LZTIJOS,O,O,X,X,X,O,O,X,O,X
LZTISJO,O,O,O,X,X,O,X,O,O,X
LZTISOJ,O,X,O,X,X,X,O,O,O,X
LZTIOJS,O,O,X,O,X,O,O,X,O,X
LZTIOSJ,O,X,X,O,X,X,O,X,O,X
LZTJISO,X,O,X,X,X,O,O,O,O,X
LZTJIOS,O,O,X,X,X,O,O,X,O,X
LZTJSIO,X,O,X,X,X,O,O,O,O,X
LZTJSOI,X,O,X,X,X,O,X,O,O,X
LZTJOIS,X,O,X,X,X,O,O,X,O,X
LZTJOSI,X,O,X,X,X,O,X,X,O,X
LZTSIJO,O,O,O,X,X,O,X,O,O,X
LZTSIOJ,O,X,O,X,X,X,O,O,O,X
LZTSJIO,O,O,O,X,X,O,X,O,O,X
LZTSJOI,X,O,O,X,X,O,X,O,O,X
LZTSOIJ,O,X,O,X,X,X,X,O,O,X
LZTSOJI,X,X,O,X,X,X,X,O,O,X
LZTOIJS,O,O,X,O,X,O,O,X,O,X
LZTOISJ,O,X,X,O,X,X,O,X,O,X
LZTOJIS,O,O,X,O,X,O,O,X,O,X
LZTOJSI,O,O,X,O,X,O,O,X,O,X
LZTOSIJ,O,X,X,O,X,X,O,X,O,X
LZTOSJI,O,X,X,O,X,X,O,X,O,X
LZITJSO,X,O,X,X,X,O,O,O,O,X
LZITJOS,O,O,X,X,X,O,O,X,O,X
LZITSJO,O,O,O,X,X,O,X,O,O,X
LZITSOJ,O,X,O,X,X,X,O,O,O,X
LZITOJS,O,O,X,O,X,O,O,X,O,X
LZITOSJ,O,X,X,O,X,X,O,X,O,X
LZIJTSO,X,O,O,X,X,O,O,O,O,X
LZIJTOS,O,O,X,O,X,O,O,X,O,X
LZIJSTO,O,O,O,X,X,X,O,X,O,X
LZIJSOT,O,O,O,X,X,O,O,X,X,X
LZIJOTS,O,O,X,O,X,O,O,X,O,X
LZIJOST,O,O,X,O,X,O,O,X,X,X
LZISTJO,O,O,O,X,X,X,X,X,O,X
LZISTOJ,O,X,O,X,X,X,O,X,O,X
LZISJTO,O,O,O,X,X,X,O,X,O,X
LZISJOT,O,O,O,X,X,O,O,X,X,X
LZISOTJ,O,X,O,X,X,X,O,X,X,X
LZISOJT,O,X,O,X,X,X,O,X,X,X
LZIOTJS,O,O,X,O,X,X,O,X,O,X
LZIOTSJ,O,X,X,O,X,X,O,X,O,X
LZIOJTS,O,O,X,O,X,O,O,X,O,X
LZIOJST,O,O,X,O,X,O,O,X,X,X
LZIOSTJ,O,X,X,O,X,X,O,X,X,X
LZIOSJT,O,X,X,O,X,X,O,X,X,X
LZJTISO,X,O,O,X,X,O,O,O,O,X
LZJTIOS,O,O,X,O,X,O,O,X,O,X
LZJTSIO,X,O,O,X,X,O,O,O,O,X
LZJTSOI,X,O,O,X,X,O,X,O,O,X
LZJTOIS,X,O,X,O,X,O,O,X,O,X
LZJTOSI,X,O,X,O,X,O,O,X,O,X
LZJITSO,X,O,O,X,X,O,O,O,O,X
LZJITOS,O,O,X,O,X,O,O,X,O,X
LZJISTO,O,O,O,X,X,X,O,X,O,X
LZJISOT,O,O,O,X,X,O,O,X,X,X
LZJIOTS,O,O,X,O,X,O,O,X,O,X
LZJIOST,O,O,X,O,X,O,O,X,X,X
LZJSTIO,O,O,O,X,X,O,O,O,O,X
LZJSTOI,X,O,O,X,X,O,X,O,O,X
LZJSITO,O,O,O,X,X,X,O,X,O,X
LZJSIOT,O,O,O,X,X,O,O,X,X,X
LZJSOTI,X,O,O,X,X,O,X,X,O,O
LZJSOIT,X,O,O,X,X,O,X,X,X,O
LZJOTIS,X,O,X,O,X,O,O,X,O,X
LZJOTSI,X,O,X,O,X,O,O,X,O,O
LZJOITS,X,O,X,O,X,O,O,X,O,X
LZJOIST,X,O,X,O,X,O,O,X,X,O
LZJOSTI,X,O,X,O,X,O,O,X,O,O
LZJOSIT,X,O,X,O,X,O,O,X,X,O
LZSTIJO,O,O,O,X,X,O,X,O,O,X
LZSTIOJ,O,X,O,X,X,X,O,O,O,X
LZSTJIO,O,O,O,X,X,O,X,O,O,X
LZSTJOI,X,O,O,X,X,O,X,O,O,X
LZSTOIJ,O,X,O,X,X,X,X,O,O,X
LZSTOJI,O,X,O,X,X,X,X,O,O,X
LZSITJO,O,O,O,X,X,X,X,X,O,X
LZSITOJ,O,X,O,X,X,X,O,X,O,X
LZSIJTO,O,O,O,X,X,X,O,X,O,X
LZSIJOT,O,O,O,X,X,O,O,X,X,X
LZSIOTJ,O,X,O,X,X,X,O,X,X,X
LZSIOJT,O,X,O,X,X,X,O,X,X,X
LZSJTIO,O,O,O,X,X,O,O,X,O,X
LZSJTOI,X,O,O,X,X,O,X,X,O,X
LZSJITO,O,O,O,X,X,X,O,X,O,X
LZSJIOT,O,O,O,X,X,O,O,X,X,X
LZSJOTI,X,O,O,X,X,O,X,X,O,X
LZSJOIT,X,O,O,X,X,O,X,X,X,X
LZSOTIJ,O,X,O,X,X,X,X,X,O,X
LZSOTJI,O,X,O,X,X,X,X,X,O,X
LZSOITJ,O,X,O,X,X,X,X,X,X,X
LZSOIJT,O,X,O,X,X,X,X,X,X,X
LZSOJTI,O,X,O,X,X,X,X,X,O,X
LZSOJIT,O,X,O,X,X,X,X,X,X,X
LZOTIJS,O,O,X,O,X,O,O,X,O,X
LZOTISJ,O,X,X,O,X,X,O,X,O,X
LZOTJIS,O,O,X,O,X,O,O,X,O,X
LZOTJSI,O,O,X,O,X,O,O,X,O,O
LZOTSIJ,O,X,X,O,X,X,O,X,O,X
LZOTSJI,O,X,X,O,X,X,O,X,O,X
LZOITJS,O,O,X,O,X,X,O,X,O,X
LZOITSJ,O,X,X,O,X,X,O,X,O,X
LZOIJTS,O,O,X,O,X,O,O,X,O,X
LZOIJST,O,O,X,O,X,O,O,X,X,O
LZOISTJ,O,X,X,O,X,X,O,X,X,X
LZOISJT,O,X,X,O,X,X,O,X,X,X
LZOJTIS,O,O,X,O,X,O,O,X,O,X
LZOJTSI,O,O,X,O,X,O,O,X,O,O
LZOJITS,O,O,X,O,X,O,O,X,O,X
LZOJIST,O,O,X,O,X,O,O,X,X,O
LZOJSTI,O,O,X,O,X,O,O,X,O,O
LZOJSIT,O,O,X,O,X,O,O,X,X,O
LZOSTIJ,O,X,X,O,X,X,O,X,O,X
LZOSTJI,O,X,X,O,X,X,O,X,O,X
LZOSITJ,O,X,X,O,X,X,O,X,X,X
LZOSIJT,O,X,X,O,X,X,O,X,X,X
LZOSJTI,O,X,X,O,X,X,O,X,O,O
LZOSJIT,O,X,X,O,X,X,O,X,X,O
LOTIJSZ,X,X,X,X,X,O,O,O,X,X
LOTIJZS,X,X,X,O,X,O,O,X,X,X
LOTISJZ,O,X,X,X,O,X,X,X,X,X
LOTISZJ,O,X,X,X,O,X,O,O,O,X
LOTIZJS,O,X,X,O,X,O,O,X,O,X
LOTIZSJ,O,X,X,O,X,X,O,X,O,X
LOTJISZ,X,X,X,X,X,O,O,O,X,X
LOTJIZS,X,O,X,O,X,O,O,X,X,X
LOTJSIZ,O,X,X,X,X,O,O,O,X,O
LOTJSZI,O,O,X,O,X,O,O,O,X,O
LOTJZIS,O,O,X,O,X,O,O,X,X,X
LOTJZSI,O,O,X,O,X,O,O,X,X,O
LOTSIJZ,O,X,X,X,O,X,X,X,X,X
LOTSIZJ,O,X,X,X,O,X,O,O,O,X
LOTSJIZ,O,X,X,X,O,X,O,X,X,X
LOTSJZI,O,X,X,X,X,X,O,X,X,X
LOTSZIJ,O,X,X,O,O,X,O,O,O,X
LOTSZJI,O,X,X,O,X,X,O,O,O,X
LOTZIJS,O,O,X,O,X,O,O,X,O,X
LOTZISJ,O,X,X,O,X,X,O,X,O,X
LOTZJIS,O,O,X,O,X,O,O,X,O,X
LOTZJSI,O,O,X,O,X,O,O,X,O,O
LOTZSIJ,O,X,X,O,X,X,O,X,O,X
LOTZSJI,O,X,X,O,X,X,O,X,O,X
LOITJSZ,X,X,X,X,X,X,O,O,X,X
LOITJZS,X,X,X,O,X,X,O,X,X,X
LOITSJZ,O,X,X,X,X,X,X,X,X,X
LOITSZJ,O,X,X,X,X,X,O,O,O,X
LOITZJS,O,X,X,O,X,X,O,X,O,X
LOITZSJ,O,X,X,O,X,X,O,X,O,X
LOIJTSZ,X,X,X,X,X,X,O,O,X,X
LOIJTZS,X,O,X,O,X,X,O,X,X,X
LOIJSTZ,X,X,X,X,X,X,X,X,X,O
LOIJSZT,X,O,X,O,X,X,X,X,X,O
LOIJZTS,X,O,X,O,X,X,O,X,X,X
LOIJZST,X,O,X,O,X,X,O,X,X,O
LOISTJZ,O,X,X,X,O,X,X,X,X,X
LOISTZJ,O,X,X,X,O,X,X,X,X,X
LOISJTZ,X,X,X,X,O,X,X,X,X,X
LOISJZT,X,X,X,O,X,X,X,X,X,X
LOISZTJ,O,X,X,O,O,X,X,X,X,X
LOISZJT,O,X,X,O,X,X,X,X,X,X
LOIZTJS,O,O,X,O,X,X,O,X,O,X
LOIZTSJ,O,X,X,O,X,X,O,X,O,X
LOIZJTS,O,O,X,O,X,X,O,X,O,X
LOIZJST,O,O,X,O,X,X,O,X,X,O
LOIZSTJ,O,X,X,O,X,X,O,X,X,X
LOIZSJT,O,X,X,O,X,X,O,X,X,X
LOJTISZ,X,X,X,X,X,O,O,O,X,X
LOJTIZS,X,O,X,O,X,O,O,X,X,X
LOJTSIZ,O,X,X,X,X,O,O,O,X,O
LOJTSZI,O,O,X,O,X,O,O,O,X,O
LOJTZIS,O,O,X,O,X,O,O,X,X,X
LOJTZSI,O,O,X,O,X,O,O,X,X,O
LOJITSZ,X,X,X,X,X,O,O,O,X,X
LOJITZS,X,O,X,O,X,O,O,X,X,X
LOJISTZ,X,X,X,X,X,X,X,X,X,O
LOJISZT,X,O,X,O,X,X,X,X,X,O
LOJIZTS,X,O,X,O,X,O,O,X,X,X
LOJIZST,X,O,X,O,X,O,O,X,X,O
LOJSTIZ,O,X,X,X,X,O,O,O,X,O
LOJSTZI,O,O,X,O,X,O,O,O,X,O
LOJSITZ,X,X,X,X,X,X,X,X,X,O
LOJSIZT,X,O,X,O,X,X,X,X,X,O
LOJSZTI,O,O,X,O,X,O,O,X,X,O
LOJSZIT,O,O,X,O,X,O,O,X,X,O
LOJZTIS,O,O,X,O,X,O,O,X,X,X
LOJZTSI,O,O,X,O,X,O,O,X,X,O
LOJZITS,O,O,X,O,X,O,O,X,X,X
LOJZIST,O,O,X,O,X,O,O,X,X,O
LOJZSTI,O,O,X,O,X,O,O,X,X,O
LOJZSIT,O,O,X,O,X,O,O,X,X,O
LOSTIJZ,O,X,X,X,O,X,X,X,X,X
LOSTIZJ,O,X,X,X,O,X,O,O,O,X
LOSTJIZ,O,X,X,X,O,X,O,X,X,X
LOSTJZI,O,X,X,X,X,X,O,X,X,X
LOSTZIJ,O,X,X,O,O,X,O,O,O,X
LOSTZJI,O,X,X,O,X,X,O,O,O,X
LOSITJZ,O,X,X,X,O,X,X,X,X,X
LOSITZJ,O,X,X,X,O,X,X,X,X,X
LOSIJTZ,X,X,X,X,O,X,X,X,X,X
LOSIJZT,X,X,X,O,X,X,X,X,X,X
LOSIZTJ,O,X,X,O,O,X,X,X,X,X
LOSIZJT,O,X,X,O,X,X,X,X,X,X
LOSJTIZ,O,X,X,X,O,X,O,X,X,O
LOSJTZI,O,X,X,O,X,X,O,X,X,O
LOSJITZ,X,X,X,X,O,X,X,X,X,O
LOSJIZT,X,X,X,O,X,X,X,X,X,O
LOSJZTI,O,X,X,O,X,X,O,X,X,O
LOSJZIT,O,X,X,O,X,X,O,X,X,O
LOSZTIJ,O,X,X,O,O,X,O,X,O,X
LOSZTJI,O,X,X,O,X,X,O,X,O,X
LOSZITJ,O,X,X,O,O,X,O,X,X,X
LOSZIJT,O,X,X,O,X,X,O,X,X,X
LOSZJTI,O,X,X,O,X,X,O,X,O,O
LOSZJIT,O,X,X,O,X,X,O,X,X,O
LOZTIJS,O,O,X,O,X,O,O,X,O,X
LOZTISJ,O,X,X,O,X,X,O,X,O,X
LOZTJIS,O,O,X,O,X,O,O,X,O,X
LOZTJSI,O,O,X,O,X,O,O,X,O,O
LOZTSIJ,O,X,X,O,X,X,O,X,O,X
LOZTSJI,O,X,X,O,X,X,O,X,O,X
LOZITJS,O,O,X,O,X,X,O,X,O,X
LOZITSJ,O,X,X,O,X,X,O,X,O,X
LOZIJTS,O,O,X,O,X,O,O,X,O,X
LOZIJST,O,O,X,O,X,O,O,X,X,O
LOZISTJ,O,X,X,O,X,X,O,X,X,X
LOZISJT,O,X,X,O,X,X,O,X,X,X
LOZJTIS,O,O,X,O,X,O,O,X,O,X
LOZJTSI,O,O,X,O,X,O,O,X,O,O
LOZJITS,O,O,X,O,X,O,O,X,O,X
LOZJIST,O,O,X,O,X,O,O,X,X,O
LOZJSTI,O,O,X,O,X,O,O,X,O,O
LOZJSIT,O,O,X,O,X,O,O,X,X,O
LOZSTIJ,O,X,X,O,X,X,O,X,O,X
LOZSTJI,O,X,X,O,X,X,O,X,O,X
LOZSITJ,O,X,X,O,X,X,O,X,X,X
LOZSIJT,O,X,X,O,X,X,O,X,X,X
LOZSJTI,O,X,X,O,X,X,O,X,O,O
LOZSJIT,O,X,X,O,X,X,O,X,X,O
JTILSZO,X,X,X,X,O,O,O,O,X,X
JTILSOZ,X,X,X,X,O,O,X,O,X,X
JTILZSO,X,O,X,X,O,O,O,O,X,X
JTILZOS,X,O,X,X,O,O,O,X,X,X
JTILOSZ,X,X,X,X,O,O,O,O,X,X
JTILOZS,X,O,X,X,X,O,O,X,X,X
JTISLZO,X,X,O,X,O,X,O,O,X,X
JTISLOZ,X,X,X,X,O,X,X,O,X,X
JTISZLO,X,X,O,X,O,X,O,O,O,X
JTISZOL,X,X,O,X,O,O,O,X,O,X
JTISOLZ,X,X,X,X,O,X,O,O,X,X
JTISOZL,X,X,X,X,O,O,O,X,X,X
JTIZLSO,X,O,O,X,O,O,O,O,O,X
JTIZLOS,X,O,X,O,O,O,O,X,X,X
JTIZSLO,X,X,O,X,O,X,O,O,O,X
JTIZSOL,X,O,O,O,O,O,O,X,O,X
JTIZOLS,X,O,X,O,O,O,O,X,X,X
JTIZOSL,X,O,O,O,O,O,O,X,O,X
JTIOLSZ,X,X,X,X,O,O,O,O,X,X
JTIOLZS,X,O,X,O,X,O,O,X,X,X
JTIOSLZ,X,X,X,X,O,X,O,O,X,X
JTIOSZL,X,X,X,X,O,O,O,X,X,X
JTIOZLS,X,O,X,O,O,O,O,X,X,X
JTIOZSL,X,O,X,O,O,O,O,X,X,X
JTLISZO,X,X,X,X,O,O,O,O,X,X
JTLISOZ,X,X,X,X,O,O,X,O,X,X
JTLIZSO,X,O,X,X,O,O,O,O,X,X
JTLIZOS,X,O,X,X,O,O,O,X,X,X
JTLIOSZ,X,X,X,X,O,O,O,O,X,X
JTLIOZS,X,O,X,X,X,O,O,X,X,X
JTLSIZO,X,X,O,X,O,O,O,O,X,X
JTLSIOZ,X,X,X,X,O,O,X,O,X,X
JTLSZIO,X,O,O,X,O,O,O,O,X,X
JTLSZOI,X,O,O,X,O,O,X,O,X,X
JTLSOIZ,X,X,X,X,O,O,X,O,X,X
JTLSOZI,X,O,O,X,O,O,X,O,X,X
JTLZISO,X,O,O,X,O,O,O,O,X,X
JTLZIOS,O,O,X,O,O,O,O,X,X,X
JTLZSIO,X,O,O,X,O,O,O,O,X,X
JTLZSOI,X,O,O,X,O,O,X,O,X,X
JTLZOIS,X,O,X,O,O,O,O,X,X,X
JTLZOSI,X,O,X,O,O,O,O,X,X,X
JTLOISZ,X,X,X,X,O,O,O,O,X,X
JTLOIZS,X,O,X,O,X,O,O,X,X,X
JTLOSIZ,X,X,X,X,O,O,O,O,X,X
JTLOSZI,X,O,X,O,O,O,O,O,X,X
JTLOZIS,X,O,X,O,X,O,O,X,X,X
JTLOZSI,X,O,X,O,X,O,O,X,X,X
JTSILZO,X,X,O,X,O,X,O,O,X,X
JTSILOZ,X,X,X,X,O,X,X,O,X,X
JTSIZLO,X,X,O,X,O,X,O,O,O,X
JTSIZOL,X,X,O,X,O,O,O,X,O,X
JTSIOLZ,X,X,X,X,O,X,O,O,X,X
JTSIOZL,X,X,X,X,O,O,O,X,X,X
JTSLIZO,X,X,O,X,O,O,O,O,X,X
JTSLIOZ,X,X,X,X,O,O,X,O,X,X
JTSLZIO,X,X,O,X,O,O,O,O,X,X
JTSLZOI,X,X,O,X,O,O,X,O,X,X
JTSLOIZ,X,X,X,X,O,O,X,O,X,X
JTSLOZI,X,X,O,X,O,O,X,O,X,X
JTSZILO,X,X,O,X,O,X,O,O,O,X
JTSZIOL,X,O,O,O,O,O,O,X,O,X
JTSZLIO,X,X,O,X,O,O,O,O,O,X
JTSZLOI,X,X,O,X,O,O,X,O,O,X
JTSZOIL,X,O,O,O,O,O,O,X,O,O
JTSZOLI,X,O,O,O,O,O,O,X,O,O
JTSOILZ,X,X,X,X,O,X,O,O,X,O
JTSOIZL,X,X,X,X,O,O,O,X,X,O
JTSOLIZ,X,X,X,X,O,O,O,O,X,O
JTSOLZI,X,X,O,O,O,O,O,O,X,O
JTSOZIL,X,O,O,O,O,O,O,X,X,O
JTSOZLI,X,O,O,O,O,O,O,X,X,O
JTZILSO,X,O,O,X,O,O,O,O,O,X
JTZILOS,O,O,X,O,O,O,O,X,X,X
JTZISLO,X,X,O,X,O,X,O,O,O,X
JTZISOL,X,O,O,O,O,O,O,X,O,X
JTZIOLS,O,O,X,O,O,O,O,X,X,X
JTZIOSL,X,O,O,O,O,O,O,X,O,X
JTZLISO,X,O,O,X,O,O,O,O,O,X
JTZLIOS,O,O,X,O,O,O,O,X,X,X
JTZLSIO,X,O,O,X,O,O,O,O,O,X
JTZLSOI,X,O,O,X,O,O,X,O,O,X
JTZLOIS,X,O,X,O,O,O,O,X,X,X
JTZLOSI,X,O,X,O,O,O,O,X,X,X
JTZSILO,X,X,O,X,O,X,O,O,O,X
JTZSIOL,X,O,O,O,O,O,O,X,O,X
JTZSLIO,X,X,O,X,O,O,O,O,O,X
JTZSLOI,X,X,O,X,O,O,X,O,O,X
JTZSOIL,X,O,O,O,O,O,O,X,O,O
JTZSOLI,X,O,O,O,O,O,O,X,O,O
JTZOILS,O,O,X,O,O,O,O,X,X,X
JTZOISL,X,O,O,O,O,O,O,X,O,X
JTZOLIS,O,O,X,O,O,O,O,X,X,X
JTZOLSI,O,O,X,O,O,O,O,X,X,O
JTZOSIL,O,O,O,O,O,O,O,X,O,O
JTZOSLI,O,O,O,O,O,O,O,X,O,O
JTOILSZ,X,X,X,X,O,O,O,O,X,X
JTOILZS,X,O,X,O,X,O,O,X,X,X
JTOISLZ,X,X,X,X,O,X,O,O,X,X
JTOISZL,X,X,X,X,O,O,O,X,X,X
JTOIZLS,X,O,X,O,O,O,O,X,X,X
JTOIZSL,X,O,X,O,O,O,O,X,X,X
JTOLISZ,X,X,X,X,O,O,O,O,X,X
JTOLIZS,X,O,X,O,X,O,O,X,X,X
JTOLSIZ,O,X,X,X,O,O,O,O,X,O
JTOLSZI,O,O,X,O,O,O,O,O,X,O
JTOLZIS,O,O,X,O,X,O,O,X,X,X
JTOLZSI,O,O,X,O,X,O,O,X,X,O
JTOSILZ,O,X,X,X,O,X,O,O,X,O
JTOSIZL,O,X,X,X,O,O,O,X,X,O
JTOSLIZ,O,X,X,X,O,O,O,O,X,O
JTOSLZI,O,X,O,O,O,O,O,O,X,O
JTOSZIL,O,O,O,O,O,O,O,X,X,O
JTOSZLI,O,O,O,O,O,O,O,X,X,O
JTOZILS,O,O,X,O,O,O,O,X,X,X
JTOZISL,X,O,O,O,O,O,O,X,X,X
JTOZLIS,O,O,X,O,O,O,O,X,X,X
JTOZLSI,O,O,X,O,O,O,O,X,X,O
JTOZSIL,O,O,O,O,O,O,O,X,X,O
JTOZSLI,O,O,O,O,O,O,O,X,X,O
JITLSZO,X,X,X,X,O,O,O,O,X,X
JITLSOZ,X,X,X,X,O,O,X,O,X,X
JITLZSO,X,O,X,X,O,O,O,O,X,X
JITLZOS,X,O,X,X,O,O,O,X,X,X
JITLOSZ,X,X,X,X,O,O,O,O,X,X
JITLOZS,X,O,X,X,X,O,O,X,X,X
JITSLZO,X,X,O,X,O,X,O,O,X,X
JITSLOZ,X,X,X,X,O,X,X,O,X,X
JITSZLO,X,X,O,X,O,X,O,O,O,X
JITSZOL,X,X,O,X,O,O,O,X,O,X
JITSOLZ,X,X,X,X,O,X,O,O,X,X
