sequence,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBTeB?GiBlmBXoBSyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBTeB?lmBftB6tBGsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBGiB?/oBlmBzsB6tB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFxcBGiB?TjBlmBXoBSyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFumB3iB?5oBihBFjBzsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhF+iBKjB?3hB5oBlmBzsB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFzdBumB?lnBXtB5oBirB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFSiBTjB?xmBlmBGtBXtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFTjBxmB?6mBGtB/sBFtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFCeB3hB?xnBToBlmBWyB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhF6jBRiB?/mBFiBusBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFzdB3hB?6sBOtB5oBlrB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFSjB3hB?xnBlmBusBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFWjB3hB?xnBlmBCtBTtB,v115@1gB8FeA8BeB8EeD8FeE8AeA8CeG8Me06IvhFGeB3hB?xnBznBlmBSyB
LIJSZTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
LIJSZOT,O,O,X,X,O,X,X,O,X,X,X,O,O,O,O
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
LIJSOZT,O,O,X,X,X,X,X,O,X,X,X,O,X,O,O
LIJZTSO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LIJZTOS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIJZSTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
LIJZSOT,O,O,X,X,O,X,X,O,X,X,X,O,O,O,O
LIJZOTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJZOST,X,X,X,X,O,X,X,O,O,X,X,O,X,O,X
LIJOTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LIJOSZT,X,X,X,X,O,X,X,O,O,X,X,O,X,O,X
LIJOZTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,O,O,X,X,O,X,O,X
LISTJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LISTJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
LISTZOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISTOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LISTOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LISJTZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LISJTOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJZTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
LISJZOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
LISJOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LISJOZT,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O
LISZTJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
LISZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISZJTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
LISZJOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
LISZOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISZOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LISOTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISOJZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LISOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LISOZJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LIZTJSO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZTJOS,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LIZTSJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
LIZTSOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZTOJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZJTOS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZJSTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
LIZJSOT,O,O,X,X,O,X,X,O,X,X,X,O,O,O,O
LIZJOTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIZJOST,X,X,X,X,O,X,X,O,O,X,X,O,X,O,X
LIZSTJO,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X
LIZSTOJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZSJTO,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
LIZSJOT,O,O,X,X,O,X,X,O,X,O,X,O,O,O,O
LIZSOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZSOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LIZOTJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIZOJST,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZOSJT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O
LIOTJSZ,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIOJZTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJZST,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIOSTJZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOSJZT,O,O,X,X,O,X,X,X,X,X,X,X,X,O,O
LIOSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIOSZJT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O
LIOZTJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOZJST,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIOZSJT,O,O,X,X,O,X,X,X,X,X,X,X,O,O,O
LJTISZO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSIOZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSZIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSZOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSOIZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTSOZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZISO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZIOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZSIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZSOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTZOIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOISZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOSZI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOZIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITSZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LJITSOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITZSO,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
LJITZOS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJISTOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJISZTO,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X
LJISZOT,O,O,X,X,O,X,X,O,X,O,O,O,X,O,O
LJISOTZ,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LJISOZT,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O
LJIZTSO,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
LJIZTOS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X
LJIZSOT,O,O,X,X,O,X,X,O,X,O,O,O,X,O,O
LJIZOTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIZOST,X,X,X,X,O,X,X,O,O,X,O,O,X,O,X
LJIOTSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LJIOSZT,X,X,X,X,O,X,X,O,O,X,X,O,X,O,X
LJIOZTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJIOZST,X,X,X,X,O,X,X,O,O,X,O,O,X,O,X
LJSTIZO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTIOZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTZIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTZOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTOIZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSTOZI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSITZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LJSITOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSIZTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJSIZOT,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O
LJSIOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LJSIOZT,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O
LJSZTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSZTOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJSZITO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJSZIOT,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O
LJSZOTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSZOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOTIZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOTZI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOITZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOIZT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOZTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJSOZIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZTISO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTIOS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJZTSOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJZTOIS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZTOSI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJZITSO,O,O,X,O,X,X,X,X,X,X,O,X,X,O,X
LJZITOS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,O,X,X,X,X,X,O,O,X,O,X
LJZISOT,O,O,X,X,O,X,X,O,X,O,O,O,X,O,O
LJZIOTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZIOST,X,X,X,X,O,X,X,O,O,X,O,O,X,O,X
LJZSTIO,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZSTOI,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
LJZSITO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LJZSIOT,O,X,X,X,O,X,X,X,X,O,X,O,X,O,O
LJZSOTI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZSOIT,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOTIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJZOITS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOIST,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJZOSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJZOSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOTISZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOTSZI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOTZIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOTZSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOITSZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
LJOISZT,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJOIZTS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOIZST,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJOSTIZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOSTZI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOSITZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOSIZT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOSZTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOSZIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LJOZTIS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJOZITS,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOZIST,X,X,X,X,O,O,X,O,O,X,X,O,X,X,X
LJOZSTI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LJOZSIT,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X
LSTIJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSTIJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSTIZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTJIZO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTJIOZ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTJZIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTJZOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTJOIZ,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTJOZI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTZIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSTZIOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTZJIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTZJOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOJZI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSITJZO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSITJOZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSITZOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSITOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSITOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSIJTZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSIJZOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
LSIJOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LSIJOZT,O,O,X,X,X,X,X,X,X,O,X,O,X,O,O
LSIZTJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSIZTOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSIZJTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSIZJOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
LSIZOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSIZOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSIOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSIOJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSIOJZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSIOZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSJTIZO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJTIOZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJTZIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJTZOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJTOIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJTOZI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJITZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJIZTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSJIZOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
LSJIOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X,X,O
LSJIOZT,O,O,X,X,X,X,X,X,X,O,X,O,X,O,O
LSJZTIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJZTOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSJZITO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSJZIOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
LSJZOTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJZOIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOTIZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOTZI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOITZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOIZT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOZTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSJOZIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSZTIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZTIOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZTJIO,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSZTJOI,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZTOJI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LSZITJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LSZITOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSZIJTO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSZIJOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
LSZIOTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSZIOJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSZJTIO,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSZJTOI,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LSZJITO,O,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSZJIOT,O,O,X,X,O,X,X,X,X,O,X,O,X,O,O
LSZJOTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSZJOIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZOTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSZOIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSZOJTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSZOJIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOTZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LSOITZJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOIJTZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSOIJZT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSOIZTJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOIZJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSOJTIZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOJTZI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOJITZ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOJIZT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOJZTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOJZIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSOZTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LSOZIJT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
LSOZJTI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LSOZJIT,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
LZTIJSO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LZTIJOS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LZTISOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LZTIOJS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LZTJISO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTJSIO,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LZTJSOI,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LZTJOIS,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTJOSI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LZTSIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X
LZTSIOJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LZTSJIO,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LZTSJOI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LZTSOIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
