sequence,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFxbBOiBXeBzgBqm?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF6gBxcBXeBThBen?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFFdBXeB5lBOrBzr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF3cBFeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhFqhBXeBzgBOnBxq?BlqB,v115@9gA8HeD8DeE8EeF8AeF8Je06IvhF1hBXeB5lBOsBTr?BiqB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBXeBRmBclBOn?BCrB,v115@9gA8HeD8DeE8EeF8AeF8Jel6IvhFTcBxdBuqB3rBcq?BisB
LIOSTZJ,X,X,X,X,O,O,O,X
LIOSJTZ,X,X,O,X,O,X,O,X
LIOSJZT,O,X,O,X,O,X,O,X
LIOSZTJ,X,X,X,X,O,O,O,X
LIOSZJT,O,X,O,X,O,X,O,X
LIOZTJS,X,X,X,X,O,X,O,X
LIOZTSJ,X,X,X,X,O,O,O,X
LIOZJTS,X,X,O,O,O,X,O,X
LIOZJST,O,X,O,O,O,X,O,X
LIOZSTJ,X,X,X,X,O,O,O,X
LIOZSJT,O,X,O,X,O,X,O,X
LJTISZO,O,O,X,X,X,X,X,X
LJTISOZ,O,O,X,X,X,X,X,X
LJTIZSO,O,O,X,X,X,X,X,X
LJTIZOS,O,O,X,O,X,X,X,X
LJTIOSZ,O,O,X,O,X,X,X,X
LJTIOZS,O,O,X,O,X,X,X,X
LJTSIZO,O,O,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,X,X,X
LJTSZOI,O,O,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,X,X,X,X
LJTSOZI,O,O,X,X,X,X,X,X
LJTZISO,O,O,X,X,X,X,X,X
LJTZIOS,O,O,X,O,X,X,X,X
LJTZSIO,O,O,X,X,X,X,X,X
LJTZSOI,O,O,X,X,X,X,X,X
LJTZOIS,O,O,X,O,X,X,X,X
LJTZOSI,O,O,X,O,X,X,X,X
LJTOISZ,O,O,X,O,X,X,X,X
LJTOIZS,O,O,X,O,X,X,X,X
LJTOSIZ,O,O,X,O,X,X,X,X
LJTOSZI,O,O,X,O,X,X,X,X
LJTOZIS,O,O,X,O,X,X,X,X
LJTOZSI,O,O,X,O,X,X,X,X
LJITSZO,O,O,X,X,X,X,O,X
LJITSOZ,O,O,X,X,X,X,O,X
LJITZSO,O,O,X,X,X,X,O,X
LJITZOS,O,O,X,O,X,X,O,X
LJITOSZ,O,O,X,O,X,X,O,X
LJITOZS,O,O,X,O,X,X,O,X
LJISTZO,O,O,X,X,X,X,O,X
LJISTOZ,O,O,X,X,X,X,O,X
LJISZTO,O,O,X,X,X,X,O,O
LJISZOT,O,O,X,X,X,X,O,O
LJISOTZ,X,X,X,X,X,X,O,X
LJISOZT,O,X,X,X,X,X,O,O
LJIZTSO,O,O,X,X,X,X,O,X
LJIZTOS,O,X,X,O,X,X,O,X
LJIZSTO,O,O,X,X,X,X,O,X
LJIZSOT,O,O,X,X,X,X,O,X
LJIZOTS,X,X,X,O,X,X,O,X
LJIZOST,O,O,X,O,X,X,O,X
LJIOTSZ,X,X,X,O,X,X,O,X
LJIOTZS,X,X,X,O,X,X,O,X
LJIOSTZ,X,X,X,O,X,X,O,X
LJIOSZT,O,X,X,O,X,X,O,X
LJIOZTS,X,X,X,O,X,X,O,X
LJIOZST,O,X,X,O,X,X,O,X
LJSTIZO,O,O,X,X,X,X,X,O
LJSTIOZ,O,O,X,X,X,X,X,O
LJSTZIO,O,O,X,X,X,X,X,O
LJSTZOI,O,O,X,X,X,X,X,O
LJSTOIZ,O,O,X,X,X,X,X,O
LJSTOZI,O,O,X,X,X,X,X,O
LJSITZO,O,O,X,X,X,X,O,O
LJSITOZ,O,O,X,X,X,X,O,O
LJSIZTO,O,O,X,X,X,X,O,O
LJSIZOT,O,O,X,X,X,X,O,O
LJSIOTZ,X,X,X,X,X,X,O,O
LJSIOZT,O,X,X,X,X,X,O,O
LJSZTIO,O,O,X,X,X,X,X,O
LJSZTOI,O,O,X,X,X,X,X,O
LJSZITO,O,O,X,X,X,X,X,O
LJSZIOT,O,O,X,X,X,X,X,O
LJSZOTI,O,O,X,X,X,X,X,O
LJSZOIT,O,O,X,X,X,X,X,O
LJSOTIZ,O,X,X,X,X,X,X,O
LJSOTZI,O,X,X,X,X,X,X,O
LJSOITZ,X,X,X,X,X,X,X,O
LJSOIZT,O,O,X,X,X,X,X,O
LJSOZTI,O,O,X,X,X,X,X,O
LJSOZIT,O,O,X,X,X,X,X,O
LJZTISO,O,O,X,X,X,X,X,X
LJZTIOS,O,O,X,O,X,X,X,X
LJZTSIO,O,O,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X
LJZTOIS,O,O,X,O,X,X,X,X
LJZTOSI,O,O,X,O,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X
LJZITOS,O,X,X,O,X,X,X,X
LJZISTO,O,O,X,X,X,X,X,X
LJZISOT,O,O,X,X,X,X,X,X
LJZIOTS,X,O,X,O,X,X,X,X
LJZIOST,O,O,X,O,X,X,X,X
LJZSTIO,O,O,X,X,X,X,X,X
LJZSTOI,O,O,X,X,X,X,X,X
LJZSITO,O,O,X,X,X,X,X,X
LJZSIOT,O,O,X,X,X,X,X,X
LJZSOTI,O,O,X,X,X,X,X,X
LJZSOIT,O,O,X,X,X,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X
LJZOITS,X,O,X,O,X,X,X,X
LJZOIST,O,O,X,O,X,X,X,X
LJZOSTI,O,O,X,O,X,X,X,X
LJZOSIT,O,O,X,O,X,X,X,X
LJOTISZ,O,X,X,O,X,X,X,X
LJOTIZS,O,X,X,O,X,X,X,X
LJOTSIZ,O,X,X,O,X,X,X,X
LJOTSZI,O,X,X,O,X,X,X,X
LJOTZIS,O,X,X,O,X,X,X,X
LJOTZSI,O,X,X,O,X,X,X,X
LJOITSZ,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,O,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,O,X,X,X,X
LJOIZTS,X,O,X,O,X,X,X,X
LJOIZST,O,O,X,O,X,X,X,X
LJOSTIZ,O,X,X,O,X,X,X,X
LJOSTZI,O,X,X,O,X,X,X,X
LJOSITZ,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,O,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,X
LJOZTIS,O,O,X,O,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X
LJOZITS,X,O,X,O,X,X,X,X
LJOZIST,O,O,X,O,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,X
LJOZSIT,O,O,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,O,X
LSTIJOZ,O,O,X,X,X,X,O,X
LSTIZJO,O,O,X,X,X,X,O,X
LSTIZOJ,O,O,X,X,X,X,O,X
LSTIOJZ,O,X,X,X,X,X,O,X
LSTIOZJ,O,O,X,X,X,X,O,X
LSTJIZO,O,O,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,X
LSTJZIO,O,O,X,X,X,X,X,X
LSTJZOI,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,X
LSTJOZI,O,O,X,X,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X
LSTZOJI,O,O,O,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,O,X,X,X,X,X
LSTOJZI,O,O,O,X,X,X,X,X
LSTOZIJ,O,O,X,X,X,X,X,X
LSTOZJI,O,O,O,X,X,X,X,X
LSITJZO,O,O,X,X,X,X,O,X
LSITJOZ,O,O,X,X,X,X,O,X
LSITZJO,O,O,X,X,X,X,O,X
LSITZOJ,O,O,X,X,O,X,O,X
LSITOJZ,O,X,X,X,O,X,O,X
LSITOZJ,O,O,X,X,O,X,O,X
LSIJTZO,O,O,X,X,X,X,O,X
LSIJTOZ,O,O,X,X,X,X,O,X
LSIJZTO,O,O,X,X,X,X,O,O
LSIJZOT,O,O,X,X,O,X,O,O
LSIJOTZ,X,X,X,X,O,X,O,X
LSIJOZT,O,X,X,X,O,X,O,O
LSIZTJO,O,O,X,X,X,X,O,X
LSIZTOJ,O,X,X,X,O,X,O,X
LSIZJTO,O,O,X,X,X,X,O,X
LSIZJOT,O,O,X,X,O,X,O,X
LSIZOTJ,X,X,X,X,O,O,O,X
LSIZOJT,O,O,O,X,O,X,O,X
LSIOTJZ,X,X,X,X,O,X,O,X
LSIOTZJ,X,X,X,X,O,O,O,X
LSIOJTZ,X,X,O,X,O,X,O,X
LSIOJZT,O,X,O,X,O,X,O,X
LSIOZTJ,X,X,X,X,O,O,O,X
LSIOZJT,O,X,O,X,O,X,O,X
LSJTIZO,O,O,X,X,X,X,X,O
LSJTIOZ,O,O,X,X,X,X,X,O
LSJTZIO,O,O,X,X,X,X,X,O
LSJTZOI,O,O,X,X,X,X,X,O
LSJTOIZ,O,O,X,X,X,X,X,O
LSJTOZI,O,O,X,X,X,X,X,O
LSJITZO,O,O,X,X,X,X,O,O
LSJITOZ,O,O,X,X,X,X,O,O
LSJIZTO,O,O,X,X,X,X,O,O
LSJIZOT,O,O,X,X,X,X,O,O
LSJIOTZ,X,X,X,X,X,X,O,O
LSJIOZT,O,X,X,X,X,X,O,O
LSJZTIO,O,O,X,X,X,X,X,O
LSJZTOI,O,O,X,X,X,X,X,O
LSJZITO,O,O,X,X,X,X,X,O
LSJZIOT,O,O,X,X,X,X,X,O
LSJZOTI,O,O,X,X,X,X,X,O
LSJZOIT,O,O,X,X,X,X,X,O
LSJOTIZ,O,X,X,X,X,X,X,O
LSJOTZI,O,X,X,X,X,X,X,O
LSJOITZ,X,X,X,X,X,X,X,O
LSJOIZT,O,O,X,X,X,X,X,O
LSJOZTI,O,O,X,X,X,X,X,O
LSJOZIT,O,O,X,X,X,X,X,O
LSZTIJO,O,O,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X
LSZTJIO,O,O,X,X,X,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X
LSZTOJI,O,O,O,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,O,X
LSZITOJ,O,X,X,X,O,X,O,X
LSZIJTO,O,O,X,X,X,X,O,X
LSZIJOT,O,O,X,X,O,X,O,X
LSZIOTJ,X,X,X,X,O,O,O,X
LSZIOJT,O,O,O,X,O,X,O,X
LSZJTIO,O,O,X,X,X,X,X,X
LSZJTOI,O,O,X,X,X,X,X,X
LSZJITO,O,O,X,X,X,X,X,X
LSZJIOT,O,O,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X
LSZOTIJ,O,X,X,X,X,O,X,X
LSZOTJI,O,X,O,X,X,X,X,X
LSZOITJ,X,X,X,X,X,O,X,X
LSZOIJT,O,O,O,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X
LSOTIJZ,O,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,X,X,O,X,X
LSOTJIZ,O,X,O,X,X,X,X,X
LSOTJZI,O,X,O,X,X,X,X,X
LSOTZIJ,O,X,X,X,X,O,X,X
LSOTZJI,O,X,O,X,X,X,X,X
LSOITJZ,X,X,X,X,X,X,O,X
LSOITZJ,X,X,X,X,X,O,O,X
LSOIJTZ,X,X,O,X,X,X,O,X
LSOIJZT,O,X,O,X,X,X,O,X
LSOIZTJ,X,X,X,X,X,O,O,X
LSOIZJT,O,X,O,X,X,X,O,X
LSOJTIZ,O,X,O,X,X,X,X,X
LSOJTZI,O,X,O,X,X,X,X,X
LSOJITZ,X,X,O,X,X,X,X,X
LSOJIZT,O,X,O,X,X,X,X,X
LSOJZTI,O,X,O,X,X,X,X,X
LSOJZIT,O,X,O,X,X,X,X,X
LSOZTIJ,O,X,X,X,X,O,X,X
LSOZTJI,O,X,O,X,X,X,X,X
LSOZITJ,X,X,X,X,X,O,X,X
LSOZIJT,O,X,O,X,X,X,X,X
LSOZJTI,O,X,O,X,X,X,X,X
LSOZJIT,O,X,O,X,X,X,X,X
LZTIJSO,O,O,X,X,X,X,X,X
LZTIJOS,O,O,X,O,X,X,X,X
LZTISJO,O,O,X,X,X,X,X,X
LZTISOJ,O,O,X,X,X,X,X,X
LZTIOJS,O,O,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,X
LZTJISO,O,O,X,X,X,X,X,X
LZTJIOS,O,O,X,O,X,X,X,X
LZTJSIO,O,O,X,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X
LZTJOIS,O,O,X,O,X,X,X,X
LZTJOSI,O,O,X,O,X,X,X,X
LZTSIJO,O,O,X,X,X,X,X,X
LZTSIOJ,O,O,X,X,X,X,X,X
LZTSJIO,O,O,X,X,X,X,X,X
LZTSJOI,O,O,X,X,X,X,X,X
LZTSOIJ,O,O,X,X,X,X,X,X
LZTSOJI,O,O,X,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X
LZTOISJ,O,X,X,X,X,X,X,X
LZTOJIS,O,O,X,X,X,X,X,X
LZTOJSI,O,O,X,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,X,X,X
LZTOSJI,O,O,X,X,X,X,X,X
LZITJSO,O,X,X,X,X,X,O,X
LZITJOS,O,X,X,O,X,X,O,X
LZITSJO,O,X,X,X,X,X,O,X
LZITSOJ,O,X,X,X,O,X,O,X
LZITOJS,O,X,X,X,O,X,O,X
LZITOSJ,O,X,X,X,O,X,O,X
LZIJTSO,O,O,X,X,X,X,O,X
LZIJTOS,O,X,X,O,X,X,O,X
LZIJSTO,O,O,X,X,X,X,O,X
LZIJSOT,O,O,X,X,O,X,O,X
LZIJOTS,X,O,X,O,O,X,O,X
LZIJOST,O,O,X,O,O,X,O,X
LZISTJO,O,O,X,X,X,X,O,X
LZISTOJ,O,X,X,X,O,X,O,X
LZISJTO,O,O,X,X,X,X,O,X
LZISJOT,O,O,X,X,O,X,O,X
LZISOTJ,X,X,X,X,O,O,O,X
LZISOJT,O,O,O,X,O,X,O,X
LZIOTJS,X,X,X,X,O,X,O,X
LZIOTSJ,X,X,X,X,O,O,O,X
LZIOJTS,X,X,O,O,O,X,O,X
LZIOJST,O,X,O,O,O,X,O,X
LZIOSTJ,X,X,X,X,O,O,O,X
LZIOSJT,O,X,O,X,O,X,O,X
LZJTISO,O,O,X,X,X,X,X,X
LZJTIOS,O,O,X,O,X,X,X,X
LZJTSIO,O,O,X,X,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,X
LZJTOIS,O,O,X,O,X,X,X,X
LZJTOSI,O,O,X,O,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X
LZJITOS,O,X,X,O,X,X,X,X
LZJISTO,O,O,X,X,X,X,X,X
LZJISOT,O,O,X,X,X,X,X,X
LZJIOTS,X,O,X,O,X,X,X,X
LZJIOST,O,O,X,O,X,X,X,X
LZJSTIO,O,O,X,X,X,X,X,X
LZJSTOI,O,O,X,X,X,X,X,X
LZJSITO,O,O,X,X,X,X,X,X
LZJSIOT,O,O,X,X,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X,X
LZJSOIT,O,O,X,X,X,X,X,X
LZJOTIS,O,O,X,O,X,X,X,X
LZJOTSI,O,O,X,O,X,X,X,X
LZJOITS,X,O,X,O,X,X,X,X
LZJOIST,O,O,X,O,X,X,X,X
LZJOSTI,O,O,X,O,X,X,X,X
LZJOSIT,O,O,X,O,X,X,X,X
LZSTIJO,O,O,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,X,X,X,X
LZSTJIO,O,O,X,X,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X
LZSTOIJ,O,O,X,X,X,X,X,X
LZSTOJI,O,O,O,X,X,X,X,X
LZSITJO,O,O,X,X,X,X,O,X
LZSITOJ,O,X,X,X,O,X,O,X
LZSIJTO,O,O,X,X,X,X,O,X
LZSIJOT,O,O,X,X,O,X,O,X
LZSIOTJ,X,X,X,X,O,O,O,X
LZSIOJT,O,O,O,X,O,X,O,X
LZSJTIO,O,O,X,X,X,X,X,X
LZSJTOI,O,O,X,X,X,X,X,X
LZSJITO,O,O,X,X,X,X,X,X
LZSJIOT,O,O,X,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X
LZSOTIJ,O,X,X,X,X,O,X,X
LZSOTJI,O,X,O,X,X,X,X,X
LZSOITJ,X,X,X,X,X,O,X,X
LZSOIJT,O,O,O,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X
LZOTIJS,O,X,X,X,X,X,X,X
LZOTISJ,O,X,X,X,X,O,X,X
LZOTJIS,O,X,O,X,X,X,X,X
LZOTJSI,O,X,O,X,X,X,X,X
LZOTSIJ,O,X,X,X,X,O,X,X
LZOTSJI,O,X,O,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,X
LZOITSJ,X,X,X,X,X,O,X,X
LZOIJTS,X,X,O,O,X,X,X,X
LZOIJST,O,X,O,O,X,X,X,X
LZOISTJ,X,X,X,X,X,O,X,X
LZOISJT,O,X,O,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X
LZOJITS,X,O,O,O,X,X,X,X
LZOJIST,O,O,O,O,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X
LZOSTIJ,O,X,X,X,X,O,X,X
LZOSTJI,O,X,O,X,X,X,X,X
LZOSITJ,X,X,X,X,X,O,X,X
LZOSIJT,O,O,O,X,X,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X
LZOSJIT,O,O,O,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X
LOTISJZ,O,X,X,X,X,X,X,X
LOTISZJ,O,X,X,X,X,O,X,X
LOTIZJS,O,X,X,X,X,X,X,X
LOTIZSJ,O,X,X,X,X,O,X,X
LOTJISZ,O,X,O,X,X,X,X,X
LOTJIZS,O,X,O,X,X,X,X,X
LOTJSIZ,O,X,O,X,X,X,X,X
LOTJSZI,O,X,O,X,X,X,X,X
LOTJZIS,O,X,O,X,X,X,X,X
LOTJZSI,O,X,O,X,X,X,X,X
LOTSIJZ,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,O,X,X
LOTSJIZ,O,X,O,X,X,X,X,X
LOTSJZI,O,X,O,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,O,X,X
LOTSZJI,O,X,O,X,X,X,X,X
LOTZIJS,O,X,X,X,X,X,X,X
LOTZISJ,O,X,X,X,X,O,X,X
LOTZJIS,O,X,O,X,X,X,X,X
LOTZJSI,O,X,O,X,X,X,X,X
LOTZSIJ,O,X,X,X,X,O,X,X
LOTZSJI,O,X,O,X,X,X,X,X
LOITJSZ,X,X,X,X,X,X,O,X
LOITJZS,X,X,X,X,X,X,O,X
LOITSJZ,X,X,X,X,X,X,O,X
LOITSZJ,X,X,X,X,X,O,O,X
LOITZJS,X,X,X,X,X,X,O,X
LOITZSJ,X,X,X,X,X,O,O,X
LOIJTSZ,X,X,O,O,X,X,O,X
LOIJTZS,X,X,O,O,X,X,O,X
LOIJSTZ,X,X,O,O,X,X,O,X
LOIJSZT,O,X,O,O,X,X,O,X
LOIJZTS,X,X,O,O,X,X,O,X
LOIJZST,O,X,O,O,X,X,O,X
LOISTJZ,X,X,X,X,X,X,O,X
LOISTZJ,X,X,X,X,X,O,O,X
LOISJTZ,X,X,O,X,X,X,O,X
LOISJZT,O,X,O,X,X,X,O,X
LOISZTJ,X,X,X,X,X,O,O,X
LOISZJT,O,X,O,X,X,X,O,X
LOIZTJS,X,X,X,X,X,X,O,X
LOIZTSJ,X,X,X,X,X,O,O,X
LOIZJTS,X,X,O,O,X,X,O,X
LOIZJST,O,X,O,O,X,X,O,X
LOIZSTJ,X,X,X,X,X,O,O,X
LOIZSJT,O,X,O,X,X,X,O,X
LOJTISZ,O,X,O,O,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X
LOJITSZ,X,X,O,O,X,X,X,X
LOJITZS,X,X,O,O,X,X,X,X
LOJISTZ,X,X,O,O,X,X,X,X
LOJISZT,O,X,O,O,X,X,X,X
LOJIZTS,X,X,O,O,X,X,X,X
LOJIZST,O,X,O,O,X,X,X,X
LOJSTIZ,O,X,O,O,X,X,X,X
LOJSTZI,O,X,O,O,X,X,X,X
LOJSITZ,X,X,O,O,X,X,X,X
LOJSIZT,O,X,O,O,X,X,X,X
LOJSZTI,O,X,O,O,X,X,X,X
LOJSZIT,O,X,O,O,X,X,X,X
LOJZTIS,O,X,O,O,X,X,X,X
LOJZTSI,O,X,O,O,X,X,X,X
LOJZITS,X,X,O,O,X,X,X,X
LOJZIST,O,X,O,O,X,X,X,X
LOJZSTI,O,X,O,O,X,X,X,X
LOJZSIT,O,X,O,O,X,X,X,X
LOSTIJZ,O,X,X,X,X,X,X,X
LOSTIZJ,O,X,X,X,X,O,X,X
LOSTJIZ,O,X,O,X,X,X,X,X
LOSTJZI,O,X,O,X,X,X,X,X
LOSTZIJ,O,X,X,X,X,O,X,X
LOSTZJI,O,X,O,X,X,X,X,X
LOSITJZ,X,X,X,X,X,X,O,X
LOSITZJ,X,X,X,X,X,O,O,X
LOSIJTZ,X,X,O,X,X,X,O,X
LOSIJZT,O,X,O,X,X,X,O,X
LOSIZTJ,X,X,X,X,X,O,O,X
LOSIZJT,O,X,O,X,X,X,O,X
LOSJTIZ,O,X,O,X,X,X,X,X
LOSJTZI,O,X,O,X,X,X,X,X
LOSJITZ,X,X,O,X,X,X,X,X
LOSJIZT,O,X,O,X,X,X,X,X
LOSJZTI,O,X,O,X,X,X,X,X
LOSJZIT,O,X,O,X,X,X,X,X
LOSZTIJ,O,X,X,X,X,O,X,X
LOSZTJI,O,X,O,X,X,X,X,X
LOSZITJ,X,X,X,X,X,O,X,X
LOSZIJT,O,X,O,X,X,X,X,X
LOSZJTI,O,X,O,X,X,X,X,X
LOSZJIT,O,X,O,X,X,X,X,X
LOZTIJS,O,X,X,X,X,X,X,X
LOZTISJ,O,X,X,X,X,O,X,X
LOZTJIS,O,X,O,X,X,X,X,X
LOZTJSI,O,X,O,X,X,X,X,X
LOZTSIJ,O,X,X,X,X,O,X,X
LOZTSJI,O,X,O,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,X
LOZITSJ,X,X,X,X,X,O,X,X
LOZIJTS,X,X,O,O,X,X,X,X
LOZIJST,O,X,O,O,X,X,X,X
LOZISTJ,X,X,X,X,X,O,X,X
LOZISJT,O,X,O,X,X,X,X,X
LOZJTIS,O,X,O,O,X,X,X,X
LOZJTSI,O,X,O,O,X,X,X,X
LOZJITS,X,X,O,O,X,X,X,X
LOZJIST,O,X,O,O,X,X,X,X
LOZJSTI,O,X,O,O,X,X,X,X
LOZJSIT,O,X,O,O,X,X,X,X
LOZSTIJ,O,X,X,X,X,O,X,X
LOZSTJI,O,X,O,X,X,X,X,X
LOZSITJ,X,X,X,X,X,O,X,X
LOZSIJT,O,X,O,X,X,X,X,X
LOZSJTI,O,X,O,X,X,X,X,X
LOZSJIT,O,X,O,X,X,X,X,X
JTILSZO,X,O,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,X,X,X
JTILZSO,X,O,X,X,X,X,X,X
JTILZOS,X,O,X,O,X,X,X,X
JTILOSZ,X,O,X,O,X,X,X,X
JTILOZS,X,O,X,O,X,X,X,X
JTISLZO,X,O,X,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,X,X
JTISZLO,X,O,X,X,X,X,X,O
JTISZOL,X,O,X,O,X,X,X,O
JTISOLZ,X,O,X,O,X,X,X,X
JTISOZL,X,O,X,O,X,X,X,O
JTIZLSO,X,O,X,X,X,X,X,X
JTIZLOS,X,O,X,O,X,X,X,X
JTIZSLO,X,O,X,X,X,X,X,X
JTIZSOL,X,O,X,O,X,X,X,X
JTIZOLS,X,O,X,O,X,X,X,X
JTIZOSL,X,O,X,O,X,X,X,X
JTIOLSZ,X,O,X,O,X,X,X,X
JTIOLZS,X,O,X,O,X,X,X,X
JTIOSLZ,X,O,X,O,X,X,X,X
JTIOSZL,X,O,X,O,X,X,X,X
JTIOZLS,X,O,X,O,X,X,X,X
JTIOZSL,X,O,X,O,X,X,X,X
JTLISZO,O,O,X,X,X,X,X,X
JTLISOZ,O,O,X,X,X,X,X,X
JTLIZSO,O,O,X,X,X,X,X,X
JTLIZOS,O,O,X,O,X,X,X,X
JTLIOSZ,O,O,X,O,X,X,X,X
JTLIOZS,O,O,X,O,X,X,X,X
JTLSIZO,O,O,X,X,X,X,X,X
JTLSIOZ,O,O,X,X,X,X,X,X
JTLSZIO,O,O,X,X,X,X,X,X
JTLSZOI,O,O,X,X,X,X,X,X
JTLSOIZ,O,O,X,X,X,X,X,X
JTLSOZI,O,O,X,X,X,X,X,X
JTLZISO,O,O,X,X,X,X,X,X
JTLZIOS,O,O,X,O,X,X,X,X
JTLZSIO,O,O,X,X,X,X,X,X
JTLZSOI,O,O,X,X,X,X,X,X
JTLZOIS,O,O,X,O,X,X,X,X
JTLZOSI,O,O,X,O,X,X,X,X
JTLOISZ,O,O,X,O,X,X,X,X
JTLOIZS,O,O,X,O,X,X,X,X
JTLOSIZ,O,O,X,O,X,X,X,X
JTLOSZI,O,O,X,O,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X
JTSILZO,O,O,X,X,X,X,X,X
JTSILOZ,O,O,X,X,X,X,X,X
JTSIZLO,O,O,X,X,X,X,X,O
JTSIZOL,O,O,X,O,X,X,X,O
JTSIOLZ,X,O,X,O,X,X,X,X
JTSIOZL,X,O,X,O,X,X,X,O
JTSLIZO,O,O,X,X,X,X,X,O
JTSLIOZ,O,O,X,X,X,X,X,O
JTSLZIO,O,O,X,X,X,X,X,O
JTSLZOI,O,O,X,X,X,X,X,O
JTSLOIZ,O,O,X,X,X,X,X,O
JTSLOZI,O,O,X,X,X,X,X,O
JTSZILO,O,O,X,X,X,X,X,O
JTSZIOL,O,O,X,O,X,X,X,O
JTSZLIO,O,O,X,X,X,X,X,O
JTSZLOI,O,O,X,X,X,X,X,O
JTSZOIL,O,O,X,O,X,X,X,O
JTSZOLI,O,O,X,O,X,X,X,O
JTSOILZ,X,O,X,O,X,X,X,X
JTSOIZL,X,O,X,O,X,X,X,O
JTSOLIZ,O,O,X,O,X,X,X,O
JTSOLZI,O,O,X,O,X,X,X,O
JTSOZIL,O,O,X,O,X,X,X,O
JTSOZLI,O,O,X,O,X,X,X,O
JTZILSO,O,O,X,X,X,X,X,X
JTZILOS,O,O,X,O,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X
