sequence,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhFzgBUiB5oB3kBWs?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeOEJvhF8kBzgBqmB/nB5o?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Kei/IvhF3gBumB5oB1pB8q?BTsB,v115@EhB8IeA8IeA8AeC8AeE8Kel/IvhF3gBzhB5oB2pB8q?BSxB,v115@EhB8IeA8IeA8AeC8AeE8Kem/IvhFChB/nB5oBTkB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8Ke0/IvhFlgB3hB5oB2pBTn?BCrB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFzfBWmB/nB5oB0m?BlqB,v115@EhB8IeA8IeA8AeC8AeE8KeKEJvhFflBlgBumB5oB8q?BTsB
ISLTZOJ,O,O,X,X,O,X,O,O
ISLTOJZ,O,O,X,X,O,O,O,O
ISLTOZJ,O,O,X,X,O,X,O,O
ISLJTZO,O,O,X,O,X,O,O,O
ISLJTOZ,O,O,X,O,X,O,O,X
ISLJZTO,O,O,X,O,X,O,X,O
ISLJZOT,O,O,X,O,X,O,X,O
ISLJOTZ,O,X,X,O,X,O,O,O
ISLJOZT,O,O,X,O,X,O,X,O
ISLZTJO,O,O,X,O,O,O,O,O
ISLZTOJ,O,O,X,O,O,X,O,O
ISLZJTO,O,O,X,O,X,O,X,O
ISLZJOT,O,O,X,O,O,O,X,O
ISLZOTJ,X,O,X,O,O,X,O,O
ISLZOJT,X,O,X,O,O,X,X,O
ISLOTJZ,O,O,X,X,O,O,O,O
ISLOTZJ,O,O,X,X,O,X,O,O
ISLOJTZ,O,X,X,O,O,O,O,O
ISLOJZT,O,O,X,O,O,O,X,O
ISLOZTJ,X,O,X,O,O,X,O,O
ISLOZJT,X,O,X,O,O,X,X,O
ISJTLZO,O,O,O,O,O,X,O,X
ISJTLOZ,O,O,X,O,O,X,O,X
ISJTZLO,O,O,O,O,O,X,O,X
ISJTZOL,O,O,O,O,X,X,X,X
ISJTOLZ,O,X,X,X,O,X,O,X
ISJTOZL,O,X,X,X,O,X,X,X
ISJLTZO,O,O,X,O,X,O,O,O
ISJLTOZ,O,O,X,O,X,O,O,X
ISJLZTO,O,O,X,O,X,O,X,O
ISJLZOT,O,O,X,O,X,O,X,O
ISJLOTZ,O,X,X,O,X,O,O,X
ISJLOZT,O,O,X,O,X,O,X,O
ISJZTLO,O,O,O,O,O,O,X,X
ISJZTOL,O,O,O,O,O,O,X,X
ISJZLTO,O,O,O,O,X,O,X,O
ISJZLOT,O,O,X,O,O,O,X,O
ISJZOTL,O,O,O,O,O,O,X,X
ISJZOLT,O,O,X,O,O,O,X,X
ISJOTLZ,O,X,X,X,O,O,X,X
ISJOTZL,O,X,X,X,O,O,X,X
ISJOLTZ,O,X,X,X,O,O,X,X
ISJOLZT,O,O,X,X,O,O,X,X
ISJOZTL,O,O,X,X,O,O,X,X
ISJOZLT,O,O,X,X,O,O,X,X
ISZTLJO,O,O,O,O,O,X,O,X
ISZTLOJ,O,O,O,O,O,X,O,X
ISZTJLO,O,O,O,O,O,X,O,X
ISZTJOL,O,O,O,O,O,X,X,X
ISZTOLJ,O,O,O,O,O,X,X,X
ISZTOJL,O,O,O,X,O,X,X,X
ISZLTJO,O,O,O,O,O,X,O,O
ISZLTOJ,O,O,O,O,O,X,O,O
ISZLJTO,O,O,O,O,X,X,X,O
ISZLJOT,O,O,X,O,O,X,X,O
ISZLOTJ,X,O,O,O,O,X,O,O
ISZLOJT,X,O,O,O,O,X,X,O
ISZJTLO,O,O,O,O,O,X,X,X
ISZJTOL,O,O,O,O,O,X,X,X
ISZJLTO,O,O,O,O,X,X,X,O
ISZJLOT,O,O,X,O,O,X,X,O
ISZJOTL,O,O,O,O,O,X,X,X
ISZJOLT,O,O,O,O,O,X,X,X
ISZOTLJ,X,O,O,O,O,X,X,X
ISZOTJL,X,O,O,X,O,X,X,X
ISZOLTJ,X,O,O,O,O,X,X,O
ISZOLJT,X,O,O,O,O,X,X,O
ISZOJTL,X,O,O,O,O,X,X,X
ISZOJLT,X,O,O,O,O,X,X,O
ISOTLJZ,O,O,O,X,O,O,O,X
ISOTLZJ,O,O,O,X,O,O,O,X
ISOTJLZ,O,X,O,X,O,O,O,X
ISOTJZL,O,X,O,X,O,O,X,X
ISOTZLJ,O,O,O,X,O,X,X,X
ISOTZJL,O,O,O,X,O,O,X,X
ISOLTJZ,O,O,X,X,O,O,O,O
ISOLTZJ,O,O,X,X,O,O,O,O
ISOLJTZ,O,X,X,X,O,O,O,O
ISOLJZT,O,O,X,X,O,O,X,O
ISOLZTJ,X,O,X,X,O,O,O,O
ISOLZJT,X,O,X,X,O,O,X,O
ISOJTLZ,O,X,O,X,O,O,X,X
ISOJTZL,O,X,O,X,O,O,X,X
ISOJLTZ,O,X,X,X,O,O,X,O
ISOJLZT,O,O,X,X,O,O,X,O
ISOJZTL,O,O,O,X,O,O,X,X
ISOJZLT,O,O,O,X,O,O,X,O
ISOZTLJ,X,O,O,X,O,X,X,X
ISOZTJL,X,O,O,X,O,O,X,X
ISOZLTJ,X,O,O,X,O,O,X,O
ISOZLJT,X,O,O,X,O,O,X,O
ISOZJTL,X,O,O,X,O,O,X,X
ISOZJLT,X,O,O,X,O,O,X,O
IZTLJSO,X,O,O,O,X,X,O,O
IZTLJOS,X,X,O,O,X,X,O,X
IZTLSJO,X,O,O,O,X,X,O,O
IZTLSOJ,X,O,O,O,X,X,O,O
IZTLOJS,X,X,O,O,X,X,O,O
IZTLOSJ,X,X,O,O,X,X,O,O
IZTJLSO,O,O,O,O,X,X,O,O
IZTJLOS,O,X,O,O,X,X,O,X
IZTJSLO,O,O,O,O,O,X,O,X
IZTJSOL,O,O,O,O,X,X,X,X
IZTJOLS,O,X,O,O,X,X,X,X
IZTJOSL,O,O,O,O,X,X,X,X
IZTSLJO,O,O,O,O,O,X,O,X
IZTSLOJ,O,O,O,O,O,X,O,X
IZTSJLO,O,O,O,O,O,X,O,X
IZTSJOL,O,O,O,O,X,X,X,X
IZTSOLJ,O,O,O,O,O,X,X,X
IZTSOJL,O,O,O,X,O,X,X,X
IZTOLJS,X,X,O,X,X,X,X,O
IZTOLSJ,X,X,O,X,X,X,X,O
IZTOJLS,O,X,O,X,X,X,X,O
IZTOJSL,O,O,O,X,O,X,X,X
IZTOSLJ,O,O,O,X,O,X,X,X
IZTOSJL,O,O,O,X,O,X,X,X
IZLTJSO,X,O,O,O,X,O,O,O
IZLTJOS,X,X,O,O,X,O,O,X
IZLTSJO,X,O,O,O,X,O,O,O
IZLTSOJ,X,O,O,O,X,X,O,O
IZLTOJS,X,X,O,O,X,X,O,O
IZLTOSJ,X,X,O,O,X,X,O,O
IZLJTSO,X,O,O,O,X,O,X,O
IZLJTOS,X,X,O,O,X,O,X,X
IZLJSTO,X,O,O,O,X,O,X,O
IZLJSOT,X,O,X,O,X,O,X,O
IZLJOTS,X,X,X,O,X,O,X,O
IZLJOST,X,X,X,O,X,O,X,O
IZLSTJO,X,O,O,O,X,O,O,O
IZLSTOJ,X,O,O,O,X,X,O,O
IZLSJTO,X,O,O,O,X,O,X,O
IZLSJOT,X,O,X,O,X,O,X,O
IZLSOTJ,X,O,O,O,X,X,O,O
IZLSOJT,X,O,O,O,X,X,X,O
IZLOTJS,X,X,O,O,X,X,O,O
IZLOTSJ,X,X,O,O,X,X,O,O
IZLOJTS,X,X,O,O,X,X,X,O
IZLOJST,X,X,O,O,X,X,X,O
IZLOSTJ,X,X,O,O,X,X,O,O
IZLOSJT,X,X,O,O,X,X,X,O
IZJTLSO,O,O,O,O,X,O,X,O
IZJTLOS,O,X,O,O,X,O,X,X
IZJTSLO,O,O,O,O,X,O,X,X
IZJTSOL,O,O,O,O,X,O,X,X
IZJTOLS,O,X,O,O,X,O,X,X
IZJTOSL,O,O,O,O,X,O,X,X
IZJLTSO,O,O,O,O,X,O,X,O
IZJLTOS,O,X,O,O,X,O,X,X
IZJLSTO,O,O,O,O,X,O,X,O
IZJLSOT,O,O,X,O,X,O,X,O
IZJLOTS,X,X,X,O,X,O,X,O
IZJLOST,X,X,X,O,X,O,X,O
IZJSTLO,O,O,O,O,X,O,X,X
IZJSTOL,O,O,O,O,X,O,X,X
IZJSLTO,O,O,O,O,X,O,X,O
IZJSLOT,O,O,X,O,X,O,X,O
IZJSOTL,O,O,O,O,X,O,X,X
IZJSOLT,O,O,O,O,X,O,X,X
IZJOTLS,O,X,O,O,X,O,X,O
IZJOTSL,O,O,O,O,X,O,X,X
IZJOLTS,X,X,O,O,X,O,X,O
IZJOLST,X,X,O,O,X,O,X,O
IZJOSTL,O,O,O,O,X,O,X,X
IZJOSLT,O,O,O,O,X,O,X,O
IZSTLJO,O,O,O,O,O,X,O,X
IZSTLOJ,O,O,O,O,O,X,O,X
IZSTJLO,O,O,O,O,O,X,O,X
IZSTJOL,O,O,O,O,O,X,X,X
IZSTOLJ,O,O,O,O,O,X,X,X
IZSTOJL,O,O,O,X,O,X,X,X
IZSLTJO,O,O,O,O,O,X,O,O
IZSLTOJ,O,O,O,O,O,X,O,O
IZSLJTO,O,O,O,O,X,X,X,O
IZSLJOT,O,O,X,O,O,X,X,O
IZSLOTJ,X,O,O,O,O,X,O,O
IZSLOJT,X,O,O,O,O,X,X,O
IZSJTLO,O,O,O,O,O,X,X,X
IZSJTOL,O,O,O,O,O,X,X,X
IZSJLTO,O,O,O,O,X,X,X,O
IZSJLOT,O,O,X,O,O,X,X,O
IZSJOTL,O,O,O,O,O,X,X,X
IZSJOLT,O,O,O,O,O,X,X,X
IZSOTLJ,X,O,O,O,O,X,X,X
IZSOTJL,X,O,O,X,O,X,X,X
IZSOLTJ,X,O,O,O,O,X,X,O
IZSOLJT,X,O,O,O,O,X,X,O
IZSOJTL,X,O,O,O,O,X,X,X
IZSOJLT,X,O,O,O,O,X,X,O
IZOTLJS,X,X,O,X,X,X,X,O
IZOTLSJ,X,X,O,X,X,X,X,O
IZOTJLS,X,X,O,X,X,X,X,O
IZOTJSL,X,O,O,X,O,X,X,X
IZOTSLJ,X,O,O,X,O,X,X,X
IZOTSJL,X,O,O,X,O,X,X,X
IZOLTJS,X,X,O,O,X,O,X,O
IZOLTSJ,X,X,O,O,X,O,X,O
IZOLJTS,X,X,O,O,X,O,X,O
IZOLJST,X,X,O,O,X,O,X,O
IZOLSTJ,X,X,O,O,X,O,X,O
IZOLSJT,X,X,O,O,X,O,X,O
IZOJTLS,X,X,O,O,X,O,X,O
IZOJTSL,X,O,O,O,O,O,X,X
IZOJLTS,X,X,O,O,X,O,X,O
IZOJLST,X,X,O,O,X,O,X,O
IZOJSTL,X,O,O,O,O,O,X,X
IZOJSLT,X,O,O,O,O,O,X,O
IZOSTLJ,X,O,O,O,O,X,X,X
IZOSTJL,X,O,O,X,O,O,X,X
IZOSLTJ,X,O,O,O,O,O,X,O
IZOSLJT,X,O,O,O,O,O,X,O
IZOSJTL,X,O,O,O,O,O,X,X
IZOSJLT,X,O,O,O,O,O,X,O
IOTLJSZ,O,X,O,X,O,O,O,O
IOTLJZS,O,X,O,X,X,O,O,O
IOTLSJZ,O,X,O,X,O,O,O,O
IOTLSZJ,O,X,O,X,O,O,O,O
IOTLZJS,X,X,O,X,X,O,O,O
IOTLZSJ,X,X,O,X,X,O,O,O
IOTJLSZ,O,X,O,X,O,O,O,O
IOTJLZS,O,X,O,X,X,O,O,O
IOTJSLZ,O,X,O,X,O,O,O,X
IOTJSZL,O,X,O,X,O,O,X,X
IOTJZLS,O,X,O,X,X,O,X,O
IOTJZSL,O,X,O,X,O,O,X,X
IOTSLJZ,O,O,O,X,O,O,O,X
IOTSLZJ,O,O,O,X,O,O,O,X
IOTSJLZ,O,X,O,X,O,O,O,X
IOTSJZL,O,X,O,X,O,O,X,X
IOTSZLJ,O,O,O,X,O,X,X,X
IOTSZJL,O,O,O,X,O,O,X,X
IOTZLJS,X,X,O,X,X,X,X,O
IOTZLSJ,X,X,O,X,X,X,X,O
IOTZJLS,O,X,O,X,X,X,X,O
IOTZJSL,O,O,O,X,O,X,X,X
IOTZSLJ,O,O,O,X,O,X,X,X
IOTZSJL,O,O,O,X,O,X,X,X
IOLTJSZ,X,X,O,O,O,O,O,O
IOLTJZS,X,X,O,O,X,O,O,O
IOLTSJZ,X,X,O,X,O,O,O,O
IOLTSZJ,X,X,O,X,O,O,O,O
IOLTZJS,X,X,O,O,X,O,O,O
IOLTZSJ,X,X,O,O,X,O,O,O
IOLJTSZ,X,X,O,O,O,O,O,O
IOLJTZS,X,X,O,O,X,O,O,O
IOLJSTZ,X,X,X,O,O,O,O,O
IOLJSZT,X,X,X,O,O,O,X,O
IOLJZTS,X,X,O,O,X,O,X,O
IOLJZST,X,X,O,O,X,O,X,O
IOLSTJZ,X,X,X,X,O,O,O,O
IOLSTZJ,X,X,X,X,O,O,O,O
IOLSJTZ,X,X,X,O,O,O,O,O
IOLSJZT,X,X,X,O,O,O,X,O
IOLSZTJ,X,X,X,O,O,O,O,O
IOLSZJT,X,X,X,O,O,O,X,O
IOLZTJS,X,X,O,O,X,O,O,O
IOLZTSJ,X,X,O,O,X,O,O,O
IOLZJTS,X,X,O,O,X,O,X,O
IOLZJST,X,X,O,O,X,O,X,O
IOLZSTJ,X,X,O,O,X,O,O,O
IOLZSJT,X,X,O,O,X,O,X,O
IOJTLSZ,O,X,O,O,O,O,X,O
IOJTLZS,O,X,O,O,X,O,X,O
IOJTSLZ,O,X,O,X,O,O,X,X
IOJTSZL,O,X,O,X,O,O,X,X
IOJTZLS,O,X,O,O,X,O,X,O
IOJTZSL,O,X,O,O,O,O,X,X
IOJLTSZ,X,X,O,O,O,O,X,O
IOJLTZS,X,X,O,O,X,O,X,O
IOJLSTZ,X,X,X,O,O,O,X,O
IOJLSZT,X,X,X,O,O,O,X,O
IOJLZTS,X,X,O,O,X,O,X,O
IOJLZST,X,X,O,O,X,O,X,O
IOJSTLZ,O,X,O,X,O,O,X,X
IOJSTZL,O,X,O,X,O,O,X,X
IOJSLTZ,O,X,X,X,O,O,X,O
IOJSLZT,O,O,X,X,O,O,X,O
IOJSZTL,O,O,O,X,O,O,X,X
IOJSZLT,O,O,O,X,O,O,X,O
IOJZTLS,O,X,O,O,X,O,X,O
IOJZTSL,O,O,O,O,O,O,X,X
IOJZLTS,X,X,O,O,X,O,X,O
IOJZLST,X,X,O,O,X,O,X,O
IOJZSTL,O,O,O,O,O,O,X,X
IOJZSLT,O,O,O,O,O,O,X,O
IOSTLJZ,O,O,O,X,O,O,O,X
IOSTLZJ,O,O,O,X,O,O,O,X
IOSTJLZ,O,X,O,X,O,O,O,X
IOSTJZL,O,X,O,X,O,O,X,X
IOSTZLJ,O,O,O,X,O,X,X,X
IOSTZJL,O,O,O,X,O,O,X,X
IOSLTJZ,O,O,X,X,O,O,O,O
IOSLTZJ,O,O,X,X,O,O,O,O
IOSLJTZ,O,X,X,X,O,O,O,O
IOSLJZT,O,O,X,X,O,O,X,O
IOSLZTJ,X,O,X,X,O,O,O,O
IOSLZJT,X,O,X,X,O,O,X,O
IOSJTLZ,O,X,O,X,O,O,X,X
IOSJTZL,O,X,O,X,O,O,X,X
IOSJLTZ,O,X,X,X,O,O,X,O
IOSJLZT,O,O,X,X,O,O,X,O
IOSJZTL,O,O,O,X,O,O,X,X
IOSJZLT,O,O,O,X,O,O,X,O
IOSZTLJ,X,O,O,X,O,X,X,X
IOSZTJL,X,O,O,X,O,O,X,X
IOSZLTJ,X,O,O,X,O,O,X,O
IOSZLJT,X,O,O,X,O,O,X,O
IOSZJTL,X,O,O,X,O,O,X,X
IOSZJLT,X,O,O,X,O,O,X,O
IOZTLJS,X,X,O,X,X,X,X,O
IOZTLSJ,X,X,O,X,X,X,X,O
IOZTJLS,X,X,O,X,X,X,X,O
IOZTJSL,X,O,O,X,O,X,X,X
IOZTSLJ,X,O,O,X,O,X,X,X
IOZTSJL,X,O,O,X,O,X,X,X
IOZLTJS,X,X,O,O,X,O,X,O
IOZLTSJ,X,X,O,O,X,O,X,O
IOZLJTS,X,X,O,O,X,O,X,O
IOZLJST,X,X,O,O,X,O,X,O
IOZLSTJ,X,X,O,O,X,O,X,O
IOZLSJT,X,X,O,O,X,O,X,O
IOZJTLS,X,X,O,O,X,O,X,O
IOZJTSL,X,O,O,O,O,O,X,X
IOZJLTS,X,X,O,O,X,O,X,O
IOZJLST,X,X,O,O,X,O,X,O
IOZJSTL,X,O,O,O,O,O,X,X
IOZJSLT,X,O,O,O,O,O,X,O
IOZSTLJ,X,O,O,O,O,X,X,X
IOZSTJL,X,O,O,X,O,O,X,X
IOZSLTJ,X,O,O,O,O,O,X,O
IOZSLJT,X,O,O,O,O,O,X,O
IOZSJTL,X,O,O,O,O,O,X,X
IOZSJLT,X,O,O,O,O,O,X,O
LTIJSZO,O,X,O,O,O,O,O,O
LTIJSOZ,O,X,X,O,O,O,O,X
LTIJZSO,O,X,O,O,X,O,O,O
LTIJZOS,O,X,O,O,X,O,O,X
LTIJOSZ,O,X,O,O,X,O,O,X
LTIJOZS,O,X,O,O,X,O,O,X
LTISJZO,O,O,O,X,O,O,O,O
LTISJOZ,O,O,X,X,O,O,O,X
LTISZJO,O,O,O,X,O,O,O,O
LTISZOJ,O,O,O,X,O,X,O,O
LTISOJZ,O,O,O,X,O,O,O,O
LTISOZJ,O,O,O,X,O,X,O,O
LTIZJSO,X,O,O,O,X,O,O,O
LTIZJOS,X,X,O,O,X,O,O,X
LTIZSJO,X,O,O,O,X,O,O,O
LTIZSOJ,X,O,O,O,X,X,O,O
LTIZOJS,X,X,O,O,X,X,O,O
LTIZOSJ,X,X,O,O,X,X,O,O
LTIOJSZ,O,X,O,O,O,O,O,O
LTIOJZS,O,X,O,O,X,O,O,O
LTIOSJZ,O,X,O,X,O,O,O,O
LTIOSZJ,O,X,O,X,O,X,O,O
LTIOZJS,X,X,O,O,X,X,O,O
LTIOZSJ,X,X,O,O,X,X,O,O
LTJISZO,O,X,O,O,O,O,O,O
LTJISOZ,O,X,X,O,O,O,O,X
LTJIZSO,O,X,O,O,X,O,O,O
LTJIZOS,O,X,O,O,X,O,O,X
LTJIOSZ,O,X,O,O,X,O,O,X
LTJIOZS,O,X,O,O,X,O,O,X
LTJSIZO,O,X,O,O,O,O,O,O
LTJSIOZ,O,X,X,O,O,O,O,X
LTJSZIO,O,X,O,O,O,O,O,O
LTJSZOI,O,X,O,O,X,O,O,O
LTJSOIZ,O,X,X,O,O,O,O,X
LTJSOZI,O,X,X,O,X,O,O,X
LTJZISO,O,X,O,O,X,O,O,O
LTJZIOS,O,X,O,O,X,O,O,X
LTJZSIO,O,X,O,O,X,O,O,O
LTJZSOI,O,X,O,O,X,O,O,O
LTJZOIS,O,X,O,O,X,O,O,X
LTJZOSI,O,X,O,O,X,O,O,X
LTJOISZ,O,X,O,O,X,O,O,X
LTJOIZS,O,X,O,O,X,O,O,X
LTJOSIZ,O,X,O,O,X,O,O,X
LTJOSZI,O,X,O,O,X,O,O,X
LTJOZIS,O,X,O,O,X,O,O,X
LTJOZSI,O,X,O,O,X,O,O,X
LTSIJZO,O,O,O,X,O,O,O,O
LTSIJOZ,O,O,X,X,O,O,O,X
LTSIZJO,O,O,O,X,O,O,O,O
LTSIZOJ,O,O,O,X,O,X,O,O
LTSIOJZ,O,O,O,X,O,O,O,O
LTSIOZJ,O,O,O,X,O,X,O,O
LTSJIZO,O,O,O,X,O,O,O,O
LTSJIOZ,O,O,X,X,O,O,O,X
LTSJZIO,O,O,O,X,O,O,O,O
LTSJZOI,O,O,O,X,X,O,O,O
LTSJOIZ,O,O,X,X,O,O,O,X
LTSJOZI,O,O,X,X,O,O,O,X
LTSZIJO,O,O,O,X,O,O,O,O
LTSZIOJ,O,O,O,X,O,X,O,O
LTSZJIO,O,O,O,X,O,O,O,O
LTSZJOI,O,O,O,X,X,O,O,O
LTSZOIJ,O,O,O,X,O,X,O,O
LTSZOJI,O,O,O,X,O,X,O,O
LTSOIJZ,O,O,O,X,O,O,O,O
LTSOIZJ,O,O,O,X,O,X,O,O
LTSOJIZ,O,O,O,X,O,O,O,O
LTSOJZI,O,O,O,X,O,O,O,O
LTSOZIJ,O,O,O,X,O,X,O,O
LTSOZJI,O,O,O,X,O,X,O,O
LTZIJSO,X,O,O,O,X,O,O,O
LTZIJOS,X,X,O,O,X,O,O,X
LTZISJO,X,O,O,O,X,O,O,O
LTZISOJ,X,O,O,O,X,X,O,O
LTZIOJS,X,X,O,O,X,X,O,O
LTZIOSJ,X,X,O,O,X,X,O,O
LTZJISO,X,O,O,O,X,O,O,O
LTZJIOS,X,X,O,O,X,O,O,X
LTZJSIO,X,O,O,O,X,O,O,O
LTZJSOI,X,O,O,O,X,O,O,O
LTZJOIS,X,X,O,O,X,O,O,X
LTZJOSI,X,X,O,O,X,O,O,X
LTZSIJO,X,O,O,O,X,O,O,O
LTZSIOJ,X,O,O,O,X,X,O,O
LTZSJIO,X,O,O,O,X,O,O,O
LTZSJOI,X,O,O,O,X,O,O,O
LTZSOIJ,X,O,O,O,X,X,O,O
LTZSOJI,X,O,O,O,X,X,O,O
LTZOIJS,X,X,O,O,X,X,O,O
LTZOISJ,X,X,O,O,X,X,O,O
LTZOJIS,X,X,O,O,X,X,O,O
LTZOJSI,X,X,O,O,X,X,O,O
LTZOSIJ,X,X,O,O,X,X,O,O
LTZOSJI,X,X,O,O,X,X,O,O
LTOIJSZ,O,X,O,O,O,O,O,O
LTOIJZS,O,X,O,O,X,O,O,O
LTOISJZ,O,X,O,X,O,O,O,O
LTOISZJ,O,X,O,X,O,X,O,O
LTOIZJS,X,X,O,O,X,X,O,O
LTOIZSJ,X,X,O,O,X,X,O,O
LTOJISZ,O,X,O,O,O,O,O,O
LTOJIZS,O,X,O,O,X,O,O,O
LTOJSIZ,O,X,O,O,O,O,O,O
LTOJSZI,O,X,O,O,O,O,O,O
LTOJZIS,O,X,O,O,X,O,O,O
LTOJZSI,O,X,O,O,X,O,O,O
LTOSIJZ,O,X,O,X,O,O,O,O
LTOSIZJ,O,X,O,X,O,X,O,O
LTOSJIZ,O,X,O,X,O,O,O,O
LTOSJZI,O,X,O,X,O,O,O,O
LTOSZIJ,O,X,O,X,O,X,O,O
LTOSZJI,O,X,O,X,O,X,O,O
LTOZIJS,X,X,O,O,X,X,O,O
LTOZISJ,X,X,O,O,X,X,O,O
LTOZJIS,X,X,O,O,X,X,O,O
LTOZJSI,X,X,O,O,X,X,O,O
LTOZSIJ,X,X,O,O,X,X,O,O
LTOZSJI,X,X,O,O,X,X,O,O
LITJSZO,O,X,O,O,O,O,O,O
LITJSOZ,O,X,X,O,O,O,O,X
LITJZSO,O,X,O,O,X,O,O,O
LITJZOS,O,X,O,O,X,O,O,X
LITJOSZ,O,X,O,O,X,O,O,X
LITJOZS,O,X,O,O,X,O,O,X
LITSJZO,O,O,O,X,O,O,O,O
LITSJOZ,O,O,X,X,O,O,O,X
LITSZJO,O,O,O,X,O,O,O,O
LITSZOJ,O,O,O,X,O,X,O,O
LITSOJZ,O,O,O,X,O,O,O,O
LITSOZJ,O,O,O,X,O,X,O,O
LITZJSO,X,O,O,O,X,O,O,O
LITZJOS,X,X,O,O,X,O,O,X
LITZSJO,X,O,O,O,X,O,O,O
LITZSOJ,X,O,O,O,X,X,O,O
LITZOJS,X,X,O,O,X,X,O,O
LITZOSJ,X,X,O,O,X,X,O,O
LITOJSZ,O,X,O,O,O,O,O,O
LITOJZS,O,X,O,O,X,O,O,O
LITOSJZ,O,X,O,X,O,O,O,O
LITOSZJ,O,X,O,X,O,X,O,O
LITOZJS,X,X,O,O,X,X,O,O
LITOZSJ,X,X,O,O,X,X,O,O
LIJTSZO,O,X,O,O,X,O,O,O
LIJTSOZ,O,X,X,O,X,O,O,X
LIJTZSO,O,X,O,O,X,O,O,O
LIJTZOS,O,X,O,O,X,O,O,X
LIJTOSZ,O,X,X,O,X,O,O,X
LIJTOZS,O,X,O,O,X,O,O,X
LIJSTZO,O,O,X,O,X,O,O,O
LIJSTOZ,O,X,X,O,X,O,O,X
LIJSZTO,O,O,X,O,X,O,X,O
LIJSZOT,O,O,X,O,X,O,X,O
LIJSOTZ,O,X,X,O,X,O,O,O
LIJSOZT,O,O,X,O,X,O,X,O
LIJZTSO,O,O,O,O,X,O,X,O
LIJZTOS,O,X,O,O,X,O,X,X
LIJZSTO,O,O,O,O,X,O,X,O
LIJZSOT,O,O,X,O,X,O,X,O
LIJZOTS,X,X,X,O,X,O,X,O
LIJZOST,X,X,X,O,X,O,X,O
LIJOTSZ,X,X,X,O,X,O,O,O
LIJOTZS,X,X,X,O,X,O,O,O
LIJOSTZ,X,X,X,O,X,O,O,O
LIJOSZT,X,X,X,O,X,O,X,O
LIJOZTS,X,X,X,O,X,O,X,O
LIJOZST,X,X,X,O,X,O,X,O
LISTJZO,O,O,X,X,O,O,O,O
LISTJOZ,O,O,X,X,O,O,O,X
LISTZJO,O,O,X,X,O,O,O,O
LISTZOJ,O,O,X,X,O,X,O,O
LISTOJZ,O,O,X,X,O,O,O,O
LISTOZJ,O,O,X,X,O,X,O,O
LISJTZO,O,O,X,O,X,O,O,O
LISJTOZ,O,O,X,O,X,O,O,X
LISJZTO,O,O,X,O,X,O,X,O
LISJZOT,O,O,X,O,X,O,X,O
LISJOTZ,O,X,X,O,X,O,O,O
LISJOZT,O,O,X,O,X,O,X,O
LISZTJO,O,O,X,O,O,O,O,O
LISZTOJ,O,O,X,O,O,X,O,O
LISZJTO,O,O,X,O,X,O,X,O
LISZJOT,O,O,X,O,O,O,X,O
LISZOTJ,X,O,X,O,O,X,O,O
LISZOJT,X,O,X,O,O,X,X,O
LISOTJZ,O,O,X,X,O,O,O,O
LISOTZJ,O,O,X,X,O,X,O,O
LISOJTZ,O,X,X,O,O,O,O,O
LISOJZT,O,O,X,O,O,O,X,O
LISOZTJ,X,O,X,O,O,X,O,O
LISOZJT,X,O,X,O,O,X,X,O
LIZTJSO,X,O,O,O,X,O,O,O
LIZTJOS,X,X,O,O,X,O,O,X
LIZTSJO,X,O,O,O,X,O,O,O
LIZTSOJ,X,O,O,O,X,X,O,O
LIZTOJS,X,X,O,O,X,X,O,O
LIZTOSJ,X,X,O,O,X,X,O,O
LIZJTSO,X,O,O,O,X,O,X,O
LIZJTOS,X,X,O,O,X,O,X,X
LIZJSTO,X,O,O,O,X,O,X,O
LIZJSOT,X,O,X,O,X,O,X,O
LIZJOTS,X,X,X,O,X,O,X,O
LIZJOST,X,X,X,O,X,O,X,O
LIZSTJO,X,O,O,O,X,O,O,O
LIZSTOJ,X,O,O,O,X,X,O,O
LIZSJTO,X,O,O,O,X,O,X,O
LIZSJOT,X,O,X,O,X,O,X,O
LIZSOTJ,X,O,O,O,X,X,O,O
LIZSOJT,X,O,O,O,X,X,X,O
LIZOTJS,X,X,O,O,X,X,O,O
LIZOTSJ,X,X,O,O,X,X,O,O
LIZOJTS,X,X,O,O,X,X,X,O
LIZOJST,X,X,O,O,X,X,X,O
LIZOSTJ,X,X,O,O,X,X,O,O
LIZOSJT,X,X,O,O,X,X,X,O
LIOTJSZ,X,X,O,O,O,O,O,O
LIOTJZS,X,X,O,O,X,O,O,O
LIOTSJZ,X,X,O,X,O,O,O,O
LIOTSZJ,X,X,O,X,O,O,O,O
LIOTZJS,X,X,O,O,X,O,O,O
LIOTZSJ,X,X,O,O,X,O,O,O
LIOJTSZ,X,X,O,O,O,O,O,O
LIOJTZS,X,X,O,O,X,O,O,O
LIOJSTZ,X,X,X,O,O,O,O,O
LIOJSZT,X,X,X,O,O,O,X,O
LIOJZTS,X,X,O,O,X,O,X,O
LIOJZST,X,X,O,O,X,O,X,O
