sequence,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBGdBTgBihBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBShBTdB2lBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFagBGdBRhBzgBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Jem6IvhFRcBSiB0fBzgBFq?BXrB,v115@7gB8HeC8DeF8EeF8CeE8Jei6IvhFGcBTdBRgBfqBVr?B0qB,v115@7gB8HeC8DeF8EeF8CeE8Je37IvhFchBTdB6kBmfBxq?B1vB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFibBGdBRlBfrBlm?BUqB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFxcBfqBmlBllBCn?B0qB,v115@7gB8HeC8DeF8EeF8CeE8JeR7IvhFGdB0gBaqB/kBlm?BzqB,v115@7gB8HeC8DeF8EeF8CeE8JeG8IvhFTdBxfB8lBaqBlk?BXrB
ILOTZJS,X,O,X,O,O,O,X,X,X,X
ILOTZSJ,X,O,X,O,X,O,X,X,X,X
ILOJTSZ,X,X,X,X,O,X,X,X,X,X
ILOJTZS,X,X,X,X,O,O,X,X,X,X
ILOJSTZ,X,X,X,X,O,X,X,X,X,X
ILOJSZT,X,X,X,X,O,X,X,X,X,X
ILOJZTS,X,X,X,X,X,O,X,X,X,X
ILOJZST,X,X,X,X,X,X,X,X,O,X
ILOSTJZ,X,X,X,O,O,X,X,X,X,X
ILOSTZJ,X,X,X,O,O,O,X,X,X,X
ILOSJTZ,X,X,X,O,O,X,X,X,X,X
ILOSJZT,X,X,X,O,O,X,X,X,X,X
ILOSZTJ,X,X,X,O,X,O,X,X,X,O
ILOSZJT,X,X,X,O,O,X,X,X,X,O
ILOZTJS,X,X,X,X,X,O,X,X,O,X
ILOZTSJ,X,X,X,X,X,O,X,X,O,X
ILOZJTS,X,X,X,O,X,O,X,X,X,X
ILOZJST,X,O,X,O,X,X,X,X,O,X
ILOZSTJ,X,O,X,X,X,O,X,X,O,X
ILOZSJT,X,O,X,X,X,X,X,X,O,X
IJTLSZO,O,X,O,X,X,X,X,X,X,X
IJTLSOZ,O,X,O,X,O,X,X,X,X,X
IJTLZSO,O,X,O,X,X,X,X,X,X,X
IJTLZOS,O,X,X,X,O,X,X,X,X,X
IJTLOSZ,O,X,X,X,O,X,X,X,X,X
IJTLOZS,X,X,X,X,O,X,X,X,X,X
IJTSLZO,O,X,O,X,O,X,X,X,X,X
IJTSLOZ,O,X,O,X,O,X,X,X,X,X
IJTSZLO,O,X,O,X,O,X,X,X,X,X
IJTSZOL,O,X,O,X,O,X,X,X,X,X
IJTSOLZ,O,X,O,X,O,X,X,X,X,X
IJTSOZL,O,X,X,X,O,X,X,X,X,X
IJTZLSO,O,X,O,X,X,X,X,X,X,X
IJTZLOS,O,X,X,X,O,X,X,X,X,X
IJTZSLO,O,X,O,X,X,X,X,X,X,X
IJTZSOL,O,X,O,X,X,X,X,X,X,X
IJTZOLS,O,X,X,X,O,X,X,X,X,X
IJTZOSL,O,X,O,X,X,X,X,X,X,X
IJTOLSZ,O,X,X,X,O,X,X,X,X,X
IJTOLZS,X,X,X,X,O,X,X,X,X,X
IJTOSLZ,O,X,O,X,O,X,X,X,X,X
IJTOSZL,O,X,X,X,O,X,X,X,X,X
IJTOZLS,X,X,X,X,O,X,X,X,X,X
IJTOZSL,X,X,O,X,X,X,X,X,X,X
IJLTSZO,O,X,O,X,X,X,X,X,X,X
IJLTSOZ,O,X,O,X,X,X,X,X,X,X
IJLTZSO,O,X,O,X,X,O,X,X,X,X
IJLTZOS,O,X,X,X,X,O,X,X,X,X
IJLTOSZ,O,X,X,X,X,X,X,X,X,X
IJLTOZS,X,X,X,X,X,O,X,X,X,X
IJLSTZO,O,X,O,X,X,X,X,X,X,X
IJLSTOZ,O,X,O,X,X,X,X,X,X,X
IJLSZTO,O,X,O,X,X,X,X,X,X,X
IJLSZOT,O,X,O,X,X,X,X,X,X,X
IJLSOTZ,O,X,O,X,X,X,X,X,X,X
IJLSOZT,O,X,O,X,X,X,X,X,X,X
IJLZTSO,X,X,X,X,X,O,X,X,X,X
IJLZTOS,X,X,X,X,X,O,X,X,X,X
IJLZSTO,O,X,O,X,X,X,X,X,O,X
IJLZSOT,O,X,O,X,X,X,X,X,O,X
IJLZOTS,X,X,X,X,X,O,X,X,X,X
IJLZOST,O,X,X,X,X,X,X,X,X,X
IJLOTSZ,X,X,X,X,O,X,X,X,X,X
IJLOTZS,X,X,X,X,O,O,X,X,X,X
IJLOSTZ,X,X,X,X,O,X,X,X,X,X
IJLOSZT,X,X,X,X,O,X,X,X,X,X
IJLOZTS,X,X,X,X,X,O,X,X,X,X
IJLOZST,X,X,X,X,X,X,X,X,O,X
IJSTLZO,O,X,O,X,O,X,X,X,X,X
IJSTLOZ,O,X,O,X,O,X,X,X,X,X
IJSTZLO,O,X,O,X,O,X,X,X,X,X
IJSTZOL,O,X,O,X,O,X,X,X,X,X
IJSTOLZ,O,X,O,X,O,X,X,X,X,X
IJSTOZL,O,X,X,X,O,X,X,X,X,X
IJSLTZO,O,X,O,X,X,X,X,X,X,X
IJSLTOZ,O,X,O,X,O,X,X,X,X,X
IJSLZTO,O,X,O,X,X,X,X,X,X,X
IJSLZOT,O,X,O,X,O,X,X,X,X,X
IJSLOTZ,O,X,O,X,O,X,X,X,X,X
IJSLOZT,O,X,O,X,O,X,X,X,X,X
IJSZTLO,O,X,O,X,X,X,X,X,X,X
IJSZTOL,O,X,O,X,X,X,X,X,X,O
IJSZLTO,O,X,O,X,X,X,X,X,X,O
IJSZLOT,O,X,O,X,O,X,X,X,X,O
IJSZOTL,O,X,X,X,X,X,X,X,X,O
IJSZOLT,O,X,O,X,O,X,X,X,X,O
IJSOTLZ,O,X,X,X,O,X,X,X,X,X
IJSOTZL,O,X,X,X,O,X,X,X,X,X
IJSOLTZ,O,X,O,X,O,X,X,X,X,X
IJSOLZT,O,X,O,X,O,X,X,X,X,X
IJSOZTL,O,X,X,X,X,X,X,X,X,O
IJSOZLT,O,X,X,X,O,X,X,X,X,O
IJZTLSO,O,X,O,X,X,X,O,X,X,X
IJZTLOS,O,X,X,X,X,X,O,X,X,X
IJZTSLO,O,X,O,X,X,X,O,X,X,X
IJZTSOL,O,X,O,X,X,X,O,X,X,X
IJZTOLS,O,X,X,X,X,X,O,X,X,X
IJZTOSL,O,X,O,X,X,X,O,X,X,X
IJZLTSO,X,X,X,X,X,O,O,X,X,X
IJZLTOS,X,X,X,X,X,O,O,X,X,X
IJZLSTO,O,X,O,X,X,X,O,X,X,X
IJZLSOT,O,X,O,X,X,X,O,X,X,X
IJZLOTS,X,X,X,X,X,O,O,X,X,X
IJZLOST,O,X,X,X,X,X,O,X,X,X
IJZSTLO,O,X,O,X,X,X,O,X,X,X
IJZSTOL,O,X,O,X,X,X,O,X,X,X
IJZSLTO,O,X,O,X,X,X,O,X,X,X
IJZSLOT,O,X,O,X,X,X,O,X,X,X
IJZSOTL,O,X,X,X,X,X,O,X,X,X
IJZSOLT,O,X,O,X,X,X,O,X,X,X
IJZOTLS,X,X,X,X,X,X,O,X,X,X
IJZOTSL,X,X,X,X,X,X,O,X,X,X
IJZOLTS,X,X,X,X,X,O,O,X,X,X
IJZOLST,O,X,X,X,X,X,O,X,X,X
IJZOSTL,O,X,X,X,X,X,O,X,X,X
IJZOSLT,O,X,O,X,X,X,O,X,X,X
IJOTLSZ,X,X,X,X,O,X,X,X,X,X
IJOTLZS,X,X,X,X,O,X,X,X,X,X
IJOTSLZ,X,X,O,X,O,X,X,X,X,X
IJOTSZL,X,X,X,X,O,X,X,X,X,X
IJOTZLS,X,X,X,X,O,X,X,X,X,X
IJOTZSL,X,X,O,X,X,X,X,X,X,X
IJOLTSZ,X,X,X,X,O,X,X,X,X,X
IJOLTZS,X,X,X,X,O,O,X,X,X,X
IJOLSTZ,X,X,X,X,O,X,X,X,X,X
IJOLSZT,X,X,X,X,O,X,X,X,X,X
IJOLZTS,X,X,X,X,X,O,X,X,X,X
IJOLZST,X,X,X,X,X,X,X,X,O,X
IJOSTLZ,X,X,X,X,O,X,X,X,X,X
IJOSTZL,X,X,X,X,O,X,X,X,X,X
IJOSLTZ,X,X,O,X,O,X,X,X,X,X
IJOSLZT,X,X,O,X,O,X,X,X,X,X
IJOSZTL,X,X,X,X,X,X,X,X,X,O
IJOSZLT,X,X,X,X,O,X,X,X,X,O
IJOZTLS,X,X,X,X,X,X,O,X,X,X
IJOZTSL,X,X,X,X,X,X,O,X,X,X
IJOZLTS,X,X,X,X,X,O,O,X,X,X
IJOZLST,X,X,X,X,X,X,O,X,X,X
IJOZSTL,X,X,X,X,X,X,O,X,X,X
IJOZSLT,X,X,O,X,X,X,O,X,X,X
ISTLJZO,O,O,O,O,O,X,X,X,X,X
ISTLJOZ,O,O,O,O,O,X,X,X,X,X
ISTLZJO,O,X,O,O,O,X,X,X,X,X
ISTLZOJ,O,O,X,O,O,X,X,X,X,X
ISTLOJZ,O,O,O,O,O,X,X,X,X,X
ISTLOZJ,O,O,X,O,O,X,X,X,X,X
ISTJLZO,O,O,O,X,O,X,X,X,X,X
ISTJLOZ,O,O,O,X,O,X,X,X,X,X
ISTJZLO,O,O,O,X,O,X,X,X,X,X
ISTJZOL,O,O,O,X,O,X,X,X,X,X
ISTJOLZ,O,O,O,X,O,X,X,X,X,X
ISTJOZL,O,O,X,X,O,X,X,X,X,X
ISTZLJO,O,O,O,O,O,X,X,X,X,X
ISTZLOJ,O,O,O,O,O,X,X,X,X,X
ISTZJLO,O,O,O,O,O,X,X,X,X,X
ISTZJOL,O,O,O,O,O,X,X,X,X,X
ISTZOLJ,O,O,O,O,O,X,X,X,X,X
ISTZOJL,O,O,O,O,O,X,X,X,X,X
ISTOLJZ,O,O,O,O,O,X,X,X,X,X
ISTOLZJ,O,O,X,O,O,X,X,X,X,X
ISTOJLZ,O,O,O,O,O,X,X,X,X,X
ISTOJZL,O,O,X,O,O,X,X,X,X,X
ISTOZLJ,O,O,X,O,O,X,X,X,X,X
ISTOZJL,O,O,X,O,O,X,X,X,X,X
ISLTJZO,O,X,O,O,O,X,X,X,X,X
ISLTJOZ,O,O,O,O,O,X,X,X,X,X
ISLTZJO,O,X,O,O,O,O,X,X,X,X
ISLTZOJ,O,O,X,O,O,O,X,X,X,X
ISLTOJZ,O,O,O,O,O,X,X,X,X,X
ISLTOZJ,O,O,X,O,O,O,X,X,X,X
ISLJTZO,O,X,O,O,X,X,X,X,X,X
ISLJTOZ,O,X,O,O,O,X,X,X,X,X
ISLJZTO,O,X,O,O,X,X,X,X,X,X
ISLJZOT,O,X,O,O,O,X,X,X,X,X
ISLJOTZ,O,X,O,O,O,X,X,X,X,X
ISLJOZT,O,X,O,O,O,X,X,X,X,X
ISLZTJO,O,X,O,O,X,O,X,X,X,O
ISLZTOJ,X,X,O,O,X,O,X,X,X,O
ISLZJTO,O,X,O,O,X,X,X,X,X,O
ISLZJOT,O,X,O,O,O,X,X,X,X,O
ISLZOTJ,O,X,X,O,X,O,X,X,X,O
ISLZOJT,O,X,O,O,O,X,X,X,X,O
ISLOTJZ,X,X,X,O,O,X,X,X,X,X
ISLOTZJ,X,X,X,O,O,O,X,X,X,X
ISLOJTZ,O,X,O,O,O,X,X,X,X,X
ISLOJZT,O,X,O,O,O,X,X,X,X,X
ISLOZTJ,X,X,X,O,X,O,X,X,X,O
ISLOZJT,X,X,X,O,O,X,X,X,X,O
ISJTLZO,O,X,O,X,O,X,X,O,X,X
ISJTLOZ,O,O,O,X,O,X,X,O,X,X
ISJTZLO,O,X,O,X,O,X,X,X,X,X
ISJTZOL,O,X,O,X,O,X,X,X,X,X
ISJTOLZ,O,O,O,X,O,X,X,O,X,X
ISJTOZL,O,X,X,X,O,X,X,X,X,X
ISJLTZO,O,X,O,X,X,X,X,O,X,X
ISJLTOZ,O,X,O,X,O,X,X,O,X,X
ISJLZTO,O,X,O,X,X,X,X,O,X,X
ISJLZOT,O,X,O,X,O,X,X,O,X,X
ISJLOTZ,O,X,O,X,O,X,X,O,X,X
ISJLOZT,O,X,O,X,O,X,X,O,X,X
ISJZTLO,O,X,O,X,X,X,X,X,X,X
ISJZTOL,O,X,O,X,X,X,X,X,X,O
ISJZLTO,O,X,O,X,X,X,X,X,X,O
ISJZLOT,O,X,O,X,O,X,X,X,X,O
ISJZOTL,O,X,X,X,X,X,X,X,X,O
ISJZOLT,O,X,O,X,O,X,X,X,X,O
ISJOTLZ,O,X,X,X,O,X,X,O,X,X
ISJOTZL,O,X,X,X,O,X,X,X,X,X
ISJOLTZ,O,X,O,X,O,X,X,O,X,X
ISJOLZT,O,X,O,X,O,X,X,O,X,X
ISJOZTL,O,X,X,X,X,X,X,X,X,O
ISJOZLT,O,X,X,X,O,X,X,X,X,O
ISZTLJO,O,O,O,X,X,X,X,X,X,X
ISZTLOJ,O,O,O,X,X,X,X,X,X,X
ISZTJLO,O,O,O,X,X,X,X,X,X,X
ISZTJOL,O,O,O,X,X,X,X,X,X,O
ISZTOLJ,O,O,O,X,X,X,X,X,X,X
ISZTOJL,O,O,O,X,X,X,X,X,X,O
ISZLTJO,O,O,O,O,X,O,X,X,X,O
ISZLTOJ,O,O,O,X,X,O,X,X,X,O
ISZLJTO,O,O,O,O,X,X,X,X,X,O
ISZLJOT,O,O,O,O,O,X,X,X,X,O
ISZLOTJ,O,O,X,O,X,O,X,X,X,O
ISZLOJT,O,O,O,O,O,X,X,X,X,O
ISZJTLO,O,O,O,X,X,X,X,X,X,X
ISZJTOL,O,O,O,X,X,X,X,X,X,O
ISZJLTO,O,O,O,O,X,X,X,X,X,O
ISZJLOT,O,O,O,O,O,X,X,X,X,O
ISZJOTL,O,O,X,O,X,X,X,X,X,O
ISZJOLT,O,O,O,O,O,X,X,X,X,O
ISZOTLJ,O,O,X,O,X,X,X,X,X,X
ISZOTJL,O,O,X,O,X,X,X,X,X,O
ISZOLTJ,O,O,X,O,X,O,X,X,X,O
ISZOLJT,O,O,O,O,O,X,X,X,X,O
ISZOJTL,O,O,X,O,X,X,X,X,X,O
ISZOJLT,O,O,O,O,O,X,X,X,X,O
ISOTLJZ,O,O,X,O,O,X,X,X,X,X
ISOTLZJ,X,O,X,O,O,X,X,X,X,X
ISOTJLZ,O,O,X,O,O,X,X,X,X,X
ISOTJZL,O,O,X,O,O,X,X,X,X,X
ISOTZLJ,X,O,X,O,O,X,X,X,X,X
ISOTZJL,X,O,X,O,O,X,X,X,X,X
ISOLTJZ,X,X,X,O,O,X,X,X,X,X
ISOLTZJ,X,X,X,O,O,O,X,X,X,X
ISOLJTZ,O,X,O,O,O,X,X,X,X,X
ISOLJZT,O,X,O,O,O,X,X,X,X,X
ISOLZTJ,X,X,X,O,X,O,X,X,X,O
ISOLZJT,X,X,X,O,O,X,X,X,X,O
ISOJTLZ,O,X,X,O,O,X,X,O,X,X
ISOJTZL,O,X,X,O,O,X,X,X,X,X
ISOJLTZ,O,X,O,O,O,X,X,O,X,X
ISOJLZT,O,X,O,O,O,X,X,O,X,X
ISOJZTL,O,X,X,O,X,X,X,X,X,O
ISOJZLT,O,X,X,O,O,X,X,X,X,O
ISOZTLJ,X,O,X,O,X,X,X,X,X,X
ISOZTJL,X,O,X,O,X,X,X,X,X,O
ISOZLTJ,X,O,X,O,X,O,X,X,X,O
ISOZLJT,X,O,X,O,O,X,X,X,X,O
ISOZJTL,X,O,X,O,X,X,X,X,X,O
ISOZJLT,X,O,X,O,O,X,X,X,X,O
IZTLJSO,O,O,O,O,X,O,O,X,X,X
IZTLJOS,O,O,X,O,X,O,O,X,X,X
IZTLSJO,O,O,O,O,X,O,O,X,X,X
IZTLSOJ,O,O,O,O,X,O,O,X,X,X
IZTLOJS,O,O,X,O,X,O,O,X,X,X
IZTLOSJ,O,O,X,O,X,O,O,X,X,X
IZTJLSO,O,O,O,O,X,X,O,X,X,X
IZTJLOS,O,O,X,O,X,X,O,X,X,X
IZTJSLO,O,O,O,O,X,X,O,X,X,X
IZTJSOL,O,O,O,O,X,X,O,X,X,X
IZTJOLS,O,O,X,O,X,X,O,X,X,X
IZTJOSL,O,O,O,O,X,X,O,X,X,X
IZTSLJO,O,O,O,O,X,X,O,X,X,X
IZTSLOJ,O,O,O,O,X,X,O,X,X,X
IZTSJLO,O,O,O,O,X,X,O,X,X,X
IZTSJOL,O,O,O,O,X,X,O,X,X,X
IZTSOLJ,O,O,O,O,X,X,O,X,X,X
IZTSOJL,O,O,O,O,X,X,O,X,X,X
IZTOLJS,O,O,X,O,X,O,O,X,X,X
IZTOLSJ,O,O,X,O,X,O,O,X,X,X
IZTOJLS,O,O,X,O,X,X,O,X,X,X
IZTOJSL,O,O,O,O,X,X,O,X,X,X
IZTOSLJ,O,O,O,O,X,X,O,X,X,X
IZTOSJL,O,O,O,O,X,X,O,X,X,X
IZLTJSO,X,X,X,O,X,O,O,X,X,X
IZLTJOS,X,X,X,O,X,O,O,X,X,X
IZLTSJO,X,X,X,O,X,O,O,X,X,X
IZLTSOJ,X,X,X,O,X,O,O,X,X,X
IZLTOJS,X,X,X,O,X,O,O,X,X,X
IZLTOSJ,X,X,X,O,X,O,O,X,X,X
IZLJTSO,X,X,X,O,X,O,O,X,X,X
IZLJTOS,X,X,X,O,X,O,O,X,X,X
IZLJSTO,O,O,O,O,X,X,O,X,X,X
IZLJSOT,O,O,O,O,X,X,O,X,X,X
IZLJOTS,X,X,X,O,X,O,O,X,X,X
IZLJOST,O,O,X,O,X,X,O,X,X,X
IZLSTJO,O,X,O,O,X,O,O,X,X,X
IZLSTOJ,X,O,X,X,X,O,O,X,X,X
IZLSJTO,O,O,O,O,X,X,O,X,X,X
IZLSJOT,O,O,O,O,X,X,O,X,X,X
IZLSOTJ,O,O,X,O,X,O,O,X,X,X
IZLSOJT,O,O,O,O,X,X,O,X,X,X
IZLOTJS,X,X,X,X,X,O,O,X,X,X
IZLOTSJ,X,X,X,X,X,O,O,X,X,X
IZLOJTS,X,X,X,O,X,O,O,X,X,X
IZLOJST,O,O,X,O,X,X,O,X,X,X
IZLOSTJ,O,O,X,X,X,O,O,X,X,X
IZLOSJT,O,O,X,X,X,X,O,X,X,X
IZJTLSO,O,X,O,O,X,X,O,X,X,X
IZJTLOS,O,X,X,O,X,X,O,X,X,X
IZJTSLO,O,X,O,O,X,X,O,X,X,X
IZJTSOL,O,X,O,O,X,X,O,X,X,X
IZJTOLS,O,X,X,O,X,X,O,X,X,X
IZJTOSL,O,X,O,O,X,X,O,X,X,X
IZJLTSO,X,X,X,O,X,O,O,X,X,X
IZJLTOS,X,X,X,O,X,O,O,X,X,X
IZJLSTO,O,O,O,O,X,X,O,X,X,X
IZJLSOT,O,O,O,O,X,X,O,X,X,X
IZJLOTS,X,X,X,O,X,O,O,X,X,X
IZJLOST,O,O,X,O,X,X,O,X,X,X
IZJSTLO,O,O,O,X,X,X,O,X,X,X
IZJSTOL,O,O,O,X,X,X,O,X,X,X
IZJSLTO,O,O,O,O,X,X,O,X,X,X
IZJSLOT,O,X,O,O,X,X,O,X,X,X
IZJSOTL,O,O,X,O,X,X,O,X,X,X
IZJSOLT,O,X,O,O,X,X,O,X,X,X
IZJOTLS,X,X,X,X,X,X,O,X,X,X
IZJOTSL,X,X,X,X,X,X,O,X,X,X
IZJOLTS,X,X,X,X,X,O,O,X,X,X
IZJOLST,O,O,X,X,X,X,O,X,X,X
IZJOSTL,O,O,X,X,X,X,O,X,X,X
IZJOSLT,O,X,O,X,X,X,O,X,X,X
IZSTLJO,O,O,O,X,X,X,O,X,X,X
IZSTLOJ,O,O,O,X,X,X,O,X,X,X
IZSTJLO,O,O,O,X,X,X,O,X,X,X
IZSTJOL,O,O,O,X,X,X,O,X,X,X
IZSTOLJ,O,O,O,X,X,X,O,X,X,X
IZSTOJL,O,O,O,X,X,X,O,X,X,X
IZSLTJO,O,O,O,O,X,O,O,X,X,X
IZSLTOJ,O,O,O,X,X,O,O,X,X,X
IZSLJTO,O,O,O,O,X,X,O,X,X,X
IZSLJOT,O,O,O,O,X,X,O,X,X,X
IZSLOTJ,O,O,X,O,X,O,O,X,X,X
IZSLOJT,O,O,O,O,X,X,O,X,X,X
IZSJTLO,O,O,O,X,X,X,O,X,X,X
IZSJTOL,O,O,O,X,X,X,O,X,X,X
IZSJLTO,O,O,O,O,X,X,O,X,X,X
IZSJLOT,O,O,O,O,X,X,O,X,X,X
IZSJOTL,O,O,X,O,X,X,O,X,X,X
IZSJOLT,O,O,O,O,X,X,O,X,X,X
IZSOTLJ,O,O,X,O,X,X,O,X,X,X
IZSOTJL,O,O,X,O,X,X,O,X,X,X
IZSOLTJ,O,O,X,O,X,O,O,X,X,X
IZSOLJT,O,O,O,O,X,X,O,X,X,X
IZSOJTL,O,O,X,O,X,X,O,X,X,X
IZSOJLT,O,O,O,O,X,X,O,X,X,X
IZOTLJS,X,O,X,X,X,O,O,X,X,X
IZOTLSJ,X,O,X,X,X,O,O,X,X,X
IZOTJLS,X,O,X,X,X,X,O,X,X,X
IZOTJSL,X,O,X,X,X,X,O,X,X,X
IZOTSLJ,X,O,X,X,X,X,O,X,X,X
IZOTSJL,X,O,X,X,X,X,O,X,X,X
IZOLTJS,X,X,X,X,X,O,O,X,X,X
IZOLTSJ,X,X,X,X,X,O,O,X,X,X
IZOLJTS,X,X,X,X,X,O,O,X,X,X
IZOLJST,O,O,X,X,X,X,O,X,X,X
IZOLSTJ,O,O,X,X,X,O,O,X,X,X
IZOLSJT,O,O,X,X,X,X,O,X,X,X
IZOJTLS,X,X,X,X,X,X,O,X,X,X
IZOJTSL,X,X,X,X,X,X,O,X,X,X
IZOJLTS,X,X,X,X,X,O,O,X,X,X
IZOJLST,O,O,X,X,X,X,O,X,X,X
IZOJSTL,O,O,X,X,X,X,O,X,X,X
IZOJSLT,O,X,O,X,X,X,O,X,X,X
IZOSTLJ,O,O,X,X,X,X,O,X,X,X
IZOSTJL,O,O,X,X,X,X,O,X,X,X
IZOSLTJ,O,O,X,X,X,O,O,X,X,X
IZOSLJT,O,O,O,X,X,X,O,X,X,X
IZOSJTL,O,O,X,X,X,X,O,X,X,X
IZOSJLT,O,O,O,X,X,X,O,X,X,X
IOTLJSZ,X,O,X,X,O,X,X,X,X,X
IOTLJZS,X,X,X,X,O,O,X,X,X,X
IOTLSJZ,X,O,X,X,O,X,X,X,X,X
IOTLSZJ,X,O,X,X,O,O,X,X,X,X
IOTLZJS,X,O,X,X,O,O,X,X,X,X
IOTLZSJ,X,O,X,X,X,O,X,X,X,X
IOTJLSZ,X,O,X,X,O,X,X,X,X,X
IOTJLZS,X,X,X,X,O,X,X,X,X,X
IOTJSLZ,X,O,O,X,O,X,X,X,X,X
IOTJSZL,X,O,X,X,O,X,X,X,X,X
IOTJZLS,X,X,X,X,O,X,X,X,X,X
IOTJZSL,X,X,O,X,X,X,X,X,X,X
IOTSLJZ,X,O,O,X,O,X,X,X,X,X
IOTSLZJ,X,O,X,X,O,X,X,X,X,X
IOTSJLZ,X,O,O,X,O,X,X,X,X,X
IOTSJZL,X,O,X,X,O,X,X,X,X,X
IOTSZLJ,X,O,X,X,O,X,X,X,X,X
IOTSZJL,X,O,X,X,O,X,X,X,X,X
IOTZLJS,X,O,X,X,O,O,X,X,X,X
IOTZLSJ,X,O,X,X,X,O,X,X,X,X
IOTZJLS,X,O,X,X,O,X,X,X,X,X
IOTZJSL,X,O,O,X,X,X,X,X,X,X
IOTZSLJ,X,O,O,X,X,X,X,X,X,X
IOTZSJL,X,O,O,X,X,X,X,X,X,X
IOLTJSZ,X,O,X,X,O,X,X,X,X,X
IOLTJZS,X,X,X,X,O,O,X,X,X,X
IOLTSJZ,X,O,X,X,O,X,X,X,X,X
IOLTSZJ,X,O,X,X,O,O,X,X,X,X
IOLTZJS,X,O,X,X,O,O,X,X,X,X
IOLTZSJ,X,O,X,X,X,O,X,X,X,X
IOLJTSZ,X,X,X,X,O,X,X,X,X,X
IOLJTZS,X,X,X,X,O,O,X,X,X,X
IOLJSTZ,X,X,X,X,O,X,X,X,X,X
IOLJSZT,X,X,X,X,O,X,X,X,X,X
IOLJZTS,X,X,X,X,X,O,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,O,X
IOLSTJZ,X,X,X,X,O,X,X,X,X,X
IOLSTZJ,X,X,X,X,O,O,X,X,X,X
IOLSJTZ,X,X,X,X,O,X,X,X,X,X
IOLSJZT,X,X,X,X,O,X,X,X,X,X
IOLSZTJ,X,X,X,X,X,O,X,X,X,O
IOLSZJT,X,X,X,X,O,X,X,X,X,O
IOLZTJS,X,X,X,X,X,O,X,X,O,X
IOLZTSJ,X,X,X,X,X,O,X,X,O,X
IOLZJTS,X,X,X,X,X,O,X,X,X,X
IOLZJST,X,O,X,X,X,X,X,X,O,X
IOLZSTJ,X,O,X,X,X,O,X,X,O,X
IOLZSJT,X,O,X,X,X,X,X,X,O,X
IOJTLSZ,X,X,X,X,O,X,X,X,X,X
IOJTLZS,X,X,X,X,O,X,X,X,X,X
IOJTSLZ,X,X,O,X,O,X,X,X,X,X
IOJTSZL,X,X,X,X,O,X,X,X,X,X
IOJTZLS,X,X,X,X,O,X,X,X,X,X
IOJTZSL,X,X,O,X,X,X,X,X,X,X
IOJLTSZ,X,X,X,X,O,X,X,X,X,X
IOJLTZS,X,X,X,X,O,O,X,X,X,X
IOJLSTZ,X,X,X,X,O,X,X,X,X,X
IOJLSZT,X,X,X,X,O,X,X,X,X,X
IOJLZTS,X,X,X,X,X,O,X,X,X,X
IOJLZST,X,X,X,X,X,X,X,X,O,X
IOJSTLZ,X,X,X,X,O,X,X,X,X,X
IOJSTZL,X,X,X,X,O,X,X,X,X,X
IOJSLTZ,X,X,O,X,O,X,X,X,X,X
IOJSLZT,X,X,O,X,O,X,X,X,X,X
IOJSZTL,X,X,X,X,X,X,X,X,X,O
IOJSZLT,X,X,X,X,O,X,X,X,X,O
IOJZTLS,X,X,X,X,X,X,O,X,X,X
IOJZTSL,X,X,X,X,X,X,O,X,X,X
IOJZLTS,X,X,X,X,X,O,O,X,X,X
IOJZLST,X,X,X,X,X,X,O,X,X,X
IOJZSTL,X,X,X,X,X,X,O,X,X,X
IOJZSLT,X,X,O,X,X,X,O,X,X,X
IOSTLJZ,X,O,X,X,O,X,X,X,X,X
IOSTLZJ,X,O,X,X,O,X,X,X,X,X
IOSTJLZ,X,O,X,X,O,X,X,X,X,X
IOSTJZL,X,O,X,X,O,X,X,X,X,X
IOSTZLJ,X,O,X,X,O,X,X,X,X,X
IOSTZJL,X,O,X,X,O,X,X,X,X,X
IOSLTJZ,X,X,X,X,O,X,X,X,X,X
IOSLTZJ,X,X,X,X,O,O,X,X,X,X
IOSLJTZ,X,X,O,X,O,X,X,X,X,X
IOSLJZT,X,X,O,X,O,X,X,X,X,X
IOSLZTJ,X,X,X,X,X,O,X,X,X,O
IOSLZJT,X,X,X,X,O,X,X,X,X,O
IOSJTLZ,X,X,X,X,O,X,X,O,X,X
IOSJTZL,X,X,X,X,O,X,X,X,X,X
IOSJLTZ,X,X,O,X,O,X,X,O,X,X
IOSJLZT,X,X,O,X,O,X,X,O,X,X
IOSJZTL,X,X,X,X,X,X,X,X,X,O
IOSJZLT,X,X,X,X,O,X,X,X,X,O
IOSZTLJ,X,O,X,X,X,X,X,X,X,X
IOSZTJL,X,O,X,X,X,X,X,X,X,O
IOSZLTJ,X,O,X,X,X,O,X,X,X,O
IOSZLJT,X,O,X,X,O,X,X,X,X,O
IOSZJTL,X,O,X,X,X,X,X,X,X,O
IOSZJLT,X,O,X,X,O,X,X,X,X,O
IOZTLJS,X,O,X,X,X,O,O,X,X,X
