sequence,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBGdBTgBihBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFRbBShBTdB2lBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Je//IvhFagBGdBRhBzgBUq?BFrB,v115@7gB8HeC8DeF8EeF8CeE8Jem6IvhFRcBSiB0fBzgBFq?BXrB,v115@7gB8HeC8DeF8EeF8CeE8Jei6IvhFGcBTdBRgBfqBVr?B0qB,v115@7gB8HeC8DeF8EeF8CeE8Je37IvhFchBTdB6kBmfBxq?B1vB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFibBGdBRlBfrBlm?BUqB,v115@7gB8HeC8DeF8EeF8CeE8JeT6IvhFxcBfqBmlBllBCn?B0qB,v115@7gB8HeC8DeF8EeF8CeE8JeR7IvhFGdB0gBaqB/kBlm?BzqB,v115@7gB8HeC8DeF8EeF8CeE8JeG8IvhFTdBxfB8lBaqBlk?BXrB
SJOLIZT,O,X,O,O,O,X,X,O,X,X
SJOLZTI,O,X,O,O,O,X,X,O,O,O
SJOLZIT,O,X,O,O,O,X,X,O,O,O
SJOZTIL,O,O,O,O,O,X,X,X,X,O
SJOZTLI,O,O,O,O,O,X,X,O,X,O
SJOZITL,O,O,X,O,X,X,O,X,X,O
SJOZILT,O,O,O,O,O,X,O,X,X,O
SJOZLTI,O,O,O,O,O,X,X,O,X,O
SJOZLIT,O,O,O,O,O,X,X,O,X,O
SZTILJO,O,O,O,O,O,X,X,X,X,X
SZTILOJ,O,O,O,O,O,X,X,X,X,X
SZTIJLO,O,O,O,O,O,X,X,X,X,X
SZTIJOL,O,O,O,O,O,X,X,X,X,O
SZTIOLJ,O,O,O,O,O,X,X,X,X,X
SZTIOJL,O,O,O,O,O,X,X,X,X,O
SZTLIJO,O,O,O,O,O,X,X,X,X,O
SZTLIOJ,O,O,O,O,O,X,X,X,X,O
SZTLJIO,O,O,O,O,O,X,X,X,X,O
SZTLJOI,O,O,O,O,O,X,X,X,X,O
SZTLOIJ,O,O,O,O,O,X,X,X,X,O
SZTLOJI,O,O,O,O,O,X,X,X,X,O
SZTJILO,O,O,O,O,O,X,X,X,X,X
SZTJIOL,O,O,O,O,O,X,X,X,X,O
SZTJLIO,O,O,O,O,O,X,X,X,X,O
SZTJLOI,O,O,O,O,O,X,X,X,X,O
SZTJOIL,O,O,O,O,O,X,X,X,X,O
SZTJOLI,O,O,O,O,O,X,X,X,X,O
SZTOILJ,O,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,O,O,X,X,X,X,O
SZTOLIJ,O,O,O,O,O,X,X,X,X,O
SZTOLJI,O,O,O,O,O,X,X,X,X,O
SZTOJIL,O,O,O,O,O,X,X,X,X,O
SZTOJLI,O,O,O,O,O,X,X,X,X,O
SZITLJO,O,O,O,X,X,X,O,X,X,X
SZITLOJ,O,O,O,X,X,X,O,X,X,X
SZITJLO,O,O,O,X,X,X,O,X,X,X
SZITJOL,O,O,O,X,X,X,O,X,X,O
SZITOLJ,O,O,O,X,X,X,O,X,X,X
SZITOJL,O,O,O,X,X,X,O,X,X,O
SZILTJO,O,O,O,O,X,O,O,X,X,O
SZILTOJ,O,O,O,X,X,O,O,X,X,O
SZILJTO,O,O,O,O,X,X,O,X,X,O
SZILJOT,O,O,O,O,O,X,O,X,X,O
SZILOTJ,O,O,X,O,X,O,O,X,X,O
SZILOJT,O,O,O,O,O,X,O,X,X,O
SZIJTLO,O,O,O,X,X,X,O,X,X,X
SZIJTOL,O,O,O,X,X,X,O,X,X,O
SZIJLTO,O,O,O,O,X,X,O,X,X,O
SZIJLOT,O,O,O,O,O,X,O,X,X,O
SZIJOTL,O,O,X,O,X,X,O,X,X,O
SZIJOLT,O,O,O,O,O,X,O,X,X,O
SZIOTLJ,O,O,X,O,X,X,O,X,X,X
SZIOTJL,O,O,X,O,X,X,O,X,X,O
SZIOLTJ,O,O,X,O,X,O,O,X,X,O
SZIOLJT,O,O,O,O,O,X,O,X,X,O
SZIOJTL,O,O,X,O,X,X,O,X,X,O
SZIOJLT,O,O,O,O,O,X,O,X,X,O
SZLTIJO,O,O,O,O,O,X,X,X,X,O
SZLTIOJ,O,O,O,O,O,X,X,X,X,O
SZLTJIO,O,O,O,O,O,X,X,X,X,O
SZLTJOI,O,O,O,O,O,X,X,X,X,O
SZLTOIJ,O,O,O,O,O,X,X,X,X,O
SZLTOJI,O,O,O,O,O,X,X,X,X,O
SZLITJO,O,O,O,O,X,O,X,X,X,O
SZLITOJ,O,O,O,O,X,O,X,X,X,O
SZLIJTO,O,O,O,O,X,X,X,X,X,O
SZLIJOT,O,O,O,O,O,X,X,X,X,O
SZLIOTJ,O,O,X,O,X,O,X,X,X,O
SZLIOJT,O,O,O,O,O,X,X,X,X,O
SZLJTIO,O,O,O,O,X,X,X,X,X,O
SZLJTOI,O,O,O,O,X,X,X,X,X,O
SZLJITO,O,O,O,O,X,X,X,X,X,O
SZLJIOT,O,O,O,O,X,X,X,X,X,O
SZLJOTI,O,O,O,O,O,X,X,X,X,O
SZLJOIT,O,O,O,O,O,X,X,X,X,O
SZLOTIJ,O,O,O,O,O,X,X,X,X,O
SZLOTJI,O,O,O,O,O,X,X,X,X,O
SZLOITJ,O,O,X,O,X,O,X,X,X,O
SZLOIJT,O,O,O,O,O,X,X,X,X,O
SZLOJTI,O,O,O,O,O,X,X,X,X,O
SZLOJIT,O,O,O,O,O,X,X,X,X,O
SZJTILO,O,O,O,O,O,X,X,X,X,X
SZJTIOL,O,O,O,O,O,X,X,X,X,O
SZJTLIO,O,O,O,O,X,X,X,O,X,O
SZJTLOI,O,O,O,O,O,X,X,O,X,O
SZJTOIL,O,O,O,O,O,X,X,X,X,O
SZJTOLI,O,O,O,O,O,X,X,O,X,O
SZJITLO,O,O,O,X,X,X,O,X,X,X
SZJITOL,O,O,O,X,X,X,O,X,X,O
SZJILTO,O,O,O,O,X,X,O,X,X,O
SZJILOT,O,O,O,O,O,X,O,X,X,O
SZJIOTL,O,O,X,O,X,X,O,X,X,O
SZJIOLT,O,O,O,O,O,X,O,X,X,O
SZJLTIO,O,O,O,O,X,X,X,O,X,O
SZJLTOI,O,O,O,O,X,X,X,O,X,O
SZJLITO,O,O,O,O,X,X,X,O,X,O
SZJLIOT,O,O,O,O,X,X,X,O,X,O
SZJLOTI,O,O,O,O,O,X,X,O,X,O
SZJLOIT,O,O,O,O,O,X,X,O,X,O
SZJOTIL,O,O,O,O,O,X,X,X,X,O
SZJOTLI,O,O,O,O,O,X,X,O,X,O
SZJOITL,O,O,X,O,X,X,O,X,X,O
SZJOILT,O,O,O,O,O,X,O,X,X,O
SZJOLTI,O,O,O,O,O,X,X,O,X,O
SZJOLIT,O,O,O,O,O,X,X,O,X,O
SZOTILJ,O,O,O,O,O,X,X,X,X,X
SZOTIJL,O,O,O,O,O,X,X,X,X,O
SZOTLIJ,O,O,O,O,O,X,X,X,X,O
SZOTLJI,O,O,O,O,O,X,X,X,X,O
SZOTJIL,O,O,O,O,O,X,X,X,X,O
SZOTJLI,O,O,O,O,O,X,X,X,X,O
SZOITLJ,O,O,X,O,X,X,O,X,X,X
SZOITJL,O,O,X,O,X,X,O,X,X,O
SZOILTJ,O,O,X,O,X,O,O,X,X,O
SZOILJT,O,O,O,O,O,X,O,X,X,O
SZOIJTL,O,O,X,O,X,X,O,X,X,O
SZOIJLT,O,O,O,O,O,X,O,X,X,O
SZOLTIJ,O,O,O,O,O,X,X,X,X,O
SZOLTJI,O,O,O,O,O,X,X,X,X,O
SZOLITJ,O,O,X,O,X,O,X,X,X,O
SZOLIJT,O,O,O,O,O,X,X,X,X,O
SZOLJTI,O,O,O,O,O,X,X,X,X,O
SZOLJIT,O,O,O,O,O,X,X,X,X,O
SZOJTIL,O,O,O,O,O,X,X,X,X,O
SZOJTLI,O,O,O,O,O,X,X,O,X,O
SZOJITL,O,O,X,O,X,X,O,X,X,O
SZOJILT,O,O,O,O,O,X,O,X,X,O
SZOJLTI,O,O,O,O,O,X,X,O,X,O
SZOJLIT,O,O,O,O,O,X,X,O,X,O
SOTILJZ,O,O,O,O,O,X,X,X,X,X
SOTILZJ,O,O,X,O,O,X,X,X,X,X
SOTIJLZ,O,O,O,O,O,X,X,X,X,X
SOTIJZL,O,O,X,O,O,X,X,X,X,X
SOTIZLJ,O,O,X,O,O,X,X,X,X,X
SOTIZJL,O,O,X,O,O,X,X,X,X,X
SOTLIJZ,O,O,O,O,O,X,X,X,X,X
SOTLIZJ,O,O,X,O,O,X,X,X,X,X
SOTLJIZ,O,O,O,O,O,X,X,X,X,X
SOTLJZI,O,O,X,O,O,X,X,X,X,X
SOTLZIJ,O,O,X,O,O,X,X,X,X,O
SOTLZJI,O,O,X,O,O,X,X,X,X,O
SOTJILZ,O,O,O,O,O,X,X,O,X,X
SOTJIZL,O,O,X,O,O,X,X,X,X,X
SOTJLIZ,O,O,O,O,O,X,X,O,X,X
SOTJLZI,O,O,X,O,O,X,X,O,X,X
SOTJZIL,O,O,O,O,O,X,X,X,X,O
SOTJZLI,O,O,O,O,O,X,X,O,X,O
SOTZILJ,O,O,O,O,O,X,X,X,X,X
SOTZIJL,O,O,O,O,O,X,X,X,X,O
SOTZLIJ,O,O,O,O,O,X,X,X,X,O
SOTZLJI,O,O,O,O,O,X,X,X,X,O
SOTZJIL,O,O,O,O,O,X,X,X,X,O
SOTZJLI,O,O,O,O,O,X,X,X,X,O
SOITLJZ,O,O,X,O,O,X,X,X,X,X
SOITLZJ,X,O,X,O,O,X,X,X,X,X
SOITJLZ,O,O,X,O,O,X,X,X,X,X
SOITJZL,O,O,X,O,O,X,X,X,X,X
SOITZLJ,X,O,X,O,O,X,X,X,X,X
SOITZJL,X,O,X,O,O,X,X,X,X,X
SOILTJZ,X,X,X,O,O,X,X,X,X,X
SOILTZJ,X,X,X,O,O,O,X,X,X,X
SOILJTZ,O,X,O,O,O,X,X,X,X,X
SOILJZT,O,X,O,O,O,X,X,X,X,X
SOILZTJ,X,X,X,O,X,O,X,X,X,O
SOILZJT,X,X,X,O,O,X,X,X,X,O
SOIJTLZ,O,X,X,O,O,X,X,O,X,X
SOIJTZL,O,X,X,O,O,X,X,X,X,X
SOIJLTZ,O,X,O,O,O,X,X,O,X,X
SOIJLZT,O,X,O,O,O,X,X,O,X,X
SOIJZTL,O,X,X,O,X,X,X,X,X,O
SOIJZLT,O,X,X,O,O,X,X,X,X,O
SOIZTLJ,X,O,X,O,X,X,X,X,X,X
SOIZTJL,X,O,X,O,X,X,X,X,X,O
SOIZLTJ,X,O,X,O,X,O,X,X,X,O
SOIZLJT,X,O,X,O,O,X,X,X,X,O
SOIZJTL,X,O,X,O,X,X,X,X,X,O
SOIZJLT,X,O,X,O,O,X,X,X,X,O
SOLTIJZ,O,O,O,O,O,X,X,X,X,X
SOLTIZJ,O,O,X,O,O,X,X,X,X,X
SOLTJIZ,O,O,O,O,O,X,X,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X,X,X
SOLTZIJ,O,O,X,O,O,X,X,X,X,O
SOLTZJI,O,O,X,O,O,X,X,X,X,O
SOLITJZ,X,X,X,O,O,X,X,X,X,X
SOLITZJ,X,X,X,O,O,O,X,X,X,X
SOLIJTZ,O,X,O,O,O,X,X,X,X,X
SOLIJZT,O,X,O,O,O,X,X,X,X,X
SOLIZTJ,X,X,X,O,X,O,X,X,X,O
SOLIZJT,X,X,X,O,O,X,X,X,X,O
SOLJTIZ,O,X,O,O,O,X,X,O,X,X
SOLJTZI,O,X,X,O,O,X,X,O,X,X
SOLJITZ,O,X,O,O,O,X,X,O,X,X
SOLJIZT,O,X,O,O,O,X,X,O,X,X
SOLJZTI,O,X,O,O,O,X,X,O,O,O
SOLJZIT,O,X,O,O,O,X,X,O,O,O
SOLZTIJ,O,O,O,O,O,X,X,X,O,O
SOLZTJI,O,O,O,O,O,X,X,X,O,O
SOLZITJ,O,O,X,O,X,O,X,X,O,O
SOLZIJT,O,O,O,O,O,X,X,X,O,O
SOLZJTI,O,O,O,O,O,X,X,X,O,O
SOLZJIT,O,O,O,O,O,X,X,X,O,O
SOJTILZ,O,O,O,O,O,X,X,O,X,X
SOJTIZL,O,O,X,O,O,X,X,X,X,X
SOJTLIZ,O,O,O,O,O,X,X,O,X,X
SOJTLZI,O,O,X,O,O,X,X,O,X,X
SOJTZIL,O,O,O,O,O,X,X,X,X,O
SOJTZLI,O,O,O,O,O,X,X,O,X,O
SOJITLZ,O,X,X,O,O,X,X,O,X,X
SOJITZL,O,X,X,O,O,X,X,X,X,X
SOJILTZ,O,X,O,O,O,X,X,O,X,X
SOJILZT,O,X,O,O,O,X,X,O,X,X
SOJIZTL,O,X,X,O,X,X,X,X,X,O
SOJIZLT,O,X,X,O,O,X,X,X,X,O
SOJLTIZ,O,X,O,O,O,X,X,O,X,X
SOJLTZI,O,X,X,O,O,X,X,O,X,X
SOJLITZ,O,X,O,O,O,X,X,O,X,X
SOJLIZT,O,X,O,O,O,X,X,O,X,X
SOJLZTI,O,X,O,O,O,X,X,O,O,O
SOJLZIT,O,X,O,O,O,X,X,O,O,O
SOJZTIL,O,O,O,O,O,X,X,X,X,O
SOJZTLI,O,O,O,O,O,X,X,O,X,O
SOJZITL,O,O,X,O,X,X,O,X,X,O
SOJZILT,O,O,O,O,O,X,O,X,X,O
SOJZLTI,O,O,O,O,O,X,X,O,X,O
SOJZLIT,O,O,O,O,O,X,X,O,X,O
SOZTILJ,O,O,O,O,O,X,X,X,X,X
SOZTIJL,O,O,O,O,O,X,X,X,X,O
SOZTLIJ,O,O,O,O,O,X,X,X,X,O
SOZTLJI,O,O,O,O,O,X,X,X,X,O
SOZTJIL,O,O,O,O,O,X,X,X,X,O
SOZTJLI,O,O,O,O,O,X,X,X,X,O
SOZITLJ,O,O,X,O,X,X,O,X,X,X
SOZITJL,O,O,X,O,X,X,O,X,X,O
SOZILTJ,O,O,X,O,X,O,O,X,X,O
SOZILJT,O,O,O,O,O,X,O,X,X,O
SOZIJTL,O,O,X,O,X,X,O,X,X,O
SOZIJLT,O,O,O,O,O,X,O,X,X,O
SOZLTIJ,O,O,O,O,O,X,X,X,X,O
SOZLTJI,O,O,O,O,O,X,X,X,X,O
SOZLITJ,O,O,X,O,X,O,X,X,X,O
SOZLIJT,O,O,O,O,O,X,X,X,X,O
SOZLJTI,O,O,O,O,O,X,X,X,X,O
SOZLJIT,O,O,O,O,O,X,X,X,X,O
SOZJTIL,O,O,O,O,O,X,X,X,X,O
SOZJTLI,O,O,O,O,O,X,X,O,X,O
SOZJITL,O,O,X,O,X,X,O,X,X,O
SOZJILT,O,O,O,O,O,X,O,X,X,O
SOZJLTI,O,O,O,O,O,X,X,O,X,O
SOZJLIT,O,O,O,O,O,X,X,O,X,O
ZTILJSO,O,O,O,O,X,O,O,X,X,X
ZTILJOS,O,O,X,O,O,O,O,X,X,X
ZTILSJO,O,O,O,O,X,O,O,X,X,X
ZTILSOJ,O,O,O,O,X,O,O,X,X,X
ZTILOJS,O,O,X,O,O,O,O,X,X,X
ZTILOSJ,O,O,X,O,X,O,O,X,X,X
ZTIJLSO,O,O,O,O,X,X,O,X,X,X
ZTIJLOS,O,O,X,O,O,X,O,X,X,X
ZTIJSLO,O,O,O,O,X,X,O,X,X,X
ZTIJSOL,O,O,O,O,X,X,O,X,X,X
ZTIJOLS,O,O,X,O,O,X,O,X,X,X
ZTIJOSL,O,O,O,O,X,X,O,X,X,X
ZTISLJO,O,O,O,O,X,X,O,X,X,X
ZTISLOJ,O,O,O,O,X,X,O,X,X,X
ZTISJLO,O,O,O,O,X,X,O,X,X,X
ZTISJOL,O,O,O,O,X,X,O,X,X,X
ZTISOLJ,O,O,O,O,X,X,O,X,X,X
ZTISOJL,O,O,O,O,X,X,O,X,X,X
ZTIOLJS,O,O,X,O,O,O,O,X,X,X
ZTIOLSJ,O,O,X,O,X,O,O,X,X,X
ZTIOJLS,O,O,X,O,O,X,O,X,X,X
ZTIOJSL,O,O,O,O,X,X,O,X,X,X
ZTIOSLJ,O,O,O,O,X,X,O,X,X,X
ZTIOSJL,O,O,O,O,X,X,O,X,X,X
ZTLIJSO,O,O,O,O,X,O,X,X,X,X
ZTLIJOS,O,O,X,O,O,O,X,X,X,X
ZTLISJO,O,O,O,O,X,O,X,X,X,X
ZTLISOJ,O,O,O,O,X,O,X,X,X,X
ZTLIOJS,O,O,X,O,O,O,X,X,X,X
ZTLIOSJ,O,O,X,O,X,O,X,X,X,X
ZTLJISO,O,O,O,O,X,X,X,X,X,X
ZTLJIOS,O,O,X,O,X,X,X,X,X,X
ZTLJSIO,O,O,O,O,X,X,X,X,X,X
ZTLJSOI,O,O,O,O,X,X,X,X,X,X
ZTLJOIS,O,O,X,O,O,X,X,X,X,X
ZTLJOSI,O,O,X,O,O,X,X,X,X,X
ZTLSIJO,O,O,O,O,O,X,X,X,X,X
ZTLSIOJ,O,O,O,O,O,X,X,X,X,X
ZTLSJIO,O,O,O,O,O,X,X,X,X,X
ZTLSJOI,O,O,O,O,O,X,X,X,X,X
ZTLSOIJ,O,O,O,O,O,X,X,X,X,X
ZTLSOJI,O,O,O,O,O,X,X,X,X,X
ZTLOIJS,O,O,X,O,O,O,X,X,X,X
ZTLOISJ,O,O,X,O,X,O,X,X,X,X
ZTLOJIS,O,O,X,O,O,X,X,X,X,X
ZTLOJSI,O,O,X,O,O,X,X,X,X,X
ZTLOSIJ,O,O,X,O,O,X,X,X,X,X
ZTLOSJI,O,O,X,O,O,X,X,X,X,X
ZTJILSO,O,O,O,O,X,X,O,X,X,X
ZTJILOS,O,O,X,O,O,X,O,X,X,X
ZTJISLO,O,O,O,O,X,X,O,X,X,X
ZTJISOL,O,O,O,O,X,X,O,X,X,X
ZTJIOLS,O,O,X,O,O,X,O,X,X,X
ZTJIOSL,O,O,O,O,X,X,O,X,X,X
ZTJLISO,O,O,O,O,X,X,X,X,X,X
ZTJLIOS,O,O,X,O,X,X,X,X,X,X
ZTJLSIO,O,O,O,O,X,X,X,X,X,X
ZTJLSOI,O,O,O,O,X,X,X,X,X,X
ZTJLOIS,O,O,X,O,O,X,X,X,X,X
ZTJLOSI,O,O,X,O,O,X,X,X,X,X
ZTJSILO,O,O,O,O,O,X,X,X,X,X
ZTJSIOL,O,O,O,O,O,X,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,O,O,O,X,X,X,X,X
ZTJSOIL,O,O,O,O,O,X,X,X,X,X
ZTJSOLI,O,O,O,O,O,X,X,X,X,X
ZTJOILS,O,O,X,O,O,X,O,X,X,X
ZTJOISL,O,O,O,O,X,X,O,X,X,X
ZTJOLIS,O,O,X,O,O,X,X,X,X,X
ZTJOLSI,O,O,X,O,O,X,X,X,X,X
ZTJOSIL,O,O,O,O,O,X,X,X,X,X
ZTJOSLI,O,O,O,O,O,X,X,X,X,X
ZTSILJO,O,O,O,O,O,X,X,X,X,X
ZTSILOJ,O,O,O,O,O,X,X,X,X,X
ZTSIJLO,O,O,O,O,O,X,X,X,X,X
ZTSIJOL,O,O,O,O,O,X,X,X,X,X
ZTSIOLJ,O,O,O,O,O,X,X,X,X,X
ZTSIOJL,O,O,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,O,O,X,X,X,X,X
ZTSLIOJ,O,O,O,O,O,X,X,X,X,X
ZTSLJIO,O,O,O,O,O,X,X,X,X,X
ZTSLJOI,O,O,O,O,O,X,X,X,X,X
ZTSLOIJ,O,O,O,O,O,X,X,X,X,X
ZTSLOJI,O,O,O,O,O,X,X,X,X,X
ZTSJILO,O,O,O,O,O,X,X,X,X,X
ZTSJIOL,O,O,O,O,O,X,X,X,X,X
ZTSJLIO,O,O,O,O,O,X,X,X,X,X
ZTSJLOI,O,O,O,O,O,X,X,X,X,X
ZTSJOIL,O,O,O,O,O,X,X,X,X,X
ZTSJOLI,O,O,O,O,O,X,X,X,X,X
ZTSOILJ,O,O,O,O,O,X,X,X,X,X
ZTSOIJL,O,O,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,O,O,X,X,X,X,X
ZTSOLJI,O,O,O,O,O,X,X,X,X,X
ZTSOJIL,O,O,O,O,O,X,X,X,X,X
ZTSOJLI,O,O,O,O,O,X,X,X,X,X
ZTOILJS,O,O,X,O,O,O,O,X,X,X
ZTOILSJ,O,O,X,O,X,O,O,X,X,X
ZTOIJLS,O,O,X,O,O,X,O,X,X,X
ZTOIJSL,O,O,O,O,X,X,O,X,X,X
ZTOISLJ,O,O,O,O,X,X,O,X,X,X
ZTOISJL,O,O,O,O,X,X,O,X,X,X
ZTOLIJS,O,O,X,O,O,O,X,X,X,X
ZTOLISJ,O,O,X,O,X,O,X,X,X,X
ZTOLJIS,O,O,X,O,O,X,X,X,X,X
ZTOLJSI,O,O,X,O,O,X,X,X,X,X
ZTOLSIJ,O,O,X,O,O,X,X,X,X,X
ZTOLSJI,O,O,X,O,O,X,X,X,X,X
ZTOJILS,O,O,X,O,O,X,O,X,X,X
ZTOJISL,O,O,O,O,X,X,O,X,X,X
ZTOJLIS,O,O,X,O,O,X,X,X,X,X
ZTOJLSI,O,O,X,O,O,X,X,X,X,X
ZTOJSIL,O,O,O,O,O,X,X,X,X,X
ZTOJSLI,O,O,O,O,O,X,X,X,X,X
ZTOSILJ,O,O,O,O,O,X,X,X,X,X
ZTOSIJL,O,O,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,O,O,O,X,X,X,X,X
ZTOSLJI,O,O,O,O,O,X,X,X,X,X
ZTOSJIL,O,O,O,O,O,X,X,X,X,X
ZTOSJLI,O,O,O,O,O,X,X,X,X,X
ZITLJSO,O,O,O,O,X,O,O,X,X,X
ZITLJOS,O,O,X,O,X,O,O,X,X,X
ZITLSJO,O,O,O,O,X,O,O,X,X,X
ZITLSOJ,O,O,O,O,X,O,O,X,X,X
ZITLOJS,O,O,X,O,X,O,O,X,X,X
ZITLOSJ,O,O,X,O,X,O,O,X,X,X
ZITJLSO,O,O,O,O,X,X,O,X,X,X
ZITJLOS,O,O,X,O,X,X,O,X,X,X
ZITJSLO,O,O,O,O,X,X,O,X,X,X
ZITJSOL,O,O,O,O,X,X,O,X,X,X
ZITJOLS,O,O,X,O,X,X,O,X,X,X
ZITJOSL,O,O,O,O,X,X,O,X,X,X
ZITSLJO,O,O,O,O,X,X,O,X,X,X
ZITSLOJ,O,O,O,O,X,X,O,X,X,X
ZITSJLO,O,O,O,O,X,X,O,X,X,X
ZITSJOL,O,O,O,O,X,X,O,X,X,X
ZITSOLJ,O,O,O,O,X,X,O,X,X,X
ZITSOJL,O,O,O,O,X,X,O,X,X,X
ZITOLJS,O,O,X,O,X,O,O,X,X,X
ZITOLSJ,O,O,X,O,X,O,O,X,X,X
ZITOJLS,O,O,X,O,X,X,O,X,X,X
ZITOJSL,O,O,O,O,X,X,O,X,X,X
ZITOSLJ,O,O,O,O,X,X,O,X,X,X
ZITOSJL,O,O,O,O,X,X,O,X,X,X
ZILTJSO,X,X,X,O,X,O,O,X,X,X
ZILTJOS,X,X,X,O,X,O,O,X,X,X
ZILTSJO,X,X,X,O,X,O,O,X,X,X
ZILTSOJ,X,X,X,O,X,O,O,X,X,X
ZILTOJS,X,X,X,O,X,O,O,X,X,X
ZILTOSJ,X,X,X,O,X,O,O,X,X,X
ZILJTSO,X,X,X,O,X,O,O,X,X,X
ZILJTOS,X,X,X,O,X,O,O,X,X,X
ZILJSTO,O,O,O,O,X,X,O,X,X,X
ZILJSOT,O,O,O,O,X,X,O,X,X,X
ZILJOTS,X,X,X,O,X,O,O,X,X,X
ZILJOST,O,O,X,O,X,X,O,X,X,X
ZILSTJO,O,X,O,O,X,O,O,X,X,X
ZILSTOJ,X,O,X,X,X,O,O,X,X,X
ZILSJTO,O,O,O,O,X,X,O,X,X,X
ZILSJOT,O,O,O,O,X,X,O,X,X,X
ZILSOTJ,O,O,X,O,X,O,O,X,X,X
ZILSOJT,O,O,O,O,X,X,O,X,X,X
ZILOTJS,X,X,X,X,X,O,O,X,X,X
ZILOTSJ,X,X,X,X,X,O,O,X,X,X
ZILOJTS,X,X,X,O,X,O,O,X,X,X
ZILOJST,O,O,X,O,X,X,O,X,X,X
ZILOSTJ,O,O,X,X,X,O,O,X,X,X
ZILOSJT,O,O,X,X,X,X,O,X,X,X
ZIJTLSO,O,X,O,O,X,X,O,X,X,X
ZIJTLOS,O,X,X,O,X,X,O,X,X,X
ZIJTSLO,O,X,O,O,X,X,O,X,X,X
ZIJTSOL,O,X,O,O,X,X,O,X,X,X
ZIJTOLS,O,X,X,O,X,X,O,X,X,X
ZIJTOSL,O,X,O,O,X,X,O,X,X,X
ZIJLTSO,X,X,X,O,X,O,O,X,X,X
ZIJLTOS,X,X,X,O,X,O,O,X,X,X
ZIJLSTO,O,O,O,O,X,X,O,X,X,X
ZIJLSOT,O,O,O,O,X,X,O,X,X,X
ZIJLOTS,X,X,X,O,X,O,O,X,X,X
ZIJLOST,O,O,X,O,X,X,O,X,X,X
ZIJSTLO,O,O,O,X,X,X,O,X,X,X
ZIJSTOL,O,O,O,X,X,X,O,X,X,X
ZIJSLTO,O,O,O,O,X,X,O,X,X,X
ZIJSLOT,O,X,O,O,X,X,O,X,X,X
ZIJSOTL,O,O,X,O,X,X,O,X,X,X
ZIJSOLT,O,X,O,O,X,X,O,X,X,X
ZIJOTLS,X,X,X,X,X,X,O,X,X,X
ZIJOTSL,X,X,X,X,X,X,O,X,X,X
ZIJOLTS,X,X,X,X,X,O,O,X,X,X
ZIJOLST,O,O,X,X,X,X,O,X,X,X
ZIJOSTL,O,O,X,X,X,X,O,X,X,X
ZIJOSLT,O,X,O,X,X,X,O,X,X,X
ZISTLJO,O,O,O,X,X,X,O,X,X,X
ZISTLOJ,O,O,O,X,X,X,O,X,X,X
ZISTJLO,O,O,O,X,X,X,O,X,X,X
ZISTJOL,O,O,O,X,X,X,O,X,X,X
ZISTOLJ,O,O,O,X,X,X,O,X,X,X
ZISTOJL,O,O,O,X,X,X,O,X,X,X
ZISLTJO,O,O,O,O,X,O,O,X,X,X
ZISLTOJ,O,O,O,X,X,O,O,X,X,X
ZISLJTO,O,O,O,O,X,X,O,X,X,X
ZISLJOT,O,O,O,O,X,X,O,X,X,X
ZISLOTJ,O,O,X,O,X,O,O,X,X,X
ZISLOJT,O,O,O,O,X,X,O,X,X,X
ZISJTLO,O,O,O,X,X,X,O,X,X,X
ZISJTOL,O,O,O,X,X,X,O,X,X,X
ZISJLTO,O,O,O,O,X,X,O,X,X,X
ZISJLOT,O,O,O,O,X,X,O,X,X,X
ZISJOTL,O,O,X,O,X,X,O,X,X,X
ZISJOLT,O,O,O,O,X,X,O,X,X,X
ZISOTLJ,O,O,X,O,X,X,O,X,X,X
ZISOTJL,O,O,X,O,X,X,O,X,X,X
ZISOLTJ,O,O,X,O,X,O,O,X,X,X
ZISOLJT,O,O,O,O,X,X,O,X,X,X
ZISOJTL,O,O,X,O,X,X,O,X,X,X
ZISOJLT,O,O,O,O,X,X,O,X,X,X
ZIOTLJS,X,O,X,X,X,O,O,X,X,X
ZIOTLSJ,X,O,X,X,X,O,O,X,X,X
ZIOTJLS,X,O,X,X,X,X,O,X,X,X
ZIOTJSL,X,O,X,X,X,X,O,X,X,X
ZIOTSLJ,X,O,X,X,X,X,O,X,X,X
ZIOTSJL,X,O,X,X,X,X,O,X,X,X
ZIOLTJS,X,X,X,X,X,O,O,X,X,X
ZIOLTSJ,X,X,X,X,X,O,O,X,X,X
ZIOLJTS,X,X,X,X,X,O,O,X,X,X
ZIOLJST,O,O,X,X,X,X,O,X,X,X
ZIOLSTJ,O,O,X,X,X,O,O,X,X,X
