sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
LSOJZTI,O,X,X,O,X,X,X,X,X,O,X,X,X
LSOJZIT,O,X,X,O,X,X,X,X,X,O,X,X,X
LSOZTIJ,O,X,X,O,O,X,X,O,X,O,X,X,X
LSOZTJI,O,X,X,O,O,X,X,X,X,O,X,X,X
LSOZITJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LSOZIJT,O,X,X,O,O,X,X,X,X,O,X,X,O
LSOZJTI,O,X,X,O,X,X,X,X,X,O,X,X,X
LSOZJIT,O,X,X,O,X,X,X,X,X,O,X,X,X
LZTIJSO,O,O,O,O,X,O,O,X,X,X,X,X,X
LZTIJOS,O,O,O,X,X,O,O,X,X,X,X,X,X
LZTISJO,O,X,O,O,X,O,O,X,X,X,X,X,X
LZTISOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
LZTIOJS,O,X,O,X,X,O,O,X,O,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,O,X,O,X,X,X,X
LZTJISO,O,O,O,O,X,O,O,X,X,X,X,X,X
LZTJIOS,O,O,O,X,X,O,O,X,X,X,X,X,X
LZTJSIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZTJSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
LZTJOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTJOSI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZTSIJO,O,X,X,O,X,X,O,X,X,O,X,X,X
LZTSIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZTSJIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZTSJOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZTSOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LZTSOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTOISJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZITJSO,O,O,O,X,X,O,X,X,X,X,X,X,X
LZITJOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,X,X,X,X,X,X,X
LZITSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LZITOJS,O,X,X,X,X,X,X,X,O,X,X,X,X
LZITOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LZIJTSO,X,O,O,X,X,O,X,X,X,X,X,X,X
LZIJTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZIJSTO,X,O,X,X,X,O,O,X,X,X,X,O,X
LZIJSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
LZIJOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZIJOST,O,O,O,X,X,O,X,X,X,X,X,O,X
LZISTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
LZISTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
LZISJTO,O,X,X,X,X,O,O,X,X,X,X,X,X
LZISJOT,O,X,O,X,X,O,X,X,X,X,X,X,X
LZISOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LZISOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIOTJS,O,X,X,X,X,X,X,X,O,X,X,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
LZIOJTS,O,X,O,X,X,O,X,X,X,X,X,X,X
LZIOJST,O,X,O,X,X,O,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LZIOSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJTISO,O,O,O,O,X,O,O,X,X,X,X,X,X
LZJTIOS,O,O,O,X,X,O,O,X,X,X,X,X,X
LZJTSIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZJTSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
LZJTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LZJTOSI,X,O,O,O,X,X,X,X,X,O,X,X,X
LZJITSO,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJITOS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,O,O,X,X,X,X,O,X
LZJISOT,O,O,O,X,X,O,X,X,X,X,X,O,X
LZJIOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJIOST,O,O,O,X,X,O,X,X,X,X,X,O,X
LZJSTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZJSTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZJSITO,O,O,X,O,X,O,O,X,X,O,X,O,X
LZJSIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
LZJSOTI,X,X,O,O,X,X,X,X,X,O,X,X,X
LZJSOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
LZJOTIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZJOTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZJOITS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZJOIST,O,O,O,O,X,O,X,X,X,X,X,X,X
LZJOSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZJOSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LZSTIJO,O,X,X,O,X,X,O,X,X,O,X,X,X
LZSTIOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZSTJIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZSTJOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSTOIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LZSTOJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LZSITJO,O,X,X,X,X,X,O,X,X,O,X,X,X
LZSITOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
LZSIJTO,O,X,X,O,X,O,O,X,X,O,X,O,X
LZSIJOT,O,X,O,O,X,O,X,X,X,O,X,O,X
LZSIOTJ,O,X,X,X,X,X,X,X,O,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
LZSJTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZSJTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJITO,O,O,X,O,X,O,O,X,X,O,X,O,X
LZSJIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
LZSJOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSOTIJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LZSOTJI,O,X,X,O,X,X,X,X,X,O,X,X,X
LZSOITJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LZSOIJT,O,X,X,O,X,X,X,X,X,O,X,X,X
LZSOJTI,O,X,X,O,X,X,X,X,X,O,X,X,X
LZSOJIT,O,X,X,O,X,X,X,X,X,O,X,X,X
LZOTIJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOTISJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOTJIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOTJSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOTSJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZOIJST,O,O,O,O,X,O,X,X,X,X,X,X,X
LZOISTJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LZOISJT,O,X,X,O,X,X,X,X,X,X,X,X,X
LZOJTIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOJTSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,O,X,X,O,X,X,X,X,X,X,X
LZOJIST,O,O,O,O,X,O,X,X,X,X,X,X,X
LZOJSTI,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOSTJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOSITJ,O,X,X,O,X,X,X,X,X,X,X,X,X
LZOSIJT,O,X,X,O,X,X,X,X,X,X,X,X,X
LZOSJTI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,O,X,X,O,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LOTISJZ,X,X,X,O,O,X,X,O,X,X,X,X,O
LOTISZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LOTIZJS,X,O,X,O,X,X,X,X,O,X,X,X,X
LOTIZSJ,X,O,X,O,X,X,X,O,O,X,X,X,X
LOTJISZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LOTJIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
LOTJSZI,O,X,X,O,O,X,X,X,X,O,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X,O,X,X,X
LOTSIJZ,O,X,X,O,O,X,X,O,X,X,X,X,O
LOTSIZJ,X,X,X,O,O,X,X,O,X,X,X,X,X
LOTSJIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
LOTSJZI,O,X,X,O,O,X,X,X,X,O,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,O,X,O,X,X,X
LOTSZJI,O,O,X,O,O,X,X,X,X,O,X,X,X
LOTZIJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LOTZISJ,O,O,X,O,X,X,X,O,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,O,X,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
LOITJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
LOITSJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
LOITSZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
LOITZJS,X,O,X,X,X,X,X,X,O,X,X,X,X
LOITZSJ,X,O,X,X,X,X,X,O,O,X,X,X,X
LOIJTSZ,O,X,X,X,X,X,X,O,X,X,X,O,X
LOIJTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
LOIJSTZ,O,X,X,X,O,X,X,O,X,X,X,O,O
LOIJSZT,O,O,X,X,O,X,X,X,X,X,X,O,O
LOIJZTS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOIJZST,O,O,X,X,X,X,X,X,X,X,X,O,X
LOISTJZ,O,X,X,X,O,X,X,O,X,X,X,X,O
LOISTZJ,X,X,X,O,X,X,X,O,O,X,X,X,X
LOISJTZ,O,X,X,X,O,X,X,O,X,X,X,X,O
LOISJZT,O,X,X,O,O,X,X,X,X,X,X,X,O
LOISZTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOISZJT,O,X,X,O,O,X,X,X,X,X,X,X,O
LOIZTJS,O,O,X,X,X,X,X,X,O,X,X,X,X
LOIZTSJ,O,O,X,X,X,X,X,O,O,X,X,X,X
LOIZJTS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOIZJST,O,O,X,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOIZSJT,O,X,X,O,X,X,X,X,X,X,X,X,O
LOJTISZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LOJTIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LOJTSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJTZIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJTZSI,O,O,O,X,X,X,X,X,X,O,X,X,X
LOJITSZ,O,X,X,X,X,X,X,O,X,O,X,O,X
LOJITZS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X,O,X,O,X,O,O
LOJISZT,O,O,X,X,X,X,X,X,X,O,X,O,O
LOJIZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJIZST,O,O,O,X,X,X,X,X,X,X,X,O,X
LOJSTIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJSITZ,O,X,X,X,X,X,X,O,X,O,X,O,O
LOJSIZT,O,O,X,O,X,X,X,X,X,O,X,O,O
LOJSZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJZITS,O,O,O,X,X,O,X,X,X,X,X,X,X
LOJZIST,O,O,O,O,X,O,X,X,X,X,X,X,X
LOJZSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSTIJZ,O,X,X,O,O,X,X,O,X,X,X,X,O
LOSTIZJ,X,X,X,O,O,X,X,O,X,X,X,X,X
LOSTJIZ,O,X,X,O,O,X,X,O,X,O,X,X,X
LOSTJZI,O,X,X,O,O,X,X,X,X,O,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,O,X,O,X,X,X
LOSTZJI,O,O,X,O,O,X,X,X,X,O,X,X,X
LOSITJZ,O,X,X,X,O,X,X,O,O,X,X,X,O
LOSITZJ,X,X,X,O,O,X,X,O,O,X,X,X,X
LOSIJTZ,O,X,X,X,O,X,X,O,O,X,X,O,O
LOSIJZT,O,X,X,O,O,X,X,X,X,X,X,O,O
LOSIZTJ,O,X,X,O,X,X,X,O,O,X,X,X,X
LOSIZJT,O,X,X,O,O,X,X,X,X,X,X,X,O
LOSJTIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
LOSJTZI,O,X,X,X,O,X,X,X,X,O,X,X,X
LOSJITZ,O,X,X,X,O,X,X,O,X,O,X,O,O
LOSJIZT,O,O,X,O,O,X,X,X,X,O,X,O,O
LOSJZTI,O,O,X,O,X,X,X,X,X,O,X,X,X
LOSJZIT,O,O,X,O,X,X,X,X,X,O,X,X,X
LOSZTIJ,O,O,X,O,O,X,X,O,X,O,X,X,X
LOSZTJI,O,O,X,O,O,X,X,X,X,O,X,X,X
LOSZITJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOSZIJT,O,X,X,O,O,X,X,X,X,O,X,X,O
LOSZJTI,O,O,X,O,X,X,X,X,X,O,X,X,X
LOSZJIT,O,O,X,O,X,X,X,X,X,O,X,X,X
LOZTIJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZTISJ,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZTJIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZTSJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,O,X,X,X,X,X
LOZIJTS,O,O,O,X,X,O,X,X,X,X,X,X,X
LOZIJST,O,O,O,O,X,O,X,X,X,X,X,X,X
LOZISTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOZISJT,O,X,X,O,X,X,X,X,X,X,X,X,O
LOZJTIS,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZJTSI,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,O,X,X,O,X,X,X,X,X,X,X
LOZJIST,O,O,O,O,X,O,X,X,X,X,X,X,X
LOZJSTI,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,O,X,X,X,X,X
LOZSTJI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZSITJ,O,X,X,O,X,X,X,O,X,X,X,X,X
LOZSIJT,O,X,X,O,X,X,X,X,X,X,X,X,O
LOZSJTI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,X,X,X,X,X,X
JTILSZO,O,X,X,X,O,X,X,X,X,O,X,O,X
JTILSOZ,O,X,X,X,O,X,X,X,X,O,X,O,X
JTILZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
JTILZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
JTILOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JTILOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
JTISLZO,O,X,X,X,O,X,X,X,X,X,O,X,X
JTISLOZ,O,X,X,X,O,X,X,X,X,X,O,X,X
JTISZLO,X,X,X,X,O,X,O,X,X,X,O,X,X
JTISZOL,X,X,X,X,X,X,O,X,X,X,O,X,X
JTISOLZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JTISOZL,X,X,X,X,X,X,O,O,X,X,O,X,X
JTIZLSO,O,X,O,X,X,O,O,X,X,X,X,X,X
JTIZLOS,O,X,O,X,X,O,O,X,X,X,O,X,X
JTIZSLO,O,X,O,X,O,O,O,X,X,X,X,X,X
JTIZSOL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTIZOLS,O,X,O,X,X,O,O,X,X,X,O,X,X
JTIZOSL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTIOLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JTIOLZS,O,O,X,X,X,X,X,X,O,X,O,X,X
JTIOSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JTIOSZL,X,X,X,X,X,X,O,O,X,X,O,X,X
JTIOZLS,O,X,O,X,X,X,O,X,X,X,O,X,X
JTIOZSL,O,X,O,X,X,X,O,X,X,X,O,X,X
JTLISZO,O,X,X,X,O,X,X,X,X,O,X,O,X
JTLISOZ,O,X,X,X,O,X,X,X,X,O,X,O,X
JTLIZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLIZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
JTLIOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JTLIOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
JTLSIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
JTLSIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
JTLSZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
JTLSZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
JTLSOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JTLSOZI,X,X,X,X,X,X,X,X,X,O,X,X,X
JTLZISO,O,O,O,O,X,O,X,X,X,X,X,X,X
JTLZIOS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLZSIO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLZSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JTLZOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JTLZOSI,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLOISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JTLOIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
JTLOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
JTLOSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTLOZIS,O,X,O,X,X,X,X,X,X,X,X,X,X
JTLOZSI,O,X,O,X,X,X,X,X,X,O,X,X,X
JTSILZO,O,X,X,X,O,X,X,X,X,X,O,O,X
JTSILOZ,O,X,X,X,O,X,X,X,X,X,O,O,X
JTSIZLO,O,X,X,O,O,X,O,X,X,X,O,X,X
JTSIZOL,O,X,X,O,X,X,O,X,X,X,O,X,X
JTSIOLZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JTSIOZL,O,X,X,X,X,X,O,O,X,X,O,X,X
JTSLIZO,O,X,X,O,O,X,X,X,X,O,O,O,X
JTSLIOZ,O,X,X,X,O,X,X,X,X,O,O,O,X
JTSLZIO,O,X,X,O,O,X,X,X,X,O,X,X,X
JTSLZOI,X,X,X,O,X,X,X,X,X,O,X,X,X
JTSLOIZ,O,X,X,X,O,X,X,X,X,O,X,X,X
JTSLOZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTSZILO,O,X,O,O,O,O,O,X,X,X,O,X,X
JTSZIOL,O,X,O,O,X,X,O,X,X,O,O,X,X
JTSZLIO,O,X,O,O,O,X,O,X,X,O,X,X,X
JTSZLOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JTSZOIL,O,X,O,O,X,X,O,X,X,O,X,X,X
JTSZOLI,O,X,O,O,X,X,X,X,X,O,X,X,X
JTSOILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JTSOIZL,O,X,X,X,X,X,X,O,X,X,O,X,X
JTSOLIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JTSOLZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTSOZIL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTSOZLI,O,X,O,X,X,X,X,X,X,O,X,X,X
JTZILSO,O,O,O,O,X,O,O,X,X,X,X,X,X
JTZILOS,O,O,O,X,X,O,O,X,X,X,O,X,X
JTZISLO,O,O,O,O,O,O,O,X,X,X,X,X,X
JTZISOL,O,O,O,O,X,X,O,X,X,X,O,X,X
JTZIOLS,O,O,O,X,X,O,O,X,X,X,O,X,X
JTZIOSL,O,O,O,X,X,X,O,X,X,X,O,X,X
JTZLISO,O,O,O,O,X,O,O,X,X,X,X,X,X
JTZLIOS,O,O,O,X,X,O,O,X,X,X,X,X,X
JTZLSIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JTZLSOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JTZLOIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JTZSILO,O,O,O,O,O,O,O,X,X,X,O,X,X
JTZSIOL,O,O,O,O,X,X,O,X,X,X,O,X,X
JTZSLIO,O,O,O,O,O,X,O,X,X,X,X,X,X
JTZSLOI,X,X,O,O,X,X,X,X,X,X,X,X,X
JTZSOIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JTZSOLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JTZOILS,O,O,O,X,X,O,O,X,X,X,X,X,X
JTZOISL,O,O,O,X,X,X,O,X,X,X,X,X,X
JTZOLIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JTZOLSI,O,O,O,O,X,X,X,X,X,O,X,X,X
JTZOSIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JTZOSLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JTOILZS,O,O,X,X,X,X,X,X,X,X,O,X,X
JTOISLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
JTOISZL,X,X,X,X,X,X,X,O,X,X,O,X,X
JTOIZLS,O,X,O,X,X,X,X,X,X,X,O,X,X
JTOIZSL,O,X,O,X,X,X,X,X,X,X,O,X,X
JTOLISZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JTOLIZS,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOLSIZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JTOLSZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTOLZIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JTOLZSI,O,O,O,X,X,X,X,X,X,O,X,X,X
JTOSILZ,O,X,X,X,O,X,X,O,X,X,O,X,X
JTOSIZL,O,X,X,X,X,X,X,O,X,X,O,X,X
JTOSLIZ,O,X,X,X,O,X,X,O,X,O,X,X,X
JTOSLZI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTOSZIL,O,X,O,X,X,X,X,X,X,O,X,X,X
JTOSZLI,O,X,O,X,X,X,X,X,X,O,X,X,X
JTOZILS,O,O,O,X,X,O,X,X,X,X,X,X,X
JTOZISL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTOZLIS,O,O,O,X,X,X,X,X,X,X,X,X,X
JTOZLSI,O,O,O,X,X,X,X,X,X,O,X,X,X
JTOZSIL,O,O,O,X,X,X,X,X,X,X,X,X,X
JTOZSLI,O,O,O,X,X,X,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
JITLSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JITLZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
JITLZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
JITLOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
JITLOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
JITSLZO,O,X,X,X,O,X,X,X,X,X,O,X,X
JITSLOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
JITSZLO,X,X,X,X,X,X,X,X,X,X,O,X,X
JITSZOL,X,X,X,X,X,X,X,X,X,X,O,X,X
JITSOLZ,O,X,X,X,X,X,X,O,X,X,O,X,X
JITSOZL,X,X,X,X,X,X,X,O,X,X,O,X,X
JITZLSO,O,X,O,X,X,O,X,X,X,X,X,X,X
JITZLOS,O,X,O,X,X,O,X,X,X,X,O,X,X
JITZSLO,O,X,O,X,X,O,X,X,X,X,X,X,X
JITZSOL,O,X,O,X,X,X,X,X,X,X,O,X,X
JITZOLS,O,X,O,X,X,O,X,X,X,X,O,X,X
JITZOSL,O,X,O,X,X,X,X,X,X,X,O,X,X
JITOLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
JITOLZS,O,O,X,X,X,X,X,X,O,X,O,X,X
JITOSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,O,X,X,O,X,X
