sequence,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?UhBTjBFlB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je2/IvhFRbBCeB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFzdB+jB?RgBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFRbBGeB?igBUjBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jem7IvhFfjB6jB?xfB0fBFmBTqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jei6IvhFWjBRgB?TjBUlBFmB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFzbBGeB?UjBxlBlqBaqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBZlB?TjBFmB8lBGqB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jez7IvhFSjBlfB?UjBxlBmkB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Jex6IvhF8gBzdB?+jBlfBKqBXrB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeWDJvhFxfBVmB?0fBTjBilB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8JeKBJvhFWjBxfB?lfBclBTjB3qB,v115@4gB8HeB8CeA8EeB8BeB8CeG8BeF8Je//IvhFCeBTjB?xlB2qB8qBFqB
ITJSZOL,X,X,X,X,X,X,O,X,X,X,O,X,X
ITJSOLZ,O,X,X,X,O,X,X,O,X,X,O,X,X
ITJSOZL,X,X,X,X,X,X,O,O,X,X,O,X,X
ITJZLSO,O,X,O,X,X,O,O,X,X,X,X,X,X
ITJZLOS,O,X,O,X,X,O,O,X,X,X,O,X,X
ITJZSLO,O,X,O,X,O,O,O,X,X,X,X,X,X
ITJZSOL,O,X,O,X,X,X,O,X,X,X,O,X,X
ITJZOLS,O,X,O,X,X,O,O,X,X,X,O,X,X
ITJZOSL,O,X,O,X,X,X,O,X,X,X,O,X,X
ITJOLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
ITJOLZS,O,X,X,X,X,X,X,X,O,X,O,X,X
ITJOSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
ITJOSZL,X,X,X,X,X,X,O,O,X,X,O,X,X
ITJOZLS,O,X,O,X,X,X,O,X,X,X,O,X,X
ITJOZSL,O,X,O,X,X,X,O,X,X,X,O,X,X
ITSLJZO,X,X,X,O,O,X,X,X,X,X,O,X,X
ITSLJOZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ITSLZJO,X,X,X,O,O,X,O,X,X,X,X,X,X
ITSLZOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ITSLOJZ,X,X,X,X,O,X,X,O,X,X,X,X,X
ITSLOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
ITSJLZO,X,X,X,X,O,X,X,X,X,X,O,X,X
ITSJLOZ,X,X,X,X,O,X,X,X,X,X,O,X,X
ITSJZLO,X,X,X,O,O,X,O,X,X,X,O,X,X
ITSJZOL,X,X,X,O,X,X,O,X,X,X,O,X,X
ITSJOLZ,X,X,X,X,O,X,X,O,X,X,O,X,X
ITSJOZL,X,X,X,X,X,X,O,O,X,X,O,X,X
ITSZLJO,X,X,X,O,O,X,O,X,X,X,X,X,X
ITSZLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ITSZJLO,X,X,X,O,O,X,O,X,X,X,O,X,X
ITSZJOL,X,X,X,O,X,X,O,X,X,X,O,X,X
ITSZOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ITSZOJL,X,X,X,O,X,X,O,O,X,X,X,X,X
ITSOLJZ,X,X,X,X,O,X,X,O,X,X,X,X,O
ITSOLZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
ITSOJLZ,X,X,X,X,O,X,X,O,X,X,O,X,O
ITSOJZL,X,X,X,X,X,X,O,O,X,X,O,X,O
ITSOZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ITSOZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
ITZLJSO,X,O,O,O,X,O,O,X,X,X,X,X,X
ITZLJOS,X,O,O,X,X,O,O,X,X,X,X,X,X
ITZLSJO,X,X,O,O,X,O,O,X,X,X,X,X,X
ITZLSOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ITZLOJS,X,X,O,X,X,O,O,X,O,X,X,X,X
ITZLOSJ,X,X,X,X,X,X,O,X,O,X,X,X,X
ITZJLSO,X,O,O,O,X,O,O,X,X,X,X,X,X
ITZJLOS,X,O,O,X,X,O,O,X,X,X,O,X,X
ITZJSLO,X,O,O,O,O,O,O,X,X,X,X,X,X
ITZJSOL,X,O,O,O,X,X,O,X,X,X,O,X,X
ITZJOLS,X,O,O,X,X,O,O,X,X,X,O,X,X
ITZJOSL,X,O,O,X,X,X,O,X,X,X,O,X,X
ITZSLJO,X,X,O,O,O,O,O,X,X,X,X,X,X
ITZSLOJ,X,X,X,O,X,X,O,X,X,X,X,X,X
ITZSJLO,X,X,O,O,O,O,O,X,X,X,X,X,X
ITZSJOL,X,X,O,O,X,X,O,X,X,X,X,X,X
ITZSOLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ITZSOJL,X,X,X,O,X,X,O,O,X,X,X,X,X
ITZOLJS,X,O,O,X,X,O,O,X,O,X,X,X,X
ITZOLSJ,X,O,X,X,X,X,O,O,O,X,X,X,X
ITZOJLS,X,O,O,X,X,O,O,X,X,X,X,X,X
ITZOJSL,X,O,O,X,X,X,O,X,X,X,X,X,X
ITZOSLJ,X,O,X,X,X,X,O,O,X,X,X,X,X
ITZOSJL,X,O,X,X,X,X,O,O,X,X,X,X,X
ITOLJSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
ITOLJZS,O,X,X,X,X,X,X,X,O,X,X,X,X
ITOLSJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
ITOLSZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
ITOLZJS,X,O,X,X,X,X,O,X,O,X,X,X,X
ITOLZSJ,X,O,X,X,X,X,O,O,O,X,X,X,X
ITOJLSZ,O,X,X,X,X,X,X,O,X,X,X,X,X
ITOJLZS,O,X,X,X,X,X,X,X,O,X,O,X,X
ITOJSLZ,O,X,X,X,O,X,X,O,X,X,X,X,X
ITOJSZL,X,X,X,X,X,X,O,O,X,X,O,X,X
ITOJZLS,O,X,X,X,X,X,O,X,X,X,O,X,X
ITOJZSL,O,X,X,X,X,X,O,X,X,X,O,X,X
ITOSLJZ,X,X,X,X,O,X,X,O,X,X,X,X,O
ITOSLZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
ITOSJLZ,X,X,X,X,O,X,X,O,X,X,X,X,O
ITOSJZL,X,X,X,X,X,X,O,O,X,X,X,X,O
ITOSZLJ,X,X,X,X,X,X,O,O,X,X,X,X,X
ITOSZJL,X,X,X,X,X,X,O,O,X,X,X,X,X
ITOZLJS,X,O,X,X,X,X,O,X,O,X,X,X,X
ITOZLSJ,X,O,X,X,X,X,O,O,O,X,X,X,X
ITOZJLS,X,O,X,X,X,X,O,X,X,X,X,X,X
ITOZJSL,X,O,X,X,X,X,O,X,X,X,X,X,X
ITOZSLJ,X,O,X,X,X,X,O,O,X,X,X,X,X
ITOZSJL,X,O,X,X,X,X,O,O,X,X,X,X,X
ILTJSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
ILTJSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILTJZSO,O,X,X,X,X,X,X,X,X,X,X,X,X
ILTJZOS,O,X,X,X,X,X,X,X,X,X,X,X,X
ILTJOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILTJOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
ILTSJZO,X,X,X,X,X,X,X,X,X,O,X,X,X
ILTSJOZ,X,X,X,X,X,X,X,X,X,O,X,X,X
ILTSZJO,X,X,X,X,X,X,X,X,X,O,X,X,X
ILTSZOJ,X,X,X,X,X,X,X,X,X,O,X,X,X
ILTSOJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
ILTSOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILTZJSO,X,O,X,X,X,X,X,X,X,X,X,X,X
ILTZJOS,X,O,X,X,X,X,X,X,X,X,X,X,X
ILTZSJO,X,X,X,X,X,X,X,X,X,X,X,X,X
ILTZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X
ILTZOJS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILTZOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
ILTOJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
ILTOJZS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILTOSJZ,X,X,X,X,X,X,X,O,X,X,X,X,X
ILTOSZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILTOZJS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILTOZSJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILJTSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJTSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJTZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
ILJTZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
ILJTOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJTOZS,O,O,X,X,X,X,X,X,O,X,X,X,X
ILJSTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
ILJSTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJSZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
ILJSZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
ILJSOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJSOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
ILJZTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
ILJZTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
ILJZSTO,O,O,X,X,X,O,X,X,X,X,X,O,X
ILJZSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
ILJZOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
ILJZOST,O,O,O,X,X,O,X,X,X,X,X,O,X
ILJOTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJOTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
ILJOSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
ILJOSZT,O,O,X,X,X,X,X,X,X,O,X,O,X
ILJOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
ILJOZST,O,O,O,X,X,X,X,X,X,X,X,O,X
ILSTJZO,O,X,X,X,O,X,X,X,X,O,X,O,X
ILSTJOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ILSTZJO,X,X,X,X,X,X,X,X,X,O,X,X,X
ILSTZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
ILSTOJZ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILSTOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILSJTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
ILSJTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ILSJZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
ILSJZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
ILSJOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ILSJOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
ILSZTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
ILSZTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
ILSZJTO,O,X,X,X,O,X,O,X,X,O,X,O,X
ILSZJOT,O,X,X,X,O,X,X,X,X,O,X,O,X
ILSZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X
ILSZOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
ILSOTJZ,X,X,X,X,X,X,X,O,O,X,X,X,O
ILSOTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILSOJTZ,X,X,X,X,X,X,X,O,O,X,X,O,O
ILSOJZT,X,X,X,X,O,X,X,X,X,X,X,O,O
ILSOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILSOZJT,X,X,X,X,X,X,X,X,X,X,X,X,O
ILZTJSO,O,O,O,X,X,O,X,X,X,X,X,X,X
ILZTJOS,O,O,O,X,X,O,X,X,X,X,X,X,X
ILZTSJO,O,X,X,X,X,X,X,X,X,X,X,X,X
ILZTSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X
ILZTOJS,O,X,X,X,X,X,X,X,O,X,X,X,X
ILZTOSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
ILZJTSO,X,O,O,X,X,O,X,X,X,X,X,X,X
ILZJTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
ILZJSTO,X,O,X,X,X,O,O,X,X,X,X,O,X
ILZJSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
ILZJOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
ILZJOST,O,O,O,X,X,O,X,X,X,X,X,O,X
ILZSTJO,O,X,X,X,X,X,O,X,X,X,X,X,X
ILZSTOJ,O,X,X,X,X,X,O,X,X,X,X,X,X
ILZSJTO,O,X,X,X,X,O,O,X,X,X,X,X,X
ILZSJOT,O,X,O,X,X,O,X,X,X,X,X,X,X
ILZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
ILZSOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
ILZOTJS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILZOTSJ,X,X,X,X,X,X,X,X,O,X,X,X,X
ILZOJTS,O,X,O,X,X,O,X,X,X,X,X,X,X
ILZOJST,O,X,O,X,X,O,X,X,X,X,X,X,X
ILZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
ILZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X
ILOTJSZ,X,X,X,X,X,X,X,O,X,X,X,X,X
ILOTJZS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILOTSJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
ILOTSZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILOTZJS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILOTZSJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILOJTSZ,X,X,X,X,X,X,X,O,X,X,X,O,X
ILOJTZS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILOJSTZ,X,X,X,X,X,X,X,O,X,X,X,O,O
ILOJSZT,X,X,X,X,X,X,X,X,X,X,X,O,O
ILOJZTS,X,X,X,X,X,X,X,X,X,X,X,X,X
ILOJZST,X,X,X,X,X,X,X,X,X,X,X,O,X
ILOSTJZ,X,X,X,X,X,X,X,O,X,X,X,X,O
ILOSTZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILOSJTZ,X,X,X,X,X,X,X,O,X,X,X,X,O
ILOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,O
ILOSZTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
ILOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,O
ILOZTJS,X,X,X,X,X,X,X,X,O,X,X,X,X
ILOZTSJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ILOZJTS,X,X,X,X,X,X,X,X,X,X,X,X,X
ILOZJST,X,X,X,X,X,X,X,X,X,X,X,X,X
ILOZSTJ,X,X,X,X,X,X,X,O,X,X,X,X,X
ILOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,O
IJTLSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
IJTLSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJTLZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
IJTLZOS,O,O,X,X,X,X,X,X,X,X,O,X,X
IJTLOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJTLOZS,O,O,X,X,X,X,X,X,O,X,O,X,X
IJTSLZO,O,X,X,X,O,X,X,X,X,X,O,X,X
IJTSLOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
IJTSZLO,X,X,X,X,X,X,X,X,X,X,O,X,X
IJTSZOL,X,X,X,X,X,X,X,X,X,X,O,X,X
IJTSOLZ,O,X,X,X,X,X,X,O,X,X,O,X,X
IJTSOZL,X,X,X,X,X,X,X,O,X,X,O,X,X
IJTZLSO,O,X,O,X,X,O,X,X,X,X,X,X,X
IJTZLOS,O,X,O,X,X,O,X,X,X,X,O,X,X
IJTZSLO,O,X,O,X,X,O,X,X,X,X,X,X,X
IJTZSOL,O,X,O,X,X,X,X,X,X,X,O,X,X
IJTZOLS,O,X,O,X,X,O,X,X,X,X,O,X,X
IJTZOSL,O,X,O,X,X,X,X,X,X,X,O,X,X
IJTOLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
IJTOLZS,O,O,X,X,X,X,X,X,O,X,O,X,X
IJTOSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X
IJTOSZL,X,X,X,X,X,X,X,O,X,X,O,X,X
IJTOZLS,O,X,O,X,X,X,X,X,X,X,O,X,X
IJTOZSL,O,X,O,X,X,X,X,X,X,X,O,X,X
IJLTSZO,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLTSOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLTZSO,O,O,X,X,X,X,X,X,X,X,X,X,X
IJLTZOS,O,O,X,X,X,X,X,X,X,X,X,X,X
IJLTOSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLTOZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IJLSTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
IJLSTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLSZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
IJLSZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
IJLSOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLSOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
IJLZTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
IJLZTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJLZSTO,O,O,X,X,X,O,X,X,X,X,X,O,X
IJLZSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
IJLZOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJLZOST,O,O,O,X,X,O,X,X,X,X,X,O,X
IJLOTSZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLOTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IJLOSTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJLOSZT,O,O,X,X,X,X,X,X,X,O,X,O,X
IJLOZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
IJLOZST,O,O,O,X,X,X,X,X,X,X,X,O,X
IJSTLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
IJSTLOZ,O,X,X,X,X,X,X,X,X,X,O,O,X
IJSTZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
IJSTZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
IJSTOLZ,O,X,X,X,X,X,X,O,X,X,O,X,X
IJSTOZL,O,X,X,X,X,X,X,O,X,X,O,X,X
IJSLTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
IJSLTOZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJSLZTO,O,O,X,X,O,X,X,X,X,O,X,O,X
IJSLZOT,O,O,X,X,O,X,X,X,X,O,X,O,X
IJSLOTZ,O,X,X,X,X,X,X,X,X,O,X,O,X
IJSLOZT,O,O,X,X,O,X,X,X,X,O,X,O,X
IJSZTLO,O,X,X,X,X,X,O,X,X,X,X,X,X
IJSZTOL,O,X,X,X,X,X,O,X,X,O,X,X,X
IJSZLTO,O,X,X,X,O,X,O,X,X,O,X,O,X
IJSZLOT,O,X,X,X,O,X,X,X,X,O,X,O,X
IJSZOTL,O,X,X,X,X,X,O,X,X,O,X,X,X
IJSZOLT,O,X,X,X,X,X,X,X,X,O,X,X,X
IJSOTLZ,O,X,X,X,X,X,X,O,X,X,X,X,O
IJSOTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
IJSOLTZ,O,X,X,X,X,X,X,O,X,O,X,O,O
IJSOLZT,O,O,X,X,O,X,X,X,X,O,X,O,O
IJSOZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
IJSOZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
IJZTLSO,X,O,O,X,X,O,X,X,X,X,X,X,X
IJZTLOS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZTSLO,X,O,O,X,X,O,O,X,X,X,X,X,X
IJZTSOL,X,O,O,X,X,X,O,X,X,X,X,X,X
IJZTOLS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZTOSL,X,O,O,X,X,X,X,X,X,X,X,X,X
IJZLTSO,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZLTOS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZLSTO,O,O,X,X,X,O,O,X,X,X,X,O,X
IJZLSOT,O,O,O,X,X,O,X,X,X,X,X,O,X
IJZLOTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZLOST,O,O,O,X,X,O,X,X,X,X,X,O,X
IJZSTLO,X,X,X,X,X,X,O,X,X,X,X,X,X
IJZSTOL,X,X,X,X,X,X,O,X,X,X,X,X,X
IJZSLTO,X,O,X,X,O,O,O,X,X,X,X,X,X
IJZSLOT,O,O,O,X,O,O,X,X,X,X,X,X,X
IJZSOTL,X,X,X,X,X,X,O,X,X,X,X,X,X
IJZSOLT,O,O,O,X,X,X,X,X,X,X,X,X,X
IJZOTLS,O,O,O,X,X,X,X,X,X,X,X,X,X
IJZOTSL,X,O,O,X,X,X,X,X,X,X,X,X,X
IJZOLTS,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZOLST,O,O,O,X,X,O,X,X,X,X,X,X,X
IJZOSTL,X,X,X,X,X,X,O,X,X,X,X,X,X
IJZOSLT,O,O,O,X,X,X,X,X,X,X,X,X,X
IJOTLSZ,O,X,X,X,X,X,X,O,X,O,X,X,X
IJOTLZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IJOTSLZ,O,X,X,X,X,X,X,O,X,X,X,X,X
IJOTSZL,X,X,X,X,X,X,X,O,X,X,X,X,X
IJOTZLS,O,X,O,X,X,X,X,X,X,X,X,X,X
IJOTZSL,O,X,O,X,X,X,X,X,X,X,X,X,X
IJOLTSZ,O,X,X,X,X,X,X,O,X,O,X,O,X
IJOLTZS,O,O,X,X,X,X,X,X,O,X,X,X,X
IJOLSTZ,O,X,X,X,X,X,X,O,X,O,X,O,O
IJOLSZT,O,O,X,X,X,X,X,X,X,O,X,O,O
IJOLZTS,O,O,O,X,X,X,X,X,X,X,X,X,X
IJOLZST,O,O,O,X,X,X,X,X,X,X,X,O,X
IJOSTLZ,O,X,X,X,X,X,X,O,X,X,X,X,O
IJOSTZL,O,X,X,X,X,X,X,O,X,X,X,X,O
IJOSLTZ,O,X,X,X,X,X,X,O,X,O,X,X,O
IJOSLZT,O,O,X,X,O,X,X,X,X,O,X,X,O
IJOSZTL,O,X,X,X,X,X,X,X,X,O,X,X,O
IJOSZLT,O,X,X,X,X,X,X,X,X,O,X,X,O
IJOZTLS,O,O,O,X,X,X,X,X,X,X,X,X,X
IJOZTSL,X,O,O,X,X,X,X,X,X,X,X,X,X
IJOZLTS,O,O,O,X,X,X,X,X,X,X,X,X,X
IJOZLST,O,O,O,X,X,X,X,X,X,X,X,X,X
IJOZSTL,X,X,X,X,X,X,X,X,X,X,X,X,X
IJOZSLT,O,O,O,X,X,X,X,X,X,X,X,X,X
ISTLJZO,O,X,X,O,O,X,X,X,X,X,O,O,X
ISTLJOZ,O,X,X,X,O,X,X,X,O,X,O,O,X
ISTLZJO,X,X,X,O,O,X,O,X,X,X,X,X,X
ISTLZOJ,X,X,X,O,X,X,O,X,O,X,X,X,X
ISTLOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
ISTLOZJ,X,X,X,O,X,X,O,O,O,X,X,X,X
ISTJLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
ISTJLOZ,O,X,X,X,O,X,X,X,O,X,O,O,X
ISTJZLO,O,X,X,O,O,X,O,X,X,X,O,X,X
ISTJZOL,O,X,X,O,X,X,O,X,X,X,O,X,X
ISTJOLZ,O,X,X,X,O,X,X,O,O,X,O,X,X
ISTJOZL,O,X,X,X,X,X,O,O,X,X,O,X,X
ISTZLJO,X,X,X,O,O,X,O,X,X,X,X,X,X
ISTZLOJ,X,X,X,O,X,X,O,X,O,X,X,X,X
ISTZJLO,X,X,X,O,O,X,O,X,X,X,O,X,X
ISTZJOL,X,X,X,O,X,X,O,X,X,X,O,X,X
ISTZOLJ,X,X,X,X,X,X,O,O,O,X,X,X,X
ISTZOJL,X,X,X,O,X,X,O,O,X,X,X,X,X
ISTOLJZ,O,X,X,X,O,X,X,O,O,X,X,X,O
ISTOLZJ,X,X,X,X,X,X,O,O,O,X,X,X,X
ISTOJLZ,O,X,X,X,O,X,X,O,O,X,O,X,O
ISTOJZL,O,X,X,X,X,X,O,O,X,X,O,X,O
ISTOZLJ,X,X,X,X,X,X,O,O,O,X,X,X,X
ISTOZJL,X,X,X,O,X,X,O,O,X,X,X,X,X
ISLTJZO,O,X,X,X,O,X,X,X,X,O,X,O,X
ISLTJOZ,O,X,X,X,O,X,X,X,O,O,X,O,X
ISLTZJO,X,X,X,X,O,X,X,X,X,O,X,X,X
ISLTZOJ,X,X,X,X,X,X,X,X,O,O,X,X,X
ISLTOJZ,X,X,X,X,O,X,X,O,O,X,X,X,X
ISLTOZJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ISLJTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
ISLJTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ISLJZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
ISLJZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
ISLJOTZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ISLJOZT,O,X,X,X,O,X,X,X,X,O,X,O,X
ISLZTJO,O,X,X,X,X,X,O,X,X,O,X,X,X
ISLZTOJ,O,X,X,X,X,X,O,X,O,O,X,X,X
ISLZJTO,O,X,X,O,O,X,O,X,X,O,X,O,X
ISLZJOT,O,X,X,O,O,X,X,X,X,O,X,O,X
ISLZOTJ,X,X,X,X,X,X,X,X,O,X,X,X,X
ISLZOJT,O,X,X,X,X,X,X,X,X,O,X,X,X
ISLOTJZ,X,X,X,X,O,X,X,O,O,X,X,X,O
ISLOTZJ,X,X,X,X,O,X,X,O,O,X,X,X,X
ISLOJTZ,X,X,X,X,O,X,X,O,O,X,X,O,O
ISLOJZT,X,X,X,X,O,X,X,X,X,X,X,O,O
ISLOZTJ,X,X,X,X,X,X,X,O,O,X,X,X,X
ISLOZJT,X,X,X,X,O,X,X,X,X,X,X,X,O
ISJTLZO,O,X,X,X,O,X,X,X,X,X,O,O,X
ISJTLOZ,O,X,X,X,X,X,X,X,O,X,O,O,X
ISJTZLO,O,X,X,X,X,X,X,X,X,X,O,X,X
ISJTZOL,O,X,X,X,X,X,X,X,X,X,O,X,X
ISJTOLZ,O,X,X,X,X,X,X,O,O,X,O,X,X
ISJTOZL,O,X,X,X,X,X,X,O,X,X,O,X,X
ISJLTZO,O,X,X,X,O,X,X,X,X,O,X,O,X
ISJLTOZ,O,X,X,X,X,X,X,X,O,O,X,O,X
ISJLZTO,O,X,X,X,O,X,X,X,X,O,X,O,X
ISJLZOT,O,X,X,X,O,X,X,X,X,O,X,O,X
