sequence,v115@FhC8EeF8CeG8BeF8Jei6IvhFzbBWiBxdBFlBXmBUqB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUlBFmB3qB,v115@FhC8EeF8CeG8BeF8Je2/IvhFRbBzcBCeBUhBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFXcBxdBCiBFlB8qBOqB,v115@FhC8EeF8CeG8BeF8JeT6IvhFxbB8hBCeBmgBFlB3qB,v115@FhC8EeF8CeG8BeF8JeT6IvhFibBWiBxdBUhBFlB3qB
JLSZTIO,O,O,X,O,O,O,O
JLSZTOI,O,O,X,O,O,O,O
JLSZITO,O,O,X,O,O,O,O
JLSZIOT,O,O,X,O,X,O,O
JLSZOTI,X,O,X,O,X,O,O
JLSZOIT,O,O,X,O,X,O,O
JLSOTIZ,O,X,X,O,X,O,O
JLSOTZI,O,X,X,O,X,O,O
JLSOITZ,O,X,X,O,X,X,O
JLSOIZT,O,O,X,O,X,O,O
JLSOZTI,X,O,X,O,X,O,O
JLSOZIT,O,O,X,O,X,O,O
JLZTISO,O,O,O,O,O,O,O
JLZTIOS,X,O,O,O,O,O,O
JLZTSIO,O,O,O,O,O,O,O
JLZTSOI,O,O,O,O,O,O,O
JLZTOIS,X,O,O,O,O,O,O
JLZTOSI,X,O,O,O,O,O,O
JLZITSO,O,O,O,O,O,O,O
JLZITOS,X,O,O,O,O,O,O
JLZISTO,O,O,X,O,O,O,O
JLZISOT,O,O,O,O,X,O,O
JLZIOTS,X,O,O,O,O,O,O
JLZIOST,X,O,O,O,X,O,O
JLZSTIO,O,O,X,O,O,O,O
JLZSTOI,O,O,X,O,O,O,O
JLZSITO,O,O,X,O,O,O,O
JLZSIOT,O,O,O,O,X,O,O
JLZSOTI,X,O,X,O,X,O,O
JLZSOIT,O,O,O,O,X,O,O
JLZOTIS,X,O,O,O,O,O,O
JLZOTSI,X,O,O,O,O,O,X
JLZOITS,X,O,O,O,O,O,O
JLZOIST,X,O,O,O,X,O,O
JLZOSTI,X,O,X,O,X,O,X
JLZOSIT,X,O,O,O,X,O,O
JLOTISZ,O,X,X,O,X,X,O
JLOTIZS,X,O,O,O,X,O,O
JLOTSIZ,O,X,X,O,X,X,O
JLOTSZI,O,X,X,O,X,O,X
JLOTZIS,X,O,O,O,X,O,O
JLOTZSI,X,O,O,O,X,O,X
JLOITSZ,O,X,X,O,X,X,O
JLOITZS,X,O,O,O,X,X,O
JLOISTZ,O,X,X,O,X,X,O
JLOISZT,O,O,X,O,X,X,O
JLOIZTS,X,O,O,O,O,X,O
JLOIZST,X,O,O,O,X,X,O
JLOSTIZ,O,X,X,O,X,O,O
JLOSTZI,O,X,X,O,X,O,O
JLOSITZ,O,X,X,O,X,X,O
JLOSIZT,O,O,X,O,X,O,O
JLOSZTI,X,O,X,O,X,O,O
JLOSZIT,O,O,X,O,X,O,O
JLOZTIS,X,O,O,O,O,O,O
JLOZTSI,X,O,O,O,O,O,X
JLOZITS,X,O,O,O,O,O,O
JLOZIST,X,O,O,O,X,O,O
JLOZSTI,X,O,X,O,X,O,X
JLOZSIT,X,O,O,O,X,O,O
JSTILZO,O,X,X,O,X,O,O
JSTILOZ,O,X,X,O,X,O,O
JSTIZLO,O,X,O,O,X,O,O
JSTIZOL,O,X,O,O,X,O,O
JSTIOLZ,O,X,X,O,X,O,O
JSTIOZL,O,X,O,O,X,O,O
JSTLIZO,O,X,X,O,X,O,O
JSTLIOZ,O,X,X,O,X,O,O
JSTLZIO,O,X,X,O,X,O,O
JSTLZOI,O,X,X,O,X,O,O
JSTLOIZ,O,X,X,O,X,O,O
JSTLOZI,O,X,X,O,X,O,O
JSTZILO,O,X,O,O,X,O,O
JSTZIOL,O,X,O,O,X,O,O
JSTZLIO,O,X,O,O,X,O,O
JSTZLOI,O,X,O,O,X,O,O
JSTZOIL,O,X,O,O,X,O,O
JSTZOLI,O,X,O,O,X,O,O
JSTOILZ,O,X,X,O,X,O,O
JSTOIZL,O,X,O,O,X,O,O
JSTOLIZ,O,X,X,O,X,O,O
JSTOLZI,O,X,X,O,X,O,O
JSTOZIL,O,X,O,O,X,O,O
JSTOZLI,O,X,O,O,X,O,O
JSITLZO,O,X,X,O,X,X,O
JSITLOZ,O,X,X,O,X,X,O
JSITZLO,O,X,O,O,X,X,O
JSITZOL,O,X,O,O,X,X,O
JSITOLZ,O,X,X,O,X,X,O
JSITOZL,O,X,O,X,X,X,O
JSILTZO,O,X,X,O,X,X,O
JSILTOZ,O,X,X,O,X,X,O
JSILZTO,O,O,X,O,X,O,O
JSILZOT,O,O,X,O,X,O,O
JSILOTZ,O,X,X,O,X,X,O
JSILOZT,O,O,X,O,X,O,O
JSIZTLO,O,O,O,O,X,O,O
JSIZTOL,O,O,O,O,X,O,O
JSIZLTO,O,O,X,O,X,O,O
JSIZLOT,O,O,O,O,X,O,O
JSIZOTL,O,X,O,O,X,O,O
JSIZOLT,O,O,O,O,X,O,O
JSIOTLZ,O,X,X,O,X,X,O
JSIOTZL,O,X,O,O,X,X,O
JSIOLTZ,O,X,X,O,X,X,O
JSIOLZT,O,O,X,O,X,O,O
JSIOZTL,O,X,O,O,X,O,O
JSIOZLT,O,X,O,O,X,O,O
JSLTIZO,O,X,X,O,X,O,O
JSLTIOZ,O,X,X,O,X,O,O
JSLTZIO,O,X,X,O,X,O,O
JSLTZOI,O,X,X,O,X,O,O
JSLTOIZ,O,X,X,O,X,O,O
JSLTOZI,O,X,X,O,X,O,O
JSLITZO,O,X,X,O,X,X,O
JSLITOZ,O,X,X,O,X,X,O
JSLIZTO,O,O,X,O,X,O,O
JSLIZOT,O,O,X,O,X,O,O
JSLIOTZ,O,X,X,O,X,X,O
JSLIOZT,O,O,X,O,X,O,O
JSLZTIO,O,O,X,O,X,O,O
JSLZTOI,O,O,X,O,X,O,O
JSLZITO,O,O,X,O,X,O,O
JSLZIOT,O,O,X,O,X,O,O
JSLZOTI,X,O,X,O,X,O,O
JSLZOIT,O,O,X,O,X,O,O
JSLOTIZ,O,X,X,O,X,O,O
JSLOTZI,O,X,X,O,X,O,O
JSLOITZ,O,X,X,O,X,X,O
JSLOIZT,O,O,X,O,X,O,O
JSLOZTI,X,O,X,O,X,O,O
JSLOZIT,O,O,X,O,X,O,O
JSZTILO,O,O,O,O,X,O,O
JSZTIOL,O,O,O,O,X,O,O
JSZTLIO,O,O,O,O,X,O,O
JSZTLOI,O,O,O,O,X,O,O
JSZTOIL,O,O,O,O,X,O,O
JSZTOLI,O,O,O,O,X,O,O
JSZITLO,O,O,O,O,X,O,O
JSZITOL,O,O,O,O,X,O,O
JSZILTO,O,O,X,O,X,O,O
JSZILOT,O,O,O,O,X,O,O
JSZIOTL,O,X,O,O,X,O,O
JSZIOLT,O,O,O,O,X,O,O
JSZLTIO,O,O,X,O,X,O,O
JSZLTOI,O,O,X,O,X,O,O
JSZLITO,O,O,X,O,X,O,O
JSZLIOT,O,O,O,O,X,O,O
JSZLOTI,X,O,X,O,X,O,O
JSZLOIT,O,O,O,O,X,O,O
JSZOTIL,O,O,O,O,X,O,O
JSZOTLI,O,O,O,O,X,O,O
JSZOITL,O,X,O,O,X,O,O
JSZOILT,O,O,O,O,X,O,O
JSZOLTI,X,O,X,O,X,O,O
JSZOLIT,O,O,O,O,X,O,O
JSOTILZ,O,X,X,O,X,O,O
JSOTIZL,O,X,O,O,X,O,O
JSOTLIZ,O,X,X,O,X,O,O
JSOTLZI,O,X,X,O,X,O,O
JSOTZIL,O,X,O,O,X,O,O
JSOTZLI,O,X,O,O,X,O,O
JSOITLZ,O,X,X,O,X,X,O
JSOITZL,O,X,O,O,X,X,O
JSOILTZ,O,X,X,O,X,X,O
JSOILZT,O,O,X,O,X,O,O
JSOIZTL,O,X,O,O,X,O,O
JSOIZLT,O,X,O,O,X,O,O
JSOLTIZ,O,X,X,O,X,O,O
JSOLTZI,O,X,X,O,X,O,O
JSOLITZ,O,X,X,O,X,X,O
JSOLIZT,O,O,X,O,X,O,O
JSOLZTI,X,O,X,O,X,O,O
JSOLZIT,O,O,X,O,X,O,O
JSOZTIL,O,O,O,O,X,O,O
JSOZTLI,O,O,O,O,X,O,O
JSOZITL,O,X,O,O,X,O,O
JSOZILT,O,O,O,O,X,O,O
JSOZLTI,X,O,X,O,X,O,O
JSOZLIT,O,O,O,O,X,O,O
JZTILSO,O,O,O,O,O,O,O
JZTILOS,X,O,O,O,O,O,O
JZTISLO,O,O,O,O,X,O,O
JZTISOL,O,O,O,O,X,O,O
JZTIOLS,X,O,O,O,O,O,O
JZTIOSL,X,O,O,O,X,O,O
JZTLISO,O,O,O,O,O,O,O
JZTLIOS,X,O,O,O,O,O,O
JZTLSIO,O,O,O,O,O,O,O
JZTLSOI,O,O,O,O,O,O,O
JZTLOIS,X,O,O,O,O,O,O
JZTLOSI,X,O,O,O,O,O,O
JZTSILO,O,O,O,O,X,O,O
JZTSIOL,O,O,O,O,X,O,O
JZTSLIO,O,O,O,O,X,O,O
JZTSLOI,O,O,O,O,X,O,O
JZTSOIL,O,O,O,O,X,O,O
JZTSOLI,O,O,O,O,X,O,O
JZTOILS,X,O,O,O,O,O,O
JZTOISL,X,O,O,O,X,O,O
JZTOLIS,X,O,O,O,O,O,O
JZTOLSI,X,O,O,O,O,O,O
JZTOSIL,X,O,O,O,X,O,O
JZTOSLI,X,O,O,O,X,O,O
JZITLSO,O,O,O,O,O,O,O
JZITLOS,X,O,O,O,O,O,O
JZITSLO,O,O,O,O,X,O,O
JZITSOL,O,O,O,O,X,O,O
JZITOLS,X,O,O,O,O,O,O
JZITOSL,X,O,O,O,X,O,O
JZILTSO,O,O,O,O,O,O,O
JZILTOS,X,O,O,O,O,O,O
JZILSTO,O,O,X,O,O,O,O
JZILSOT,O,O,O,O,X,O,O
JZILOTS,X,O,O,O,O,O,O
JZILOST,X,O,O,O,X,O,O
JZISTLO,O,O,O,O,X,O,O
JZISTOL,O,O,O,O,X,O,O
JZISLTO,O,O,X,O,X,O,O
JZISLOT,O,O,O,O,X,O,O
JZISOTL,O,X,O,O,X,O,O
JZISOLT,O,O,O,O,X,O,O
JZIOTLS,X,O,O,O,O,X,O
JZIOTSL,X,O,O,X,X,X,O
JZIOLTS,X,O,O,O,O,O,O
JZIOLST,X,O,O,O,X,O,O
JZIOSTL,X,X,O,X,X,X,O
JZIOSLT,X,O,O,O,X,X,O
JZLTISO,O,O,O,O,O,O,O
JZLTIOS,X,O,O,O,O,O,O
JZLTSIO,O,O,O,O,O,O,O
JZLTSOI,O,O,O,O,O,O,O
JZLTOIS,X,O,O,O,O,O,O
JZLTOSI,X,O,O,O,O,O,O
JZLITSO,O,O,O,O,O,O,O
JZLITOS,X,O,O,O,O,O,O
JZLISTO,O,O,X,O,O,O,O
JZLISOT,O,O,O,O,X,O,O
JZLIOTS,X,O,O,O,O,O,O
JZLIOST,X,O,O,O,X,O,O
JZLSTIO,O,O,X,O,O,O,O
JZLSTOI,O,O,X,O,O,O,O
JZLSITO,O,O,X,O,O,O,O
JZLSIOT,O,O,O,O,X,O,O
JZLSOTI,X,O,X,O,X,O,O
JZLSOIT,O,O,O,O,X,O,O
JZLOTIS,X,O,O,O,O,O,O
JZLOTSI,X,O,O,O,O,O,X
JZLOITS,X,O,O,O,O,O,O
JZLOIST,X,O,O,O,X,O,O
JZLOSTI,X,O,X,O,X,O,X
JZLOSIT,X,O,O,O,X,O,O
JZSTILO,O,O,O,O,X,O,O
JZSTIOL,O,O,O,O,X,O,O
JZSTLIO,O,O,O,O,X,O,O
JZSTLOI,O,O,O,O,X,O,O
JZSTOIL,O,O,O,O,X,O,O
JZSTOLI,O,O,O,O,X,O,O
JZSITLO,O,O,O,O,X,O,O
JZSITOL,O,O,O,O,X,O,O
JZSILTO,O,O,X,O,X,O,O
JZSILOT,O,O,O,O,X,O,O
JZSIOTL,O,X,O,O,X,O,O
JZSIOLT,O,O,O,O,X,O,O
JZSLTIO,O,O,X,O,X,O,O
JZSLTOI,O,O,X,O,X,O,O
JZSLITO,O,O,X,O,X,O,O
JZSLIOT,O,O,O,O,X,O,O
JZSLOTI,X,O,X,O,X,O,O
JZSLOIT,O,O,O,O,X,O,O
JZSOTIL,O,O,O,O,X,O,O
JZSOTLI,O,O,O,O,X,O,O
JZSOITL,O,X,O,O,X,O,O
JZSOILT,O,O,O,O,X,O,O
JZSOLTI,X,O,X,O,X,O,O
JZSOLIT,O,O,O,O,X,O,O
JZOTILS,X,O,O,O,O,O,O
JZOTISL,X,O,O,O,X,O,O
JZOTLIS,X,O,O,O,O,O,O
JZOTLSI,X,O,O,O,O,O,O
JZOTSIL,X,O,O,O,X,O,O
JZOTSLI,X,O,O,O,X,O,O
JZOITLS,X,O,O,O,O,X,O
JZOITSL,X,O,O,X,X,X,O
JZOILTS,X,O,O,O,O,O,O
JZOILST,X,O,O,O,X,O,O
JZOISTL,X,X,O,X,X,X,O
JZOISLT,X,O,O,O,X,X,O
JZOLTIS,X,O,O,O,O,O,O
JZOLTSI,X,O,O,O,O,O,X
JZOLITS,X,O,O,O,O,O,O
JZOLIST,X,O,O,O,X,O,O
JZOLSTI,X,O,X,O,X,O,X
JZOLSIT,X,O,O,O,X,O,O
JZOSTIL,X,O,O,O,X,O,O
JZOSTLI,X,O,O,O,X,O,O
JZOSITL,X,X,O,O,X,O,O
JZOSILT,X,O,O,O,X,O,O
JZOSLTI,X,O,X,O,X,O,O
JZOSLIT,X,O,O,O,X,O,O
JOTILSZ,O,X,X,O,X,X,O
JOTILZS,X,O,O,O,X,O,O
JOTISLZ,O,X,X,O,X,X,O
JOTISZL,O,X,O,X,X,X,O
JOTIZLS,X,X,O,O,X,O,O
JOTIZSL,X,X,O,O,X,O,O
JOTLISZ,O,X,X,O,X,X,O
JOTLIZS,X,O,O,O,X,O,O
JOTLSIZ,O,X,X,O,X,X,O
JOTLSZI,O,X,X,O,X,O,X
JOTLZIS,X,O,O,O,X,O,O
JOTLZSI,X,O,O,O,X,O,O
JOTSILZ,O,X,X,O,X,X,O
JOTSIZL,O,X,O,O,X,X,O
JOTSLIZ,O,X,X,O,X,X,O
JOTSLZI,O,X,X,O,X,O,O
JOTSZIL,O,X,O,O,X,O,O
JOTSZLI,O,X,O,O,X,O,O
JOTZILS,X,O,O,O,X,O,O
JOTZISL,X,O,O,O,X,O,O
JOTZLIS,X,O,O,O,X,O,O
JOTZLSI,X,O,O,O,X,O,O
JOTZSIL,X,O,O,O,X,O,O
JOTZSLI,X,O,O,O,X,O,O
JOITLSZ,O,X,X,O,X,X,O
JOITLZS,X,O,O,O,X,X,O
JOITSLZ,O,X,X,O,X,X,O
JOITSZL,O,X,O,X,X,X,O
JOITZLS,X,X,O,O,X,X,O
JOITZSL,X,X,O,O,X,X,O
JOILTSZ,O,X,X,O,X,X,O
JOILTZS,X,O,O,O,X,X,O
JOILSTZ,O,X,X,O,X,X,O
JOILSZT,O,O,X,O,X,X,O
JOILZTS,X,O,O,O,O,X,O
JOILZST,X,O,O,O,X,X,O
JOISTLZ,O,X,X,O,X,X,O
JOISTZL,O,X,O,O,X,X,O
JOISLTZ,O,X,X,O,X,X,O
JOISLZT,O,O,X,O,X,X,O
JOISZTL,O,X,O,O,X,X,O
JOISZLT,O,X,O,O,X,X,O
JOIZTLS,X,O,O,O,O,X,O
JOIZTSL,X,O,O,X,X,X,O
JOIZLTS,X,O,O,O,O,X,O
JOIZLST,X,O,O,O,X,X,O
JOIZSTL,X,X,O,X,X,X,O
JOIZSLT,X,O,O,O,X,X,O
JOLTISZ,O,X,X,O,X,X,O
JOLTIZS,X,O,O,O,X,O,O
JOLTSIZ,O,X,X,O,X,X,O
JOLTSZI,O,X,X,O,X,O,X
JOLTZIS,X,O,O,O,X,O,O
JOLTZSI,X,O,O,O,X,O,X
JOLITSZ,O,X,X,O,X,X,O
JOLITZS,X,O,O,O,X,X,O
JOLISTZ,O,X,X,O,X,X,O
JOLISZT,O,O,X,O,X,X,O
JOLIZTS,X,O,O,O,O,X,O
JOLIZST,X,O,O,O,X,X,O
JOLSTIZ,O,X,X,O,X,O,O
JOLSTZI,O,X,X,O,X,O,O
JOLSITZ,O,X,X,O,X,X,O
JOLSIZT,O,O,X,O,X,O,O
JOLSZTI,X,O,X,O,X,O,O
JOLSZIT,O,O,X,O,X,O,O
JOLZTIS,X,O,O,O,O,O,O
JOLZTSI,X,O,O,O,O,O,X
JOLZITS,X,O,O,O,O,O,O
JOLZIST,X,O,O,O,X,O,O
JOLZSTI,X,O,X,O,X,O,X
JOLZSIT,X,O,O,O,X,O,O
JOSTILZ,O,X,X,O,X,O,O
JOSTIZL,O,X,O,O,X,O,O
JOSTLIZ,O,X,X,O,X,O,O
JOSTLZI,O,X,X,O,X,O,O
JOSTZIL,O,X,O,O,X,O,O
JOSTZLI,O,X,O,O,X,O,O
JOSITLZ,O,X,X,O,X,X,O
JOSITZL,O,X,O,O,X,X,O
JOSILTZ,O,X,X,O,X,X,O
JOSILZT,O,O,X,O,X,O,O
JOSIZTL,O,X,O,O,X,O,O
JOSIZLT,O,X,O,O,X,O,O
JOSLTIZ,O,X,X,O,X,O,O
JOSLTZI,O,X,X,O,X,O,O
JOSLITZ,O,X,X,O,X,X,O
JOSLIZT,O,O,X,O,X,O,O
JOSLZTI,X,O,X,O,X,O,O
JOSLZIT,O,O,X,O,X,O,O
JOSZTIL,O,O,O,O,X,O,O
JOSZTLI,O,O,O,O,X,O,O
JOSZITL,O,X,O,O,X,O,O
JOSZILT,O,O,O,O,X,O,O
JOSZLTI,X,O,X,O,X,O,O
JOSZLIT,O,O,O,O,X,O,O
JOZTILS,X,O,O,O,O,O,O
JOZTISL,X,O,O,O,X,O,O
JOZTLIS,X,O,O,O,O,O,O
JOZTLSI,X,O,O,O,O,O,O
JOZTSIL,X,O,O,O,X,O,O
JOZTSLI,X,O,O,O,X,O,O
JOZITLS,X,O,O,O,O,X,O
JOZITSL,X,O,O,X,X,X,O
JOZILTS,X,O,O,O,O,O,O
JOZILST,X,O,O,O,X,O,O
JOZISTL,X,X,O,X,X,X,O
JOZISLT,X,O,O,O,X,X,O
JOZLTIS,X,O,O,O,O,O,O
JOZLTSI,X,O,O,O,O,O,X
JOZLITS,X,O,O,O,O,O,O
JOZLIST,X,O,O,O,X,O,O
JOZLSTI,X,O,X,O,X,O,X
JOZLSIT,X,O,O,O,X,O,O
JOZSTIL,X,O,O,O,X,O,O
JOZSTLI,X,O,O,O,X,O,O
JOZSITL,X,X,O,O,X,O,O
JOZSILT,X,O,O,O,X,O,O
JOZSLTI,X,O,X,O,X,O,O
JOZSLIT,X,O,O,O,X,O,O
STILJZO,O,X,X,O,X,O,O
STILJOZ,O,X,X,O,X,O,O
STILZJO,O,X,X,O,X,O,O
STILZOJ,O,X,X,O,X,O,O
STILOJZ,O,X,X,O,X,O,O
STILOZJ,O,X,X,X,X,O,O
STIJLZO,O,X,X,O,X,O,O
STIJLOZ,O,X,X,O,X,O,O
STIJZLO,O,X,O,O,X,O,O
STIJZOL,O,X,O,O,X,O,O
STIJOLZ,O,X,X,O,X,O,O
STIJOZL,O,X,O,O,X,O,O
STIZLJO,O,X,O,O,X,O,O
STIZLOJ,O,X,O,O,X,O,O
STIZJLO,O,X,O,O,X,O,O
STIZJOL,O,X,O,O,X,O,O
STIZOLJ,O,X,O,O,X,O,O
STIZOJL,O,X,O,O,X,O,O
STIOLJZ,O,X,X,O,X,O,O
STIOLZJ,O,X,X,X,X,O,O
STIOJLZ,O,X,X,O,X,O,O
STIOJZL,O,X,O,O,X,O,O
STIOZLJ,O,X,O,X,X,O,O
STIOZJL,O,X,O,X,X,O,O
STLIJZO,O,X,X,O,X,O,O
STLIJOZ,O,X,X,O,X,O,O
STLIZJO,O,X,X,O,X,O,O
STLIZOJ,O,X,X,O,X,O,O
STLIOJZ,O,X,X,O,X,O,O
STLIOZJ,O,X,X,X,X,O,O
STLJIZO,O,X,X,O,X,O,O
STLJIOZ,O,X,X,O,X,O,O
STLJZIO,O,X,X,O,X,O,O
STLJZOI,O,X,X,O,X,O,O
STLJOIZ,O,X,X,O,X,O,O
STLJOZI,O,X,X,O,X,O,O
STLZIJO,O,O,X,O,X,O,O
STLZIOJ,O,O,X,O,X,O,O
STLZJIO,O,O,X,O,X,O,O
STLZJOI,O,O,X,O,X,O,O
STLZOIJ,O,O,X,O,X,O,O
STLZOJI,O,O,X,O,X,O,O
STLOIJZ,O,X,X,O,X,O,O
STLOIZJ,O,X,X,X,X,O,O
STLOJIZ,O,X,X,O,X,O,O
STLOJZI,O,X,X,O,X,O,O
STLOZIJ,O,O,X,O,X,O,O
STLOZJI,O,O,X,O,X,O,O
STJILZO,O,X,X,O,X,O,O
STJILOZ,O,X,X,O,X,O,O
STJIZLO,O,X,O,O,X,O,O
STJIZOL,O,X,O,O,X,O,O
STJIOLZ,O,X,X,O,X,O,O
STJIOZL,O,X,O,O,X,O,O
STJLIZO,O,X,X,O,X,O,O
STJLIOZ,O,X,X,O,X,O,O
STJLZIO,O,X,X,O,X,O,O
STJLZOI,O,X,X,O,X,O,O
STJLOIZ,O,X,X,O,X,O,O
STJLOZI,O,X,X,O,X,O,O
STJZILO,O,X,O,O,X,O,O
STJZIOL,O,X,O,O,X,O,O
STJZLIO,O,X,O,O,X,O,O
STJZLOI,O,X,O,O,X,O,O
STJZOIL,O,X,O,O,X,O,O
STJZOLI,O,X,O,O,X,O,O
STJOILZ,O,X,X,O,X,O,O
STJOIZL,O,X,O,O,X,O,O
STJOLIZ,O,X,X,O,X,O,O
STJOLZI,O,X,X,O,X,O,O
STJOZIL,O,X,O,O,X,O,O
STJOZLI,O,X,O,O,X,O,O
STZILJO,O,O,O,O,X,O,O
STZILOJ,O,O,O,O,X,O,O
STZIJLO,O,O,O,O,X,O,O
STZIJOL,O,O,O,O,X,O,O
STZIOLJ,O,O,O,O,X,O,O
STZIOJL,O,O,O,O,X,O,O
STZLIJO,O,O,O,O,X,O,O
STZLIOJ,O,O,O,O,X,O,O
STZLJIO,O,O,O,O,X,O,O
STZLJOI,O,O,O,O,X,O,O
STZLOIJ,O,O,O,O,X,O,O
STZLOJI,O,O,O,O,X,O,O
STZJILO,O,O,O,O,X,O,O
STZJIOL,O,O,O,O,X,O,O
STZJLIO,O,O,O,O,X,O,O
STZJLOI,O,O,O,O,X,O,O
STZJOIL,O,O,O,O,X,O,O
STZJOLI,O,O,O,O,X,O,O
STZOILJ,O,O,O,O,X,O,O
STZOIJL,O,O,O,O,X,O,O
STZOLIJ,O,O,O,O,X,O,O
STZOLJI,O,O,O,O,X,O,O
STZOJIL,O,O,O,O,X,O,O
STZOJLI,O,O,O,O,X,O,O
STOILJZ,O,X,X,O,X,O,O
STOILZJ,O,X,X,X,X,O,O
STOIJLZ,O,X,X,O,X,O,O
STOIJZL,O,X,O,O,X,O,O
STOIZLJ,O,X,O,X,X,O,O
STOIZJL,O,X,O,X,X,O,O
STOLIJZ,O,X,X,O,X,O,O
STOLIZJ,O,X,X,X,X,O,O
STOLJIZ,O,X,X,O,X,O,O
STOLJZI,O,X,X,O,X,O,O
STOLZIJ,O,O,X,O,X,O,O
STOLZJI,O,O,X,O,X,O,O
STOJILZ,O,X,X,O,X,O,O
STOJIZL,O,X,O,O,X,O,O
STOJLIZ,O,X,X,O,X,O,O
STOJLZI,O,X,X,O,X,O,O
STOJZIL,O,X,O,O,X,O,O
STOJZLI,O,X,O,O,X,O,O
STOZILJ,O,O,O,O,X,O,O
STOZIJL,O,O,O,O,X,O,O
STOZLIJ,O,O,O,O,X,O,O
STOZLJI,O,O,O,O,X,O,O
STOZJIL,O,O,O,O,X,O,O
STOZJLI,O,O,O,O,X,O,O
SITLJZO,O,X,X,O,X,O,O
SITLJOZ,O,X,X,O,X,O,O
SITLZJO,O,X,X,O,X,O,O
SITLZOJ,O,X,X,O,X,O,O
SITLOJZ,O,X,X,O,X,O,O
SITLOZJ,O,X,X,X,X,O,O
SITJLZO,O,X,X,O,X,O,O
SITJLOZ,O,X,X,O,X,O,O
SITJZLO,O,X,O,O,X,O,O
SITJZOL,O,X,O,O,X,O,O
SITJOLZ,O,X,X,O,X,O,O
SITJOZL,O,X,O,O,X,O,O
SITZLJO,O,X,O,O,X,O,O
SITZLOJ,O,X,O,O,X,O,O
SITZJLO,O,X,O,O,X,O,O
SITZJOL,O,X,O,O,X,O,O
SITZOLJ,O,X,O,O,X,O,O
SITZOJL,O,X,O,O,X,O,O
SITOLJZ,O,X,X,O,X,O,O
SITOLZJ,O,X,X,X,X,O,O
SITOJLZ,O,X,X,O,X,O,O
SITOJZL,O,X,O,O,X,O,O
SITOZLJ,O,X,O,X,X,O,O
SITOZJL,O,X,O,X,X,O,O
SILTJZO,O,X,X,O,X,O,O
SILTJOZ,O,X,X,O,X,O,O
SILTZJO,O,X,X,O,O,O,O
SILTZOJ,O,X,X,O,O,O,O
SILTOJZ,O,X,X,O,X,O,O
SILTOZJ,O,X,X,X,X,O,O
SILJTZO,O,X,X,O,X,X,O
SILJTOZ,O,X,X,O,X,X,O
SILJZTO,O,X,X,O,O,O,O
SILJZOT,O,X,X,O,X,O,O
SILJOTZ,O,X,X,O,X,X,O
SILJOZT,O,X,X,O,X,O,O
SILZTJO,O,X,X,O,O,O,O
SILZTOJ,O,X,X,O,O,O,O
SILZJTO,O,X,X,O,O,O,O
SILZJOT,O,X,X,O,X,O,O
SILZOTJ,X,X,X,O,O,O,O
SILZOJT,O,X,X,O,X,O,O
SILOTJZ,O,X,X,O,X,O,O
SILOTZJ,O,X,X,X,X,O,O
SILOJTZ,O,X,X,O,X,X,O
SILOJZT,O,X,X,O,X,O,O
SILOZTJ,X,X,X,O,O,O,O
SILOZJT,O,X,X,O,X,O,O
SIJTLZO,O,X,X,O,X,X,O
SIJTLOZ,O,X,X,O,X,X,O
SIJTZLO,O,X,O,O,X,X,O
SIJTZOL,O,X,O,O,X,X,O
SIJTOLZ,O,X,X,O,X,X,O
SIJTOZL,O,X,O,X,X,X,O
SIJLTZO,O,X,X,O,X,X,O
SIJLTOZ,O,X,X,O,X,X,O
SIJLZTO,O,X,X,O,X,O,O
SIJLZOT,O,X,X,O,X,O,O
SIJLOTZ,O,X,X,O,X,X,O
SIJLOZT,O,X,X,O,X,O,O
SIJZTLO,O,X,O,O,X,O,O
SIJZTOL,O,X,O,O,X,O,O
SIJZLTO,O,X,X,O,X,O,O
SIJZLOT,O,X,O,O,X,O,O
SIJZOTL,O,X,O,O,X,O,O
SIJZOLT,O,X,O,O,X,O,O
SIJOTLZ,O,X,X,O,X,X,O
SIJOTZL,O,X,O,O,X,X,O
SIJOLTZ,O,X,X,O,X,X,O
SIJOLZT,O,X,X,O,X,O,O
SIJOZTL,O,X,O,O,X,O,O
SIJOZLT,O,X,O,O,X,O,O
SIZTLJO,O,X,O,O,O,O,O
SIZTLOJ,O,X,O,O,O,O,O
SIZTJLO,O,X,O,O,X,O,O
SIZTJOL,O,X,O,O,X,O,O
SIZTOLJ,O,X,O,O,O,O,O
SIZTOJL,O,X,O,O,X,O,O
SIZLTJO,O,X,X,O,O,O,O
SIZLTOJ,O,X,X,O,O,O,O
SIZLJTO,O,X,X,O,O,O,O
SIZLJOT,O,X,O,O,X,O,O
SIZLOTJ,X,X,X,O,O,O,O
SIZLOJT,O,X,O,O,X,O,O
SIZJTLO,O,X,O,O,X,O,O
SIZJTOL,O,X,O,O,X,O,O
SIZJLTO,O,X,X,O,X,O,O
SIZJLOT,O,X,O,O,X,O,O
SIZJOTL,O,X,O,O,X,O,O
SIZJOLT,O,X,O,O,X,O,O
SIZOTLJ,O,X,O,O,O,O,O
