sequence,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBcjBGhBT?iBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF2hBRdBcjBS?nBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFuiBcjBRhBz?hBlrB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Je2AJvhFRcBCeBzhBX?jB0rBlsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBGeBRiB1?rB8sBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhF/hBUdBOoBC?jBxrBVxB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFGdBTeBRnBF?mB8rB3sB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jex7IvhFTeBCnB8sBm?lBFnBXsB,v115@zgB8HeB8HeE8DeE8EeF8CeB8Jei7IvhFRdBXiBusBc?oBFmBzrB,v115@zgB8HeB8HeE8DeE8EeF8CeB8JeT7IvhFicBfnBxiBu?sBFoB0rB
SJIOTZL,X,X,X,X,X,O,O,X,X,X
SJIOLTZ,X,X,X,O,X,O,O,X,X,X
SJIOLZT,O,O,X,O,X,X,O,X,X,X
SJIOZTL,O,O,X,X,X,O,O,X,X,X
SJIOZLT,O,O,X,X,X,X,O,X,X,X
SJLTIZO,O,X,O,O,X,X,X,X,O,X
SJLTIOZ,O,X,X,O,X,X,X,X,X,X
SJLTZIO,O,O,O,O,X,X,X,X,O,X
SJLTZOI,O,O,O,O,X,X,X,X,O,X
SJLTOIZ,O,X,X,O,X,X,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X,O,X
SJLITZO,X,X,X,O,X,O,O,X,X,X
SJLITOZ,X,X,X,O,X,O,O,X,X,X
SJLIZTO,O,O,O,O,X,X,O,X,O,X
SJLIZOT,O,O,O,O,X,X,O,X,O,X
SJLIOTZ,X,X,X,O,X,O,O,X,X,X
SJLIOZT,O,O,X,O,X,X,O,X,X,X
SJLZTIO,O,O,O,O,X,X,X,X,O,X
SJLZTOI,O,O,O,O,X,X,X,X,O,X
SJLZITO,O,O,O,O,X,X,X,X,O,X
SJLZIOT,O,O,O,O,X,X,X,X,O,X
SJLZOTI,O,O,O,O,X,X,X,X,X,X
SJLZOIT,O,O,O,O,X,X,X,X,O,X
SJLOTIZ,X,X,X,O,O,X,X,X,X,X
SJLOTZI,O,O,X,O,O,X,X,X,O,X
SJLOITZ,X,X,X,O,X,O,O,X,X,X
SJLOIZT,O,O,X,O,X,X,O,X,O,X
SJLOZTI,O,O,X,O,O,X,X,X,O,X
SJLOZIT,O,O,X,O,O,X,X,X,O,X
SJZTILO,O,O,O,O,O,X,X,X,O,O
SJZTIOL,O,O,O,O,O,X,X,X,O,O
SJZTLIO,O,O,O,O,O,X,X,X,O,O
SJZTLOI,O,O,O,O,O,X,X,X,O,O
SJZTOIL,O,O,O,O,O,X,X,X,O,O
SJZTOLI,O,O,O,O,O,X,X,X,O,O
SJZITLO,O,O,O,O,X,O,X,X,O,O
SJZITOL,O,O,O,O,X,O,X,X,O,O
SJZILTO,O,O,O,O,X,X,X,X,O,O
SJZILOT,O,O,O,O,O,X,X,X,O,O
SJZIOTL,O,O,X,O,X,O,X,X,O,O
SJZIOLT,O,O,O,O,O,X,X,X,O,O
SJZLTIO,O,O,O,O,X,X,X,X,O,O
SJZLTOI,O,O,O,O,X,X,X,X,O,O
SJZLITO,O,O,O,O,X,X,X,X,O,O
SJZLIOT,O,O,O,O,X,X,X,X,O,O
SJZLOTI,O,O,O,O,O,X,X,X,X,O
SJZLOIT,O,O,O,O,O,X,X,X,O,O
SJZOTIL,O,O,O,O,O,X,X,X,O,O
SJZOTLI,O,O,O,O,O,X,X,X,O,O
SJZOITL,O,O,X,O,X,O,X,X,O,O
SJZOILT,O,O,O,O,O,X,X,X,O,O
SJZOLTI,O,O,O,O,O,X,X,X,X,O
SJZOLIT,O,O,O,O,O,X,X,X,O,O
SJOTILZ,X,O,X,O,O,O,X,X,O,X
SJOTIZL,X,O,X,O,X,O,X,X,O,X
SJOTLIZ,X,O,X,O,O,X,X,X,O,X
SJOTLZI,O,O,X,O,O,X,X,X,O,X
SJOTZIL,O,O,X,O,O,X,X,X,O,X
SJOTZLI,O,O,X,O,O,X,X,X,O,X
SJOITLZ,X,X,X,X,X,O,O,X,O,X
SJOITZL,X,X,X,X,X,O,O,X,O,X
SJOILTZ,X,X,X,O,X,O,O,X,X,X
SJOILZT,O,O,X,O,X,X,O,X,O,X
SJOIZTL,O,O,X,X,X,O,O,X,O,X
SJOIZLT,O,O,X,X,X,X,O,X,O,X
SJOLTIZ,X,X,X,O,O,X,X,X,O,X
SJOLTZI,O,O,X,O,O,X,X,X,O,X
SJOLITZ,X,X,X,O,X,O,O,X,X,X
SJOLIZT,O,O,X,O,X,X,O,X,O,X
SJOLZTI,O,O,X,O,O,X,X,X,O,X
SJOLZIT,O,O,X,O,O,X,X,X,O,X
SJOZTIL,O,O,X,O,O,X,X,X,O,O
SJOZTLI,O,O,X,O,O,X,X,X,O,O
SJOZITL,O,O,X,O,X,O,X,X,O,O
SJOZILT,O,O,X,O,O,X,X,X,O,O
SJOZLTI,O,O,X,O,O,X,X,X,O,O
SJOZLIT,O,O,X,O,O,X,X,X,O,O
SZTILJO,O,O,O,O,O,X,X,X,X,X
SZTILOJ,O,O,O,O,O,X,X,X,X,O
SZTIJLO,O,O,O,O,O,X,X,X,X,X
SZTIJOL,O,O,O,O,O,X,X,X,X,X
SZTIOLJ,O,O,O,O,O,X,X,X,X,O
SZTIOJL,O,O,O,O,O,X,X,X,X,X
SZTLIJO,O,O,O,O,O,X,X,X,X,X
SZTLIOJ,O,O,O,O,O,X,X,X,X,O
SZTLJIO,O,O,O,O,O,X,X,X,X,O
SZTLJOI,O,O,O,O,O,X,X,X,X,O
SZTLOIJ,O,O,O,O,O,X,X,X,X,O
SZTLOJI,O,O,O,O,O,X,X,X,X,O
SZTJILO,O,O,O,O,O,X,X,X,X,O
SZTJIOL,O,O,O,O,O,X,X,X,X,O
SZTJLIO,O,O,O,O,O,X,X,X,X,O
SZTJLOI,O,O,O,O,O,X,X,X,X,O
SZTJOIL,O,O,O,O,O,X,X,X,X,O
SZTJOLI,O,O,O,O,O,X,X,X,X,O
SZTOILJ,O,O,O,O,O,X,X,X,X,O
SZTOIJL,O,O,O,O,O,X,X,X,X,X
SZTOLIJ,O,O,O,O,O,X,X,X,X,O
SZTOLJI,O,O,O,O,O,X,X,X,X,O
SZTOJIL,O,O,O,O,O,X,X,X,X,O
SZTOJLI,O,O,O,O,O,X,X,X,X,O
SZITLJO,O,O,O,X,X,X,O,X,X,X
SZITLOJ,O,O,O,X,X,X,O,X,X,O
SZITJLO,O,O,O,X,X,X,O,X,X,X
SZITJOL,O,O,O,X,X,X,O,X,X,X
SZITOLJ,O,O,O,X,X,X,O,X,X,O
SZITOJL,O,O,O,X,X,X,O,X,X,X
SZILTJO,O,O,O,X,X,X,O,X,X,X
SZILTOJ,O,O,O,X,X,X,O,X,X,O
SZILJTO,O,O,O,O,X,X,O,X,X,O
SZILJOT,O,O,O,O,O,X,O,X,X,O
SZILOTJ,O,O,X,O,X,X,O,X,X,O
SZILOJT,O,O,O,O,O,X,O,X,X,O
SZIJTLO,O,O,O,O,X,O,O,X,X,O
SZIJTOL,O,O,O,X,X,O,O,X,X,O
SZIJLTO,O,O,O,O,X,X,O,X,X,O
SZIJLOT,O,O,O,O,O,X,O,X,X,O
SZIJOTL,O,O,X,O,X,O,O,X,X,O
SZIJOLT,O,O,O,O,O,X,O,X,X,O
SZIOTLJ,O,O,X,O,X,X,O,X,X,O
SZIOTJL,O,O,X,O,X,X,O,X,X,X
SZIOLTJ,O,O,X,O,X,X,O,X,X,O
SZIOLJT,O,O,O,O,O,X,O,X,X,O
SZIOJTL,O,O,X,O,X,O,O,X,X,O
SZIOJLT,O,O,O,O,O,X,O,X,X,O
SZLTIJO,O,O,O,O,O,X,X,X,X,X
SZLTIOJ,O,O,O,O,O,X,X,X,X,O
SZLTJIO,O,O,O,O,X,X,X,O,X,O
SZLTJOI,O,O,O,O,O,X,X,O,X,O
SZLTOIJ,O,O,O,O,O,X,X,X,X,O
SZLTOJI,O,O,O,O,O,X,X,O,X,O
SZLITJO,O,O,O,X,X,X,O,X,X,X
SZLITOJ,O,O,O,X,X,X,O,X,X,O
SZLIJTO,O,O,O,O,X,X,O,X,X,O
SZLIJOT,O,O,O,O,O,X,O,X,X,O
SZLIOTJ,O,O,X,O,X,X,O,X,X,O
SZLIOJT,O,O,O,O,O,X,O,X,X,O
SZLJTIO,O,O,O,O,X,X,X,O,X,O
SZLJTOI,O,O,O,O,X,X,X,O,X,O
SZLJITO,O,O,O,O,X,X,X,O,X,O
SZLJIOT,O,O,O,O,X,X,X,O,X,O
SZLJOTI,O,O,O,O,O,X,X,O,X,O
SZLJOIT,O,O,O,O,O,X,X,O,X,O
SZLOTIJ,O,O,O,O,O,X,X,X,X,O
SZLOTJI,O,O,O,O,O,X,X,O,X,O
SZLOITJ,O,O,X,O,X,X,O,X,X,O
SZLOIJT,O,O,O,O,O,X,O,X,X,O
SZLOJTI,O,O,O,O,O,X,X,O,X,O
SZLOJIT,O,O,O,O,O,X,X,O,X,O
SZJTILO,O,O,O,O,O,X,X,X,X,O
SZJTIOL,O,O,O,O,O,X,X,X,X,O
SZJTLIO,O,O,O,O,O,X,X,X,X,O
SZJTLOI,O,O,O,O,O,X,X,X,X,O
SZJTOIL,O,O,O,O,O,X,X,X,X,O
SZJTOLI,O,O,O,O,O,X,X,X,X,O
SZJITLO,O,O,O,O,X,O,X,X,X,O
SZJITOL,O,O,O,O,X,O,X,X,X,O
SZJILTO,O,O,O,O,X,X,X,X,X,O
SZJILOT,O,O,O,O,O,X,X,X,X,O
SZJIOTL,O,O,X,O,X,O,X,X,X,O
SZJIOLT,O,O,O,O,O,X,X,X,X,O
SZJLTIO,O,O,O,O,X,X,X,X,X,O
SZJLTOI,O,O,O,O,X,X,X,X,X,O
SZJLITO,O,O,O,O,X,X,X,X,X,O
SZJLIOT,O,O,O,O,X,X,X,X,X,O
SZJLOTI,O,O,O,O,O,X,X,X,X,O
SZJLOIT,O,O,O,O,O,X,X,X,X,O
SZJOTIL,O,O,O,O,O,X,X,X,X,O
SZJOTLI,O,O,O,O,O,X,X,X,X,O
SZJOITL,O,O,X,O,X,O,X,X,X,O
SZJOILT,O,O,O,O,O,X,X,X,X,O
SZJOLTI,O,O,O,O,O,X,X,X,X,O
SZJOLIT,O,O,O,O,O,X,X,X,X,O
SZOTILJ,O,O,O,O,O,X,X,X,X,O
SZOTIJL,O,O,O,O,O,X,X,X,X,X
SZOTLIJ,O,O,O,O,O,X,X,X,X,O
SZOTLJI,O,O,O,O,O,X,X,X,X,O
SZOTJIL,O,O,O,O,O,X,X,X,X,O
SZOTJLI,O,O,O,O,O,X,X,X,X,O
SZOITLJ,O,O,X,O,X,X,O,X,X,O
SZOITJL,O,O,X,O,X,X,O,X,X,X
SZOILTJ,O,O,X,O,X,X,O,X,X,O
SZOILJT,O,O,O,O,O,X,O,X,X,O
SZOIJTL,O,O,X,O,X,O,O,X,X,O
SZOIJLT,O,O,O,O,O,X,O,X,X,O
SZOLTIJ,O,O,O,O,O,X,X,X,X,O
SZOLTJI,O,O,O,O,O,X,X,O,X,O
SZOLITJ,O,O,X,O,X,X,O,X,X,O
SZOLIJT,O,O,O,O,O,X,O,X,X,O
SZOLJTI,O,O,O,O,O,X,X,O,X,O
SZOLJIT,O,O,O,O,O,X,X,O,X,O
SZOJTIL,O,O,O,O,O,X,X,X,X,O
SZOJTLI,O,O,O,O,O,X,X,X,X,O
SZOJITL,O,O,X,O,X,O,X,X,X,O
SZOJILT,O,O,O,O,O,X,X,X,X,O
SZOJLTI,O,O,O,O,O,X,X,X,X,O
SZOJLIT,O,O,O,O,O,X,X,X,X,O
SOTILJZ,O,O,X,O,O,X,O,X,X,X
SOTILZJ,O,O,O,O,X,X,O,X,X,X
SOTIJLZ,O,O,X,O,O,O,O,X,X,X
SOTIJZL,O,O,X,O,X,O,O,X,X,X
SOTIZLJ,O,O,O,O,X,X,O,X,X,X
SOTIZJL,O,O,O,O,X,X,O,X,X,X
SOTLIJZ,O,O,X,O,O,X,O,X,X,X
SOTLIZJ,O,O,O,O,X,X,O,X,X,X
SOTLJIZ,O,O,X,O,O,X,X,X,X,X
SOTLJZI,O,O,X,O,O,X,X,X,X,X
SOTLZIJ,O,O,O,O,O,X,X,X,X,X
SOTLZJI,O,O,O,O,O,X,X,X,X,X
SOTJILZ,O,O,X,O,O,O,X,X,X,X
SOTJIZL,O,O,X,O,X,O,X,X,X,X
SOTJLIZ,O,O,X,O,O,X,X,X,X,X
SOTJLZI,O,O,X,O,O,X,X,X,X,X
SOTJZIL,O,O,X,O,O,X,X,X,X,X
SOTJZLI,O,O,X,O,O,X,X,X,X,X
SOTZILJ,O,O,O,O,O,X,X,X,X,X
SOTZIJL,O,O,O,O,O,X,X,X,X,X
SOTZLIJ,O,O,O,O,O,X,X,X,X,X
SOTZLJI,O,O,O,O,O,X,X,X,X,X
SOTZJIL,O,O,O,O,O,X,X,X,X,X
SOTZJLI,O,O,O,O,O,X,X,X,X,X
SOITLJZ,X,O,X,X,X,X,O,X,X,X
SOITLZJ,X,O,X,X,X,X,O,X,X,X
SOITJLZ,X,O,X,X,X,O,O,X,X,X
SOITJZL,X,O,X,X,X,O,O,X,X,X
SOITZLJ,X,O,X,X,X,X,O,X,X,X
SOITZJL,X,O,X,X,X,X,O,X,X,X
SOILTJZ,X,X,X,X,X,X,O,X,X,X
SOILTZJ,X,X,X,X,X,X,O,X,X,X
SOILJTZ,X,X,X,X,X,O,O,X,X,X
SOILJZT,O,O,X,X,X,X,O,X,X,X
SOILZTJ,O,O,X,X,X,X,O,X,X,X
SOILZJT,O,X,O,X,X,X,O,X,X,X
SOIJTLZ,X,X,X,X,X,O,O,X,X,X
SOIJTZL,X,X,X,X,X,O,O,X,X,X
SOIJLTZ,X,X,X,X,X,O,O,X,X,X
SOIJLZT,O,O,X,X,X,X,O,X,X,X
SOIJZTL,O,O,X,X,X,O,O,X,X,X
SOIJZLT,O,O,X,X,X,X,O,X,X,X
SOIZTLJ,O,O,X,X,X,X,O,X,X,X
SOIZTJL,O,O,X,X,X,X,O,X,X,X
SOIZLTJ,O,O,X,X,X,X,O,X,X,X
SOIZLJT,O,O,O,X,X,X,O,X,X,X
SOIZJTL,O,O,X,X,X,O,O,X,X,X
SOIZJLT,O,O,O,X,X,X,O,X,X,X
SOLTIJZ,O,O,X,O,O,X,O,X,X,X
SOLTIZJ,O,O,O,O,X,X,O,X,X,X
SOLTJIZ,O,O,X,O,O,X,X,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X,X,X
SOLTZIJ,O,O,O,O,O,X,X,X,X,X
SOLTZJI,O,O,O,O,O,X,X,X,X,X
SOLITJZ,X,X,X,X,X,X,O,X,X,X
SOLITZJ,X,X,X,X,X,X,O,X,X,X
SOLIJTZ,X,X,X,X,X,O,O,X,X,X
SOLIJZT,O,O,X,X,X,X,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,O,X,X,X
SOLIZJT,O,X,O,X,X,X,O,X,X,X
SOLJTIZ,X,X,X,O,O,X,X,X,X,X
SOLJTZI,O,O,X,O,O,X,X,X,O,X
SOLJITZ,X,X,X,O,X,O,O,X,X,X
SOLJIZT,O,O,X,O,X,X,O,X,O,X
SOLJZTI,O,O,X,O,O,X,X,X,O,X
SOLJZIT,O,O,X,O,O,X,X,X,O,X
SOLZTIJ,O,O,O,O,O,X,X,X,X,O
SOLZTJI,O,O,O,O,O,X,X,X,X,O
SOLZITJ,O,O,X,O,X,X,O,X,X,O
SOLZIJT,O,O,O,O,O,X,O,X,X,O
SOLZJTI,O,O,O,O,O,X,X,X,X,O
SOLZJIT,O,O,O,O,O,X,X,X,X,O
SOJTILZ,X,O,X,O,O,O,X,X,O,X
SOJTIZL,X,O,X,O,X,O,X,X,O,X
SOJTLIZ,X,O,X,O,O,X,X,X,O,X
SOJTLZI,O,O,X,O,O,X,X,X,O,X
SOJTZIL,O,O,X,O,O,X,X,X,O,X
SOJTZLI,O,O,X,O,O,X,X,X,O,X
SOJITLZ,X,X,X,X,X,O,O,X,O,X
SOJITZL,X,X,X,X,X,O,O,X,O,X
SOJILTZ,X,X,X,O,X,O,O,X,X,X
SOJILZT,O,O,X,O,X,X,O,X,O,X
SOJIZTL,O,O,X,X,X,O,O,X,O,X
SOJIZLT,O,O,X,X,X,X,O,X,O,X
SOJLTIZ,X,X,X,O,O,X,X,X,O,X
SOJLTZI,O,O,X,O,O,X,X,X,O,X
SOJLITZ,X,X,X,O,X,O,O,X,X,X
SOJLIZT,O,O,X,O,X,X,O,X,O,X
SOJLZTI,O,O,X,O,O,X,X,X,O,X
SOJLZIT,O,O,X,O,O,X,X,X,O,X
SOJZTIL,O,O,X,O,O,X,X,X,O,O
SOJZTLI,O,O,X,O,O,X,X,X,O,O
SOJZITL,O,O,X,O,X,O,X,X,O,O
SOJZILT,O,O,X,O,O,X,X,X,O,O
SOJZLTI,O,O,X,O,O,X,X,X,O,O
SOJZLIT,O,O,X,O,O,X,X,X,O,O
SOZTILJ,O,O,O,O,O,X,X,X,X,O
SOZTIJL,O,O,O,O,O,X,X,X,X,X
SOZTLIJ,O,O,O,O,O,X,X,X,X,O
SOZTLJI,O,O,O,O,O,X,X,X,X,O
SOZTJIL,O,O,O,O,O,X,X,X,X,O
SOZTJLI,O,O,O,O,O,X,X,X,X,O
SOZITLJ,O,O,X,O,X,X,O,X,X,O
SOZITJL,O,O,X,O,X,X,O,X,X,X
SOZILTJ,O,O,X,O,X,X,O,X,X,O
SOZILJT,O,O,O,O,O,X,O,X,X,O
SOZIJTL,O,O,X,O,X,O,O,X,X,O
SOZIJLT,O,O,O,O,O,X,O,X,X,O
SOZLTIJ,O,O,O,O,O,X,X,X,X,O
SOZLTJI,O,O,O,O,O,X,X,O,X,O
SOZLITJ,O,O,X,O,X,X,O,X,X,O
SOZLIJT,O,O,O,O,O,X,O,X,X,O
SOZLJTI,O,O,O,O,O,X,X,O,X,O
SOZLJIT,O,O,O,O,O,X,X,O,X,O
SOZJTIL,O,O,O,O,O,X,X,X,X,O
SOZJTLI,O,O,O,O,O,X,X,X,X,O
SOZJITL,O,O,X,O,X,O,X,X,X,O
SOZJILT,O,O,O,O,O,X,X,X,X,O
SOZJLTI,O,O,O,O,O,X,X,X,X,O
SOZJLIT,O,O,O,O,O,X,X,X,X,O
ZTILJSO,O,O,O,X,O,X,X,X,X,X
ZTILJOS,O,O,O,X,O,X,X,X,X,X
ZTILSJO,O,O,O,X,O,X,X,X,X,X
ZTILSOJ,O,O,O,X,O,X,X,X,X,X
ZTILOJS,O,O,O,X,O,X,X,X,X,X
ZTILOSJ,O,O,X,X,O,X,X,X,X,X
ZTIJLSO,O,O,O,O,O,X,X,X,X,X
ZTIJLOS,O,O,O,O,O,X,X,X,X,X
ZTIJSLO,O,X,O,O,O,X,X,X,X,X
ZTIJSOL,O,O,X,O,O,X,X,X,X,X
ZTIJOLS,O,O,O,O,O,X,X,X,X,X
ZTIJOSL,O,O,X,O,O,X,X,X,X,X
ZTISLJO,O,O,O,O,O,X,X,X,X,X
ZTISLOJ,O,O,O,O,O,X,X,X,X,X
ZTISJLO,O,O,O,O,O,X,X,X,X,X
ZTISJOL,O,O,O,O,O,X,X,X,X,X
ZTISOLJ,O,O,O,O,O,X,X,X,X,X
ZTISOJL,O,O,O,O,O,X,X,X,X,X
ZTIOLJS,O,O,O,O,O,X,X,X,X,X
ZTIOLSJ,O,O,X,O,O,X,X,X,X,X
ZTIOJLS,O,O,O,O,O,X,X,X,X,X
ZTIOJSL,O,O,X,O,O,X,X,X,X,X
ZTIOSLJ,O,O,X,O,O,X,X,X,X,X
ZTIOSJL,O,O,X,O,O,X,X,X,X,X
ZTLIJSO,O,O,O,X,O,X,X,O,X,X
ZTLIJOS,O,O,O,X,O,X,X,O,X,X
ZTLISJO,O,O,O,X,O,X,X,X,X,X
ZTLISOJ,O,O,O,X,O,X,X,X,X,X
ZTLIOJS,O,O,O,X,O,X,X,O,X,X
ZTLIOSJ,O,O,X,X,O,X,X,X,X,X
ZTLJISO,O,O,O,O,O,X,X,O,X,X
ZTLJIOS,O,O,O,O,O,X,X,O,X,X
ZTLJSIO,O,O,O,O,O,X,X,O,X,X
ZTLJSOI,O,O,O,O,O,X,X,O,X,X
ZTLJOIS,O,O,O,O,O,X,X,O,X,X
ZTLJOSI,O,O,X,O,O,X,X,O,X,X
ZTLSIJO,O,O,O,O,O,X,X,X,X,X
ZTLSIOJ,O,O,O,O,O,X,X,X,X,O
ZTLSJIO,O,O,O,O,O,X,X,O,X,O
ZTLSJOI,O,O,O,O,O,X,X,O,X,O
ZTLSOIJ,O,O,O,O,O,X,X,X,X,O
ZTLSOJI,O,O,O,O,O,X,X,O,X,O
ZTLOIJS,O,O,O,O,O,X,X,O,X,X
ZTLOISJ,O,O,X,O,O,X,X,X,X,X
ZTLOJIS,O,O,O,O,O,X,X,O,X,X
ZTLOJSI,O,O,X,O,O,X,X,O,X,X
ZTLOSIJ,O,O,O,O,O,X,X,X,X,O
ZTLOSJI,O,O,O,O,O,X,X,O,X,O
ZTJILSO,O,O,O,O,O,X,X,X,X,X
ZTJILOS,O,O,O,O,O,X,X,X,X,X
ZTJISLO,O,X,O,O,O,X,X,X,X,X
ZTJISOL,O,O,X,O,O,X,X,X,X,X
ZTJIOLS,O,O,O,O,O,X,X,X,X,X
ZTJIOSL,O,O,X,O,O,X,X,X,X,X
ZTJLISO,O,O,O,O,O,X,X,X,X,X
ZTJLIOS,O,O,O,O,O,X,X,X,X,X
ZTJLSIO,O,O,O,O,O,X,X,X,X,X
ZTJLSOI,O,O,O,O,O,X,X,X,X,X
ZTJLOIS,O,O,O,O,O,X,X,X,X,X
ZTJLOSI,O,O,X,O,O,X,X,X,X,X
ZTJSILO,O,O,O,O,O,X,X,X,X,O
ZTJSIOL,O,O,O,O,O,X,X,X,X,O
ZTJSLIO,O,O,O,O,O,X,X,X,X,O
ZTJSLOI,O,O,O,O,O,X,X,X,X,O
ZTJSOIL,O,O,O,O,O,X,X,X,X,O
ZTJSOLI,O,O,O,O,O,X,X,X,X,O
ZTJOILS,O,O,O,O,O,X,X,X,X,X
ZTJOISL,O,O,X,O,O,X,X,X,X,X
ZTJOLIS,O,O,O,O,O,X,X,X,X,X
ZTJOLSI,O,O,X,O,O,X,X,X,X,X
ZTJOSIL,O,O,X,O,O,X,X,X,X,O
ZTJOSLI,O,O,X,O,O,X,X,X,X,O
ZTSILJO,O,O,O,O,O,X,X,X,X,X
ZTSILOJ,O,O,O,O,O,X,X,X,X,O
ZTSIJLO,O,O,O,O,O,X,X,X,X,X
ZTSIJOL,O,O,O,O,O,X,X,X,X,X
ZTSIOLJ,O,O,O,O,O,X,X,X,X,O
ZTSIOJL,O,O,O,O,O,X,X,X,X,X
ZTSLIJO,O,O,O,O,O,X,X,X,X,X
ZTSLIOJ,O,O,O,O,O,X,X,X,X,O
ZTSLJIO,O,O,O,O,O,X,X,X,X,O
ZTSLJOI,O,O,O,O,O,X,X,X,X,O
ZTSLOIJ,O,O,O,O,O,X,X,X,X,O
ZTSLOJI,O,O,O,O,O,X,X,X,X,O
ZTSJILO,O,O,O,O,O,X,X,X,X,O
ZTSJIOL,O,O,O,O,O,X,X,X,X,O
ZTSJLIO,O,O,O,O,O,X,X,X,X,O
ZTSJLOI,O,O,O,O,O,X,X,X,X,O
ZTSJOIL,O,O,O,O,O,X,X,X,X,O
ZTSJOLI,O,O,O,O,O,X,X,X,X,O
ZTSOILJ,O,O,O,O,O,X,X,X,X,O
ZTSOIJL,O,O,O,O,O,X,X,X,X,X
ZTSOLIJ,O,O,O,O,O,X,X,X,X,O
ZTSOLJI,O,O,O,O,O,X,X,X,X,O
ZTSOJIL,O,O,O,O,O,X,X,X,X,O
ZTSOJLI,O,O,O,O,O,X,X,X,X,O
ZTOILJS,O,O,O,O,O,X,X,X,X,X
ZTOILSJ,O,O,X,O,O,X,X,X,X,X
ZTOIJLS,O,O,O,O,O,X,X,X,X,X
ZTOIJSL,O,O,X,O,O,X,X,X,X,X
ZTOISLJ,O,O,X,O,O,X,X,X,X,X
ZTOISJL,O,O,X,O,O,X,X,X,X,X
ZTOLIJS,O,O,O,O,O,X,X,O,X,X
ZTOLISJ,O,O,X,O,O,X,X,X,X,X
ZTOLJIS,O,O,O,O,O,X,X,O,X,X
ZTOLJSI,O,O,X,O,O,X,X,O,X,X
ZTOLSIJ,O,O,O,O,O,X,X,X,X,O
ZTOLSJI,O,O,O,O,O,X,X,O,X,O
ZTOJILS,O,O,O,O,O,X,X,X,X,X
ZTOJISL,O,O,X,O,O,X,X,X,X,X
ZTOJLIS,O,O,O,O,O,X,X,X,X,X
ZTOJLSI,O,O,X,O,O,X,X,X,X,X
ZTOJSIL,O,O,X,O,O,X,X,X,X,O
ZTOJSLI,O,O,X,O,O,X,X,X,X,O
ZTOSILJ,O,O,O,O,O,X,X,X,X,O
ZTOSIJL,O,O,O,O,O,X,X,X,X,X
ZTOSLIJ,O,O,O,O,O,X,X,X,X,O
ZTOSLJI,O,O,O,O,O,X,X,X,X,O
ZTOSJIL,O,O,O,O,O,X,X,X,X,O
ZTOSJLI,O,O,O,O,O,X,X,X,X,O
ZITLJSO,O,O,O,X,O,X,X,X,X,X
ZITLJOS,O,O,O,X,O,X,X,X,X,X
ZITLSJO,O,O,O,X,O,X,X,X,X,X
ZITLSOJ,O,O,O,X,O,X,X,X,X,X
ZITLOJS,O,O,O,X,O,X,X,X,X,X
ZITLOSJ,O,O,X,X,O,X,X,X,X,X
ZITJLSO,O,O,O,O,O,X,X,X,X,X
ZITJLOS,O,O,O,O,O,X,X,X,X,X
ZITJSLO,O,X,O,O,O,X,X,X,X,X
ZITJSOL,O,O,X,O,O,X,X,X,X,X
ZITJOLS,O,O,O,O,O,X,X,X,X,X
ZITJOSL,O,O,X,O,O,X,X,X,X,X
ZITSLJO,O,O,O,O,O,X,X,X,X,X
ZITSLOJ,O,O,O,O,O,X,X,X,X,X
ZITSJLO,O,O,O,O,O,X,X,X,X,X
ZITSJOL,O,O,O,O,O,X,X,X,X,X
ZITSOLJ,O,O,O,O,O,X,X,X,X,X
ZITSOJL,O,O,O,O,O,X,X,X,X,X
ZITOLJS,O,O,O,O,O,X,X,X,X,X
ZITOLSJ,O,O,X,O,O,X,X,X,X,X
ZITOJLS,O,O,O,O,O,X,X,X,X,X
ZITOJSL,O,O,X,O,O,X,X,X,X,X
ZITOSLJ,O,O,X,O,O,X,X,X,X,X
ZITOSJL,O,O,X,O,O,X,X,X,X,X
ZILTJSO,O,X,O,X,O,X,X,O,X,X
ZILTJOS,O,O,O,X,O,X,X,O,X,X
ZILTSJO,O,X,O,X,O,X,X,X,X,X
ZILTSOJ,O,X,O,X,O,X,X,X,X,X
ZILTOJS,O,O,O,X,O,X,X,O,X,X
ZILTOSJ,O,X,X,X,O,X,X,X,X,X
ZILJTSO,O,X,O,X,X,X,X,O,X,X
ZILJTOS,O,X,O,X,O,X,X,O,X,X
ZILJSTO,O,X,O,X,X,X,X,O,X,X
ZILJSOT,O,X,O,X,O,X,X,O,X,X
ZILJOTS,O,X,O,X,O,X,X,O,X,X
ZILJOST,O,X,O,X,O,X,X,O,X,X
ZILSTJO,O,X,O,X,X,X,X,X,X,X
ZILSTOJ,O,X,O,X,X,X,X,X,X,O
ZILSJTO,O,X,O,X,X,X,X,X,X,O
