sequence,v115@EhD8EeE8DeF8BeG8Jem6IvhFFcBxdB0fBqlB3hBzpB,v115@EhD8EeE8DeF8BeG8JeT6IvhF/gB1hBUhBxiBupBiqB,v115@EhD8EeE8DeF8BeG8JeT6IvhF0cBxdBigBWqBFmBXqB,v115@EhD8EeE8DeF8BeG8Je//IvhFUbBxdBlhBmlBCmBzpB,v115@EhD8EeE8DeF8BeG8Jem6IvhFxdB0fBfmBlhBCmBzpB,v115@EhD8EeE8DeF8BeG8Jey/IvhFxdBulB3hB0fBFmBzpB
JZLTOSI,X,X,O,X,X,X
JZLITSO,O,X,X,X,X,X
JZLITOS,O,X,O,X,X,X
JZLISTO,O,X,X,X,O,O
JZLISOT,O,X,X,X,X,O
JZLIOTS,O,X,O,X,X,X
JZLIOST,O,X,X,X,X,X
JZLSTIO,O,X,X,X,O,O
JZLSTOI,O,X,X,X,O,O
JZLSITO,O,X,X,X,O,O
JZLSIOT,O,X,X,X,X,O
JZLSOTI,O,X,X,X,X,O
JZLSOIT,O,X,X,X,X,O
JZLOTIS,O,X,O,X,X,X
JZLOTSI,X,X,O,X,X,X
JZLOITS,O,X,O,X,X,X
JZLOIST,O,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X
JZSTILO,X,X,X,O,O,X
JZSTIOL,X,O,O,O,O,X
JZSTLIO,X,X,X,O,O,X
JZSTLOI,X,X,X,O,O,X
JZSTOIL,X,O,O,O,O,X
JZSTOLI,X,O,O,O,O,X
JZSITLO,X,X,X,O,O,X
JZSITOL,X,O,O,O,O,X
JZSILTO,O,X,X,O,O,O
JZSILOT,O,X,X,X,X,O
JZSIOTL,X,O,O,O,O,X
JZSIOLT,X,X,X,X,X,O
JZSLTIO,O,X,X,O,O,O
JZSLTOI,O,X,X,O,O,O
JZSLITO,O,X,X,O,O,O
JZSLIOT,O,X,X,X,X,O
JZSLOTI,O,X,X,X,X,O
JZSLOIT,O,X,X,X,X,O
JZSOTIL,X,O,O,O,O,X
JZSOTLI,X,O,O,O,O,X
JZSOITL,X,O,O,O,O,X
JZSOILT,X,X,X,X,X,O
JZSOLTI,X,X,X,X,X,O
JZSOLIT,X,X,X,X,X,O
JZOTILS,X,O,O,X,X,X
JZOTISL,X,O,O,X,X,X
JZOTLIS,X,O,O,X,X,X
JZOTLSI,X,O,O,X,X,X
JZOTSIL,X,O,O,X,X,X
JZOTSLI,X,O,O,X,X,X
JZOITLS,X,O,O,X,X,X
JZOITSL,X,O,O,X,X,X
JZOILTS,O,X,O,X,X,X
JZOILST,O,X,X,X,X,O
JZOISTL,X,O,O,X,O,X
JZOISLT,X,X,X,X,X,O
JZOLTIS,O,X,O,X,X,X
JZOLTSI,X,X,O,X,X,X
JZOLITS,O,X,O,X,X,X
JZOLIST,O,X,X,X,X,O
JZOLSTI,O,X,X,X,X,O
JZOLSIT,O,X,X,X,X,O
JZOSTIL,X,O,O,X,O,X
JZOSTLI,X,O,O,X,O,X
JZOSITL,X,O,O,X,O,X
JZOSILT,X,X,X,X,X,O
JZOSLTI,X,X,X,X,X,O
JZOSLIT,X,X,X,X,X,O
JOTILSZ,X,O,O,O,X,O
JOTILZS,X,O,O,X,X,X
JOTISLZ,X,O,O,O,X,O
JOTISZL,X,O,O,O,O,X
JOTIZLS,X,O,O,X,X,X
JOTIZSL,X,O,O,O,X,X
JOTLISZ,X,O,O,O,X,O
JOTLIZS,X,O,O,X,X,X
JOTLSIZ,X,O,O,O,X,O
JOTLSZI,X,O,O,O,X,O
JOTLZIS,X,O,O,X,X,X
JOTLZSI,X,O,O,X,X,X
JOTSILZ,X,O,O,O,X,O
JOTSIZL,X,O,O,O,O,X
JOTSLIZ,X,O,O,O,X,O
JOTSLZI,X,O,O,O,X,O
JOTSZIL,X,O,O,O,O,X
JOTSZLI,X,O,O,O,O,X
JOTZILS,X,O,O,X,X,X
JOTZISL,X,O,O,O,X,X
JOTZLIS,X,O,O,X,X,X
JOTZLSI,X,O,O,X,X,X
JOTZSIL,X,O,O,O,X,X
JOTZSLI,X,O,O,O,X,X
JOITLSZ,X,O,O,O,X,O
JOITLZS,X,O,O,X,X,X
JOITSLZ,X,O,O,O,X,O
JOITSZL,X,O,O,O,O,X
JOITZLS,X,O,O,X,X,X
JOITZSL,X,O,O,O,X,X
JOILTSZ,X,O,O,O,X,O
JOILTZS,O,O,O,X,X,X
JOILSTZ,O,O,X,O,X,O
JOILSZT,O,X,X,O,X,O
JOILZTS,O,X,O,X,X,X
JOILZST,O,X,X,X,X,O
JOISTLZ,O,O,O,O,X,O
JOISTZL,X,O,O,O,O,X
JOISLTZ,O,O,X,O,X,O
JOISLZT,O,X,X,O,X,O
JOISZTL,X,O,O,O,O,X
JOISZLT,O,X,X,O,O,O
JOIZTLS,O,O,O,X,X,X
JOIZTSL,X,O,O,O,O,X
JOIZLTS,O,X,O,X,X,X
JOIZLST,O,X,X,X,O,O
JOIZSTL,X,O,O,O,O,X
JOIZSLT,O,X,X,O,O,O
JOLTISZ,X,O,O,O,X,O
JOLTIZS,O,O,O,X,X,X
JOLTSIZ,X,O,O,O,X,O
JOLTSZI,X,O,O,O,X,O
JOLTZIS,O,O,O,X,X,X
JOLTZSI,O,O,O,X,X,X
JOLITSZ,X,O,O,O,X,O
JOLITZS,O,O,O,X,X,X
JOLISTZ,O,O,X,O,X,O
JOLISZT,O,X,X,O,X,O
JOLIZTS,O,X,O,X,X,X
JOLIZST,O,X,X,X,X,O
JOLSTIZ,O,O,X,O,X,O
JOLSTZI,O,O,X,O,X,O
JOLSITZ,O,O,X,O,X,O
JOLSIZT,O,X,X,O,X,O
JOLSZTI,O,X,X,O,X,O
JOLSZIT,O,X,X,O,X,O
JOLZTIS,O,X,O,X,X,X
JOLZTSI,O,X,O,X,X,X
JOLZITS,O,X,O,X,X,X
JOLZIST,O,X,X,X,X,O
JOLZSTI,O,X,X,X,X,O
JOLZSIT,O,X,X,X,X,O
JOSTILZ,O,O,O,O,X,O
JOSTIZL,X,O,O,O,O,X
JOSTLIZ,O,O,O,O,X,O
JOSTLZI,O,O,O,O,X,O
JOSTZIL,X,O,O,O,O,X
JOSTZLI,X,O,O,O,O,X
JOSITLZ,O,O,O,O,X,O
JOSITZL,X,O,O,O,O,X
JOSILTZ,O,O,X,O,X,O
JOSILZT,O,X,X,O,X,O
JOSIZTL,X,O,O,O,O,X
JOSIZLT,O,X,X,O,O,O
JOSLTIZ,O,O,X,O,X,O
JOSLTZI,O,O,X,O,X,O
JOSLITZ,O,O,X,O,X,O
JOSLIZT,O,X,X,O,X,O
JOSLZTI,O,X,X,O,X,O
JOSLZIT,O,X,X,O,X,O
JOSZTIL,X,O,O,O,O,X
JOSZTLI,X,O,O,O,O,X
JOSZITL,X,O,O,O,O,X
JOSZILT,O,X,X,O,O,O
JOSZLTI,O,X,X,O,O,O
JOSZLIT,O,X,X,O,O,O
JOZTILS,O,O,O,X,X,X
JOZTISL,X,O,O,O,O,X
JOZTLIS,O,O,O,X,X,X
JOZTLSI,O,O,O,X,X,X
JOZTSIL,X,O,O,O,O,X
JOZTSLI,X,O,O,O,O,X
JOZITLS,O,O,O,X,X,X
JOZITSL,X,O,O,O,O,X
JOZILTS,O,X,O,X,X,X
JOZILST,O,X,X,X,O,O
JOZISTL,X,O,O,O,O,X
JOZISLT,O,X,X,O,O,O
JOZLTIS,O,X,O,X,X,X
JOZLTSI,O,X,O,X,X,X
JOZLITS,O,X,O,X,X,X
JOZLIST,O,X,X,X,O,O
JOZLSTI,O,X,X,X,O,O
JOZLSIT,O,X,X,X,O,O
JOZSTIL,X,O,O,O,O,X
JOZSTLI,X,O,O,O,O,X
JOZSITL,X,O,O,O,O,X
JOZSILT,O,X,X,O,O,O
JOZSLTI,O,X,X,O,O,O
JOZSLIT,O,X,X,O,O,O
STILJZO,O,O,X,O,X,O
STILJOZ,O,O,X,X,X,X
STILZJO,O,X,X,O,O,X
STILZOJ,O,O,X,X,X,X
STILOJZ,O,O,X,X,X,X
STILOZJ,O,O,X,X,O,X
STIJLZO,O,O,O,O,X,O
STIJLOZ,O,O,O,X,X,X
STIJZLO,X,X,X,O,O,X
STIJZOL,X,O,O,O,O,X
STIJOLZ,O,O,O,X,X,O
STIJOZL,X,O,O,O,O,X
STIZLJO,O,X,X,O,O,X
STIZLOJ,O,X,X,X,X,X
STIZJLO,X,X,X,O,O,X
STIZJOL,X,X,O,O,O,X
STIZOLJ,O,X,X,X,O,X
STIZOJL,X,X,O,O,O,X
STIOLJZ,O,O,X,O,X,O
STIOLZJ,O,O,X,O,O,X
STIOJLZ,O,O,O,O,X,O
STIOJZL,X,O,O,O,O,X
STIOZLJ,O,X,X,O,O,X
STIOZJL,X,X,O,O,O,X
STLIJZO,O,O,X,O,X,O
STLIJOZ,O,O,X,X,X,X
STLIZJO,O,X,X,O,O,X
STLIZOJ,O,O,X,X,X,X
STLIOJZ,O,O,X,X,X,X
STLIOZJ,O,O,X,X,O,X
STLJIZO,O,O,X,O,X,O
STLJIOZ,O,O,X,X,X,X
STLJZIO,O,O,X,O,X,O
STLJZOI,O,O,X,O,X,O
STLJOIZ,O,O,X,X,X,X
STLJOZI,O,O,X,X,X,X
STLZIJO,O,X,X,O,O,X
STLZIOJ,O,O,X,X,X,X
STLZJIO,O,X,X,O,O,X
STLZJOI,O,X,X,O,O,X
STLZOIJ,O,O,X,X,X,X
STLZOJI,O,O,X,X,X,X
STLOIJZ,O,O,X,X,X,X
STLOIZJ,O,O,X,X,O,X
STLOJIZ,O,O,X,X,X,X
STLOJZI,O,O,X,X,X,X
STLOZIJ,O,O,X,X,O,X
STLOZJI,O,O,X,X,O,X
STJILZO,O,O,O,O,X,O
STJILOZ,O,O,O,X,X,X
STJIZLO,X,X,X,O,O,X
STJIZOL,X,O,O,O,O,X
STJIOLZ,O,O,O,X,X,O
STJIOZL,X,O,O,O,O,X
STJLIZO,O,O,O,O,X,O
STJLIOZ,O,O,O,X,X,X
STJLZIO,O,O,O,O,X,O
STJLZOI,O,O,O,O,X,O
STJLOIZ,O,O,O,X,X,X
STJLOZI,O,O,O,X,X,X
STJZILO,X,X,X,O,O,X
STJZIOL,X,O,O,O,O,X
STJZLIO,X,X,X,O,O,X
STJZLOI,X,X,X,O,O,X
STJZOIL,X,O,O,O,O,X
STJZOLI,X,O,O,O,O,X
STJOILZ,O,O,O,X,X,O
STJOIZL,X,O,O,O,O,X
STJOLIZ,O,O,O,X,X,O
STJOLZI,O,O,O,X,X,O
STJOZIL,X,O,O,O,O,X
STJOZLI,X,O,O,O,O,X
STZILJO,O,X,X,O,O,X
STZILOJ,O,X,X,X,X,X
STZIJLO,X,X,X,O,O,X
STZIJOL,X,X,O,O,O,X
STZIOLJ,O,X,X,X,O,X
STZIOJL,X,X,O,O,O,X
STZLIJO,O,X,X,O,O,X
STZLIOJ,O,X,X,X,X,X
STZLJIO,O,X,X,O,O,X
STZLJOI,O,X,X,O,O,X
STZLOIJ,O,X,X,X,X,X
STZLOJI,O,X,X,X,X,X
STZJILO,X,X,X,O,O,X
STZJIOL,X,X,O,O,O,X
STZJLIO,X,X,X,O,O,X
STZJLOI,X,X,X,O,O,X
STZJOIL,X,X,O,O,O,X
STZJOLI,X,X,O,O,O,X
STZOILJ,O,X,X,X,O,X
STZOIJL,X,X,O,O,O,X
STZOLIJ,O,X,X,X,O,X
STZOLJI,O,X,X,X,O,X
STZOJIL,X,X,O,O,O,X
STZOJLI,X,X,O,O,O,X
STOILJZ,O,O,X,O,X,O
STOILZJ,O,O,X,O,O,X
STOIJLZ,O,O,O,O,X,O
STOIJZL,X,O,O,O,O,X
STOIZLJ,O,X,X,O,O,X
STOIZJL,X,X,O,O,O,X
STOLIJZ,O,O,X,O,X,O
STOLIZJ,O,O,X,O,O,X
STOLJIZ,O,O,X,O,X,O
STOLJZI,O,O,X,O,X,O
STOLZIJ,O,O,X,O,O,X
STOLZJI,O,O,X,O,O,X
STOJILZ,O,O,O,O,X,O
STOJIZL,X,O,O,O,O,X
STOJLIZ,O,O,O,O,X,O
STOJLZI,O,O,O,O,X,O
STOJZIL,X,O,O,O,O,X
STOJZLI,X,O,O,O,O,X
STOZILJ,O,X,X,O,O,X
STOZIJL,X,X,O,O,O,X
STOZLIJ,O,X,X,O,O,X
STOZLJI,O,X,X,O,O,X
STOZJIL,X,X,O,O,O,X
STOZJLI,X,X,O,O,O,X
SITLJZO,O,O,X,O,X,O
SITLJOZ,O,O,X,X,X,X
SITLZJO,O,X,X,O,O,X
SITLZOJ,O,O,X,X,X,X
SITLOJZ,O,O,X,X,X,X
SITLOZJ,O,O,X,X,O,X
SITJLZO,O,O,O,O,X,O
SITJLOZ,O,O,O,X,X,X
SITJZLO,X,X,X,O,O,X
SITJZOL,X,O,O,O,O,X
SITJOLZ,O,O,O,X,X,O
SITJOZL,X,O,O,O,O,X
SITZLJO,O,X,X,O,O,X
SITZLOJ,O,X,X,X,X,X
SITZJLO,X,X,X,O,O,X
SITZJOL,X,X,O,O,O,X
SITZOLJ,O,X,X,X,O,X
SITZOJL,X,X,O,O,O,X
SITOLJZ,O,O,X,O,X,O
SITOLZJ,O,O,X,O,O,X
SITOJLZ,O,O,O,O,X,O
SITOJZL,X,O,O,O,O,X
SITOZLJ,O,X,X,O,O,X
SITOZJL,X,X,O,O,O,X
SILTJZO,O,O,X,O,X,O
SILTJOZ,O,O,X,X,X,X
SILTZJO,O,X,X,O,O,X
SILTZOJ,O,O,X,X,X,X
SILTOJZ,O,O,X,X,X,X
SILTOZJ,O,O,X,X,O,X
SILJTZO,O,O,X,O,X,O
SILJTOZ,O,O,X,X,X,X
SILJZTO,O,O,X,O,X,O
SILJZOT,O,O,X,X,X,O
SILJOTZ,O,O,X,X,X,O
SILJOZT,O,O,X,X,X,O
SILZTJO,O,X,X,O,O,X
SILZTOJ,O,O,X,X,X,X
SILZJTO,O,X,X,O,O,O
SILZJOT,O,X,X,X,X,O
SILZOTJ,O,O,X,X,X,X
SILZOJT,O,X,X,X,X,X
SILOTJZ,O,O,X,X,X,O
SILOTZJ,O,O,X,X,O,X
SILOJTZ,O,O,X,X,X,O
SILOJZT,O,X,X,X,X,O
SILOZTJ,O,O,X,X,O,X
SILOZJT,O,X,X,X,O,O
SIJTLZO,O,O,O,O,X,O
SIJTLOZ,O,O,O,X,X,X
SIJTZLO,X,X,X,O,O,X
SIJTZOL,X,O,O,O,O,X
SIJTOLZ,O,O,O,X,X,O
SIJTOZL,X,O,O,O,O,X
SIJLTZO,O,X,X,O,X,O
SIJLTOZ,O,O,X,X,X,X
SIJLZTO,O,X,X,O,X,O
SIJLZOT,O,X,X,X,X,O
SIJLOTZ,O,O,X,X,X,O
SIJLOZT,O,X,X,X,X,O
SIJZTLO,X,X,X,O,O,X
SIJZTOL,X,O,O,O,O,X
SIJZLTO,O,X,X,O,O,O
SIJZLOT,O,X,X,X,X,O
SIJZOTL,X,O,O,O,O,X
SIJZOLT,X,X,X,X,X,O
SIJOTLZ,O,O,O,X,X,O
SIJOTZL,X,O,O,O,O,X
SIJOLTZ,O,O,X,X,X,O
SIJOLZT,O,X,X,X,X,O
SIJOZTL,X,O,O,O,O,X
SIJOZLT,O,X,X,X,O,O
SIZTLJO,O,X,X,O,O,X
SIZTLOJ,O,X,X,X,X,X
SIZTJLO,X,X,X,O,O,X
SIZTJOL,X,X,O,O,O,X
SIZTOLJ,O,X,X,X,O,X
SIZTOJL,X,X,O,O,O,X
SIZLTJO,O,X,X,O,O,X
SIZLTOJ,O,X,X,X,X,X
SIZLJTO,O,X,X,O,O,O
SIZLJOT,O,X,X,X,X,O
SIZLOTJ,O,X,X,X,X,X
SIZLOJT,O,X,X,X,X,X
SIZJTLO,X,X,X,O,O,X
SIZJTOL,X,X,O,O,O,X
SIZJLTO,O,X,X,O,O,O
SIZJLOT,O,X,X,X,X,O
SIZJOTL,X,X,O,O,O,X
SIZJOLT,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,O,X
SIZOTJL,X,X,O,O,O,X
SIZOLTJ,O,X,X,X,O,X
SIZOLJT,O,X,X,X,O,O
SIZOJTL,X,X,O,O,O,X
SIZOJLT,O,X,X,X,O,O
SIOTLJZ,O,O,X,O,X,O
SIOTLZJ,O,O,X,O,O,X
SIOTJLZ,O,O,O,O,X,O
SIOTJZL,X,O,O,O,O,X
SIOTZLJ,O,X,X,O,O,X
SIOTZJL,X,X,O,O,O,X
SIOLTJZ,O,O,X,O,X,O
SIOLTZJ,O,O,X,O,O,X
SIOLJTZ,O,O,X,O,X,O
SIOLJZT,O,X,X,O,X,O
SIOLZTJ,O,O,X,O,O,X
SIOLZJT,O,X,X,O,O,O
SIOJTLZ,O,O,O,O,X,O
SIOJTZL,X,O,O,O,O,X
SIOJLTZ,O,O,X,O,X,O
SIOJLZT,O,X,X,O,X,O
SIOJZTL,X,O,O,O,O,X
SIOJZLT,O,X,X,O,O,O
SIOZTLJ,O,X,X,O,O,X
SIOZTJL,X,X,O,O,O,X
SIOZLTJ,O,X,X,O,O,X
SIOZLJT,O,X,X,O,O,O
SIOZJTL,X,X,O,O,O,X
SIOZJLT,O,X,X,O,O,O
SLTIJZO,O,O,X,O,X,O
SLTIJOZ,O,O,X,X,X,X
SLTIZJO,O,X,X,O,O,X
SLTIZOJ,O,O,X,X,X,X
SLTIOJZ,O,O,X,X,X,X
SLTIOZJ,O,O,X,X,O,X
SLTJIZO,O,O,X,O,X,O
SLTJIOZ,O,O,X,X,X,X
SLTJZIO,O,O,X,O,X,O
SLTJZOI,O,O,X,O,X,O
SLTJOIZ,O,O,X,X,X,X
SLTJOZI,O,O,X,X,X,X
SLTZIJO,O,X,X,O,O,X
SLTZIOJ,O,O,X,X,X,X
SLTZJIO,O,X,X,O,O,X
SLTZJOI,O,X,X,O,O,X
SLTZOIJ,O,O,X,X,X,X
SLTZOJI,O,O,X,X,X,X
SLTOIJZ,O,O,X,X,X,X
SLTOIZJ,O,O,X,X,O,X
SLTOJIZ,O,O,X,X,X,X
SLTOJZI,O,O,X,X,X,X
SLTOZIJ,O,O,X,X,O,X
SLTOZJI,O,O,X,X,O,X
SLITJZO,O,O,X,O,X,O
SLITJOZ,O,O,X,X,X,X
SLITZJO,O,X,X,O,O,X
SLITZOJ,O,O,X,X,X,X
SLITOJZ,O,O,X,X,X,X
SLITOZJ,O,O,X,X,O,X
SLIJTZO,O,O,X,O,X,O
SLIJTOZ,O,O,X,X,X,X
SLIJZTO,O,O,X,O,X,O
SLIJZOT,O,O,X,X,X,O
SLIJOTZ,O,O,X,X,X,O
SLIJOZT,O,O,X,X,X,O
SLIZTJO,O,X,X,O,O,X
SLIZTOJ,O,O,X,X,X,X
SLIZJTO,O,X,X,O,O,O
SLIZJOT,O,X,X,X,X,O
SLIZOTJ,O,O,X,X,X,X
SLIZOJT,O,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,O
SLIOTZJ,O,O,X,X,O,X
SLIOJTZ,O,O,X,X,X,O
SLIOJZT,O,X,X,X,X,O
SLIOZTJ,O,O,X,X,O,X
SLIOZJT,O,X,X,X,O,O
SLJTIZO,O,O,X,O,X,O
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,O,O,X,O,X,O
SLJTZOI,O,O,X,O,X,O
SLJTOIZ,O,O,X,X,X,X
SLJTOZI,O,O,X,X,X,X
SLJITZO,O,O,X,O,X,O
SLJITOZ,O,O,X,X,X,X
SLJIZTO,O,O,X,O,X,O
SLJIZOT,O,O,X,X,X,O
SLJIOTZ,O,O,X,X,X,O
SLJIOZT,O,O,X,X,X,O
SLJZTIO,O,O,X,O,X,O
SLJZTOI,O,O,X,O,X,O
SLJZITO,O,O,X,O,X,O
SLJZIOT,O,O,X,X,X,O
SLJZOTI,O,O,X,X,X,O
SLJZOIT,O,O,X,X,X,O
SLJOTIZ,O,O,X,X,X,O
SLJOTZI,O,O,X,X,X,O
SLJOITZ,O,O,X,X,X,O
SLJOIZT,O,O,X,X,X,O
SLJOZTI,O,O,X,X,X,O
SLJOZIT,O,O,X,X,X,O
SLZTIJO,O,X,X,O,O,X
SLZTIOJ,O,O,X,X,X,X
SLZTJIO,O,X,X,O,O,X
SLZTJOI,O,X,X,O,O,X
SLZTOIJ,O,O,X,X,X,X
SLZTOJI,O,O,X,X,X,X
SLZITJO,O,X,X,O,O,X
SLZITOJ,O,O,X,X,X,X
SLZIJTO,O,X,X,O,O,O
SLZIJOT,O,X,X,X,X,O
SLZIOTJ,O,O,X,X,X,X
SLZIOJT,O,X,X,X,X,X
SLZJTIO,O,X,X,O,O,O
SLZJTOI,O,X,X,O,O,O
SLZJITO,O,X,X,O,O,O
SLZJIOT,O,X,X,X,X,O
SLZJOTI,O,X,X,X,X,O
SLZJOIT,O,X,X,X,X,O
SLZOTIJ,O,O,X,X,X,X
SLZOTJI,O,O,X,X,X,X
SLZOITJ,O,O,X,X,X,X
SLZOIJT,O,X,X,X,X,X
SLZOJTI,O,X,X,X,X,X
SLZOJIT,O,X,X,X,X,X
SLOTIJZ,O,O,X,X,X,O
SLOTIZJ,O,O,X,X,O,X
SLOTJIZ,O,O,X,X,X,O
SLOTJZI,O,O,X,X,X,O
SLOTZIJ,O,O,X,X,O,X
SLOTZJI,O,O,X,X,O,X
SLOITJZ,O,O,X,X,X,O
SLOITZJ,O,O,X,X,O,X
SLOIJTZ,O,O,X,X,X,O
SLOIJZT,O,X,X,X,X,O
SLOIZTJ,O,O,X,X,O,X
SLOIZJT,O,X,X,X,O,O
SLOJTIZ,O,O,X,X,X,O
SLOJTZI,O,O,X,X,X,O
SLOJITZ,O,O,X,X,X,O
SLOJIZT,O,X,X,X,X,O
SLOJZTI,O,X,X,X,X,O
SLOJZIT,O,X,X,X,X,O
SLOZTIJ,O,O,X,X,O,X
SLOZTJI,O,O,X,X,O,X
SLOZITJ,O,O,X,X,O,X
SLOZIJT,O,X,X,X,O,O
SLOZJTI,O,X,X,X,O,O
SLOZJIT,O,X,X,X,O,O
SJTILZO,O,O,O,O,X,O
SJTILOZ,O,O,O,X,X,X
SJTIZLO,X,X,X,O,O,X
SJTIZOL,X,O,O,O,O,X
SJTIOLZ,O,O,O,X,X,O
SJTIOZL,X,O,O,O,O,X
SJTLIZO,O,O,O,O,X,O
SJTLIOZ,O,O,O,X,X,X
SJTLZIO,O,O,O,O,X,O
SJTLZOI,O,O,O,O,X,O
SJTLOIZ,O,O,O,X,X,X
SJTLOZI,O,O,O,X,X,X
SJTZILO,X,X,X,O,O,X
SJTZIOL,X,O,O,O,O,X
SJTZLIO,X,X,X,O,O,X
SJTZLOI,X,X,X,O,O,X
SJTZOIL,X,O,O,O,O,X
SJTZOLI,X,O,O,O,O,X
SJTOILZ,O,O,O,X,X,O
SJTOIZL,X,O,O,O,O,X
SJTOLIZ,O,O,O,X,X,O
SJTOLZI,O,O,O,X,X,O
SJTOZIL,X,O,O,O,O,X
SJTOZLI,X,O,O,O,O,X
SJITLZO,O,O,O,O,X,O
SJITLOZ,O,O,O,X,X,X
SJITZLO,X,X,X,O,O,X
SJITZOL,X,O,O,O,O,X
SJITOLZ,O,O,O,X,X,O
SJITOZL,X,O,O,O,O,X
SJILTZO,O,X,X,O,X,O
SJILTOZ,O,O,X,X,X,X
SJILZTO,O,X,X,O,X,O
SJILZOT,O,X,X,X,X,O
SJILOTZ,O,O,X,X,X,O
SJILOZT,O,X,X,X,X,O
SJIZTLO,X,X,X,O,O,X
SJIZTOL,X,O,O,O,O,X
SJIZLTO,O,X,X,O,O,O
SJIZLOT,O,X,X,X,X,O
SJIZOTL,X,O,O,O,O,X
SJIZOLT,X,X,X,X,X,O
SJIOTLZ,O,O,O,X,X,O
SJIOTZL,X,O,O,O,O,X
SJIOLTZ,O,O,X,X,X,O
SJIOLZT,O,X,X,X,X,O
SJIOZTL,X,O,O,O,O,X
SJIOZLT,O,X,X,X,O,O
SJLTIZO,O,X,X,O,X,O
SJLTIOZ,O,O,X,X,X,X
SJLTZIO,O,X,X,O,X,O
SJLTZOI,O,X,X,O,X,O
SJLTOIZ,O,O,X,X,X,X
SJLTOZI,O,O,X,X,X,X
SJLITZO,O,X,X,O,X,O
SJLITOZ,O,O,X,X,X,X
SJLIZTO,O,X,X,O,X,O
SJLIZOT,O,X,X,X,X,O
SJLIOTZ,O,O,X,X,X,O
SJLIOZT,O,X,X,X,X,O
SJLZTIO,O,X,X,O,X,O
SJLZTOI,O,X,X,O,X,O
SJLZITO,O,X,X,O,X,O
SJLZIOT,O,X,X,X,X,O
SJLZOTI,O,X,X,X,X,O
SJLZOIT,O,X,X,X,X,O
SJLOTIZ,O,O,X,X,X,O
SJLOTZI,O,O,X,X,X,O
SJLOITZ,O,O,X,X,X,O
SJLOIZT,O,X,X,X,X,O
SJLOZTI,O,X,X,X,X,O
SJLOZIT,O,X,X,X,X,O
SJZTILO,X,X,X,O,O,X
SJZTIOL,X,O,O,O,O,X
SJZTLIO,X,X,X,O,O,X
SJZTLOI,X,X,X,O,O,X
SJZTOIL,X,O,O,O,O,X
SJZTOLI,X,O,O,O,O,X
SJZITLO,X,X,X,O,O,X
SJZITOL,X,O,O,O,O,X
SJZILTO,O,X,X,O,O,O
SJZILOT,O,X,X,X,X,O
SJZIOTL,X,O,O,O,O,X
SJZIOLT,X,X,X,X,X,O
SJZLTIO,O,X,X,O,O,O
SJZLTOI,O,X,X,O,O,O
SJZLITO,O,X,X,O,O,O
SJZLIOT,O,X,X,X,X,O
SJZLOTI,O,X,X,X,X,O
SJZLOIT,O,X,X,X,X,O
SJZOTIL,X,O,O,O,O,X
SJZOTLI,X,O,O,O,O,X
SJZOITL,X,O,O,O,O,X
SJZOILT,X,X,X,X,X,O
SJZOLTI,X,X,X,X,X,O
SJZOLIT,X,X,X,X,X,O
SJOTILZ,O,O,O,X,X,O
SJOTIZL,X,O,O,O,O,X
SJOTLIZ,O,O,O,X,X,O
SJOTLZI,O,O,O,X,X,O
SJOTZIL,X,O,O,O,O,X
SJOTZLI,X,O,O,O,O,X
SJOITLZ,O,O,O,X,X,O
SJOITZL,X,O,O,O,O,X
SJOILTZ,O,O,X,X,X,O
SJOILZT,O,X,X,X,X,O
SJOIZTL,X,O,O,O,O,X
SJOIZLT,O,X,X,X,O,O
SJOLTIZ,O,O,X,X,X,O
SJOLTZI,O,O,X,X,X,O
SJOLITZ,O,O,X,X,X,O
SJOLIZT,O,X,X,X,X,O
SJOLZTI,O,X,X,X,X,O
SJOLZIT,O,X,X,X,X,O
SJOZTIL,X,O,O,O,O,X
SJOZTLI,X,O,O,O,O,X
SJOZITL,X,O,O,O,O,X
SJOZILT,O,X,X,X,O,O
SJOZLTI,O,X,X,X,O,O
SJOZLIT,O,X,X,X,O,O
SZTILJO,O,X,X,O,O,X
SZTILOJ,O,X,X,X,X,X
SZTIJLO,X,X,X,O,O,X
SZTIJOL,X,X,O,O,O,X
SZTIOLJ,O,X,X,X,O,X
SZTIOJL,X,X,O,O,O,X
SZTLIJO,O,X,X,O,O,X
SZTLIOJ,O,X,X,X,X,X
SZTLJIO,O,X,X,O,O,X
SZTLJOI,O,X,X,O,O,X
SZTLOIJ,O,X,X,X,X,X
SZTLOJI,O,X,X,X,X,X
SZTJILO,X,X,X,O,O,X
SZTJIOL,X,X,O,O,O,X
SZTJLIO,X,X,X,O,O,X
SZTJLOI,X,X,X,O,O,X
SZTJOIL,X,X,O,O,O,X
SZTJOLI,X,X,O,O,O,X
SZTOILJ,O,X,X,X,O,X
SZTOIJL,X,X,O,O,O,X
SZTOLIJ,O,X,X,X,O,X
SZTOLJI,O,X,X,X,O,X
SZTOJIL,X,X,O,O,O,X
SZTOJLI,X,X,O,O,O,X
SZITLJO,O,X,X,O,O,X
