sequence,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhFagBUcB5lBfqBmm?BTrB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhF/gBUcBtkByqBzm?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhFOgB/hBtlB0kByr?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhF3bBThBUgBWqByr?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhFRbB8kBChB2rBTq?B3rB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhFTbBqkBxlB8rB3q?BNrB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFWgBNhBXlBzmB0l?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeN/IvhFRbBThBGlB8rBXl?ByvB,v115@4gE8FeD8GeD8FeE8DeD8Jei6IvhF9kBxgBOqBXmB8r?BzqB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhFUcBxkBimBGqB3r?BNqB,v115@4gE8FeD8GeD8FeE8DeD8Je06IvhF/kBzgB2vBRrBtr?BiqB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhFTbB8rBRqBfqBCr?BNrB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFWgBNhB0lBzmBXl?BxvB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFNhB/kBUgBzmBiq?BWwB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhF/gBahB0kBRrBtr?B2vB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFGbBxlB8rBzkB3q?BNrB,v115@4gE8FeD8GeD8FeE8DeD8JeG7IvhFNhBxkBzmB/kBKq?BUrB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhFNgBahBfnB0kBWr?BxvB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhF/hBTfB6lBdqBer?B8rB,v115@4gE8FeD8GeD8FeE8DeD8JeSAJvhFNhB/kB0lBzmBmk?BxvB,v115@4gE8FeD8GeD8FeE8DeD8JeU7IvhFNhBxkBzmB/kBiq?BWwB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFTfBelBSmB8rB3q?BdrB,v115@4gE8FeD8GeD8FeE8DeD8JeO/IvhFTbBZhBtkBfnBcq?BSwB,v115@4gE8FeD8GeD8FeE8DeD8JeK/IvhFzaB5gB/hBdqBer?B8rB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFNhBifBfqB0lBzm?BWwB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFTfBfnBmlB8lBdq?BSwB,v115@4gE8FeD8GeD8FeE8DeD8JeT6IvhF/hBxkBerB8rB6l?BdqB,v115@4gE8FeD8GeD8FeE8DeD8Jex6IvhFdhB/kBUgByrBTq?B+rB
ZOSILJT,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
ZOSIJTL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X
ZOSIJLT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOSLTIJ,X,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLTJI,X,X,O,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSLITJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X
ZOSLIJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
ZOSLJTI,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,O,X,O
ZOSLJIT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
ZOSJTIL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
ZOSJTLI,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X
ZOSJITL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
ZOSJILT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
ZOSJLTI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X
ZOSJLIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OTILJSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTILJZS,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILSJZ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTILSZJ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTILZJS,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZSJ,X,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIJLSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJLZS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJSLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTIJSZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIJZLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTISLJZ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTISLZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTISJLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTISJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTISZLJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIZLJS,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZLSJ,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIZJLS,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIZJSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTIZSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLIJZS,X,X,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLISJZ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLISZJ,X,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLIZJS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLIZSJ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLJISZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,X,X,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZIS,X,X,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJZSI,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLSJIZ,O,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLSJZI,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLSZIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLSZJI,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTLZIJS,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLZJIS,X,X,X,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJSI,X,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSIJ,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJILZS,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJISLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJISZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTJIZLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJLISZ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,X,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJLZSI,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTJSLIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJSZLI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZILS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJZISL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZLSI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTJZSIL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJZSLI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSILJZ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSILZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTSIJLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTSIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTSIZLJ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTSLIJZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSLIZJ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OTSLJIZ,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OTSLJZI,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OTSLZIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTSLZJI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X
OTSJILZ,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSJLIZ,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJZLI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZILJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X
OTSZIJL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTSZLIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OTSZLJI,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTSZJIL,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X
OTZILJS,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTZIJLS,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZIJSL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OTZISLJ,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTZISJL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTZLIJS,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTZLJIS,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJSI,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZLSIJ,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTZJISL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJLSI,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZJSIL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSILJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTZSIJL,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTZSJIL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZSJLI,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
OITLJSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITLJZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLSJZ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITLSZJ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITLZJS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITLZSJ,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITJLSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITJLZS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITJSLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITJSZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITJZLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITSLJZ,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITSLZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITSJLZ,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OITSJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITSZLJ,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITZLJS,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZLSJ,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITZJLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OITZSLJ,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OITZSJL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILTJSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILTJZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTSJZ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OILTSZJ,X,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILTZJS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILTZSJ,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILJTSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILJTZS,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSTZ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,O,O,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILSTZJ,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OILSJTZ,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSJZT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OILSZTJ,O,O,O,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X
OILSZJT,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZTSJ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OILZJTS,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,O,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OILZSJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OIJTLZS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJTSLZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OIJTSZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OIJTZLS,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTZSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
OIJLTSZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OIJLTZS,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSTZ,O,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLSZT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJLZST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OIJSTLZ,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
