sequence,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgB/iBajB5jB0k?B2uB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBaq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFNgBmdB5jB0iBKp?BfqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhF/iBajB5jBckBzp?BOpB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBidB5jBziBNp?BeqB,v115@2gC8HeB8GeD8FeF8DeG8Je//IvhFUbBTdBejB5jBKp?BdqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFxdBOkB0iB6oBfq?BTpB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFUbBTdBejB5jB3k?ByuB,v115@2gC8HeB8GeD8FeF8DeG8JeN/IvhFmdB5jBXgB0iBip?BzpB,v115@2gC8HeB8GeD8FeF8DeG8JeT6IvhFmdB5jB0iBikB3p?BNqB,v115@2gC8HeB8GeD8FeF8DeG8JeNAJvhFyiB5jBOkB0iBfq?BTpB
JTLSZOI,O,X,X,X,O,O,O,O,X,X,X
JTLSOIZ,O,X,X,X,O,O,X,O,X,X,O
JTLSOZI,O,X,X,X,O,O,O,O,X,X,X
JTLZISO,O,X,X,X,O,O,O,X,X,X,X
JTLZIOS,O,X,X,X,X,O,X,X,X,X,X
JTLZSIO,O,X,X,X,O,O,O,X,X,X,X
JTLZSOI,O,X,X,X,O,O,O,X,X,X,X
JTLZOIS,O,X,X,X,X,O,X,X,X,X,X
JTLZOSI,O,X,X,X,X,O,X,X,X,X,X
JTLOISZ,X,X,X,X,O,O,X,O,X,X,X
JTLOIZS,X,X,X,X,O,O,X,X,X,X,X
JTLOSIZ,X,X,X,X,O,O,X,O,X,X,X
JTLOSZI,X,X,X,X,O,O,X,O,X,X,X
JTLOZIS,X,X,X,X,O,O,X,X,X,X,X
JTLOZSI,X,X,X,X,O,O,X,X,X,X,X
JTSILZO,O,X,X,X,O,X,O,X,X,X,O
JTSILOZ,O,X,X,O,O,X,X,X,X,X,O
JTSIZLO,O,X,X,X,O,X,O,X,X,X,O
JTSIZOL,O,X,X,X,O,X,X,X,X,X,X
JTSIOLZ,O,X,X,O,O,X,X,X,X,X,O
JTSIOZL,O,X,X,O,O,X,X,X,X,X,X
JTSLIZO,O,X,X,X,O,X,O,X,X,X,O
JTSLIOZ,O,X,X,O,O,X,X,X,X,X,O
JTSLZIO,O,X,X,X,O,X,O,X,X,X,O
JTSLZOI,O,X,X,X,O,X,O,X,X,X,X
JTSLOIZ,O,X,X,O,O,X,X,X,X,X,O
JTSLOZI,O,X,X,O,O,X,O,X,X,X,X
JTSZILO,O,X,X,X,O,X,O,X,X,X,O
JTSZIOL,O,X,X,X,O,X,X,X,X,X,X
JTSZLIO,O,X,X,X,O,X,O,X,X,X,O
JTSZLOI,O,X,X,X,O,X,O,X,X,X,X
JTSZOIL,O,X,X,X,O,X,X,X,X,X,X
JTSZOLI,O,X,X,X,O,X,O,X,X,X,X
JTSOILZ,O,X,X,O,O,X,X,X,X,X,O
JTSOIZL,O,X,X,O,O,X,X,X,X,X,X
JTSOLIZ,O,X,X,O,O,X,X,X,X,X,O
JTSOLZI,O,X,X,O,O,X,O,X,X,X,X
JTSOZIL,O,X,X,O,O,X,X,X,X,X,X
JTSOZLI,O,X,X,O,O,X,O,X,X,X,X
JTZILSO,O,X,X,X,O,X,X,X,X,X,X
JTZILOS,O,X,X,X,X,X,X,X,X,X,X
JTZISLO,O,X,X,X,O,X,X,X,X,X,X
JTZISOL,O,X,X,X,O,X,X,X,X,X,X
JTZIOLS,O,X,X,X,O,X,X,X,X,X,X
JTZIOSL,O,X,X,X,O,X,X,X,X,X,X
JTZLISO,O,X,X,X,O,X,O,X,X,X,X
JTZLIOS,O,X,X,X,X,X,X,X,X,X,X
JTZLSIO,O,X,X,X,O,X,O,X,X,X,X
JTZLSOI,O,X,X,X,O,X,O,X,X,X,X
JTZLOIS,O,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,X,X,X,X,X,X,X,X,X,X
JTZSILO,O,X,X,X,O,X,O,X,X,X,X
JTZSIOL,O,X,X,X,O,X,X,X,X,X,X
JTZSLIO,O,X,X,X,O,X,O,X,X,X,X
JTZSLOI,O,X,X,X,O,X,O,X,X,X,X
JTZSOIL,O,X,X,X,O,X,X,X,X,X,X
JTZSOLI,O,X,X,X,O,X,O,X,X,X,X
JTZOILS,O,X,X,X,O,X,X,X,X,X,X
JTZOISL,O,X,X,X,O,X,X,X,X,X,X
JTZOLIS,O,X,X,X,O,X,X,X,X,X,X
JTZOLSI,O,X,X,X,O,X,X,X,X,X,X
JTZOSIL,O,X,X,X,O,X,X,X,X,X,X
JTZOSLI,O,X,X,X,O,X,X,X,X,X,X
JTOILSZ,X,X,X,X,O,O,X,O,X,X,X
JTOILZS,X,X,X,X,O,O,X,X,X,X,X
JTOISLZ,O,X,X,O,O,X,X,X,X,X,X
JTOISZL,O,X,X,O,O,X,X,X,X,X,X
JTOIZLS,O,X,X,X,O,X,X,X,X,X,X
JTOIZSL,O,X,X,O,O,X,X,X,X,X,X
JTOLISZ,X,X,X,X,O,O,X,O,X,X,X
JTOLIZS,X,X,X,X,O,O,X,X,X,X,X
JTOLSIZ,X,X,X,X,O,O,X,O,X,X,X
JTOLSZI,X,X,X,X,O,O,X,O,X,X,X
JTOLZIS,X,X,X,X,O,O,X,X,X,X,X
JTOLZSI,X,X,X,X,O,O,X,X,X,X,X
JTOSILZ,O,X,X,O,O,X,X,X,X,X,X
JTOSIZL,O,X,X,O,O,X,X,X,X,X,X
JTOSLIZ,O,X,X,O,O,X,X,X,X,X,X
JTOSLZI,O,X,X,O,O,X,X,X,X,X,X
JTOSZIL,O,X,X,O,O,X,X,X,X,X,X
JTOSZLI,O,X,X,O,O,X,X,X,X,X,X
JTOZILS,O,X,X,X,O,X,X,X,X,X,X
JTOZISL,O,X,X,O,O,X,X,X,X,X,X
JTOZLIS,O,X,X,X,O,X,X,X,X,X,X
JTOZLSI,O,X,X,X,O,X,X,X,X,X,X
JTOZSIL,O,X,X,O,O,X,X,X,X,X,X
JTOZSLI,O,X,X,O,O,X,X,X,X,X,X
JITLSZO,O,X,X,X,O,O,X,O,X,X,O
JITLSOZ,O,X,X,X,O,O,X,O,X,X,O
JITLZSO,O,X,X,X,O,O,X,X,X,X,X
JITLZOS,O,X,X,X,X,O,X,X,X,X,X
JITLOSZ,X,X,X,X,O,O,X,O,X,X,X
JITLOZS,X,X,X,X,O,O,X,X,X,X,X
JITSLZO,O,X,X,X,O,X,X,X,X,X,O
JITSLOZ,O,X,X,O,O,X,X,X,X,X,O
JITSZLO,O,X,X,X,O,X,X,X,X,X,O
JITSZOL,O,X,X,X,O,X,X,X,X,X,X
JITSOLZ,O,X,X,O,O,X,X,X,X,X,O
JITSOZL,O,X,X,O,O,X,X,X,X,X,X
JITZLSO,O,X,X,X,O,X,X,X,X,X,X
JITZLOS,O,X,X,X,X,X,X,X,X,X,X
JITZSLO,O,X,X,X,O,X,X,X,X,X,X
JITZSOL,O,X,X,X,O,X,X,X,X,X,X
JITZOLS,O,X,X,X,O,X,X,X,X,X,X
JITZOSL,O,X,X,X,O,X,X,X,X,X,X
JITOLSZ,X,X,X,X,O,O,X,O,X,X,X
JITOLZS,X,X,X,X,O,O,X,X,X,X,X
JITOSLZ,O,X,X,O,O,X,X,X,X,X,X
JITOSZL,O,X,X,O,O,X,X,X,X,X,X
JITOZLS,O,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,X,X,O,O,X,X,X,X,X,X
JILTSZO,O,X,X,X,O,O,X,O,O,X,O
JILTSOZ,O,X,X,X,O,O,X,O,X,X,O
JILTZSO,O,X,X,X,O,O,X,X,O,X,X
JILTZOS,O,X,X,X,X,O,X,X,O,X,X
JILTOSZ,X,X,X,X,O,O,X,O,X,X,X
JILTOZS,X,X,X,X,O,O,X,X,X,X,X
JILSTZO,O,X,O,X,O,O,X,O,O,X,O
JILSTOZ,O,X,O,X,O,O,X,O,X,X,O
JILSZTO,O,X,O,X,X,X,X,O,O,X,X
JILSZOT,O,X,O,X,X,X,X,O,O,X,X
JILSOTZ,O,X,X,X,X,O,X,O,X,X,X
JILSOZT,O,X,X,X,X,X,X,O,X,X,X
JILZTSO,O,X,O,X,O,O,X,X,O,X,X
JILZTOS,O,X,X,X,X,O,X,X,O,X,X
JILZSTO,O,X,O,X,X,X,X,O,O,X,X
JILZSOT,O,X,O,X,X,X,X,O,O,X,X
JILZOTS,X,X,X,X,X,O,X,X,O,X,X
JILZOST,X,X,O,X,X,X,X,O,O,X,X
JILOTSZ,X,X,X,X,O,O,X,O,X,X,X
JILOTZS,X,X,X,X,O,O,X,X,X,X,X
JILOSTZ,X,X,X,X,O,O,X,O,X,X,X
JILOSZT,X,X,X,X,X,X,X,O,X,X,X
JILOZTS,X,X,X,X,O,O,X,X,X,X,X
JILOZST,X,X,X,X,X,X,X,O,X,X,X
JISTLZO,O,X,X,X,O,X,X,X,X,X,O
JISTLOZ,O,X,X,O,O,X,X,X,X,X,O
JISTZLO,O,O,X,X,O,X,X,X,O,X,O
JISTZOL,O,O,X,X,O,X,X,X,O,X,X
JISTOLZ,O,X,X,O,O,X,X,X,X,X,O
JISTOZL,O,X,X,O,O,X,X,X,X,X,X
JISLTZO,O,X,X,X,O,O,X,O,X,X,O
JISLTOZ,O,X,X,O,O,O,X,O,X,X,O
JISLZTO,O,X,X,X,X,X,X,O,X,O,X
JISLZOT,O,X,X,X,X,X,X,O,X,O,X
JISLOTZ,O,X,X,O,X,O,X,O,X,X,X
JISLOZT,O,X,X,X,X,X,X,O,X,X,X
JISZTLO,O,O,X,X,X,X,X,X,O,O,X
JISZTOL,O,O,X,X,X,X,X,X,O,X,X
JISZLTO,O,O,X,X,X,X,X,X,O,O,X
JISZLOT,O,X,X,X,X,X,X,X,X,O,X
JISZOTL,O,O,X,X,X,X,X,X,O,X,X
JISZOLT,O,X,X,X,X,X,X,X,X,O,X
JISOTLZ,O,X,X,O,O,X,X,X,X,X,X
JISOTZL,O,X,X,O,O,X,X,X,X,X,X
JISOLTZ,O,X,X,O,O,O,X,O,X,X,X
JISOLZT,O,X,X,X,X,X,X,O,X,X,X
JISOZTL,O,X,X,X,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,X,X,X,X,X,X
JIZTLSO,O,X,O,X,O,X,X,X,O,X,X
JIZTLOS,O,X,X,X,X,X,X,X,O,X,X
JIZTSLO,O,O,X,X,O,X,X,X,O,O,X
JIZTSOL,O,O,X,X,O,X,X,X,O,X,X
JIZTOLS,O,O,X,X,O,X,X,X,X,X,X
JIZTOSL,O,O,X,X,O,X,X,X,X,X,X
JIZLTSO,O,X,O,X,O,O,X,X,O,X,X
JIZLTOS,O,X,X,X,X,O,X,X,O,X,X
JIZLSTO,O,O,O,X,X,X,X,O,O,O,X
JIZLSOT,O,X,O,X,X,X,X,O,O,O,X
JIZLOTS,X,O,X,X,X,O,X,X,O,X,X
JIZLOST,X,O,O,X,X,X,X,O,O,X,X
JIZSTLO,O,O,X,X,X,X,X,X,O,O,X
JIZSTOL,O,O,X,X,X,X,X,X,O,X,X
JIZSLTO,O,O,O,X,X,X,X,X,O,O,X
JIZSLOT,O,X,O,X,X,X,X,X,O,O,X
JIZSOTL,O,O,X,X,X,X,X,X,O,X,X
JIZSOLT,O,O,X,X,X,X,X,X,X,O,X
JIZOTLS,O,O,X,X,O,X,X,X,X,X,X
JIZOTSL,O,O,X,X,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,O,O,X,X,O,X,X
JIZOLST,X,O,O,X,X,X,X,O,O,X,X
JIZOSTL,O,O,X,X,X,X,X,X,O,X,X
JIZOSLT,O,O,X,X,X,X,X,X,X,O,X
JIOTLSZ,X,X,X,X,O,O,X,O,X,X,X
JIOTLZS,X,X,X,X,O,O,X,X,X,X,X
JIOTSLZ,O,X,X,O,O,X,X,X,X,X,X
JIOTSZL,O,O,X,O,O,X,X,X,X,X,X
JIOTZLS,O,O,X,X,O,X,X,X,X,X,X
JIOTZSL,O,O,X,O,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,O,O,X,O,X,X,X
JIOLTZS,X,X,X,X,O,O,X,X,X,X,X
JIOLSTZ,X,X,X,X,O,O,X,O,X,X,X
JIOLSZT,X,X,X,X,X,X,X,O,X,X,X
JIOLZTS,X,X,X,X,O,O,X,X,X,X,X
JIOLZST,X,X,X,X,X,X,X,O,X,X,X
JIOSTLZ,O,X,X,O,O,X,X,X,X,X,X
JIOSTZL,O,O,X,O,O,X,X,X,X,X,X
JIOSLTZ,O,X,X,O,O,O,X,O,X,X,X
JIOSLZT,O,X,X,X,X,X,X,O,X,X,X
JIOSZTL,O,O,X,X,X,X,X,X,X,X,X
JIOSZLT,O,O,X,X,X,X,X,X,X,X,X
JIOZTLS,O,O,X,X,O,X,X,X,X,X,X
JIOZTSL,O,O,X,X,O,X,X,X,X,X,X
JIOZLTS,X,O,X,X,O,O,X,X,X,X,X
JIOZLST,X,O,X,X,X,X,X,O,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X,X,X,X
JIOZSLT,O,O,X,X,X,X,X,X,X,X,X
JLTISZO,O,X,X,X,O,O,X,O,O,X,O
JLTISOZ,O,X,X,X,O,O,X,O,X,X,O
JLTIZSO,O,X,X,X,O,O,X,X,O,X,X
JLTIZOS,O,X,X,X,X,O,X,X,O,X,X
JLTIOSZ,X,X,X,X,O,O,X,O,X,X,X
JLTIOZS,X,X,X,X,O,O,X,X,X,X,X
JLTSIZO,O,X,X,X,O,O,O,O,O,X,O
JLTSIOZ,O,X,X,X,O,O,X,O,X,X,O
JLTSZIO,O,X,X,X,O,O,O,O,O,X,O
JLTSZOI,O,X,X,X,O,O,O,O,O,X,X
JLTSOIZ,O,X,X,X,O,O,X,O,X,X,O
JLTSOZI,O,X,X,X,O,O,O,O,X,X,X
JLTZISO,O,X,X,X,O,O,O,X,O,X,X
JLTZIOS,O,X,X,X,X,O,X,X,O,X,X
JLTZSIO,O,X,X,X,O,O,O,X,O,X,X
JLTZSOI,O,X,X,X,O,O,O,X,O,X,X
JLTZOIS,O,X,X,X,X,O,X,X,O,X,X
JLTZOSI,O,X,X,X,X,O,X,X,O,X,X
JLTOISZ,X,X,X,X,O,O,X,O,X,X,X
JLTOIZS,X,X,X,X,O,O,X,X,X,X,X
JLTOSIZ,X,X,X,X,O,O,X,O,X,X,X
JLTOSZI,X,X,X,X,O,O,X,O,X,X,X
JLTOZIS,X,X,X,X,O,O,X,X,X,X,X
JLTOZSI,X,X,X,X,O,O,X,X,X,X,X
JLITSZO,O,X,X,X,O,O,X,O,O,X,O
JLITSOZ,O,X,X,X,O,O,X,O,X,X,O
JLITZSO,O,X,X,X,O,O,X,X,O,X,X
JLITZOS,O,X,X,X,X,O,X,X,O,X,X
JLITOSZ,X,X,X,X,O,O,X,O,X,X,X
JLITOZS,X,X,X,X,O,O,X,X,X,X,X
JLISTZO,O,X,O,X,O,O,X,O,O,X,O
JLISTOZ,O,X,O,X,O,O,X,O,X,X,O
JLISZTO,O,X,O,X,X,X,X,O,O,X,X
JLISZOT,O,X,O,X,X,X,X,O,O,X,X
JLISOTZ,O,X,X,X,X,O,X,O,X,X,X
JLISOZT,O,X,X,X,X,X,X,O,X,X,X
JLIZTSO,O,X,O,X,O,O,X,X,O,X,X
JLIZTOS,O,X,X,X,X,O,X,X,O,X,X
JLIZSTO,O,X,O,X,X,X,X,O,O,X,X
JLIZSOT,O,X,O,X,X,X,X,O,O,X,X
JLIZOTS,X,X,X,X,X,O,X,X,O,X,X
JLIZOST,X,X,O,X,X,X,X,O,O,X,X
JLIOTSZ,X,X,X,X,O,O,X,O,X,X,X
JLIOTZS,X,X,X,X,O,O,X,X,X,X,X
JLIOSTZ,X,X,X,X,O,O,X,O,X,X,X
JLIOSZT,X,X,X,X,X,X,X,O,X,X,X
JLIOZTS,X,X,X,X,O,O,X,X,X,X,X
JLIOZST,X,X,X,X,X,X,X,O,X,X,X
JLSTIZO,O,X,O,X,O,O,O,O,O,X,O
JLSTIOZ,O,X,O,X,O,O,X,O,X,X,O
JLSTZIO,O,X,O,X,O,O,O,O,O,X,O
JLSTZOI,O,X,O,X,O,O,O,O,O,X,X
JLSTOIZ,O,X,O,X,O,O,X,O,X,X,O
JLSTOZI,O,X,O,X,O,O,O,O,X,X,X
JLSITZO,O,X,O,X,O,O,X,O,O,X,O
JLSITOZ,O,X,O,X,O,O,X,O,X,X,O
JLSIZTO,O,X,O,X,X,X,X,O,O,X,X
JLSIZOT,O,X,O,X,X,X,X,O,O,X,X
JLSIOTZ,O,X,X,X,X,O,X,O,X,X,X
JLSIOZT,O,X,X,X,X,X,X,O,X,X,X
JLSZTIO,O,X,O,X,X,X,O,O,O,X,X
JLSZTOI,O,X,O,X,X,X,O,O,O,X,X
JLSZITO,O,X,O,X,X,X,O,O,O,X,X
JLSZIOT,O,X,O,X,X,X,X,O,O,X,X
JLSZOTI,O,X,O,X,X,X,X,O,O,X,X
JLSZOIT,O,X,O,X,X,X,X,O,O,X,X
JLSOTIZ,O,X,X,X,X,O,X,O,X,X,X
JLSOTZI,O,X,X,X,X,O,X,O,X,X,X
JLSOITZ,O,X,X,X,X,O,X,O,X,X,X
JLSOIZT,O,X,X,X,X,X,X,O,X,X,X
JLSOZTI,O,X,X,X,X,X,X,O,X,X,X
JLSOZIT,O,X,X,X,X,X,X,O,X,X,X
JLZTISO,O,X,O,X,O,O,O,X,O,X,X
JLZTIOS,O,X,X,X,X,O,X,X,O,X,X
JLZTSIO,O,X,O,X,O,O,O,X,O,X,X
JLZTSOI,O,X,O,X,O,O,O,X,O,X,X
JLZTOIS,O,X,X,X,X,O,X,X,O,X,X
JLZTOSI,O,X,X,X,X,O,X,X,O,X,X
JLZITSO,O,X,O,X,O,O,O,X,O,X,X
JLZITOS,O,X,X,X,X,O,X,X,O,X,X
JLZISTO,O,X,O,X,X,X,O,O,O,X,X
JLZISOT,O,X,O,X,X,X,X,O,O,X,X
JLZIOTS,X,X,X,X,X,O,X,X,O,X,X
JLZIOST,X,X,O,X,X,X,X,O,O,X,X
JLZSTIO,O,X,O,X,X,X,O,O,O,X,X
JLZSTOI,O,X,O,X,X,X,O,O,O,X,X
JLZSITO,O,X,O,X,X,X,O,O,O,X,X
JLZSIOT,O,X,O,X,X,X,X,O,O,X,X
JLZSOTI,O,X,O,X,X,X,X,O,O,X,X
JLZSOIT,O,X,O,X,X,X,X,O,O,X,X
JLZOTIS,X,X,X,X,X,O,X,X,O,X,X
JLZOTSI,X,X,X,X,X,O,X,X,O,X,X
JLZOITS,X,X,X,X,X,O,X,X,O,X,X
JLZOIST,X,X,O,X,X,X,X,O,O,X,X
JLZOSTI,X,X,O,X,X,X,X,O,O,X,X
JLZOSIT,X,X,O,X,X,X,X,O,O,X,X
JLOTISZ,X,X,X,X,O,O,X,O,X,X,X
JLOTIZS,X,X,X,X,O,O,X,X,X,X,X
JLOTSIZ,X,X,X,X,O,O,X,O,X,X,X
JLOTSZI,X,X,X,X,O,O,X,O,X,X,X
JLOTZIS,X,X,X,X,O,O,X,X,X,X,X
JLOTZSI,X,X,X,X,O,O,X,X,X,X,X
JLOITSZ,X,X,X,X,O,O,X,O,X,X,X
JLOITZS,X,X,X,X,O,O,X,X,X,X,X
JLOISTZ,X,X,X,X,O,O,X,O,X,X,X
JLOISZT,X,X,X,X,X,X,X,O,X,X,X
JLOIZTS,X,X,X,X,O,O,X,X,X,X,X
JLOIZST,X,X,X,X,X,X,X,O,X,X,X
JLOSTIZ,X,X,X,X,O,O,X,O,X,X,X
JLOSTZI,X,X,X,X,O,O,X,O,X,X,X
JLOSITZ,X,X,X,X,O,O,X,O,X,X,X
JLOSIZT,X,X,X,X,X,X,X,O,X,X,X
JLOSZTI,X,X,X,X,X,X,X,O,X,X,X
JLOSZIT,X,X,X,X,X,X,X,O,X,X,X
JLOZTIS,X,X,X,X,O,O,X,X,X,X,X
JLOZTSI,X,X,X,X,O,O,X,X,X,X,X
JLOZITS,X,X,X,X,O,O,X,X,X,X,X
JLOZIST,X,X,X,X,X,X,X,O,X,X,X
JLOZSTI,X,X,X,X,X,X,X,O,X,X,X
JLOZSIT,X,X,X,X,X,X,X,O,X,X,X
JSTILZO,O,X,X,X,O,X,O,X,X,X,O
JSTILOZ,O,X,X,O,O,X,X,X,X,X,O
JSTIZLO,O,O,X,X,O,X,O,X,O,X,O
JSTIZOL,O,O,X,X,O,X,X,X,O,X,X
JSTIOLZ,O,X,X,O,O,X,X,X,X,X,O
JSTIOZL,O,X,X,O,O,X,X,X,X,X,X
JSTLIZO,O,X,X,X,O,X,O,X,X,X,O
JSTLIOZ,O,X,X,O,O,X,X,X,X,X,O
JSTLZIO,O,X,X,X,O,X,O,X,X,X,O
JSTLZOI,O,X,X,X,O,X,O,X,X,X,X
JSTLOIZ,O,X,X,O,O,X,X,X,X,X,O
JSTLOZI,O,X,X,O,O,X,O,X,X,X,X
JSTZILO,O,O,X,X,O,X,O,X,O,X,O
JSTZIOL,O,O,X,X,O,X,X,X,O,X,X
JSTZLIO,O,O,X,X,O,X,O,X,O,X,O
JSTZLOI,O,X,X,X,O,X,O,X,X,X,X
JSTZOIL,O,O,X,X,O,X,X,X,O,X,X
JSTZOLI,O,X,X,X,O,X,O,X,X,X,X
JSTOILZ,O,X,X,O,O,X,X,X,X,X,O
JSTOIZL,O,X,X,O,O,X,X,X,X,X,X
JSTOLIZ,O,X,X,O,O,X,X,X,X,X,O
JSTOLZI,O,X,X,O,O,X,O,X,X,X,X
JSTOZIL,O,X,X,O,O,X,X,X,X,X,X
JSTOZLI,O,X,X,O,O,X,O,X,X,X,X
JSITLZO,O,X,X,X,O,X,X,X,X,X,O
JSITLOZ,O,X,X,O,O,X,X,X,X,X,O
JSITZLO,O,O,X,X,O,X,X,X,O,X,O
JSITZOL,O,O,X,X,O,X,X,X,O,X,X
JSITOLZ,O,X,X,O,O,X,X,X,X,X,O
JSITOZL,O,X,X,O,O,X,X,X,X,X,X
JSILTZO,O,X,X,X,O,O,X,O,X,X,O
JSILTOZ,O,X,X,O,O,O,X,O,X,X,O
JSILZTO,O,X,X,X,X,X,X,O,X,O,X
JSILZOT,O,X,X,X,X,X,X,O,X,O,X
JSILOTZ,O,X,X,O,X,O,X,O,X,X,X
JSILOZT,O,X,X,X,X,X,X,O,X,X,X
JSIZTLO,O,O,X,X,X,X,X,X,O,O,X
JSIZTOL,O,O,X,X,X,X,X,X,O,X,X
JSIZLTO,O,O,X,X,X,X,X,X,O,O,X
JSIZLOT,O,X,X,X,X,X,X,X,X,O,X
JSIZOTL,O,O,X,X,X,X,X,X,O,X,X
JSIZOLT,O,X,X,X,X,X,X,X,X,O,X
JSIOTLZ,O,X,X,O,O,X,X,X,X,X,X
JSIOTZL,O,X,X,O,O,X,X,X,X,X,X
JSIOLTZ,O,X,X,O,O,O,X,O,X,X,X
JSIOLZT,O,X,X,X,X,X,X,O,X,X,X
JSIOZTL,O,X,X,X,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,X,X,X,X,X,X
JSLTIZO,O,X,X,X,O,O,O,O,X,X,O
JSLTIOZ,O,X,X,O,O,O,X,O,X,X,O
JSLTZIO,O,X,X,X,O,O,O,O,X,X,O
JSLTZOI,O,X,X,X,O,O,O,O,X,X,X
JSLTOIZ,O,X,X,O,O,O,X,O,X,X,O
JSLTOZI,O,X,X,O,O,O,O,O,X,X,X
JSLITZO,O,X,X,X,O,O,X,O,X,X,O
JSLITOZ,O,X,X,O,O,O,X,O,X,X,O
JSLIZTO,O,X,X,X,X,X,X,O,X,O,X
JSLIZOT,O,X,X,X,X,X,X,O,X,O,X
JSLIOTZ,O,X,X,O,X,O,X,O,X,X,X
JSLIOZT,O,X,X,X,X,X,X,O,X,X,X
JSLZTIO,O,X,X,X,X,X,O,O,X,O,X
JSLZTOI,O,X,X,X,X,X,O,O,X,X,X
JSLZITO,O,X,X,X,X,X,O,O,X,O,X
JSLZIOT,O,X,X,X,X,X,X,O,X,O,X
JSLZOTI,O,X,X,X,X,X,X,O,X,X,X
JSLZOIT,O,X,X,X,X,X,X,O,X,O,X
JSLOTIZ,O,X,X,O,X,O,X,O,X,X,X
JSLOTZI,O,X,X,O,X,O,X,O,X,X,X
JSLOITZ,O,X,X,O,X,O,X,O,X,X,X
JSLOIZT,O,X,X,X,X,X,X,O,X,X,X
JSLOZTI,O,X,X,X,X,X,X,O,X,X,X
JSLOZIT,O,X,X,X,X,X,X,O,X,X,X
JSZTILO,O,O,X,X,X,X,O,X,O,O,X
JSZTIOL,O,O,X,X,X,X,X,X,O,X,X
JSZTLIO,O,O,X,X,X,X,O,X,O,O,X
JSZTLOI,O,X,X,X,X,X,O,X,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X,O,X,X
JSZTOLI,O,X,X,X,X,X,O,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,X,O,O,X
JSZITOL,O,O,X,X,X,X,X,X,O,X,X
JSZILTO,O,O,X,X,X,X,X,X,O,O,X
JSZILOT,O,X,X,X,X,X,X,X,X,O,X
JSZIOTL,O,O,X,X,X,X,X,X,O,X,X
JSZIOLT,O,X,X,X,X,X,X,X,X,O,X
JSZLTIO,O,O,X,X,X,X,O,X,O,O,X
JSZLTOI,O,X,X,X,X,X,O,X,X,X,X
JSZLITO,O,O,X,X,X,X,O,X,O,O,X
JSZLIOT,O,X,X,X,X,X,X,X,X,O,X
JSZLOTI,O,X,X,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,X,X,O,X
JSZOTIL,O,O,X,X,X,X,X,X,O,X,X
JSZOTLI,O,X,X,X,X,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,X,O,X,X
JSZOILT,O,X,X,X,X,X,X,X,X,O,X
JSZOLTI,O,X,X,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X,X,X,O,X
JSOTILZ,O,X,X,O,O,X,X,X,X,X,X
JSOTIZL,O,X,X,O,O,X,X,X,X,X,X
JSOTLIZ,O,X,X,O,O,X,X,X,X,X,X
JSOTLZI,O,X,X,O,O,X,X,X,X,X,X
JSOTZIL,O,X,X,O,O,X,X,X,X,X,X
JSOTZLI,O,X,X,O,O,X,X,X,X,X,X
JSOITLZ,O,X,X,O,O,X,X,X,X,X,X
JSOITZL,O,X,X,O,O,X,X,X,X,X,X
JSOILTZ,O,X,X,O,O,O,X,O,X,X,X
JSOILZT,O,X,X,X,X,X,X,O,X,X,X
JSOIZTL,O,X,X,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,X,X,O,O,O,X,O,X,X,X
JSOLTZI,O,X,X,O,O,O,X,O,X,X,X
JSOLITZ,O,X,X,O,O,O,X,O,X,X,X
JSOLIZT,O,X,X,X,X,X,X,O,X,X,X
JSOLZTI,O,X,X,X,X,X,X,O,X,X,X
JSOLZIT,O,X,X,X,X,X,X,O,X,X,X
JSOZTIL,O,X,X,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,X,X,X,X,X,X
JSOZLTI,O,X,X,X,X,X,X,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,O,X,O,X,X,X,O,X,X
JZTILOS,O,X,X,X,X,X,X,X,O,X,X
JZTISLO,O,O,X,X,O,X,X,X,O,O,X
JZTISOL,O,O,X,X,O,X,X,X,O,X,X
