sequence,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF8lBzhBunBikB3p?BlrB,v115@GhA8HeB8HeB8BeC8AeD8JeZEJvhFzfBfmBlhBunB8r?BCqB,v115@GhA8HeB8HeB8BeC8AeD8Jei/IvhFRhBunBFlBXmB8r?BTpB,v115@GhA8HeB8HeB8BeC8AeD8Jex/IvhF0hBliB2pBzlBCs?B3pB,v115@GhA8HeB8HeB8BeC8AeD8JeUBJvhFRiB/pBFlBTnBGr?BipB,v115@GhA8HeB8HeB8BeC8AeD8Je2EJvhFRhB3iBFmBUlBTp?BCsB,v115@GhA8HeB8HeB8BeC8AeD8JexAJvhFliB6pBTlB/rBUn?BOpB
IZTSJLO,O,O,O,X,X,X,X
IZTSJOL,O,O,O,X,X,X,O
IZTSOLJ,O,O,O,X,X,X,O
IZTSOJL,O,O,O,X,X,X,O
IZTOLJS,O,X,O,X,X,X,X
IZTOLSJ,X,X,O,X,X,X,O
IZTOJLS,O,X,O,X,X,X,X
IZTOJSL,O,O,O,X,X,X,X
IZTOSLJ,O,O,O,X,X,X,O
IZTOSJL,O,O,O,X,X,X,O
IZLTJSO,X,O,O,X,X,X,X
IZLTJOS,O,O,O,X,X,X,X
IZLTSJO,X,O,O,X,X,X,X
IZLTSOJ,X,O,X,X,X,X,O
IZLTOJS,O,O,O,X,X,X,X
IZLTOSJ,X,O,X,X,X,X,O
IZLJTSO,X,O,O,X,X,X,X
IZLJTOS,O,O,O,X,X,X,X
IZLJSTO,X,O,O,X,X,X,X
IZLJSOT,X,O,O,X,X,X,X
IZLJOTS,X,O,O,X,X,X,X
IZLJOST,X,O,O,X,X,X,X
IZLSTJO,X,O,O,X,X,X,X
IZLSTOJ,X,O,O,X,X,X,X
IZLSJTO,X,O,O,X,X,X,X
IZLSJOT,X,O,O,X,X,X,X
IZLSOTJ,X,O,O,X,X,X,X
IZLSOJT,X,O,O,X,X,X,X
IZLOTJS,X,O,O,X,X,X,X
IZLOTSJ,X,O,O,X,X,X,O
IZLOJTS,X,O,O,X,X,X,X
IZLOJST,X,O,O,X,X,X,X
IZLOSTJ,X,O,O,X,X,X,X
IZLOSJT,X,O,O,X,X,X,X
IZJTLSO,X,O,O,X,X,X,X
IZJTLOS,O,O,O,X,X,X,X
IZJTSLO,O,O,O,X,X,X,X
IZJTSOL,O,O,O,X,X,X,X
IZJTOLS,O,X,O,X,X,X,X
IZJTOSL,O,O,O,X,X,X,X
IZJLTSO,X,O,O,X,X,X,X
IZJLTOS,O,O,O,X,X,X,X
IZJLSTO,X,O,O,X,X,X,X
IZJLSOT,X,O,O,X,X,X,X
IZJLOTS,X,O,O,X,X,X,X
IZJLOST,X,O,O,X,X,X,X
IZJSTLO,O,O,O,X,X,X,X
IZJSTOL,O,O,O,X,X,X,X
IZJSLTO,O,O,O,X,X,X,X
IZJSLOT,O,O,O,X,X,X,X
IZJSOTL,O,O,O,X,X,X,X
IZJSOLT,X,O,O,X,X,X,X
IZJOTLS,O,X,O,X,X,X,X
IZJOTSL,O,O,O,X,X,X,X
IZJOLTS,X,O,O,X,X,X,X
IZJOLST,X,O,O,X,X,X,X
IZJOSTL,X,O,O,X,X,X,X
IZJOSLT,X,O,O,X,X,X,X
IZSTLJO,O,O,O,X,X,X,X
IZSTLOJ,O,O,O,X,X,X,X
IZSTJLO,O,O,O,X,X,X,X
IZSTJOL,O,O,O,X,X,X,X
IZSTOLJ,O,O,O,X,X,X,X
IZSTOJL,O,O,O,X,X,X,X
IZSLTJO,O,O,O,X,X,X,X
IZSLTOJ,O,O,O,X,X,X,X
IZSLJTO,O,O,O,X,X,X,X
IZSLJOT,O,O,O,X,X,X,X
IZSLOTJ,O,O,O,X,X,X,X
IZSLOJT,O,O,O,X,X,X,X
IZSJTLO,O,O,O,X,X,X,X
IZSJTOL,O,O,O,X,X,X,X
IZSJLTO,O,O,O,X,X,X,X
IZSJLOT,O,O,O,X,X,X,X
IZSJOTL,O,O,O,X,X,X,X
IZSJOLT,X,O,O,X,X,X,X
IZSOTLJ,O,O,O,X,X,X,X
IZSOTJL,O,O,O,X,X,X,X
IZSOLTJ,X,O,O,X,X,X,X
IZSOLJT,X,O,O,X,X,X,X
IZSOJTL,O,O,O,X,O,X,X
IZSOJLT,X,O,O,X,O,X,X
IZOTLJS,O,X,O,X,X,X,X
IZOTLSJ,X,X,O,X,X,X,O
IZOTJLS,O,X,O,X,X,X,X
IZOTJSL,O,O,O,X,X,X,X
IZOTSLJ,X,O,O,X,X,X,O
IZOTSJL,O,O,O,X,X,X,O
IZOLTJS,X,O,O,X,X,X,X
IZOLTSJ,X,O,O,X,X,X,O
IZOLJTS,X,O,O,X,X,X,X
IZOLJST,X,O,O,X,X,X,X
IZOLSTJ,X,O,O,X,X,X,X
IZOLSJT,X,O,O,X,X,X,X
IZOJTLS,O,X,O,X,X,X,X
IZOJTSL,O,O,O,X,O,X,X
IZOJLTS,X,O,O,X,X,X,X
IZOJLST,X,O,O,X,O,X,X
IZOJSTL,X,O,O,X,O,X,X
IZOJSLT,X,O,O,X,O,X,X
IZOSTLJ,X,O,O,X,X,X,X
IZOSTJL,X,O,O,X,X,X,X
IZOSLTJ,X,O,O,X,X,X,X
IZOSLJT,X,O,O,X,X,X,X
IZOSJTL,X,O,O,X,O,X,X
IZOSJLT,X,O,O,X,O,X,X
IOTLJSZ,X,X,O,O,X,O,X
IOTLJZS,X,X,O,O,X,O,X
IOTLSJZ,X,X,O,X,X,O,X
IOTLSZJ,X,X,X,O,X,O,O
IOTLZJS,X,X,O,O,X,O,X
IOTLZSJ,X,X,O,O,X,O,O
IOTJLSZ,X,X,O,O,X,O,X
IOTJLZS,X,X,O,O,X,O,X
IOTJSLZ,X,X,O,O,O,O,X
IOTJSZL,X,X,X,X,O,O,X
IOTJZLS,X,X,O,O,X,X,X
IOTJZSL,X,X,O,X,O,O,X
IOTSLJZ,X,X,O,X,X,O,X
IOTSLZJ,X,X,X,O,X,X,O
IOTSJLZ,X,X,O,X,O,O,X
IOTSJZL,X,X,X,X,O,O,X
IOTSZLJ,X,X,X,X,X,X,O
IOTSZJL,X,X,X,X,X,O,O
IOTZLJS,X,X,O,O,X,X,X
IOTZLSJ,X,X,O,O,X,X,O
IOTZJLS,X,X,O,X,X,X,X
IOTZJSL,X,X,O,X,X,O,X
IOTZSLJ,X,X,O,X,X,X,O
IOTZSJL,X,X,O,X,X,O,O
IOLTJSZ,X,O,O,O,X,O,X
IOLTJZS,X,O,O,O,X,O,X
IOLTSJZ,X,O,O,X,X,O,X
IOLTSZJ,X,O,X,O,X,O,O
IOLTZJS,X,O,O,O,X,O,X
IOLTZSJ,X,O,O,O,X,O,O
IOLJTSZ,X,O,O,O,X,O,X
IOLJTZS,X,O,O,O,X,O,X
IOLJSTZ,X,O,X,O,O,O,X
IOLJSZT,X,O,X,O,O,X,O
IOLJZTS,X,O,O,O,X,X,X
IOLJZST,X,O,O,O,O,X,X
IOLSTJZ,X,O,X,X,X,O,X
IOLSTZJ,X,O,X,O,X,O,O
IOLSJTZ,X,O,X,X,O,O,X
IOLSJZT,X,O,X,X,O,X,O
IOLSZTJ,X,O,X,O,X,O,O
IOLSZJT,X,O,X,X,X,X,O
IOLZTJS,X,O,O,O,X,X,X
IOLZTSJ,X,O,O,O,X,X,O
IOLZJTS,X,O,O,O,X,X,X
IOLZJST,X,O,O,O,X,X,X
IOLZSTJ,X,O,O,O,X,X,O
IOLZSJT,X,O,O,X,X,X,O
IOJTLSZ,X,X,O,O,X,O,X
IOJTLZS,X,X,O,O,X,O,X
IOJTSLZ,X,X,O,O,O,O,X
IOJTSZL,X,X,X,X,O,O,X
IOJTZLS,X,X,O,O,X,X,X
IOJTZSL,X,X,O,X,O,O,X
IOJLTSZ,X,O,O,O,X,O,X
IOJLTZS,X,O,O,O,X,O,X
IOJLSTZ,X,O,X,O,O,O,X
IOJLSZT,X,O,X,O,O,X,O
IOJLZTS,X,O,O,O,X,X,X
IOJLZST,X,O,O,O,O,X,X
IOJSTLZ,X,X,X,O,O,O,X
IOJSTZL,X,X,X,X,O,O,X
IOJSLTZ,X,O,X,O,O,O,X
IOJSLZT,X,O,X,O,O,X,O
IOJSZTL,X,O,X,X,O,X,O
IOJSZLT,X,O,X,O,O,X,O
IOJZTLS,X,X,O,O,X,X,X
IOJZTSL,X,O,O,X,O,X,X
IOJZLTS,X,O,O,O,X,X,X
IOJZLST,X,O,O,O,O,X,X
IOJZSTL,X,O,O,X,O,X,X
IOJZSLT,X,O,O,O,O,X,X
IOSTLJZ,X,X,X,X,X,O,X
IOSTLZJ,X,X,X,O,X,X,O
IOSTJLZ,X,X,X,X,O,O,X
IOSTJZL,X,X,X,X,O,O,X
IOSTZLJ,X,X,X,X,X,X,O
IOSTZJL,X,X,X,X,O,O,O
IOSLTJZ,X,O,X,X,X,O,X
IOSLTZJ,X,O,X,O,X,O,O
IOSLJTZ,X,O,X,X,O,O,X
IOSLJZT,X,O,X,X,O,X,O
IOSLZTJ,X,O,X,O,X,O,O
IOSLZJT,X,O,X,X,X,X,O
IOSJTLZ,X,X,X,X,O,O,X
IOSJTZL,X,X,X,X,O,O,X
IOSJLTZ,X,O,X,X,O,O,X
IOSJLZT,X,O,X,X,O,X,O
IOSJZTL,X,O,X,X,O,X,O
IOSJZLT,X,O,X,X,O,X,O
IOSZTLJ,X,O,X,X,X,X,O
IOSZTJL,X,O,X,X,X,O,O
IOSZLTJ,X,O,X,O,X,X,O
IOSZLJT,X,O,X,X,X,X,O
IOSZJTL,X,O,X,X,O,X,O
IOSZJLT,X,O,X,X,O,X,O
IOZTLJS,X,X,O,O,X,X,X
IOZTLSJ,X,X,O,O,X,X,O
IOZTJLS,X,X,O,X,X,X,X
IOZTJSL,X,O,O,X,X,X,X
IOZTSLJ,X,O,O,X,X,X,O
IOZTSJL,X,O,O,X,X,X,O
IOZLTJS,X,O,O,O,X,X,X
IOZLTSJ,X,O,O,O,X,X,O
IOZLJTS,X,O,O,O,X,X,X
IOZLJST,X,O,O,O,X,X,X
IOZLSTJ,X,O,O,O,X,X,O
IOZLSJT,X,O,O,X,X,X,O
IOZJTLS,X,X,O,O,X,X,X
IOZJTSL,X,O,O,X,O,X,X
IOZJLTS,X,O,O,O,X,X,X
IOZJLST,X,O,O,O,O,X,X
IOZJSTL,X,O,O,X,O,X,X
IOZJSLT,X,O,O,O,O,X,X
IOZSTLJ,X,O,O,X,X,X,O
IOZSTJL,X,O,O,X,X,X,O
IOZSLTJ,X,O,O,O,X,X,O
IOZSLJT,X,O,O,X,X,X,O
IOZSJTL,X,O,O,X,O,X,O
IOZSJLT,X,O,O,X,O,X,O
LTIJSZO,X,O,O,O,X,X,X
LTIJSOZ,X,O,X,X,X,O,X
LTIJZSO,X,O,O,O,X,X,X
LTIJZOS,X,O,O,O,X,X,X
LTIJOSZ,X,O,X,O,X,O,X
LTIJOZS,X,O,O,O,X,O,X
LTISJZO,X,O,O,X,X,X,X
LTISJOZ,X,O,X,X,X,O,X
LTISZJO,X,O,X,X,X,X,X
LTISZOJ,X,O,X,X,X,O,X
LTISOJZ,X,O,X,X,X,O,X
LTISOZJ,X,O,X,X,X,O,X
LTIZJSO,X,O,O,O,X,X,X
LTIZJOS,X,O,O,O,X,X,X
LTIZSJO,X,O,O,X,X,X,X
LTIZSOJ,X,O,O,X,X,O,O
LTIZOJS,X,O,O,O,X,O,X
LTIZOSJ,X,O,X,O,X,O,O
LTIOJSZ,X,O,X,O,X,O,X
LTIOJZS,X,O,O,O,X,O,X
LTIOSJZ,X,O,X,X,X,O,X
LTIOSZJ,X,O,X,O,X,O,X
LTIOZJS,X,O,X,O,X,O,X
LTIOZSJ,X,O,X,O,X,O,O
LTJISZO,X,O,O,O,X,X,X
LTJISOZ,X,O,X,X,X,O,X
LTJIZSO,X,O,O,O,X,X,X
LTJIZOS,X,O,O,O,X,X,X
LTJIOSZ,X,O,X,O,X,O,X
LTJIOZS,X,O,O,O,X,O,X
LTJSIZO,O,O,O,O,X,X,X
LTJSIOZ,O,O,X,X,X,O,X
LTJSZIO,O,O,O,O,X,X,X
LTJSZOI,O,O,O,X,X,X,X
LTJSOIZ,O,O,X,O,X,O,X
LTJSOZI,O,O,X,O,X,O,X
LTJZISO,X,O,O,O,X,X,X
LTJZIOS,O,O,O,O,X,X,X
LTJZSIO,O,O,O,O,X,X,X
LTJZSOI,O,O,O,X,X,X,O
LTJZOIS,O,O,O,O,X,X,X
LTJZOSI,O,O,O,O,X,X,O
LTJOISZ,X,O,X,O,X,O,X
LTJOIZS,X,O,O,O,X,O,X
LTJOSIZ,O,O,X,O,X,O,X
LTJOSZI,O,O,X,O,X,O,X
LTJOZIS,O,O,O,O,X,O,X
LTJOZSI,O,O,O,O,X,O,O
LTSIJZO,O,O,O,X,X,X,X
LTSIJOZ,O,O,X,X,X,O,X
LTSIZJO,O,O,X,X,X,X,X
LTSIZOJ,O,O,X,X,X,O,X
LTSIOJZ,O,O,X,X,X,O,X
LTSIOZJ,O,O,X,X,X,O,X
LTSJIZO,O,O,O,O,X,X,X
LTSJIOZ,O,O,X,X,X,O,X
LTSJZIO,O,O,O,O,X,X,X
LTSJZOI,O,O,O,X,X,X,X
LTSJOIZ,O,O,X,O,X,O,X
LTSJOZI,O,O,X,O,X,O,X
LTSZIJO,O,O,O,X,X,X,X
LTSZIOJ,O,O,O,X,X,O,O
LTSZJIO,O,O,O,O,X,X,X
LTSZJOI,O,O,O,X,X,X,O
LTSZOIJ,O,O,O,O,X,O,O
LTSZOJI,O,O,O,O,X,O,O
LTSOIJZ,O,O,X,X,X,O,X
LTSOIZJ,O,O,X,O,X,O,O
LTSOJIZ,O,O,X,O,X,O,X
LTSOJZI,O,O,X,O,X,O,X
LTSOZIJ,O,O,X,O,X,O,O
LTSOZJI,O,O,X,O,X,O,O
LTZIJSO,X,O,O,O,X,X,X
LTZIJOS,O,O,O,O,X,X,X
LTZISJO,X,O,O,X,X,X,X
LTZISOJ,X,O,O,X,X,O,O
LTZIOJS,O,O,O,O,X,O,X
LTZIOSJ,X,O,X,O,X,O,O
LTZJISO,X,O,O,O,X,X,X
LTZJIOS,O,O,O,O,X,X,X
LTZJSIO,O,O,O,O,X,X,X
LTZJSOI,O,O,O,X,X,X,O
LTZJOIS,O,O,O,O,X,X,X
LTZJOSI,O,O,O,O,X,X,O
LTZSIJO,O,O,O,X,X,X,X
LTZSIOJ,O,O,O,X,X,O,O
LTZSJIO,O,O,O,O,X,X,X
LTZSJOI,O,O,O,X,X,X,O
LTZSOIJ,O,O,O,O,X,O,O
LTZSOJI,O,O,O,O,X,O,O
LTZOIJS,O,O,O,O,X,O,X
LTZOISJ,X,O,X,O,X,O,O
LTZOJIS,O,O,O,O,X,O,X
LTZOJSI,O,O,O,O,X,O,O
LTZOSIJ,O,O,O,O,X,O,O
LTZOSJI,O,O,O,O,X,O,O
LTOIJSZ,X,O,X,O,X,O,X
LTOIJZS,X,O,O,O,X,O,X
LTOISJZ,X,O,X,X,X,O,X
LTOISZJ,X,O,X,O,X,O,O
LTOIZJS,X,O,X,O,X,O,X
LTOIZSJ,X,O,X,O,X,O,O
LTOJISZ,X,O,X,O,X,O,X
LTOJIZS,X,O,O,O,X,O,X
LTOJSIZ,O,O,X,O,X,O,X
LTOJSZI,O,O,X,O,X,O,X
LTOJZIS,O,O,O,O,X,O,X
LTOJZSI,O,O,O,O,X,O,O
LTOSIJZ,O,O,X,X,X,O,X
LTOSIZJ,O,O,X,O,X,O,O
LTOSJIZ,O,O,X,O,X,O,X
LTOSJZI,O,O,X,O,X,O,X
LTOSZIJ,O,O,X,O,X,O,O
LTOSZJI,O,O,X,O,X,O,O
LTOZIJS,O,O,O,O,X,O,X
LTOZISJ,X,O,X,O,X,O,O
LTOZJIS,O,O,O,O,X,O,X
LTOZJSI,O,O,O,O,X,O,O
LTOZSIJ,O,O,O,O,X,O,O
LTOZSJI,O,O,O,O,X,O,O
LITJSZO,X,O,X,O,X,X,X
LITJSOZ,X,O,X,X,X,O,X
LITJZSO,X,O,X,O,X,X,X
LITJZOS,X,O,X,O,X,X,X
LITJOSZ,X,O,X,O,X,O,X
LITJOZS,X,O,X,O,X,O,X
LITSJZO,X,O,X,X,X,X,X
LITSJOZ,X,O,X,X,X,O,X
LITSZJO,X,O,X,X,X,X,X
LITSZOJ,X,O,X,X,X,O,X
LITSOJZ,X,O,X,X,X,O,X
LITSOZJ,X,O,X,X,X,O,X
LITZJSO,X,O,X,O,X,X,X
LITZJOS,X,O,X,O,X,X,X
LITZSJO,X,O,X,X,X,X,X
LITZSOJ,X,O,X,X,X,O,O
LITZOJS,X,O,X,O,X,O,X
LITZOSJ,X,O,X,O,X,O,O
LITOJSZ,X,O,X,O,X,O,X
LITOJZS,X,O,X,O,X,O,X
LITOSJZ,X,O,X,X,X,O,X
LITOSZJ,X,O,X,O,X,O,X
LITOZJS,X,O,X,O,X,O,X
LITOZSJ,X,O,X,O,X,O,O
LIJTSZO,X,O,X,O,X,X,X
LIJTSOZ,X,O,X,X,X,X,X
LIJTZSO,X,O,X,O,X,X,X
LIJTZOS,X,O,X,O,X,X,X
LIJTOSZ,X,O,X,O,X,X,X
LIJTOZS,X,O,X,O,X,X,X
LIJSTZO,X,O,X,O,X,X,X
LIJSTOZ,X,O,X,X,X,X,X
LIJSZTO,X,O,X,O,X,X,X
LIJSZOT,X,O,X,X,X,X,X
LIJSOTZ,X,O,X,X,X,X,X
LIJSOZT,X,O,X,X,X,X,X
LIJZTSO,X,O,X,O,X,X,X
LIJZTOS,X,O,X,O,X,X,X
LIJZSTO,X,O,X,O,X,X,X
LIJZSOT,X,O,X,X,X,X,X
LIJZOTS,X,O,X,O,X,X,X
LIJZOST,X,O,X,X,X,X,X
LIJOTSZ,X,O,X,O,X,X,X
LIJOTZS,X,O,X,O,X,X,X
LIJOSTZ,X,O,X,O,X,X,X
LIJOSZT,X,O,X,O,X,X,X
LIJOZTS,X,O,X,O,X,X,X
LIJOZST,X,O,X,O,X,X,X
LISTJZO,X,O,X,X,X,X,X
LISTJOZ,X,O,X,X,X,O,X
LISTZJO,X,O,X,X,X,X,X
LISTZOJ,X,O,X,X,X,O,X
LISTOJZ,X,O,X,X,X,O,X
LISTOZJ,X,O,X,X,X,O,X
LISJTZO,X,O,X,X,X,X,X
LISJTOZ,X,O,X,X,X,O,X
LISJZTO,X,O,X,X,X,X,X
LISJZOT,X,O,X,X,X,X,X
LISJOTZ,X,O,X,X,X,O,X
LISJOZT,X,O,X,X,X,X,X
LISZTJO,X,O,X,X,X,X,X
LISZTOJ,X,O,X,X,X,O,O
LISZJTO,X,O,X,X,X,X,X
LISZJOT,X,O,X,X,X,X,X
LISZOTJ,X,O,X,X,X,O,O
LISZOJT,X,O,X,X,X,X,O
LISOTJZ,X,O,X,X,X,O,X
LISOTZJ,X,O,X,X,X,O,O
LISOJTZ,X,O,X,X,O,O,X
LISOJZT,X,O,X,X,O,X,O
LISOZTJ,X,O,X,X,X,O,O
LISOZJT,X,O,X,X,X,X,O
LIZTJSO,X,O,X,O,X,X,X
LIZTJOS,X,O,X,O,X,X,X
LIZTSJO,X,O,X,X,X,X,X
LIZTSOJ,X,O,X,X,X,X,O
LIZTOJS,X,O,X,O,X,X,X
LIZTOSJ,X,O,X,O,X,X,O
LIZJTSO,X,O,X,O,X,X,X
LIZJTOS,X,O,X,O,X,X,X
LIZJSTO,X,O,X,O,X,X,X
LIZJSOT,X,O,X,X,X,X,X
LIZJOTS,X,O,X,O,X,X,X
LIZJOST,X,O,X,X,X,X,X
LIZSTJO,X,O,X,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X
LIZSJTO,X,O,X,X,X,X,X
LIZSJOT,X,O,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X
LIZSOJT,X,O,X,X,X,X,X
LIZOTJS,X,O,X,O,X,X,X
LIZOTSJ,X,O,X,O,X,X,O
LIZOJTS,X,O,X,O,X,X,X
LIZOJST,X,O,X,O,X,X,X
LIZOSTJ,X,O,X,O,X,X,X
LIZOSJT,X,O,X,X,X,X,X
LIOTJSZ,X,O,X,O,X,O,X
LIOTJZS,X,O,X,O,X,O,X
LIOTSJZ,X,O,X,X,X,O,X
LIOTSZJ,X,O,X,O,X,O,O
LIOTZJS,X,O,X,O,X,O,X
LIOTZSJ,X,O,X,O,X,O,O
LIOJTSZ,X,O,X,O,X,O,X
LIOJTZS,X,O,X,O,X,O,X
LIOJSTZ,X,O,X,O,O,O,X
LIOJSZT,X,O,X,O,O,X,O
LIOJZTS,X,O,X,O,X,X,X
LIOJZST,X,O,X,O,O,X,X
LIOSTJZ,X,O,X,X,X,O,X
LIOSTZJ,X,O,X,O,X,O,O
LIOSJTZ,X,O,X,X,O,O,X
LIOSJZT,X,O,X,X,O,X,O
LIOSZTJ,X,O,X,O,X,O,O
LIOSZJT,X,O,X,X,X,X,O
LIOZTJS,X,O,X,O,X,X,X
LIOZTSJ,X,O,X,O,X,X,O
LIOZJTS,X,O,X,O,X,X,X
LIOZJST,X,O,X,O,X,X,X
LIOZSTJ,X,O,X,O,X,X,O
LIOZSJT,X,O,X,X,X,X,O
LJTISZO,X,O,O,O,X,X,X
LJTISOZ,X,O,X,X,X,O,X
LJTIZSO,X,O,O,O,X,X,X
LJTIZOS,X,O,O,O,X,X,X
LJTIOSZ,X,O,X,O,X,O,X
LJTIOZS,X,O,O,O,X,O,X
LJTSIZO,O,O,O,O,X,X,X
LJTSIOZ,O,O,X,X,X,O,X
LJTSZIO,O,O,O,O,X,X,X
LJTSZOI,O,O,O,X,X,X,X
LJTSOIZ,O,O,X,O,X,O,X
LJTSOZI,O,O,X,O,X,O,X
LJTZISO,X,O,O,O,X,X,X
LJTZIOS,O,O,O,O,X,X,X
LJTZSIO,O,O,O,O,X,X,X
LJTZSOI,O,O,O,X,X,X,O
LJTZOIS,O,O,O,O,X,X,X
LJTZOSI,O,O,O,O,X,X,O
LJTOISZ,X,O,X,O,X,O,X
LJTOIZS,X,O,O,O,X,O,X
LJTOSIZ,O,O,X,O,X,O,X
LJTOSZI,O,O,X,O,X,O,X
LJTOZIS,O,O,O,O,X,O,X
LJTOZSI,O,O,O,O,X,O,O
LJITSZO,X,O,X,O,X,X,X
LJITSOZ,X,O,X,X,X,X,X
LJITZSO,X,O,X,O,X,X,X
LJITZOS,X,O,X,O,X,X,X
LJITOSZ,X,O,X,O,X,X,X
LJITOZS,X,O,X,O,X,X,X
LJISTZO,X,O,X,O,X,X,X
LJISTOZ,X,O,X,X,X,X,X
LJISZTO,X,O,X,O,X,X,X
LJISZOT,X,O,X,X,X,X,X
LJISOTZ,X,O,X,X,X,X,X
LJISOZT,X,O,X,X,X,X,X
LJIZTSO,X,O,X,O,X,X,X
LJIZTOS,X,O,X,O,X,X,X
LJIZSTO,X,O,X,O,X,X,X
LJIZSOT,X,O,X,X,X,X,X
LJIZOTS,X,O,X,O,X,X,X
LJIZOST,X,O,X,X,X,X,X
LJIOTSZ,X,O,X,O,X,X,X
LJIOTZS,X,O,X,O,X,X,X
LJIOSTZ,X,O,X,O,X,X,X
LJIOSZT,X,O,X,O,X,X,X
LJIOZTS,X,O,X,O,X,X,X
LJIOZST,X,O,X,O,X,X,X
LJSTIZO,O,O,X,O,X,X,X
LJSTIOZ,O,O,X,X,X,O,X
LJSTZIO,O,O,X,O,X,X,X
LJSTZOI,O,O,X,X,O,X,X
LJSTOIZ,O,O,X,O,O,O,X
LJSTOZI,O,O,X,O,O,O,X
LJSITZO,O,O,X,O,X,X,X
LJSITOZ,O,O,X,X,X,O,X
LJSIZTO,O,O,X,O,X,X,X
LJSIZOT,O,O,X,X,X,X,X
LJSIOTZ,X,O,X,X,X,O,X
LJSIOZT,O,O,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X
LJSZTOI,O,O,X,X,O,X,O
LJSZITO,O,O,X,O,X,X,X
LJSZIOT,O,O,X,X,X,X,X
LJSZOTI,O,O,X,X,O,X,O
LJSZOIT,O,O,X,X,O,X,O
LJSOTIZ,O,O,X,O,O,O,X
LJSOTZI,O,O,X,O,O,O,X
LJSOITZ,X,O,X,O,O,O,X
LJSOIZT,O,O,X,O,O,X,O
LJSOZTI,O,O,X,O,O,O,O
LJSOZIT,O,O,X,O,O,X,O
LJZTISO,X,O,O,O,X,X,X
LJZTIOS,O,O,O,O,X,X,X
LJZTSIO,O,O,O,O,X,X,X
LJZTSOI,O,O,O,X,X,X,O
LJZTOIS,O,O,O,O,X,X,X
LJZTOSI,O,O,O,O,X,X,O
LJZITSO,X,O,O,O,X,X,X
LJZITOS,O,O,O,O,X,X,X
LJZISTO,X,O,O,O,X,X,X
LJZISOT,X,O,O,X,X,X,X
LJZIOTS,X,O,O,O,X,X,X
LJZIOST,X,O,O,X,X,X,X
LJZSTIO,O,O,O,O,X,X,X
LJZSTOI,O,O,O,X,O,X,X
LJZSITO,O,O,O,O,X,X,X
LJZSIOT,O,O,O,X,X,X,X
LJZSOTI,O,O,O,X,O,X,X
LJZSOIT,O,O,O,X,O,X,X
LJZOTIS,X,O,O,O,X,X,X
LJZOTSI,X,O,O,O,X,X,O
LJZOITS,X,O,O,O,X,X,X
LJZOIST,X,O,O,O,O,X,X
LJZOSTI,X,O,O,O,O,X,X
LJZOSIT,X,O,O,O,O,X,X
LJOTISZ,X,O,O,O,X,O,X
LJOTIZS,X,O,O,O,X,O,X
LJOTSIZ,X,O,O,O,X,O,X
LJOTSZI,X,O,O,O,X,O,X
LJOTZIS,X,O,O,O,X,O,X
LJOTZSI,X,O,O,O,X,O,O
LJOITSZ,X,O,O,O,X,O,X
LJOITZS,X,O,O,O,X,O,X
LJOISTZ,X,O,X,O,O,O,X
LJOISZT,X,O,X,O,O,X,O
LJOIZTS,X,O,O,O,X,X,X
LJOIZST,X,O,O,O,O,X,X
LJOSTIZ,X,O,O,O,O,O,X
LJOSTZI,X,O,O,O,O,O,X
LJOSITZ,X,O,X,O,O,O,X
LJOSIZT,X,O,X,O,O,X,O
LJOSZTI,X,O,O,O,O,O,O
LJOSZIT,X,O,O,O,O,X,O
LJOZTIS,X,O,O,O,X,O,X
LJOZTSI,X,O,O,O,X,O,O
LJOZITS,X,O,O,O,X,X,X
LJOZIST,X,O,O,O,O,X,X
LJOZSTI,X,O,O,O,O,O,X
LJOZSIT,X,O,O,O,O,X,X
LSTIJZO,O,O,X,X,X,X,X
LSTIJOZ,O,O,X,X,X,O,X
LSTIZJO,O,O,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,O,X
LSTIOJZ,O,O,X,X,X,O,X
LSTIOZJ,O,O,X,X,X,O,X
LSTJIZO,O,O,X,O,X,X,X
LSTJIOZ,O,O,X,X,X,O,X
LSTJZIO,O,O,X,O,X,X,X
LSTJZOI,O,O,X,X,X,X,X
LSTJOIZ,O,O,X,O,X,O,X
LSTJOZI,O,O,X,O,X,O,X
LSTZIJO,O,O,X,X,X,X,X
LSTZIOJ,O,O,X,X,X,O,O
LSTZJIO,O,O,X,O,X,X,X
LSTZJOI,O,O,X,X,X,X,O
LSTZOIJ,O,O,X,O,X,O,O
LSTZOJI,O,O,X,O,O,O,O
LSTOIJZ,O,O,X,X,X,O,X
LSTOIZJ,O,O,X,O,X,O,O
LSTOJIZ,O,O,X,O,O,O,X
LSTOJZI,O,O,X,O,O,O,X
LSTOZIJ,O,O,X,O,X,O,O
LSTOZJI,O,O,X,O,O,O,O
LSITJZO,O,O,X,X,X,X,X
LSITJOZ,O,O,X,X,X,O,X
LSITZJO,O,O,X,X,X,X,X
LSITZOJ,O,O,X,X,X,O,X
LSITOJZ,O,O,X,X,X,O,X
LSITOZJ,O,O,X,X,X,O,X
