sequence,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBWlB/mBU?iBlqBywB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBflBuqBF?nB0rBirB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex8IvhFflBlgBUiBO?rB6qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFxcBzfBlhB/?rBOsB0qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFXdBzfBFnBx?qBerB0rB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFxcBflBFnBC?rBUrBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je6AJvhFxcBzfB/rBF?nB0qBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX7IvhFxcBChBVnBU?lBerBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je08IvhFflBlgBxmB6?qBOsBTrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeZBJvhFCdBGgBVnBX?gB0qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX9IvhFCgBFnBxqBe?rBTlB0rB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jem7IvhFFdBCgBcmBT?lBXnBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFqgBxcB/qBF?nBTrBmrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex7IvhFXdBCgBTlBF?nB0rBerB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je08IvhFCgBFnBxqBe?rBTlBXsB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeX7IvhFCdBVnBRlBm?qBzrB8qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex7IvhFCgB/qBUmBF?nBOsBTrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jex8IvhFCgBTlB/rBF?nBmrB0qB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je07IvhFCdBzfBVnB3?lB2rBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFzbBXdBWnBx?qBywBlqB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jei7IvhFchBflB5lBF?nBTrBOsB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFugBCdBZmBV?nB/qBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8JeT7IvhFCdBflB8lBV?nB2rBRwB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Je8/IvhFxcBylBFnB+?lBXrBzrB,v115@zgB8FeC8FeD8GeD8EeF8DeC8Jem7IvhFUiBRlBfsBF?lBzqBCsB
LTJSZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZISO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZIOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJZSOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJZOIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOISZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJOIZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOSIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOSZI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOZSI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTSIJOZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIZJO,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LTSIZOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LTSIOJZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTSIOZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LTSJIZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTSJIOZ,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSJZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LTSJOIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIJO,O,X,X,X,X,O,X,O,X,O,O,O,X,X,X,X,O,X,X,O,X,O,O,X,X
LTSZIOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X,O,O,X,X
LTSZJIO,O,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTSZJOI,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTSZOIJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTSZOJI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
LTSOIJZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LTSOIZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LTSOJIZ,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTSOJZI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTSOZIJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,X
LTSOZJI,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,X
LTZIJSO,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X
LTZIJOS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTZISJO,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LTZISOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LTZIOJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
LTZIOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
LTZJISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZJSOI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZJOIS,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTZSIJO,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X,X
LTZSIOJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X
LTZSJIO,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZSJOI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZSOIJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZSOJI,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZOIJS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOISJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LTZOJIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOJSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTZOSIJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTZOSJI,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LTOIJSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOIJZS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOISZJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LTOIZJS,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
LTOJISZ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOJIZS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOJZIS,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOJZSI,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTOSIJZ,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LTOSIZJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X
LTOSJIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTOSJZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LTOSZJI,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LTOZIJS,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
LTOZJIS,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZJSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LTOZSIJ,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X
LTOZSJI,X,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LITJSZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITJSOZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJZSO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LITJZOS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LITJOSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITJOZS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LITSJZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LITSJOZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITSZJO,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LITSZOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LITSOJZ,O,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LITZJSO,X,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X
LITZJOS,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
LITZSJO,O,X,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LITZSOJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LITZOJS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X
LITOJSZ,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITOJZS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LITOSJZ,O,X,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LITOZJS,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
LIJTSZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LIJTSOZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LIJTZOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIJSTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJSTOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJSZOT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZTOS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZSTO,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJZSOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LISTJOZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,O,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LISTZOJ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LISTOJZ,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTOZJ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LISJTZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISJTOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISJZOT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LISZTOJ,O,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X,X
LISZJTO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O
LISZOJT,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISOTZJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LISOJTZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,O,X,X
LIZTJOS,O,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
LIZTSJO,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LIZTSOJ,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X
LIZTOJS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZTOSJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X
LIZJTSO,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJTOS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJSTO,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZJSOT,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LIZSTOJ,O,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,O,X,X
LIZSJTO,O,X,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSJOT,O,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
LIZSOJT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOTSJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIZOJTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSJT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTSZJ,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOTZJS,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOJTSZ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOJTZS,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LIOSTZJ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOSJTZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O
LIOSZJT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LIOZTSJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOZJTS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LIOZSJT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LJTISOZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LJTIZOS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LJTSIZO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJTSIOZ,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
