sequence,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUdBRgBWnBllBTr?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBFhBTiB+r?B3qB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFRcBUgBGhBTiB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdB/lBFhBCnBml?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF2gBqhB/iBllBUm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFOgB/iBChB0hBVr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFUcBFgBTiB3hBWr?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhF0bB/lBGiBimBlm?BxvB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFUdBxmBGrB/qBFr?BiqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF8gBzcBmfBSnB/r?B1vB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFXcBViB0lBxmBSw?BOqB,v115@6gC8HeD8FeE8CeF8DeD8Jei6IvhFGcB/iBRgBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Jex6IvhF/iB0lBlmB6rBmp?BzqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0lBlmBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8Je2/IvhFRbBShB/iBlmBUr?BTqB,v115@6gC8HeD8FeE8CeF8DeD8Je/CJvhFxfB0hBllBTrBmp?BCrB,v115@6gC8HeD8FeE8CeF8DeD8JeT6IvhFShB/iBlmBUrBZl?BuqB
JIOLSZT,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOLZTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOLZST,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
JIOSTLZ,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JIOSTZL,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X
JIOSLTZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JIOSLZT,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JIOSZLT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JIOZTLS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JIOZTSL,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
JIOZLTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JIOZLST,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JLTISZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTISOZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTIZSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTIZOS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOSZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTIOZS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTSIZO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTSIOZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTSZIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTSZOI,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JLTSOIZ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTSOZI,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X
JLTZISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTZIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTZSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JLTZOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTZOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTOIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTOSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLTOSZI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLTOZIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLTOZSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLITSZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JLITSOZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
JLITZOS,O,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JLITOSZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JLITOZS,X,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JLISTZO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
JLISTOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLISZTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JLISZOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JLISOTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLISOZT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JLIZTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIZTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIZSTO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
JLIZSOT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
JLIZOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIZOST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JLIOTSZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JLIOTZS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLIOSZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JLIOZTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLIOZST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JLSTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTIOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTZOI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSTOIZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSTOZI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSITZO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
JLSITOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSIZTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JLSIZOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JLSIOTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSIOZT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JLSZTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JLSZTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
JLSZITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLSZOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSOTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLSOTZI,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSOITZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSOIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JLSOZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLSOZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTSOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZTOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZITSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZITOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZISTO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZISOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JLZIOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZSTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JLZSTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
JLZSITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JLZSIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JLZSOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZSOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZOIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLZOSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOTISZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOTIZS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOTSZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOTZIS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JLOTZSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOITSZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
JLOITZS,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X
JLOISTZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOISZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLOIZST,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JLOSTIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOSTZI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOSITZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JLOSIZT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JLOSZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOSZIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZTSI,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLOZIST,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JLOZSTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JLOZSIT,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSTILZO,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTILOZ,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTIZLO,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
JSTIZOL,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X
JSTIOLZ,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTIOZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTLIZO,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JSTLIOZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JSTLZIO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JSTLZOI,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JSTLOIZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JSTLOZI,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JSTZILO,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
JSTZIOL,X,O,X,X,O,X,X,X,X,O,X,X,O,O,O,X,X
JSTZLIO,X,O,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X
JSTZLOI,X,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X
JSTZOIL,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X
JSTZOLI,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X
JSTOILZ,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTOIZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JSTOLIZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
JSTOLZI,X,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JSTOZIL,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JSTOZLI,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
JSITLZO,X,O,X,X,O,O,X,O,O,X,X,O,X,X,X,X,X
JSITLOZ,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSITZLO,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
JSITZOL,X,O,X,X,O,O,X,O,O,O,X,X,X,X,X,O,X
JSITOLZ,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSITOZL,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSILTZO,X,O,X,O,O,O,X,O,O,X,X,O,X,X,X,X,X
JSILTOZ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JSILZTO,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
JSILZOT,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
JSILOTZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JSILOZT,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
JSIZTLO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
JSIZTOL,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O,O,X
JSIZLTO,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JSIZLOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JSIZOTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JSIZOLT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSIOTLZ,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSIOTZL,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSIOLTZ,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JSIOLZT,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
JSIOZTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JSIOZLT,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSLTIZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTIOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTZIO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JSLTZOI,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JSLTOIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLTOZI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JSLITZO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X
JSLITOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLIZTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JSLIOTZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLIOZT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JSLZTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSLZTOI,X,O,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X
JSLZITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JSLZOTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSLOTIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSLOTZI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLOIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSLOZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JSLOZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZTILO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JSZTIOL,X,O,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O
JSZTLIO,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JSZTLOI,X,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O
JSZTOIL,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O,X,O
JSZTOLI,X,O,X,X,X,X,X,O,X,X,X,O,O,X,O,X,O
JSZITLO,X,O,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
JSZITOL,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O,O,X
JSZILTO,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JSZILOT,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JSZIOTL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JSZIOLT,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
JSZLTIO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
JSZLTOI,X,O,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X
JSZLITO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JSZLIOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZOTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JSZOTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JSZOITL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JSOTIZL,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOTLZI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOTZIL,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOTZLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOITLZ,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOITZL,X,O,X,X,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOILTZ,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
JSOILZT,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOIZTL,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JSOIZLT,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JSOLTZI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
JSOLITZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JSOLIZT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOLZTI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOLZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O
JSOZTLI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O
JSOZITL,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
JSOZILT,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
JZTILSO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTILOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTISLO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTISOL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTIOLS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTIOSL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTLISO,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTLIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLSIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTLSOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTSILO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZTSIOL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZTSLIO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZTSLOI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZTSOIL,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZTSOLI,X,X,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
JZTOILS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTOLIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOLSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
JZITLSO,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JZITLOS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZITSLO,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JZITSOL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JZITOLS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZITOSL,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZILTOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZILSTO,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JZISTLO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X
JZISTOL,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X
JZISLTO,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZISLOT,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZISOTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZISOLT,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
JZIOTLS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZIOLTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
JZIOSTL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JZIOSLT,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JZLTISO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSIO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTSOI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOIS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLTOSI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JZLITSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLITOS,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
JZLISTO,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
JZLIOTS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
