sequence,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lBzhBaoB5oB+s?BlrB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFmhBziB5oBCmB0r?BlsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF6mBmiB5oBzlB0n?BVxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF0hBliB5oBzlBys?BWxB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFVmBUiBaoB5oBGr?BTsB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhFlhBaoB5oBzlB8r?B+sB,v115@9gB8HeA8IeC8GeE8CeA8KeVFJvhFUhBanBziB5oBGr?B3sB,v115@9gB8HeA8IeC8GeE8CeA8KeXAJvhF8lB+mBiiB5oBzn?BVxB
ISLTZOJ,X,O,O,O,X,X,O,O
ISLTOJZ,X,O,O,O,O,O,O,X
ISLTOZJ,X,O,O,O,X,X,O,O
ISLJTZO,O,O,X,O,O,O,O,X
ISLJTOZ,O,O,X,O,O,O,O,X
ISLJZTO,O,O,X,O,O,O,O,X
ISLJZOT,O,O,X,O,X,O,O,X
ISLJOTZ,X,O,X,O,O,O,O,X
ISLJOZT,O,O,X,O,O,O,O,X
ISLZTJO,O,O,X,O,X,O,O,O
ISLZTOJ,O,O,X,O,X,X,O,O
ISLZJTO,O,O,X,O,O,O,O,X
ISLZJOT,O,O,X,O,X,O,O,X
ISLZOTJ,X,O,X,O,X,X,O,X
ISLZOJT,O,O,X,O,O,O,O,X
ISLOTJZ,X,O,O,O,O,O,O,X
ISLOTZJ,X,O,O,O,X,O,O,X
ISLOJTZ,X,O,X,O,O,O,O,X
ISLOJZT,O,O,X,O,O,O,O,X
ISLOZTJ,X,O,X,O,X,O,O,X
ISLOZJT,O,O,X,O,O,O,O,X
ISJTLZO,O,O,O,O,O,O,O,X
ISJTLOZ,O,O,X,O,O,O,O,X
ISJTZLO,O,O,O,O,O,O,O,O
ISJTZOL,O,O,O,O,O,O,O,O
ISJTOLZ,O,O,O,X,O,O,O,X
ISJTOZL,O,O,O,X,O,O,O,O
ISJLTZO,O,O,X,O,O,O,O,X
ISJLTOZ,O,O,X,O,O,O,O,X
ISJLZTO,O,O,X,O,O,O,O,X
ISJLZOT,O,O,X,O,X,O,O,X
ISJLOTZ,X,O,X,O,O,O,O,X
ISJLOZT,O,O,X,O,O,O,O,X
ISJZTLO,O,O,X,O,O,O,O,O
ISJZTOL,O,O,X,O,O,O,O,O
ISJZLTO,O,O,X,O,O,O,O,X
ISJZLOT,O,O,X,O,X,O,O,X
ISJZOTL,O,X,X,O,O,O,O,X
ISJZOLT,O,X,X,O,O,O,O,X
ISJOTLZ,X,X,O,O,O,O,O,X
ISJOTZL,X,X,O,O,O,O,O,X
ISJOLTZ,X,X,X,O,O,O,O,X
ISJOLZT,O,X,X,O,O,O,O,X
ISJOZTL,O,X,X,O,O,O,O,X
ISJOZLT,O,X,X,O,O,O,O,X
ISZTLJO,O,O,O,X,X,O,O,O
ISZTLOJ,O,O,O,X,X,X,O,O
ISZTJLO,O,O,O,X,X,O,O,O
ISZTJOL,O,O,O,X,X,O,O,O
ISZTOLJ,O,O,O,X,X,X,O,O
ISZTOJL,O,O,O,X,X,O,O,O
ISZLTJO,O,O,X,O,X,O,O,O
ISZLTOJ,O,O,X,O,X,X,O,O
ISZLJTO,O,O,X,O,O,O,O,X
ISZLJOT,O,O,X,O,X,O,O,X
ISZLOTJ,X,O,X,O,X,X,O,X
ISZLOJT,O,O,X,O,O,O,O,X
ISZJTLO,O,O,X,O,O,O,O,O
ISZJTOL,O,O,X,O,O,O,O,O
ISZJLTO,O,O,X,O,O,O,O,X
ISZJLOT,O,O,X,O,X,O,O,X
ISZJOTL,O,X,X,O,O,O,O,X
ISZJOLT,O,X,X,O,O,O,O,X
ISZOTLJ,O,O,O,O,X,O,O,O
ISZOTJL,O,O,O,O,X,O,O,O
ISZOLTJ,X,O,X,O,X,O,O,X
ISZOLJT,O,O,X,O,O,O,O,X
ISZOJTL,O,X,X,O,O,O,O,X
ISZOJLT,O,X,X,O,O,O,O,X
ISOTLJZ,X,O,O,O,O,O,O,X
ISOTLZJ,X,O,O,O,X,O,O,O
ISOTJLZ,X,O,O,O,O,O,O,X
ISOTJZL,X,O,O,O,O,O,O,O
ISOTZLJ,X,O,O,O,X,O,O,O
ISOTZJL,X,O,O,O,X,O,O,O
ISOLTJZ,X,O,O,O,O,O,O,X
ISOLTZJ,X,O,O,O,X,O,O,X
ISOLJTZ,X,O,X,O,O,O,O,X
ISOLJZT,O,O,X,O,O,O,O,X
ISOLZTJ,X,O,X,O,X,O,O,X
ISOLZJT,O,O,X,O,O,O,O,X
ISOJTLZ,X,X,O,O,O,O,O,X
ISOJTZL,X,X,O,O,O,O,O,X
ISOJLTZ,X,X,X,O,O,O,O,X
ISOJLZT,O,X,X,O,O,O,O,X
ISOJZTL,O,X,X,O,O,O,O,X
ISOJZLT,O,X,X,O,O,O,O,X
ISOZTLJ,O,O,O,O,X,O,O,O
ISOZTJL,O,O,O,O,X,O,O,O
ISOZLTJ,X,O,X,O,X,O,O,X
ISOZLJT,O,O,X,O,O,O,O,X
ISOZJTL,O,X,X,O,O,O,O,X
ISOZJLT,O,X,X,O,O,O,O,X
IZTLJSO,O,O,O,X,X,O,O,O
IZTLJOS,O,O,O,X,X,O,O,O
IZTLSJO,O,O,O,X,X,O,O,O
IZTLSOJ,O,O,O,X,X,X,O,O
IZTLOJS,O,O,O,X,X,X,X,O
IZTLOSJ,O,O,O,X,X,X,O,O
IZTJLSO,O,O,O,X,X,O,O,O
IZTJLOS,O,O,O,X,X,O,O,O
IZTJSLO,O,O,O,X,X,O,O,O
IZTJSOL,O,O,O,X,X,O,O,O
IZTJOLS,O,O,O,X,X,O,O,O
IZTJOSL,O,O,O,X,X,O,O,O
IZTSLJO,O,O,O,X,X,O,O,O
IZTSLOJ,O,O,O,X,X,X,O,O
IZTSJLO,O,O,O,X,X,O,O,O
IZTSJOL,O,O,O,X,X,O,O,O
IZTSOLJ,O,O,O,X,X,X,O,O
IZTSOJL,O,O,O,X,X,O,O,O
IZTOLJS,O,O,O,X,X,O,X,O
IZTOLSJ,O,O,O,X,X,O,O,O
IZTOJLS,O,O,O,X,X,O,O,O
IZTOJSL,O,O,O,X,X,O,O,O
IZTOSLJ,O,O,O,X,X,O,O,O
IZTOSJL,O,O,O,X,X,O,O,O
IZLTJSO,O,O,X,O,X,O,X,O
IZLTJOS,O,O,X,X,X,O,X,O
IZLTSJO,O,O,X,O,X,O,X,O
IZLTSOJ,O,O,X,O,X,X,X,O
IZLTOJS,O,O,X,O,X,X,X,O
IZLTOSJ,O,O,X,O,X,X,X,O
IZLJTSO,O,O,X,O,O,O,X,X
IZLJTOS,O,O,X,O,O,O,X,X
IZLJSTO,O,O,X,O,O,O,X,X
IZLJSOT,O,O,X,O,X,O,X,X
IZLJOTS,O,O,X,O,X,O,X,X
IZLJOST,O,O,X,O,X,O,X,X
IZLSTJO,O,O,X,O,X,O,X,O
IZLSTOJ,O,O,X,O,X,X,X,O
IZLSJTO,O,O,X,O,O,O,X,X
IZLSJOT,O,O,X,O,X,O,X,X
IZLSOTJ,X,O,X,O,X,X,X,X
IZLSOJT,O,O,X,O,O,O,X,X
IZLOTJS,X,O,X,O,O,O,X,X
IZLOTSJ,X,O,X,O,X,O,X,X
IZLOJTS,O,O,X,O,O,O,X,X
IZLOJST,O,O,X,O,O,O,X,X
IZLOSTJ,X,O,X,O,X,O,X,X
IZLOSJT,O,O,X,O,O,O,X,X
IZJTLSO,O,O,X,O,O,O,O,O
IZJTLOS,O,O,X,O,O,O,O,O
IZJTSLO,O,O,X,O,O,O,O,O
IZJTSOL,O,O,X,O,O,O,O,O
IZJTOLS,O,O,X,X,O,O,O,O
IZJTOSL,O,O,X,O,O,O,O,O
IZJLTSO,O,O,X,O,O,O,X,X
IZJLTOS,O,O,X,O,O,O,X,X
IZJLSTO,O,O,X,O,O,O,X,X
IZJLSOT,O,O,X,O,X,O,X,X
IZJLOTS,O,O,X,O,X,O,X,X
IZJLOST,O,O,X,O,X,O,X,X
IZJSTLO,O,O,X,O,O,O,O,O
IZJSTOL,O,O,X,O,O,O,O,O
IZJSLTO,O,O,X,O,O,O,O,X
IZJSLOT,O,O,X,O,X,O,O,X
IZJSOTL,O,X,X,O,O,O,O,X
IZJSOLT,O,X,X,O,O,O,O,X
IZJOTLS,O,X,X,O,O,O,X,X
IZJOTSL,O,X,X,O,O,O,X,X
IZJOLTS,O,X,X,O,O,O,X,X
IZJOLST,O,X,X,O,O,O,X,X
IZJOSTL,O,X,X,O,O,O,X,X
IZJOSLT,O,X,X,O,O,O,X,X
IZSTLJO,O,O,O,X,X,O,O,O
IZSTLOJ,O,O,O,X,X,X,O,O
IZSTJLO,O,O,O,X,X,O,O,O
IZSTJOL,O,O,O,X,X,O,O,O
IZSTOLJ,O,O,O,X,X,X,O,O
IZSTOJL,O,O,O,X,X,O,O,O
IZSLTJO,O,O,X,O,X,O,O,O
IZSLTOJ,O,O,X,O,X,X,O,O
IZSLJTO,O,O,X,O,O,O,O,X
IZSLJOT,O,O,X,O,X,O,O,X
IZSLOTJ,X,O,X,O,X,X,O,X
IZSLOJT,O,O,X,O,O,O,O,X
IZSJTLO,O,O,X,O,O,O,O,O
IZSJTOL,O,O,X,O,O,O,O,O
IZSJLTO,O,O,X,O,O,O,O,X
IZSJLOT,O,O,X,O,X,O,O,X
IZSJOTL,O,X,X,O,O,O,O,X
IZSJOLT,O,X,X,O,O,O,O,X
IZSOTLJ,O,O,O,O,X,O,O,O
IZSOTJL,O,O,O,O,X,O,O,O
IZSOLTJ,X,O,X,O,X,O,O,X
IZSOLJT,O,O,X,O,O,O,O,X
IZSOJTL,O,X,X,O,O,O,O,X
IZSOJLT,O,X,X,O,O,O,O,X
IZOTLJS,O,O,O,O,O,O,X,O
IZOTLSJ,O,O,O,O,X,O,X,O
IZOTJLS,O,O,O,O,O,O,X,O
IZOTJSL,O,O,O,O,O,O,X,O
IZOTSLJ,O,O,O,O,X,O,X,O
IZOTSJL,O,O,O,O,X,O,X,O
IZOLTJS,X,O,X,O,O,O,X,X
IZOLTSJ,X,O,X,O,X,O,X,X
IZOLJTS,O,O,X,O,O,O,X,X
IZOLJST,O,O,X,O,O,O,X,X
IZOLSTJ,X,O,X,O,X,O,X,X
IZOLSJT,O,O,X,O,O,O,X,X
IZOJTLS,O,X,X,O,O,O,X,X
IZOJTSL,O,X,X,O,O,O,X,X
IZOJLTS,O,X,X,O,O,O,X,X
IZOJLST,O,X,X,O,O,O,X,X
IZOJSTL,O,X,X,O,O,O,X,X
IZOJSLT,O,X,X,O,O,O,X,X
IZOSTLJ,O,O,O,O,X,O,X,O
IZOSTJL,O,O,O,O,X,O,X,O
IZOSLTJ,X,O,X,O,X,O,X,X
IZOSLJT,O,O,X,O,O,O,X,X
IZOSJTL,O,X,X,O,O,O,X,X
IZOSJLT,O,X,X,O,O,O,X,X
IOTLJSZ,O,O,O,O,O,O,X,O
IOTLJZS,O,O,O,O,O,O,X,O
IOTLSJZ,X,O,O,O,O,O,X,O
IOTLSZJ,X,O,O,O,X,O,X,O
IOTLZJS,O,O,O,O,O,O,X,O
IOTLZSJ,O,O,O,O,X,O,X,O
IOTJLSZ,O,O,O,O,O,O,X,O
IOTJLZS,O,O,O,O,O,O,X,O
IOTJSLZ,O,O,O,O,O,O,O,O
IOTJSZL,O,O,O,O,O,O,O,O
IOTJZLS,O,O,O,O,O,O,O,O
IOTJZSL,O,O,O,O,O,O,O,O
IOTSLJZ,X,O,O,O,O,O,O,O
IOTSLZJ,X,O,O,O,X,O,O,O
IOTSJLZ,O,O,O,O,O,O,O,O
IOTSJZL,O,O,O,O,O,O,O,O
IOTSZLJ,O,O,O,O,X,O,O,O
IOTSZJL,O,O,O,O,X,O,O,O
IOTZLJS,O,O,O,O,O,O,X,O
IOTZLSJ,O,O,O,O,X,O,O,O
IOTZJLS,O,O,O,O,O,O,O,O
IOTZJSL,O,O,O,O,O,O,O,O
IOTZSLJ,O,O,O,O,X,O,O,O
IOTZSJL,O,O,O,O,X,O,O,O
IOLTJSZ,X,O,O,O,O,O,X,X
IOLTJZS,X,O,O,O,O,O,X,X
IOLTSJZ,X,O,O,O,O,O,X,X
IOLTSZJ,X,O,O,O,X,O,X,X
IOLTZJS,X,O,O,O,O,O,X,X
IOLTZSJ,X,O,O,O,X,O,X,X
IOLJTSZ,O,O,X,O,O,O,X,X
IOLJTZS,O,O,X,O,O,O,X,X
IOLJSTZ,X,O,X,O,O,O,X,X
IOLJSZT,O,O,X,O,O,O,X,X
IOLJZTS,O,O,X,O,O,O,X,X
IOLJZST,O,O,X,O,O,O,X,X
IOLSTJZ,X,O,O,O,O,O,X,X
IOLSTZJ,X,O,O,O,X,O,X,X
IOLSJTZ,X,O,X,O,O,O,X,X
IOLSJZT,O,O,X,O,O,O,X,X
IOLSZTJ,X,O,X,O,X,O,X,X
IOLSZJT,O,O,X,O,O,O,X,X
IOLZTJS,X,O,X,O,O,O,X,X
IOLZTSJ,X,O,X,O,X,O,X,X
IOLZJTS,O,O,X,O,O,O,X,X
IOLZJST,O,O,X,O,O,O,X,X
IOLZSTJ,X,O,X,O,X,O,X,X
IOLZSJT,O,O,X,O,O,O,X,X
IOJTLSZ,O,X,O,O,O,O,X,X
IOJTLZS,O,X,O,O,O,O,X,X
IOJTSLZ,O,X,O,O,O,O,O,X
IOJTSZL,O,X,O,O,O,O,O,X
IOJTZLS,O,X,O,O,O,O,O,X
IOJTZSL,O,X,O,O,O,O,O,X
IOJLTSZ,O,X,X,O,O,O,X,X
IOJLTZS,O,X,X,O,O,O,X,X
IOJLSTZ,X,X,X,O,O,O,X,X
IOJLSZT,O,X,X,O,O,O,X,X
IOJLZTS,O,X,X,O,O,O,X,X
IOJLZST,O,X,X,O,O,O,X,X
IOJSTLZ,X,X,O,O,O,O,O,X
IOJSTZL,X,X,O,O,O,O,O,X
IOJSLTZ,X,X,X,O,O,O,O,X
IOJSLZT,O,X,X,O,O,O,O,X
IOJSZTL,O,X,X,O,O,O,O,X
IOJSZLT,O,X,X,O,O,O,O,X
IOJZTLS,O,X,X,O,O,O,X,X
IOJZTSL,O,X,X,O,O,O,X,X
IOJZLTS,O,X,X,O,O,O,X,X
IOJZLST,O,X,X,O,O,O,X,X
IOJZSTL,O,X,X,O,O,O,X,X
IOJZSLT,O,X,X,O,O,O,X,X
IOSTLJZ,X,O,O,O,O,O,O,X
IOSTLZJ,X,O,O,O,X,O,O,O
IOSTJLZ,X,O,O,O,O,O,O,X
IOSTJZL,X,O,O,O,O,O,O,O
IOSTZLJ,X,O,O,O,X,O,O,O
IOSTZJL,X,O,O,O,X,O,O,O
IOSLTJZ,X,O,O,O,O,O,O,X
IOSLTZJ,X,O,O,O,X,O,O,X
IOSLJTZ,X,O,X,O,O,O,O,X
IOSLJZT,O,O,X,O,O,O,O,X
IOSLZTJ,X,O,X,O,X,O,O,X
IOSLZJT,O,O,X,O,O,O,O,X
IOSJTLZ,X,X,O,O,O,O,O,X
IOSJTZL,X,X,O,O,O,O,O,X
IOSJLTZ,X,X,X,O,O,O,O,X
IOSJLZT,O,X,X,O,O,O,O,X
IOSJZTL,O,X,X,O,O,O,O,X
IOSJZLT,O,X,X,O,O,O,O,X
IOSZTLJ,O,O,O,O,X,O,O,O
IOSZTJL,O,O,O,O,X,O,O,O
IOSZLTJ,X,O,X,O,X,O,O,X
IOSZLJT,O,O,X,O,O,O,O,X
IOSZJTL,O,X,X,O,O,O,O,X
IOSZJLT,O,X,X,O,O,O,O,X
IOZTLJS,O,O,O,O,O,O,X,O
IOZTLSJ,O,O,O,O,X,O,X,O
IOZTJLS,O,O,O,O,O,O,X,O
IOZTJSL,O,O,O,O,O,O,X,O
IOZTSLJ,O,O,O,O,X,O,X,O
IOZTSJL,O,O,O,O,X,O,X,O
IOZLTJS,X,O,X,O,O,O,X,X
IOZLTSJ,X,O,X,O,X,O,X,X
IOZLJTS,O,O,X,O,O,O,X,X
IOZLJST,O,O,X,O,O,O,X,X
IOZLSTJ,X,O,X,O,X,O,X,X
IOZLSJT,O,O,X,O,O,O,X,X
IOZJTLS,O,X,X,O,O,O,X,X
IOZJTSL,O,X,X,O,O,O,X,X
IOZJLTS,O,X,X,O,O,O,X,X
IOZJLST,O,X,X,O,O,O,X,X
IOZJSTL,O,X,X,O,O,O,X,X
IOZJSLT,O,X,X,O,O,O,X,X
IOZSTLJ,O,O,O,O,X,O,X,O
IOZSTJL,O,O,O,O,X,O,X,O
IOZSLTJ,X,O,X,O,X,O,X,X
IOZSLJT,O,O,X,O,O,O,X,X
IOZSJTL,O,X,X,O,O,O,X,X
IOZSJLT,O,X,X,O,O,O,X,X
LTIJSZO,O,O,O,O,O,O,O,O
LTIJSOZ,O,O,X,O,O,O,O,X
LTIJZSO,O,O,O,O,O,O,O,O
LTIJZOS,O,O,O,O,O,O,O,O
LTIJOSZ,O,O,X,O,O,O,X,O
LTIJOZS,O,O,X,O,O,O,X,O
LTISJZO,O,O,O,O,O,O,O,O
LTISJOZ,X,O,X,O,O,O,O,X
LTISZJO,O,O,O,O,X,X,O,O
LTISZOJ,X,O,O,O,X,X,O,O
LTISOJZ,X,O,O,O,O,O,O,X
LTISOZJ,X,O,O,O,X,X,O,O
LTIZJSO,O,O,O,O,X,X,O,O
LTIZJOS,O,O,O,X,X,X,O,O
LTIZSJO,O,O,O,O,X,X,O,O
LTIZSOJ,O,O,O,O,X,X,O,O
LTIZOJS,O,O,O,O,X,X,X,O
LTIZOSJ,O,O,O,O,X,X,O,O
LTIOJSZ,O,O,O,O,O,O,X,O
LTIOJZS,O,O,O,O,O,O,X,O
LTIOSJZ,X,O,O,O,O,O,X,O
LTIOSZJ,X,O,O,O,X,X,X,O
LTIOZJS,O,O,O,O,O,X,X,O
LTIOZSJ,O,O,O,O,X,X,X,O
LTJISZO,O,O,O,O,O,O,O,O
LTJISOZ,O,O,X,O,O,O,O,X
LTJIZSO,O,O,O,O,O,O,O,O
LTJIZOS,O,O,O,O,O,O,O,O
LTJIOSZ,O,O,X,O,O,O,X,O
LTJIOZS,O,O,X,O,O,O,X,O
LTJSIZO,O,O,O,O,O,O,O,O
LTJSIOZ,O,O,X,O,O,O,O,X
LTJSZIO,O,O,O,O,O,O,O,O
LTJSZOI,O,O,O,O,O,O,O,O
LTJSOIZ,O,O,X,O,O,O,O,X
LTJSOZI,O,O,X,O,O,O,O,X
LTJZISO,O,O,O,O,O,O,O,O
LTJZIOS,O,O,O,O,O,O,O,O
LTJZSIO,O,O,O,O,O,O,O,O
LTJZSOI,O,O,O,O,O,O,O,O
LTJZOIS,O,O,O,O,O,O,O,O
LTJZOSI,O,O,O,O,O,O,X,O
LTJOISZ,O,O,X,O,O,O,X,O
LTJOIZS,O,O,X,O,O,O,X,O
LTJOSIZ,O,O,X,O,O,O,X,O
LTJOSZI,O,O,X,O,O,O,X,O
LTJOZIS,O,O,X,O,O,O,X,O
LTJOZSI,O,O,X,O,O,O,X,O
LTSIJZO,O,O,O,O,O,O,O,O
LTSIJOZ,X,O,X,O,O,O,O,X
LTSIZJO,O,O,O,O,X,X,O,O
LTSIZOJ,X,O,O,O,X,X,O,O
LTSIOJZ,X,O,O,O,O,O,O,X
LTSIOZJ,X,O,O,O,X,X,O,O
LTSJIZO,O,O,O,O,O,O,O,O
LTSJIOZ,X,O,X,O,O,O,O,X
LTSJZIO,O,O,O,O,O,O,O,O
LTSJZOI,O,O,O,O,O,O,O,O
LTSJOIZ,X,O,X,O,O,O,O,X
LTSJOZI,X,O,X,O,O,O,O,X
LTSZIJO,O,O,O,O,X,X,O,O
LTSZIOJ,X,O,O,O,X,X,O,O
LTSZJIO,O,O,O,O,X,X,O,O
LTSZJOI,O,O,O,X,X,X,O,O
LTSZOIJ,X,O,O,O,X,X,O,O
LTSZOJI,X,O,O,O,X,X,O,O
LTSOIJZ,X,O,O,O,O,O,O,X
LTSOIZJ,X,O,O,O,X,X,O,O
LTSOJIZ,X,O,O,O,O,O,O,X
LTSOJZI,X,O,O,O,O,O,O,X
LTSOZIJ,X,O,O,O,X,X,O,O
LTSOZJI,X,O,O,O,X,X,O,O
LTZIJSO,O,O,O,O,X,X,O,O
LTZIJOS,O,O,O,X,X,X,O,O
LTZISJO,O,O,O,O,X,X,O,O
LTZISOJ,O,O,O,O,X,X,O,O
LTZIOJS,O,O,O,O,X,X,X,O
LTZIOSJ,O,O,O,O,X,X,O,O
LTZJISO,O,O,O,O,X,X,O,O
LTZJIOS,O,O,O,X,X,X,O,O
LTZJSIO,O,O,O,O,X,X,O,O
LTZJSOI,O,O,O,X,X,X,O,O
LTZJOIS,O,O,O,X,X,X,O,O
LTZJOSI,O,O,O,X,X,X,X,O
LTZSIJO,O,O,O,O,X,X,O,O
LTZSIOJ,O,O,O,O,X,X,O,O
LTZSJIO,O,O,O,O,X,X,O,O
LTZSJOI,O,O,O,X,X,X,O,O
LTZSOIJ,O,O,O,O,X,X,O,O
LTZSOJI,O,O,O,O,X,X,O,O
LTZOIJS,O,O,O,O,X,X,X,O
LTZOISJ,O,O,O,O,X,X,O,O
LTZOJIS,O,O,O,O,X,X,X,O
LTZOJSI,O,O,O,O,X,X,X,O
LTZOSIJ,O,O,O,O,X,X,X,O
LTZOSJI,O,O,O,O,X,X,X,O
LTOIJSZ,O,O,O,O,O,O,X,O
LTOIJZS,O,O,O,O,O,O,X,O
LTOISJZ,X,O,O,O,O,O,X,O
LTOISZJ,X,O,O,O,X,X,X,O
LTOIZJS,O,O,O,O,O,X,X,O
LTOIZSJ,O,O,O,O,X,X,X,O
LTOJISZ,O,O,O,O,O,O,X,O
LTOJIZS,O,O,O,O,O,O,X,O
LTOJSIZ,O,O,O,O,O,O,X,O
LTOJSZI,O,O,O,O,O,O,X,O
LTOJZIS,O,O,O,O,O,O,X,O
LTOJZSI,O,O,O,O,O,O,X,O
LTOSIJZ,X,O,O,O,O,O,X,O
LTOSIZJ,X,O,O,O,X,X,X,O
LTOSJIZ,X,O,O,O,O,O,X,O
LTOSJZI,X,O,O,O,O,O,X,O
LTOSZIJ,X,O,O,O,X,X,X,O
LTOSZJI,X,O,O,O,X,X,X,O
LTOZIJS,O,O,O,O,O,X,X,O
LTOZISJ,O,O,O,O,X,X,X,O
LTOZJIS,O,O,O,O,O,X,X,O
LTOZJSI,O,O,O,O,O,X,X,O
LTOZSIJ,O,O,O,O,X,X,X,O
LTOZSJI,O,O,O,O,X,X,X,O
LITJSZO,O,O,O,O,O,O,O,O
LITJSOZ,O,O,X,O,O,O,O,X
LITJZSO,O,O,O,O,O,O,O,O
LITJZOS,O,O,O,O,O,O,O,O
LITJOSZ,O,O,X,O,O,O,X,O
LITJOZS,O,O,X,O,O,O,X,O
LITSJZO,O,O,O,O,O,O,O,O
LITSJOZ,X,O,X,O,O,O,O,X
LITSZJO,O,O,O,O,X,X,O,O
LITSZOJ,X,O,O,O,X,X,O,O
LITSOJZ,X,O,O,O,O,O,O,X
LITSOZJ,X,O,O,O,X,X,O,O
LITZJSO,O,O,O,O,X,X,O,O
LITZJOS,O,O,O,X,X,X,O,O
LITZSJO,O,O,O,O,X,X,O,O
LITZSOJ,O,O,O,O,X,X,O,O
LITZOJS,O,O,O,O,X,X,X,O
LITZOSJ,O,O,O,O,X,X,O,O
LITOJSZ,O,O,O,O,O,O,X,O
LITOJZS,O,O,O,O,O,O,X,O
LITOSJZ,X,O,O,O,O,O,X,O
LITOSZJ,X,O,O,O,X,X,X,O
LITOZJS,O,O,O,O,O,X,X,O
LITOZSJ,O,O,O,O,X,X,X,O
LIJTSZO,O,O,X,O,O,O,O,X
LIJTSOZ,O,O,X,O,O,O,O,X
LIJTZSO,O,O,X,O,O,O,O,X
LIJTZOS,O,O,X,O,O,O,O,X
LIJTOSZ,O,O,X,O,O,O,X,X
LIJTOZS,O,O,X,O,O,O,X,X
LIJSTZO,O,O,X,O,O,O,O,X
LIJSTOZ,O,O,X,O,O,O,O,X
LIJSZTO,O,O,X,O,O,O,O,X
LIJSZOT,O,O,X,O,X,O,O,X
LIJSOTZ,X,O,X,O,O,O,O,X
LIJSOZT,O,O,X,O,O,O,O,X
LIJZTSO,O,O,X,O,O,O,X,X
LIJZTOS,O,O,X,O,O,O,X,X
LIJZSTO,O,O,X,O,O,O,X,X
LIJZSOT,O,O,X,O,X,O,X,X
LIJZOTS,O,O,X,O,X,O,X,X
LIJZOST,O,O,X,O,X,O,X,X
LIJOTSZ,O,O,X,O,O,O,X,X
LIJOTZS,O,O,X,O,O,O,X,X
LIJOSTZ,X,O,X,O,O,O,X,X
LIJOSZT,O,O,X,O,O,O,X,X
LIJOZTS,O,O,X,O,O,O,X,X
LIJOZST,O,O,X,O,O,O,X,X
LISTJZO,O,O,O,O,O,O,O,X
LISTJOZ,X,O,X,O,O,O,O,X
LISTZJO,O,O,O,O,X,X,O,O
LISTZOJ,X,O,O,O,X,X,O,O
LISTOJZ,X,O,O,O,O,O,O,X
LISTOZJ,X,O,O,O,X,X,O,O
LISJTZO,O,O,X,O,O,O,O,X
LISJTOZ,O,O,X,O,O,O,O,X
LISJZTO,O,O,X,O,O,O,O,X
LISJZOT,O,O,X,O,X,O,O,X
LISJOTZ,X,O,X,O,O,O,O,X
LISJOZT,O,O,X,O,O,O,O,X
LISZTJO,O,O,X,O,X,O,O,O
LISZTOJ,O,O,X,O,X,X,O,O
LISZJTO,O,O,X,O,O,O,O,X
LISZJOT,O,O,X,O,X,O,O,X
LISZOTJ,X,O,X,O,X,X,O,X
LISZOJT,O,O,X,O,O,O,O,X
LISOTJZ,X,O,O,O,O,O,O,X
LISOTZJ,X,O,O,O,X,O,O,X
LISOJTZ,X,O,X,O,O,O,O,X
LISOJZT,O,O,X,O,O,O,O,X
LISOZTJ,X,O,X,O,X,O,O,X
LISOZJT,O,O,X,O,O,O,O,X
LIZTJSO,O,O,X,O,X,O,X,O
LIZTJOS,O,O,X,X,X,O,X,O
LIZTSJO,O,O,X,O,X,O,X,O
LIZTSOJ,O,O,X,O,X,X,X,O
LIZTOJS,O,O,X,O,X,X,X,O
LIZTOSJ,O,O,X,O,X,X,X,O
LIZJTSO,O,O,X,O,O,O,X,X
LIZJTOS,O,O,X,O,O,O,X,X
LIZJSTO,O,O,X,O,O,O,X,X
LIZJSOT,O,O,X,O,X,O,X,X
LIZJOTS,O,O,X,O,X,O,X,X
LIZJOST,O,O,X,O,X,O,X,X
LIZSTJO,O,O,X,O,X,O,X,O
LIZSTOJ,O,O,X,O,X,X,X,O
LIZSJTO,O,O,X,O,O,O,X,X
LIZSJOT,O,O,X,O,X,O,X,X
LIZSOTJ,X,O,X,O,X,X,X,X
LIZSOJT,O,O,X,O,O,O,X,X
LIZOTJS,X,O,X,O,O,O,X,X
LIZOTSJ,X,O,X,O,X,O,X,X
LIZOJTS,O,O,X,O,O,O,X,X
LIZOJST,O,O,X,O,O,O,X,X
LIZOSTJ,X,O,X,O,X,O,X,X
LIZOSJT,O,O,X,O,O,O,X,X
LIOTJSZ,X,O,O,O,O,O,X,X
LIOTJZS,X,O,O,O,O,O,X,X
LIOTSJZ,X,O,O,O,O,O,X,X
LIOTSZJ,X,O,O,O,X,O,X,X
LIOTZJS,X,O,O,O,O,O,X,X
LIOTZSJ,X,O,O,O,X,O,X,X
LIOJTSZ,O,O,X,O,O,O,X,X
LIOJTZS,O,O,X,O,O,O,X,X
LIOJSTZ,X,O,X,O,O,O,X,X
LIOJSZT,O,O,X,O,O,O,X,X
LIOJZTS,O,O,X,O,O,O,X,X
LIOJZST,O,O,X,O,O,O,X,X
