sequence,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BfhB6hBTdBZjBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jei6IvhFGc?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBRdB3hBaoBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeO/IvhF8f?BzbBSiBZjB3hBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Je2/IvhFSh?BTdBZjB3fBUhBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8Jez7IvhFGd?BZjB3hB0kBikBlpB,v115@8gA8IeA8BeB8BeB8AeA8CeE8AeB8AeH8JeSBJvhFTd?BZjBlfBUhB/pBmpB
JITSOZL,O,O,X,X,X,O,X
JITZLSO,O,O,X,O,X,X,X
JITZLOS,O,O,X,O,O,X,X
JITZSLO,O,O,X,O,X,O,X
JITZSOL,O,O,X,O,X,O,X
JITZOLS,O,O,X,O,O,X,X
JITZOSL,O,O,X,O,X,X,X
JITOLSZ,X,X,X,X,O,X,X
JITOLZS,X,X,X,O,O,X,X
JITOSLZ,O,O,X,X,O,X,X
JITOSZL,O,O,X,X,X,X,X
JITOZLS,O,O,X,O,O,X,X
JITOZSL,O,O,X,O,X,X,X
JILTSZO,X,X,X,X,X,X,X
JILTSOZ,X,X,X,X,O,X,X
JILTZSO,X,X,X,O,X,X,X
JILTZOS,X,X,X,O,O,X,X
JILTOSZ,X,X,X,X,O,X,X
JILTOZS,X,X,X,O,O,X,X
JILSTZO,X,X,X,X,X,X,X
JILSTOZ,X,X,X,X,X,X,O
JILSZTO,X,X,X,X,X,O,X
JILSZOT,X,X,X,X,X,O,X
JILSOTZ,X,X,X,X,O,X,O
JILSOZT,X,X,X,X,O,O,X
JILZTSO,X,X,X,X,X,X,X
JILZTOS,X,X,X,O,X,X,X
JILZSTO,X,X,X,X,X,O,X
JILZSOT,X,X,X,O,X,O,X
JILZOTS,X,X,X,O,O,X,X
JILZOST,X,X,X,O,O,X,X
JILOTSZ,X,X,X,X,O,X,X
JILOTZS,X,X,X,O,O,X,X
JILOSTZ,X,X,X,X,O,X,O
JILOSZT,X,X,X,X,O,X,X
JILOZTS,X,X,X,O,O,X,X
JILOZST,X,X,X,O,O,X,X
JISTLZO,O,X,X,X,X,X,X
JISTLOZ,O,X,X,X,X,X,O
JISTZLO,O,X,X,X,X,O,X
JISTZOL,O,X,X,X,X,O,X
JISTOLZ,O,X,X,X,X,X,O
JISTOZL,O,X,X,X,X,O,X
JISLTZO,O,X,X,X,X,X,X
JISLTOZ,O,X,X,X,X,X,O
JISLZTO,O,O,X,X,X,O,X
JISLZOT,O,O,X,X,X,O,X
JISLOTZ,O,X,X,X,O,X,O
JISLOZT,O,O,X,X,O,O,X
JISZTLO,O,O,X,X,X,O,X
JISZTOL,O,O,X,X,X,O,X
JISZLTO,O,O,X,X,X,O,X
JISZLOT,O,O,X,X,X,O,X
JISZOTL,O,O,X,X,X,O,X
JISZOLT,O,O,X,X,X,O,X
JISOTLZ,O,X,X,X,X,X,O
JISOTZL,O,X,X,X,X,O,X
JISOLTZ,O,X,X,X,O,X,O
JISOLZT,O,O,X,X,O,O,X
JISOZTL,O,O,X,X,X,O,X
JISOZLT,O,O,X,X,X,O,X
JIZTLSO,X,O,X,X,X,X,X
JIZTLOS,X,O,X,O,X,X,X
JIZTSLO,O,O,X,X,X,O,X
JIZTSOL,O,O,X,X,X,O,X
JIZTOLS,X,O,X,O,X,X,X
JIZTOSL,O,O,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X
JIZLTOS,X,O,X,O,X,X,X
JIZLSTO,O,O,X,X,X,O,X
JIZLSOT,O,O,X,O,X,O,X
JIZLOTS,X,O,X,O,O,X,X
JIZLOST,O,O,X,O,O,X,X
JIZSTLO,O,O,X,X,X,O,X
JIZSTOL,O,O,X,X,X,O,X
JIZSLTO,O,O,X,X,X,O,X
JIZSLOT,O,O,X,O,X,O,X
JIZSOTL,O,O,X,X,X,O,X
JIZSOLT,O,O,X,O,X,O,X
JIZOTLS,X,O,X,O,X,X,X
JIZOTSL,O,O,X,X,X,X,X
JIZOLTS,X,O,X,O,O,X,X
JIZOLST,O,O,X,O,O,X,X
JIZOSTL,O,O,X,X,X,O,X
JIZOSLT,O,O,X,O,X,O,X
JIOTLSZ,X,X,X,X,O,X,X
JIOTLZS,X,X,X,O,O,X,X
JIOTSLZ,O,O,X,X,O,X,X
JIOTSZL,O,O,X,X,X,X,X
JIOTZLS,O,O,X,O,O,X,X
JIOTZSL,O,O,X,O,X,X,X
JIOLTSZ,X,X,X,X,O,X,X
JIOLTZS,X,X,X,O,O,X,X
JIOLSTZ,X,X,X,X,O,X,O
JIOLSZT,X,X,X,X,O,X,X
JIOLZTS,X,X,X,O,O,X,X
JIOLZST,X,X,X,O,O,X,X
JIOSTLZ,O,X,X,X,X,X,O
JIOSTZL,O,X,X,X,X,O,X
JIOSLTZ,O,X,X,X,O,X,O
JIOSLZT,O,O,X,X,O,O,X
JIOSZTL,O,O,X,X,X,O,X
JIOSZLT,O,O,X,X,X,O,X
JIOZTLS,X,O,X,O,X,X,X
JIOZTSL,O,O,X,X,X,X,X
JIOZLTS,X,O,X,O,O,X,X
JIOZLST,O,O,X,O,O,X,X
JIOZSTL,O,O,X,X,X,O,X
JIOZSLT,O,O,X,O,X,O,X
JLTISZO,X,X,O,X,X,X,X
JLTISOZ,X,X,O,X,O,X,X
JLTIZSO,X,X,O,O,X,X,X
JLTIZOS,X,X,O,O,O,X,X
JLTIOSZ,X,X,X,X,O,X,X
JLTIOZS,X,X,O,O,O,X,X
JLTSIZO,X,X,O,X,X,X,X
JLTSIOZ,X,X,O,X,O,X,X
JLTSZIO,X,X,O,X,X,X,X
JLTSZOI,X,X,O,X,X,X,X
JLTSOIZ,X,X,O,X,O,X,X
JLTSOZI,X,X,O,X,X,X,X
JLTZISO,X,X,O,O,X,X,X
JLTZIOS,X,X,O,O,O,X,X
JLTZSIO,X,X,O,O,X,X,X
JLTZSOI,X,X,O,O,X,X,X
JLTZOIS,X,X,O,O,O,X,X
JLTZOSI,X,X,O,O,X,X,X
JLTOISZ,X,X,X,X,O,X,X
JLTOIZS,X,X,O,O,O,X,X
JLTOSIZ,X,X,X,X,O,X,X
JLTOSZI,X,X,X,X,X,X,X
JLTOZIS,X,X,O,O,O,X,X
JLTOZSI,X,X,O,O,X,X,X
JLITSZO,X,X,O,X,X,X,X
JLITSOZ,X,X,O,X,O,X,X
JLITZSO,X,X,O,O,X,X,X
JLITZOS,X,X,O,O,O,X,X
JLITOSZ,X,X,X,X,O,X,X
JLITOZS,X,X,O,O,O,X,X
JLISTZO,X,X,O,X,X,X,X
JLISTOZ,X,X,O,X,X,X,O
JLISZTO,X,X,O,X,X,O,X
JLISZOT,X,X,O,X,X,O,X
JLISOTZ,X,X,O,X,O,X,O
JLISOZT,X,X,O,X,O,O,X
JLIZTSO,X,X,O,X,X,X,X
JLIZTOS,X,X,O,O,X,X,X
JLIZSTO,X,X,O,X,X,O,X
JLIZSOT,X,X,O,O,X,O,X
JLIZOTS,X,X,O,O,O,X,X
JLIZOST,X,X,O,O,O,X,X
JLIOTSZ,X,X,X,X,O,X,X
JLIOTZS,X,X,O,O,O,X,X
JLIOSTZ,X,X,X,X,O,X,O
JLIOSZT,X,X,X,X,O,X,X
JLIOZTS,X,X,O,O,O,X,X
JLIOZST,X,X,O,O,O,X,X
JLSTIZO,X,X,O,X,X,X,X
JLSTIOZ,X,X,O,X,X,X,O
JLSTZIO,X,X,O,X,X,X,X
JLSTZOI,X,X,O,X,X,X,X
JLSTOIZ,X,X,O,X,X,X,O
JLSTOZI,X,X,O,X,X,X,X
JLSITZO,X,X,O,X,X,X,X
JLSITOZ,X,X,O,X,X,X,O
JLSIZTO,X,X,O,X,X,O,X
JLSIZOT,X,X,O,X,X,O,X
JLSIOTZ,X,X,O,X,O,X,O
JLSIOZT,X,X,O,X,O,O,X
JLSZTIO,X,X,O,X,X,X,X
JLSZTOI,X,X,O,X,X,X,X
JLSZITO,X,X,O,X,X,O,X
JLSZIOT,X,X,O,X,X,O,X
JLSZOTI,X,X,O,X,X,X,X
JLSZOIT,X,X,O,X,X,O,X
JLSOTIZ,X,X,O,X,X,X,O
JLSOTZI,X,X,O,X,X,X,X
JLSOITZ,X,X,O,X,O,X,O
JLSOIZT,X,X,O,X,O,O,X
JLSOZTI,X,X,O,X,X,X,X
JLSOZIT,X,X,O,X,X,O,X
JLZTISO,X,X,O,X,X,X,X
JLZTIOS,X,X,O,O,X,X,X
JLZTSIO,X,X,O,X,X,X,X
JLZTSOI,X,X,O,X,X,X,X
JLZTOIS,X,X,O,O,X,X,X
JLZTOSI,X,X,X,X,X,X,X
JLZITSO,X,X,O,X,X,X,X
JLZITOS,X,X,O,O,X,X,X
JLZISTO,X,X,O,X,X,O,X
JLZISOT,X,X,O,O,X,O,X
JLZIOTS,X,X,O,O,O,X,X
JLZIOST,X,X,O,O,O,X,X
JLZSTIO,X,X,O,X,X,X,X
JLZSTOI,X,X,O,X,X,X,X
JLZSITO,X,X,O,X,X,O,X
JLZSIOT,X,X,O,O,X,O,X
JLZSOTI,X,X,O,X,X,X,X
JLZSOIT,X,X,O,O,X,O,X
JLZOTIS,X,X,O,O,X,X,X
JLZOTSI,X,X,X,X,X,X,X
JLZOITS,X,X,O,O,O,X,X
JLZOIST,X,X,O,O,O,X,X
JLZOSTI,X,X,O,X,X,X,X
JLZOSIT,X,X,O,O,X,X,X
JLOTISZ,X,X,X,X,O,X,X
JLOTIZS,X,X,O,O,O,X,X
JLOTSIZ,X,X,X,X,O,X,X
JLOTSZI,X,X,X,X,X,X,X
JLOTZIS,X,X,O,O,O,X,X
JLOTZSI,X,X,O,O,X,X,X
JLOITSZ,X,X,X,X,O,X,X
JLOITZS,X,X,O,O,O,X,X
JLOISTZ,X,X,X,X,O,X,O
JLOISZT,X,X,X,X,O,X,X
JLOIZTS,X,X,O,O,O,X,X
JLOIZST,X,X,O,O,O,X,X
JLOSTIZ,X,X,X,X,X,X,O
JLOSTZI,X,X,X,X,X,X,X
JLOSITZ,X,X,X,X,O,X,O
JLOSIZT,X,X,X,X,O,X,X
JLOSZTI,X,X,X,X,X,X,X
JLOSZIT,X,X,X,X,X,X,X
JLOZTIS,X,X,O,O,X,X,X
JLOZTSI,X,X,X,X,X,X,X
JLOZITS,X,X,O,O,O,X,X
JLOZIST,X,X,O,O,O,X,X
JLOZSTI,X,X,X,X,X,X,X
JLOZSIT,X,X,O,O,X,X,X
JSTILZO,O,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,X,O
JSTIZLO,O,X,O,X,X,O,X
JSTIZOL,O,X,O,X,X,O,X
JSTIOLZ,O,X,X,X,X,X,O
JSTIOZL,O,X,O,X,X,O,X
JSTLIZO,O,X,O,X,X,X,X
JSTLIOZ,O,X,O,X,X,X,O
JSTLZIO,O,X,O,X,X,X,X
JSTLZOI,O,X,O,X,X,X,X
JSTLOIZ,O,X,O,X,X,X,O
JSTLOZI,O,X,O,X,X,X,X
JSTZILO,O,X,O,X,X,O,X
JSTZIOL,O,X,O,X,X,O,X
JSTZLIO,O,X,O,X,X,X,X
JSTZLOI,O,X,O,X,X,X,X
JSTZOIL,O,X,O,X,X,O,X
JSTZOLI,O,X,O,X,X,X,X
JSTOILZ,O,X,X,X,X,X,O
JSTOIZL,O,X,O,X,X,O,X
JSTOLIZ,O,X,O,X,X,X,O
JSTOLZI,O,X,O,X,X,X,X
JSTOZIL,O,X,O,X,X,O,X
JSTOZLI,O,X,O,X,X,X,X
JSITLZO,O,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,O
JSITZLO,O,X,O,X,X,O,X
JSITZOL,O,X,O,X,X,O,X
JSITOLZ,O,X,X,X,X,X,O
JSITOZL,O,X,O,X,X,O,X
JSILTZO,O,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,O
JSILZTO,O,O,X,X,X,O,X
JSILZOT,O,O,X,X,X,O,X
JSILOTZ,O,X,X,X,O,X,O
JSILOZT,O,O,X,X,O,O,X
JSIZTLO,O,O,X,X,X,O,X
JSIZTOL,O,O,O,X,X,O,X
JSIZLTO,O,O,X,X,X,O,X
JSIZLOT,O,O,O,X,X,O,X
JSIZOTL,O,O,O,X,X,O,X
JSIZOLT,O,O,O,X,X,O,X
JSIOTLZ,O,X,X,X,X,X,O
JSIOTZL,O,X,O,X,X,O,X
JSIOLTZ,O,X,X,X,O,X,O
JSIOLZT,O,O,X,X,O,O,X
JSIOZTL,O,O,O,X,X,O,X
JSIOZLT,O,O,O,X,X,O,X
JSLTIZO,O,X,O,X,X,X,X
JSLTIOZ,O,X,O,X,X,X,O
JSLTZIO,O,X,O,X,X,X,X
JSLTZOI,O,X,O,X,X,X,X
JSLTOIZ,O,X,O,X,X,X,O
JSLTOZI,O,X,O,X,X,X,X
JSLITZO,O,X,O,X,X,X,X
JSLITOZ,O,X,O,X,X,X,O
JSLIZTO,O,O,O,X,X,O,X
JSLIZOT,O,O,O,X,X,O,X
JSLIOTZ,O,X,O,X,O,X,O
JSLIOZT,O,O,O,X,O,O,X
JSLZTIO,O,O,O,X,X,X,X
JSLZTOI,O,O,O,X,X,X,X
JSLZITO,O,O,O,X,X,O,X
JSLZIOT,O,O,O,X,X,O,X
JSLZOTI,O,O,O,X,X,X,X
JSLZOIT,O,O,O,X,X,O,X
JSLOTIZ,O,X,O,X,X,X,O
JSLOTZI,O,X,O,X,X,X,X
JSLOITZ,O,X,O,X,O,X,O
JSLOIZT,O,O,O,X,O,O,X
JSLOZTI,O,O,O,X,X,X,X
JSLOZIT,O,O,O,X,X,O,X
JSZTILO,O,O,X,X,X,O,X
JSZTIOL,O,O,O,X,X,O,X
JSZTLIO,O,O,O,X,X,X,X
JSZTLOI,O,O,O,X,X,X,X
JSZTOIL,O,O,O,X,X,O,X
JSZTOLI,O,O,O,X,X,X,X
JSZITLO,O,O,X,X,X,O,X
JSZITOL,O,O,O,X,X,O,X
JSZILTO,O,O,O,X,X,O,X
JSZILOT,O,O,O,X,X,O,X
JSZIOTL,O,O,O,X,X,O,X
JSZIOLT,O,O,O,X,X,O,X
JSZLTIO,O,O,O,X,X,X,X
JSZLTOI,O,O,O,X,X,X,X
JSZLITO,O,O,O,X,X,O,X
JSZLIOT,O,O,O,X,X,O,X
JSZLOTI,O,O,O,X,X,X,X
JSZLOIT,O,O,O,X,X,O,X
JSZOTIL,O,O,O,X,X,O,X
JSZOTLI,O,O,O,X,X,X,X
JSZOITL,O,O,O,X,X,O,X
JSZOILT,O,O,O,X,X,O,X
JSZOLTI,O,O,O,X,X,X,X
JSZOLIT,O,O,O,X,X,O,X
JSOTILZ,O,X,X,X,X,X,O
JSOTIZL,O,X,O,X,X,O,X
JSOTLIZ,O,X,O,X,X,X,O
JSOTLZI,O,X,O,X,X,X,X
JSOTZIL,O,X,O,X,X,O,X
JSOTZLI,O,X,O,X,X,X,X
JSOITLZ,O,X,X,X,X,X,O
JSOITZL,O,X,O,X,X,O,X
JSOILTZ,O,X,X,X,O,X,O
JSOILZT,O,O,X,X,O,O,X
JSOIZTL,O,O,O,X,X,O,X
JSOIZLT,O,O,O,X,X,O,X
JSOLTIZ,O,X,O,X,X,X,O
JSOLTZI,O,X,O,X,X,X,X
JSOLITZ,O,X,O,X,O,X,O
JSOLIZT,O,O,O,X,O,O,X
JSOLZTI,O,O,O,X,X,X,X
JSOLZIT,O,O,O,X,X,O,X
JSOZTIL,O,O,O,X,X,O,X
JSOZTLI,O,O,O,X,X,X,X
JSOZITL,O,O,O,X,X,O,X
JSOZILT,O,O,O,X,X,O,X
JSOZLTI,O,O,O,X,X,X,X
JSOZLIT,O,O,O,X,X,O,X
JZTILSO,X,O,X,X,X,X,X
JZTILOS,X,O,X,O,X,X,X
JZTISLO,O,O,X,X,X,O,X
JZTISOL,O,O,X,X,X,O,X
JZTIOLS,X,O,X,O,X,X,X
JZTIOSL,O,O,X,X,X,X,X
JZTLISO,X,O,O,X,X,X,X
JZTLIOS,X,O,O,O,X,X,X
JZTLSIO,X,O,O,X,X,X,X
JZTLSOI,X,O,O,X,X,X,X
JZTLOIS,X,O,O,O,X,X,X
JZTLOSI,X,O,X,X,X,X,X
JZTSILO,O,O,X,X,X,O,X
JZTSIOL,O,O,O,X,X,O,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X
JZTSOIL,O,O,O,X,X,O,X
JZTSOLI,O,O,O,X,X,X,X
JZTOILS,X,O,X,O,X,X,X
JZTOISL,O,O,X,X,X,X,X
JZTOLIS,X,O,O,O,X,X,X
JZTOLSI,X,O,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X
JZTOSLI,O,O,X,X,X,X,X
JZITLSO,X,O,X,X,X,X,X
JZITLOS,X,O,X,O,X,X,X
JZITSLO,O,O,X,X,X,O,X
JZITSOL,O,O,X,X,X,O,X
JZITOLS,X,O,X,O,X,X,X
JZITOSL,O,O,X,X,X,X,X
JZILTSO,X,O,O,X,X,X,X
JZILTOS,X,O,O,O,X,X,X
JZILSTO,O,O,O,X,X,O,X
JZILSOT,O,O,O,O,X,O,X
JZILOTS,X,O,O,O,O,X,X
JZILOST,O,O,O,O,O,X,X
JZISTLO,O,O,X,X,X,O,X
JZISTOL,O,O,O,X,X,O,X
JZISLTO,O,O,O,X,X,O,X
JZISLOT,O,O,O,O,X,O,X
JZISOTL,O,O,O,X,X,O,X
JZISOLT,O,O,O,O,X,O,X
JZIOTLS,X,O,X,O,X,X,X
JZIOTSL,O,O,X,X,X,X,X
JZIOLTS,X,O,O,O,O,X,X
JZIOLST,O,O,O,O,O,X,X
JZIOSTL,O,O,X,X,X,O,X
JZIOSLT,O,O,X,O,X,O,X
JZLTISO,X,O,O,X,X,X,X
JZLTIOS,X,O,O,O,X,X,X
JZLTSIO,X,O,O,X,X,X,X
JZLTSOI,X,O,O,X,X,X,X
JZLTOIS,X,O,O,O,X,X,X
JZLTOSI,X,O,X,X,X,X,X
JZLITSO,X,O,O,X,X,X,X
JZLITOS,X,O,O,O,X,X,X
JZLISTO,O,O,O,X,X,O,X
JZLISOT,O,O,O,O,X,O,X
JZLIOTS,X,O,O,O,O,X,X
JZLIOST,O,O,O,O,O,X,X
JZLSTIO,O,O,O,X,X,X,X
JZLSTOI,O,O,O,X,X,X,X
JZLSITO,O,O,O,X,X,O,X
JZLSIOT,O,O,O,O,X,O,X
JZLSOTI,O,O,O,X,X,X,X
JZLSOIT,O,O,O,O,X,O,X
JZLOTIS,X,O,O,O,X,X,X
JZLOTSI,X,O,X,X,X,X,X
JZLOITS,X,O,O,O,O,X,X
JZLOIST,O,O,O,O,O,X,X
JZLOSTI,O,O,O,X,X,X,X
JZLOSIT,O,O,O,O,X,X,X
JZSTILO,O,O,X,X,X,O,X
JZSTIOL,O,O,O,X,X,O,X
JZSTLIO,O,O,O,X,X,X,X
JZSTLOI,O,O,O,X,X,X,X
JZSTOIL,O,O,O,X,X,O,X
JZSTOLI,O,O,O,X,X,X,X
JZSITLO,O,O,X,X,X,O,X
JZSITOL,O,O,O,X,X,O,X
JZSILTO,O,O,O,X,X,O,X
JZSILOT,O,O,O,O,X,O,X
JZSIOTL,O,O,O,X,X,O,X
JZSIOLT,O,O,O,O,X,O,X
JZSLTIO,O,O,O,X,X,X,X
JZSLTOI,O,O,O,X,X,X,X
JZSLITO,O,O,O,X,X,O,X
JZSLIOT,O,O,O,O,X,O,X
JZSLOTI,O,O,O,X,X,X,X
JZSLOIT,O,O,O,O,X,O,X
JZSOTIL,O,O,O,X,X,O,X
JZSOTLI,O,O,O,X,X,X,X
JZSOITL,O,O,O,X,X,O,X
JZSOILT,O,O,O,O,X,O,X
JZSOLTI,O,O,O,X,X,X,X
JZSOLIT,O,O,O,O,X,O,X
JZOTILS,X,O,X,O,X,X,X
JZOTISL,O,O,X,X,X,X,X
JZOTLIS,X,O,O,O,X,X,X
JZOTLSI,X,O,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X
JZOTSLI,O,O,X,X,X,X,X
JZOITLS,X,O,X,O,X,X,X
JZOITSL,O,O,X,X,X,X,X
JZOILTS,X,O,O,O,O,X,X
JZOILST,O,O,O,O,O,X,X
JZOISTL,O,O,X,X,X,O,X
JZOISLT,O,O,X,O,X,O,X
JZOLTIS,X,O,O,O,X,X,X
JZOLTSI,X,O,X,X,X,X,X
JZOLITS,X,O,O,O,O,X,X
JZOLIST,O,O,O,O,O,X,X
JZOLSTI,O,O,O,X,X,X,X
JZOLSIT,O,O,O,O,X,X,X
JZOSTIL,O,O,O,X,X,O,X
JZOSTLI,O,O,O,X,X,X,X
JZOSITL,O,O,O,X,X,O,X
JZOSILT,O,O,O,O,X,O,X
JZOSLTI,O,O,O,X,X,X,X
JZOSLIT,O,O,O,O,X,O,X
JOTILSZ,X,X,X,X,O,X,X
JOTILZS,X,X,X,O,O,X,X
JOTISLZ,O,O,X,X,O,X,X
JOTISZL,O,O,X,X,X,X,X
JOTIZLS,O,O,X,O,O,X,X
JOTIZSL,O,O,X,O,X,X,X
JOTLISZ,X,X,X,X,O,X,X
JOTLIZS,X,X,O,O,O,X,X
JOTLSIZ,X,X,X,X,O,X,X
JOTLSZI,X,X,X,X,X,X,X
JOTLZIS,X,X,O,O,O,X,X
JOTLZSI,X,X,O,O,X,X,X
JOTSILZ,O,O,X,X,O,X,X
JOTSIZL,O,O,X,X,X,X,X
JOTSLIZ,O,O,X,X,O,X,X
JOTSLZI,O,O,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,X
JOTSZLI,O,O,X,X,X,X,X
JOTZILS,O,O,O,O,O,X,X
JOTZISL,O,O,X,O,X,X,X
JOTZLIS,O,O,O,O,O,X,X
JOTZLSI,O,O,O,O,X,X,X
JOTZSIL,O,O,X,O,X,X,X
JOTZSLI,O,O,O,O,X,X,X
JOITLSZ,X,X,X,X,O,X,X
JOITLZS,X,X,X,O,O,X,X
JOITSLZ,O,O,X,X,O,X,X
JOITSZL,O,O,X,X,X,X,X
JOITZLS,O,O,X,O,O,X,X
JOITZSL,O,O,X,O,X,X,X
JOILTSZ,X,X,X,X,O,X,X
JOILTZS,X,X,X,O,O,X,X
JOILSTZ,X,X,X,X,O,X,O
JOILSZT,X,X,X,X,O,X,X
JOILZTS,X,X,X,O,O,X,X
JOILZST,X,X,X,O,O,X,X
JOISTLZ,O,X,X,X,X,X,O
JOISTZL,O,X,X,X,X,O,X
JOISLTZ,O,X,X,X,O,X,O
JOISLZT,O,O,X,X,O,O,X
JOISZTL,O,O,X,X,X,O,X
JOISZLT,O,O,X,X,X,O,X
JOIZTLS,X,O,X,O,X,X,X
JOIZTSL,O,O,X,X,X,X,X
JOIZLTS,X,O,X,O,O,X,X
JOIZLST,O,O,X,O,O,X,X
JOIZSTL,O,O,X,X,X,O,X
JOIZSLT,O,O,X,O,X,O,X
JOLTISZ,X,X,X,X,O,X,X
JOLTIZS,X,X,O,O,O,X,X
JOLTSIZ,X,X,X,X,O,X,X
JOLTSZI,X,X,X,X,X,X,X
JOLTZIS,X,X,O,O,O,X,X
JOLTZSI,X,X,O,O,X,X,X
JOLITSZ,X,X,X,X,O,X,X
JOLITZS,X,X,O,O,O,X,X
JOLISTZ,X,X,X,X,O,X,O
JOLISZT,X,X,X,X,O,X,X
JOLIZTS,X,X,O,O,O,X,X
JOLIZST,X,X,O,O,O,X,X
JOLSTIZ,X,X,X,X,X,X,O
JOLSTZI,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,O,X,O
JOLSIZT,X,X,X,X,O,X,X
JOLSZTI,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X
JOLZTIS,X,X,O,O,X,X,X
JOLZTSI,X,X,X,X,X,X,X
JOLZITS,X,X,O,O,O,X,X
JOLZIST,X,X,O,O,O,X,X
JOLZSTI,X,X,X,X,X,X,X
JOLZSIT,X,X,O,O,X,X,X
JOSTILZ,O,X,X,X,X,X,O
JOSTIZL,O,X,X,X,X,O,X
JOSTLIZ,O,X,X,X,X,X,O
JOSTLZI,O,X,X,X,X,X,X
JOSTZIL,O,X,X,X,X,O,X
JOSTZLI,O,X,X,X,X,X,X
JOSITLZ,O,X,X,X,X,X,O
JOSITZL,O,X,X,X,X,O,X
JOSILTZ,O,X,X,X,O,X,O
JOSILZT,O,O,X,X,O,O,X
JOSIZTL,O,O,X,X,X,O,X
JOSIZLT,O,O,X,X,X,O,X
JOSLTIZ,O,X,X,X,X,X,O
JOSLTZI,O,X,X,X,X,X,X
JOSLITZ,O,X,X,X,O,X,O
JOSLIZT,O,O,X,X,O,O,X
JOSLZTI,O,O,X,X,X,X,X
JOSLZIT,O,O,X,X,X,O,X
JOSZTIL,O,O,X,X,X,O,X
JOSZTLI,O,O,X,X,X,X,X
JOSZITL,O,O,X,X,X,O,X
JOSZILT,O,O,X,X,X,O,X
JOSZLTI,O,O,X,X,X,X,X
JOSZLIT,O,O,X,X,X,O,X
JOZTILS,X,O,X,O,X,X,X
JOZTISL,O,O,X,X,X,X,X
JOZTLIS,X,O,O,O,X,X,X
JOZTLSI,X,O,X,X,X,X,X
JOZTSIL,O,O,X,X,X,X,X
JOZTSLI,O,O,X,X,X,X,X
JOZITLS,X,O,X,O,X,X,X
JOZITSL,O,O,X,X,X,X,X
JOZILTS,X,O,O,O,O,X,X
JOZILST,O,O,O,O,O,X,X
JOZISTL,O,O,X,X,X,O,X
JOZISLT,O,O,X,O,X,O,X
JOZLTIS,X,O,O,O,X,X,X
JOZLTSI,X,O,X,X,X,X,X
JOZLITS,X,O,O,O,O,X,X
JOZLIST,O,O,O,O,O,X,X
JOZLSTI,O,O,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,X
JOZSTIL,O,O,X,X,X,O,X
JOZSTLI,O,O,X,X,X,X,X
JOZSITL,O,O,X,X,X,O,X
JOZSILT,O,O,X,O,X,O,X
JOZSLTI,O,O,X,X,X,X,X
JOZSLIT,O,O,O,O,X,O,X
STILJZO,O,O,O,X,X,X,X
STILJOZ,O,O,O,X,O,X,O
STILZJO,O,O,O,O,X,X,X
STILZOJ,O,O,O,O,X,X,O
STILOJZ,O,O,O,X,O,X,O
STILOZJ,O,O,O,O,X,X,O
STIJLZO,O,O,X,X,X,X,X
STIJLOZ,O,O,X,X,O,X,O
STIJZLO,O,O,O,X,X,O,X
STIJZOL,O,O,O,X,X,O,X
STIJOLZ,O,O,X,X,O,X,O
STIJOZL,O,O,O,X,X,O,X
STIZLJO,O,O,O,O,X,O,X
STIZLOJ,O,O,O,O,X,O,O
STIZJLO,O,O,O,O,X,O,X
STIZJOL,O,O,O,O,X,O,X
STIZOLJ,O,O,O,O,X,O,O
STIZOJL,O,O,O,O,X,O,X
STIOLJZ,O,O,O,X,O,X,O
STIOLZJ,O,O,O,O,X,X,O
STIOJLZ,O,O,X,X,O,X,O
STIOJZL,O,O,O,X,X,O,X
STIOZLJ,O,O,O,O,X,O,O
STIOZJL,O,O,O,O,X,O,X
STLIJZO,O,O,O,X,X,X,X
STLIJOZ,O,O,O,X,O,X,O
STLIZJO,O,O,O,O,X,X,X
STLIZOJ,O,O,O,O,X,X,O
STLIOJZ,O,O,O,X,O,X,O
STLIOZJ,O,O,O,O,X,X,O
STLJIZO,O,O,O,X,X,X,X
STLJIOZ,O,O,O,X,O,X,O
STLJZIO,O,O,O,X,X,X,X
STLJZOI,O,O,O,X,X,X,X
STLJOIZ,O,O,O,X,O,X,O
