sequence,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmB8mBziB5oBSq?BlsB,v115@9gB8HeA8IeA8IeG8AeA8Ke8EJvhF+lBihBziB5oB3m?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KelAJvhFUiBaoB5oBzkBXm?BGsB,v115@9gB8HeA8IeA8IeG8AeA8KeTAJvhFihB3iB5oBWqB1r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8Ke6FJvhFlhB3iB5oBzkB2r?B8sB,v115@9gB8HeA8IeA8IeG8AeA8KeXBJvhFmiB5oBzkBCnB0l?BlsB,v115@9gB8HeA8IeA8IeG8AeA8KeXAJvhFOmBliB5oBSqBzm?B8sB
LSIJTZO,O,X,O,X,O,X,O
LSIJTOZ,O,X,O,X,X,X,O
LSIJZTO,O,X,O,X,O,X,O
LSIJZOT,O,X,O,X,O,X,O
LSIJOTZ,X,X,O,X,X,O,O
LSIJOZT,O,X,O,X,X,O,O
LSIZTJO,O,O,O,X,O,X,O
LSIZTOJ,O,O,O,X,O,X,O
LSIZJTO,O,O,O,X,O,X,O
LSIZJOT,O,O,X,X,O,X,O
LSIZOTJ,O,X,O,X,O,X,O
LSIZOJT,O,X,X,X,O,X,O
LSIOTJZ,O,X,O,X,X,O,O
LSIOTZJ,O,X,O,X,X,X,O
LSIOJTZ,X,X,O,X,X,O,O
LSIOJZT,O,X,O,X,X,O,O
LSIOZTJ,O,X,O,X,X,X,O
LSIOZJT,O,X,O,X,X,O,O
LSJTIZO,O,X,O,X,O,X,O
LSJTIOZ,O,X,O,X,X,X,O
LSJTZIO,O,X,O,X,O,X,O
LSJTZOI,O,X,O,X,O,X,O
LSJTOIZ,O,X,O,X,X,X,O
LSJTOZI,O,X,O,X,X,X,O
LSJITZO,O,X,O,X,O,X,O
LSJITOZ,O,X,O,X,X,X,O
LSJIZTO,O,X,O,X,O,X,O
LSJIZOT,O,X,O,X,O,X,O
LSJIOTZ,X,X,O,X,X,O,O
LSJIOZT,O,X,O,X,X,O,O
LSJZTIO,O,X,O,X,O,X,O
LSJZTOI,O,X,O,X,O,X,O
LSJZITO,O,X,O,X,O,X,O
LSJZIOT,O,X,O,X,O,X,O
LSJZOTI,O,X,O,X,O,X,O
LSJZOIT,O,X,O,X,O,X,O
LSJOTIZ,X,X,O,X,X,O,O
LSJOTZI,X,X,O,X,X,X,O
LSJOITZ,X,X,O,X,X,O,O
LSJOIZT,O,X,O,X,X,O,O
LSJOZTI,O,X,O,X,X,X,O
LSJOZIT,O,X,O,X,X,O,O
LSZTIJO,O,O,O,X,O,X,O
LSZTIOJ,O,O,O,X,O,X,O
LSZTJIO,O,O,O,X,O,X,O
LSZTJOI,O,O,X,X,O,X,O
LSZTOIJ,O,O,O,X,O,X,O
LSZTOJI,O,O,X,X,X,X,O
LSZITJO,O,O,O,X,O,X,O
LSZITOJ,O,O,O,X,O,X,O
LSZIJTO,O,O,O,X,O,X,O
LSZIJOT,O,O,X,X,O,X,O
LSZIOTJ,O,X,O,X,O,X,O
LSZIOJT,O,X,X,X,O,X,O
LSZJTIO,O,O,O,X,O,X,O
LSZJTOI,O,O,X,X,O,X,O
LSZJITO,O,O,O,X,O,X,O
LSZJIOT,O,O,X,X,O,X,O
LSZJOTI,O,O,X,X,O,X,O
LSZJOIT,O,O,X,X,O,X,O
LSZOTIJ,O,X,O,X,O,X,O
LSZOTJI,O,X,X,X,X,X,O
LSZOITJ,O,X,O,X,O,X,O
LSZOIJT,O,X,X,X,O,X,O
LSZOJTI,O,X,X,X,O,X,O
LSZOJIT,O,X,X,X,O,X,O
LSOTIJZ,O,X,O,X,X,O,O
LSOTIZJ,O,X,O,X,X,O,O
LSOTJIZ,O,X,O,X,X,O,O
LSOTJZI,O,X,O,X,X,O,O
LSOTZIJ,O,X,O,X,X,O,O
LSOTZJI,O,X,O,X,X,O,O
LSOITJZ,O,X,O,X,X,O,O
LSOITZJ,O,X,O,X,X,O,O
LSOIJTZ,X,X,O,X,X,O,O
LSOIJZT,O,X,O,X,X,O,O
LSOIZTJ,O,X,O,X,X,X,O
LSOIZJT,O,X,O,X,X,O,O
LSOJTIZ,X,X,O,X,X,O,O
LSOJTZI,X,X,O,X,X,O,O
LSOJITZ,X,X,O,X,X,O,O
LSOJIZT,O,X,O,X,X,O,O
LSOJZTI,O,X,O,X,X,X,O
LSOJZIT,O,X,O,X,X,O,O
LSOZTIJ,O,X,O,X,X,O,O
LSOZTJI,O,X,O,X,X,O,O
LSOZITJ,O,X,O,X,X,X,O
LSOZIJT,O,X,O,X,X,O,O
LSOZJTI,O,X,O,X,X,X,O
LSOZJIT,O,X,O,X,X,O,O
LZTIJSO,O,O,X,O,O,X,O
LZTIJOS,O,O,X,O,O,O,O
LZTISJO,O,O,X,O,O,X,O
LZTISOJ,O,O,X,O,O,X,O
LZTIOJS,O,O,X,O,X,O,O
LZTIOSJ,O,O,X,O,X,O,O
LZTJISO,O,O,X,O,O,X,O
LZTJIOS,O,O,X,O,O,O,O
LZTJSIO,O,O,X,O,O,X,O
LZTJSOI,O,O,X,O,O,X,O
LZTJOIS,O,O,X,O,O,O,O
LZTJOSI,O,O,X,O,O,O,O
LZTSIJO,O,O,X,O,O,X,O
LZTSIOJ,O,O,X,O,O,X,O
LZTSJIO,O,O,X,O,O,X,O
LZTSJOI,O,O,X,O,O,X,O
LZTSOIJ,O,O,X,O,O,X,O
LZTSOJI,O,O,X,O,X,X,O
LZTOIJS,O,O,X,O,X,O,O
LZTOISJ,O,O,X,O,X,O,O
LZTOJIS,O,O,X,O,X,O,O
LZTOJSI,O,O,X,O,X,O,O
LZTOSIJ,O,O,X,O,X,O,O
LZTOSJI,O,O,X,O,X,O,O
LZITJSO,O,O,X,O,O,X,O
LZITJOS,O,O,X,O,O,X,O
LZITSJO,O,O,X,O,O,X,O
LZITSOJ,O,O,X,O,O,X,O
LZITOJS,O,O,X,O,X,X,O
LZITOSJ,O,O,X,O,X,X,O
LZIJTSO,O,O,O,O,O,X,O
LZIJTOS,O,O,O,O,O,X,O
LZIJSTO,O,O,O,X,O,X,O
LZIJSOT,O,O,O,O,O,X,O
LZIJOTS,O,X,O,O,O,X,O
LZIJOST,O,X,O,O,O,O,O
LZISTJO,O,O,O,O,O,X,O
LZISTOJ,O,O,O,O,O,X,O
LZISJTO,O,O,O,X,O,X,O
LZISJOT,O,O,X,O,O,X,O
LZISOTJ,O,X,O,X,O,X,O
LZISOJT,O,X,X,X,O,X,O
LZIOTJS,O,X,O,X,O,X,O
LZIOTSJ,O,X,O,X,O,X,O
LZIOJTS,O,X,O,X,O,X,O
LZIOJST,O,X,O,X,O,O,O
LZIOSTJ,O,X,O,X,O,X,O
LZIOSJT,O,X,O,X,O,O,O
LZJTISO,O,O,O,O,O,X,O
LZJTIOS,O,O,O,O,O,X,O
LZJTSIO,O,O,O,O,O,X,O
LZJTSOI,O,O,O,O,O,X,O
LZJTOIS,O,O,O,O,O,X,O
LZJTOSI,O,O,O,O,O,X,O
LZJITSO,O,O,O,O,O,X,O
LZJITOS,O,O,O,O,O,X,O
LZJISTO,O,O,O,X,O,X,O
LZJISOT,O,O,O,O,O,X,O
LZJIOTS,O,X,O,O,O,X,O
LZJIOST,O,X,O,O,O,O,O
LZJSTIO,O,O,O,X,O,X,O
LZJSTOI,O,O,O,X,O,X,O
LZJSITO,O,O,O,X,O,X,O
LZJSIOT,O,O,O,O,O,X,O
LZJSOTI,O,O,O,O,O,X,O
LZJSOIT,O,O,O,O,O,X,O
LZJOTIS,O,X,O,O,O,X,O
LZJOTSI,O,X,O,O,O,X,O
LZJOITS,O,X,O,O,O,X,O
LZJOIST,O,X,O,O,O,O,O
LZJOSTI,O,X,O,O,O,X,O
LZJOSIT,O,X,O,O,O,O,O
LZSTIJO,O,O,O,O,O,X,O
LZSTIOJ,O,O,O,O,O,X,O
LZSTJIO,O,O,O,O,O,X,O
LZSTJOI,O,O,X,O,O,X,O
LZSTOIJ,O,O,O,O,O,X,O
LZSTOJI,O,O,X,O,O,X,O
LZSITJO,O,O,O,O,O,X,O
LZSITOJ,O,O,O,O,O,X,O
LZSIJTO,O,O,O,X,O,X,O
LZSIJOT,O,O,X,O,O,X,O
LZSIOTJ,O,X,O,X,O,X,O
LZSIOJT,O,X,X,X,O,X,O
LZSJTIO,O,O,O,X,O,X,O
LZSJTOI,O,O,X,X,O,X,O
LZSJITO,O,O,O,X,O,X,O
LZSJIOT,O,O,X,O,O,X,O
LZSJOTI,O,O,X,O,O,X,O
LZSJOIT,O,O,X,O,O,X,O
LZSOTIJ,O,X,O,X,O,X,O
LZSOTJI,O,X,X,X,O,X,O
LZSOITJ,O,X,O,X,O,X,O
LZSOIJT,O,X,X,X,O,X,O
LZSOJTI,O,X,X,X,O,X,O
LZSOJIT,O,X,X,X,O,X,O
LZOTIJS,O,X,O,X,O,O,O
LZOTISJ,O,X,O,X,O,O,O
LZOTJIS,O,X,O,X,O,O,O
LZOTJSI,O,X,O,X,O,O,O
LZOTSIJ,O,X,O,X,O,O,O
LZOTSJI,O,X,O,X,O,O,O
LZOITJS,O,X,O,X,O,X,O
LZOITSJ,O,X,O,X,O,X,O
LZOIJTS,O,X,O,X,O,X,O
LZOIJST,O,X,O,X,O,O,O
LZOISTJ,O,X,O,X,O,X,O
LZOISJT,O,X,O,X,O,O,O
LZOJTIS,O,X,O,X,O,X,O
LZOJTSI,O,X,O,X,O,X,O
LZOJITS,O,X,O,X,O,X,O
LZOJIST,O,X,O,X,O,O,O
LZOJSTI,O,X,O,X,O,X,O
LZOJSIT,O,X,O,X,O,O,O
LZOSTIJ,O,X,O,X,O,O,O
LZOSTJI,O,X,O,X,O,O,O
LZOSITJ,O,X,O,X,O,X,O
LZOSIJT,O,X,O,X,O,O,O
LZOSJTI,O,X,O,X,O,X,O
LZOSJIT,O,X,O,X,O,O,O
LOTIJSZ,O,X,O,X,O,O,O
LOTIJZS,O,X,O,X,O,O,O
LOTISJZ,O,X,O,X,X,O,O
LOTISZJ,O,X,O,X,X,O,O
LOTIZJS,O,X,O,X,O,O,O
LOTIZSJ,O,X,O,X,O,O,O
LOTJISZ,O,X,O,X,O,O,O
LOTJIZS,O,X,O,X,O,O,O
LOTJSIZ,O,X,O,X,O,O,O
LOTJSZI,O,X,O,X,O,O,O
LOTJZIS,O,X,O,X,O,O,O
LOTJZSI,O,X,O,X,O,O,O
LOTSIJZ,O,X,O,X,X,O,O
LOTSIZJ,O,X,O,X,X,O,O
LOTSJIZ,O,X,O,X,X,O,O
LOTSJZI,O,X,O,X,X,O,O
LOTSZIJ,O,X,O,X,X,O,O
LOTSZJI,O,X,O,X,X,O,O
LOTZIJS,O,X,O,X,O,O,O
LOTZISJ,O,X,O,X,O,O,O
LOTZJIS,O,X,O,X,O,O,O
LOTZJSI,O,X,O,X,O,O,O
LOTZSIJ,O,X,O,X,O,O,O
LOTZSJI,O,X,O,X,O,O,O
LOITJSZ,O,X,O,X,O,O,O
LOITJZS,O,X,O,X,O,O,O
LOITSJZ,O,X,O,X,X,O,O
LOITSZJ,O,X,O,X,X,O,O
LOITZJS,O,X,O,X,O,O,O
LOITZSJ,O,X,O,X,O,O,O
LOIJTSZ,X,X,O,X,O,O,O
LOIJTZS,X,X,O,X,O,X,O
LOIJSTZ,X,X,O,X,O,O,O
LOIJSZT,O,X,O,X,O,O,O
LOIJZTS,O,X,O,X,O,X,O
LOIJZST,O,X,O,X,O,O,O
LOISTJZ,O,X,O,X,X,O,O
LOISTZJ,O,X,O,X,X,O,O
LOISJTZ,X,X,O,X,O,O,O
LOISJZT,O,X,O,X,O,O,O
LOISZTJ,O,X,O,X,O,X,O
LOISZJT,O,X,O,X,O,O,O
LOIZTJS,O,X,O,X,O,X,O
LOIZTSJ,O,X,O,X,O,X,O
LOIZJTS,O,X,O,X,O,X,O
LOIZJST,O,X,O,X,O,O,O
LOIZSTJ,O,X,O,X,O,X,O
LOIZSJT,O,X,O,X,O,O,O
LOJTISZ,X,X,O,X,O,O,O
LOJTIZS,X,X,O,X,O,O,O
LOJTSIZ,X,X,O,X,O,O,O
LOJTSZI,X,X,O,X,O,O,O
LOJTZIS,X,X,O,X,O,O,O
LOJTZSI,X,X,O,X,O,O,O
LOJITSZ,X,X,O,X,O,O,O
LOJITZS,X,X,O,X,O,X,O
LOJISTZ,X,X,O,X,O,O,O
LOJISZT,O,X,O,X,O,O,O
LOJIZTS,O,X,O,X,O,X,O
LOJIZST,O,X,O,X,O,O,O
LOJSTIZ,X,X,O,X,O,O,O
LOJSTZI,X,X,O,X,O,O,O
LOJSITZ,X,X,O,X,O,O,O
LOJSIZT,O,X,O,X,O,O,O
LOJSZTI,O,X,O,X,O,X,O
LOJSZIT,O,X,O,X,O,O,O
LOJZTIS,O,X,O,X,O,X,O
LOJZTSI,O,X,O,X,O,X,O
LOJZITS,O,X,O,X,O,X,O
LOJZIST,O,X,O,X,O,O,O
LOJZSTI,O,X,O,X,O,X,O
LOJZSIT,O,X,O,X,O,O,O
LOSTIJZ,O,X,O,X,X,O,O
LOSTIZJ,O,X,O,X,X,O,O
LOSTJIZ,O,X,O,X,X,O,O
LOSTJZI,O,X,O,X,X,O,O
LOSTZIJ,O,X,O,X,X,O,O
LOSTZJI,O,X,O,X,X,O,O
LOSITJZ,O,X,O,X,X,O,O
LOSITZJ,O,X,O,X,X,O,O
LOSIJTZ,X,X,O,X,O,O,O
LOSIJZT,O,X,O,X,O,O,O
LOSIZTJ,O,X,O,X,O,X,O
LOSIZJT,O,X,O,X,O,O,O
LOSJTIZ,X,X,O,X,O,O,O
LOSJTZI,X,X,O,X,O,O,O
LOSJITZ,X,X,O,X,O,O,O
LOSJIZT,O,X,O,X,O,O,O
LOSJZTI,O,X,O,X,O,X,O
LOSJZIT,O,X,O,X,O,O,O
LOSZTIJ,O,X,O,X,O,O,O
LOSZTJI,O,X,O,X,O,O,O
LOSZITJ,O,X,O,X,O,X,O
LOSZIJT,O,X,O,X,O,O,O
LOSZJTI,O,X,O,X,O,X,O
LOSZJIT,O,X,O,X,O,O,O
LOZTIJS,O,X,O,X,O,O,O
LOZTISJ,O,X,O,X,O,O,O
LOZTJIS,O,X,O,X,O,O,O
LOZTJSI,O,X,O,X,O,O,O
LOZTSIJ,O,X,O,X,O,O,O
LOZTSJI,O,X,O,X,O,O,O
LOZITJS,O,X,O,X,O,X,O
LOZITSJ,O,X,O,X,O,X,O
LOZIJTS,O,X,O,X,O,X,O
LOZIJST,O,X,O,X,O,O,O
LOZISTJ,O,X,O,X,O,X,O
LOZISJT,O,X,O,X,O,O,O
LOZJTIS,O,X,O,X,O,X,O
LOZJTSI,O,X,O,X,O,X,O
LOZJITS,O,X,O,X,O,X,O
LOZJIST,O,X,O,X,O,O,O
LOZJSTI,O,X,O,X,O,X,O
LOZJSIT,O,X,O,X,O,O,O
LOZSTIJ,O,X,O,X,O,O,O
LOZSTJI,O,X,O,X,O,O,O
LOZSITJ,O,X,O,X,O,X,O
LOZSIJT,O,X,O,X,O,O,O
LOZSJTI,O,X,O,X,O,X,O
LOZSJIT,O,X,O,X,O,O,O
JTILSZO,O,X,O,O,O,X,O
JTILSOZ,O,X,O,O,X,O,O
JTILZSO,O,X,O,O,O,X,O
JTILZOS,O,X,O,O,O,O,O
JTILOSZ,O,X,O,O,O,O,O
JTILOZS,O,X,O,O,O,O,O
JTISLZO,X,X,O,O,O,X,X
JTISLOZ,X,X,O,O,X,O,X
JTISZLO,X,O,O,O,O,X,X
JTISZOL,X,O,O,O,O,X,X
JTISOLZ,X,X,O,O,O,O,X
JTISOZL,X,O,O,O,O,X,X
JTIZLSO,O,O,O,O,O,X,O
JTIZLOS,O,O,O,O,O,O,O
JTIZSLO,O,O,O,O,O,X,O
JTIZSOL,O,O,O,O,O,X,X
JTIZOLS,O,O,O,O,O,O,O
JTIZOSL,O,O,O,O,O,X,X
JTIOLSZ,O,X,O,O,O,O,O
JTIOLZS,O,X,O,O,O,O,O
JTIOSLZ,X,X,O,O,O,O,X
JTIOSZL,X,O,O,O,O,X,X
JTIOZLS,O,O,O,O,O,O,O
JTIOZSL,O,O,O,O,O,X,O
JTLISZO,O,X,O,O,O,X,O
JTLISOZ,O,X,O,O,X,O,O
JTLIZSO,O,X,O,O,O,X,O
JTLIZOS,O,X,O,O,O,O,O
JTLIOSZ,O,X,O,O,O,O,O
JTLIOZS,O,X,O,O,O,O,O
JTLSIZO,O,X,O,O,O,X,O
JTLSIOZ,O,X,O,O,X,O,O
JTLSZIO,O,X,O,O,O,X,O
JTLSZOI,O,X,O,O,O,X,O
JTLSOIZ,O,X,O,O,X,O,O
JTLSOZI,O,X,O,O,X,O,O
JTLZISO,O,X,O,O,O,X,O
JTLZIOS,O,X,O,O,O,O,O
JTLZSIO,O,X,O,O,O,X,O
JTLZSOI,O,X,O,O,O,X,O
JTLZOIS,O,X,O,O,O,O,O
JTLZOSI,O,X,O,O,O,O,O
JTLOISZ,O,X,O,O,O,O,O
JTLOIZS,O,X,O,O,O,O,O
JTLOSIZ,O,X,O,O,O,O,O
JTLOSZI,O,X,O,O,O,O,O
JTLOZIS,O,X,O,O,O,O,O
JTLOZSI,O,X,O,O,O,O,O
JTSILZO,X,X,O,O,O,X,X
JTSILOZ,X,X,O,O,X,O,X
JTSIZLO,X,O,O,O,O,X,X
JTSIZOL,X,O,O,O,O,X,X
JTSIOLZ,X,X,O,O,O,O,X
JTSIOZL,X,O,O,O,O,X,X
JTSLIZO,X,X,O,O,O,X,X
JTSLIOZ,X,X,O,O,X,O,X
JTSLZIO,X,X,O,O,O,X,X
JTSLZOI,X,X,O,O,O,X,X
JTSLOIZ,X,X,O,O,X,O,X
JTSLOZI,X,X,O,O,X,O,X
JTSZILO,X,O,O,O,O,X,X
JTSZIOL,X,O,O,O,O,X,X
JTSZLIO,X,O,O,O,O,X,X
JTSZLOI,X,O,O,O,O,X,X
JTSZOIL,X,O,O,O,O,X,X
JTSZOLI,X,O,O,O,O,X,X
JTSOILZ,X,X,O,O,O,O,X
JTSOIZL,X,O,O,O,O,X,X
JTSOLIZ,X,X,O,O,O,O,X
JTSOLZI,X,X,O,O,O,O,X
JTSOZIL,X,O,O,O,O,X,X
JTSOZLI,X,O,O,O,O,X,X
JTZILSO,O,O,O,O,O,X,O
JTZILOS,O,O,O,O,O,O,O
JTZISLO,O,O,O,O,O,X,O
JTZISOL,O,O,O,O,O,X,X
JTZIOLS,O,O,O,O,O,O,O
JTZIOSL,O,O,O,O,O,X,X
JTZLISO,O,O,O,O,O,X,O
JTZLIOS,O,O,O,O,O,O,O
JTZLSIO,O,O,O,O,O,X,O
JTZLSOI,O,O,O,O,O,X,O
JTZLOIS,O,O,O,O,O,O,O
JTZLOSI,O,O,O,O,O,O,O
JTZSILO,O,O,O,O,O,X,O
JTZSIOL,O,O,O,O,O,X,X
JTZSLIO,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,X,X
JTZSOLI,O,O,O,O,O,X,X
JTZOILS,O,O,O,O,O,O,O
JTZOISL,O,O,O,O,O,X,X
JTZOLIS,O,O,O,O,O,O,O
JTZOLSI,O,O,O,O,O,O,O
JTZOSIL,O,O,O,O,O,X,X
JTZOSLI,O,O,O,O,O,X,X
JTOILSZ,O,X,O,O,O,O,O
JTOILZS,O,X,O,O,O,O,O
JTOISLZ,X,X,O,O,O,O,X
JTOISZL,X,O,O,O,O,X,X
JTOIZLS,O,O,O,O,O,O,O
JTOIZSL,O,O,O,O,O,X,O
JTOLISZ,O,X,O,O,O,O,O
JTOLIZS,O,X,O,O,O,O,O
JTOLSIZ,O,X,O,O,O,O,O
JTOLSZI,O,X,O,O,O,O,O
JTOLZIS,O,X,O,O,O,O,O
JTOLZSI,O,X,O,O,O,O,O
JTOSILZ,X,X,O,O,O,O,X
JTOSIZL,X,O,O,O,O,X,X
JTOSLIZ,X,X,O,O,O,O,X
JTOSLZI,X,X,O,O,O,O,X
JTOSZIL,X,O,O,O,O,X,X
JTOSZLI,X,O,O,O,O,X,X
JTOZILS,O,O,O,O,O,O,O
JTOZISL,O,O,O,O,O,X,O
JTOZLIS,O,O,O,O,O,O,O
JTOZLSI,O,O,O,O,O,O,O
JTOZSIL,O,O,O,O,O,X,O
JTOZSLI,O,O,O,O,O,X,O
JITLSZO,O,X,O,O,O,X,O
JITLSOZ,O,X,O,O,X,O,O
JITLZSO,O,X,O,O,O,X,O
JITLZOS,O,X,O,O,O,O,O
JITLOSZ,O,X,O,O,O,O,O
JITLOZS,O,X,O,O,O,O,O
JITSLZO,X,X,O,O,O,X,X
JITSLOZ,X,X,O,O,X,O,X
JITSZLO,X,O,O,O,O,X,X
JITSZOL,X,O,O,O,O,X,X
JITSOLZ,X,X,O,O,O,O,X
JITSOZL,X,O,O,O,O,X,X
JITZLSO,O,O,O,O,O,X,O
JITZLOS,O,O,O,O,O,O,O
JITZSLO,O,O,O,O,O,X,O
JITZSOL,O,O,O,O,O,X,X
JITZOLS,O,O,O,O,O,O,O
JITZOSL,O,O,O,O,O,X,X
JITOLSZ,O,X,O,O,O,O,O
JITOLZS,O,X,O,O,O,O,O
JITOSLZ,X,X,O,O,O,O,X
JITOSZL,X,O,O,O,O,X,X
JITOZLS,O,O,O,O,O,O,O
JITOZSL,O,O,O,O,O,X,O
JILTSZO,O,X,O,O,O,X,O
JILTSOZ,O,X,O,O,X,X,O
JILTZSO,O,X,O,O,O,X,O
JILTZOS,O,X,O,O,O,X,O
JILTOSZ,O,X,O,O,O,O,O
JILTOZS,O,X,O,O,O,X,O
JILSTZO,O,X,O,X,O,X,O
JILSTOZ,O,X,O,X,X,X,O
JILSZTO,O,X,O,X,O,X,O
JILSZOT,O,X,O,X,O,X,O
JILSOTZ,X,X,O,X,X,O,O
JILSOZT,O,X,O,X,X,O,O
JILZTSO,O,X,O,O,O,X,O
JILZTOS,O,X,O,O,O,X,O
JILZSTO,O,X,O,X,O,X,O
JILZSOT,O,X,O,O,O,X,O
JILZOTS,O,X,O,O,O,X,O
JILZOST,O,X,O,O,O,O,O
JILOTSZ,X,X,O,O,O,O,O
JILOTZS,X,X,O,O,O,X,O
JILOSTZ,X,X,O,X,O,O,O
JILOSZT,O,X,O,X,O,O,O
JILOZTS,O,X,O,O,O,X,O
JILOZST,O,X,O,O,O,O,O
JISTLZO,X,X,O,O,O,X,X
JISTLOZ,X,X,O,O,X,X,X
JISTZLO,X,O,O,O,O,X,X
JISTZOL,X,O,O,O,O,X,X
JISTOLZ,X,X,O,O,O,X,X
JISTOZL,X,O,O,O,O,X,X
JISLTZO,O,X,O,X,O,X,O
JISLTOZ,X,X,O,X,X,X,O
JISLZTO,O,X,O,X,O,X,O
JISLZOT,O,X,O,X,O,X,O
JISLOTZ,X,X,O,X,X,X,O
JISLOZT,O,X,O,X,X,X,O
JISZTLO,O,O,O,O,O,X,O
JISZTOL,O,O,O,O,O,X,X
JISZLTO,O,O,O,X,O,X,O
JISZLOT,O,O,O,O,O,X,O
JISZOTL,X,O,O,O,O,X,X
JISZOLT,X,O,O,O,O,X,X
JISOTLZ,X,X,O,O,O,X,X
JISOTZL,X,X,O,O,O,X,X
JISOLTZ,X,X,O,X,O,X,O
JISOLZT,X,X,O,X,O,X,O
JISOZTL,X,X,O,O,O,X,O
JISOZLT,X,X,O,O,O,X,O
JIZTLSO,O,O,O,O,O,X,O
JIZTLOS,O,O,O,O,O,X,O
JIZTSLO,O,O,O,O,O,X,O
JIZTSOL,O,O,O,O,O,X,X
JIZTOLS,O,O,O,O,O,X,O
JIZTOSL,O,O,O,O,O,X,O
JIZLTSO,O,O,O,O,O,X,O
JIZLTOS,O,O,O,O,O,X,O
JIZLSTO,O,O,O,X,O,X,O
JIZLSOT,O,O,O,O,O,X,O
JIZLOTS,O,X,O,O,O,X,O
JIZLOST,O,X,O,O,O,X,O
JIZSTLO,O,O,O,O,O,X,O
JIZSTOL,O,O,O,O,O,X,X
JIZSLTO,O,O,O,X,O,X,O
JIZSLOT,O,O,O,O,O,X,O
JIZSOTL,X,O,O,O,O,X,X
JIZSOLT,X,O,O,O,O,X,X
JIZOTLS,O,O,O,O,O,X,O
JIZOTSL,O,O,O,O,O,X,O
JIZOLTS,O,X,O,O,O,X,O
JIZOLST,O,X,O,O,O,X,O
JIZOSTL,X,O,O,O,O,X,O
JIZOSLT,X,O,O,O,O,X,O
JIOTLSZ,X,X,O,O,O,O,O
JIOTLZS,X,X,O,O,O,O,O
JIOTSLZ,X,X,O,O,O,O,X
JIOTSZL,X,X,O,O,O,X,X
JIOTZLS,X,X,O,O,O,O,O
JIOTZSL,X,X,O,O,O,X,O
JIOLTSZ,X,X,O,O,O,O,O
JIOLTZS,X,X,O,O,O,X,O
JIOLSTZ,X,X,O,X,O,O,O
JIOLSZT,O,X,O,X,O,O,O
JIOLZTS,O,X,O,O,O,X,O
JIOLZST,O,X,O,O,O,O,O
JIOSTLZ,X,X,O,O,O,X,X
JIOSTZL,X,X,O,O,O,X,X
JIOSLTZ,X,X,O,X,O,X,O
JIOSLZT,X,X,O,X,O,X,O
JIOSZTL,X,X,O,O,O,X,O
JIOSZLT,X,X,O,O,O,X,O
JIOZTLS,O,X,O,O,O,X,O
JIOZTSL,O,X,O,O,O,X,O
JIOZLTS,O,X,O,O,O,X,O
JIOZLST,O,X,O,O,O,X,O
JIOZSTL,X,X,O,O,O,X,O
JIOZSLT,X,X,O,O,O,X,O
JLTISZO,O,X,O,O,O,X,O
JLTISOZ,O,X,O,O,X,O,O
JLTIZSO,O,X,O,O,O,X,O
JLTIZOS,O,X,O,O,O,O,O
JLTIOSZ,O,X,O,O,O,O,O
JLTIOZS,O,X,O,O,O,O,O
JLTSIZO,O,X,O,O,O,X,O
JLTSIOZ,O,X,O,O,X,O,O
JLTSZIO,O,X,O,O,O,X,O
JLTSZOI,O,X,O,O,O,X,O
JLTSOIZ,O,X,O,O,X,O,O
JLTSOZI,O,X,O,O,X,O,O
JLTZISO,O,X,O,O,O,X,O
JLTZIOS,O,X,O,O,O,O,O
JLTZSIO,O,X,O,O,O,X,O
JLTZSOI,O,X,O,O,O,X,O
JLTZOIS,O,X,O,O,O,O,O
JLTZOSI,O,X,O,O,O,O,O
JLTOISZ,O,X,O,O,O,O,O
JLTOIZS,O,X,O,O,O,O,O
JLTOSIZ,O,X,O,O,O,O,O
JLTOSZI,O,X,O,O,O,O,O
JLTOZIS,O,X,O,O,O,O,O
JLTOZSI,O,X,O,O,O,O,O
JLITSZO,O,X,O,O,O,X,O
JLITSOZ,O,X,O,O,X,X,O
JLITZSO,O,X,O,O,O,X,O
JLITZOS,O,X,O,O,O,X,O
JLITOSZ,O,X,O,O,O,O,O
JLITOZS,O,X,O,O,O,X,O
JLISTZO,O,X,O,X,O,X,O
JLISTOZ,O,X,O,X,X,X,O
JLISZTO,O,X,O,X,O,X,O
JLISZOT,O,X,O,X,O,X,O
JLISOTZ,X,X,O,X,X,O,O
JLISOZT,O,X,O,X,X,O,O
JLIZTSO,O,X,O,O,O,X,O
JLIZTOS,O,X,O,O,O,X,O
JLIZSTO,O,X,O,X,O,X,O
JLIZSOT,O,X,O,O,O,X,O
JLIZOTS,O,X,O,O,O,X,O
JLIZOST,O,X,O,O,O,O,O
JLIOTSZ,X,X,O,O,O,O,O
JLIOTZS,X,X,O,O,O,X,O
JLIOSTZ,X,X,O,X,O,O,O
JLIOSZT,O,X,O,X,O,O,O
JLIOZTS,O,X,O,O,O,X,O
JLIOZST,O,X,O,O,O,O,O
JLSTIZO,O,X,O,X,O,X,O
JLSTIOZ,O,X,O,X,X,X,O
JLSTZIO,O,X,O,X,O,X,O
JLSTZOI,O,X,O,X,O,X,O
