sequence,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeR7IvhF3cB1iB?6jBzfBWmB0qB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeF7IvhF0cBxdB?flBGjBCmBzqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFRcB1iB?6jBWmBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeqAJvhFxdBzfB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhF0dB6jB?lhBRlB+lBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFxdBlhB?GjBUlBfrBCrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8JeWAJvhF0dB6jB?lhBRlBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFFcBxdB?3hBGjBUlBqqB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jez6IvhFqgBxdB?lhBGjBUlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFxdB0gB?lhBGjBTlBXrB,v115@zgA8IeA8IeA8EeC8AeB8BeI8BeE8Jeq/IvhFTbBXhB?xiBlhBGjB0qB
JSZOLIT,X,O,X,X,X,O,X,O,X,X,X
JSOTILZ,O,O,X,O,X,X,X,X,X,X,X
JSOTIZL,O,O,X,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,X,O,X,X,X,X,X,X,X
JSOTLZI,O,O,X,O,X,X,X,X,X,X,X
JSOTZIL,O,O,X,X,X,X,X,X,X,X,X
JSOTZLI,O,X,X,X,X,X,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X,X,X,X
JSOITZL,O,O,X,X,X,X,X,X,X,X,X
JSOILTZ,O,O,X,O,X,X,X,X,X,X,X
JSOILZT,X,O,X,X,X,X,X,X,X,X,X
JSOIZTL,O,O,X,X,X,X,X,X,X,X,X
JSOIZLT,X,O,X,X,X,X,X,O,X,X,X
JSOLTIZ,O,O,X,O,X,X,X,X,X,X,X
JSOLTZI,O,O,X,O,X,X,X,X,X,X,X
JSOLITZ,O,O,X,O,X,X,X,X,X,X,X
JSOLIZT,X,O,X,X,X,X,X,X,X,X,X
JSOLZTI,X,O,X,X,X,X,X,X,X,X,X
JSOLZIT,X,O,X,X,X,X,X,X,X,X,X
JSOZTIL,O,O,X,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,X,X
JSOZILT,X,O,X,X,X,X,X,O,X,X,X
JSOZLTI,X,O,X,X,X,X,X,O,X,X,X
JSOZLIT,X,O,X,X,X,X,X,O,X,X,X
JZTILSO,O,O,O,X,O,X,O,O,O,O,X
JZTILOS,O,X,O,O,O,X,O,O,O,O,X
JZTISLO,O,O,O,X,X,O,O,O,X,X,X
JZTISOL,O,O,O,X,X,O,X,X,X,X,X
JZTIOLS,O,X,O,O,O,X,O,O,X,X,X
JZTIOSL,O,X,O,X,X,O,X,X,X,X,X
JZTLISO,O,O,O,X,O,X,O,O,O,O,X
JZTLIOS,O,X,O,O,O,X,O,O,O,O,X
JZTLSIO,O,O,O,X,X,X,X,O,O,O,X
JZTLSOI,O,O,O,X,X,X,X,O,O,O,X
JZTLOIS,O,X,O,O,X,X,X,O,O,O,X
JZTLOSI,O,X,O,O,X,X,X,O,O,O,X
JZTSILO,O,O,O,X,X,O,X,O,X,X,X
JZTSIOL,O,O,O,X,X,O,X,X,X,X,X
JZTSLIO,O,O,O,X,X,O,X,O,X,X,X
JZTSLOI,O,O,O,X,X,O,X,O,X,X,X
JZTSOIL,O,O,O,X,X,O,X,X,X,X,X
JZTSOLI,O,X,O,X,X,O,X,X,X,X,X
JZTOILS,O,X,O,O,X,X,X,O,X,X,X
JZTOISL,O,X,O,X,X,O,X,X,X,X,X
JZTOLIS,O,X,O,O,X,X,X,O,X,X,X
JZTOLSI,O,X,O,O,X,X,X,O,X,X,X
JZTOSIL,O,X,O,X,X,O,X,X,X,X,X
JZTOSLI,O,X,O,X,X,O,X,X,X,X,X
JZITLSO,O,O,O,X,O,X,O,O,O,O,X
JZITLOS,O,X,O,O,O,X,O,O,O,O,X
JZITSLO,O,O,O,X,X,O,O,O,X,X,X
JZITSOL,O,O,O,X,X,O,X,X,X,X,X
JZITOLS,O,X,O,O,O,X,O,O,X,X,X
JZITOSL,O,X,O,X,X,O,X,X,X,X,X
JZILTSO,O,O,O,X,O,X,O,O,O,O,X
JZILTOS,O,X,O,O,O,X,O,O,O,O,X
JZILSTO,O,O,X,X,X,O,O,O,O,O,X
JZILSOT,X,O,X,X,X,O,X,O,O,X,O
JZILOTS,O,X,O,O,O,X,O,O,O,O,X
JZILOST,O,O,X,X,X,O,X,O,O,X,O
JZISTLO,O,O,O,X,X,O,O,O,X,X,X
JZISTOL,O,O,O,X,X,O,X,X,X,X,X
JZISLTO,O,O,X,X,X,O,O,O,X,X,X
JZISLOT,X,O,X,X,X,O,X,O,X,X,O
JZISOTL,O,O,O,X,X,O,X,X,X,X,X
JZISOLT,O,O,X,X,X,O,X,O,X,X,X
JZIOTLS,O,X,O,O,O,X,O,O,X,X,X
JZIOTSL,O,X,O,X,X,O,X,X,X,X,X
JZIOLTS,O,X,O,O,O,X,O,O,X,X,X
JZIOLST,O,O,X,X,X,O,X,O,X,X,X
JZIOSTL,O,O,O,X,X,O,X,X,X,X,X
JZIOSLT,O,O,X,X,X,O,X,O,X,X,X
JZLTISO,O,O,O,X,O,X,O,O,O,O,X
JZLTIOS,O,X,O,O,O,X,O,O,O,O,X
JZLTSIO,O,O,O,X,X,X,X,O,O,O,X
JZLTSOI,O,O,O,X,X,X,X,O,O,O,X
JZLTOIS,O,X,O,O,X,X,X,O,O,O,X
JZLTOSI,O,X,O,O,X,X,X,O,O,O,X
JZLITSO,O,O,O,X,O,X,O,O,O,O,X
JZLITOS,O,X,O,O,O,X,O,O,O,O,X
JZLISTO,O,O,X,X,X,O,O,O,O,O,X
JZLISOT,X,O,X,X,X,O,X,O,O,X,O
JZLIOTS,O,X,O,O,O,X,O,O,O,O,X
JZLIOST,O,O,X,X,X,O,X,O,O,X,O
JZLSTIO,O,O,O,X,X,O,X,O,O,O,X
JZLSTOI,O,O,O,X,X,O,X,O,O,O,X
JZLSITO,O,O,X,X,X,O,X,O,O,O,X
JZLSIOT,X,O,X,X,X,O,X,O,O,X,O
JZLSOTI,O,O,O,X,X,O,X,O,O,X,X
JZLSOIT,O,O,X,X,X,O,X,O,O,X,O
JZLOTIS,O,X,O,O,X,X,X,O,O,O,X
JZLOTSI,O,X,O,O,X,X,X,O,O,O,X
JZLOITS,O,X,O,O,X,X,X,O,O,O,X
JZLOIST,O,O,X,X,X,O,X,O,O,X,O
JZLOSTI,O,O,O,X,X,O,X,O,O,X,X
JZLOSIT,O,O,X,X,X,O,X,O,O,X,O
JZSTILO,O,O,O,X,X,O,X,O,X,X,X
JZSTIOL,O,O,O,X,X,O,X,X,X,X,X
JZSTLIO,O,O,O,X,X,O,X,O,X,X,X
JZSTLOI,O,O,O,X,X,O,X,O,X,X,X
JZSTOIL,O,O,O,X,X,O,X,X,X,X,X
JZSTOLI,O,X,O,X,X,O,X,X,X,X,X
JZSITLO,O,O,O,X,X,O,X,O,X,X,X
JZSITOL,O,O,O,X,X,O,X,X,X,X,X
JZSILTO,O,O,X,X,X,O,X,O,X,X,X
JZSILOT,X,O,X,X,X,O,X,O,X,X,O
JZSIOTL,O,O,O,X,X,O,X,X,X,X,X
JZSIOLT,O,O,X,X,X,O,X,O,X,X,X
JZSLTIO,O,O,O,X,X,O,X,O,X,X,X
JZSLTOI,O,O,O,X,X,O,X,O,X,X,X
JZSLITO,O,O,X,X,X,O,X,O,X,X,X
JZSLIOT,X,O,X,X,X,O,X,O,X,X,O
JZSLOTI,O,O,O,X,X,O,X,O,X,X,X
JZSLOIT,O,O,X,X,X,O,X,O,X,X,O
JZSOTIL,O,O,O,X,X,O,X,X,X,X,X
JZSOTLI,O,X,O,X,X,O,X,X,X,X,X
JZSOITL,O,O,O,X,X,O,X,X,X,X,X
JZSOILT,O,O,X,X,X,O,X,O,X,X,X
JZSOLTI,O,O,O,X,X,O,X,O,X,X,X
JZSOLIT,O,O,X,X,X,O,X,O,X,X,X
JZOTILS,O,X,O,O,X,X,X,O,X,X,X
JZOTISL,O,X,O,X,X,O,X,X,X,X,X
JZOTLIS,O,X,O,O,X,X,X,O,X,X,X
JZOTLSI,O,X,O,O,X,X,X,O,X,X,X
JZOTSIL,O,X,O,X,X,O,X,X,X,X,X
JZOTSLI,O,X,O,X,X,O,X,X,X,X,X
JZOITLS,O,X,O,O,X,X,X,O,X,X,X
JZOITSL,O,X,O,X,X,O,X,X,X,X,X
JZOILTS,O,X,O,O,X,X,X,O,X,X,X
JZOILST,O,O,X,X,X,O,X,O,X,X,X
JZOISTL,O,O,O,X,X,O,X,X,X,X,X
JZOISLT,O,O,X,X,X,O,X,O,X,X,X
JZOLTIS,O,X,O,O,X,X,X,O,X,X,X
JZOLTSI,O,X,O,O,X,X,X,O,X,X,X
JZOLITS,O,X,O,O,X,X,X,O,X,X,X
JZOLIST,O,O,X,X,X,O,X,O,X,X,X
JZOLSTI,O,O,O,X,X,O,X,O,X,X,X
JZOLSIT,O,O,X,X,X,O,X,O,X,X,X
JZOSTIL,O,O,O,X,X,O,X,X,X,X,X
JZOSTLI,O,X,O,X,X,O,X,X,X,X,X
JZOSITL,O,O,O,X,X,O,X,X,X,X,X
JZOSILT,O,O,X,X,X,O,X,O,X,X,X
JZOSLTI,O,O,O,X,X,O,X,O,X,X,X
JZOSLIT,O,O,X,X,X,O,X,O,X,X,X
JOTILSZ,O,X,X,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,O,X,X,X,X,O,O,X
JOTISLZ,O,X,X,O,X,X,X,X,X,X,X
JOTISZL,O,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,X,O,O,X,X,X,X,X,X,X
JOTIZSL,O,X,O,X,X,X,X,X,X,X,X
JOTLISZ,O,X,X,O,X,X,X,X,X,X,X
JOTLIZS,O,X,O,O,X,X,X,X,O,O,X
JOTLSIZ,O,X,X,O,X,X,X,X,X,X,X
JOTLSZI,O,X,X,O,X,X,X,X,X,X,X
JOTLZIS,O,X,O,O,X,X,X,X,O,O,X
JOTLZSI,O,X,O,O,X,X,X,X,O,O,X
JOTSILZ,O,X,X,O,X,X,X,X,X,X,X
JOTSIZL,O,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,X,X,O,X,X,X,X,X,X,X
JOTSLZI,O,X,X,O,X,X,X,X,X,X,X
JOTSZIL,O,X,X,X,X,X,X,X,X,X,X
JOTSZLI,O,X,X,X,X,X,X,X,X,X,X
JOTZILS,O,X,O,O,X,X,X,X,X,X,X
JOTZISL,O,X,O,X,X,X,X,X,X,X,X
JOTZLIS,O,X,O,O,X,X,X,X,X,X,X
JOTZLSI,O,X,O,O,X,X,X,X,X,X,X
JOTZSIL,O,X,O,X,X,X,X,X,X,X,X
JOTZSLI,O,X,O,X,X,X,X,X,X,X,X
JOITLSZ,O,X,X,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,O,X,X,X,X,O,O,X
JOITSLZ,O,X,X,O,X,X,X,X,X,X,X
JOITSZL,O,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,X,O,O,X,X,X,X,X,X,X
JOITZSL,O,X,O,X,X,X,X,X,X,X,X
JOILTSZ,O,X,X,O,X,X,X,X,X,X,X
JOILTZS,O,X,X,O,X,X,X,X,O,O,X
JOILSTZ,O,O,X,O,X,X,X,X,X,X,X
JOILSZT,X,O,X,X,X,X,X,X,X,X,X
JOILZTS,O,X,X,O,X,X,X,X,O,O,X
JOILZST,O,O,X,X,X,X,X,X,O,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X,X,X,X
JOISLZT,X,O,X,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,X,X,X,X,X
JOISZLT,X,O,X,X,X,X,X,O,X,X,X
JOIZTLS,O,X,O,O,X,X,X,O,X,X,X
JOIZTSL,O,X,O,X,X,O,X,X,X,X,X
JOIZLTS,O,X,O,O,X,X,X,O,X,X,X
JOIZLST,O,O,X,X,X,O,X,O,X,X,X
JOIZSTL,O,O,O,X,X,O,X,X,X,X,X
JOIZSLT,O,O,X,X,X,O,X,O,X,X,X
JOLTISZ,O,X,X,O,X,X,X,X,X,X,X
JOLTIZS,O,X,O,O,X,X,X,X,O,O,X
JOLTSIZ,O,X,X,O,X,X,X,X,X,X,X
JOLTSZI,O,X,X,O,X,X,X,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X,O,O,X
JOLTZSI,O,X,O,O,X,X,X,X,O,O,X
JOLITSZ,O,X,X,O,X,X,X,X,X,X,X
JOLITZS,O,X,X,O,X,X,X,X,O,O,X
JOLISTZ,O,O,X,O,X,X,X,X,X,X,X
JOLISZT,X,O,X,X,X,X,X,X,X,X,X
JOLIZTS,O,X,X,O,X,X,X,X,O,O,X
JOLIZST,O,O,X,X,X,X,X,X,O,X,X
JOLSTIZ,O,O,X,O,X,X,X,X,X,X,X
JOLSTZI,O,O,X,O,X,X,X,X,X,X,X
JOLSITZ,O,O,X,O,X,X,X,X,X,X,X
JOLSIZT,X,O,X,X,X,X,X,X,X,X,X
JOLSZTI,X,O,X,X,X,X,X,X,X,X,X
JOLSZIT,X,O,X,X,X,X,X,X,X,X,X
JOLZTIS,O,X,O,O,X,X,X,X,O,O,X
JOLZTSI,O,X,O,O,X,X,X,X,O,O,X
JOLZITS,O,X,O,O,X,X,X,X,O,O,X
JOLZIST,O,O,X,X,X,X,X,X,O,X,X
JOLZSTI,O,O,O,X,X,X,X,X,O,X,X
JOLZSIT,O,O,X,X,X,X,X,X,O,X,X
JOSTILZ,O,O,X,O,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,X,X,X,X,X,X
JOSTLZI,O,O,X,O,X,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,X,X,X,X,X
JOSTZLI,O,X,X,X,X,X,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,X,X,X,X
JOSILZT,X,O,X,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X
JOSIZLT,X,O,X,X,X,X,X,O,X,X,X
JOSLTIZ,O,O,X,O,X,X,X,X,X,X,X
JOSLTZI,O,O,X,O,X,X,X,X,X,X,X
JOSLITZ,O,O,X,O,X,X,X,X,X,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X,X,X
JOSLZTI,X,O,X,X,X,X,X,X,X,X,X
JOSLZIT,X,O,X,X,X,X,X,X,X,X,X
JOSZTIL,O,O,X,X,X,X,X,X,X,X,X
JOSZTLI,O,X,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,X
JOSZILT,X,O,X,X,X,X,X,O,X,X,X
JOSZLTI,X,O,X,X,X,X,X,O,X,X,X
JOSZLIT,X,O,X,X,X,X,X,O,X,X,X
JOZTILS,O,X,O,O,X,X,X,O,X,X,X
JOZTISL,O,X,O,X,X,O,X,X,X,X,X
JOZTLIS,O,X,O,O,X,X,X,O,X,X,X
JOZTLSI,O,X,O,O,X,X,X,O,X,X,X
JOZTSIL,O,X,O,X,X,O,X,X,X,X,X
JOZTSLI,O,X,O,X,X,O,X,X,X,X,X
JOZITLS,O,X,O,O,X,X,X,O,X,X,X
JOZITSL,O,X,O,X,X,O,X,X,X,X,X
JOZILTS,O,X,O,O,X,X,X,O,X,X,X
JOZILST,O,O,X,X,X,O,X,O,X,X,X
JOZISTL,O,O,O,X,X,O,X,X,X,X,X
JOZISLT,O,O,X,X,X,O,X,O,X,X,X
JOZLTIS,O,X,O,O,X,X,X,O,X,X,X
JOZLTSI,O,X,O,O,X,X,X,O,X,X,X
JOZLITS,O,X,O,O,X,X,X,O,X,X,X
JOZLIST,O,O,X,X,X,O,X,O,X,X,X
JOZLSTI,O,O,O,X,X,O,X,O,X,X,X
JOZLSIT,O,O,X,X,X,O,X,O,X,X,X
JOZSTIL,O,O,O,X,X,O,X,X,X,X,X
JOZSTLI,O,X,O,X,X,O,X,X,X,X,X
JOZSITL,O,O,O,X,X,O,X,X,X,X,X
JOZSILT,O,O,X,X,X,O,X,O,X,X,X
JOZSLTI,O,O,O,X,X,O,X,O,X,X,X
JOZSLIT,O,O,X,X,X,O,X,O,X,X,X
STILJZO,O,O,O,X,O,X,O,X,X,X,X
STILJOZ,O,O,X,X,O,X,X,X,X,X,X
STILZJO,O,O,O,X,O,X,O,X,X,X,X
STILZOJ,O,O,O,X,O,X,X,X,X,X,X
STILOJZ,O,X,X,X,O,X,X,X,X,X,O
STILOZJ,O,X,X,X,O,X,X,X,X,X,O
STIJLZO,O,O,O,X,X,X,O,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,X,X,O,X,X,X,X
STIJZOL,X,O,O,X,X,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,O,O,X,O,X,O,O,X,X,X
STIZLOJ,O,O,O,X,O,X,X,O,X,X,X
STIZJLO,X,O,O,X,X,X,O,X,X,X,X
STIZJOL,X,O,O,X,X,X,X,X,X,X,X
STIZOLJ,X,O,O,X,O,X,X,X,X,X,X
STIZOJL,X,O,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,X,O,X,X,X,X,X,X
STIOLZJ,O,X,X,X,O,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,X,O,X,O,X,X,X,X
STLIJOZ,O,O,X,X,O,X,X,X,X,X,X
STLIZJO,O,O,O,X,O,X,O,X,X,X,X
STLIZOJ,O,O,O,X,O,X,X,X,X,X,X
STLIOJZ,O,X,X,X,O,X,X,X,X,X,O
STLIOZJ,O,X,X,X,O,X,X,X,X,X,O
STLJIZO,O,O,O,X,X,X,X,X,O,O,X
STLJIOZ,O,O,X,O,X,X,X,X,X,X,X
STLJZIO,O,O,O,X,X,X,X,X,O,O,X
STLJZOI,O,O,O,X,X,X,X,X,O,O,X
STLJOIZ,O,O,X,O,X,X,X,X,X,X,X
STLJOZI,O,O,X,O,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,O,X,O,X,X,X,X
STLZIOJ,O,O,O,X,O,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,X,X,X,O,O,X
STLZJOI,O,O,O,X,X,X,X,X,O,O,X
STLZOIJ,O,O,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,X,X,X,X,X,O,X,X
STLOIJZ,O,X,X,X,X,X,X,X,X,X,O
STLOIZJ,O,X,X,X,X,X,X,X,X,X,O
STLOJIZ,O,O,X,O,X,X,X,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,O,X,X,X,X,X,O,O,X
STJILOZ,O,O,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,O,X,X,X
STJIZOL,X,O,O,X,X,X,X,X,X,X,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,X,X,X,X,O,O,X
STJLIOZ,O,O,X,O,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,X,X,X,O,O,X
STJLZOI,O,O,O,X,X,X,X,X,O,O,X
STJLOIZ,O,O,X,O,X,X,X,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,X,X,O,X,X,X
STJZIOL,X,O,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,X,X,X,O,X,X,X
STJZLOI,O,O,O,X,X,X,X,O,X,X,X
STJZOIL,O,O,O,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X,X,X,X
STJOLZI,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,O,X,O,X,O,O,X,X,X
STZILOJ,O,O,O,X,O,X,X,O,X,X,X
STZIJLO,O,O,O,X,X,X,O,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,O,X,X,X,X,X,X
STZIOJL,O,O,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,O,O,X,X,X
STZLIOJ,O,O,O,X,O,X,X,O,X,X,X
STZLJIO,O,O,O,X,X,X,X,O,X,X,X
STZLJOI,O,O,O,X,X,X,X,O,X,X,X
STZLOIJ,O,O,O,X,X,X,X,O,X,X,X
STZLOJI,O,O,O,X,X,X,X,O,X,X,X
STZJILO,O,O,O,X,X,X,X,O,X,X,X
STZJIOL,O,O,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,O,X,X,X,X,O,X,X,X
STZJLOI,O,O,O,X,X,X,X,O,X,X,X
STZJOIL,O,O,O,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,X,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X,X,X,X
STZOIJL,O,O,X,X,X,X,X,X,X,X,X
STZOLIJ,O,X,O,X,X,X,X,X,X,X,X
STZOLJI,O,X,O,X,X,X,X,X,X,X,X
STZOJIL,O,O,O,X,X,X,X,X,X,X,X
STZOJLI,O,X,O,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,X,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,O,X,X,X,X,X,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,O,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,O,X,X,X,X,X,X,X
STOJLZI,O,O,X,O,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X,X,X,X
STOZIJL,O,O,X,X,X,X,X,X,X,X,X
STOZLIJ,O,X,X,X,X,X,X,X,X,X,X
STOZLJI,O,X,X,X,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,O,X,X,O,X,O,X,X,X,X
SITLJOZ,X,O,X,X,O,X,X,X,X,X,X
SITLZJO,X,O,X,X,O,X,O,X,X,X,X
SITLZOJ,X,O,X,X,O,X,X,X,X,X,X
SITLOJZ,X,X,X,X,O,X,X,X,X,X,O
SITLOZJ,X,X,X,X,O,X,X,X,X,X,O
SITJLZO,X,O,X,X,X,X,O,X,X,X,X
SITJLOZ,X,O,X,X,X,X,X,X,X,X,X
SITJZLO,X,O,X,X,X,X,O,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X,X,X
SITJOLZ,X,O,X,X,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X
SITZLJO,X,O,X,X,O,X,O,O,X,X,X
SITZLOJ,X,O,X,X,O,X,X,O,X,X,X
SITZJLO,X,O,X,X,X,X,O,X,X,X,X
SITZJOL,X,O,X,X,X,X,X,X,X,X,X
SITZOLJ,X,O,X,X,O,X,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,X,X,X,X,X
SITOLJZ,X,X,X,X,O,X,X,X,X,X,X
SITOLZJ,X,X,X,X,O,X,X,X,X,X,X
SITOJLZ,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,O,X,X,O,X,O,X,X,X,X
SILTJOZ,X,O,X,X,O,X,X,X,X,X,X
SILTZJO,X,O,X,X,O,X,O,X,X,X,X
SILTZOJ,X,O,X,X,O,X,X,X,X,X,X
SILTOJZ,X,X,X,X,O,X,X,X,X,X,O
SILTOZJ,X,X,X,X,O,X,X,X,X,X,O
SILJTZO,X,O,X,X,X,X,O,X,X,X,X
SILJTOZ,X,O,X,X,X,X,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,O,X,X,X,X
SILJZOT,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X,X,O
SILJOZT,X,O,X,X,X,X,X,X,X,X,O
SILZTJO,X,O,X,X,O,X,O,O,X,X,X
SILZTOJ,X,O,X,X,O,X,X,O,X,X,O
SILZJTO,X,O,X,X,X,X,O,O,X,X,X
SILZJOT,X,O,X,X,X,X,X,O,X,X,O
SILZOTJ,X,O,X,X,O,X,X,O,X,X,O
SILZOJT,X,X,X,X,X,X,X,O,X,X,O
SILOTJZ,X,X,X,X,O,X,X,X,X,X,O
SILOTZJ,X,X,X,X,O,X,X,X,X,X,O
SILOJTZ,X,X,X,X,X,X,X,X,X,X,O
SILOJZT,X,X,X,X,X,X,X,X,X,X,O
SILOZTJ,X,X,X,X,O,X,X,X,X,X,O
SILOZJT,X,X,X,X,X,X,X,X,X,X,O
SIJTLZO,X,O,X,X,X,X,O,X,X,X,X
SIJTLOZ,X,O,X,X,X,X,X,X,X,X,X
SIJTZLO,X,O,X,X,X,X,O,O,X,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,X,X,X,X,X
SIJLZTO,X,O,X,X,X,X,O,O,X,X,X
SIJLZOT,X,O,X,X,X,X,X,O,X,X,X
SIJLOTZ,X,O,X,X,X,X,X,X,X,X,O
SIJLOZT,X,O,X,X,X,X,X,X,X,X,O
SIJZTLO,X,O,X,X,X,X,O,O,X,X,X
SIJZTOL,X,O,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,X,X,X,O,O,X,X,X
SIJZLOT,X,O,X,X,X,X,X,O,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,X,O,X,X,X
