sequence,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBTeBCiB2rBln?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFmcBqiBTeBFhB3m?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcB8hBSjB2rBln?BzsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFXcBcjBTmB6sBFn?BmsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFTeBFhB0iB3mBmm?BqsB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFeiBCeBFhBXjBTm?B0sB,v115@9gC8GeD8EeE8DeI8BeA8Jex6IvhFcjBFhB6nB3mBmm?BzsB
ZTLSIOJ,X,O,X,X,X,X,O
ZTLSJIO,X,O,X,X,X,O,O
ZTLSJOI,X,O,X,X,X,O,O
ZTLSOIJ,X,O,X,X,X,X,O
ZTLSOJI,X,O,X,X,X,X,O
ZTLOIJS,X,O,X,O,X,X,X
ZTLOISJ,X,O,X,O,O,X,X
ZTLOJIS,X,O,X,O,X,X,X
ZTLOJSI,X,O,X,O,X,X,X
ZTLOSIJ,X,O,X,O,O,X,X
ZTLOSJI,X,O,X,O,O,X,X
ZTJILSO,O,O,O,X,X,O,X
ZTJILOS,O,O,O,X,X,X,X
ZTJISLO,O,O,O,X,X,O,O
ZTJISOL,O,O,O,X,X,O,X
ZTJIOLS,O,O,O,X,X,X,X
ZTJIOSL,O,X,O,X,O,O,X
ZTJLISO,O,O,O,X,X,O,X
ZTJLIOS,O,O,O,X,X,X,X
ZTJLSIO,O,O,O,X,X,O,X
ZTJLSOI,O,O,O,X,X,O,X
ZTJLOIS,O,O,O,X,X,X,X
ZTJLOSI,O,O,O,X,X,X,X
ZTJSILO,O,O,O,X,X,O,O
ZTJSIOL,O,O,O,X,X,O,X
ZTJSLIO,O,O,O,X,X,O,O
ZTJSLOI,O,O,O,X,X,O,O
ZTJSOIL,O,O,O,X,X,O,X
ZTJSOLI,O,O,O,X,X,O,X
ZTJOILS,O,O,O,X,X,X,X
ZTJOISL,O,X,O,X,O,O,X
ZTJOLIS,O,O,O,X,X,X,X
ZTJOLSI,O,O,O,X,X,X,X
ZTJOSIL,O,X,O,X,O,O,X
ZTJOSLI,O,X,O,X,O,O,X
ZTSILJO,X,O,X,X,X,O,O
ZTSILOJ,X,O,X,X,O,X,O
ZTSIJLO,X,O,X,X,X,O,O
ZTSIJOL,X,O,X,X,O,O,X
ZTSIOLJ,X,O,X,O,O,X,O
ZTSIOJL,X,O,X,X,O,O,X
ZTSLIJO,X,O,X,X,X,O,O
ZTSLIOJ,X,O,X,X,O,X,O
ZTSLJIO,X,O,X,X,X,O,O
ZTSLJOI,X,O,X,X,X,O,O
ZTSLOIJ,X,O,X,X,O,X,O
ZTSLOJI,X,O,X,X,O,X,O
ZTSJILO,X,O,X,X,X,O,O
ZTSJIOL,X,O,X,X,O,O,X
ZTSJLIO,X,O,X,X,X,O,O
ZTSJLOI,X,O,X,X,X,O,O
ZTSJOIL,X,O,X,X,O,O,X
ZTSJOLI,X,O,X,X,O,O,X
ZTSOILJ,X,O,X,O,O,X,O
ZTSOIJL,X,O,X,X,O,O,X
ZTSOLIJ,X,O,X,O,O,X,O
ZTSOLJI,X,O,X,O,O,X,O
ZTSOJIL,X,O,X,X,O,O,X
ZTSOJLI,X,O,X,X,O,O,X
ZTOILJS,X,O,X,O,X,X,X
ZTOILSJ,X,O,X,O,O,X,X
ZTOIJLS,O,O,X,X,X,X,X
ZTOIJSL,O,X,X,X,O,O,X
ZTOISLJ,X,O,X,O,O,X,O
ZTOISJL,X,O,X,X,O,O,X
ZTOLIJS,X,O,X,O,X,X,X
ZTOLISJ,X,O,X,O,O,X,X
ZTOLJIS,X,O,X,O,X,X,X
ZTOLJSI,X,O,X,O,X,X,X
ZTOLSIJ,X,O,X,O,O,X,X
ZTOLSJI,X,O,X,O,O,X,X
ZTOJILS,O,O,X,X,X,X,X
ZTOJISL,O,X,X,X,O,O,X
ZTOJLIS,O,O,X,X,X,X,X
ZTOJLSI,O,O,X,X,X,X,X
ZTOJSIL,O,X,X,X,O,O,X
ZTOJSLI,O,X,X,X,O,O,X
ZTOSILJ,X,O,X,O,O,X,O
ZTOSIJL,X,O,X,X,O,O,X
ZTOSLIJ,X,O,X,O,O,X,O
ZTOSLJI,X,O,X,O,O,X,O
ZTOSJIL,X,O,X,X,O,O,X
ZTOSJLI,X,O,X,X,O,O,X
ZITLJSO,X,O,O,X,X,O,X
ZITLJOS,X,O,O,X,X,X,X
ZITLSJO,X,O,X,X,X,O,O
ZITLSOJ,X,O,X,X,X,X,O
ZITLOJS,X,O,X,O,X,X,X
ZITLOSJ,X,O,X,O,O,X,X
ZITJLSO,O,O,O,X,X,O,X
ZITJLOS,O,O,O,X,X,X,X
ZITJSLO,O,O,O,X,X,O,O
ZITJSOL,O,O,O,X,X,O,X
ZITJOLS,O,O,O,X,X,X,X
ZITJOSL,O,X,O,X,O,O,X
ZITSLJO,X,O,X,X,X,O,O
ZITSLOJ,X,O,X,X,O,X,O
ZITSJLO,X,O,X,X,X,O,O
ZITSJOL,X,O,X,X,O,O,X
ZITSOLJ,X,O,X,O,O,X,O
ZITSOJL,X,O,X,X,O,O,X
ZITOLJS,X,O,X,O,X,X,X
ZITOLSJ,X,O,X,O,O,X,X
ZITOJLS,O,O,X,X,X,X,X
ZITOJSL,O,X,X,X,O,O,X
ZITOSLJ,X,O,X,O,O,X,O
ZITOSJL,X,O,X,X,O,O,X
ZILTJSO,X,O,O,X,X,O,X
ZILTJOS,X,O,O,X,X,X,X
ZILTSJO,X,O,X,X,X,O,O
ZILTSOJ,X,O,X,X,X,X,O
ZILTOJS,X,O,X,O,X,X,X
ZILTOSJ,X,O,X,O,O,X,X
ZILJTSO,X,O,O,X,X,O,X
ZILJTOS,X,O,X,X,X,X,X
ZILJSTO,X,O,O,X,X,O,X
ZILJSOT,X,O,O,X,X,O,X
ZILJOTS,X,O,X,O,X,X,X
ZILJOST,X,O,O,O,X,X,X
ZILSTJO,X,O,X,X,X,O,O
ZILSTOJ,X,O,X,X,O,X,O
ZILSJTO,X,O,O,X,X,O,O
ZILSJOT,X,O,O,X,X,O,X
ZILSOTJ,X,O,X,O,O,X,O
ZILSOJT,X,O,X,O,X,O,X
ZILOTJS,X,O,X,O,X,X,X
ZILOTSJ,X,O,X,O,O,X,X
ZILOJTS,X,O,X,O,X,X,X
ZILOJST,X,O,X,O,X,X,X
ZILOSTJ,X,O,X,O,O,X,X
ZILOSJT,X,O,X,O,X,X,X
ZIJTLSO,O,O,O,X,X,O,X
ZIJTLOS,O,O,O,X,X,X,X
ZIJTSLO,O,O,O,X,X,O,O
ZIJTSOL,O,X,O,X,X,O,X
ZIJTOLS,O,O,O,X,X,X,X
ZIJTOSL,O,X,O,X,O,O,X
ZIJLTSO,X,O,O,X,X,O,X
ZIJLTOS,X,O,O,X,X,X,X
ZIJLSTO,X,O,O,X,X,O,X
ZIJLSOT,O,O,O,X,X,O,X
ZIJLOTS,X,O,X,O,X,X,X
ZIJLOST,O,O,O,O,X,X,X
ZIJSTLO,O,O,O,X,X,O,O
ZIJSTOL,O,O,O,X,O,O,X
ZIJSLTO,X,O,O,X,X,O,O
ZIJSLOT,O,O,O,X,X,O,X
ZIJSOTL,O,O,O,X,O,O,X
ZIJSOLT,O,O,O,O,X,O,X
ZIJOTLS,O,O,O,X,X,X,X
ZIJOTSL,O,X,O,X,O,O,X
ZIJOLTS,X,O,X,O,X,X,X
ZIJOLST,O,O,O,O,X,X,X
ZIJOSTL,O,O,O,X,O,O,X
ZIJOSLT,O,O,O,O,X,O,X
ZISTLJO,X,O,X,X,X,O,O
ZISTLOJ,X,O,X,X,O,X,O
ZISTJLO,X,O,X,X,X,O,O
ZISTJOL,X,O,X,X,O,O,X
ZISTOLJ,X,O,X,O,O,X,O
ZISTOJL,X,O,X,X,O,O,X
ZISLTJO,X,O,X,X,X,O,O
ZISLTOJ,X,O,X,X,O,X,O
ZISLJTO,X,O,O,X,X,O,O
ZISLJOT,X,O,O,X,X,O,X
ZISLOTJ,X,O,X,O,O,X,O
ZISLOJT,X,O,X,O,X,O,X
ZISJTLO,O,O,O,X,X,O,O
ZISJTOL,O,O,O,X,O,O,X
ZISJLTO,X,O,O,X,X,O,O
ZISJLOT,O,O,O,X,X,O,X
ZISJOTL,O,O,O,X,O,O,X
ZISJOLT,O,O,O,O,X,O,X
ZISOTLJ,X,O,X,O,O,X,O
ZISOTJL,X,O,X,X,O,O,X
ZISOLTJ,X,O,X,O,O,X,O
ZISOLJT,X,O,X,O,X,O,X
ZISOJTL,O,O,X,X,O,O,X
ZISOJLT,O,O,X,O,X,O,X
ZIOTLJS,X,O,X,O,X,X,X
ZIOTLSJ,X,O,X,O,O,X,X
ZIOTJLS,O,O,X,X,X,X,X
ZIOTJSL,O,X,X,X,O,O,X
ZIOTSLJ,X,O,X,O,O,X,O
ZIOTSJL,X,O,X,X,O,O,X
ZIOLTJS,X,O,X,O,X,X,X
ZIOLTSJ,X,O,X,O,O,X,X
ZIOLJTS,X,O,X,O,X,X,X
ZIOLJST,X,O,X,O,X,X,X
ZIOLSTJ,X,O,X,O,O,X,X
ZIOLSJT,X,O,X,O,X,X,X
ZIOJTLS,O,O,X,X,X,X,X
ZIOJTSL,O,X,X,X,O,O,X
ZIOJLTS,X,O,X,O,X,X,X
ZIOJLST,O,O,X,O,X,X,X
ZIOJSTL,O,O,X,X,O,O,X
ZIOJSLT,O,O,X,O,X,O,X
ZIOSTLJ,X,O,X,O,O,X,O
ZIOSTJL,X,O,X,X,O,O,X
ZIOSLTJ,X,O,X,O,O,X,O
ZIOSLJT,X,O,X,O,X,O,X
ZIOSJTL,O,O,X,X,O,O,X
ZIOSJLT,O,O,X,O,X,O,X
ZLTIJSO,X,O,O,X,X,O,X
ZLTIJOS,X,O,O,X,X,X,X
ZLTISJO,X,O,X,X,X,O,O
ZLTISOJ,X,O,X,X,X,X,O
ZLTIOJS,X,O,X,O,X,X,X
ZLTIOSJ,X,O,X,O,O,X,X
ZLTJISO,X,O,O,X,X,O,X
ZLTJIOS,X,O,O,X,X,X,X
ZLTJSIO,X,O,O,X,X,O,X
ZLTJSOI,X,O,O,X,X,O,X
ZLTJOIS,X,O,O,X,X,X,X
ZLTJOSI,X,O,O,X,X,X,X
ZLTSIJO,X,O,X,X,X,O,O
ZLTSIOJ,X,O,X,X,X,X,O
ZLTSJIO,X,O,X,X,X,O,O
ZLTSJOI,X,O,X,X,X,O,O
ZLTSOIJ,X,O,X,X,X,X,O
ZLTSOJI,X,O,X,X,X,X,O
ZLTOIJS,X,O,X,O,X,X,X
ZLTOISJ,X,O,X,O,O,X,X
ZLTOJIS,X,O,X,O,X,X,X
ZLTOJSI,X,O,X,O,X,X,X
ZLTOSIJ,X,O,X,O,O,X,X
ZLTOSJI,X,O,X,O,O,X,X
ZLITJSO,X,O,O,X,X,O,X
ZLITJOS,X,O,O,X,X,X,X
ZLITSJO,X,O,X,X,X,O,O
ZLITSOJ,X,O,X,X,X,X,O
ZLITOJS,X,O,X,O,X,X,X
ZLITOSJ,X,O,X,O,O,X,X
ZLIJTSO,X,O,O,X,X,O,X
ZLIJTOS,X,O,X,X,X,X,X
ZLIJSTO,X,O,O,X,X,O,X
ZLIJSOT,X,O,O,X,X,O,X
ZLIJOTS,X,O,X,O,X,X,X
ZLIJOST,X,O,O,O,X,X,X
ZLISTJO,X,O,X,X,X,O,O
ZLISTOJ,X,O,X,X,O,X,O
ZLISJTO,X,O,O,X,X,O,O
ZLISJOT,X,O,O,X,X,O,X
ZLISOTJ,X,O,X,O,O,X,O
ZLISOJT,X,O,X,O,X,O,X
ZLIOTJS,X,O,X,O,X,X,X
ZLIOTSJ,X,O,X,O,O,X,X
ZLIOJTS,X,O,X,O,X,X,X
ZLIOJST,X,O,X,O,X,X,X
ZLIOSTJ,X,O,X,O,O,X,X
ZLIOSJT,X,O,X,O,X,X,X
ZLJTISO,X,O,O,X,X,O,X
ZLJTIOS,X,O,X,X,X,X,X
ZLJTSIO,X,O,O,X,X,O,X
ZLJTSOI,X,O,O,X,X,O,X
ZLJTOIS,X,O,X,X,X,X,X
ZLJTOSI,X,O,X,X,X,X,X
ZLJITSO,X,O,O,X,X,O,X
ZLJITOS,X,O,X,X,X,X,X
ZLJISTO,X,O,O,X,X,O,X
ZLJISOT,X,O,O,X,X,O,X
ZLJIOTS,X,O,X,O,X,X,X
ZLJIOST,X,O,O,O,X,X,X
ZLJSTIO,X,O,O,X,X,O,X
ZLJSTOI,X,O,O,X,X,O,X
ZLJSITO,X,O,O,X,X,O,X
ZLJSIOT,X,O,O,X,X,O,X
ZLJSOTI,X,O,O,X,X,O,X
ZLJSOIT,X,O,O,X,X,O,X
ZLJOTIS,X,O,X,O,X,X,X
ZLJOTSI,X,O,X,O,X,X,X
ZLJOITS,X,O,X,O,X,X,X
ZLJOIST,X,O,O,O,X,X,X
ZLJOSTI,X,O,O,O,X,X,X
ZLJOSIT,X,O,O,O,X,X,X
ZLSTIJO,X,O,X,X,X,O,O
ZLSTIOJ,X,O,X,X,O,X,O
ZLSTJIO,X,O,X,X,X,O,O
ZLSTJOI,X,O,X,X,X,O,O
ZLSTOIJ,X,O,X,X,O,X,O
ZLSTOJI,X,O,X,X,O,X,O
ZLSITJO,X,O,X,X,X,O,O
ZLSITOJ,X,O,X,X,O,X,O
ZLSIJTO,X,O,O,X,X,O,O
ZLSIJOT,X,O,O,X,X,O,X
ZLSIOTJ,X,O,X,O,O,X,O
ZLSIOJT,X,O,X,O,X,O,X
ZLSJTIO,X,O,O,X,X,O,O
ZLSJTOI,X,O,O,X,X,O,O
ZLSJITO,X,O,O,X,X,O,O
ZLSJIOT,X,O,O,X,X,O,X
ZLSJOTI,X,O,O,X,X,O,X
ZLSJOIT,X,O,O,X,X,O,X
ZLSOTIJ,X,O,X,O,O,X,O
ZLSOTJI,X,O,X,O,O,X,O
ZLSOITJ,X,O,X,O,O,X,O
ZLSOIJT,X,O,X,O,X,O,X
ZLSOJTI,X,O,X,O,X,O,X
ZLSOJIT,X,O,X,O,X,O,X
ZLOTIJS,X,O,X,O,X,X,X
ZLOTISJ,X,O,X,O,O,X,X
ZLOTJIS,X,O,X,O,X,X,X
ZLOTJSI,X,O,X,O,X,X,X
ZLOTSIJ,X,O,X,O,O,X,X
ZLOTSJI,X,O,X,O,O,X,X
ZLOITJS,X,O,X,O,X,X,X
ZLOITSJ,X,O,X,O,O,X,X
ZLOIJTS,X,O,X,O,X,X,X
ZLOIJST,X,O,X,O,X,X,X
ZLOISTJ,X,O,X,O,O,X,X
ZLOISJT,X,O,X,O,X,X,X
ZLOJTIS,X,O,X,O,X,X,X
ZLOJTSI,X,O,X,O,X,X,X
ZLOJITS,X,O,X,O,X,X,X
ZLOJIST,X,O,X,O,X,X,X
ZLOJSTI,X,O,X,O,X,X,X
ZLOJSIT,X,O,X,O,X,X,X
ZLOSTIJ,X,O,X,O,O,X,X
ZLOSTJI,X,O,X,O,O,X,X
ZLOSITJ,X,O,X,O,O,X,X
ZLOSIJT,X,O,X,O,X,X,X
ZLOSJTI,X,O,X,O,X,X,X
ZLOSJIT,X,O,X,O,X,X,X
ZJTILSO,O,O,O,X,X,O,X
ZJTILOS,O,O,O,X,X,X,X
ZJTISLO,O,O,O,X,X,O,O
ZJTISOL,O,X,O,X,X,O,X
ZJTIOLS,O,O,O,X,X,X,X
ZJTIOSL,O,X,O,X,O,O,X
ZJTLISO,O,O,O,X,X,O,X
ZJTLIOS,O,O,O,X,X,X,X
ZJTLSIO,O,O,O,X,X,O,X
ZJTLSOI,O,O,O,X,X,O,X
ZJTLOIS,O,O,O,X,X,X,X
ZJTLOSI,O,O,O,X,X,X,X
ZJTSILO,O,O,O,X,X,O,O
ZJTSIOL,O,X,O,X,X,O,X
ZJTSLIO,O,O,O,X,X,O,O
ZJTSLOI,O,O,O,X,X,O,O
ZJTSOIL,O,X,O,X,X,O,X
ZJTSOLI,O,X,O,X,X,O,X
ZJTOILS,O,O,O,X,X,X,X
ZJTOISL,O,X,O,X,O,O,X
ZJTOLIS,O,O,O,X,X,X,X
ZJTOLSI,O,O,O,X,X,X,X
ZJTOSIL,O,X,O,X,O,O,X
ZJTOSLI,O,X,O,X,O,O,X
ZJITLSO,O,O,O,X,X,O,X
ZJITLOS,O,O,O,X,X,X,X
ZJITSLO,O,O,O,X,X,O,O
ZJITSOL,O,X,O,X,X,O,X
ZJITOLS,O,O,O,X,X,X,X
ZJITOSL,O,X,O,X,O,O,X
ZJILTSO,X,O,O,X,X,O,X
ZJILTOS,X,O,O,X,X,X,X
ZJILSTO,X,O,O,X,X,O,X
ZJILSOT,O,O,O,X,X,O,X
ZJILOTS,X,O,X,O,X,X,X
ZJILOST,O,O,O,O,X,X,X
ZJISTLO,O,O,O,X,X,O,O
ZJISTOL,O,O,O,X,O,O,X
ZJISLTO,X,O,O,X,X,O,O
ZJISLOT,O,O,O,X,X,O,X
ZJISOTL,O,O,O,X,O,O,X
ZJISOLT,O,O,O,O,X,O,X
ZJIOTLS,O,O,O,X,X,X,X
ZJIOTSL,O,X,O,X,O,O,X
ZJIOLTS,X,O,X,O,X,X,X
ZJIOLST,O,O,O,O,X,X,X
ZJIOSTL,O,O,O,X,O,O,X
ZJIOSLT,O,O,O,O,X,O,X
ZJLTISO,X,O,O,X,X,O,X
ZJLTIOS,X,O,O,X,X,X,X
ZJLTSIO,X,O,O,X,X,O,X
ZJLTSOI,X,O,O,X,X,O,X
ZJLTOIS,X,O,O,X,X,X,X
ZJLTOSI,X,O,O,X,X,X,X
ZJLITSO,X,O,O,X,X,O,X
ZJLITOS,X,O,O,X,X,X,X
ZJLISTO,X,O,O,X,X,O,X
ZJLISOT,O,O,O,X,X,O,X
ZJLIOTS,X,O,X,O,X,X,X
ZJLIOST,O,O,O,O,X,X,X
ZJLSTIO,X,O,O,X,X,O,X
ZJLSTOI,X,O,O,X,X,O,X
ZJLSITO,X,O,O,X,X,O,X
ZJLSIOT,O,O,O,X,X,O,X
ZJLSOTI,O,O,O,X,X,O,X
ZJLSOIT,O,O,O,X,X,O,X
ZJLOTIS,X,O,X,O,X,X,X
ZJLOTSI,X,O,X,O,X,X,X
ZJLOITS,X,O,X,O,X,X,X
ZJLOIST,O,O,O,O,X,X,X
ZJLOSTI,O,O,O,O,X,X,X
ZJLOSIT,O,O,O,O,X,X,X
ZJSTILO,O,O,O,X,X,O,O
ZJSTIOL,O,O,O,X,O,O,X
ZJSTLIO,O,O,O,X,X,O,O
ZJSTLOI,O,O,O,X,X,O,O
ZJSTOIL,O,O,O,X,O,O,X
ZJSTOLI,O,O,O,X,O,O,X
ZJSITLO,O,O,O,X,X,O,O
ZJSITOL,O,O,O,X,O,O,X
ZJSILTO,X,O,O,X,X,O,O
ZJSILOT,O,O,O,X,X,O,X
ZJSIOTL,O,O,O,X,O,O,X
ZJSIOLT,O,O,O,O,X,O,X
ZJSLTIO,X,O,O,X,X,O,O
ZJSLTOI,X,O,O,X,X,O,O
ZJSLITO,X,O,O,X,X,O,O
ZJSLIOT,O,O,O,X,X,O,X
ZJSLOTI,O,O,O,X,X,O,X
ZJSLOIT,O,O,O,X,X,O,X
ZJSOTIL,O,O,O,X,O,O,X
ZJSOTLI,O,O,O,X,O,O,X
ZJSOITL,O,O,O,X,O,O,X
ZJSOILT,O,O,O,O,X,O,X
ZJSOLTI,O,O,O,O,X,O,X
ZJSOLIT,O,O,O,O,X,O,X
ZJOTILS,O,O,O,X,X,X,X
ZJOTISL,O,X,O,X,O,O,X
ZJOTLIS,O,O,O,X,X,X,X
ZJOTLSI,O,O,O,X,X,X,X
ZJOTSIL,O,X,O,X,O,O,X
ZJOTSLI,O,X,O,X,O,O,X
ZJOITLS,O,O,O,X,X,X,X
ZJOITSL,O,X,O,X,O,O,X
ZJOILTS,X,O,X,O,X,X,X
ZJOILST,O,O,O,O,X,X,X
ZJOISTL,O,O,O,X,O,O,X
ZJOISLT,O,O,O,O,X,O,X
ZJOLTIS,X,O,X,O,X,X,X
ZJOLTSI,X,O,X,O,X,X,X
ZJOLITS,X,O,X,O,X,X,X
ZJOLIST,O,O,O,O,X,X,X
ZJOLSTI,O,O,O,O,X,X,X
ZJOLSIT,O,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,O,O,X
ZJOSTLI,O,O,O,X,O,O,X
ZJOSITL,O,O,O,X,O,O,X
ZJOSILT,O,O,O,O,X,O,X
ZJOSLTI,O,O,O,O,X,O,X
ZJOSLIT,O,O,O,O,X,O,X
ZSTILJO,X,O,X,X,X,O,O
ZSTILOJ,X,O,X,X,O,X,O
ZSTIJLO,X,O,X,X,X,O,O
ZSTIJOL,X,O,X,X,O,O,X
ZSTIOLJ,X,O,X,O,O,X,O
ZSTIOJL,X,O,X,X,O,O,X
ZSTLIJO,X,O,X,X,X,O,O
ZSTLIOJ,X,O,X,X,O,X,O
ZSTLJIO,X,O,X,X,X,O,O
ZSTLJOI,X,O,X,X,X,O,O
ZSTLOIJ,X,O,X,X,O,X,O
ZSTLOJI,X,O,X,X,O,X,O
ZSTJILO,X,O,X,X,X,O,O
ZSTJIOL,X,O,X,X,O,O,X
ZSTJLIO,X,O,X,X,X,O,O
ZSTJLOI,X,O,X,X,X,O,O
ZSTJOIL,X,O,X,X,O,O,X
ZSTJOLI,X,O,X,X,O,O,X
ZSTOILJ,X,O,X,O,O,X,O
ZSTOIJL,X,O,X,X,O,O,X
ZSTOLIJ,X,O,X,O,O,X,O
ZSTOLJI,X,O,X,O,O,X,O
ZSTOJIL,X,O,X,X,O,O,X
ZSTOJLI,X,O,X,X,O,O,X
ZSITLJO,X,O,X,X,X,O,O
ZSITLOJ,X,O,X,X,O,X,O
ZSITJLO,X,O,X,X,X,O,O
ZSITJOL,X,O,X,X,O,O,X
ZSITOLJ,X,O,X,O,O,X,O
ZSITOJL,X,O,X,X,O,O,X
ZSILTJO,X,O,X,X,X,O,O
ZSILTOJ,X,O,X,X,O,X,O
ZSILJTO,X,O,O,X,X,O,O
ZSILJOT,X,O,O,X,X,O,X
ZSILOTJ,X,O,X,O,O,X,O
ZSILOJT,X,O,X,O,X,O,X
ZSIJTLO,O,O,O,X,X,O,O
ZSIJTOL,O,O,O,X,O,O,X
ZSIJLTO,X,O,O,X,X,O,O
ZSIJLOT,O,O,O,X,X,O,X
ZSIJOTL,O,O,O,X,O,O,X
ZSIJOLT,O,O,O,O,X,O,X
ZSIOTLJ,X,O,X,O,O,X,O
ZSIOTJL,X,O,X,X,O,O,X
ZSIOLTJ,X,O,X,O,O,X,O
ZSIOLJT,X,O,X,O,X,O,X
ZSIOJTL,O,O,X,X,O,O,X
ZSIOJLT,O,O,X,O,X,O,X
ZSLTIJO,X,O,X,X,X,O,O
ZSLTIOJ,X,O,X,X,O,X,O
ZSLTJIO,X,O,X,X,X,O,O
ZSLTJOI,X,O,X,X,X,O,O
ZSLTOIJ,X,O,X,X,O,X,O
ZSLTOJI,X,O,X,X,O,X,O
ZSLITJO,X,O,X,X,X,O,O
ZSLITOJ,X,O,X,X,O,X,O
ZSLIJTO,X,O,O,X,X,O,O
ZSLIJOT,X,O,O,X,X,O,X
ZSLIOTJ,X,O,X,O,O,X,O
ZSLIOJT,X,O,X,O,X,O,X
ZSLJTIO,X,O,O,X,X,O,O
ZSLJTOI,X,O,O,X,X,O,O
ZSLJITO,X,O,O,X,X,O,O
ZSLJIOT,X,O,O,X,X,O,X
ZSLJOTI,X,O,O,X,X,O,X
ZSLJOIT,X,O,O,X,X,O,X
ZSLOTIJ,X,O,X,O,O,X,O
ZSLOTJI,X,O,X,O,O,X,O
ZSLOITJ,X,O,X,O,O,X,O
ZSLOIJT,X,O,X,O,X,O,X
ZSLOJTI,X,O,X,O,X,O,X
ZSLOJIT,X,O,X,O,X,O,X
ZSJTILO,O,O,O,X,X,O,O
ZSJTIOL,O,O,O,X,O,O,X
ZSJTLIO,O,O,O,X,X,O,O
ZSJTLOI,O,O,O,X,X,O,O
ZSJTOIL,O,O,O,X,O,O,X
ZSJTOLI,O,O,O,X,O,O,X
ZSJITLO,O,O,O,X,X,O,O
ZSJITOL,O,O,O,X,O,O,X
ZSJILTO,X,O,O,X,X,O,O
ZSJILOT,O,O,O,X,X,O,X
ZSJIOTL,O,O,O,X,O,O,X
ZSJIOLT,O,O,O,O,X,O,X
ZSJLTIO,X,O,O,X,X,O,O
ZSJLTOI,X,O,O,X,X,O,O
ZSJLITO,X,O,O,X,X,O,O
ZSJLIOT,O,O,O,X,X,O,X
ZSJLOTI,O,O,O,X,X,O,X
ZSJLOIT,O,O,O,X,X,O,X
ZSJOTIL,O,O,O,X,O,O,X
ZSJOTLI,O,O,O,X,O,O,X
ZSJOITL,O,O,O,X,O,O,X
ZSJOILT,O,O,O,O,X,O,X
ZSJOLTI,O,O,O,O,X,O,X
ZSJOLIT,O,O,O,O,X,O,X
ZSOTILJ,X,O,X,O,O,X,O
ZSOTIJL,X,O,X,X,O,O,X
ZSOTLIJ,X,O,X,O,O,X,O
ZSOTLJI,X,O,X,O,O,X,O
ZSOTJIL,X,O,X,X,O,O,X
ZSOTJLI,X,O,X,X,O,O,X
ZSOITLJ,X,O,X,O,O,X,O
ZSOITJL,X,O,X,X,O,O,X
ZSOILTJ,X,O,X,O,O,X,O
ZSOILJT,X,O,X,O,X,O,X
ZSOIJTL,O,O,X,X,O,O,X
ZSOIJLT,O,O,X,O,X,O,X
ZSOLTIJ,X,O,X,O,O,X,O
ZSOLTJI,X,O,X,O,O,X,O
ZSOLITJ,X,O,X,O,O,X,O
ZSOLIJT,X,O,X,O,X,O,X
ZSOLJTI,X,O,X,O,X,O,X
ZSOLJIT,X,O,X,O,X,O,X
ZSOJTIL,O,O,X,X,O,O,X
ZSOJTLI,O,O,X,X,O,O,X
ZSOJITL,O,O,X,X,O,O,X
ZSOJILT,O,O,X,O,X,O,X
ZSOJLTI,O,O,X,O,X,O,X
ZSOJLIT,O,O,X,O,X,O,X
ZOTILJS,X,O,X,O,X,X,X
ZOTILSJ,X,O,X,O,O,X,X
ZOTIJLS,O,O,X,X,X,X,X
ZOTIJSL,O,X,X,X,O,O,X
ZOTISLJ,X,O,X,O,O,X,O
ZOTISJL,X,O,X,X,O,O,X
ZOTLIJS,X,O,X,O,X,X,X
ZOTLISJ,X,O,X,O,O,X,X
ZOTLJIS,X,O,X,O,X,X,X
ZOTLJSI,X,O,X,O,X,X,X
ZOTLSIJ,X,O,X,O,O,X,X
ZOTLSJI,X,O,X,O,O,X,X
ZOTJILS,O,O,X,X,X,X,X
ZOTJISL,O,X,X,X,O,O,X
ZOTJLIS,O,O,X,X,X,X,X
ZOTJLSI,O,O,X,X,X,X,X
ZOTJSIL,O,X,X,X,O,O,X
ZOTJSLI,O,X,X,X,O,O,X
ZOTSILJ,X,O,X,O,O,X,O
ZOTSIJL,X,O,X,X,O,O,X
ZOTSLIJ,X,O,X,O,O,X,O
ZOTSLJI,X,O,X,O,O,X,O
ZOTSJIL,X,O,X,X,O,O,X
ZOTSJLI,X,O,X,X,O,O,X
ZOITLJS,X,O,X,O,X,X,X
ZOITLSJ,X,O,X,O,O,X,X
ZOITJLS,O,O,X,X,X,X,X
ZOITJSL,O,X,X,X,O,O,X
ZOITSLJ,X,O,X,O,O,X,O
ZOITSJL,X,O,X,X,O,O,X
ZOILTJS,X,O,X,O,X,X,X
ZOILTSJ,X,O,X,O,O,X,X
ZOILJTS,X,O,X,O,X,X,X
ZOILJST,X,O,X,O,X,X,X
ZOILSTJ,X,O,X,O,O,X,X
ZOILSJT,X,O,X,O,X,X,X
