sequence,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiB6rBcs?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsB6r?BzqB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcByiBcmBTiBWw?BFsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFyiBFhBGnBXnBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFeiBzdBFhBcsBXm?BSwB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBFiBcsBCr?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdB8qBCnBXs?BFrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmcBzdBFhBcsBCr?B3rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBFhB3iBWsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFmdBFhBXiBSsBzq?B0rB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFXcBmdBlmBcsBzq?BCsB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFzdBFhB/nBumB8q?BywB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhFidBGhB3iB8qBFs?BTrB,v115@8gD8FeE8DeE8EeE8DeC8Jex6IvhF0cB3iBTmBuqBln?BywB
TJISLZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJISLOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJISZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJISZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJISOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJISOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJIZLSO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJIZLOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJIZSLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJIZSOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TJIZOLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TJIZOSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
TJIOLSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TJIOLZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJIOSLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
TJIOSZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TJIOZLS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
TJIOZSL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
TJLISZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLISOZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLIZSO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
TJLIZOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJLIOSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLIOZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLSIZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJLSIOZ,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
TJLSZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X
TJLSOIZ,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X
TJLSOZI,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X
TJLZISO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
TJLZIOS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJLZSIO,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X
TJLZSOI,X,X,O,O,O,O,X,O,X,O,X,X,X,X,X,X
TJLZOIS,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJLZOSI,X,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJLOISZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLOIZS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLOSIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLOSZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
TJLOZSI,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJSILOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSIZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TJSIZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TJSIOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJSLIZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSLIOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSLZIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSLZOI,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O,X
TJSLOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSLOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJSZILO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSZIOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSZLOI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TJSZOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSOILZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TJSOIZL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TJSOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJSOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJSOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZILSO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJZILOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJZISLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJZISOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TJZIOLS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TJZIOSL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
TJZLISO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJZLIOS,O,X,O,O,O,X,X,O,X,O,X,X,X,X,X,X
TJZLSIO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJZLSOI,O,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X
TJZLOIS,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X
TJZLOSI,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X
TJZSILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJZSIOL,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TJZSLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TJZSLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
TJZSOIL,O,O,O,X,O,O,X,O,X,O,X,X,O,X,O,X
TJZSOLI,X,O,O,X,O,O,X,X,X,X,X,X,O,X,O,X
TJZOILS,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
TJZOISL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
TJZOLIS,O,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X
TJZOLSI,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TJZOSIL,O,O,O,X,O,X,X,O,X,O,X,X,O,X,O,X
TJZOSLI,O,O,O,X,O,X,X,X,X,X,X,X,O,X,O,X
TJOILSZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TJOILZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOISLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
TJOISZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TJOIZLS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
TJOIZSL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
TJOLISZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TJOLIZS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOLSIZ,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TJOLSZI,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
TJOLZIS,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
TJOLZSI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
TJOSIZL,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TJOSLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJOSLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TJOSZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOZILS,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X
TJOZISL,O,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X
TJOZLIS,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOZLSI,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
TJOZSIL,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TJOZSLI,O,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TSILJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSILJOZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSILZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TSILZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
TSILOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSIJLZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSIJLOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TSIJZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSIJOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIJOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSIZLJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSIZLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSIZJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TSIZJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TSIZOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSIZOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSIOLJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
TSIOLZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSIOJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
TSIOJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
TSIOZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSIOZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSLIJZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSLIJOZ,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TSLIZJO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TSLIZOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
TSLIOJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TSLIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLJIZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSLJIOZ,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TSLJZIO,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSLJZOI,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O,X
TSLJOIZ,X,X,X,O,X,X,X,X,O,O,O,O,X,O,X,X
TSLJOZI,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TSLZIJO,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X
TSLZIOJ,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
TSLZJIO,O,X,O,X,O,O,X,O,O,O,X,X,X,X,O,X
TSLZJOI,O,X,O,X,O,O,X,O,O,O,X,O,X,X,O,X
TSLZOIJ,O,X,O,X,X,O,X,O,O,O,X,X,X,X,O,X
TSLZOJI,O,X,O,X,X,O,X,O,O,O,X,X,X,O,O,X
TSLOIJZ,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
TSLOIZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSLOJIZ,X,X,X,O,X,X,X,X,O,O,X,O,X,O,X,O
TSLOJZI,X,X,X,O,X,X,X,X,O,X,X,O,X,O,X,O
TSLOZIJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSLOZJI,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X
TSJILZO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
TSJILOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJIZLO,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
TSJIZOL,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJIOLZ,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJIOZL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSJLIZO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJLIOZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJLZIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJLZOI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TSJLOIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJLOZI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TSJZILO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJZIOL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJZLIO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJZLOI,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
TSJZOIL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJZOLI,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TSJOILZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TSJOIZL,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
TSJOLIZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TSJOLZI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TSJOZIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJOZLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSZILJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSZILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZIJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TSZIJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TSZIOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZIOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSZLIJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSZLIOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZLJIO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TSZLJOI,X,O,O,X,X,O,X,X,O,X,X,X,X,X,O,X
TSZLOIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZLOJI,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZJILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TSZJIOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TSZJLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TSZJLOI,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
TSZJOIL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TSZJOLI,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
TSZOILJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZOIJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSZOLIJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TSZOLJI,X,X,O,X,X,X,X,X,O,X,X,X,X,O,O,X
TSZOJIL,O,O,X,X,X,O,X,O,X,O,X,X,X,O,O,X
TSZOJLI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X
TSOILJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
TSOILZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSOIJLZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
TSOIJZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
TSOIZLJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSOIZJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOLIJZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
TSOLIZJ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TSOLJIZ,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X,X
TSOLJZI,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X
TSOLZIJ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,O,X
TSOLZJI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,O,X
TSOJILZ,O,X,X,O,X,X,O,X,X,O,O,X,X,O,X,X
TSOJIZL,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X
TSOJLIZ,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TSOJLZI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TSOJZIL,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TSOJZLI,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TSOZILJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSOZIJL,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSOZLIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
TSOZLJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X
TSOZJIL,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TSOZJLI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TZILJSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZILJOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZILSJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZILSOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
TZILOJS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZILOSJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TZIJLSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
TZIJLOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZIJSLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZIJSOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TZIJOLS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TZIJOSL,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X
TZISLJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZISLOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TZISJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZISJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TZISOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TZISOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TZIOLJS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TZIOLSJ,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TZIOJLS,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TZIOJSL,O,O,X,X,O,X,X,O,X,O,O,X,O,X,O,X
TZIOSLJ,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
TZIOSJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TZLIJSO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZLIJOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLISJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZLISOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
TZLIOJS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLIOSJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TZLJISO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZLJIOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZLJSIO,O,X,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZLJSOI,O,X,O,O,O,O,X,O,X,O,X,X,X,X,O,X
TZLJOIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZLJOSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZLSIJO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZLSIOJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
TZLSJIO,O,O,O,X,O,O,X,O,X,O,X,X,X,X,O,X
TZLSJOI,O,O,O,X,O,O,X,O,X,O,X,O,X,X,O,X
TZLSOIJ,O,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X
TZLSOJI,O,X,O,X,X,O,X,O,X,O,X,X,X,O,O,X
TZLOIJS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZLOISJ,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
TZLOJIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZLOJSI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZLOSIJ,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
TZLOSJI,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
TZJILSO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
TZJILOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZJISLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZJISOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TZJIOLS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TZJIOSL,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X
TZJLISO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
TZJLIOS,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TZJLSIO,O,X,O,X,O,O,X,O,X,X,X,X,X,X,O,X
TZJLSOI,O,X,O,O,O,O,X,O,X,X,X,X,X,X,O,X
TZJLOIS,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TZJLOSI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TZJSILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZJSIOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TZJSLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZJSLOI,O,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X
TZJSOIL,O,O,X,X,O,O,X,O,X,O,X,X,O,X,O,X
TZJSOLI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X
TZJOILS,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TZJOISL,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X
TZJOLIS,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
TZJOLSI,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
TZJOSIL,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X
TZJOSLI,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X
TZSILJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSILOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TZSIJLO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZSIJOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TZSIOLJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TZSIOJL,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TZSLIJO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSLIOJ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSLJIO,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSLJOI,O,O,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSLOIJ,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSLOJI,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X
TZSJILO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZSJIOL,O,O,X,X,O,O,X,O,X,O,X,X,X,X,O,X
TZSJLIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZSJLOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X
TZSJOIL,O,O,X,X,O,O,X,O,X,O,X,X,O,X,O,X
TZSJOLI,X,O,X,X,O,O,X,X,X,X,X,X,O,X,O,X
TZSOILJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X
TZSOIJL,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TZSOLIJ,X,X,O,X,X,X,X,X,O,X,X,X,O,X,O,X
TZSOLJI,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,X
TZSOJIL,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X
