sequence,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFlcBCeBUhBenBXj?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFVhBciBTeB3hBat?BGsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFXcBTeBGiBlmBys?B0sB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhF3dBcjBFhBCnBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFCeBFhB8mBXjBmm?BzsB,v115@9gC8GeD8EeF8DeH8BeA8Jex6IvhFWjBUhBanBXjBlm?BzsB
ZJLTIOS,O,O,X,X,X,X
ZJLTSIO,O,O,X,O,X,O
ZJLTSOI,O,O,X,O,X,O
ZJLTOIS,O,O,X,X,X,X
ZJLTOSI,O,O,X,X,X,X
ZJLITSO,O,O,X,O,X,O
ZJLITOS,O,O,X,X,X,X
ZJLISTO,O,O,X,O,X,O
ZJLISOT,O,O,X,X,X,O
ZJLIOTS,O,O,X,X,X,O
ZJLIOST,O,O,X,X,X,O
ZJLSTIO,O,O,X,O,X,O
ZJLSTOI,O,O,X,O,X,O
ZJLSITO,O,O,X,O,X,O
ZJLSIOT,O,O,X,X,X,O
ZJLSOTI,O,O,X,X,X,O
ZJLSOIT,O,O,X,X,X,O
ZJLOTIS,O,O,X,X,X,O
ZJLOTSI,O,O,X,X,X,O
ZJLOITS,O,O,X,X,X,O
ZJLOIST,O,O,X,X,X,O
ZJLOSTI,O,O,X,X,X,O
ZJLOSIT,O,O,X,X,X,O
ZJSTILO,O,X,X,O,O,X
ZJSTIOL,O,O,X,X,X,X
ZJSTLIO,O,X,X,O,O,X
ZJSTLOI,O,X,X,O,O,X
ZJSTOIL,O,O,X,X,X,X
ZJSTOLI,O,O,X,X,X,X
ZJSITLO,O,X,X,O,O,X
ZJSITOL,O,O,X,X,X,X
ZJSILTO,O,X,X,O,O,O
ZJSILOT,O,X,X,X,X,O
ZJSIOTL,O,O,X,X,X,X
ZJSIOLT,O,X,X,X,X,X
ZJSLTIO,O,X,X,O,O,O
ZJSLTOI,O,X,X,O,O,O
ZJSLITO,O,X,X,O,O,O
ZJSLIOT,O,X,X,X,X,O
ZJSLOTI,O,X,X,X,X,O
ZJSLOIT,O,X,X,X,X,O
ZJSOTIL,O,O,X,X,X,X
ZJSOTLI,O,O,X,X,X,X
ZJSOITL,O,O,X,X,X,X
ZJSOILT,O,X,X,X,X,X
ZJSOLTI,O,X,X,X,X,X
ZJSOLIT,O,X,X,X,X,X
ZJOTILS,O,O,X,X,X,O
ZJOTISL,O,O,X,X,O,X
ZJOTLIS,O,O,X,X,X,O
ZJOTLSI,O,O,X,X,X,O
ZJOTSIL,O,O,X,X,O,X
ZJOTSLI,O,O,X,X,O,X
ZJOITLS,O,O,X,X,X,O
ZJOITSL,O,O,X,X,O,X
ZJOILTS,O,O,X,X,X,O
ZJOILST,O,X,X,X,X,O
ZJOISTL,O,O,X,X,O,X
ZJOISLT,O,X,X,X,O,O
ZJOLTIS,O,O,X,X,X,O
ZJOLTSI,O,O,X,X,X,O
ZJOLITS,O,O,X,X,X,O
ZJOLIST,O,X,X,X,X,O
ZJOLSTI,O,X,X,X,X,O
ZJOLSIT,O,X,X,X,X,O
ZJOSTIL,O,O,X,X,O,X
ZJOSTLI,O,O,X,X,O,X
ZJOSITL,O,O,X,X,O,X
ZJOSILT,O,X,X,X,O,O
ZJOSLTI,O,X,X,X,O,O
ZJOSLIT,O,X,X,X,O,O
ZSTILJO,X,X,X,O,O,X
ZSTILOJ,X,X,O,O,O,X
ZSTIJLO,O,X,X,O,O,X
ZSTIJOL,O,X,X,X,X,X
ZSTIOLJ,X,X,O,O,O,X
ZSTIOJL,O,X,X,X,O,X
ZSTLIJO,X,X,X,O,O,X
ZSTLIOJ,X,X,O,O,O,X
ZSTLJIO,X,X,X,O,O,X
ZSTLJOI,X,X,X,O,O,X
ZSTLOIJ,X,X,O,O,O,X
ZSTLOJI,X,X,O,O,O,X
ZSTJILO,O,X,X,O,O,X
ZSTJIOL,O,X,X,X,X,X
ZSTJLIO,O,X,X,O,O,X
ZSTJLOI,O,X,X,O,O,X
ZSTJOIL,O,X,X,X,X,X
ZSTJOLI,O,X,X,X,X,X
ZSTOILJ,X,X,O,O,O,X
ZSTOIJL,O,X,X,X,O,X
ZSTOLIJ,X,X,O,O,O,X
ZSTOLJI,X,X,O,O,O,X
ZSTOJIL,O,X,X,X,O,X
ZSTOJLI,O,X,X,X,O,X
ZSITLJO,X,X,X,O,O,X
ZSITLOJ,X,X,O,O,O,X
ZSITJLO,O,X,X,O,O,X
ZSITJOL,O,X,X,X,X,X
ZSITOLJ,X,X,O,O,O,X
ZSITOJL,O,X,X,X,O,X
ZSILTJO,X,X,X,O,O,X
ZSILTOJ,X,X,O,O,O,X
ZSILJTO,O,X,X,O,O,O
ZSILJOT,O,X,X,X,X,O
ZSILOTJ,X,X,O,O,O,X
ZSILOJT,X,X,X,X,X,O
ZSIJTLO,O,X,X,O,O,X
ZSIJTOL,O,X,X,X,X,X
ZSIJLTO,O,X,X,O,O,O
ZSIJLOT,O,X,X,X,X,O
ZSIJOTL,O,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X
ZSIOTLJ,X,X,O,O,O,X
ZSIOTJL,O,X,X,X,O,X
ZSIOLTJ,X,X,O,O,O,X
ZSIOLJT,O,X,X,X,O,O
ZSIOJTL,O,X,X,X,O,X
ZSIOJLT,O,X,X,X,O,O
ZSLTIJO,X,X,X,O,O,X
ZSLTIOJ,X,X,O,O,O,X
ZSLTJIO,X,X,X,O,O,X
ZSLTJOI,X,X,X,O,O,X
ZSLTOIJ,X,X,O,O,O,X
ZSLTOJI,X,X,O,O,O,X
ZSLITJO,X,X,X,O,O,X
ZSLITOJ,X,X,O,O,O,X
ZSLIJTO,O,X,X,O,O,O
ZSLIJOT,O,X,X,X,X,O
ZSLIOTJ,X,X,O,O,O,X
ZSLIOJT,X,X,X,X,X,O
ZSLJTIO,O,X,X,O,O,O
ZSLJTOI,O,X,X,O,O,O
ZSLJITO,O,X,X,O,O,O
ZSLJIOT,O,X,X,X,X,O
ZSLJOTI,O,X,X,X,X,O
ZSLJOIT,O,X,X,X,X,O
ZSLOTIJ,X,X,O,O,O,X
ZSLOTJI,X,X,O,O,O,X
ZSLOITJ,X,X,O,O,O,X
ZSLOIJT,X,X,X,X,X,O
ZSLOJTI,X,X,X,X,X,O
ZSLOJIT,X,X,X,X,X,O
ZSJTILO,O,X,X,O,O,X
ZSJTIOL,O,X,X,X,X,X
ZSJTLIO,O,X,X,O,O,X
ZSJTLOI,O,X,X,O,O,X
ZSJTOIL,O,X,X,X,X,X
ZSJTOLI,O,X,X,X,X,X
ZSJITLO,O,X,X,O,O,X
ZSJITOL,O,X,X,X,X,X
ZSJILTO,O,X,X,O,O,O
ZSJILOT,O,X,X,X,X,O
ZSJIOTL,O,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X
ZSJLTIO,O,X,X,O,O,O
ZSJLTOI,O,X,X,O,O,O
ZSJLITO,O,X,X,O,O,O
ZSJLIOT,O,X,X,X,X,O
ZSJLOTI,O,X,X,X,X,O
ZSJLOIT,O,X,X,X,X,O
ZSJOTIL,O,X,X,X,X,X
ZSJOTLI,O,X,X,X,X,X
ZSJOITL,O,X,X,X,X,X
ZSJOILT,O,X,X,X,X,X
ZSJOLTI,O,X,X,X,X,X
ZSJOLIT,O,X,X,X,X,X
ZSOTILJ,X,X,O,O,O,X
ZSOTIJL,O,X,X,X,O,X
ZSOTLIJ,X,X,O,O,O,X
ZSOTLJI,X,X,O,O,O,X
ZSOTJIL,O,X,X,X,O,X
ZSOTJLI,O,X,X,X,O,X
ZSOITLJ,X,X,O,O,O,X
ZSOITJL,O,X,X,X,O,X
ZSOILTJ,X,X,O,O,O,X
ZSOILJT,O,X,X,X,O,O
ZSOIJTL,O,X,X,X,O,X
ZSOIJLT,O,X,X,X,O,O
ZSOLTIJ,X,X,O,O,O,X
ZSOLTJI,X,X,O,O,O,X
ZSOLITJ,X,X,O,O,O,X
ZSOLIJT,O,X,X,X,O,O
ZSOLJTI,O,X,X,X,O,O
ZSOLJIT,O,X,X,X,O,O
ZSOJTIL,O,X,X,X,O,X
ZSOJTLI,O,X,X,X,O,X
ZSOJITL,O,X,X,X,O,X
ZSOJILT,O,X,X,X,O,O
ZSOJLTI,O,X,X,X,O,O
ZSOJLIT,O,X,X,X,O,O
ZOTILJS,O,O,O,O,X,O
ZOTILSJ,X,O,O,O,O,X
ZOTIJLS,O,O,X,O,X,O
ZOTIJSL,O,O,X,O,O,X
ZOTISLJ,X,X,O,O,O,X
ZOTISJL,O,X,X,O,O,X
ZOTLIJS,O,O,O,O,X,O
ZOTLISJ,X,O,O,O,O,X
ZOTLJIS,O,O,O,O,X,O
ZOTLJSI,O,O,O,O,X,O
ZOTLSIJ,X,O,O,O,O,X
ZOTLSJI,X,O,O,O,O,X
ZOTJILS,O,O,X,O,X,O
ZOTJISL,O,O,X,O,O,X
ZOTJLIS,O,O,X,O,X,O
ZOTJLSI,O,O,X,O,X,O
ZOTJSIL,O,O,X,O,O,X
ZOTJSLI,O,O,X,O,O,X
ZOTSILJ,X,X,O,O,O,X
ZOTSIJL,O,X,X,O,O,X
ZOTSLIJ,X,X,O,O,O,X
ZOTSLJI,X,X,O,O,O,X
ZOTSJIL,O,X,X,O,O,X
ZOTSJLI,O,X,X,O,O,X
ZOITLJS,O,O,O,O,X,O
ZOITLSJ,X,O,O,O,O,X
ZOITJLS,O,O,X,O,X,O
ZOITJSL,O,O,X,O,O,X
ZOITSLJ,X,X,O,O,O,X
ZOITSJL,O,X,X,O,O,X
ZOILTJS,O,O,O,O,X,O
ZOILTSJ,X,O,O,O,O,X
ZOILJTS,O,O,X,O,X,O
ZOILJST,O,X,X,O,X,O
ZOILSTJ,X,O,O,O,O,X
ZOILSJT,O,X,X,O,O,O
ZOIJTLS,O,O,X,O,X,O
ZOIJTSL,O,O,X,O,O,X
ZOIJLTS,O,O,X,O,X,O
ZOIJLST,O,X,X,O,X,O
ZOIJSTL,O,O,X,O,O,X
ZOIJSLT,O,X,X,O,O,O
ZOISTLJ,X,X,O,O,O,X
ZOISTJL,O,X,X,O,O,X
ZOISLTJ,X,X,O,O,O,X
ZOISLJT,O,X,X,O,O,O
ZOISJTL,O,X,X,O,O,X
ZOISJLT,O,X,X,O,O,O
ZOLTIJS,O,O,O,O,X,O
ZOLTISJ,X,O,O,O,O,X
ZOLTJIS,O,O,O,O,X,O
ZOLTJSI,O,O,O,O,X,O
ZOLTSIJ,X,O,O,O,O,X
ZOLTSJI,X,O,O,O,O,X
ZOLITJS,O,O,O,O,X,O
ZOLITSJ,X,O,O,O,O,X
ZOLIJTS,O,O,X,O,X,O
ZOLIJST,O,X,X,O,X,O
ZOLISTJ,X,O,O,O,O,X
ZOLISJT,O,X,X,O,O,O
ZOLJTIS,O,O,X,O,X,O
ZOLJTSI,O,O,X,O,X,O
ZOLJITS,O,O,X,O,X,O
ZOLJIST,O,X,X,O,X,O
ZOLJSTI,O,X,X,O,X,O
ZOLJSIT,O,X,X,O,X,O
ZOLSTIJ,X,O,O,O,O,X
ZOLSTJI,X,O,O,O,O,X
ZOLSITJ,X,O,O,O,O,X
ZOLSIJT,O,X,X,O,O,O
ZOLSJTI,O,X,X,O,O,O
ZOLSJIT,O,X,X,O,O,O
ZOJTILS,O,O,X,O,X,O
ZOJTISL,O,O,X,O,O,X
ZOJTLIS,O,O,X,O,X,O
ZOJTLSI,O,O,X,O,X,O
ZOJTSIL,O,O,X,O,O,X
ZOJTSLI,O,O,X,O,O,X
ZOJITLS,O,O,X,O,X,O
ZOJITSL,O,O,X,O,O,X
ZOJILTS,O,O,X,O,X,O
ZOJILST,O,X,X,O,X,O
ZOJISTL,O,O,X,O,O,X
ZOJISLT,O,X,X,O,O,O
ZOJLTIS,O,O,X,O,X,O
ZOJLTSI,O,O,X,O,X,O
ZOJLITS,O,O,X,O,X,O
ZOJLIST,O,X,X,O,X,O
ZOJLSTI,O,X,X,O,X,O
ZOJLSIT,O,X,X,O,X,O
ZOJSTIL,O,O,X,O,O,X
ZOJSTLI,O,O,X,O,O,X
ZOJSITL,O,O,X,O,O,X
ZOJSILT,O,X,X,O,O,O
ZOJSLTI,O,X,X,O,O,O
ZOJSLIT,O,X,X,O,O,O
ZOSTILJ,X,X,O,O,O,X
ZOSTIJL,O,X,X,O,O,X
ZOSTLIJ,X,X,O,O,O,X
ZOSTLJI,X,X,O,O,O,X
ZOSTJIL,O,X,X,O,O,X
ZOSTJLI,O,X,X,O,O,X
ZOSITLJ,X,X,O,O,O,X
ZOSITJL,O,X,X,O,O,X
ZOSILTJ,X,X,O,O,O,X
ZOSILJT,O,X,X,O,O,O
ZOSIJTL,O,X,X,O,O,X
ZOSIJLT,O,X,X,O,O,O
ZOSLTIJ,X,X,O,O,O,X
ZOSLTJI,X,X,O,O,O,X
ZOSLITJ,X,X,O,O,O,X
ZOSLIJT,O,X,X,O,O,O
ZOSLJTI,O,X,X,O,O,O
ZOSLJIT,O,X,X,O,O,O
ZOSJTIL,O,X,X,O,O,X
ZOSJTLI,O,X,X,O,O,X
ZOSJITL,O,X,X,O,O,X
ZOSJILT,O,X,X,O,O,O
ZOSJLTI,O,X,X,O,O,O
ZOSJLIT,O,X,X,O,O,O
OTILJSZ,X,O,O,X,X,X
OTILJZS,X,O,O,O,X,O
OTILSJZ,X,O,O,X,X,X
OTILSZJ,X,O,O,O,X,X
OTILZJS,X,O,O,O,X,O
OTILZSJ,X,O,O,O,O,X
OTIJLSZ,O,O,O,X,X,X
OTIJLZS,X,O,O,O,X,O
OTIJSLZ,O,X,O,X,X,X
OTIJSZL,O,O,X,X,X,X
OTIJZLS,O,O,X,O,X,O
OTIJZSL,O,O,X,O,O,X
OTISLJZ,O,O,O,X,X,X
OTISLZJ,X,O,O,O,O,X
OTISJLZ,O,X,O,X,X,X
OTISJZL,O,O,X,X,X,X
OTISZLJ,X,X,O,O,O,X
OTISZJL,O,X,X,O,O,X
OTIZLJS,O,O,O,O,X,O
OTIZLSJ,X,O,O,O,O,X
OTIZJLS,O,O,X,O,X,O
OTIZJSL,O,O,X,O,O,X
OTIZSLJ,X,X,O,O,O,X
OTIZSJL,O,X,X,O,O,X
OTLIJSZ,X,O,O,X,X,X
OTLIJZS,X,O,O,O,X,O
OTLISJZ,X,O,O,X,X,X
OTLISZJ,X,O,O,O,X,X
OTLIZJS,X,O,O,O,X,O
OTLIZSJ,X,O,O,O,O,X
OTLJISZ,X,O,O,X,X,X
OTLJIZS,X,O,O,O,X,O
OTLJSIZ,X,O,O,X,X,X
OTLJSZI,X,O,O,X,X,X
OTLJZIS,X,O,O,O,X,O
OTLJZSI,X,O,O,O,X,O
OTLSIJZ,X,O,O,X,X,X
OTLSIZJ,X,O,O,O,X,X
OTLSJIZ,X,O,O,X,X,X
OTLSJZI,X,O,O,X,X,X
OTLSZIJ,X,O,O,O,X,X
OTLSZJI,X,O,O,O,X,X
OTLZIJS,X,O,O,O,X,O
OTLZISJ,X,O,O,O,O,X
OTLZJIS,X,O,O,O,X,O
OTLZJSI,X,O,O,O,X,O
OTLZSIJ,X,O,O,O,O,X
OTLZSJI,X,O,O,O,O,X
OTJILSZ,O,O,O,X,X,X
OTJILZS,X,O,O,O,X,O
OTJISLZ,O,X,O,X,X,X
OTJISZL,O,O,X,X,X,X
OTJIZLS,O,O,X,O,X,O
OTJIZSL,O,O,X,O,O,X
OTJLISZ,O,O,O,X,X,X
OTJLIZS,X,O,O,O,X,O
OTJLSIZ,O,O,O,X,X,X
OTJLSZI,O,O,O,X,X,X
OTJLZIS,X,O,O,O,X,O
OTJLZSI,X,O,O,O,X,O
OTJSILZ,O,X,O,X,X,X
OTJSIZL,O,O,X,X,X,X
OTJSLIZ,O,X,O,X,X,X
OTJSLZI,O,X,O,X,X,X
OTJSZIL,O,O,X,X,X,X
OTJSZLI,O,O,X,X,X,X
OTJZILS,O,O,X,O,X,O
OTJZISL,O,O,X,O,O,X
OTJZLIS,O,O,X,O,X,O
OTJZLSI,O,O,X,O,X,O
OTJZSIL,O,O,X,O,O,X
OTJZSLI,O,O,X,O,O,X
OTSILJZ,O,O,O,X,X,X
OTSILZJ,X,O,O,O,O,X
OTSIJLZ,O,X,O,X,X,X
OTSIJZL,O,O,X,X,X,X
OTSIZLJ,X,X,O,O,O,X
OTSIZJL,O,X,X,O,O,X
OTSLIJZ,O,O,O,X,X,X
OTSLIZJ,X,O,O,O,O,X
OTSLJIZ,O,O,O,X,X,X
OTSLJZI,O,O,O,X,X,X
OTSLZIJ,X,O,O,O,O,X
OTSLZJI,X,O,O,O,O,X
OTSJILZ,O,X,O,X,X,X
OTSJIZL,O,O,X,X,X,X
OTSJLIZ,O,X,O,X,X,X
OTSJLZI,O,X,O,X,X,X
OTSJZIL,O,O,X,X,X,X
OTSJZLI,O,O,X,X,X,X
OTSZILJ,X,X,O,O,O,X
OTSZIJL,O,X,X,O,O,X
OTSZLIJ,X,X,O,O,O,X
OTSZLJI,X,X,O,O,O,X
OTSZJIL,O,X,X,O,O,X
OTSZJLI,O,X,X,O,O,X
OTZILJS,O,O,O,O,X,O
OTZILSJ,X,O,O,O,O,X
OTZIJLS,O,O,X,O,X,O
OTZIJSL,O,O,X,O,O,X
OTZISLJ,X,X,O,O,O,X
OTZISJL,O,X,X,O,O,X
OTZLIJS,O,O,O,O,X,O
OTZLISJ,X,O,O,O,O,X
OTZLJIS,O,O,O,O,X,O
OTZLJSI,O,O,O,O,X,O
OTZLSIJ,X,O,O,O,O,X
OTZLSJI,X,O,O,O,O,X
OTZJILS,O,O,X,O,X,O
OTZJISL,O,O,X,O,O,X
OTZJLIS,O,O,X,O,X,O
OTZJLSI,O,O,X,O,X,O
OTZJSIL,O,O,X,O,O,X
OTZJSLI,O,O,X,O,O,X
OTZSILJ,X,X,O,O,O,X
OTZSIJL,O,X,X,O,O,X
OTZSLIJ,X,X,O,O,O,X
OTZSLJI,X,X,O,O,O,X
OTZSJIL,O,X,X,O,O,X
OTZSJLI,O,X,X,O,O,X
OITLJSZ,X,O,O,X,X,X
OITLJZS,X,O,O,O,X,O
OITLSJZ,X,O,O,X,X,X
OITLSZJ,X,O,O,O,X,X
OITLZJS,X,O,O,O,X,O
OITLZSJ,X,O,O,O,O,X
OITJLSZ,O,O,O,X,X,X
OITJLZS,X,O,O,O,X,O
OITJSLZ,O,X,O,X,X,X
OITJSZL,O,O,X,X,X,X
OITJZLS,O,O,X,O,X,O
OITJZSL,O,O,X,O,O,X
OITSLJZ,O,O,O,X,X,X
OITSLZJ,X,O,O,O,O,X
OITSJLZ,O,X,O,X,X,X
OITSJZL,O,O,X,X,X,X
OITSZLJ,X,X,O,O,O,X
OITSZJL,O,X,X,O,O,X
OITZLJS,O,O,O,O,X,O
OITZLSJ,X,O,O,O,O,X
OITZJLS,O,O,X,O,X,O
OITZJSL,O,O,X,O,O,X
OITZSLJ,X,X,O,O,O,X
OITZSJL,O,X,X,O,O,X
OILTJSZ,X,O,O,X,X,X
OILTJZS,X,O,O,O,X,O
OILTSJZ,X,O,O,X,X,X
OILTSZJ,X,O,O,O,X,X
OILTZJS,X,O,O,O,X,O
OILTZSJ,X,O,O,O,O,X
OILJTSZ,O,O,O,X,X,X
OILJTZS,X,O,O,O,X,O
OILJSTZ,O,X,O,X,X,X
OILJSZT,O,X,X,X,X,O
OILJZTS,O,O,X,O,X,O
OILJZST,O,X,X,O,X,O
OILSTJZ,O,O,O,X,X,X
OILSTZJ,X,O,O,O,O,X
OILSJTZ,O,X,O,X,X,X
OILSJZT,O,X,X,X,O,O
OILSZTJ,X,O,O,O,O,X
OILSZJT,O,X,X,O,O,O
OILZTJS,O,O,O,O,X,O
OILZTSJ,X,O,O,O,O,X
OILZJTS,O,O,X,O,X,O
OILZJST,O,X,X,O,X,O
OILZSTJ,X,O,O,O,O,X
OILZSJT,O,X,X,O,O,O
OIJTLSZ,O,O,O,X,X,X
OIJTLZS,X,O,O,O,X,O
OIJTSLZ,O,X,O,X,X,X
OIJTSZL,O,O,X,X,X,X
OIJTZLS,O,O,X,O,X,O
OIJTZSL,O,O,X,O,O,X
OIJLTSZ,O,O,O,X,X,X
OIJLTZS,X,O,O,O,X,O
OIJLSTZ,O,O,O,X,X,X
OIJLSZT,O,O,X,X,X,O
OIJLZTS,O,O,X,O,X,O
OIJLZST,O,O,X,O,X,O
OIJSTLZ,O,X,O,X,X,X
OIJSTZL,O,O,X,X,X,X
OIJSLTZ,O,X,O,X,X,X
OIJSLZT,O,X,X,X,O,O
OIJSZTL,O,O,X,X,O,X
OIJSZLT,O,X,X,X,O,O
OIJZTLS,O,O,X,O,X,O
OIJZTSL,O,O,X,O,O,X
OIJZLTS,O,O,X,O,X,O
OIJZLST,O,X,X,O,X,O
OIJZSTL,O,O,X,O,O,X
OIJZSLT,O,X,X,O,O,O
OISTLJZ,O,O,O,X,X,X
OISTLZJ,X,O,O,O,O,X
OISTJLZ,O,X,O,X,X,X
OISTJZL,O,O,X,X,X,X
OISTZLJ,X,X,O,O,O,X
OISTZJL,O,X,X,O,O,X
OISLTJZ,O,O,O,X,X,X
OISLTZJ,X,O,O,O,O,X
OISLJTZ,O,X,O,X,X,X
OISLJZT,O,X,X,X,O,O
OISLZTJ,X,O,O,O,O,X
OISLZJT,O,X,X,O,O,O
OISJTLZ,O,X,O,X,X,X
OISJTZL,O,O,X,X,X,X
OISJLTZ,O,X,O,X,X,X
OISJLZT,O,X,X,X,O,O
OISJZTL,O,O,X,X,O,X
OISJZLT,O,X,X,X,O,O
OISZTLJ,X,X,O,O,O,X
OISZTJL,O,X,X,O,O,X
OISZLTJ,X,X,O,O,O,X
OISZLJT,O,X,X,O,O,O
OISZJTL,O,X,X,O,O,X
OISZJLT,O,X,X,O,O,O
OIZTLJS,O,O,O,O,X,O
OIZTLSJ,X,O,O,O,O,X
OIZTJLS,O,O,X,O,X,O
OIZTJSL,O,O,X,O,O,X
OIZTSLJ,X,X,O,O,O,X
OIZTSJL,O,X,X,O,O,X
OIZLTJS,O,O,O,O,X,O
OIZLTSJ,X,O,O,O,O,X
OIZLJTS,O,O,X,O,X,O
OIZLJST,O,X,X,O,X,O
OIZLSTJ,X,O,O,O,O,X
OIZLSJT,O,X,X,O,O,O
OIZJTLS,O,O,X,O,X,O
OIZJTSL,O,O,X,O,O,X
OIZJLTS,O,O,X,O,X,O
OIZJLST,O,X,X,O,X,O
OIZJSTL,O,O,X,O,O,X
OIZJSLT,O,X,X,O,O,O
OIZSTLJ,X,X,O,O,O,X
OIZSTJL,O,X,X,O,O,X
OIZSLTJ,X,X,O,O,O,X
OIZSLJT,O,X,X,O,O,O
OIZSJTL,O,X,X,O,O,X
OIZSJLT,O,X,X,O,O,O
OLTIJSZ,X,O,O,X,X,X
OLTIJZS,X,O,O,O,X,O
OLTISJZ,X,O,O,X,X,X
OLTISZJ,X,O,O,O,X,X
OLTIZJS,X,O,O,O,X,O
OLTIZSJ,X,O,O,O,O,X
OLTJISZ,X,O,O,X,X,X
OLTJIZS,X,O,O,O,X,O
OLTJSIZ,X,O,O,X,X,X
OLTJSZI,X,O,O,X,X,X
OLTJZIS,X,O,O,O,X,O
OLTJZSI,X,O,O,O,X,O
OLTSIJZ,X,O,O,X,X,X
OLTSIZJ,X,O,O,O,X,X
OLTSJIZ,X,O,O,X,X,X
OLTSJZI,X,O,O,X,X,X
OLTSZIJ,X,O,O,O,X,X
OLTSZJI,X,O,O,O,X,X
OLTZIJS,X,O,O,O,X,O
OLTZISJ,X,O,O,O,O,X
OLTZJIS,X,O,O,O,X,O
OLTZJSI,X,O,O,O,X,O
OLTZSIJ,X,O,O,O,O,X
OLTZSJI,X,O,O,O,O,X
OLITJSZ,X,O,O,X,X,X
OLITJZS,X,O,O,O,X,O
OLITSJZ,X,O,O,X,X,X
OLITSZJ,X,O,O,O,X,X
OLITZJS,X,O,O,O,X,O
OLITZSJ,X,O,O,O,O,X
OLIJTSZ,O,O,O,X,X,X
OLIJTZS,X,O,O,O,X,O
OLIJSTZ,O,X,O,X,X,X
OLIJSZT,O,X,X,X,X,O
OLIJZTS,O,O,X,O,X,O
OLIJZST,O,X,X,O,X,O
OLISTJZ,O,O,O,X,X,X
OLISTZJ,X,O,O,O,O,X
OLISJTZ,O,X,O,X,X,X
OLISJZT,O,X,X,X,O,O
OLISZTJ,X,O,O,O,O,X
OLISZJT,O,X,X,O,O,O
OLIZTJS,O,O,O,O,X,O
OLIZTSJ,X,O,O,O,O,X
OLIZJTS,O,O,X,O,X,O
OLIZJST,O,X,X,O,X,O
OLIZSTJ,X,O,O,O,O,X
OLIZSJT,O,X,X,O,O,O
OLJTISZ,O,O,O,X,X,X
OLJTIZS,X,O,O,O,X,O
OLJTSIZ,O,O,O,X,X,X
OLJTSZI,O,O,O,X,X,X
OLJTZIS,X,O,O,O,X,O
OLJTZSI,X,O,O,O,X,O
OLJITSZ,O,O,O,X,X,X
OLJITZS,X,O,O,O,X,O
OLJISTZ,O,X,O,X,X,X
OLJISZT,O,X,X,X,X,O
OLJIZTS,O,O,X,O,X,O
OLJIZST,O,X,X,O,X,O
OLJSTIZ,O,X,O,X,X,X
OLJSTZI,O,X,O,X,X,X
OLJSITZ,O,X,O,X,X,X
OLJSIZT,O,X,X,X,X,O
OLJSZTI,O,X,X,X,X,O
OLJSZIT,O,X,X,X,X,O
OLJZTIS,O,O,X,O,X,O
OLJZTSI,O,O,X,O,X,O
OLJZITS,O,O,X,O,X,O
OLJZIST,O,X,X,O,X,O
OLJZSTI,O,X,X,O,X,O
OLJZSIT,O,X,X,O,X,O
OLSTIJZ,O,O,O,X,X,X
OLSTIZJ,X,O,O,O,O,X
OLSTJIZ,O,O,O,X,X,X
OLSTJZI,O,O,O,X,X,X
OLSTZIJ,X,O,O,O,O,X
OLSTZJI,X,O,O,O,O,X
OLSITJZ,O,O,O,X,X,X
OLSITZJ,X,O,O,O,O,X
OLSIJTZ,O,X,O,X,X,X
OLSIJZT,O,X,X,X,O,O
OLSIZTJ,X,O,O,O,O,X
OLSIZJT,O,X,X,O,O,O
OLSJTIZ,O,X,O,X,X,X
OLSJTZI,O,X,O,X,X,X
OLSJITZ,O,X,O,X,X,X
OLSJIZT,O,X,X,X,O,O
OLSJZTI,O,X,X,X,O,O
OLSJZIT,O,X,X,X,O,O
OLSZTIJ,X,O,O,O,O,X
OLSZTJI,X,O,O,O,O,X
OLSZITJ,X,O,O,O,O,X
OLSZIJT,O,X,X,O,O,O
OLSZJTI,O,X,X,O,O,O
OLSZJIT,O,X,X,O,O,O
OLZTIJS,O,O,O,O,X,O
OLZTISJ,X,O,O,O,O,X
OLZTJIS,O,O,O,O,X,O
OLZTJSI,O,O,O,O,X,O
OLZTSIJ,X,O,O,O,O,X
OLZTSJI,X,O,O,O,O,X
OLZITJS,O,O,O,O,X,O
OLZITSJ,X,O,O,O,O,X
OLZIJTS,O,O,X,O,X,O
OLZIJST,O,X,X,O,X,O
OLZISTJ,X,O,O,O,O,X
OLZISJT,O,X,X,O,O,O
OLZJTIS,O,O,X,O,X,O
OLZJTSI,O,O,X,O,X,O
OLZJITS,O,O,X,O,X,O
OLZJIST,O,X,X,O,X,O
OLZJSTI,O,X,X,O,X,O
OLZJSIT,O,X,X,O,X,O
OLZSTIJ,X,O,O,O,O,X
OLZSTJI,X,O,O,O,O,X
OLZSITJ,X,O,O,O,O,X
OLZSIJT,O,X,X,O,O,O
OLZSJTI,O,X,X,O,O,O
OLZSJIT,O,X,X,O,O,O
OJTILSZ,O,O,O,X,X,X
OJTILZS,X,O,O,O,X,O
