sequence,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBigBu?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFxbBXdBmgB6?qBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgB0cB5lBK?mBFnBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFOgBXdB5lBK?mBFnB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFibBFdB3gB5?mB8qBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Je2/IvhFRbBCdB3gBV?nB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhFXdBmfBzgBF?nBCrB0rB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jex6IvhF0cBmfBzgBF?nBCrBXsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFTcBUgB/rBF?nB5lBOsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBRgBWnB3?gB8qBzrB,v115@7gB8GeE8FeE8DeF8AeA8BeC8JeT6IvhFZhB/lBWnB8?rB6qBFsB,v115@7gB8GeE8FeE8DeF8AeA8BeC8Jei6IvhFFdBUgBxmBX?mBzrBuqB
LTOSZJI,O,O,X,X,X,X,O,O,X,X,X,X
LTOZIJS,O,O,O,O,X,X,X,O,X,O,X,O
LTOZISJ,O,O,O,O,O,X,X,X,X,X,X,O
LTOZJIS,O,O,O,X,X,O,O,O,X,O,X,O
LTOZJSI,O,O,X,X,X,O,O,O,X,O,X,X
LTOZSIJ,O,O,O,O,O,O,X,X,X,X,X,O
LTOZSJI,O,O,X,X,O,O,O,O,X,X,X,X
LITJSZO,X,O,O,O,X,O,X,X,X,O,X,X
LITJSOZ,O,O,O,O,X,X,O,X,X,X,X,X
LITJZSO,O,O,O,O,X,O,X,X,X,O,X,X
LITJZOS,O,O,O,O,X,O,X,X,X,O,X,X
LITJOSZ,O,O,O,O,X,X,O,O,X,X,X,X
LITJOZS,O,O,O,O,X,O,O,O,X,O,X,X
LITSJZO,X,O,O,O,X,X,X,X,X,X,X,X
LITSJOZ,O,O,O,O,X,X,O,X,X,X,X,X
LITSZJO,X,O,O,O,X,X,X,X,X,X,X,X
LITSZOJ,O,O,O,O,X,X,X,X,X,X,X,X
LITSOJZ,O,O,O,O,X,X,O,X,X,X,X,X
LITSOZJ,O,O,O,O,X,X,X,X,X,X,X,X
LITZJSO,X,X,O,O,X,O,X,X,X,O,X,X
LITZJOS,X,X,O,O,X,O,X,X,X,O,X,X
LITZSJO,X,X,O,O,O,O,X,X,X,X,X,X
LITZSOJ,O,X,O,O,O,O,X,X,X,X,X,X
LITZOJS,X,X,O,O,X,X,X,O,X,O,X,O
LITZOSJ,O,X,O,O,O,X,X,X,X,X,X,O
LITOJSZ,O,O,O,O,X,X,O,O,X,O,X,X
LITOJZS,O,O,O,O,X,X,O,O,X,O,X,O
LITOSJZ,O,O,O,O,X,X,O,X,X,X,X,X
LITOSZJ,O,O,O,O,X,X,X,X,X,X,X,O
LITOZJS,X,X,O,O,X,X,X,O,X,X,X,O
LITOZSJ,O,X,O,O,O,X,X,X,X,X,X,O
LIJTSZO,O,O,O,O,X,O,X,X,X,O,X,X
LIJTSOZ,O,O,O,O,X,X,O,X,X,X,X,X
LIJTZSO,O,O,O,O,X,O,X,X,X,O,X,X
LIJTZOS,O,O,O,O,X,O,X,X,X,O,X,X
LIJTOSZ,O,O,O,O,X,X,O,O,X,X,X,X
LIJTOZS,O,O,O,O,X,O,O,O,X,O,X,X
LIJSTZO,X,X,O,O,X,O,X,X,X,O,X,X
LIJSTOZ,O,O,O,O,X,X,X,X,X,X,X,X
LIJSZTO,O,O,X,X,X,X,X,X,X,X,O,X
LIJSZOT,O,O,O,X,X,X,X,X,X,X,O,X
LIJSOTZ,O,O,O,O,X,X,O,O,X,X,X,X
LIJSOZT,O,O,O,X,X,X,X,O,X,X,O,X
LIJZTSO,O,O,O,O,X,O,X,X,X,O,X,X
LIJZTOS,O,O,O,O,X,O,X,X,X,O,X,X
LIJZSTO,O,O,X,X,X,X,X,X,X,O,X,X
LIJZSOT,O,O,O,X,X,X,X,X,X,X,X,X
LIJZOTS,O,O,O,O,X,X,O,O,X,O,X,O
LIJZOST,O,O,O,X,X,X,X,O,X,O,X,O
LIJOTSZ,O,O,O,O,X,X,O,O,X,O,X,X
LIJOTZS,O,O,O,O,X,O,O,O,X,O,X,X
LIJOSTZ,O,O,O,O,X,X,O,O,X,O,X,X
LIJOSZT,O,O,O,X,X,X,X,O,X,X,O,X
LIJOZTS,O,O,O,O,X,X,O,O,X,O,X,X
LIJOZST,O,O,O,X,X,X,X,O,X,X,X,X
LISTJZO,X,X,O,O,X,X,X,X,X,X,X,X
LISTJOZ,X,O,O,O,X,X,X,X,X,X,X,X
LISTZJO,X,X,O,O,X,X,X,X,O,X,X,X
LISTZOJ,X,X,O,O,X,X,X,X,O,X,X,X
LISTOJZ,O,O,O,O,X,X,X,X,X,X,X,X
LISTOZJ,O,X,O,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,O,X,X,X,X,X,O,X,X
LISJTOZ,O,O,O,O,X,X,X,X,X,X,X,X
LISJZTO,O,X,X,X,X,X,X,X,X,X,O,X
LISJZOT,O,O,O,X,X,X,X,X,X,X,O,X
LISJOTZ,O,O,O,O,X,X,X,X,X,X,X,X
LISJOZT,O,O,O,X,X,X,X,X,X,X,O,X
LISZTJO,X,X,X,X,X,X,X,X,O,X,X,X
LISZTOJ,O,X,X,X,X,X,X,X,O,X,X,X
LISZJTO,X,X,X,X,X,X,X,X,X,O,X,X
LISZJOT,O,O,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,O
LISZOJT,O,O,O,X,X,X,X,X,X,O,X,O
LISOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
LISOTZJ,O,X,O,O,X,X,X,X,X,X,X,X
LISOJTZ,O,O,O,O,X,X,X,X,X,O,X,X
LISOJZT,O,O,O,X,X,X,X,X,X,X,O,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,O,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,O,X,X,X,X,X,O,X,X
LIZTJOS,O,O,O,O,X,X,X,X,X,O,X,X
LIZTSJO,O,O,O,O,O,X,X,X,X,X,X,X
LIZTSOJ,O,O,O,O,O,X,X,X,X,X,X,X
LIZTOJS,O,O,O,O,X,X,X,X,X,O,X,O
LIZTOSJ,O,O,O,O,O,X,X,X,X,X,X,O
LIZJTSO,O,O,O,O,X,X,X,X,X,O,X,X
LIZJTOS,O,O,O,O,X,X,X,X,X,O,X,X
LIZJSTO,O,O,X,X,X,X,X,X,X,O,X,X
LIZJSOT,O,O,O,X,X,X,X,X,X,X,X,X
LIZJOTS,O,O,O,O,X,X,X,X,X,O,X,O
LIZJOST,O,O,O,X,X,X,X,X,X,O,X,O
LIZSTJO,X,O,X,X,O,X,X,X,O,X,X,X
LIZSTOJ,O,O,X,X,O,X,X,X,O,X,X,X
LIZSJTO,X,O,X,X,O,X,X,X,X,O,X,X
LIZSJOT,O,O,O,X,O,X,X,X,X,X,X,X
LIZSOTJ,O,O,X,X,O,X,X,X,X,X,X,O
LIZSOJT,O,O,O,X,O,X,X,X,X,O,X,O
LIZOTJS,O,O,O,O,X,X,X,X,X,O,X,O
LIZOTSJ,O,O,O,O,O,X,X,X,X,X,X,O
LIZOJTS,O,O,O,O,X,X,X,X,X,O,X,O
LIZOJST,O,O,O,X,X,X,X,X,X,O,X,O
LIZOSTJ,O,O,X,X,O,X,X,X,X,X,X,O
LIZOSJT,O,O,O,X,O,X,X,X,X,O,X,O
LIOTJSZ,O,O,O,O,X,X,O,O,X,O,X,X
LIOTJZS,O,O,O,O,X,X,O,O,X,O,X,O
LIOTSJZ,O,O,O,O,X,X,O,X,X,X,X,X
LIOTSZJ,O,O,O,O,X,X,X,X,X,X,X,O
LIOTZJS,X,X,O,O,X,X,X,O,X,X,X,O
LIOTZSJ,O,X,O,O,O,X,X,X,X,X,X,O
LIOJTSZ,O,O,O,O,X,X,O,O,X,O,X,X
LIOJTZS,O,O,O,O,X,X,O,O,X,O,X,O
LIOJSTZ,O,O,O,O,X,X,O,O,X,O,X,X
LIOJSZT,O,O,O,X,X,X,X,O,X,X,O,X
LIOJZTS,O,O,O,O,X,X,O,O,X,O,X,O
LIOJZST,O,O,O,X,X,X,X,O,X,O,X,O
LIOSTJZ,O,O,O,O,X,X,X,X,X,X,X,X
LIOSTZJ,O,X,O,O,X,X,X,X,X,X,X,O
LIOSJTZ,O,O,O,O,X,X,X,X,X,O,X,X
LIOSJZT,O,O,O,X,X,X,X,X,X,X,O,X
LIOSZTJ,O,X,X,X,X,X,X,X,X,X,X,O
LIOSZJT,O,O,O,X,X,X,X,X,X,X,X,O
LIOZTJS,O,O,O,O,X,X,X,X,X,O,X,O
LIOZTSJ,O,O,O,O,O,X,X,X,X,X,X,O
LIOZJTS,O,O,O,O,X,X,X,O,X,O,X,O
LIOZJST,O,O,O,X,X,X,X,O,X,O,X,O
LIOZSTJ,O,O,X,X,O,X,X,X,X,X,X,O
LIOZSJT,O,O,O,X,O,X,X,X,X,O,X,O
LJTISZO,O,O,O,O,X,O,X,X,X,O,X,X
LJTISOZ,O,O,O,O,X,X,O,X,X,X,X,X
LJTIZSO,O,O,O,O,O,O,X,X,X,O,X,X
LJTIZOS,O,O,O,O,O,O,X,X,X,O,X,X
LJTIOSZ,O,O,O,O,X,X,O,O,X,X,X,X
LJTIOZS,O,O,O,O,O,O,O,O,X,O,X,X
LJTSIZO,O,O,X,O,X,O,X,X,X,O,X,X
LJTSIOZ,O,O,X,O,X,X,O,X,X,X,X,X
LJTSZIO,O,O,X,X,X,O,X,X,X,O,X,X
LJTSZOI,O,O,X,X,X,O,O,X,X,X,X,X
LJTSOIZ,O,O,X,O,X,X,O,O,X,X,X,X
LJTSOZI,O,O,X,X,X,X,O,O,X,X,X,X
LJTZISO,O,O,O,X,O,O,X,X,X,O,X,X
LJTZIOS,O,O,O,X,O,O,X,X,X,O,X,X
LJTZSIO,O,O,X,X,O,O,X,X,X,O,X,X
LJTZSOI,O,O,X,X,O,O,O,X,X,X,X,X
LJTZOIS,O,O,O,X,O,O,O,O,X,O,X,X
LJTZOSI,O,O,X,X,O,O,O,O,X,X,X,X
LJTOISZ,O,O,O,O,X,X,O,O,X,O,X,X
LJTOIZS,O,O,O,O,O,O,O,O,X,O,X,O
LJTOSIZ,O,O,X,O,X,X,O,O,X,O,X,X
LJTOSZI,O,O,X,X,X,X,O,O,X,O,X,X
LJTOZIS,O,O,O,X,O,O,O,O,X,O,X,O
LJTOZSI,O,O,X,X,O,O,O,O,X,O,X,X
LJITSZO,O,O,O,O,X,O,X,X,X,O,X,X
LJITSOZ,O,O,O,O,X,X,O,X,X,X,X,X
LJITZSO,O,O,O,O,O,O,X,X,X,O,X,X
LJITZOS,O,O,O,O,O,O,X,X,X,O,X,X
LJITOSZ,O,O,O,O,X,X,O,O,X,X,X,X
LJITOZS,O,O,O,O,O,O,O,O,X,O,X,X
LJISTZO,X,X,O,O,X,O,X,X,X,O,X,X
LJISTOZ,O,O,O,O,X,X,X,X,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,X,X,X,O,X
LJISZOT,O,O,O,X,X,X,X,X,X,X,O,X
LJISOTZ,O,O,O,O,X,X,O,O,X,X,X,X
LJISOZT,O,O,O,X,X,X,X,O,X,X,O,X
LJIZTSO,O,O,O,O,O,O,X,X,X,O,X,X
LJIZTOS,O,O,O,O,O,O,X,X,X,O,X,X
LJIZSTO,O,O,X,X,O,X,X,X,X,O,X,X
LJIZSOT,O,O,O,X,O,X,X,X,X,X,X,X
LJIZOTS,O,O,O,O,O,X,O,O,X,O,X,O
LJIZOST,O,O,O,X,O,X,X,O,X,O,X,O
LJIOTSZ,O,O,O,O,X,O,O,O,X,O,X,X
LJIOTZS,O,O,O,O,O,O,O,O,X,O,X,X
LJIOSTZ,O,O,O,O,X,X,O,O,X,O,X,X
LJIOSZT,O,O,O,X,X,X,X,O,X,X,O,X
LJIOZTS,O,O,O,O,O,X,O,O,X,O,X,X
LJIOZST,O,O,O,X,O,X,X,O,X,X,X,X
LJSTIZO,O,O,X,X,X,O,X,X,X,O,X,X
LJSTIOZ,O,O,X,X,X,X,O,X,X,X,X,X
LJSTZIO,O,O,X,X,X,O,X,X,O,O,X,X
LJSTZOI,O,O,X,X,X,O,O,X,O,X,X,X
LJSTOIZ,O,O,X,X,X,X,O,O,X,X,X,X
LJSTOZI,O,O,X,X,X,X,O,O,X,X,X,X
LJSITZO,X,X,X,X,X,O,X,X,X,O,X,X
LJSITOZ,O,O,X,X,X,X,X,X,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,X,X,X,O,X
LJSIZOT,O,O,X,X,X,X,X,X,X,X,O,X
LJSIOTZ,O,O,X,X,X,X,O,O,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,O,X,X,O,X
LJSZTIO,O,O,X,X,X,X,X,X,O,O,X,X
LJSZTOI,O,O,X,X,X,X,X,X,O,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,O,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,O,O,X,X,X,X
LJSOTZI,O,O,X,X,X,X,O,O,X,X,X,X
LJSOITZ,O,O,X,X,X,X,O,O,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,O,X,X,O,X
LJSOZTI,O,O,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,O,X,X,X,X
LJZTISO,O,O,X,X,O,O,X,X,X,O,X,X
LJZTIOS,O,O,X,X,O,O,X,X,X,O,X,X
LJZTSIO,O,O,X,X,O,O,X,X,X,O,X,X
LJZTSOI,O,O,X,X,O,O,O,X,X,X,X,X
LJZTOIS,O,O,X,X,O,O,O,O,X,O,X,X
LJZTOSI,O,O,X,X,O,O,O,O,X,X,X,X
LJZITSO,O,O,X,X,O,O,X,X,X,O,X,X
LJZITOS,O,O,O,X,O,O,X,X,X,O,X,X
LJZISTO,O,O,X,X,O,X,X,X,X,O,X,X
LJZISOT,O,O,O,X,O,X,X,X,X,X,X,X
LJZIOTS,O,O,O,X,O,X,O,O,X,O,X,O
LJZIOST,O,O,O,X,O,X,X,O,X,O,X,O
LJZSTIO,O,O,X,X,O,O,X,X,O,O,X,X
LJZSTOI,O,O,X,X,O,O,X,X,O,X,X,X
LJZSITO,O,O,X,X,O,O,X,X,X,O,X,X
LJZSIOT,O,O,X,X,O,O,X,X,X,X,X,X
LJZSOTI,O,O,X,X,O,O,X,X,X,X,X,X
LJZSOIT,O,O,X,X,O,O,X,X,X,X,X,X
LJZOTIS,O,O,X,X,O,X,O,O,X,O,X,O
LJZOTSI,O,O,X,X,O,X,O,O,X,X,X,X
LJZOITS,O,O,O,X,O,X,O,O,X,O,X,O
LJZOIST,O,O,O,X,O,X,X,O,X,O,X,O
LJZOSTI,O,O,X,X,O,O,X,O,X,X,X,X
LJZOSIT,O,O,X,X,O,O,X,O,X,X,X,X
LJOTISZ,O,O,O,O,X,O,O,O,X,O,X,X
LJOTIZS,O,O,O,O,O,O,O,O,X,O,X,O
LJOTSIZ,O,O,X,O,X,O,O,O,X,O,X,X
LJOTSZI,O,O,X,X,X,O,O,O,X,O,X,X
LJOTZIS,O,O,O,X,O,O,O,O,X,O,X,O
LJOTZSI,O,O,X,X,O,O,O,O,X,O,X,X
LJOITSZ,O,O,O,O,X,O,O,O,X,O,X,X
LJOITZS,O,O,O,O,O,O,O,O,X,O,X,O
LJOISTZ,O,O,O,O,X,X,O,O,X,O,X,X
LJOISZT,O,O,O,X,X,X,X,O,X,X,O,X
LJOIZTS,O,O,O,O,O,X,O,O,X,O,X,O
LJOIZST,O,O,O,X,O,X,X,O,X,O,X,O
LJOSTIZ,O,O,X,X,X,X,O,O,X,O,X,X
LJOSTZI,O,O,X,X,X,X,O,O,X,O,X,X
LJOSITZ,O,O,X,X,X,X,O,O,X,O,X,X
LJOSIZT,O,O,X,X,X,X,X,O,X,X,O,X
LJOSZTI,O,O,X,X,X,X,X,O,X,O,X,X
LJOSZIT,O,O,X,X,X,X,X,O,X,O,X,X
LJOZTIS,O,O,X,X,O,X,O,O,X,O,X,O
LJOZTSI,O,O,X,X,O,X,O,O,X,O,X,X
LJOZITS,O,O,O,X,O,X,O,O,X,O,X,O
LJOZIST,O,O,O,X,O,X,X,O,X,O,X,O
LJOZSTI,O,O,X,X,O,O,X,O,X,O,X,X
LJOZSIT,O,O,X,X,O,O,X,O,X,O,X,X
LSTIJZO,X,O,O,O,X,X,X,X,X,X,X,X
LSTIJOZ,O,O,O,O,X,X,O,X,X,X,X,X
LSTIZJO,X,O,O,O,X,X,X,X,O,X,X,X
LSTIZOJ,O,O,O,O,X,X,X,X,O,X,X,X
LSTIOJZ,O,O,O,O,X,X,O,X,X,X,X,X
LSTIOZJ,O,O,O,O,X,X,X,X,X,X,X,X
LSTJIZO,O,O,X,O,X,O,X,X,X,O,X,X
LSTJIOZ,O,O,X,O,X,X,O,X,X,X,X,X
LSTJZIO,O,O,X,X,X,O,X,X,O,O,X,X
LSTJZOI,O,O,X,X,X,O,O,X,O,X,X,X
LSTJOIZ,O,O,X,O,X,X,O,O,X,X,X,X
LSTJOZI,O,O,X,X,X,X,O,O,X,X,X,X
LSTZIJO,X,O,O,O,X,O,X,X,O,X,X,X
LSTZIOJ,O,O,O,O,X,O,X,X,O,X,X,X
LSTZJIO,X,O,X,X,X,O,X,X,O,X,X,X
LSTZJOI,X,O,X,X,X,O,O,X,O,X,X,X
LSTZOIJ,O,O,O,O,X,O,X,X,O,X,X,X
LSTZOJI,O,O,X,X,X,O,O,O,O,X,X,X
LSTOIJZ,O,O,O,O,X,X,O,X,X,X,X,X
LSTOIZJ,O,O,O,O,X,X,X,X,X,X,X,O
LSTOJIZ,O,O,X,O,X,X,O,O,X,O,X,X
LSTOJZI,O,O,X,X,X,X,O,O,X,O,X,X
LSTOZIJ,O,O,O,O,X,X,X,X,O,X,X,O
LSTOZJI,O,O,X,X,X,X,O,O,O,X,X,X
LSITJZO,X,X,O,O,X,X,X,X,X,X,X,X
LSITJOZ,O,O,O,O,X,X,X,X,X,X,X,X
LSITZJO,X,X,O,O,X,X,X,X,O,X,X,X
LSITZOJ,X,X,O,O,X,X,X,X,O,X,X,X
LSITOJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSITOZJ,O,O,O,O,X,X,X,X,X,X,X,X
LSIJTZO,X,X,O,O,X,X,X,X,X,O,X,X
LSIJTOZ,O,O,O,O,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,X,X,X,X,O,X
LSIJZOT,O,O,O,X,X,X,X,X,X,X,O,X
LSIJOTZ,O,O,O,O,X,X,X,X,X,X,X,X
LSIJOZT,O,O,O,X,X,X,X,X,X,X,O,X
LSIZTJO,X,X,X,X,X,X,X,X,O,X,X,X
LSIZTOJ,O,X,X,X,X,X,X,X,O,X,X,X
LSIZJTO,X,X,X,X,X,X,X,X,X,O,X,X
LSIZJOT,O,O,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X,X,X,O
LSIZOJT,O,O,O,X,X,X,X,X,X,O,X,O
LSIOTJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSIOTZJ,O,O,O,O,X,X,X,X,X,X,X,X
LSIOJTZ,O,O,O,O,X,X,X,X,X,O,X,X
LSIOJZT,O,O,O,X,X,X,X,X,X,X,O,X
LSIOZTJ,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,O,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,X,X,X,O,X,X,X,O,X,X
LSJTIOZ,O,O,X,X,X,X,O,X,X,X,X,X
LSJTZIO,O,O,X,X,X,O,X,X,O,O,X,X
LSJTZOI,O,O,X,X,X,O,O,X,O,X,X,X
LSJTOIZ,O,O,X,X,X,X,O,O,X,X,X,X
LSJTOZI,O,O,X,X,X,X,O,O,X,X,X,X
LSJITZO,X,X,X,X,X,O,X,X,X,O,X,X
LSJITOZ,O,O,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X,X,X,X,O,X
LSJIZOT,O,O,X,X,X,X,X,X,X,X,O,X
LSJIOTZ,O,O,X,X,X,X,O,O,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,O,X,X,O,X
LSJZTIO,O,O,X,X,X,X,X,X,O,O,X,X
LSJZTOI,O,O,X,X,X,X,X,X,O,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,O,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,O,O,X,X,X,X
LSJOTZI,O,O,X,X,X,X,O,O,X,X,X,X
LSJOITZ,O,O,X,X,X,X,O,O,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,O,X,X,O,X
LSJOZTI,O,O,X,X,X,X,X,O,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,O,X,X,X,X
LSZTIJO,O,O,X,X,X,X,X,X,O,X,X,X
LSZTIOJ,O,O,X,X,X,X,X,X,O,X,X,X
LSZTJIO,O,O,X,X,X,X,X,X,O,X,X,X
LSZTJOI,O,O,X,X,X,X,X,X,O,X,X,X
LSZTOIJ,O,O,X,X,X,X,X,X,O,X,X,X
LSZTOJI,O,O,X,X,X,X,X,X,O,X,X,X
LSZITJO,X,O,X,X,X,X,X,X,O,X,X,X
LSZITOJ,O,O,X,X,X,X,X,X,O,X,X,X
LSZIJTO,X,O,X,X,X,X,X,X,X,O,X,X
LSZIJOT,O,O,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,X,X,X,X,X,O
LSZIOJT,O,O,O,X,X,X,X,X,X,O,X,O
LSZJTIO,O,O,X,X,X,X,X,X,O,O,X,X
LSZJTOI,O,O,X,X,X,X,X,X,O,X,X,X
LSZJITO,O,O,X,X,X,X,X,X,X,O,X,X
LSZJIOT,O,O,X,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSZOTJI,O,O,X,X,X,X,X,X,O,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X,X,O
LSZOIJT,O,O,O,X,X,X,X,X,X,O,X,O
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,O,O,X,X,O,X,X,X,X,X
LSOTIZJ,O,O,O,O,X,X,X,X,X,X,X,O
LSOTJIZ,O,O,X,O,X,X,O,O,X,O,X,X
LSOTJZI,O,O,X,X,X,X,O,O,X,O,X,X
LSOTZIJ,O,O,O,O,X,X,X,X,O,X,X,O
LSOTZJI,O,O,X,X,X,X,O,O,O,X,X,X
LSOITJZ,O,O,O,O,X,X,X,X,X,X,X,X
LSOITZJ,O,O,O,O,X,X,X,X,X,X,X,O
LSOIJTZ,O,O,O,O,X,X,X,X,X,O,X,X
LSOIJZT,O,O,O,X,X,X,X,X,X,X,O,X
LSOIZTJ,O,O,X,X,X,X,X,X,X,X,X,O
LSOIZJT,O,O,O,X,X,X,X,X,X,X,X,O
LSOJTIZ,O,O,X,X,X,X,O,O,X,O,X,X
LSOJTZI,O,O,X,X,X,X,O,O,X,O,X,X
LSOJITZ,O,O,X,X,X,X,O,O,X,O,X,X
LSOJIZT,O,O,X,X,X,X,X,O,X,X,O,X
LSOJZTI,O,O,X,X,X,X,X,O,X,O,X,X
LSOJZIT,O,O,X,X,X,X,X,O,X,O,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,O,X,X,O
LSOZTJI,O,O,X,X,X,X,X,X,O,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X,X,O
LSOZIJT,O,O,O,X,X,X,X,X,X,O,X,O
LSOZJTI,O,O,X,X,X,X,X,O,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,O,X,X,X,X
LZTIJSO,O,O,O,O,X,O,X,X,X,O,X,X
LZTIJOS,O,O,O,O,X,O,X,X,X,O,X,X
LZTISJO,O,O,O,O,O,O,X,X,X,X,X,X
LZTISOJ,O,O,O,O,O,O,X,X,X,X,X,X
LZTIOJS,O,O,O,O,X,X,X,O,X,O,X,O
LZTIOSJ,O,O,O,O,O,X,X,X,X,X,X,O
LZTJISO,O,O,O,X,X,O,X,X,X,O,X,X
LZTJIOS,O,O,O,X,X,O,X,X,X,O,X,X
LZTJSIO,O,O,X,X,X,O,X,X,X,O,X,X
LZTJSOI,O,O,X,X,X,O,O,X,X,X,X,X
LZTJOIS,O,O,O,X,X,O,O,O,X,O,X,X
LZTJOSI,O,O,X,X,X,O,O,O,X,X,X,X
LZTSIJO,O,O,O,O,X,O,X,X,O,X,X,X
LZTSIOJ,O,O,O,O,O,O,X,X,O,X,X,X
LZTSJIO,O,O,X,X,X,O,X,X,O,X,X,X
LZTSJOI,O,O,X,X,O,O,O,X,O,X,X,X
LZTSOIJ,O,O,O,O,O,O,X,X,O,X,X,X
LZTSOJI,O,O,X,X,O,O,O,O,O,X,X,X
LZTOIJS,O,O,O,O,X,X,X,O,X,O,X,O
LZTOISJ,O,O,O,O,O,X,X,X,X,X,X,O
LZTOJIS,O,O,O,X,X,O,O,O,X,O,X,O
LZTOJSI,O,O,X,X,X,O,O,O,X,O,X,X
LZTOSIJ,O,O,O,O,O,O,X,X,X,X,X,O
LZTOSJI,O,O,X,X,O,O,O,O,X,X,X,X
LZITJSO,O,O,O,O,X,X,X,X,X,O,X,X
LZITJOS,O,O,O,O,X,X,X,X,X,O,X,X
LZITSJO,O,O,O,O,O,X,X,X,X,X,X,X
LZITSOJ,O,O,O,O,O,X,X,X,X,X,X,X
LZITOJS,O,O,O,O,X,X,X,X,X,O,X,O
LZITOSJ,O,O,O,O,O,X,X,X,X,X,X,O
LZIJTSO,O,O,O,O,X,X,X,X,X,O,X,X
LZIJTOS,O,O,O,O,X,X,X,X,X,O,X,X
LZIJSTO,O,O,X,X,X,X,X,X,X,O,X,X
LZIJSOT,O,O,O,X,X,X,X,X,X,X,X,X
LZIJOTS,O,O,O,O,X,X,X,X,X,O,X,O
LZIJOST,O,O,O,X,X,X,X,X,X,O,X,O
LZISTJO,X,O,X,X,O,X,X,X,O,X,X,X
LZISTOJ,O,O,X,X,O,X,X,X,O,X,X,X
LZISJTO,X,O,X,X,O,X,X,X,X,O,X,X
LZISJOT,O,O,O,X,O,X,X,X,X,X,X,X
LZISOTJ,O,O,X,X,O,X,X,X,X,X,X,O
LZISOJT,O,O,O,X,O,X,X,X,X,O,X,O
LZIOTJS,O,O,O,O,X,X,X,X,X,O,X,O
LZIOTSJ,O,O,O,O,O,X,X,X,X,X,X,O
LZIOJTS,O,O,O,O,X,X,X,X,X,O,X,O
LZIOJST,O,O,O,X,X,X,X,X,X,O,X,O
LZIOSTJ,O,O,X,X,O,X,X,X,X,X,X,O
LZIOSJT,O,O,O,X,O,X,X,X,X,O,X,O
LZJTISO,O,O,X,X,O,O,X,X,X,O,X,X
