sequence,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeC7IvhFxcBXeB?8kB+lBThBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeR7IvhFCdBXeB?ukBUhBTlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Jeu/IvhFcgBxcB?XeBThBSqBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Je5/IvhF2gBCdB?XeBUhBTlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeSAJvhFxcBXeB?ThBUgBWqBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeG7IvhFxcBXeB?ThBClBUlBlrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Je5/IvhFibBXeB?clBThBFnBGrB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8Jeu/IvhFUcBXeB?TgB6rBFsBRvB,v115@zgA8IeA8EeA8BeB8EeE8FeH8AeD8JeC7IvhFXeB0gB?5mBzpBerBFsB
LZSITOJ,O,X,O,O,X,X,X,O,X
LZSIJTO,O,X,O,X,X,O,X,X,X
LZSIJOT,O,X,O,X,X,X,O,O,X
LZSIOTJ,O,X,X,X,X,X,X,O,X
LZSIOJT,O,X,O,O,X,X,X,O,X
LZSJTIO,O,O,O,X,X,O,X,X,X
LZSJTOI,O,O,O,X,X,O,X,X,X
LZSJITO,O,O,O,X,X,O,X,X,X
LZSJIOT,O,O,O,X,X,X,O,O,X
LZSJOTI,O,X,O,X,X,X,O,X,X
LZSJOIT,O,O,O,X,X,X,O,X,X
LZSOTIJ,O,X,O,X,X,X,X,X,X
LZSOTJI,O,X,O,X,X,X,X,X,X
LZSOITJ,O,X,X,X,X,X,X,O,X
LZSOIJT,O,X,O,O,X,X,X,O,X
LZSOJTI,O,X,O,X,X,X,X,X,X
LZSOJIT,O,O,O,O,X,X,X,X,X
LZOTIJS,X,X,O,X,X,X,X,X,X
LZOTISJ,O,X,O,X,X,X,X,X,X
LZOTJIS,O,X,O,X,X,X,X,X,X
LZOTJSI,O,X,O,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,X,X
LZOTSJI,O,X,O,X,X,X,X,X,X
LZOITJS,X,X,X,X,X,X,X,O,X
LZOITSJ,X,X,X,X,X,X,X,O,X
LZOIJTS,X,X,X,X,X,X,X,O,X
LZOIJST,X,X,O,O,X,X,X,O,X
LZOISTJ,O,X,X,X,X,X,X,O,X
LZOISJT,O,X,O,O,X,X,X,O,X
LZOJTIS,O,X,O,X,X,X,X,X,X
LZOJTSI,O,X,O,X,X,X,X,X,X
LZOJITS,X,X,X,X,X,X,X,X,X
LZOJIST,O,O,O,O,X,X,X,X,X
LZOJSTI,O,X,O,X,X,X,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X,X
LZOSTIJ,O,X,O,X,X,X,X,X,X
LZOSTJI,O,X,O,X,X,X,X,X,X
LZOSITJ,O,X,X,X,X,X,X,O,X
LZOSIJT,O,X,O,O,X,X,X,O,X
LZOSJTI,O,X,O,X,X,X,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X,X
LOTIJSZ,X,O,O,O,X,O,X,X,X
LOTIJZS,X,O,O,O,X,O,X,X,X
LOTISJZ,X,O,O,O,X,O,X,X,X
LOTISZJ,X,X,O,O,X,O,X,X,X
LOTIZJS,X,X,O,O,X,O,X,X,X
LOTIZSJ,X,X,O,O,X,O,X,X,X
LOTJISZ,X,O,O,O,X,O,X,X,X
LOTJIZS,X,O,O,O,X,O,X,X,X
LOTJSIZ,X,O,O,O,X,O,X,X,X
LOTJSZI,X,O,O,O,X,O,X,X,X
LOTJZIS,X,O,O,O,X,O,X,X,X
LOTJZSI,X,O,O,O,X,O,X,X,X
LOTSIJZ,X,O,O,O,X,O,X,X,X
LOTSIZJ,X,X,O,O,X,O,X,X,X
LOTSJIZ,X,O,O,O,X,O,X,X,X
LOTSJZI,X,O,O,O,X,O,X,X,X
LOTSZIJ,X,O,O,O,X,O,X,X,O
LOTSZJI,X,O,O,O,X,O,X,X,X
LOTZIJS,X,O,O,O,X,O,X,X,O
LOTZISJ,X,O,O,O,X,O,X,X,O
LOTZJIS,X,O,O,O,X,O,X,X,X
LOTZJSI,X,O,O,O,X,O,X,X,X
LOTZSIJ,X,O,O,O,X,O,X,X,O
LOTZSJI,X,O,O,O,X,O,X,X,X
LOITJSZ,X,X,X,O,X,X,X,O,X
LOITJZS,X,X,X,O,X,X,X,O,X
LOITSJZ,X,X,X,O,X,X,X,O,X
LOITSZJ,X,X,X,O,X,X,X,O,X
LOITZJS,X,X,X,O,X,X,X,O,X
LOITZSJ,X,X,X,O,X,X,X,O,X
LOIJTSZ,X,O,X,O,X,X,X,O,X
LOIJTZS,X,X,X,X,X,X,X,O,X
LOIJSTZ,X,O,X,O,X,O,X,O,X
LOIJSZT,X,O,X,O,X,X,X,O,X
LOIJZTS,X,X,X,X,X,X,X,O,X
LOIJZST,X,O,X,O,X,X,X,O,X
LOISTJZ,X,X,X,O,X,X,X,O,X
LOISTZJ,X,X,X,O,X,X,X,O,X
LOISJTZ,X,O,X,O,X,O,X,O,X
LOISJZT,X,O,X,O,X,X,X,O,X
LOISZTJ,X,X,X,X,X,X,X,O,O
LOISZJT,X,X,O,O,X,X,X,O,O
LOIZTJS,X,X,X,X,X,X,X,O,O
LOIZTSJ,X,X,X,X,X,X,X,O,O
LOIZJTS,X,X,X,X,X,X,X,O,O
LOIZJST,X,X,O,O,X,X,X,O,O
LOIZSTJ,X,X,X,X,X,X,X,O,O
LOIZSJT,X,X,O,O,X,X,X,O,O
LOJTISZ,X,O,X,O,X,O,X,X,X
LOJTIZS,X,O,X,X,X,O,X,X,X
LOJTSIZ,X,O,X,O,X,O,X,X,X
LOJTSZI,X,O,X,X,X,O,X,X,X
LOJTZIS,X,O,X,X,X,O,X,X,X
LOJTZSI,X,O,X,X,X,O,X,X,X
LOJITSZ,X,O,X,O,X,X,X,X,X
LOJITZS,X,X,X,X,X,X,X,X,X
LOJISTZ,X,O,X,O,X,O,X,X,X
LOJISZT,X,O,X,O,X,X,X,X,X
LOJIZTS,X,X,X,X,X,X,X,X,X
LOJIZST,X,O,X,O,X,X,X,X,X
LOJSTIZ,X,O,X,O,X,O,X,X,X
LOJSTZI,X,O,X,X,X,O,X,X,X
LOJSITZ,X,O,X,O,X,O,X,X,X
LOJSIZT,X,O,X,O,X,X,X,X,X
LOJSZTI,X,O,X,X,X,X,X,X,X
LOJSZIT,X,O,X,O,X,X,X,X,O
LOJZTIS,X,O,X,X,X,X,X,X,X
LOJZTSI,X,O,X,X,X,X,X,X,X
LOJZITS,X,O,X,X,X,X,X,X,O
LOJZIST,X,O,X,O,X,X,X,X,O
LOJZSTI,X,O,X,X,X,X,X,X,X
LOJZSIT,X,O,X,O,X,X,X,X,O
LOSTIJZ,X,O,O,O,X,O,X,X,X
LOSTIZJ,X,X,O,O,X,O,X,X,X
LOSTJIZ,X,O,O,O,X,O,X,X,X
LOSTJZI,X,O,O,O,X,O,X,X,X
LOSTZIJ,X,O,O,O,X,O,X,X,O
LOSTZJI,X,O,O,O,X,O,X,X,X
LOSITJZ,X,X,X,O,X,X,X,O,X
LOSITZJ,X,X,X,O,X,X,X,O,X
LOSIJTZ,X,O,X,O,X,O,X,O,X
LOSIJZT,X,O,X,O,X,X,X,O,X
LOSIZTJ,X,X,X,X,X,X,X,O,O
LOSIZJT,X,X,O,O,X,X,X,O,O
LOSJTIZ,X,O,X,O,X,O,X,X,X
LOSJTZI,X,O,X,X,X,O,X,X,X
LOSJITZ,X,O,X,O,X,O,X,X,X
LOSJIZT,X,O,X,O,X,X,X,X,X
LOSJZTI,X,O,X,X,X,X,X,X,X
LOSJZIT,X,O,X,O,X,X,X,X,O
LOSZTIJ,X,O,O,X,X,X,X,X,O
LOSZTJI,X,O,O,X,X,X,X,X,X
LOSZITJ,X,O,X,X,X,X,X,O,O
LOSZIJT,X,O,O,O,X,X,X,O,O
LOSZJTI,X,O,O,X,X,X,X,X,X
LOSZJIT,X,O,O,O,X,X,X,X,O
LOZTIJS,X,X,O,X,X,X,X,X,O
LOZTISJ,X,O,O,X,X,X,X,X,O
LOZTJIS,X,O,O,X,X,X,X,X,X
LOZTJSI,X,O,O,X,X,X,X,X,X
LOZTSIJ,X,O,O,X,X,X,X,X,O
LOZTSJI,X,O,O,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,X,X,O,O
LOZITSJ,X,O,X,X,X,X,X,O,O
LOZIJTS,X,O,X,X,X,X,X,O,O
LOZIJST,X,O,O,O,X,X,X,O,O
LOZISTJ,X,O,X,X,X,X,X,O,O
LOZISJT,X,O,O,O,X,X,X,O,O
LOZJTIS,X,O,O,X,X,X,X,X,X
LOZJTSI,X,O,O,X,X,X,X,X,X
LOZJITS,X,O,X,X,X,X,X,X,O
LOZJIST,X,O,O,O,X,X,X,X,O
LOZJSTI,X,O,O,X,X,X,X,X,X
LOZJSIT,X,O,O,O,X,X,X,X,O
LOZSTIJ,X,O,O,X,X,X,X,X,O
LOZSTJI,X,O,O,X,X,X,X,X,X
LOZSITJ,X,O,X,X,X,X,X,O,O
LOZSIJT,X,O,O,O,X,X,X,O,O
LOZSJTI,X,O,O,X,X,X,X,X,X
LOZSJIT,X,O,O,O,X,X,X,X,O
JTILSZO,O,O,O,X,X,O,X,X,X
JTILSOZ,X,O,X,O,O,O,X,X,X
JTILZSO,O,O,O,X,X,O,X,X,X
JTILZOS,O,O,O,X,X,X,X,X,X
JTILOSZ,X,O,X,O,O,O,X,X,X
JTILOZS,X,X,X,O,O,X,X,X,X
JTISLZO,O,O,O,X,X,O,X,X,X
JTISLOZ,X,O,X,O,O,O,X,X,X
JTISZLO,O,O,X,X,X,X,X,X,X
JTISZOL,O,O,X,X,O,X,O,X,X
JTISOLZ,O,O,O,O,O,O,X,X,X
JTISOZL,O,X,X,O,O,X,O,X,X
JTIZLSO,O,O,X,X,X,X,X,X,X
JTIZLOS,O,O,X,X,X,X,X,X,X
JTIZSLO,O,O,X,X,X,X,X,X,X
JTIZSOL,O,O,X,X,O,X,O,X,X
JTIZOLS,O,O,X,X,O,X,O,X,X
JTIZOSL,O,O,X,X,O,X,O,X,X
JTIOLSZ,O,O,O,O,O,O,X,X,X
JTIOLZS,O,X,O,O,O,O,X,X,X
JTIOSLZ,O,O,O,O,O,O,X,X,X
JTIOSZL,O,X,X,O,O,X,O,X,X
JTIOZLS,O,X,X,O,O,X,O,X,X
JTIOZSL,O,X,X,O,O,X,O,X,X
JTLISZO,O,O,O,X,X,O,X,X,X
JTLISOZ,X,O,X,O,O,O,X,X,X
JTLIZSO,O,O,O,X,X,O,X,X,X
JTLIZOS,O,O,O,X,X,X,X,X,X
JTLIOSZ,X,O,X,O,O,O,X,X,X
JTLIOZS,X,X,X,O,O,O,X,X,X
JTLSIZO,O,O,O,X,X,O,X,X,X
JTLSIOZ,X,O,X,O,O,O,X,X,X
JTLSZIO,O,O,O,X,X,O,X,X,X
JTLSZOI,O,O,O,X,O,O,X,X,X
JTLSOIZ,O,O,O,O,O,O,X,X,X
JTLSOZI,O,O,O,O,O,O,X,X,X
JTLZISO,O,O,O,X,X,O,X,X,X
JTLZIOS,O,O,O,X,X,X,X,X,X
JTLZSIO,O,O,O,X,X,O,X,X,X
JTLZSOI,O,O,O,X,O,O,X,X,X
JTLZOIS,O,O,O,X,O,O,X,X,X
JTLZOSI,O,O,O,X,O,O,X,X,X
JTLOISZ,O,O,O,O,O,O,X,X,X
JTLOIZS,O,O,O,O,O,O,X,X,X
JTLOSIZ,O,O,O,O,O,O,X,X,X
JTLOSZI,O,O,O,O,O,O,X,X,X
JTLOZIS,O,O,O,O,O,O,X,X,X
JTLOZSI,O,O,O,O,O,O,X,X,X
JTSILZO,O,O,O,X,X,O,X,X,X
JTSILOZ,X,O,X,O,O,O,X,X,X
JTSIZLO,O,O,X,X,X,X,X,X,X
JTSIZOL,O,O,X,X,O,X,O,X,X
JTSIOLZ,O,O,O,O,O,O,X,X,X
JTSIOZL,O,X,X,O,O,X,O,X,X
JTSLIZO,O,O,O,X,X,O,X,X,X
JTSLIOZ,X,O,X,O,O,O,X,X,X
JTSLZIO,O,O,O,X,X,O,X,X,X
JTSLZOI,O,O,O,X,O,O,X,X,X
JTSLOIZ,O,O,O,O,O,O,X,X,X
JTSLOZI,O,O,O,O,O,O,X,X,X
JTSZILO,O,O,X,X,X,X,X,X,X
JTSZIOL,O,O,X,X,O,X,O,X,X
JTSZLIO,O,O,X,X,X,X,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X,X
JTSZOIL,O,O,X,X,O,X,O,X,X
JTSZOLI,O,O,X,X,O,X,O,X,X
JTSOILZ,O,O,O,O,O,O,X,X,X
JTSOIZL,O,O,X,O,O,X,O,X,X
JTSOLIZ,O,O,O,O,O,O,X,X,X
JTSOLZI,O,O,O,O,O,O,X,X,X
JTSOZIL,O,O,X,O,O,X,O,X,X
JTSOZLI,O,O,X,O,O,X,O,X,X
JTZILSO,O,O,X,X,X,X,X,X,X
JTZILOS,O,O,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,O,X,X
JTZIOLS,O,O,X,X,O,X,O,X,X
JTZIOSL,O,O,X,X,O,X,O,X,X
JTZLISO,O,O,X,X,X,X,X,X,X
JTZLIOS,O,O,X,X,X,X,X,X,X
JTZLSIO,O,O,X,X,X,X,X,X,X
JTZLSOI,O,O,X,X,O,X,X,X,X
JTZLOIS,O,O,X,X,O,X,X,X,X
JTZLOSI,O,O,X,X,O,X,X,X,X
JTZSILO,O,O,X,X,X,X,X,X,X
JTZSIOL,O,O,X,X,O,X,O,X,X
JTZSLIO,O,O,X,X,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X,X
JTZSOIL,O,O,X,X,O,X,O,X,X
JTZSOLI,O,O,X,X,O,X,O,X,X
JTZOILS,O,O,X,X,O,X,O,X,X
JTZOISL,O,O,X,X,O,X,O,X,X
JTZOLIS,O,O,X,X,O,X,O,X,X
JTZOLSI,O,O,X,X,O,X,O,X,X
JTZOSIL,O,O,X,X,O,X,O,X,X
JTZOSLI,O,O,X,X,O,X,O,X,X
JTOILSZ,O,O,O,O,O,O,X,X,X
JTOILZS,O,O,O,O,O,O,X,X,X
JTOISLZ,O,O,O,O,O,O,X,X,X
JTOISZL,O,O,X,O,O,X,O,X,X
JTOIZLS,O,O,X,O,O,X,O,X,X
JTOIZSL,O,O,X,O,O,X,O,X,X
JTOLISZ,O,O,O,O,O,O,X,X,X
JTOLIZS,O,O,O,O,O,O,X,X,X
JTOLSIZ,O,O,O,O,O,O,X,X,X
JTOLSZI,O,O,O,O,O,O,X,X,X
JTOLZIS,O,O,O,O,O,O,X,X,X
JTOLZSI,O,O,O,O,O,O,X,X,X
JTOSILZ,O,O,O,O,O,O,X,X,X
JTOSIZL,O,O,X,O,O,X,O,X,X
JTOSLIZ,O,O,O,O,O,O,X,X,X
JTOSLZI,O,O,O,O,O,O,X,X,X
JTOSZIL,O,O,X,O,O,X,O,X,X
JTOSZLI,O,O,X,O,O,X,O,X,X
JTOZILS,O,O,X,O,O,X,O,X,X
JTOZISL,O,O,X,O,O,X,O,X,X
JTOZLIS,O,O,X,O,O,X,O,X,X
JTOZLSI,O,O,X,O,O,X,O,X,X
JTOZSIL,O,O,X,O,O,X,O,X,X
JTOZSLI,O,O,X,O,O,X,O,X,X
JITLSZO,O,O,O,X,X,O,X,X,X
JITLSOZ,X,O,X,O,O,O,X,X,X
JITLZSO,O,O,O,X,X,O,X,X,X
JITLZOS,O,O,O,X,X,X,X,X,X
JITLOSZ,X,O,X,O,O,O,X,X,X
JITLOZS,X,X,X,O,O,X,X,X,X
JITSLZO,O,O,O,X,X,O,X,X,X
JITSLOZ,X,O,X,O,O,O,X,X,X
JITSZLO,O,O,X,X,X,X,X,X,X
JITSZOL,O,O,X,X,O,X,O,X,X
JITSOLZ,O,O,O,O,O,O,X,O,X
JITSOZL,O,X,X,O,O,X,O,X,X
JITZLSO,O,O,X,X,X,X,X,X,X
JITZLOS,O,O,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,X,X,X,X,X
JITZSOL,O,O,X,X,O,X,O,X,X
JITZOLS,O,O,X,X,O,X,O,X,X
JITZOSL,O,O,X,X,O,X,O,X,X
JITOLSZ,O,O,O,O,O,O,X,O,X
JITOLZS,O,X,O,O,O,O,X,O,X
JITOSLZ,O,O,O,O,O,O,X,O,X
JITOSZL,O,X,X,O,O,X,O,X,X
JITOZLS,O,X,X,O,O,X,O,X,X
JITOZSL,O,X,X,O,O,X,O,X,X
JILTSZO,X,O,X,X,X,O,X,X,X
JILTSOZ,X,O,X,O,O,O,X,X,X
JILTZSO,X,O,X,X,X,X,X,X,X
JILTZOS,X,O,X,X,X,X,X,X,X
JILTOSZ,X,O,X,O,O,X,X,X,X
JILTOZS,X,X,X,O,O,X,X,X,X
JILSTZO,X,O,X,X,X,O,X,X,X
JILSTOZ,X,O,X,O,O,O,X,X,X
JILSZTO,O,O,O,X,X,O,X,X,X
JILSZOT,O,O,O,X,X,X,O,O,X
JILSOTZ,X,O,X,O,X,O,X,O,X
JILSOZT,X,O,X,O,X,X,O,O,X
JILZTSO,O,X,O,X,X,X,X,X,X
JILZTOS,X,X,X,X,X,X,X,X,X
JILZSTO,O,O,O,X,X,O,X,X,X
JILZSOT,O,O,O,X,X,X,O,O,X
JILZOTS,X,X,X,X,X,X,O,O,X
JILZOST,O,X,O,X,X,X,O,O,X
JILOTSZ,X,O,X,O,X,X,X,O,X
JILOTZS,X,X,X,X,X,X,X,O,X
JILOSTZ,X,O,X,O,X,O,X,O,X
JILOSZT,X,O,X,O,X,X,O,O,X
JILOZTS,X,X,X,X,X,X,O,O,X
JILOZST,X,O,X,O,X,X,O,O,X
JISTLZO,O,O,O,X,X,O,X,X,X
JISTLOZ,X,O,X,O,O,O,X,X,X
JISTZLO,O,O,X,X,X,X,X,X,X
JISTZOL,O,O,X,X,O,X,O,X,X
JISTOLZ,O,O,O,O,O,O,X,O,X
JISTOZL,O,X,X,O,O,X,O,X,X
JISLTZO,X,O,X,X,X,O,X,X,X
JISLTOZ,X,O,X,O,O,O,X,X,X
JISLZTO,O,O,O,X,X,O,X,X,X
JISLZOT,O,O,O,X,X,X,O,O,X
JISLOTZ,X,O,X,O,X,O,X,O,X
JISLOZT,X,O,X,O,X,X,O,O,X
JISZTLO,O,X,X,X,X,X,X,X,X
JISZTOL,O,X,X,X,O,X,O,X,X
JISZLTO,O,O,X,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,O,X,X
JISZOTL,X,X,X,X,X,X,O,X,X
JISZOLT,O,X,X,X,X,X,O,O,X
JISOTLZ,X,O,X,O,O,X,X,O,X
JISOTZL,X,O,X,O,O,X,O,X,X
JISOLTZ,X,O,X,O,X,X,X,O,X
JISOLZT,X,O,X,O,X,X,O,O,X
JISOZTL,X,O,X,X,X,X,O,X,O
JISOZLT,O,O,X,O,X,X,O,O,O
JIZTLSO,O,X,X,X,X,X,X,X,X
JIZTLOS,O,X,X,X,X,X,X,X,X
JIZTSLO,O,X,X,X,X,X,X,X,X
JIZTSOL,O,X,X,X,O,X,O,X,X
JIZTOLS,O,X,X,X,O,X,O,X,X
JIZTOSL,O,X,X,X,O,X,O,X,X
JIZLTSO,O,X,X,X,X,X,X,X,X
JIZLTOS,O,X,X,X,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X,X
JIZLSOT,O,O,X,X,X,X,O,X,X
JIZLOTS,X,X,X,X,X,X,O,X,X
JIZLOST,O,X,X,X,X,X,O,X,X
JIZSTLO,O,X,X,X,X,X,X,X,X
JIZSTOL,O,X,X,X,O,X,O,X,X
JIZSLTO,O,O,X,X,X,X,X,X,X
JIZSLOT,O,O,X,X,X,X,O,X,X
JIZSOTL,X,X,X,X,X,X,O,X,X
JIZSOLT,O,X,X,X,X,X,O,O,X
JIZOTLS,X,X,X,X,X,X,O,X,X
JIZOTSL,X,X,X,X,X,X,O,X,X
JIZOLTS,X,X,X,X,X,X,O,O,X
JIZOLST,O,X,X,X,X,X,O,O,X
JIZOSTL,X,X,X,X,X,X,O,X,X
JIZOSLT,O,X,X,X,X,X,O,O,X
JIOTLSZ,X,O,X,O,O,X,X,O,X
JIOTLZS,X,O,X,O,O,X,X,O,X
JIOTSLZ,X,O,X,O,O,X,X,O,X
JIOTSZL,X,O,X,O,O,X,O,X,X
JIOTZLS,X,O,X,O,O,X,O,X,X
JIOTZSL,X,O,X,O,O,X,O,X,X
JIOLTSZ,X,O,X,O,X,X,X,O,X
JIOLTZS,X,X,X,X,X,X,X,O,X
JIOLSTZ,X,O,X,O,X,X,X,O,X
JIOLSZT,X,O,X,O,X,X,O,O,X
JIOLZTS,X,X,X,X,X,X,O,O,X
JIOLZST,X,O,X,O,X,X,O,O,X
JIOSTLZ,X,O,X,O,O,X,X,O,X
JIOSTZL,X,O,X,O,O,X,O,X,X
JIOSLTZ,X,O,X,O,X,X,X,O,X
JIOSLZT,X,O,X,O,X,X,O,O,X
JIOSZTL,X,O,X,X,X,X,O,X,O
JIOSZLT,O,O,X,O,X,X,O,O,O
JIOZTLS,X,O,X,X,X,X,O,X,O
JIOZTSL,X,O,X,X,X,X,O,X,O
JIOZLTS,X,O,X,X,X,X,O,O,O
JIOZLST,O,O,X,O,X,X,O,O,O
JIOZSTL,X,O,X,X,X,X,O,X,O
JIOZSLT,O,O,X,O,X,X,O,O,O
JLTISZO,O,O,O,X,X,O,X,X,X
JLTISOZ,X,O,X,O,O,O,X,X,X
JLTIZSO,O,O,O,X,X,O,X,X,X
JLTIZOS,O,O,O,X,X,X,X,X,X
JLTIOSZ,X,O,X,O,O,O,X,X,X
JLTIOZS,X,X,X,O,O,O,X,X,X
JLTSIZO,O,O,O,X,X,O,X,X,X
JLTSIOZ,X,O,X,O,O,O,X,X,X
JLTSZIO,O,O,O,X,X,O,X,X,X
JLTSZOI,O,O,O,X,O,O,X,X,X
JLTSOIZ,O,O,O,O,O,O,X,X,X
JLTSOZI,O,O,O,O,O,O,X,X,X
JLTZISO,O,O,O,X,X,O,X,X,X
JLTZIOS,O,O,O,X,X,X,X,X,X
JLTZSIO,O,O,O,X,X,O,X,X,X
JLTZSOI,O,O,O,X,O,O,X,X,X
JLTZOIS,O,O,O,X,O,O,X,X,X
JLTZOSI,O,O,O,X,O,O,X,X,X
JLTOISZ,O,O,O,O,O,O,X,X,X
JLTOIZS,O,O,O,O,O,O,X,X,X
JLTOSIZ,O,O,O,O,O,O,X,X,X
JLTOSZI,O,O,O,O,O,O,X,X,X
JLTOZIS,O,O,O,O,O,O,X,X,X
JLTOZSI,O,O,O,O,O,O,X,X,X
JLITSZO,X,O,X,X,X,O,X,X,X
JLITSOZ,X,O,X,O,O,O,X,X,X
JLITZSO,X,O,X,X,X,O,X,X,X
JLITZOS,X,O,X,X,X,X,X,X,X
JLITOSZ,X,O,X,O,O,O,X,X,X
JLITOZS,X,X,X,O,O,O,X,X,X
JLISTZO,X,O,X,X,X,O,X,X,X
JLISTOZ,X,O,X,O,O,O,X,X,X
JLISZTO,O,O,O,X,X,O,X,X,X
JLISZOT,O,O,O,X,X,X,O,O,X
JLISOTZ,X,O,X,O,X,O,X,O,X
JLISOZT,X,O,X,O,X,X,O,O,X
JLIZTSO,O,X,O,X,X,X,X,X,X
JLIZTOS,X,X,X,X,X,X,X,X,X
JLIZSTO,O,O,O,X,X,O,X,X,X
JLIZSOT,O,O,O,X,X,X,O,O,X
JLIZOTS,X,X,X,X,X,X,O,O,X
JLIZOST,O,X,O,X,X,X,O,O,X
JLIOTSZ,X,O,X,O,X,X,X,O,X
JLIOTZS,X,X,X,X,X,X,X,O,X
JLIOSTZ,X,O,X,O,X,O,X,O,X
JLIOSZT,X,O,X,O,X,X,O,O,X
JLIOZTS,X,X,X,X,X,X,O,O,X
JLIOZST,X,O,X,O,X,X,O,O,X
JLSTIZO,O,O,O,X,X,O,X,X,X
JLSTIOZ,X,O,X,O,O,O,X,X,X
JLSTZIO,O,O,O,X,X,O,X,X,X
JLSTZOI,O,O,O,X,O,O,X,X,X
JLSTOIZ,O,O,O,O,O,O,X,X,X
JLSTOZI,O,O,O,O,O,O,X,X,X
JLSITZO,X,O,X,X,X,O,X,X,X
JLSITOZ,X,O,X,O,O,O,X,X,X
JLSIZTO,O,O,O,X,X,O,X,X,X
JLSIZOT,O,O,O,X,X,X,O,O,X
JLSIOTZ,X,O,X,O,X,O,X,O,X
JLSIOZT,X,O,X,O,X,X,O,O,X
JLSZTIO,O,O,O,X,X,O,X,X,X
JLSZTOI,O,O,O,X,O,O,X,X,X
JLSZITO,O,O,O,X,X,O,X,X,X
JLSZIOT,O,O,O,X,X,X,O,O,X
JLSZOTI,O,X,O,X,X,X,O,X,X
JLSZOIT,O,O,O,X,X,X,O,X,X
JLSOTIZ,X,O,X,O,O,O,X,X,X
JLSOTZI,X,O,X,X,O,O,X,X,X
JLSOITZ,X,O,X,O,X,O,X,X,X
JLSOIZT,X,O,X,O,X,X,O,X,X
JLSOZTI,X,O,X,X,X,X,O,X,X
JLSOZIT,X,O,X,O,X,X,O,X,X
JLZTISO,O,O,O,X,X,O,X,X,X
JLZTIOS,O,O,O,X,X,X,X,X,X
JLZTSIO,O,O,O,X,X,O,X,X,X
JLZTSOI,O,O,O,X,O,O,X,X,X
JLZTOIS,O,O,O,X,O,O,X,X,X
JLZTOSI,O,O,O,X,O,O,X,X,X
JLZITSO,O,X,O,X,X,X,X,X,X
JLZITOS,O,X,O,X,X,X,X,X,X
JLZISTO,O,O,O,X,X,O,X,X,X
JLZISOT,O,O,O,X,X,X,O,O,X
JLZIOTS,X,X,X,X,X,X,O,O,X
JLZIOST,O,X,O,X,X,X,O,O,X
JLZSTIO,O,O,O,X,X,O,X,X,X
JLZSTOI,O,O,O,X,O,O,X,X,X
JLZSITO,O,O,O,X,X,O,X,X,X
JLZSIOT,O,O,O,X,X,X,O,O,X
JLZSOTI,O,X,O,X,X,X,O,X,X
JLZSOIT,O,O,O,X,X,X,O,X,X
JLZOTIS,O,X,O,X,X,X,O,X,X
JLZOTSI,O,X,O,X,X,X,O,X,X
JLZOITS,X,X,X,X,X,X,O,X,X
JLZOIST,O,O,O,X,X,X,O,X,X
JLZOSTI,O,X,O,X,X,X,O,X,X
JLZOSIT,O,O,O,X,X,X,O,X,X
JLOTISZ,X,O,X,O,O,O,X,X,X
JLOTIZS,X,O,X,X,O,O,X,X,X
JLOTSIZ,X,O,X,O,O,O,X,X,X
JLOTSZI,X,O,X,X,O,O,X,X,X
JLOTZIS,X,O,X,X,O,O,X,X,X
JLOTZSI,X,O,X,X,O,O,X,X,X
JLOITSZ,X,O,X,O,X,X,X,X,X
JLOITZS,X,X,X,X,X,X,X,X,X
JLOISTZ,X,O,X,O,X,O,X,X,X
JLOISZT,X,O,X,O,X,X,O,X,X
JLOIZTS,X,X,X,X,X,X,O,X,X
JLOIZST,X,O,X,O,X,X,O,X,X
JLOSTIZ,X,O,X,O,O,O,X,X,X
JLOSTZI,X,O,X,X,O,O,X,X,X
JLOSITZ,X,O,X,O,X,O,X,X,X
JLOSIZT,X,O,X,O,X,X,O,X,X
JLOSZTI,X,O,X,X,X,X,O,X,X
JLOSZIT,X,O,X,O,X,X,O,X,X
JLOZTIS,X,O,X,X,X,X,O,X,X
JLOZTSI,X,O,X,X,X,X,O,X,X
JLOZITS,X,O,X,X,X,X,O,X,X
JLOZIST,X,O,X,O,X,X,O,X,X
JLOZSTI,X,O,X,X,X,X,O,X,X
JLOZSIT,X,O,X,O,X,X,O,X,X
