sequence,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBUcBRdBy?mBziBXsB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFXcBldBifB8?nBmmBzrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFVgBRcBzdBy?mB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBifBFhBz?iB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbBzdBFhBR?nBKnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFzdBifBFhB3?nB8rBmrB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeO/IvhFXbByiBFhBR?nBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFlcBzdBifBU?hB3nBesB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFeiBzdBifBF?hB3nB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8Jex6IvhFejBifBFhBX?iBTnB0rB,v115@8gA8IeA8AeC8EeG8BeG8BeC8JeT9IvhFejBxfB0hBi?fBFhBXsB
IZSOTJL,X,O,X,X,O,X,X,X,X,X,X
IZSOLTJ,X,X,X,X,X,X,X,X,X,X,X
IZSOLJT,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,O,X,X,O,X,X,O,X,X,O
IZSOJLT,X,X,X,X,X,X,X,O,X,X,O
IZOTLJS,X,X,X,X,X,X,X,X,X,X,X
IZOTLSJ,X,X,X,X,X,X,X,X,X,X,X
IZOTJLS,X,X,X,X,O,X,X,X,X,X,X
IZOTJSL,X,X,X,X,O,X,X,X,X,X,X
IZOTSLJ,X,X,X,X,X,X,X,X,X,X,X
IZOTSJL,X,X,X,X,O,X,X,X,X,X,X
IZOLTJS,X,X,X,X,X,X,X,X,X,X,X
IZOLTSJ,X,X,X,X,X,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,X,X,X,X,X,X,X,X,X,X
IZOLSJT,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,X,X,X,X,O,X,X,X,X,X,O
IZOJTSL,X,X,X,X,O,X,X,X,X,X,O
IZOJLTS,X,X,X,X,X,X,X,X,X,X,O
IZOJLST,X,X,X,X,X,X,X,X,X,X,O
IZOJSTL,X,X,X,X,O,X,X,X,X,X,O
IZOJSLT,X,X,X,X,X,X,X,X,X,X,O
IZOSTLJ,X,X,X,X,X,X,X,X,X,X,X
IZOSTJL,X,X,X,X,O,X,X,X,X,X,X
IZOSLTJ,X,X,X,X,X,X,X,X,X,X,X
IZOSLJT,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,X,X,X,X,O,X,X,O,X,X,X
IZOSJLT,X,X,X,X,X,X,X,O,X,X,X
IOTLJSZ,O,X,X,O,O,X,O,X,X,X,X
IOTLJZS,O,X,X,O,O,X,X,X,X,X,X
IOTLSJZ,O,X,X,O,O,X,O,X,X,X,X
IOTLSZJ,O,X,X,X,X,X,X,X,X,X,X
IOTLZJS,O,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,X,X,X,X,X,X,X,X,X
IOTJLSZ,O,X,X,O,O,X,O,X,X,X,X
IOTJLZS,O,X,X,O,O,X,X,X,X,X,X
IOTJSLZ,O,X,X,X,O,X,O,X,X,X,X
IOTJSZL,O,X,X,X,O,X,X,X,X,X,X
IOTJZLS,O,X,X,X,O,X,X,X,X,X,X
IOTJZSL,O,X,X,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,X,X,O,X,O,X,X,X,X
IOTSLZJ,O,X,X,X,X,X,X,X,X,X,X
IOTSJLZ,O,X,X,X,O,X,O,X,X,X,X
IOTSJZL,O,X,X,X,O,X,X,X,X,X,X
IOTSZLJ,O,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,X,X,O,X,X,X,X,X,X
IOTZLJS,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,X,X,X,O,X,X,X,X,X,X
IOTZJSL,O,X,X,X,O,X,X,X,X,X,X
IOTZSLJ,X,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,X,X,X,O,X,X,X,X,X,X
IOLTJSZ,O,X,X,O,O,X,O,X,X,X,X
IOLTJZS,O,X,X,O,O,X,X,X,X,X,X
IOLTSJZ,O,X,X,O,O,X,O,X,X,X,X
IOLTSZJ,O,X,X,X,X,X,X,X,X,X,X
IOLTZJS,O,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,O,X,X,X,X,X,X,X,X,X,X
IOLJTSZ,O,X,X,O,O,X,O,X,X,X,X
IOLJTZS,O,X,X,O,O,X,X,X,X,X,X
IOLJSTZ,O,X,X,O,O,X,O,X,X,X,X
IOLJSZT,O,X,X,X,X,X,X,X,X,X,X
IOLJZTS,O,X,X,O,X,X,X,X,X,X,X
IOLJZST,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,O,O,X,O,X,X,X,X
IOLSTZJ,O,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,O,X,X,O,O,X,O,X,X,X,X
IOLSJZT,O,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,X,X,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,X,X,X
IOLZTJS,O,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,O,X,X,X,X,X,X,X,X,X,X
IOLZJTS,O,X,X,O,X,X,X,X,X,X,X
IOLZJST,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,O,X,X,X,X,X,X,X,X,X,X
IOLZSJT,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,X,O,O,X,O,X,X,X,X
IOJTLZS,O,X,X,O,O,X,X,X,X,X,X
IOJTSLZ,O,X,X,X,O,X,O,X,X,X,X
IOJTSZL,O,X,X,X,O,X,X,X,X,X,X
IOJTZLS,O,X,X,X,O,X,X,X,X,X,O
IOJTZSL,O,X,X,X,O,X,X,X,X,X,O
IOJLTSZ,O,X,X,O,O,X,O,X,X,X,X
IOJLTZS,O,X,X,O,O,X,X,X,X,X,X
IOJLSTZ,O,X,X,O,O,X,O,X,X,X,X
IOJLSZT,O,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,O,X,X,X,X,X,X,O
IOJLZST,X,X,X,X,X,X,X,X,X,X,O
IOJSTLZ,O,X,X,X,O,X,O,X,X,X,X
IOJSTZL,O,X,X,X,O,X,X,X,X,X,O
IOJSLTZ,O,X,X,X,O,X,O,X,X,X,X
IOJSLZT,O,X,X,X,X,X,X,X,X,X,O
IOJSZTL,O,X,X,X,O,X,X,X,X,X,O
IOJSZLT,O,X,X,X,X,X,X,X,X,X,O
IOJZTLS,O,X,X,X,O,X,X,X,X,X,O
IOJZTSL,O,X,X,X,O,X,X,X,X,X,O
IOJZLTS,O,X,X,X,X,X,X,X,X,X,O
IOJZLST,X,X,X,X,X,X,X,X,X,X,O
IOJZSTL,O,X,X,X,O,X,X,X,X,X,O
IOJZSLT,O,X,X,X,X,X,X,X,X,X,O
IOSTLJZ,O,X,X,X,O,X,O,X,X,X,X
IOSTLZJ,O,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,O,X,X,X,O,X,O,X,X,X,X
IOSTJZL,O,X,X,X,O,X,X,X,X,X,X
IOSTZLJ,O,X,X,X,X,X,X,X,X,X,X
IOSTZJL,O,X,X,X,O,X,X,X,X,X,X
IOSLTJZ,O,X,X,X,O,X,O,X,X,X,X
IOSLTZJ,O,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,O,X,X,X,O,X,O,X,X,X,X
IOSLJZT,O,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,X,X,X,X,X,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,X,X,O,X,O,X,X,X,X
IOSJTZL,O,X,X,X,O,X,X,X,X,X,O
IOSJLTZ,O,X,X,X,O,X,O,X,X,X,X
IOSJLZT,O,X,X,X,X,X,X,X,X,X,O
IOSJZTL,O,X,X,X,O,X,X,X,X,X,O
IOSJZLT,O,X,X,X,X,X,X,X,X,X,O
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X
IOSZTJL,O,X,X,X,O,X,X,X,X,X,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,O,X,X,X,X,X,O
IOSZJLT,O,X,X,X,X,X,X,X,X,X,O
IOZTLJS,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,X,X,X,O,X,X,X,X,X,X
IOZTJSL,O,X,X,X,O,X,X,X,X,X,X
IOZTSLJ,X,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,X,X,O,X,X,X,X,X,X
IOZLTJS,O,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,X,X,X,X,X,X,X,X,X
IOZLJTS,O,X,X,X,X,X,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,X,X,X,X,X,X,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,X,X,O,X,X,X,X,X,O
IOZJTSL,O,X,X,X,O,X,X,X,X,X,O
IOZJLTS,O,X,X,X,X,X,X,X,X,X,O
IOZJLST,X,X,X,X,X,X,X,X,X,X,O
IOZJSTL,O,X,X,X,O,X,X,X,X,X,O
IOZJSLT,O,X,X,X,X,X,X,X,X,X,O
IOZSTLJ,O,X,X,X,X,X,X,X,X,X,X
IOZSTJL,O,X,X,X,O,X,X,X,X,X,X
IOZSLTJ,O,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,X,X,O,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,O,X,O,X,O,X,O,O,X
LTIJSOZ,X,X,O,O,O,X,O,X,O,O,X
LTIJZSO,O,O,O,X,O,X,O,X,O,O,X
LTIJZOS,O,O,X,O,O,X,X,X,X,X,X
LTIJOSZ,O,X,O,O,O,X,O,X,O,O,X
LTIJOZS,O,X,X,O,O,X,X,X,X,X,X
LTISJZO,O,O,O,X,O,X,O,O,O,O,X
LTISJOZ,X,X,O,O,O,X,O,O,O,O,X
LTISZJO,O,O,O,X,X,O,O,O,X,X,X
LTISZOJ,X,O,O,X,X,O,X,X,X,X,X
LTISOJZ,X,X,O,O,O,X,O,O,X,X,X
LTISOZJ,X,X,O,X,X,O,X,X,X,X,X
LTIZJSO,O,O,O,X,X,X,O,X,O,O,X
LTIZJOS,O,O,X,O,X,X,X,X,X,X,X
LTIZSJO,O,O,O,X,X,X,O,O,X,X,X
LTIZSOJ,X,O,O,X,X,X,X,X,X,X,X
LTIZOJS,O,O,X,O,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,X,X,X,X,X,X,X,X
LTIOJSZ,O,X,O,O,O,X,O,X,O,O,X
LTIOJZS,O,X,X,O,O,X,X,X,X,X,X
LTIOSJZ,O,X,O,O,O,X,O,X,X,X,X
LTIOSZJ,O,X,O,X,X,X,X,X,X,X,X
LTIOZJS,O,X,X,O,X,X,X,X,X,X,X
LTIOZSJ,O,X,X,X,X,X,X,X,X,X,X
LTJISZO,O,O,O,X,O,X,O,X,O,O,X
LTJISOZ,X,X,O,O,O,X,O,X,O,O,X
LTJIZSO,O,O,O,X,O,X,O,X,O,O,X
LTJIZOS,O,O,X,O,O,X,X,X,X,X,X
LTJIOSZ,O,X,O,O,O,X,O,X,O,O,X
LTJIOZS,O,X,X,O,O,X,X,X,X,X,X
LTJSIZO,O,O,O,X,O,X,O,X,O,O,X
LTJSIOZ,O,X,O,O,O,X,O,X,O,O,X
LTJSZIO,O,O,O,X,X,X,X,X,O,O,X
LTJSZOI,O,O,O,X,X,X,X,X,O,O,X
LTJSOIZ,O,X,O,O,X,X,X,X,O,O,X
LTJSOZI,O,X,O,O,X,X,X,X,O,O,X
LTJZISO,O,O,O,X,X,X,X,X,O,O,X
LTJZIOS,O,O,X,O,X,X,X,X,X,X,X
LTJZSIO,O,O,O,X,X,X,X,X,O,O,X
LTJZSOI,O,O,O,X,X,X,X,X,O,O,X
LTJZOIS,O,O,X,O,X,X,X,X,X,X,X
LTJZOSI,O,O,X,O,X,X,X,X,X,X,X
LTJOISZ,O,X,O,O,X,X,X,X,O,O,X
LTJOIZS,O,X,X,O,X,X,X,X,X,X,X
LTJOSIZ,O,X,O,O,X,X,X,X,O,O,X
LTJOSZI,O,X,O,O,X,X,X,X,O,O,X
LTJOZIS,O,X,X,O,X,X,X,X,X,X,X
LTJOZSI,O,X,X,O,X,X,X,X,X,X,X
LTSIJZO,O,O,O,X,O,X,O,O,O,O,X
LTSIJOZ,O,X,O,O,O,X,O,O,O,O,X
LTSIZJO,O,O,O,X,X,O,O,O,X,X,X
LTSIZOJ,O,O,O,X,X,O,X,X,X,X,X
LTSIOJZ,O,X,O,O,O,X,O,O,X,X,X
LTSIOZJ,O,X,O,X,X,O,X,X,X,X,X
LTSJIZO,O,O,O,X,O,X,O,O,O,O,X
LTSJIOZ,O,X,O,O,O,X,O,O,O,O,X
LTSJZIO,O,O,O,X,X,X,X,O,O,O,X
LTSJZOI,O,O,O,X,X,X,X,O,O,O,X
LTSJOIZ,O,X,O,O,X,X,X,O,O,O,X
LTSJOZI,O,X,O,O,X,X,X,O,O,O,X
LTSZIJO,O,O,O,X,X,O,X,O,X,X,X
LTSZIOJ,O,O,O,X,X,O,X,X,X,X,X
LTSZJIO,O,O,O,X,X,O,X,O,X,X,X
LTSZJOI,O,O,O,X,X,O,X,O,X,X,X
LTSZOIJ,O,O,O,X,X,O,X,X,X,X,X
LTSZOJI,O,X,O,X,X,O,X,X,X,X,X
LTSOIJZ,O,X,O,O,X,X,X,O,X,X,X
LTSOIZJ,O,X,O,X,X,O,X,X,X,X,X
LTSOJIZ,O,X,O,O,X,X,X,O,X,X,X
LTSOJZI,O,X,O,O,X,X,X,O,X,X,X
LTSOZIJ,O,X,O,X,X,O,X,X,X,X,X
LTSOZJI,O,X,O,X,X,O,X,X,X,X,X
LTZIJSO,O,O,O,X,X,X,X,X,O,O,X
LTZIJOS,O,O,X,O,X,X,X,X,X,X,X
LTZISJO,O,O,O,X,X,X,X,O,X,X,X
LTZISOJ,X,O,O,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,O,X,X,X,X,X,X,X
LTZIOSJ,O,O,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,X,X,X,X,O,O,X
LTZJIOS,O,O,X,O,X,X,X,X,X,X,X
LTZJSIO,O,O,O,X,X,X,X,X,O,O,X
LTZJSOI,O,O,O,X,X,X,X,X,O,O,X
LTZJOIS,O,O,X,O,X,X,X,X,X,X,X
LTZJOSI,O,O,X,O,X,X,X,X,X,X,X
LTZSIJO,O,O,O,X,X,X,X,O,X,X,X
LTZSIOJ,X,O,O,X,X,X,X,X,X,X,X
LTZSJIO,O,O,O,X,X,X,X,O,X,X,X
LTZSJOI,O,O,O,X,X,X,X,O,X,X,X
LTZSOIJ,O,O,O,X,X,X,X,X,X,X,X
LTZSOJI,O,X,O,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,O,X,X,X,X,X,X,X
LTZOISJ,O,O,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,O,X,X,X,X,X,X,X
LTZOJSI,O,O,X,O,X,X,X,X,X,X,X
LTZOSIJ,O,O,X,X,X,X,X,X,X,X,X
LTZOSJI,O,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,O,X,X,X,X,O,O,X
LTOIJZS,O,X,X,O,X,X,X,X,X,X,X
LTOISJZ,O,X,O,O,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,X,X,X,X,X,X
LTOIZJS,O,X,X,O,X,X,X,X,X,X,X
LTOIZSJ,O,X,X,X,X,X,X,X,X,X,X
LTOJISZ,O,X,O,O,X,X,X,X,O,O,X
LTOJIZS,O,X,X,O,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,O,X,X,X,X,O,O,X
LTOJSZI,O,X,O,O,X,X,X,X,O,O,X
LTOJZIS,O,X,X,O,X,X,X,X,X,X,X
LTOJZSI,O,X,X,O,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,O,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,O,X,X,X,X,X,X,X
LTOSJZI,O,X,O,O,X,X,X,X,X,X,X
LTOSZIJ,O,X,O,X,X,X,X,X,X,X,X
LTOSZJI,O,X,O,X,X,X,X,X,X,X,X
LTOZIJS,O,X,X,O,X,X,X,X,X,X,X
LTOZISJ,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,O,X,X,O,X,X,X,X,X,X,X
LTOZJSI,O,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,X,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,O,X,O,X,O,X,O,O,X
LITJSOZ,X,X,O,O,O,X,O,X,O,O,X
LITJZSO,O,O,O,X,O,X,O,X,O,O,X
LITJZOS,O,O,X,O,O,X,X,X,X,X,X
LITJOSZ,O,X,O,O,O,X,O,X,O,O,X
LITJOZS,O,X,X,O,O,X,X,X,X,X,X
LITSJZO,O,O,O,X,O,X,O,O,O,O,X
LITSJOZ,X,X,O,O,O,X,O,O,O,O,X
LITSZJO,O,O,O,X,X,O,O,O,X,X,X
LITSZOJ,X,O,O,X,X,O,X,X,X,X,X
LITSOJZ,X,X,O,O,O,X,O,O,X,X,X
LITSOZJ,X,X,O,X,X,O,X,X,X,X,X
LITZJSO,O,O,O,X,X,X,O,X,O,O,X
LITZJOS,O,O,X,O,X,X,X,X,X,X,X
LITZSJO,O,O,O,X,X,X,O,O,X,X,X
LITZSOJ,X,O,O,X,X,X,X,X,X,X,X
LITZOJS,O,O,X,O,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,X,X,X,X,X
LITOJSZ,O,X,O,O,O,X,O,X,O,O,X
LITOJZS,O,X,X,O,O,X,X,X,X,X,X
LITOSJZ,O,X,O,O,O,X,O,X,X,X,X
LITOSZJ,O,X,O,X,X,X,X,X,X,X,X
LITOZJS,O,X,X,O,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X
LIJTSZO,O,O,O,X,O,X,O,X,O,O,X
LIJTSOZ,X,X,O,O,O,X,O,X,O,O,X
LIJTZSO,O,O,O,X,O,X,O,X,O,O,X
LIJTZOS,O,O,X,O,O,X,X,X,X,X,X
LIJTOSZ,O,X,O,O,O,X,O,X,O,O,X
LIJTOZS,O,X,X,O,O,X,X,X,X,X,X
LIJSTZO,O,O,O,X,O,X,O,O,O,O,X
LIJSTOZ,X,X,O,O,O,X,O,O,O,O,X
LIJSZTO,X,O,X,X,X,O,O,O,O,O,X
LIJSZOT,X,O,X,X,X,O,X,O,O,X,O
LIJSOTZ,X,X,O,O,O,X,O,O,O,O,X
LIJSOZT,X,O,X,X,X,O,X,O,O,X,O
LIJZTSO,O,O,X,X,X,X,O,X,O,O,X
LIJZTOS,O,O,X,O,X,X,X,X,X,X,X
LIJZSTO,X,O,X,X,X,X,O,O,O,O,X
LIJZSOT,X,O,X,X,X,X,X,O,O,X,X
LIJZOTS,X,O,X,O,X,X,X,X,X,X,O
LIJZOST,X,O,X,X,X,X,X,X,X,X,O
LIJOTSZ,O,X,X,O,O,X,O,X,O,O,X
LIJOTZS,O,X,X,O,O,X,X,X,X,X,X
LIJOSTZ,O,X,X,O,O,X,O,X,O,O,X
LIJOSZT,X,O,X,X,X,X,X,X,O,X,X
LIJOZTS,O,O,X,O,X,X,X,X,X,X,O
LIJOZST,X,O,X,X,X,X,X,X,X,X,O
LISTJZO,O,O,O,X,O,X,O,O,O,O,X
LISTJOZ,X,X,O,O,O,X,O,O,O,O,X
LISTZJO,O,O,O,X,X,O,O,O,X,X,X
LISTZOJ,X,O,O,X,X,O,X,X,X,X,X
LISTOJZ,X,X,O,O,O,X,O,O,X,X,X
LISTOZJ,X,X,O,X,X,O,X,X,X,X,X
LISJTZO,O,O,O,X,O,X,O,O,O,O,X
LISJTOZ,X,X,O,O,O,X,O,O,O,O,X
LISJZTO,X,O,X,X,X,O,O,O,O,O,X
LISJZOT,X,O,X,X,X,O,X,O,O,X,O
LISJOTZ,X,X,O,O,O,X,O,O,O,O,X
LISJOZT,X,O,X,X,X,O,X,O,O,X,O
LISZTJO,O,O,O,X,X,O,O,O,X,X,X
LISZTOJ,X,O,O,X,X,O,X,X,X,X,X
LISZJTO,X,O,X,X,X,O,O,O,X,X,X
LISZJOT,X,O,X,X,X,O,X,O,X,X,O
LISZOTJ,X,O,O,X,X,O,X,X,X,X,X
LISZOJT,X,O,X,X,X,O,X,O,X,X,X
LISOTJZ,X,X,O,O,O,X,O,O,X,X,X
LISOTZJ,X,X,O,X,X,O,X,X,X,X,X
LISOJTZ,X,X,O,O,O,X,O,O,X,X,X
LISOJZT,X,O,X,X,X,O,X,O,X,X,X
LISOZTJ,X,O,O,X,X,O,X,X,X,X,X
LISOZJT,X,O,X,X,X,O,X,O,X,X,X
LIZTJSO,O,O,O,X,X,X,O,X,O,O,X
LIZTJOS,O,O,X,O,X,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,X,O,O,X,X,X
LIZTSOJ,X,O,O,X,X,X,X,X,X,X,X
LIZTOJS,O,O,X,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,O,X,O,O,X
LIZJTOS,O,O,X,O,X,X,X,X,X,X,X
LIZJSTO,X,O,X,X,X,X,O,O,O,O,X
LIZJSOT,X,O,X,X,X,X,X,O,O,X,X
LIZJOTS,X,O,X,O,X,X,X,X,X,X,O
LIZJOST,X,O,X,X,X,X,X,X,X,X,O
LIZSTJO,O,O,O,X,X,O,O,O,X,X,X
LIZSTOJ,X,O,O,X,X,O,X,X,X,X,X
LIZSJTO,X,O,X,X,X,O,O,O,X,X,X
LIZSJOT,X,O,X,X,X,O,X,O,X,X,X
LIZSOTJ,X,O,O,X,X,O,X,X,X,X,X
LIZSOJT,X,O,X,X,X,O,X,O,X,X,X
LIZOTJS,O,O,X,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,X,X,X,X,X
LIZOJTS,O,O,X,O,X,X,X,X,X,X,X
LIZOJST,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,O,X,X,X
LIOTJSZ,O,X,O,O,O,X,O,X,O,O,X
LIOTJZS,O,X,X,O,O,X,X,X,X,X,X
LIOTSJZ,O,X,O,O,O,X,O,X,X,X,X
LIOTSZJ,O,X,O,X,X,X,X,X,X,X,X
LIOTZJS,O,X,X,O,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,X,X,O,O,X,O,X,O,O,X
LIOJTZS,O,X,X,O,O,X,X,X,X,X,X
LIOJSTZ,O,X,X,O,O,X,O,X,O,O,X
LIOJSZT,X,O,X,X,X,X,X,X,O,X,X
LIOJZTS,O,O,X,O,X,X,X,X,X,X,X
LIOJZST,X,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,O,X,O,O,O,X,O,O,X,X,X
LIOSTZJ,O,X,O,X,X,O,X,X,X,X,X
LIOSJTZ,O,X,O,O,O,X,O,O,X,X,X
LIOSJZT,X,O,X,X,X,O,X,O,X,X,X
LIOSZTJ,O,O,O,X,X,O,X,X,X,X,X
LIOSZJT,X,O,X,X,X,O,X,O,X,X,X
LIOZTJS,O,O,X,O,X,X,X,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,X,X,X,X,X
LIOZJTS,O,O,X,O,X,X,X,X,X,X,X
LIOZJST,X,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,O,X,X,X
LJTISZO,O,O,O,X,O,X,O,X,O,O,X
LJTISOZ,X,X,O,O,O,X,O,X,O,O,X
LJTIZSO,O,O,O,X,O,X,O,X,O,O,X
LJTIZOS,O,O,X,O,O,X,X,X,X,X,X
LJTIOSZ,O,X,O,O,O,X,O,X,O,O,X
LJTIOZS,O,X,X,O,O,X,X,X,X,X,X
LJTSIZO,O,O,O,X,O,X,O,X,O,O,X
LJTSIOZ,O,X,O,O,O,X,O,X,O,O,X
LJTSZIO,O,O,O,X,X,X,X,X,O,O,X
LJTSZOI,O,O,O,X,X,X,X,X,O,O,X
LJTSOIZ,O,X,O,O,X,X,X,X,O,O,X
LJTSOZI,O,X,O,O,X,X,X,X,O,O,X
LJTZISO,O,O,O,X,X,X,X,X,O,O,X
LJTZIOS,O,O,X,O,X,X,X,X,X,X,X
LJTZSIO,O,O,O,X,X,X,X,X,O,O,X
LJTZSOI,O,O,O,X,X,X,X,X,O,O,X
LJTZOIS,O,O,X,O,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,X,X,X,X,X,X,X
LJTOISZ,O,X,O,O,X,X,X,X,O,O,X
LJTOIZS,O,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,O,X,X,X,X,O,O,X
LJTOSZI,O,X,O,O,X,X,X,X,O,O,X
LJTOZIS,O,X,X,O,X,X,X,X,X,X,X
LJTOZSI,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,O,O,O,X,O,X,O,X,O,O,X
LJITSOZ,X,X,O,O,O,X,O,X,O,O,X
LJITZSO,O,O,O,X,O,X,O,X,O,O,X
LJITZOS,O,O,X,O,O,X,X,X,X,X,X
LJITOSZ,O,X,O,O,O,X,O,X,O,O,X
LJITOZS,O,X,X,O,O,X,X,X,X,X,X
LJISTZO,O,O,O,X,O,X,O,O,O,O,X
LJISTOZ,X,X,O,O,O,X,O,O,O,O,X
LJISZTO,X,O,X,X,X,O,O,O,O,O,X
LJISZOT,X,O,X,X,X,O,X,O,O,X,O
LJISOTZ,X,X,O,O,O,X,O,O,O,O,X
LJISOZT,X,O,X,X,X,O,X,O,O,X,O
LJIZTSO,O,O,X,X,X,X,O,X,O,O,X
LJIZTOS,O,O,X,O,X,X,X,X,X,X,X
LJIZSTO,X,O,X,X,X,X,O,O,O,O,X
LJIZSOT,X,O,X,X,X,X,X,O,O,X,X
LJIZOTS,X,O,X,O,X,X,X,X,X,X,O
LJIZOST,X,O,X,X,X,X,X,X,X,X,O
LJIOTSZ,O,X,X,O,O,X,O,X,O,O,X
LJIOTZS,O,X,X,O,O,X,X,X,X,X,X
LJIOSTZ,O,X,X,O,O,X,O,X,O,O,X
LJIOSZT,X,O,X,X,X,X,X,X,O,X,X
LJIOZTS,O,O,X,O,X,X,X,X,X,X,O
LJIOZST,X,O,X,X,X,X,X,X,X,X,O
LJSTIZO,O,O,O,X,O,X,O,O,O,O,X
LJSTIOZ,O,X,O,O,O,X,O,O,O,O,X
LJSTZIO,O,O,O,X,X,X,X,O,O,O,X
LJSTZOI,O,O,O,X,X,X,X,O,O,O,X
LJSTOIZ,O,X,O,O,X,X,X,O,O,O,X
LJSTOZI,O,X,O,O,X,X,X,O,O,O,X
LJSITZO,O,O,O,X,O,X,O,O,O,O,X
