sequence,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?FhB0lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBzcB?FgBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBUcB?aiB1lB+rB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFzaBaiB?llBcrBGrB3qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?UgBlmB3qBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFCbBmcB?TgB0hB/rB1vB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbB/hB?aiBllBTrBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFahBFgB?zhBfrBurBUqB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFGbByhB?llB3mBUqBTrB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFmcB0hB?llBTrBfqB6qB,v115@6gC8GeC8AeA8EeC8AeB8CeF8DeD8JeZ/IvhFfgBlbB?8lBzhBurByvB
JLOZTSI,O,X,O,X,X,X,X,X,X,X,X
JLOZITS,O,X,O,O,X,X,X,X,X,X,X
JLOZIST,O,X,X,X,X,X,X,X,X,X,O
JLOZSTI,O,X,X,X,X,X,X,X,X,X,O
JLOZSIT,O,X,X,X,X,X,X,X,X,X,O
JSTILZO,X,O,O,X,O,X,X,X,O,X,X
JSTILOZ,O,O,O,X,X,X,X,O,X,X,X
JSTIZLO,X,O,O,X,O,X,X,X,O,X,X
JSTIZOL,X,O,O,X,O,X,X,X,O,X,X
JSTIOLZ,O,O,O,X,X,X,X,O,X,X,X
JSTIOZL,X,O,O,X,X,X,X,X,X,X,X
JSTLIZO,X,O,O,X,O,X,X,X,O,X,X
JSTLIOZ,O,O,O,X,X,X,X,O,X,X,X
JSTLZIO,X,O,O,X,O,X,X,X,X,X,X
JSTLZOI,X,O,O,X,O,X,X,X,X,X,X
JSTLOIZ,O,O,O,X,X,X,X,O,X,X,X
JSTLOZI,X,O,O,X,X,X,X,X,X,X,X
JSTZILO,X,O,O,X,O,X,X,X,X,X,X
JSTZIOL,X,O,O,X,O,X,X,X,X,X,X
JSTZLIO,X,O,O,X,O,X,X,X,X,X,X
JSTZLOI,X,O,O,X,O,X,X,X,X,X,X
JSTZOIL,X,O,O,X,O,X,X,X,X,X,X
JSTZOLI,X,O,O,X,O,X,X,X,X,X,X
JSTOILZ,O,O,O,X,X,X,X,O,X,X,X
JSTOIZL,X,O,O,X,X,X,X,X,X,X,X
JSTOLIZ,O,O,O,X,X,X,X,O,X,X,X
JSTOLZI,X,O,O,X,X,X,X,X,X,X,X
JSTOZIL,X,O,O,X,X,X,X,X,X,X,X
JSTOZLI,X,O,O,X,X,X,X,X,X,X,X
JSITLZO,X,O,O,X,O,X,X,X,O,X,X
JSITLOZ,O,O,O,X,X,X,X,O,X,X,X
JSITZLO,X,O,O,X,O,X,X,X,O,X,X
JSITZOL,X,O,O,X,O,X,X,X,O,X,X
JSITOLZ,O,O,O,X,X,X,X,O,X,X,X
JSITOZL,X,O,O,X,X,X,X,X,X,X,X
JSILTZO,X,O,O,X,X,X,X,X,O,X,X
JSILTOZ,O,O,O,X,X,X,X,O,X,X,X
JSILZTO,O,O,O,X,X,X,X,X,X,X,O
JSILZOT,O,O,X,X,X,X,X,X,X,X,O
JSILOTZ,O,O,O,X,X,X,X,O,X,X,X
JSILOZT,O,O,X,X,X,X,X,X,X,X,O
JSIZTLO,O,O,O,X,O,X,X,X,X,X,X
JSIZTOL,O,O,O,X,O,X,X,X,X,X,X
JSIZLTO,O,O,O,X,O,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,X,X,X,X,X
JSIZOTL,O,O,X,X,O,X,X,X,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,X,O,X,X,X
JSIOTZL,X,O,O,X,X,X,X,X,X,X,X
JSIOLTZ,O,O,O,X,X,X,X,O,X,X,X
JSIOLZT,O,O,X,X,X,X,X,X,X,X,O
JSIOZTL,O,O,X,X,X,X,X,X,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X,X,X,X
JSLTIZO,X,O,O,X,X,X,X,X,O,X,X
JSLTIOZ,O,O,O,X,X,X,X,O,X,X,X
JSLTZIO,X,O,O,X,X,X,X,X,X,X,X
JSLTZOI,X,O,O,X,X,X,X,X,X,X,X
JSLTOIZ,O,O,O,X,X,X,X,O,X,X,X
JSLTOZI,X,O,O,X,X,X,X,X,X,X,X
JSLITZO,X,O,O,X,X,X,X,X,O,X,X
JSLITOZ,O,O,O,X,X,X,X,O,X,X,X
JSLIZTO,O,O,O,X,X,X,X,X,X,X,O
JSLIZOT,O,O,X,X,X,X,X,X,X,X,O
JSLIOTZ,O,O,O,X,X,X,X,O,X,X,X
JSLIOZT,O,O,X,X,X,X,X,X,X,X,O
JSLZTIO,O,O,O,X,X,X,X,X,X,X,O
JSLZTOI,O,O,O,X,X,X,X,X,X,X,O
JSLZITO,O,O,O,X,X,X,X,X,X,X,O
JSLZIOT,O,O,X,X,X,X,X,X,X,X,O
JSLZOTI,O,O,X,X,X,X,X,X,X,X,O
JSLZOIT,O,O,X,X,X,X,X,X,X,X,O
JSLOTIZ,O,O,O,X,X,X,X,O,X,X,X
JSLOTZI,X,O,O,X,X,X,X,X,X,X,X
JSLOITZ,O,O,O,X,X,X,X,O,X,X,X
JSLOIZT,O,O,X,X,X,X,X,X,X,X,O
JSLOZTI,O,O,X,X,X,X,X,X,X,X,O
JSLOZIT,O,O,X,X,X,X,X,X,X,X,O
JSZTILO,O,O,O,X,O,X,X,X,X,X,X
JSZTIOL,O,O,O,X,O,X,X,X,X,X,X
JSZTLIO,O,O,O,X,O,X,X,X,X,X,X
JSZTLOI,O,O,O,X,O,X,X,X,X,X,X
JSZTOIL,O,O,O,X,O,X,X,X,X,X,X
JSZTOLI,O,O,O,X,O,X,X,X,X,X,X
JSZITLO,O,O,O,X,O,X,X,X,X,X,X
JSZITOL,O,O,O,X,O,X,X,X,X,X,X
JSZILTO,O,O,O,X,O,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,X,X,X,X
JSZIOTL,O,O,X,X,O,X,X,X,X,X,X
JSZIOLT,O,O,X,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,X,O,X,X,X,X,X,X
JSZLTOI,O,O,O,X,O,X,X,X,X,X,X
JSZLITO,O,O,O,X,O,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,X,X,X,X,X,X
JSZLOTI,O,O,X,X,X,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,X,X,X,X,X,X
JSZOTIL,O,O,X,X,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,O,X,X,X,X,X,X
JSZOILT,O,O,X,X,X,X,X,X,X,X,X
JSZOLTI,O,O,X,X,X,X,X,X,X,X,X
JSZOLIT,O,O,X,X,X,X,X,X,X,X,X
JSOTILZ,O,O,O,X,X,X,X,O,X,X,X
JSOTIZL,X,O,O,X,X,X,X,X,X,X,X
JSOTLIZ,O,O,O,X,X,X,X,O,X,X,X
JSOTLZI,X,O,O,X,X,X,X,X,X,X,X
JSOTZIL,X,O,O,X,X,X,X,X,X,X,X
JSOTZLI,X,O,O,X,X,X,X,X,X,X,X
JSOITLZ,O,O,O,X,X,X,X,O,X,X,X
JSOITZL,X,O,O,X,X,X,X,X,X,X,X
JSOILTZ,O,O,O,X,X,X,X,O,X,X,X
JSOILZT,O,O,X,X,X,X,X,X,X,X,O
JSOIZTL,O,O,X,X,X,X,X,X,X,X,X
JSOIZLT,O,O,X,X,X,X,X,X,X,X,X
JSOLTIZ,O,O,O,X,X,X,X,O,X,X,X
JSOLTZI,X,O,O,X,X,X,X,X,X,X,X
JSOLITZ,O,O,O,X,X,X,X,O,X,X,X
JSOLIZT,O,O,X,X,X,X,X,X,X,X,O
JSOLZTI,O,O,X,X,X,X,X,X,X,X,O
JSOLZIT,O,O,X,X,X,X,X,X,X,X,O
JSOZTIL,O,O,X,X,X,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,X,X,X,X
JSOZILT,O,O,X,X,X,X,X,X,X,X,X
JSOZLTI,O,O,X,X,X,X,X,X,X,X,X
JSOZLIT,O,O,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,O,O,X,X,X,X,X,X,X
JZTILOS,O,X,O,O,X,X,X,X,X,X,X
JZTISLO,O,X,O,X,O,X,X,X,X,X,X
JZTISOL,O,X,O,X,O,X,X,X,X,X,X
JZTIOLS,O,X,O,O,X,X,X,X,X,X,X
JZTIOSL,O,X,O,X,X,X,X,X,X,X,X
JZTLISO,O,X,O,O,X,X,X,X,X,X,X
JZTLIOS,O,X,O,O,X,X,X,X,X,X,X
JZTLSIO,O,X,O,X,X,X,X,X,X,X,X
JZTLSOI,O,X,O,X,X,X,X,X,X,X,X
JZTLOIS,O,X,O,O,X,X,X,X,X,X,X
JZTLOSI,O,X,O,X,X,X,X,X,X,X,X
JZTSILO,O,X,O,X,O,X,X,X,X,X,X
JZTSIOL,O,X,O,X,O,X,X,X,X,X,X
JZTSLIO,O,X,O,X,O,X,X,X,X,X,X
JZTSLOI,O,X,O,X,O,X,X,X,X,X,X
JZTSOIL,O,X,O,X,O,X,X,X,X,X,X
JZTSOLI,O,X,O,X,O,X,X,X,X,X,X
JZTOILS,O,X,O,O,X,X,X,X,X,X,X
JZTOISL,O,X,O,X,X,X,X,X,X,X,X
JZTOLIS,O,X,O,O,X,X,X,X,X,X,X
JZTOLSI,O,X,O,X,X,X,X,X,X,X,X
JZTOSIL,O,X,O,X,X,X,X,X,X,X,X
JZTOSLI,O,X,O,X,X,X,X,X,X,X,X
JZITLSO,O,X,O,O,X,X,X,X,X,X,X
JZITLOS,O,X,O,O,X,X,X,X,X,X,X
JZITSLO,O,X,O,X,O,X,X,X,X,X,X
JZITSOL,O,X,O,X,O,X,X,X,X,X,X
JZITOLS,O,X,O,O,X,X,X,X,X,X,X
JZITOSL,O,X,O,X,X,X,X,X,X,X,X
JZILTSO,O,X,O,O,X,X,X,X,X,X,X
JZILTOS,O,X,O,O,X,X,X,X,X,X,X
JZILSTO,O,X,O,X,O,X,X,X,X,X,X
JZILSOT,O,X,X,X,X,X,X,X,X,X,X
JZILOTS,O,X,O,O,X,X,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,X,X,X
JZISTLO,O,O,O,X,O,X,X,X,X,X,X
JZISTOL,O,O,O,X,O,X,X,X,X,X,X
JZISLTO,O,O,O,X,O,X,X,X,X,X,X
JZISLOT,O,O,X,X,X,X,X,X,X,X,X
JZISOTL,O,O,X,X,O,X,X,X,X,X,X
JZISOLT,O,O,X,X,X,X,X,X,X,X,X
JZIOTLS,O,X,O,O,X,X,X,X,X,X,X
JZIOTSL,O,X,O,X,X,X,X,X,X,X,X
JZIOLTS,O,X,O,O,X,X,X,X,X,X,X
JZIOLST,O,X,X,X,X,X,X,X,X,X,X
JZIOSTL,O,O,X,X,O,X,X,X,X,X,X
JZIOSLT,O,O,X,X,X,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,X,X,X,X,X,X
JZLTIOS,O,X,O,O,X,X,X,X,X,X,X
JZLTSIO,O,X,O,X,X,X,X,X,X,X,X
JZLTSOI,O,X,O,X,X,X,X,X,X,X,X
JZLTOIS,O,X,O,O,X,X,X,X,X,X,X
JZLTOSI,O,X,O,X,X,X,X,X,X,X,X
JZLITSO,O,X,O,O,X,X,X,X,X,X,X
JZLITOS,O,X,O,O,X,X,X,X,X,X,X
JZLISTO,O,X,O,X,O,X,X,X,X,X,X
JZLISOT,O,X,X,X,X,X,X,X,X,X,X
JZLIOTS,O,X,O,O,X,X,X,X,X,X,X
JZLIOST,O,X,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,O,X,O,X,X,X,X,X,X
JZLSTOI,O,X,O,X,O,X,X,X,X,X,X
JZLSITO,O,X,O,X,O,X,X,X,X,X,X
JZLSIOT,O,X,X,X,X,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,X,X,X,X,X,X
JZLSOIT,O,X,X,X,X,X,X,X,X,X,X
JZLOTIS,O,X,O,O,X,X,X,X,X,X,X
JZLOTSI,O,X,O,X,X,X,X,X,X,X,X
JZLOITS,O,X,O,O,X,X,X,X,X,X,X
JZLOIST,O,X,X,X,X,X,X,X,X,X,X
JZLOSTI,O,X,X,X,X,X,X,X,X,X,X
JZLOSIT,O,X,X,X,X,X,X,X,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,X,X,X
JZSTIOL,O,O,O,X,O,X,X,X,X,X,X
JZSTLIO,O,O,O,X,O,X,X,X,X,X,X
JZSTLOI,O,O,O,X,O,X,X,X,X,X,X
JZSTOIL,O,O,O,X,O,X,X,X,X,X,X
JZSTOLI,O,O,O,X,O,X,X,X,X,X,X
JZSITLO,O,O,O,X,O,X,X,X,X,X,X
JZSITOL,O,O,O,X,O,X,X,X,X,X,X
JZSILTO,O,O,O,X,O,X,X,X,X,X,X
JZSILOT,O,O,X,X,X,X,X,X,X,X,X
JZSIOTL,O,O,X,X,O,X,X,X,X,X,X
JZSIOLT,O,O,X,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,X,O,X,X,X,X,X,X
JZSLTOI,O,O,O,X,O,X,X,X,X,X,X
JZSLITO,O,O,O,X,O,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,X,X,X,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,X,X,X
JZSOTIL,O,O,X,X,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,O,X,X,X,X,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,X,X
JZSOLTI,O,O,X,X,X,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,X,X,X
JZOTILS,O,X,O,O,X,X,X,X,X,X,X
JZOTISL,O,X,O,X,X,X,X,X,X,X,X
JZOTLIS,O,X,O,O,X,X,X,X,X,X,X
JZOTLSI,O,X,O,X,X,X,X,X,X,X,X
JZOTSIL,O,X,O,X,X,X,X,X,X,X,X
JZOTSLI,O,X,O,X,X,X,X,X,X,X,X
JZOITLS,O,X,O,O,X,X,X,X,X,X,X
JZOITSL,O,X,O,X,X,X,X,X,X,X,X
JZOILTS,O,X,O,O,X,X,X,X,X,X,X
JZOILST,O,X,X,X,X,X,X,X,X,X,X
JZOISTL,O,O,X,X,O,X,X,X,X,X,X
JZOISLT,O,O,X,X,X,X,X,X,X,X,X
JZOLTIS,O,X,O,O,X,X,X,X,X,X,X
JZOLTSI,O,X,O,X,X,X,X,X,X,X,X
JZOLITS,O,X,O,O,X,X,X,X,X,X,X
JZOLIST,O,X,X,X,X,X,X,X,X,X,X
JZOLSTI,O,X,X,X,X,X,X,X,X,X,X
JZOLSIT,O,X,X,X,X,X,X,X,X,X,X
JZOSTIL,O,O,X,X,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,O,X,X,X,X,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,X,X
JZOSLTI,O,O,X,X,X,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,X,X,X
JOTILSZ,O,X,O,X,X,O,O,X,X,X,X
JOTILZS,O,X,O,O,X,X,X,X,X,X,X
JOTISLZ,O,O,O,X,X,O,O,X,X,X,X
JOTISZL,X,O,O,X,X,O,O,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X,O,X
JOTIZSL,O,X,O,X,X,X,O,X,X,O,X
JOTLISZ,O,X,O,X,X,O,O,X,X,X,X
JOTLIZS,O,X,O,O,X,X,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,O,O,X,X,X,X
JOTLSZI,X,X,O,X,X,O,O,X,X,X,X
JOTLZIS,O,X,O,O,X,X,X,X,X,X,X
JOTLZSI,O,X,O,X,X,X,X,X,X,X,X
JOTSILZ,O,O,O,X,X,O,O,X,X,X,X
JOTSIZL,X,O,O,X,X,O,O,X,X,X,X
JOTSLIZ,O,O,O,X,X,O,O,X,X,X,X
JOTSLZI,X,O,O,X,X,O,O,X,X,X,X
JOTSZIL,X,O,O,X,X,O,O,X,X,X,X
JOTSZLI,X,O,O,X,X,O,O,X,X,X,X
JOTZILS,O,X,O,X,X,X,X,X,X,O,X
JOTZISL,O,X,O,X,X,X,O,X,X,O,X
JOTZLIS,O,X,O,X,X,X,X,X,X,O,X
JOTZLSI,O,X,O,X,X,X,X,X,X,X,X
JOTZSIL,O,X,O,X,X,X,O,X,X,O,X
JOTZSLI,O,X,O,X,X,X,O,X,X,X,X
JOITLSZ,O,X,O,X,X,O,O,X,X,X,X
JOITLZS,O,X,O,O,X,X,X,X,X,X,X
JOITSLZ,O,O,O,X,X,O,O,X,X,X,X
JOITSZL,X,O,O,X,X,O,O,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,X,O,X
JOITZSL,O,X,O,X,X,X,O,X,X,O,X
JOILTSZ,O,X,O,X,X,O,X,X,X,X,X
JOILTZS,O,X,O,O,X,X,X,X,X,X,X
JOILSTZ,O,O,O,X,X,X,O,X,X,X,X
JOILSZT,O,O,X,X,X,X,X,X,X,X,O
JOILZTS,O,X,O,O,X,X,X,X,X,X,X
JOILZST,O,X,X,X,X,X,X,X,X,X,O
JOISTLZ,O,O,O,X,X,X,O,O,X,X,X
JOISTZL,X,O,O,X,X,X,O,X,X,X,X
JOISLTZ,O,O,O,X,X,X,O,O,X,X,X
JOISLZT,O,O,X,X,X,X,X,X,X,X,O
JOISZTL,O,O,X,X,X,X,X,X,X,X,X
JOISZLT,O,O,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,O,X,X,X,X,X,O,X
JOIZTSL,O,X,O,X,X,X,X,X,X,O,X
JOIZLTS,O,X,O,O,X,X,X,X,X,O,X
JOIZLST,O,X,X,X,X,X,X,X,X,X,X
JOIZSTL,O,O,X,X,X,X,X,X,X,O,X
JOIZSLT,O,O,X,X,X,X,X,X,X,X,X
JOLTISZ,O,X,O,X,X,O,X,X,X,X,X
JOLTIZS,O,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,O,X,O,X,X,O,X,X,X,X,X
JOLTSZI,X,X,O,X,X,O,X,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X,X,X,X,X
JOLITSZ,O,X,O,X,X,O,X,X,X,X,X
JOLITZS,O,X,O,O,X,X,X,X,X,X,X
JOLISTZ,O,O,O,X,X,X,O,X,X,X,X
JOLISZT,O,O,X,X,X,X,X,X,X,X,O
JOLIZTS,O,X,O,O,X,X,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,X,X,X,O
JOLSTIZ,O,O,O,X,X,X,O,X,X,X,X
JOLSTZI,X,O,O,X,X,X,O,X,X,X,X
JOLSITZ,O,O,O,X,X,X,O,X,X,X,X
JOLSIZT,O,O,X,X,X,X,X,X,X,X,O
JOLSZTI,O,O,X,X,X,X,X,X,X,X,O
JOLSZIT,O,O,X,X,X,X,X,X,X,X,O
JOLZTIS,O,X,O,O,X,X,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,X
JOLZITS,O,X,O,O,X,X,X,X,X,X,X
JOLZIST,O,X,X,X,X,X,X,X,X,X,O
JOLZSTI,O,X,X,X,X,X,X,X,X,X,O
JOLZSIT,O,X,X,X,X,X,X,X,X,X,O
JOSTILZ,O,O,O,X,X,X,O,O,X,X,X
JOSTIZL,X,O,O,X,X,X,O,X,X,X,X
JOSTLIZ,O,O,O,X,X,X,O,O,X,X,X
JOSTLZI,X,O,O,X,X,X,O,X,X,X,X
JOSTZIL,X,O,O,X,X,X,O,X,X,X,X
JOSTZLI,X,O,O,X,X,X,O,X,X,X,X
JOSITLZ,O,O,O,X,X,X,O,O,X,X,X
JOSITZL,X,O,O,X,X,X,O,X,X,X,X
JOSILTZ,O,O,O,X,X,X,O,O,X,X,X
JOSILZT,O,O,X,X,X,X,X,X,X,X,O
JOSIZTL,O,O,X,X,X,X,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,O,O,X,X,X,O,O,X,X,X
JOSLTZI,X,O,O,X,X,X,O,X,X,X,X
JOSLITZ,O,O,O,X,X,X,O,O,X,X,X
JOSLIZT,O,O,X,X,X,X,X,X,X,X,O
JOSLZTI,O,O,X,X,X,X,X,X,X,X,O
JOSLZIT,O,O,X,X,X,X,X,X,X,X,O
JOSZTIL,O,O,X,X,X,X,X,X,X,X,X
JOSZTLI,O,O,X,X,X,X,X,X,X,X,X
JOSZITL,O,O,X,X,X,X,X,X,X,X,X
JOSZILT,O,O,X,X,X,X,X,X,X,X,X
JOSZLTI,O,O,X,X,X,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,O,X,X,X,X,X,O,X
JOZTISL,O,X,O,X,X,X,X,X,X,O,X
JOZTLIS,O,X,O,O,X,X,X,X,X,O,X
JOZTLSI,O,X,O,X,X,X,X,X,X,X,X
JOZTSIL,O,X,O,X,X,X,X,X,X,O,X
JOZTSLI,O,X,O,X,X,X,X,X,X,X,X
JOZITLS,O,X,O,O,X,X,X,X,X,O,X
JOZITSL,O,X,O,X,X,X,X,X,X,O,X
JOZILTS,O,X,O,O,X,X,X,X,X,O,X
JOZILST,O,X,X,X,X,X,X,X,X,X,X
JOZISTL,O,O,X,X,X,X,X,X,X,O,X
JOZISLT,O,O,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,O,X,X,X,X,X,O,X
JOZLTSI,O,X,O,X,X,X,X,X,X,X,X
JOZLITS,O,X,O,O,X,X,X,X,X,O,X
JOZLIST,O,X,X,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,X,X,X,X,X,X,X
JOZSTIL,O,O,X,X,X,X,X,X,X,O,X
JOZSTLI,O,O,X,X,X,X,X,X,X,X,X
JOZSITL,O,O,X,X,X,X,X,X,X,O,X
JOZSILT,O,O,X,X,X,X,X,X,X,X,X
JOZSLTI,O,O,X,X,X,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,X,X,X
STILJZO,X,O,O,X,O,O,X,X,O,X,X
STILJOZ,X,O,O,X,X,X,X,O,X,X,X
STILZJO,X,O,X,O,O,O,X,X,O,X,O
STILZOJ,X,X,O,O,O,O,X,O,O,X,O
STILOJZ,X,O,O,X,X,O,X,O,X,X,X
STILOZJ,X,X,O,O,O,O,X,O,O,X,O
STIJLZO,X,O,O,X,O,O,X,X,O,X,X
STIJLOZ,X,O,O,X,X,X,X,O,X,X,X
STIJZLO,X,O,O,X,O,O,X,X,O,X,X
STIJZOL,X,O,O,X,O,O,X,X,O,X,X
STIJOLZ,X,O,O,X,X,O,X,O,X,X,X
STIJOZL,X,O,O,X,X,O,X,X,X,X,X
STIZLJO,X,O,X,X,O,O,X,X,O,X,X
STIZLOJ,X,X,O,X,O,O,X,O,O,X,X
STIZJLO,X,O,O,X,O,O,X,X,O,X,X
STIZJOL,X,O,O,X,O,O,X,X,O,X,X
STIZOLJ,X,X,O,X,O,O,X,O,O,X,X
STIZOJL,X,X,O,X,O,O,X,X,O,X,X
STIOLJZ,X,O,O,X,X,O,X,O,X,X,X
STIOLZJ,X,X,O,O,O,O,X,O,O,X,O
STIOJLZ,X,O,O,X,X,O,X,O,X,X,X
STIOJZL,X,O,O,X,X,O,X,X,X,X,X
STIOZLJ,X,X,O,X,O,O,X,O,O,X,X
STIOZJL,X,X,O,X,O,O,X,X,O,X,X
STLIJZO,X,O,O,X,O,O,X,X,O,X,X
STLIJOZ,X,O,O,X,X,X,X,O,X,X,X
STLIZJO,X,O,X,O,O,O,X,X,O,X,O
STLIZOJ,X,X,O,O,O,O,X,O,O,X,O
STLIOJZ,X,O,O,X,X,O,X,O,X,X,X
STLIOZJ,X,X,O,O,O,O,X,O,O,X,O
STLJIZO,X,O,O,X,O,O,X,X,O,X,X
STLJIOZ,X,O,O,X,X,X,X,O,X,X,X
STLJZIO,X,O,O,X,O,O,X,X,X,X,X
STLJZOI,X,O,O,X,O,O,X,X,X,X,X
STLJOIZ,X,O,O,X,X,X,X,O,X,X,X
STLJOZI,X,O,O,X,X,X,X,X,X,X,X
STLZIJO,X,O,X,O,O,O,X,X,O,X,O
STLZIOJ,X,X,O,O,O,O,X,O,O,X,O
STLZJIO,X,O,X,X,O,O,X,X,X,X,O
STLZJOI,X,O,X,X,O,O,X,X,X,X,O
STLZOIJ,X,X,O,O,O,O,X,O,X,X,O
STLZOJI,X,X,X,X,O,O,X,X,X,X,O
STLOIJZ,X,O,O,X,X,O,X,O,X,X,X
STLOIZJ,X,X,O,O,O,O,X,O,O,X,O
STLOJIZ,X,O,O,X,X,O,X,O,X,X,X
STLOJZI,X,O,O,X,X,O,X,X,X,X,X
STLOZIJ,X,X,O,O,O,O,X,O,X,X,O
STLOZJI,X,X,X,X,O,O,X,X,X,X,O
STJILZO,X,O,O,X,O,O,X,X,O,X,X
STJILOZ,X,O,O,X,X,X,X,O,X,X,X
STJIZLO,X,O,O,X,O,O,X,X,O,X,X
STJIZOL,X,O,O,X,O,O,X,X,O,X,X
STJIOLZ,X,O,O,X,X,O,X,O,X,X,X
STJIOZL,X,O,O,X,X,O,X,X,X,X,X
STJLIZO,X,O,O,X,O,O,X,X,O,X,X
STJLIOZ,X,O,O,X,X,X,X,O,X,X,X
STJLZIO,X,O,O,X,O,O,X,X,X,X,X
STJLZOI,X,O,O,X,O,O,X,X,X,X,X
STJLOIZ,X,O,O,X,X,X,X,O,X,X,X
STJLOZI,X,O,O,X,X,X,X,X,X,X,X
STJZILO,X,O,O,X,O,O,X,X,X,X,X
STJZIOL,X,O,O,X,O,O,X,X,X,X,X
STJZLIO,X,O,O,X,O,O,X,X,X,X,X
STJZLOI,X,O,O,X,O,O,X,X,X,X,X
STJZOIL,X,O,O,X,O,O,X,X,X,X,X
STJZOLI,X,O,O,X,O,O,X,X,X,X,X
STJOILZ,X,O,O,X,X,O,X,O,X,X,X
STJOIZL,X,O,O,X,X,O,X,X,X,X,X
STJOLIZ,X,O,O,X,X,O,X,O,X,X,X
STJOLZI,X,O,O,X,X,O,X,X,X,X,X
STJOZIL,X,O,O,X,X,O,X,X,X,X,X
STJOZLI,X,O,O,X,X,O,X,X,X,X,X
STZILJO,X,O,X,X,O,O,X,X,O,X,X
STZILOJ,X,X,O,X,O,O,X,O,O,X,X
STZIJLO,X,O,O,X,O,O,X,X,O,X,X
STZIJOL,X,O,O,X,O,O,X,X,O,X,X
STZIOLJ,X,X,O,X,O,O,X,O,O,X,X
STZIOJL,X,X,O,X,O,O,X,X,O,X,X
STZLIJO,X,O,X,X,O,O,X,X,O,X,X
STZLIOJ,X,X,O,X,O,O,X,O,O,X,X
STZLJIO,X,O,X,X,O,O,X,X,X,X,X
STZLJOI,X,O,X,X,O,O,X,X,X,X,X
STZLOIJ,X,X,O,X,O,O,X,O,X,X,X
STZLOJI,X,X,X,X,O,O,X,X,X,X,X
STZJILO,X,O,O,X,O,O,X,X,X,X,X
