sequence,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFidB+jB?ZkBThB3iBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFOiBXeB?ZkBThBSoBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFXdB6jB?ZkB2mBziBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?/mBFiBCoBOsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Jex9IvhFifB/mB?FiBTjBcsBOpB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFTeBZkB?ihBWoBXiBFsB,v115@1gD8GeA8GeC8GeD8CeB8AeE8AeC8Je06IvhFViBZkB?/mBTjBOsBCtB
SOZLITJ,X,X,O,X,O,X,X
SOZLIJT,X,O,O,X,X,X,X
SOZLJTI,X,O,O,X,O,X,X
SOZLJIT,X,O,O,X,X,X,X
SOZJTIL,O,X,X,X,O,X,X
SOZJTLI,O,X,O,X,O,X,X
SOZJITL,X,X,X,X,X,X,O
SOZJILT,O,X,O,X,X,X,O
SOZJLTI,O,X,O,X,O,X,X
SOZJLIT,O,X,O,X,X,X,X
ZTILJSO,O,O,O,X,X,O,X
ZTILJOS,O,O,O,X,X,O,X
ZTILSJO,X,O,O,X,X,O,X
ZTILSOJ,X,O,O,X,X,X,X
ZTILOJS,O,O,O,X,X,O,X
ZTILOSJ,X,O,O,X,X,X,X
ZTIJLSO,O,O,O,X,X,O,X
ZTIJLOS,O,O,O,X,X,O,X
ZTIJSLO,O,O,O,X,X,O,X
ZTIJSOL,O,X,O,X,X,O,X
ZTIJOLS,O,O,O,X,X,O,X
ZTIJOSL,O,O,O,X,X,O,X
ZTISLJO,X,O,O,X,X,O,X
ZTISLOJ,X,O,O,X,X,X,X
ZTISJLO,O,O,O,X,X,O,X
ZTISJOL,O,X,O,X,X,O,X
ZTISOLJ,X,O,O,X,X,X,X
ZTISOJL,O,O,O,X,X,X,X
ZTIOLJS,O,O,O,X,X,O,X
ZTIOLSJ,X,O,O,X,X,X,X
ZTIOJLS,O,O,O,X,X,O,X
ZTIOJSL,O,O,O,X,X,O,X
ZTIOSLJ,X,O,O,X,X,X,X
ZTIOSJL,O,O,O,X,X,X,X
ZTLIJSO,X,O,O,X,X,O,X
ZTLIJOS,X,O,O,X,X,O,X
ZTLISJO,X,O,O,X,X,O,X
ZTLISOJ,X,O,O,X,X,X,X
ZTLIOJS,X,O,O,X,X,O,X
ZTLIOSJ,X,O,O,X,X,X,X
ZTLJISO,X,O,O,X,X,O,X
ZTLJIOS,X,O,O,X,X,O,X
ZTLJSIO,O,O,O,X,X,X,X
ZTLJSOI,O,O,O,X,X,X,X
ZTLJOIS,X,X,O,X,X,O,X
ZTLJOSI,O,O,O,X,X,X,X
ZTLSIJO,X,O,X,X,X,X,X
ZTLSIOJ,X,O,X,X,O,X,X
ZTLSJIO,X,O,O,X,X,X,X
ZTLSJOI,X,O,O,X,O,X,X
ZTLSOIJ,X,X,O,X,O,X,X
ZTLSOJI,X,O,O,X,O,X,X
ZTLOIJS,X,O,O,X,X,X,X
ZTLOISJ,X,O,O,X,X,X,X
ZTLOJIS,X,O,O,X,X,X,X
ZTLOJSI,O,O,O,X,X,X,X
ZTLOSIJ,X,O,O,X,O,X,X
ZTLOSJI,X,O,O,X,O,X,X
ZTJILSO,O,O,O,X,X,O,X
ZTJILOS,O,O,O,X,X,O,X
ZTJISLO,O,O,O,X,X,O,X
ZTJISOL,O,X,O,X,X,O,X
ZTJIOLS,O,O,O,X,X,O,X
ZTJIOSL,O,X,O,X,X,O,X
ZTJLISO,X,O,O,X,X,O,X
ZTJLIOS,X,O,O,X,X,O,X
ZTJLSIO,O,O,O,X,X,X,X
ZTJLSOI,O,O,O,X,X,X,X
ZTJLOIS,X,X,O,X,X,O,X
ZTJLOSI,O,O,O,X,X,X,X
ZTJSILO,O,X,O,X,X,X,X
ZTJSIOL,O,X,O,X,X,X,X
ZTJSLIO,O,O,O,X,X,X,X
ZTJSLOI,O,O,O,X,X,X,X
ZTJSOIL,O,X,O,X,X,X,X
ZTJSOLI,O,X,O,X,X,X,X
ZTJOILS,O,O,O,X,X,O,X
ZTJOISL,O,X,O,X,X,O,X
ZTJOLIS,X,O,O,X,X,O,X
ZTJOLSI,O,O,O,X,X,X,X
ZTJOSIL,O,X,O,X,X,X,X
ZTJOSLI,O,O,O,X,X,X,X
ZTSILJO,X,X,X,X,X,X,X
ZTSILOJ,X,X,X,X,O,X,X
ZTSIJLO,X,X,X,X,X,X,X
ZTSIJOL,X,X,X,X,X,X,X
ZTSIOLJ,X,X,X,X,O,X,X
ZTSIOJL,X,X,X,X,O,X,X
ZTSLIJO,X,O,X,X,X,X,X
ZTSLIOJ,X,X,X,X,O,X,X
ZTSLJIO,X,O,O,X,X,X,X
ZTSLJOI,X,O,O,X,O,X,X
ZTSLOIJ,X,X,O,X,O,X,X
ZTSLOJI,X,O,O,X,O,X,X
ZTSJILO,O,X,O,X,X,X,X
ZTSJIOL,X,X,O,X,X,X,X
ZTSJLIO,O,O,O,X,X,X,X
ZTSJLOI,O,O,O,X,O,X,X
ZTSJOIL,O,X,O,X,O,X,X
ZTSJOLI,O,X,O,X,O,X,X
ZTSOILJ,X,X,O,X,O,X,X
ZTSOIJL,X,X,X,X,O,X,X
ZTSOLIJ,X,O,O,X,O,X,X
ZTSOLJI,X,O,O,X,O,X,X
ZTSOJIL,O,X,O,X,O,X,X
ZTSOJLI,O,O,O,X,O,X,X
ZTOILJS,O,O,O,X,X,X,X
ZTOILSJ,X,O,O,X,X,X,X
ZTOIJLS,O,O,O,X,X,X,X
ZTOIJSL,O,O,O,X,X,X,X
ZTOISLJ,X,O,O,X,X,X,X
ZTOISJL,O,O,O,X,X,X,X
ZTOLIJS,X,O,O,X,X,X,X
ZTOLISJ,X,O,O,X,X,X,X
ZTOLJIS,X,O,O,X,X,X,X
ZTOLJSI,O,O,O,X,X,X,X
ZTOLSIJ,X,O,O,X,O,X,X
ZTOLSJI,X,O,O,X,O,X,X
ZTOJILS,O,O,O,X,X,X,X
ZTOJISL,O,O,O,X,X,X,X
ZTOJLIS,X,O,O,X,X,X,X
ZTOJLSI,O,O,O,X,X,X,X
ZTOJSIL,O,X,O,X,X,X,X
ZTOJSLI,O,O,O,X,X,X,X
ZTOSILJ,X,X,O,X,O,X,X
ZTOSIJL,X,X,O,X,O,X,X
ZTOSLIJ,X,O,O,X,O,X,X
ZTOSLJI,X,O,O,X,O,X,X
ZTOSJIL,O,X,O,X,O,X,X
ZTOSJLI,O,O,O,X,O,X,X
ZITLJSO,O,O,O,X,X,O,X
ZITLJOS,O,O,O,X,X,O,X
ZITLSJO,X,O,O,O,X,O,X
ZITLSOJ,X,O,O,O,X,X,X
ZITLOJS,O,O,O,X,X,O,X
ZITLOSJ,X,O,O,O,X,X,X
ZITJLSO,O,O,O,X,X,O,X
ZITJLOS,O,O,O,X,X,O,X
ZITJSLO,O,O,O,X,X,O,X
ZITJSOL,O,X,O,X,X,O,X
ZITJOLS,O,O,O,X,X,O,X
ZITJOSL,O,O,O,X,X,O,X
ZITSLJO,X,O,O,O,X,O,X
ZITSLOJ,X,O,O,O,X,X,X
ZITSJLO,O,O,O,O,X,O,O
ZITSJOL,O,X,O,X,X,O,O
ZITSOLJ,X,O,O,O,X,X,X
ZITSOJL,O,O,O,X,X,X,O
ZITOLJS,O,O,O,X,X,O,X
ZITOLSJ,X,O,O,X,X,X,X
ZITOJLS,O,O,O,X,X,O,X
ZITOJSL,O,O,O,X,X,O,X
ZITOSLJ,X,O,O,X,X,X,X
ZITOSJL,O,O,O,X,X,X,O
ZILTJSO,O,O,O,X,X,O,X
ZILTJOS,O,O,O,X,X,O,X
ZILTSJO,X,O,O,O,X,O,X
ZILTSOJ,X,O,O,O,X,X,X
ZILTOJS,O,O,O,X,X,O,X
ZILTOSJ,X,O,O,O,X,X,X
ZILJTSO,O,O,O,X,X,O,X
ZILJTOS,O,O,O,X,X,O,X
ZILJSTO,O,O,O,O,X,X,X
ZILJSOT,O,O,O,O,X,O,X
ZILJOTS,O,X,O,X,X,O,X
ZILJOST,O,X,O,O,X,O,X
ZILSTJO,X,O,O,O,X,O,X
ZILSTOJ,X,O,O,O,O,X,X
ZILSJTO,X,O,O,O,X,X,O
ZILSJOT,X,O,O,O,X,O,O
ZILSOTJ,X,X,O,O,O,X,X
ZILSOJT,X,O,O,O,X,X,O
ZILOTJS,O,O,O,X,X,O,X
ZILOTSJ,X,O,O,O,X,X,X
ZILOJTS,O,X,O,X,X,O,X
ZILOJST,O,O,O,O,X,O,X
ZILOSTJ,X,O,O,O,O,X,X
ZILOSJT,X,O,O,O,X,X,O
ZIJTLSO,O,O,O,X,X,O,X
ZIJTLOS,O,O,O,X,X,O,X
ZIJTSLO,O,O,O,X,X,O,X
ZIJTSOL,O,X,O,X,X,O,X
ZIJTOLS,O,O,O,X,X,O,X
ZIJTOSL,O,O,O,X,X,O,X
ZIJLTSO,O,O,O,X,X,O,X
ZIJLTOS,O,O,O,X,X,O,X
ZIJLSTO,O,O,O,O,X,X,X
ZIJLSOT,O,O,O,O,X,O,X
ZIJLOTS,O,X,O,X,X,O,X
ZIJLOST,O,X,O,O,X,O,X
ZIJSTLO,O,X,O,O,X,X,O
ZIJSTOL,O,X,O,X,X,X,O
ZIJSLTO,O,X,O,O,X,X,O
ZIJSLOT,O,X,O,O,X,O,O
ZIJSOTL,O,X,O,X,X,X,O
ZIJSOLT,O,X,O,X,X,O,O
ZIJOTLS,O,O,O,X,X,O,X
ZIJOTSL,O,O,O,X,X,X,X
ZIJOLTS,O,X,O,X,X,O,X
ZIJOLST,O,O,O,X,X,O,X
ZIJOSTL,O,X,O,X,X,X,O
ZIJOSLT,O,X,O,X,X,O,O
ZISTLJO,X,O,O,O,X,O,X
ZISTLOJ,X,O,O,O,O,X,X
ZISTJLO,O,O,O,O,X,O,O
ZISTJOL,O,X,O,X,X,O,O
ZISTOLJ,X,O,O,O,O,X,X
ZISTOJL,O,O,O,X,O,X,O
ZISLTJO,X,O,O,O,X,O,X
ZISLTOJ,X,O,O,O,O,X,X
ZISLJTO,X,O,O,O,X,X,O
ZISLJOT,X,O,O,O,X,O,O
ZISLOTJ,X,X,O,O,O,X,X
ZISLOJT,X,O,O,O,X,X,O
ZISJTLO,O,X,O,O,X,X,O
ZISJTOL,O,X,O,X,X,X,O
ZISJLTO,O,X,O,O,X,X,O
ZISJLOT,O,X,O,O,X,O,O
ZISJOTL,O,X,O,X,X,X,O
ZISJOLT,O,X,O,X,X,O,O
ZISOTLJ,X,O,O,O,O,X,X
ZISOTJL,O,O,X,X,O,X,O
ZISOLTJ,X,O,O,O,O,X,X
ZISOLJT,X,O,O,O,X,X,O
ZISOJTL,O,X,O,X,X,X,O
ZISOJLT,O,X,O,X,X,X,O
ZIOTLJS,O,O,O,X,X,O,X
ZIOTLSJ,X,O,O,X,X,X,X
ZIOTJLS,O,O,O,X,X,O,X
ZIOTJSL,O,O,O,X,X,O,X
ZIOTSLJ,X,O,O,X,X,X,X
ZIOTSJL,O,O,O,X,X,X,O
ZIOLTJS,O,O,O,X,X,O,X
ZIOLTSJ,X,O,O,O,X,X,X
ZIOLJTS,O,X,O,X,X,O,X
ZIOLJST,O,O,O,O,X,O,X
ZIOLSTJ,X,O,O,O,O,X,X
ZIOLSJT,X,O,O,O,X,X,O
ZIOJTLS,O,O,O,X,X,O,X
ZIOJTSL,O,O,O,X,X,X,X
ZIOJLTS,O,X,O,X,X,O,X
ZIOJLST,O,O,O,X,X,O,X
ZIOJSTL,O,X,O,X,X,X,O
ZIOJSLT,O,X,O,X,X,O,O
ZIOSTLJ,X,O,O,O,O,X,X
ZIOSTJL,O,O,X,X,O,X,O
ZIOSLTJ,X,O,O,O,O,X,X
ZIOSLJT,X,O,O,O,X,X,O
ZIOSJTL,O,X,O,X,X,X,O
ZIOSJLT,O,X,O,X,X,X,O
ZLTIJSO,X,O,O,X,X,O,X
ZLTIJOS,X,O,O,X,X,O,X
ZLTISJO,X,O,O,X,X,O,X
ZLTISOJ,X,O,O,X,X,X,X
ZLTIOJS,X,O,O,X,X,O,X
ZLTIOSJ,X,O,O,X,X,X,X
ZLTJISO,X,O,O,X,X,O,X
ZLTJIOS,X,O,O,X,X,O,X
ZLTJSIO,O,O,O,X,X,X,X
ZLTJSOI,O,O,O,X,X,X,X
ZLTJOIS,X,X,O,X,X,O,X
ZLTJOSI,O,O,O,X,X,X,X
ZLTSIJO,X,O,X,X,X,X,X
ZLTSIOJ,X,O,X,X,O,X,X
ZLTSJIO,X,O,O,X,X,X,X
ZLTSJOI,X,O,O,X,O,X,X
ZLTSOIJ,X,X,O,X,O,X,X
ZLTSOJI,X,O,O,X,O,X,X
ZLTOIJS,X,O,O,X,X,X,X
ZLTOISJ,X,O,O,X,X,X,X
ZLTOJIS,X,O,O,X,X,X,X
ZLTOJSI,O,O,O,X,X,X,X
ZLTOSIJ,X,O,O,X,O,X,X
ZLTOSJI,X,O,O,X,O,X,X
ZLITJSO,X,O,O,X,X,O,X
ZLITJOS,X,O,O,X,X,O,X
ZLITSJO,X,O,O,O,X,O,X
ZLITSOJ,X,O,O,O,X,X,X
ZLITOJS,X,O,O,X,X,O,X
ZLITOSJ,X,O,O,O,X,X,X
ZLIJTSO,X,O,O,X,X,O,X
ZLIJTOS,X,O,O,X,X,O,X
ZLIJSTO,X,O,O,O,X,X,X
ZLIJSOT,X,O,O,O,X,O,X
ZLIJOTS,X,X,O,X,X,O,X
ZLIJOST,X,X,O,O,X,O,X
ZLISTJO,X,O,O,O,X,O,X
ZLISTOJ,X,O,O,O,O,X,X
ZLISJTO,X,O,O,O,X,X,X
ZLISJOT,X,O,O,O,X,O,X
ZLISOTJ,X,X,O,O,O,X,X
ZLISOJT,X,O,O,O,X,X,X
ZLIOTJS,X,O,O,X,X,O,X
ZLIOTSJ,X,O,O,O,X,X,X
ZLIOJTS,X,X,O,X,X,O,X
ZLIOJST,X,X,O,O,X,O,X
ZLIOSTJ,X,X,O,O,O,X,X
ZLIOSJT,X,O,O,O,X,X,X
ZLJTISO,X,O,O,X,X,X,X
ZLJTIOS,X,X,X,X,X,X,X
ZLJTSIO,O,O,O,X,X,X,X
ZLJTSOI,O,O,O,X,X,X,X
ZLJTOIS,X,X,O,X,X,X,X
ZLJTOSI,O,O,O,X,X,X,X
ZLJITSO,X,X,O,X,X,X,X
ZLJITOS,X,X,X,X,X,O,X
ZLJISTO,X,X,O,X,X,X,X
ZLJISOT,X,X,O,X,X,O,X
ZLJIOTS,X,X,X,X,X,O,X
ZLJIOST,X,X,O,X,X,O,X
ZLJSTIO,O,O,O,X,X,X,X
ZLJSTOI,O,O,O,X,O,X,X
ZLJSITO,O,O,O,X,X,X,X
ZLJSIOT,O,O,O,X,X,X,X
ZLJSOTI,O,O,O,X,O,X,X
ZLJSOIT,O,O,O,X,X,X,X
ZLJOTIS,X,X,X,X,X,X,X
ZLJOTSI,O,X,O,X,X,X,X
ZLJOITS,X,X,X,X,X,O,X
ZLJOIST,X,X,O,X,X,O,X
ZLJOSTI,O,X,O,X,O,X,X
ZLJOSIT,O,X,O,X,X,X,X
ZLSTIJO,X,O,X,O,X,X,X
ZLSTIOJ,X,X,X,O,O,X,X
ZLSTJIO,X,O,O,X,X,X,X
ZLSTJOI,X,O,O,X,O,X,X
ZLSTOIJ,X,X,O,O,O,X,X
ZLSTOJI,X,O,O,X,O,X,X
ZLSITJO,X,O,X,O,X,X,X
ZLSITOJ,X,X,X,O,O,X,X
ZLSIJTO,X,O,X,O,X,X,X
ZLSIJOT,X,O,X,O,X,X,X
ZLSIOTJ,X,X,X,O,O,X,X
ZLSIOJT,X,O,X,O,X,X,X
ZLSJTIO,X,O,O,X,X,X,X
ZLSJTOI,X,O,O,X,O,X,X
ZLSJITO,X,O,O,X,X,X,X
ZLSJIOT,X,O,O,X,X,X,X
ZLSJOTI,X,O,O,X,O,X,X
ZLSJOIT,X,O,O,X,X,X,X
ZLSOTIJ,X,X,O,O,O,X,X
ZLSOTJI,X,X,O,X,O,X,X
ZLSOITJ,X,X,O,O,O,X,X
ZLSOIJT,X,X,O,O,X,X,X
ZLSOJTI,X,O,O,X,O,X,X
ZLSOJIT,X,O,O,X,X,X,X
ZLOTIJS,X,O,O,X,X,X,X
ZLOTISJ,X,O,O,X,X,X,X
ZLOTJIS,X,O,O,X,X,X,X
ZLOTJSI,O,O,O,X,X,X,X
ZLOTSIJ,X,O,O,X,O,X,X
ZLOTSJI,X,O,O,X,O,X,X
ZLOITJS,X,X,O,X,X,X,X
ZLOITSJ,X,X,O,O,X,X,X
ZLOIJTS,X,X,O,X,X,X,X
ZLOIJST,X,X,O,O,X,X,X
ZLOISTJ,X,X,O,O,O,X,X
ZLOISJT,X,O,O,O,X,X,X
ZLOJTIS,X,X,X,X,X,X,X
ZLOJTSI,O,X,O,X,X,X,X
ZLOJITS,X,X,O,X,X,X,X
ZLOJIST,X,X,O,X,X,X,X
ZLOJSTI,O,O,O,X,O,X,X
ZLOJSIT,O,O,O,X,X,X,X
ZLOSTIJ,X,X,O,O,O,X,X
ZLOSTJI,X,O,O,X,O,X,X
ZLOSITJ,X,X,O,O,O,X,X
ZLOSIJT,X,O,O,O,X,X,X
ZLOSJTI,X,O,O,X,O,X,X
ZLOSJIT,X,O,O,X,X,X,X
ZJTILSO,O,O,O,X,X,X,X
ZJTILOS,O,X,X,X,X,X,X
ZJTISLO,O,X,O,X,X,X,X
ZJTISOL,O,X,O,X,X,X,X
ZJTIOLS,O,X,O,X,X,X,X
ZJTIOSL,O,X,O,X,X,X,X
ZJTLISO,X,O,O,X,X,X,X
ZJTLIOS,X,X,X,X,X,X,X
ZJTLSIO,O,O,O,X,X,X,X
ZJTLSOI,O,O,O,X,X,X,X
ZJTLOIS,X,X,O,X,X,X,X
ZJTLOSI,O,O,O,X,X,X,X
ZJTSILO,O,X,O,X,X,X,X
ZJTSIOL,O,X,O,X,X,X,X
ZJTSLIO,O,O,O,X,X,X,X
ZJTSLOI,O,O,O,X,X,X,X
ZJTSOIL,O,X,O,X,X,X,X
ZJTSOLI,O,X,O,X,X,X,X
ZJTOILS,O,O,O,X,X,X,X
ZJTOISL,O,X,O,X,X,X,X
ZJTOLIS,X,O,O,X,X,X,X
ZJTOLSI,O,O,O,X,X,X,X
ZJTOSIL,O,X,O,X,X,X,X
ZJTOSLI,O,O,O,X,X,X,X
ZJITLSO,O,X,O,X,X,X,X
ZJITLOS,O,X,X,X,X,O,X
ZJITSLO,O,X,O,X,X,X,X
ZJITSOL,O,X,O,X,X,X,X
ZJITOLS,O,X,O,X,X,O,X
ZJITOSL,O,X,O,X,X,X,X
ZJILTSO,O,X,O,X,X,X,X
ZJILTOS,O,X,X,X,X,O,X
ZJILSTO,O,X,O,X,X,X,X
ZJILSOT,O,X,O,X,X,O,X
ZJILOTS,O,X,O,X,X,O,X
ZJILOST,O,X,O,X,X,O,X
ZJISTLO,O,X,O,X,X,X,X
ZJISTOL,O,X,O,X,X,X,X
ZJISLTO,O,X,O,X,X,X,X
ZJISLOT,O,X,O,X,X,O,X
ZJISOTL,O,X,O,X,X,X,X
ZJISOLT,O,X,O,X,X,O,X
ZJIOTLS,O,X,O,X,X,O,X
ZJIOTSL,O,X,O,X,X,X,X
ZJIOLTS,O,X,O,X,X,O,X
ZJIOLST,O,X,O,X,X,O,X
ZJIOSTL,O,X,O,X,X,X,X
ZJIOSLT,O,X,O,X,X,O,X
ZJLTISO,X,O,O,X,X,X,X
ZJLTIOS,X,X,X,X,X,X,X
ZJLTSIO,O,O,O,X,X,X,X
ZJLTSOI,O,O,O,X,X,X,X
ZJLTOIS,X,X,O,X,X,X,X
ZJLTOSI,O,O,O,X,X,X,X
ZJLITSO,X,X,O,X,X,X,X
ZJLITOS,X,X,X,X,X,O,X
ZJLISTO,X,X,O,X,X,X,X
ZJLISOT,X,X,O,X,X,O,X
ZJLIOTS,X,X,X,X,X,O,X
ZJLIOST,X,X,O,X,X,O,X
ZJLSTIO,O,O,O,X,X,X,X
ZJLSTOI,O,O,O,X,O,X,X
ZJLSITO,O,O,O,X,X,X,X
ZJLSIOT,O,O,O,X,X,X,X
ZJLSOTI,O,O,O,X,O,X,X
ZJLSOIT,O,O,O,X,X,X,X
ZJLOTIS,X,X,X,X,X,X,X
ZJLOTSI,O,X,O,X,X,X,X
ZJLOITS,X,X,X,X,X,O,X
ZJLOIST,X,X,O,X,X,O,X
ZJLOSTI,O,X,O,X,O,X,X
ZJLOSIT,O,X,O,X,X,X,X
ZJSTILO,O,X,X,X,X,X,X
ZJSTIOL,X,X,X,X,X,X,X
ZJSTLIO,O,X,O,X,X,X,X
ZJSTLOI,O,X,O,X,O,X,X
ZJSTOIL,O,X,X,X,O,X,X
ZJSTOLI,O,X,O,X,O,X,X
ZJSITLO,O,X,O,X,X,X,X
ZJSITOL,X,X,O,X,X,X,X
ZJSILTO,O,X,O,X,X,X,X
ZJSILOT,O,X,O,X,X,X,X
ZJSIOTL,X,X,O,X,X,X,X
ZJSIOLT,O,X,O,X,X,X,X
ZJSLTIO,O,X,O,X,X,X,X
ZJSLTOI,O,X,O,X,O,X,X
ZJSLITO,O,X,O,X,X,X,X
ZJSLIOT,O,X,O,X,X,X,X
ZJSLOTI,O,X,O,X,O,X,X
ZJSLOIT,O,X,O,X,X,X,X
ZJSOTIL,O,X,X,X,O,X,X
ZJSOTLI,O,X,O,X,O,X,X
ZJSOITL,X,X,O,X,X,X,X
ZJSOILT,O,X,O,X,X,X,X
ZJSOLTI,O,X,O,X,O,X,X
ZJSOLIT,O,X,O,X,X,X,X
ZJOTILS,O,O,X,X,X,X,X
ZJOTISL,O,X,X,X,X,X,X
ZJOTLIS,X,O,X,X,X,X,X
ZJOTLSI,O,O,O,X,X,X,X
ZJOTSIL,O,X,X,X,X,X,X
ZJOTSLI,O,O,O,X,X,X,X
ZJOITLS,O,X,O,X,X,O,X
ZJOITSL,O,X,O,X,X,X,X
ZJOILTS,O,X,O,X,X,O,X
ZJOILST,O,X,O,X,X,O,X
ZJOISTL,O,X,O,X,X,X,X
ZJOISLT,O,X,O,X,X,O,X
ZJOLTIS,X,X,X,X,X,X,X
ZJOLTSI,O,X,O,X,X,X,X
ZJOLITS,X,X,O,X,X,O,X
ZJOLIST,X,X,O,X,X,O,X
ZJOLSTI,O,O,O,X,O,X,X
ZJOLSIT,O,O,O,X,X,X,X
ZJOSTIL,O,X,X,X,O,X,X
ZJOSTLI,O,X,O,X,O,X,X
ZJOSITL,O,X,O,X,X,X,X
ZJOSILT,O,X,O,X,X,X,X
ZJOSLTI,O,X,O,X,O,X,X
ZJOSLIT,O,X,O,X,X,X,X
ZSTILJO,X,X,X,O,X,X,X
ZSTILOJ,X,X,X,O,O,X,X
ZSTIJLO,X,X,X,O,X,X,X
ZSTIJOL,X,X,X,X,X,X,X
ZSTIOLJ,X,X,X,O,O,X,X
ZSTIOJL,X,X,X,X,O,X,X
ZSTLIJO,X,O,X,O,X,X,X
ZSTLIOJ,X,X,X,O,O,X,X
ZSTLJIO,X,O,O,X,X,X,X
ZSTLJOI,X,O,O,X,O,X,X
ZSTLOIJ,X,X,O,O,O,X,X
ZSTLOJI,X,O,O,X,O,X,X
ZSTJILO,O,X,O,X,X,X,X
ZSTJIOL,X,X,O,X,X,X,X
ZSTJLIO,O,O,O,X,X,X,X
ZSTJLOI,O,O,O,X,O,X,X
ZSTJOIL,O,X,O,X,O,X,X
ZSTJOLI,O,X,O,X,O,X,X
ZSTOILJ,X,X,O,X,O,X,X
ZSTOIJL,X,X,X,X,O,X,X
ZSTOLIJ,X,O,O,X,O,X,X
ZSTOLJI,X,O,O,X,O,X,X
ZSTOJIL,O,X,O,X,O,X,X
ZSTOJLI,O,O,O,X,O,X,X
ZSITLJO,X,X,X,O,X,X,X
ZSITLOJ,X,X,X,O,O,X,X
ZSITJLO,X,X,X,O,X,X,O
ZSITJOL,X,X,X,X,X,X,O
ZSITOLJ,X,X,X,O,O,X,X
ZSITOJL,X,X,X,X,O,X,O
ZSILTJO,X,X,X,O,X,X,X
ZSILTOJ,X,X,X,O,O,X,X
ZSILJTO,X,X,X,O,X,X,O
ZSILJOT,X,X,X,O,X,X,O
ZSILOTJ,X,X,X,O,O,X,X
ZSILOJT,X,X,X,O,X,X,O
ZSIJTLO,X,X,X,O,X,X,O
ZSIJTOL,X,X,X,X,X,X,O
ZSIJLTO,X,X,X,O,X,X,O
ZSIJLOT,X,X,X,O,X,X,O
ZSIJOTL,X,X,X,X,X,X,O
ZSIJOLT,X,X,X,X,X,X,O
ZSIOTLJ,X,X,X,O,O,X,X
ZSIOTJL,X,X,X,X,O,X,O
ZSIOLTJ,X,X,X,O,O,X,X
ZSIOLJT,X,X,X,O,X,X,O
ZSIOJTL,X,X,X,X,X,X,O
ZSIOJLT,X,X,X,X,X,X,O
ZSLTIJO,X,O,X,O,X,X,X
ZSLTIOJ,X,X,X,O,O,X,X
ZSLTJIO,X,O,O,X,X,X,X
ZSLTJOI,X,O,O,X,O,X,X
ZSLTOIJ,X,X,O,O,O,X,X
ZSLTOJI,X,O,O,X,O,X,X
ZSLITJO,X,X,X,O,X,X,X
ZSLITOJ,X,X,X,O,O,X,X
ZSLIJTO,X,O,X,O,X,X,X
ZSLIJOT,X,O,X,O,X,X,X
ZSLIOTJ,X,X,X,O,O,X,X
ZSLIOJT,X,X,X,O,X,X,X
ZSLJTIO,X,O,O,X,X,X,X
ZSLJTOI,X,O,O,X,O,X,X
ZSLJITO,X,O,O,X,X,X,X
ZSLJIOT,X,O,O,X,X,X,X
ZSLJOTI,X,O,O,X,O,X,X
ZSLJOIT,X,O,O,X,X,X,X
ZSLOTIJ,X,X,O,O,O,X,X
ZSLOTJI,X,X,O,X,O,X,X
ZSLOITJ,X,X,O,O,O,X,X
ZSLOIJT,X,X,O,O,X,X,X
ZSLOJTI,X,O,O,X,O,X,X
ZSLOJIT,X,O,O,X,X,X,X
ZSJTILO,O,X,X,X,X,X,O
ZSJTIOL,X,X,X,X,X,X,O
ZSJTLIO,O,X,O,X,X,X,X
ZSJTLOI,O,X,O,X,O,X,X
ZSJTOIL,O,X,X,X,O,X,O
ZSJTOLI,O,X,O,X,O,X,X
ZSJITLO,X,X,X,X,X,X,O
ZSJITOL,X,X,X,X,X,X,O
ZSJILTO,O,X,O,X,X,X,O
ZSJILOT,O,X,O,X,X,X,O
ZSJIOTL,X,X,X,X,X,X,O
ZSJIOLT,X,X,O,X,X,X,O
ZSJLTIO,O,X,O,X,X,X,X
ZSJLTOI,O,X,O,X,O,X,X
ZSJLITO,O,X,O,X,X,X,X
ZSJLIOT,O,X,O,X,X,X,X
ZSJLOTI,O,X,O,X,O,X,X
ZSJLOIT,O,X,O,X,X,X,X
ZSJOTIL,O,X,X,X,O,X,X
ZSJOTLI,O,X,O,X,O,X,X
ZSJOITL,X,X,X,X,X,X,O
ZSJOILT,O,X,O,X,X,X,O
ZSJOLTI,O,X,O,X,O,X,X
ZSJOLIT,O,X,O,X,X,X,X
ZSOTILJ,X,X,X,X,O,X,X
ZSOTIJL,X,X,X,X,O,X,X
ZSOTLIJ,X,O,O,X,O,X,X
ZSOTLJI,X,O,O,X,O,X,X
ZSOTJIL,O,X,X,X,O,X,X
ZSOTJLI,O,O,X,X,O,X,X
ZSOITLJ,X,X,X,X,O,X,X
ZSOITJL,X,X,X,X,O,X,O
ZSOILTJ,X,X,O,X,O,X,X
ZSOILJT,X,X,O,X,X,X,O
ZSOIJTL,X,X,X,X,X,X,O
ZSOIJLT,X,X,X,X,X,X,O
