sequence,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFxdB0fB?lhB3iBTmBywB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFxdBzfB?lhB3iB0mB2wB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8JeT6IvhFegBxdB?lhB3iBirB0rB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8JeT6IvhFegBxcB?XeBFnB0rBirB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFTcBxdB?0fBliB3mBywB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFTcBxdB?liB0fBmrB3rB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jem6IvhFCdBXeB?0fBVnBZmBzrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFxcBXeB?zfBVnB0mB2wB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFxdBlhB?3iB0fBmrBTrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jey/IvhFxdBlhB?3iB0fBOrBzrB,v115@2gA8IeA8EeB8BeB8CeF8CeG8CeC8Jei6IvhFXeBzfB?WnBZmB8rBFsB
LOZJTIS,X,X,X,X,O,O,O,O,X,X,X
LOZJTSI,O,O,X,X,O,O,O,O,X,X,X
LOZJITS,X,X,X,X,O,X,X,X,X,X,O
LOZJIST,O,O,X,X,O,X,X,X,X,X,O
LOZJSTI,O,O,X,X,O,X,X,O,X,X,X
LOZJSIT,O,O,X,X,O,X,X,O,X,X,O
LOZSTIJ,O,O,X,X,O,X,X,O,X,O,X
LOZSTJI,O,O,X,X,O,X,X,O,X,O,X
LOZSITJ,O,O,X,X,O,X,X,O,X,O,X
LOZSIJT,O,O,X,X,O,X,X,O,X,X,X
LOZSJTI,O,O,X,X,O,X,X,O,X,X,X
LOZSJIT,O,O,X,X,O,X,X,O,X,X,O
JTILSZO,X,X,O,X,O,O,X,O,O,X,X
JTILSOZ,X,X,O,X,O,O,X,O,O,X,X
JTILZSO,X,X,X,X,O,O,X,O,X,X,X
JTILZOS,X,X,X,X,O,O,X,X,X,X,X
JTILOSZ,X,X,O,X,X,O,X,O,X,X,X
JTILOZS,X,X,X,X,O,O,X,O,X,X,X
JTISLZO,X,X,O,X,X,O,X,O,O,X,X
JTISLOZ,X,O,O,O,X,O,X,O,O,X,X
JTISZLO,X,X,X,O,X,O,X,O,O,X,X
JTISZOL,X,O,O,O,X,O,X,O,X,X,X
JTISOLZ,X,O,O,O,X,O,X,O,O,X,X
JTISOZL,X,O,O,O,X,O,X,O,X,X,X
JTIZLSO,X,X,X,O,O,O,X,O,X,X,X
JTIZLOS,X,X,X,O,O,O,X,X,X,X,X
JTIZSLO,X,X,X,O,O,O,X,O,X,X,X
JTIZSOL,X,X,X,O,O,O,X,O,X,X,X
JTIZOLS,X,X,X,O,O,O,X,O,X,X,X
JTIZOSL,X,X,X,O,O,X,X,O,X,X,X
JTIOLSZ,X,O,O,X,X,O,X,O,X,X,X
JTIOLZS,X,X,X,X,X,O,X,O,X,X,X
JTIOSLZ,X,O,O,O,X,O,X,O,X,X,X
JTIOSZL,X,O,O,O,X,O,X,O,X,X,X
JTIOZLS,X,X,X,O,O,O,X,O,X,X,X
JTIOZSL,X,X,X,O,O,X,X,O,X,X,X
JTLISZO,X,X,O,X,O,O,X,O,O,X,X
JTLISOZ,X,X,O,X,O,O,X,O,O,X,X
JTLIZSO,X,X,X,X,O,O,X,O,X,X,X
JTLIZOS,X,X,X,X,O,O,X,X,X,X,X
JTLIOSZ,X,X,O,X,X,O,X,O,X,X,X
JTLIOZS,X,X,X,X,O,O,X,O,X,X,X
JTLSIZO,X,X,O,X,O,O,X,O,O,O,X
JTLSIOZ,X,O,O,O,O,O,X,O,O,X,X
JTLSZIO,X,X,O,O,O,O,O,O,O,O,X
JTLSZOI,X,X,O,O,O,O,O,X,O,O,X
JTLSOIZ,X,O,O,O,O,O,X,O,O,X,X
JTLSOZI,X,O,O,O,O,O,X,O,O,X,X
JTLZISO,X,X,X,O,O,O,O,O,X,X,X
JTLZIOS,X,X,X,O,O,O,O,X,X,X,X
JTLZSIO,X,X,O,O,O,O,O,O,O,X,X
JTLZSOI,X,X,O,O,O,O,O,X,O,X,X
JTLZOIS,X,X,X,O,O,O,O,X,X,X,X
JTLZOSI,X,X,O,O,O,O,O,X,X,X,X
JTLOISZ,X,O,O,X,X,O,X,O,X,X,X
JTLOIZS,X,X,X,X,O,O,X,O,X,X,X
JTLOSIZ,X,O,O,O,X,O,X,O,O,X,X
JTLOSZI,X,O,O,O,X,O,X,O,O,X,X
JTLOZIS,X,X,X,O,O,O,X,O,X,X,X
JTLOZSI,X,O,O,O,O,O,X,O,X,X,X
JTSILZO,X,X,O,X,X,O,X,O,O,O,X
JTSILOZ,X,O,O,O,X,O,X,O,O,X,X
JTSIZLO,O,X,X,O,X,O,X,O,O,X,X
JTSIZOL,O,O,O,O,X,O,X,O,X,X,X
JTSIOLZ,X,O,O,O,X,O,X,O,O,X,X
JTSIOZL,X,O,O,O,X,O,X,O,X,X,X
JTSLIZO,X,X,O,X,X,O,X,O,O,O,X
JTSLIOZ,X,O,O,O,X,O,X,O,O,X,X
JTSLZIO,X,X,O,O,X,O,O,O,O,O,X
JTSLZOI,X,X,O,O,X,O,O,X,O,O,X
JTSLOIZ,X,O,O,O,X,O,X,O,O,X,X
JTSLOZI,X,O,O,O,X,O,X,O,O,X,X
JTSZILO,O,X,X,O,X,O,O,O,O,X,X
JTSZIOL,O,O,O,O,X,O,O,O,X,X,X
JTSZLIO,O,X,X,O,X,O,O,O,O,X,X
JTSZLOI,O,X,X,O,X,O,O,X,O,X,X
JTSZOIL,O,O,O,O,X,O,O,O,X,X,X
JTSZOLI,O,O,O,O,X,O,O,O,X,X,X
JTSOILZ,X,O,O,O,X,O,X,O,O,X,O
JTSOIZL,X,O,O,O,X,O,X,O,X,X,O
JTSOLIZ,X,O,O,O,X,O,X,O,O,X,O
JTSOLZI,X,O,O,O,X,O,X,O,O,X,X
JTSOZIL,X,O,O,O,X,O,X,O,X,X,X
JTSOZLI,X,O,O,O,X,O,X,O,X,X,X
JTZILSO,X,X,X,O,O,O,O,O,X,X,X
JTZILOS,X,X,X,O,O,O,O,X,X,X,X
JTZISLO,O,X,X,O,O,O,O,O,X,X,X
JTZISOL,O,X,X,O,O,O,O,O,X,X,X
JTZIOLS,X,X,X,O,O,O,O,O,X,X,X
JTZIOSL,X,X,X,O,O,X,O,O,X,X,X
JTZLISO,X,X,X,O,O,O,O,O,X,X,X
JTZLIOS,X,X,X,O,O,O,O,X,X,X,X
JTZLSIO,O,X,X,O,O,O,O,O,O,X,X
JTZLSOI,O,X,X,O,O,O,O,X,O,X,X
JTZLOIS,X,X,X,O,O,O,O,X,X,X,X
JTZLOSI,X,X,X,O,O,O,O,X,X,X,X
JTZSILO,O,X,X,O,O,O,O,O,O,X,X
JTZSIOL,O,O,O,O,O,O,O,O,X,X,X
JTZSLIO,O,X,X,O,O,O,O,O,O,X,X
JTZSLOI,O,X,X,O,O,O,O,X,O,X,X
JTZSOIL,O,O,O,O,O,O,O,O,X,X,X
JTZSOLI,O,O,O,O,X,O,O,O,X,X,X
JTZOILS,X,X,X,O,O,O,O,O,X,X,X
JTZOISL,X,X,X,O,O,X,O,O,X,X,X
JTZOLIS,X,X,X,O,O,O,O,O,X,X,X
JTZOLSI,X,O,X,O,O,O,O,O,X,X,X
JTZOSIL,O,O,O,O,O,X,O,O,X,X,X
JTZOSLI,O,O,O,O,X,X,O,O,X,X,X
JTOILSZ,X,O,O,X,X,O,X,O,X,X,O
JTOILZS,X,X,X,X,X,O,X,O,X,X,O
JTOISLZ,X,O,O,O,X,O,X,O,X,X,O
JTOISZL,X,O,O,O,X,O,X,O,X,X,O
JTOIZLS,X,X,X,O,O,O,X,O,X,X,O
JTOIZSL,X,X,X,O,O,X,X,O,X,X,O
JTOLISZ,X,O,O,X,X,O,X,O,X,X,O
JTOLIZS,X,X,X,X,X,O,X,O,X,X,O
JTOLSIZ,X,O,O,O,X,O,X,O,O,X,O
JTOLSZI,X,O,O,O,X,O,X,O,O,X,X
JTOLZIS,X,X,X,O,X,O,X,O,X,X,X
JTOLZSI,X,O,O,O,X,O,X,O,X,X,X
JTOSILZ,X,O,O,O,X,O,X,O,O,X,O
JTOSIZL,X,O,O,O,X,O,X,O,X,X,O
JTOSLIZ,X,O,O,O,X,O,X,O,O,X,O
JTOSLZI,X,O,O,O,X,O,X,O,O,X,X
JTOSZIL,X,O,O,O,X,O,X,O,X,X,X
JTOSZLI,X,O,O,O,X,O,X,O,X,X,X
JTOZILS,X,X,X,O,O,O,X,O,X,X,X
JTOZISL,X,X,X,O,O,X,X,O,X,X,X
JTOZLIS,X,X,X,O,O,O,X,O,X,X,X
JTOZLSI,X,O,X,O,X,O,X,O,X,X,X
JTOZSIL,X,O,O,O,O,X,X,O,X,X,X
JTOZSLI,X,O,O,O,X,X,X,O,X,X,X
JITLSZO,X,X,O,X,O,O,X,O,O,X,X
JITLSOZ,X,X,O,X,O,O,X,O,O,X,X
JITLZSO,X,X,X,X,O,O,X,O,X,X,X
JITLZOS,X,X,X,X,O,O,X,X,X,X,X
JITLOSZ,X,X,O,X,X,O,X,O,X,X,X
JITLOZS,X,X,X,X,O,O,X,O,X,X,X
JITSLZO,X,X,O,X,X,O,X,O,O,X,X
JITSLOZ,X,O,O,O,X,O,X,O,O,X,X
JITSZLO,X,X,X,O,X,O,X,O,O,X,X
JITSZOL,X,O,O,O,X,O,X,O,X,X,X
JITSOLZ,X,O,O,O,X,O,X,O,O,X,X
JITSOZL,X,O,O,O,X,O,X,O,X,X,X
JITZLSO,X,X,X,O,O,O,X,O,X,X,X
JITZLOS,X,X,X,O,O,O,X,X,X,X,X
JITZSLO,X,X,X,O,O,O,X,O,X,X,X
JITZSOL,X,X,X,O,O,O,X,O,X,X,X
JITZOLS,X,X,X,O,O,O,X,O,X,X,X
JITZOSL,X,X,X,O,O,X,X,O,X,X,X
JITOLSZ,X,O,O,X,X,O,X,O,X,X,X
JITOLZS,X,X,X,X,X,O,X,O,X,X,X
JITOSLZ,X,O,O,O,X,O,X,O,X,X,X
JITOSZL,X,O,O,O,X,O,X,O,X,X,X
JITOZLS,X,X,X,O,O,O,X,O,X,X,X
JITOZSL,X,X,X,O,O,X,X,O,X,X,X
JILTSZO,X,X,O,X,O,O,X,O,O,X,X
JILTSOZ,X,X,O,X,O,O,X,O,O,X,X
JILTZSO,X,X,X,X,O,O,X,O,X,X,X
JILTZOS,X,X,X,X,O,O,X,X,X,X,X
JILTOSZ,X,X,O,X,X,O,X,O,X,X,X
JILTOZS,X,X,X,X,O,O,X,X,X,X,X
JILSTZO,O,X,O,X,X,O,X,O,O,O,X
JILSTOZ,X,O,O,X,X,O,X,O,O,X,X
JILSZTO,O,X,O,X,O,X,X,O,O,X,X
JILSZOT,O,X,O,X,O,X,X,O,X,X,X
JILSOTZ,X,O,O,X,X,O,X,O,O,X,X
JILSOZT,X,O,O,X,O,X,X,O,X,X,X
JILZTSO,O,X,X,X,O,O,X,X,X,X,X
JILZTOS,X,X,X,X,O,O,X,X,X,X,X
JILZSTO,O,X,O,X,O,X,X,X,O,X,X
JILZSOT,O,X,O,X,O,X,X,X,X,X,X
JILZOTS,X,X,X,X,O,X,X,X,X,X,X
JILZOST,O,X,O,X,O,X,X,X,X,X,X
JILOTSZ,X,O,O,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,X,X,O,X,X,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X,O,X,X
JILOSZT,X,O,O,X,X,X,X,X,X,X,X
JILOZTS,X,X,X,X,O,X,X,X,X,X,X
JILOZST,X,O,O,X,O,X,X,X,X,X,X
JISTLZO,X,X,O,X,X,O,X,O,O,O,X
JISTLOZ,X,O,O,O,X,O,X,O,O,X,X
JISTZLO,O,X,X,O,X,O,X,O,O,X,X
JISTZOL,O,O,O,O,X,O,X,O,X,X,X
JISTOLZ,X,O,O,O,X,O,X,O,O,X,X
JISTOZL,X,O,O,O,X,O,X,O,X,X,X
JISLTZO,O,X,O,X,X,O,X,O,O,O,X
JISLTOZ,X,O,O,X,X,O,X,O,O,X,X
JISLZTO,O,X,O,X,X,X,X,O,O,X,X
JISLZOT,O,X,O,X,X,X,X,O,X,X,X
JISLOTZ,X,O,O,O,X,O,X,O,O,X,X
JISLOZT,X,O,O,O,X,X,X,O,X,X,X
JISZTLO,O,X,X,O,X,X,X,X,O,X,X
JISZTOL,O,O,O,O,X,X,X,X,X,X,X
JISZLTO,O,X,O,X,X,X,X,O,O,X,X
JISZLOT,O,X,O,O,X,X,X,O,X,X,X
JISZOTL,O,O,O,O,X,X,X,X,X,X,X
JISZOLT,O,O,O,O,X,X,X,O,X,X,X
JISOTLZ,X,O,O,O,X,O,X,O,O,X,O
JISOTZL,X,O,O,O,X,O,X,O,X,X,O
JISOLTZ,X,O,O,O,X,O,X,O,O,X,O
JISOLZT,X,O,O,O,X,X,X,O,X,X,O
JISOZTL,X,O,O,O,X,X,X,X,X,X,O
JISOZLT,X,O,O,O,X,X,X,O,X,X,O
JIZTLSO,O,X,X,O,O,O,X,X,X,X,X
JIZTLOS,X,X,X,O,O,O,X,X,X,X,X
JIZTSLO,O,X,X,O,O,O,X,X,X,X,X
JIZTSOL,O,X,X,O,O,O,X,X,X,X,X
JIZTOLS,X,X,X,O,O,O,X,X,X,X,X
JIZTOSL,X,X,X,O,O,X,X,X,X,X,X
JIZLTSO,O,X,X,X,O,O,X,X,X,X,X
JIZLTOS,X,X,X,X,O,O,X,X,X,X,X
JIZLSTO,O,X,O,X,O,X,X,X,O,X,X
JIZLSOT,O,X,O,X,O,X,X,X,X,X,X
JIZLOTS,X,X,X,X,O,X,X,X,X,X,X
JIZLOST,O,X,O,X,O,X,X,X,X,X,X
JIZSTLO,O,X,X,O,O,X,X,X,O,X,X
JIZSTOL,O,O,O,O,O,X,X,X,X,X,X
JIZSLTO,O,X,O,X,O,X,X,X,O,X,X
JIZSLOT,O,X,O,O,O,X,X,X,X,X,X
JIZSOTL,O,O,O,O,O,X,X,X,X,X,X
JIZSOLT,O,O,O,O,X,X,X,X,X,X,X
JIZOTLS,X,X,X,O,O,X,X,X,X,X,X
JIZOTSL,X,X,X,O,O,X,X,X,X,X,X
JIZOLTS,X,X,X,X,O,X,X,X,X,X,X
JIZOLST,O,O,O,X,O,X,X,X,X,X,X
JIZOSTL,O,O,O,O,O,X,X,X,X,X,X
JIZOSLT,O,O,O,O,X,X,X,X,X,X,X
JIOTLSZ,X,O,O,X,X,O,X,O,X,X,O
JIOTLZS,X,X,X,X,X,O,X,O,X,X,O
JIOTSLZ,X,O,O,O,X,O,X,O,X,X,O
JIOTSZL,X,O,O,O,X,O,X,O,X,X,O
JIOTZLS,X,X,X,O,X,O,X,O,X,X,O
JIOTZSL,X,X,X,O,X,X,X,O,X,X,O
JIOLTSZ,X,O,O,X,X,O,X,O,X,X,O
JIOLTZS,X,X,X,X,X,O,X,O,X,X,O
JIOLSTZ,X,O,O,X,X,X,X,O,O,X,O
JIOLSZT,X,O,O,X,X,X,X,O,X,X,O
JIOLZTS,X,X,X,X,X,X,X,X,X,X,O
JIOLZST,X,O,O,X,X,X,X,X,X,X,O
JIOSTLZ,X,O,O,O,X,X,X,O,O,X,O
JIOSTZL,X,O,O,O,X,X,X,O,X,X,O
JIOSLTZ,X,O,O,O,X,X,X,O,O,X,O
JIOSLZT,X,O,O,O,X,X,X,O,X,X,O
JIOSZTL,X,O,O,O,X,X,X,X,X,X,O
JIOSZLT,X,O,O,O,X,X,X,O,X,X,O
JIOZTLS,X,X,X,O,O,X,X,X,X,X,O
JIOZTSL,X,X,X,O,O,X,X,X,X,X,O
JIOZLTS,X,X,X,X,O,X,X,X,X,X,O
JIOZLST,X,O,O,X,X,X,X,X,X,X,O
JIOZSTL,X,O,O,O,O,X,X,X,X,X,O
JIOZSLT,X,O,O,O,X,X,X,X,X,X,O
JLTISZO,X,X,O,X,O,O,X,O,O,X,X
JLTISOZ,X,X,O,X,O,O,X,O,O,X,X
JLTIZSO,X,X,X,X,O,O,X,O,X,X,X
JLTIZOS,X,X,X,X,O,O,X,X,X,X,X
JLTIOSZ,X,X,O,X,X,O,X,O,X,X,X
JLTIOZS,X,X,X,X,O,O,X,O,X,X,X
JLTSIZO,O,X,O,X,O,O,X,O,O,O,X
JLTSIOZ,X,O,O,O,O,O,X,O,O,X,X
JLTSZIO,O,X,O,O,O,O,X,O,O,O,X
JLTSZOI,O,X,O,O,O,O,X,X,O,O,X
JLTSOIZ,X,O,O,O,O,O,X,O,O,X,X
JLTSOZI,X,O,O,O,O,O,X,O,O,X,X
JLTZISO,O,X,X,O,O,O,X,O,X,X,X
JLTZIOS,X,X,X,O,O,O,X,X,X,X,X
JLTZSIO,O,X,O,O,O,O,X,O,O,X,X
JLTZSOI,O,X,O,O,O,O,X,X,O,X,X
JLTZOIS,X,X,X,O,O,O,X,X,X,X,X
JLTZOSI,O,X,O,O,O,O,X,X,X,X,X
JLTOISZ,X,O,O,X,X,O,X,O,X,X,X
JLTOIZS,X,X,X,X,O,O,X,O,X,X,X
JLTOSIZ,X,O,O,O,X,O,X,O,O,X,X
JLTOSZI,X,O,O,O,X,O,X,O,O,X,X
JLTOZIS,X,X,X,O,O,O,X,O,X,X,X
JLTOZSI,X,O,O,O,O,O,X,O,X,X,X
JLITSZO,X,X,O,X,O,O,X,O,O,X,X
JLITSOZ,X,X,O,X,O,O,X,O,O,X,X
JLITZSO,X,X,X,X,O,O,X,O,X,X,X
JLITZOS,X,X,X,X,O,O,X,X,X,X,X
JLITOSZ,X,X,O,X,X,O,X,O,X,X,X
JLITOZS,X,X,X,X,O,O,X,X,X,X,X
JLISTZO,O,X,O,X,X,O,X,O,O,O,X
JLISTOZ,X,O,O,X,X,O,X,O,O,X,X
JLISZTO,O,X,O,X,O,X,X,O,O,X,X
JLISZOT,O,X,O,X,O,X,X,O,X,X,X
JLISOTZ,X,O,O,X,X,O,X,O,O,X,X
JLISOZT,X,O,O,X,O,X,X,O,X,X,X
JLIZTSO,O,X,X,X,O,O,X,X,X,X,X
JLIZTOS,X,X,X,X,O,O,X,X,X,X,X
JLIZSTO,O,X,O,X,O,X,X,X,O,X,X
JLIZSOT,O,X,O,X,O,X,X,X,X,X,X
JLIZOTS,X,X,X,X,O,X,X,X,X,X,X
JLIZOST,O,X,O,X,O,X,X,X,X,X,X
JLIOTSZ,X,O,O,X,X,O,X,X,X,X,X
JLIOTZS,X,X,X,X,X,O,X,X,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X,O,X,X
JLIOSZT,X,O,O,X,X,X,X,X,X,X,X
JLIOZTS,X,X,X,X,O,X,X,X,X,X,X
JLIOZST,X,O,O,X,O,X,X,X,X,X,X
JLSTIZO,O,X,O,X,O,O,X,O,O,O,X
JLSTIOZ,X,O,O,O,O,O,X,O,O,X,X
JLSTZIO,O,X,O,O,O,O,X,O,O,O,X
JLSTZOI,O,X,O,O,O,O,X,X,O,O,X
JLSTOIZ,X,O,O,O,O,O,X,O,O,X,X
JLSTOZI,X,O,O,O,O,O,X,O,O,X,X
JLSITZO,O,X,O,X,X,O,X,O,O,O,X
JLSITOZ,X,O,O,X,X,O,X,O,O,X,X
JLSIZTO,O,X,O,X,O,X,X,O,O,X,X
JLSIZOT,O,X,O,X,O,X,X,O,X,X,X
JLSIOTZ,X,O,O,O,X,O,X,O,O,X,X
JLSIOZT,X,O,O,O,O,X,X,O,X,X,X
JLSZTIO,O,X,O,O,O,O,X,O,O,X,X
JLSZTOI,O,X,O,O,O,O,X,X,O,X,X
JLSZITO,O,X,O,X,O,X,X,O,O,X,X
JLSZIOT,O,X,O,O,O,X,X,O,X,X,X
JLSZOTI,O,X,O,O,O,O,X,X,X,X,X
JLSZOIT,O,X,O,O,O,X,X,X,X,X,X
JLSOTIZ,X,O,O,O,O,O,X,O,O,X,O
JLSOTZI,X,O,O,O,O,O,X,O,O,X,X
JLSOITZ,X,O,O,O,X,O,X,O,O,X,O
JLSOIZT,X,O,O,O,O,X,X,O,X,X,O
JLSOZTI,X,O,O,O,O,O,X,O,X,X,X
JLSOZIT,X,O,O,O,O,X,X,O,X,X,O
JLZTISO,O,X,X,O,O,O,X,O,X,X,X
JLZTIOS,X,X,X,O,O,O,X,X,X,X,X
JLZTSIO,O,X,O,O,O,O,X,O,O,X,X
JLZTSOI,O,X,O,O,O,O,X,X,O,X,X
JLZTOIS,X,X,X,O,O,O,X,X,X,X,X
JLZTOSI,O,X,O,O,O,O,X,X,X,X,X
JLZITSO,O,X,X,X,O,O,X,X,X,X,X
JLZITOS,X,X,X,X,O,O,X,X,X,X,X
JLZISTO,O,X,O,X,O,X,X,X,O,X,X
JLZISOT,O,X,O,X,O,X,X,X,X,X,X
JLZIOTS,X,X,X,X,O,X,X,X,X,X,X
JLZIOST,O,X,O,X,O,X,X,X,X,X,X
JLZSTIO,O,X,O,O,O,O,X,O,O,X,X
JLZSTOI,O,X,O,O,O,O,X,X,O,X,X
JLZSITO,O,X,O,X,O,X,X,O,O,X,X
JLZSIOT,O,X,O,O,O,X,X,O,X,X,X
JLZSOTI,O,X,O,O,O,O,X,X,X,X,X
JLZSOIT,O,X,O,O,O,X,X,X,X,X,X
JLZOTIS,X,X,X,O,O,O,X,X,X,X,X
JLZOTSI,O,X,O,O,O,O,X,X,X,X,X
JLZOITS,X,X,X,X,O,X,X,X,X,X,X
JLZOIST,O,X,O,X,O,X,X,X,X,X,X
JLZOSTI,O,X,O,O,O,X,X,X,X,X,X
JLZOSIT,O,X,O,O,O,X,X,X,X,X,X
JLOTISZ,X,O,O,X,X,O,X,O,X,X,O
JLOTIZS,X,X,X,X,O,O,X,O,X,X,O
JLOTSIZ,X,O,O,O,X,O,X,O,O,O,O
JLOTSZI,X,O,O,O,X,O,X,O,O,O,X
JLOTZIS,X,X,X,O,O,O,X,O,X,X,X
JLOTZSI,X,O,O,O,O,O,X,O,X,X,X
JLOITSZ,X,O,O,X,X,O,X,O,X,X,O
JLOITZS,X,X,X,X,X,O,X,O,X,X,O
JLOISTZ,X,O,O,X,X,X,X,O,O,O,O
JLOISZT,X,O,O,X,X,X,X,O,X,X,O
JLOIZTS,X,X,X,X,O,X,X,X,X,X,O
JLOIZST,X,O,O,X,O,X,X,X,X,X,O
JLOSTIZ,X,O,O,O,X,O,X,O,O,O,O
JLOSTZI,X,O,O,O,X,O,X,O,O,O,X
JLOSITZ,X,O,O,O,X,O,X,O,O,O,O
JLOSIZT,X,O,O,O,X,X,X,O,X,X,O
JLOSZTI,X,O,O,O,X,O,X,O,X,X,X
JLOSZIT,X,O,O,O,X,X,X,O,X,X,O
JLOZTIS,X,X,X,O,O,O,X,O,X,X,X
JLOZTSI,X,O,O,O,O,O,X,O,X,X,X
JLOZITS,X,X,X,X,O,X,X,X,X,X,O
JLOZIST,X,O,O,X,O,X,X,X,X,X,O
JLOZSTI,X,O,O,O,O,X,X,O,X,X,X
JLOZSIT,X,O,O,O,O,X,X,O,X,X,O
JSTILZO,X,X,O,X,X,O,X,O,O,O,X
JSTILOZ,X,O,O,O,X,O,X,O,O,X,X
JSTIZLO,O,X,X,O,X,O,X,O,O,X,X
JSTIZOL,O,O,O,O,X,O,X,O,X,X,X
JSTIOLZ,X,O,O,O,X,O,X,O,O,X,X
JSTIOZL,X,O,O,O,X,O,X,O,X,X,X
JSTLIZO,X,X,O,X,X,O,X,O,O,O,X
JSTLIOZ,X,O,O,O,X,O,X,O,O,X,X
JSTLZIO,X,X,O,O,X,O,O,O,O,O,X
JSTLZOI,X,X,O,O,X,O,O,X,O,O,X
JSTLOIZ,X,O,O,O,X,O,X,O,O,X,X
JSTLOZI,X,O,O,O,X,O,X,O,O,X,X
JSTZILO,O,X,X,O,X,O,O,O,O,X,X
JSTZIOL,O,O,O,O,X,O,O,O,X,X,X
JSTZLIO,O,X,X,O,X,O,O,O,O,X,X
JSTZLOI,O,X,X,O,X,O,O,X,O,X,X
JSTZOIL,O,O,O,O,X,O,O,O,X,X,X
JSTZOLI,O,O,O,O,X,O,O,O,X,X,X
JSTOILZ,X,O,O,O,X,O,X,O,O,X,O
JSTOIZL,X,O,O,O,X,O,X,O,X,X,O
JSTOLIZ,X,O,O,O,X,O,X,O,O,X,O
JSTOLZI,X,O,O,O,X,O,X,O,O,X,X
JSTOZIL,X,O,O,O,X,O,X,O,X,X,X
JSTOZLI,X,O,O,O,X,O,X,O,X,X,X
JSITLZO,X,X,O,X,X,O,X,O,O,O,X
JSITLOZ,X,O,O,O,X,O,X,O,O,X,X
JSITZLO,O,X,X,O,X,O,X,O,O,X,X
JSITZOL,O,O,O,O,X,O,X,O,X,X,X
JSITOLZ,X,O,O,O,X,O,X,O,O,X,X
JSITOZL,X,O,O,O,X,O,X,O,X,X,X
JSILTZO,O,X,O,X,X,O,X,O,O,O,X
JSILTOZ,X,O,O,X,X,O,X,O,O,X,X
JSILZTO,O,X,O,X,X,X,X,O,O,X,X
JSILZOT,O,X,O,X,X,X,X,O,X,X,X
JSILOTZ,X,O,O,O,X,O,X,O,O,X,X
JSILOZT,X,O,O,O,X,X,X,O,X,X,X
JSIZTLO,O,X,X,O,X,X,X,X,O,X,X
JSIZTOL,O,O,O,O,X,X,X,X,X,X,X
JSIZLTO,O,X,O,X,X,X,X,O,O,X,X
JSIZLOT,O,X,O,O,X,X,X,O,X,X,X
JSIZOTL,O,O,O,O,X,X,X,X,X,X,X
JSIZOLT,O,O,O,O,X,X,X,O,X,X,X
JSIOTLZ,X,O,O,O,X,O,X,O,O,X,O
JSIOTZL,X,O,O,O,X,O,X,O,X,X,O
JSIOLTZ,X,O,O,O,X,O,X,O,O,X,O
JSIOLZT,X,O,O,O,X,X,X,O,X,X,O
JSIOZTL,X,O,O,O,X,X,X,X,X,X,O
JSIOZLT,X,O,O,O,X,X,X,O,X,X,O
JSLTIZO,O,X,O,X,X,O,X,O,O,O,X
JSLTIOZ,X,O,O,O,X,O,X,O,O,X,X
JSLTZIO,O,X,O,O,X,O,X,O,O,O,X
JSLTZOI,O,X,O,O,X,O,X,X,O,O,X
JSLTOIZ,X,O,O,O,X,O,X,O,O,X,X
JSLTOZI,X,O,O,O,X,O,X,O,O,X,X
JSLITZO,O,X,O,X,X,O,X,O,O,O,X
JSLITOZ,X,O,O,X,X,O,X,O,O,X,X
JSLIZTO,O,X,O,X,X,X,X,O,O,X,X
JSLIZOT,O,X,O,X,X,X,X,O,X,X,X
JSLIOTZ,X,O,O,O,X,O,X,O,O,X,X
JSLIOZT,X,O,O,O,X,X,X,O,X,X,X
JSLZTIO,O,X,O,O,X,O,X,O,O,X,X
JSLZTOI,O,X,O,O,X,O,X,X,O,X,X
JSLZITO,O,X,O,X,X,X,X,O,O,X,X
JSLZIOT,O,X,O,O,X,X,X,O,X,X,X
JSLZOTI,O,X,O,O,X,O,X,X,X,X,X
JSLZOIT,O,X,O,O,X,X,X,X,X,X,X
JSLOTIZ,X,O,O,O,X,O,X,O,O,X,O
JSLOTZI,X,O,O,O,X,O,X,O,O,X,X
JSLOITZ,X,O,O,O,X,O,X,O,O,X,O
JSLOIZT,X,O,O,O,X,X,X,O,X,X,O
JSLOZTI,X,O,O,O,X,O,X,O,X,X,X
JSLOZIT,X,O,O,O,X,X,X,O,X,X,O
JSZTILO,O,X,X,O,X,O,O,O,O,X,X
JSZTIOL,O,O,O,O,X,O,O,O,X,X,X
JSZTLIO,O,X,X,O,X,O,O,O,O,X,X
JSZTLOI,O,X,X,O,X,O,O,X,O,X,X
