sequence,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBzcBGeB0mBln?B3sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeBlmB3n?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFzbBRdBSjB3hBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhF0cBTeBmgBfsBln?B6sB,v115@9gB8HeD8EeF8CeH8BeB8Jem6IvhFfhBxcBTeBCiBln?BUsB,v115@9gB8HeD8EeF8CeH8BeB8Jex6IvhFygBGdBTeB3hBln?BUsB
JIOSTZL,X,O,O,O,O,O,X
JIOSLTZ,X,O,O,O,O,O,O
JIOSLZT,X,O,O,O,X,O,O
JIOSZTL,X,X,X,O,O,O,X
JIOSZLT,X,X,O,O,X,O,O
JIOZTLS,O,X,X,O,X,O,O
JIOZTSL,O,X,X,X,X,O,O
JIOZLTS,O,X,X,O,X,X,O
JIOZLST,O,X,X,O,X,O,O
JIOZSTL,X,X,X,O,O,O,O
JIOZSLT,O,X,X,O,X,O,O
JLTISZO,O,O,O,O,X,O,X
JLTISOZ,X,O,O,O,X,O,O
JLTIZSO,O,X,X,O,X,X,X
JLTIZOS,O,X,X,O,X,X,O
JLTIOSZ,X,O,O,O,X,O,O
JLTIOZS,O,X,X,O,X,X,O
JLTSIZO,O,O,O,O,X,O,X
JLTSIOZ,X,O,O,O,X,O,O
JLTSZIO,O,O,O,O,X,O,X
JLTSZOI,O,O,O,O,X,O,X
JLTSOIZ,X,O,O,O,X,O,O
JLTSOZI,X,O,O,O,X,O,X
JLTZISO,O,X,X,O,X,X,X
JLTZIOS,O,X,X,O,X,X,O
JLTZSIO,O,X,X,O,X,O,X
JLTZSOI,O,X,X,O,X,O,X
JLTZOIS,O,X,X,O,X,X,O
JLTZOSI,O,X,X,O,X,O,X
JLTOISZ,X,O,O,O,X,O,O
JLTOIZS,O,X,X,O,X,X,O
JLTOSIZ,X,O,O,O,X,O,O
JLTOSZI,X,O,O,O,X,O,X
JLTOZIS,O,X,X,O,X,X,O
JLTOZSI,O,X,X,O,X,O,X
JLITSZO,O,O,O,O,X,X,X
JLITSOZ,X,O,O,O,X,X,O
JLITZSO,O,X,X,O,X,X,X
JLITZOS,O,X,X,O,X,X,O
JLITOSZ,X,O,O,O,X,X,O
JLITOZS,O,X,X,O,X,X,O
JLISTZO,O,O,O,O,O,X,O
JLISTOZ,X,O,O,O,O,X,O
JLISZTO,O,O,X,O,O,X,O
JLISZOT,O,O,O,O,X,X,O
JLISOTZ,X,O,O,O,O,X,O
JLISOZT,X,O,O,O,X,X,O
JLIZTSO,O,X,X,O,X,X,O
JLIZTOS,O,X,X,O,X,X,O
JLIZSTO,O,O,X,O,O,X,O
JLIZSOT,O,O,X,O,X,X,O
JLIZOTS,O,X,X,O,X,X,O
JLIZOST,O,O,X,O,X,X,O
JLIOTSZ,X,O,O,O,X,X,O
JLIOTZS,O,X,X,O,X,X,O
JLIOSTZ,X,O,O,O,O,X,O
JLIOSZT,X,O,O,O,X,X,O
JLIOZTS,O,X,X,O,X,X,O
JLIOZST,O,O,X,O,X,X,O
JLSTIZO,O,O,O,O,O,O,O
JLSTIOZ,X,O,O,O,O,O,O
JLSTZIO,O,O,O,O,O,O,O
JLSTZOI,O,O,O,O,O,O,O
JLSTOIZ,X,O,O,O,O,O,O
JLSTOZI,X,O,O,O,O,O,O
JLSITZO,O,O,O,O,O,O,O
JLSITOZ,X,O,O,O,O,O,O
JLSIZTO,O,O,X,O,O,O,O
JLSIZOT,O,O,O,O,X,O,O
JLSIOTZ,X,O,O,O,O,O,O
JLSIOZT,X,O,O,O,X,O,O
JLSZTIO,O,O,X,O,O,O,O
JLSZTOI,O,O,X,O,O,O,O
JLSZITO,O,O,X,O,O,O,O
JLSZIOT,O,O,O,O,X,O,O
JLSZOTI,X,O,X,O,X,O,O
JLSZOIT,O,O,O,O,X,O,O
JLSOTIZ,X,O,O,O,O,O,O
JLSOTZI,X,O,O,O,O,O,X
JLSOITZ,X,O,O,O,O,O,O
JLSOIZT,X,O,O,O,X,O,O
JLSOZTI,X,O,X,O,X,O,X
JLSOZIT,X,O,O,O,X,O,O
JLZTISO,O,X,X,O,X,O,O
JLZTIOS,O,X,X,O,X,O,O
JLZTSIO,O,X,X,O,X,O,O
JLZTSOI,O,X,X,O,X,O,O
JLZTOIS,O,X,X,O,X,O,O
JLZTOSI,O,X,X,O,X,O,O
JLZITSO,O,X,X,O,X,X,O
JLZITOS,O,X,X,O,X,X,O
JLZISTO,O,O,X,O,O,O,O
JLZISOT,O,O,X,O,X,O,O
JLZIOTS,O,X,X,O,X,X,O
JLZIOST,O,O,X,O,X,O,O
JLZSTIO,O,O,X,O,O,O,O
JLZSTOI,O,O,X,O,O,O,O
JLZSITO,O,O,X,O,O,O,O
JLZSIOT,O,O,X,O,X,O,O
JLZSOTI,X,O,X,O,X,O,O
JLZSOIT,O,O,X,O,X,O,O
JLZOTIS,O,X,X,O,X,O,O
JLZOTSI,O,X,X,O,X,O,O
JLZOITS,O,X,X,O,X,X,O
JLZOIST,O,O,X,O,X,O,O
JLZOSTI,X,O,X,O,X,O,O
JLZOSIT,O,O,X,O,X,O,O
JLOTISZ,X,O,O,O,X,O,O
JLOTIZS,O,X,X,O,X,X,O
JLOTSIZ,X,O,O,O,X,O,O
JLOTSZI,X,O,O,O,X,O,X
JLOTZIS,O,X,X,O,X,X,O
JLOTZSI,O,X,X,O,X,O,X
JLOITSZ,X,O,O,O,X,X,O
JLOITZS,O,X,X,O,X,X,O
JLOISTZ,X,O,O,O,O,X,O
JLOISZT,X,O,O,O,X,X,O
JLOIZTS,O,X,X,O,X,X,O
JLOIZST,O,O,X,O,X,X,O
JLOSTIZ,X,O,O,O,O,O,O
JLOSTZI,X,O,O,O,O,O,X
JLOSITZ,X,O,O,O,O,O,O
JLOSIZT,X,O,O,O,X,O,O
JLOSZTI,X,O,X,O,X,O,X
JLOSZIT,X,O,O,O,X,O,O
JLOZTIS,O,X,X,O,X,O,O
JLOZTSI,O,X,X,O,X,O,O
JLOZITS,O,X,X,O,X,X,O
JLOZIST,O,O,X,O,X,O,O
JLOZSTI,X,O,X,O,X,O,O
JLOZSIT,O,O,X,O,X,O,O
JSTILZO,O,O,O,O,O,O,O
JSTILOZ,X,O,O,O,O,O,O
JSTIZLO,O,O,O,O,O,O,O
JSTIZOL,O,O,O,O,O,O,O
JSTIOLZ,X,O,O,O,O,O,O
JSTIOZL,X,O,O,O,O,O,O
JSTLIZO,O,O,O,O,O,O,O
JSTLIOZ,X,O,O,O,O,O,O
JSTLZIO,O,O,O,O,O,O,O
JSTLZOI,O,O,O,O,O,O,O
JSTLOIZ,X,O,O,O,O,O,O
JSTLOZI,X,O,O,O,O,O,O
JSTZILO,O,O,O,O,O,O,O
JSTZIOL,O,O,O,O,O,O,O
JSTZLIO,O,O,O,O,O,O,O
JSTZLOI,O,O,O,O,O,O,O
JSTZOIL,O,O,O,O,O,O,O
JSTZOLI,O,O,O,O,O,O,O
JSTOILZ,X,O,O,O,O,O,O
JSTOIZL,X,O,O,O,O,O,O
JSTOLIZ,X,O,O,O,O,O,O
JSTOLZI,X,O,O,O,O,O,O
JSTOZIL,X,O,O,O,O,O,O
JSTOZLI,X,O,O,O,O,O,O
JSITLZO,O,O,O,O,O,O,O
JSITLOZ,X,O,O,O,O,O,O
JSITZLO,O,O,O,O,O,O,O
JSITZOL,O,O,O,O,O,O,O
JSITOLZ,X,O,O,O,O,O,O
JSITOZL,X,O,O,O,O,O,O
JSILTZO,O,O,O,X,O,O,O
JSILTOZ,X,O,O,O,O,O,O
JSILZTO,O,O,X,X,O,O,O
JSILZOT,O,O,O,O,X,O,O
JSILOTZ,X,O,O,O,O,O,O
JSILOZT,X,O,O,O,X,O,O
JSIZTLO,O,X,X,O,O,O,O
JSIZTOL,O,X,X,O,O,O,O
JSIZLTO,O,X,X,O,O,O,O
JSIZLOT,O,X,O,O,X,O,O
JSIZOTL,X,X,X,O,O,O,O
JSIZOLT,O,X,O,O,X,O,O
JSIOTLZ,X,O,O,O,O,O,O
JSIOTZL,X,O,O,O,O,O,X
JSIOLTZ,X,O,O,O,O,O,O
JSIOLZT,X,O,O,O,X,O,O
JSIOZTL,X,X,X,O,O,O,X
JSIOZLT,X,X,O,O,X,O,O
JSLTIZO,O,O,O,O,O,O,O
JSLTIOZ,X,O,O,O,O,O,O
JSLTZIO,O,O,O,O,O,O,O
JSLTZOI,O,O,O,O,O,O,O
JSLTOIZ,X,O,O,O,O,O,O
JSLTOZI,X,O,O,O,O,O,O
JSLITZO,O,O,O,O,O,O,O
JSLITOZ,X,O,O,O,O,O,O
JSLIZTO,O,O,X,O,O,O,O
JSLIZOT,O,O,O,O,X,O,O
JSLIOTZ,X,O,O,O,O,O,O
JSLIOZT,X,O,O,O,X,O,O
JSLZTIO,O,O,X,O,O,O,O
JSLZTOI,O,O,X,O,O,O,O
JSLZITO,O,O,X,O,O,O,O
JSLZIOT,O,O,O,O,X,O,O
JSLZOTI,X,O,X,O,X,O,O
JSLZOIT,O,O,O,O,X,O,O
JSLOTIZ,X,O,O,O,O,O,O
JSLOTZI,X,O,O,O,O,O,X
JSLOITZ,X,O,O,O,O,O,O
JSLOIZT,X,O,O,O,X,O,O
JSLOZTI,X,O,X,O,X,O,X
JSLOZIT,X,O,O,O,X,O,O
JSZTILO,O,O,O,O,O,O,O
JSZTIOL,O,O,O,O,O,O,O
JSZTLIO,O,O,O,O,O,O,O
JSZTLOI,O,O,O,O,O,O,O
JSZTOIL,O,O,O,O,O,O,O
JSZTOLI,O,O,O,O,O,O,O
JSZITLO,O,X,X,O,O,O,O
JSZITOL,O,X,X,O,O,O,O
JSZILTO,O,X,X,O,O,O,O
JSZILOT,O,X,O,O,X,O,O
JSZIOTL,X,X,X,O,O,O,O
JSZIOLT,O,X,O,O,X,O,O
JSZLTIO,O,O,X,O,O,O,O
JSZLTOI,O,O,X,O,O,O,O
JSZLITO,O,O,X,O,O,O,O
JSZLIOT,O,O,O,O,X,O,O
JSZLOTI,X,O,X,O,X,O,O
JSZLOIT,O,O,O,O,X,O,O
JSZOTIL,X,O,O,O,O,O,O
JSZOTLI,X,O,O,O,O,O,O
JSZOITL,X,X,X,O,O,O,O
JSZOILT,O,X,O,O,X,O,O
JSZOLTI,X,O,X,O,X,O,O
JSZOLIT,O,O,O,O,X,O,O
JSOTILZ,X,O,O,O,O,O,O
JSOTIZL,X,O,O,O,O,O,X
JSOTLIZ,X,O,O,O,O,O,O
JSOTLZI,X,O,O,O,O,O,X
JSOTZIL,X,O,O,O,O,O,X
JSOTZLI,X,O,O,O,O,O,X
JSOITLZ,X,O,O,O,O,O,O
JSOITZL,X,O,O,O,O,O,X
JSOILTZ,X,O,O,O,O,O,O
JSOILZT,X,O,O,O,X,O,O
JSOIZTL,X,X,X,O,O,O,X
JSOIZLT,X,X,O,O,X,O,O
JSOLTIZ,X,O,O,O,O,O,O
JSOLTZI,X,O,O,O,O,O,X
JSOLITZ,X,O,O,O,O,O,O
JSOLIZT,X,O,O,O,X,O,O
JSOLZTI,X,O,X,O,X,O,X
JSOLZIT,X,O,O,O,X,O,O
JSOZTIL,X,O,O,O,O,O,X
JSOZTLI,X,O,O,O,O,O,X
JSOZITL,X,X,X,O,O,O,X
JSOZILT,X,X,O,O,X,O,O
JSOZLTI,X,O,X,O,X,O,X
JSOZLIT,X,O,O,O,X,O,O
JZTILSO,O,X,X,O,X,O,O
JZTILOS,O,X,X,O,X,O,O
JZTISLO,O,X,X,O,O,O,O
JZTISOL,O,X,X,O,O,O,O
JZTIOLS,O,X,X,O,X,O,O
JZTIOSL,O,X,X,X,X,O,O
JZTLISO,O,X,X,O,X,O,O
JZTLIOS,O,X,X,O,X,O,O
JZTLSIO,O,X,X,O,X,O,O
JZTLSOI,O,X,X,O,X,O,O
JZTLOIS,O,X,X,O,X,O,O
JZTLOSI,O,X,X,O,X,O,O
JZTSILO,O,O,X,O,O,O,O
JZTSIOL,O,O,X,O,O,O,O
JZTSLIO,O,O,X,O,O,O,O
JZTSLOI,O,O,X,O,O,O,O
JZTSOIL,O,O,X,O,O,O,O
JZTSOLI,O,O,X,O,O,O,O
JZTOILS,O,X,X,O,X,O,O
JZTOISL,O,X,X,X,X,O,O
JZTOLIS,O,X,X,O,X,O,O
JZTOLSI,O,X,X,O,X,O,O
JZTOSIL,O,O,X,O,X,O,O
JZTOSLI,O,O,X,O,X,O,O
JZITLSO,O,X,X,O,X,O,O
JZITLOS,O,X,X,O,X,O,O
JZITSLO,O,X,X,O,O,O,O
JZITSOL,O,X,X,O,O,O,O
JZITOLS,O,X,X,O,X,O,O
JZITOSL,O,X,X,X,X,O,O
JZILTSO,O,X,X,O,X,X,O
JZILTOS,O,X,X,O,X,X,O
JZILSTO,O,X,X,O,O,O,O
JZILSOT,O,X,X,O,X,O,O
JZILOTS,O,X,X,O,X,X,O
JZILOST,O,X,X,O,X,O,O
JZISTLO,O,X,X,O,O,O,O
JZISTOL,O,X,X,O,O,O,O
JZISLTO,O,X,X,O,O,O,O
JZISLOT,O,X,X,O,X,O,O
JZISOTL,X,X,X,O,O,O,O
JZISOLT,O,X,X,O,X,O,O
JZIOTLS,O,X,X,O,X,O,O
JZIOTSL,O,X,X,X,X,O,O
JZIOLTS,O,X,X,O,X,X,O
JZIOLST,O,X,X,O,X,O,O
JZIOSTL,X,X,X,O,O,O,O
JZIOSLT,O,X,X,O,X,O,O
JZLTISO,O,X,X,O,X,O,O
JZLTIOS,O,X,X,O,X,O,O
JZLTSIO,O,X,X,O,X,O,O
JZLTSOI,O,X,X,O,X,O,O
JZLTOIS,O,X,X,O,X,O,O
JZLTOSI,O,X,X,O,X,O,O
JZLITSO,O,X,X,O,X,X,O
JZLITOS,O,X,X,O,X,X,O
JZLISTO,O,O,X,O,O,O,O
JZLISOT,O,O,X,O,X,O,O
JZLIOTS,O,X,X,O,X,X,O
JZLIOST,O,O,X,O,X,O,O
JZLSTIO,O,O,X,O,O,O,O
JZLSTOI,O,O,X,O,O,O,O
JZLSITO,O,O,X,O,O,O,O
JZLSIOT,O,O,X,O,X,O,O
JZLSOTI,X,O,X,O,X,O,O
JZLSOIT,O,O,X,O,X,O,O
JZLOTIS,O,X,X,O,X,O,O
JZLOTSI,O,X,X,O,X,O,O
JZLOITS,O,X,X,O,X,X,O
JZLOIST,O,O,X,O,X,O,O
JZLOSTI,X,O,X,O,X,O,O
JZLOSIT,O,O,X,O,X,O,O
JZSTILO,O,O,X,O,O,O,O
JZSTIOL,O,O,X,O,O,O,O
JZSTLIO,O,O,X,O,O,O,O
JZSTLOI,O,O,X,O,O,O,O
JZSTOIL,O,O,X,O,O,O,O
JZSTOLI,O,O,X,O,O,O,O
JZSITLO,O,X,X,O,O,O,O
JZSITOL,O,X,X,O,O,O,O
JZSILTO,O,X,X,O,O,O,O
JZSILOT,O,X,X,O,X,O,O
JZSIOTL,X,X,X,O,O,O,O
JZSIOLT,O,X,X,O,X,O,O
JZSLTIO,O,O,X,O,O,O,O
JZSLTOI,O,O,X,O,O,O,O
JZSLITO,O,O,X,O,O,O,O
JZSLIOT,O,O,X,O,X,O,O
JZSLOTI,X,O,X,O,X,O,O
JZSLOIT,O,O,X,O,X,O,O
JZSOTIL,X,O,X,O,O,O,O
JZSOTLI,X,O,X,O,O,O,O
JZSOITL,X,X,X,O,O,O,O
JZSOILT,O,X,X,O,X,O,O
JZSOLTI,X,O,X,O,X,O,O
JZSOLIT,O,O,X,O,X,O,O
JZOTILS,O,X,X,O,X,O,O
JZOTISL,O,X,X,X,X,O,O
JZOTLIS,O,X,X,O,X,O,O
JZOTLSI,O,X,X,O,X,O,O
JZOTSIL,O,O,X,O,X,O,O
JZOTSLI,O,O,X,O,X,O,O
JZOITLS,O,X,X,O,X,O,O
JZOITSL,O,X,X,X,X,O,O
JZOILTS,O,X,X,O,X,X,O
JZOILST,O,X,X,O,X,O,O
JZOISTL,X,X,X,O,O,O,O
JZOISLT,O,X,X,O,X,O,O
JZOLTIS,O,X,X,O,X,O,O
JZOLTSI,O,X,X,O,X,O,O
JZOLITS,O,X,X,O,X,X,O
JZOLIST,O,O,X,O,X,O,O
JZOLSTI,X,O,X,O,X,O,O
JZOLSIT,O,O,X,O,X,O,O
JZOSTIL,X,O,X,O,O,O,O
JZOSTLI,X,O,X,O,O,O,O
JZOSITL,X,X,X,O,O,O,O
JZOSILT,O,X,X,O,X,O,O
JZOSLTI,X,O,X,O,X,O,O
JZOSLIT,O,O,X,O,X,O,O
JOTILSZ,X,X,O,O,X,O,O
JOTILZS,O,X,X,O,X,X,O
JOTISLZ,X,O,O,X,O,O,O
JOTISZL,X,O,O,X,O,O,O
JOTIZLS,O,X,X,X,X,X,O
JOTIZSL,O,X,X,X,X,X,X
JOTLISZ,X,O,O,O,X,O,O
JOTLIZS,O,X,X,O,X,X,O
JOTLSIZ,X,O,O,O,X,O,O
JOTLSZI,X,O,O,O,X,O,O
JOTLZIS,O,X,X,O,X,X,O
JOTLZSI,O,X,X,O,X,O,X
JOTSILZ,X,O,O,O,O,O,O
JOTSIZL,X,O,O,O,O,O,O
JOTSLIZ,X,O,O,O,O,O,O
JOTSLZI,X,O,O,O,O,O,O
JOTSZIL,X,O,O,O,O,O,O
JOTSZLI,X,O,O,O,O,O,O
JOTZILS,O,X,X,O,X,O,O
JOTZISL,O,X,X,X,X,O,X
JOTZLIS,O,X,X,O,X,O,O
JOTZLSI,O,X,X,O,X,O,X
JOTZSIL,O,O,X,O,X,O,O
JOTZSLI,O,O,X,O,X,O,O
JOITLSZ,X,X,O,O,X,O,O
JOITLZS,O,X,X,O,X,X,O
JOITSLZ,X,O,O,X,O,O,O
JOITSZL,X,O,O,X,O,O,O
JOITZLS,O,X,X,X,X,X,O
JOITZSL,O,X,X,X,X,X,X
JOILTSZ,X,O,O,O,X,X,O
JOILTZS,O,X,X,O,X,X,O
JOILSTZ,X,O,O,O,O,X,O
JOILSZT,X,O,O,O,X,X,O
JOILZTS,O,X,X,O,X,X,O
JOILZST,O,O,X,O,X,X,O
JOISTLZ,X,O,O,O,O,O,O
JOISTZL,X,O,O,O,O,O,X
JOISLTZ,X,O,O,O,O,O,O
JOISLZT,X,O,O,O,X,O,O
JOISZTL,X,X,X,O,O,O,X
JOISZLT,X,X,O,O,X,O,O
JOIZTLS,O,X,X,O,X,O,O
JOIZTSL,O,X,X,X,X,O,O
JOIZLTS,O,X,X,O,X,X,O
JOIZLST,O,X,X,O,X,O,O
JOIZSTL,X,X,X,O,O,O,O
JOIZSLT,O,X,X,O,X,O,O
JOLTISZ,X,O,O,O,X,O,O
JOLTIZS,O,X,X,O,X,X,O
JOLTSIZ,X,O,O,O,X,O,O
JOLTSZI,X,O,O,O,X,O,X
JOLTZIS,O,X,X,O,X,X,O
JOLTZSI,O,X,X,O,X,O,X
JOLITSZ,X,O,O,O,X,X,O
JOLITZS,O,X,X,O,X,X,O
JOLISTZ,X,O,O,O,O,X,O
JOLISZT,X,O,O,O,X,X,O
JOLIZTS,O,X,X,O,X,X,O
JOLIZST,O,O,X,O,X,X,O
JOLSTIZ,X,O,O,O,O,O,O
JOLSTZI,X,O,O,O,O,O,X
JOLSITZ,X,O,O,O,O,O,O
JOLSIZT,X,O,O,O,X,O,O
JOLSZTI,X,O,X,O,X,O,X
JOLSZIT,X,O,O,O,X,O,O
JOLZTIS,O,X,X,O,X,O,O
JOLZTSI,O,X,X,O,X,O,O
JOLZITS,O,X,X,O,X,X,O
JOLZIST,O,O,X,O,X,O,O
JOLZSTI,X,O,X,O,X,O,O
JOLZSIT,O,O,X,O,X,O,O
JOSTILZ,X,O,O,O,O,O,O
JOSTIZL,X,O,O,O,O,O,X
JOSTLIZ,X,O,O,O,O,O,O
JOSTLZI,X,O,O,O,O,O,X
JOSTZIL,X,O,O,O,O,O,X
JOSTZLI,X,O,O,O,O,O,X
JOSITLZ,X,O,O,O,O,O,O
JOSITZL,X,O,O,O,O,O,X
JOSILTZ,X,O,O,O,O,O,O
JOSILZT,X,O,O,O,X,O,O
JOSIZTL,X,X,X,O,O,O,X
JOSIZLT,X,X,O,O,X,O,O
JOSLTIZ,X,O,O,O,O,O,O
JOSLTZI,X,O,O,O,O,O,X
JOSLITZ,X,O,O,O,O,O,O
JOSLIZT,X,O,O,O,X,O,O
JOSLZTI,X,O,X,O,X,O,X
JOSLZIT,X,O,O,O,X,O,O
JOSZTIL,X,O,O,O,O,O,X
JOSZTLI,X,O,O,O,O,O,X
JOSZITL,X,X,X,O,O,O,X
JOSZILT,X,X,O,O,X,O,O
JOSZLTI,X,O,X,O,X,O,X
JOSZLIT,X,O,O,O,X,O,O
JOZTILS,O,X,X,O,X,O,O
JOZTISL,O,X,X,X,X,O,O
JOZTLIS,O,X,X,O,X,O,O
JOZTLSI,O,X,X,O,X,O,O
JOZTSIL,O,O,X,O,X,O,O
JOZTSLI,O,O,X,O,X,O,O
JOZITLS,O,X,X,O,X,O,O
JOZITSL,O,X,X,X,X,O,O
JOZILTS,O,X,X,O,X,X,O
JOZILST,O,X,X,O,X,O,O
JOZISTL,X,X,X,O,O,O,O
JOZISLT,O,X,X,O,X,O,O
JOZLTIS,O,X,X,O,X,O,O
JOZLTSI,O,X,X,O,X,O,O
JOZLITS,O,X,X,O,X,X,O
JOZLIST,O,O,X,O,X,O,O
JOZLSTI,X,O,X,O,X,O,O
JOZLSIT,O,O,X,O,X,O,O
JOZSTIL,X,O,X,O,O,O,O
JOZSTLI,X,O,X,O,O,O,O
JOZSITL,X,X,X,O,O,O,O
JOZSILT,O,X,X,O,X,O,O
JOZSLTI,X,O,X,O,X,O,O
JOZSLIT,O,O,X,O,X,O,O
STILJZO,O,O,O,O,O,O,O
STILJOZ,X,O,O,O,O,O,O
STILZJO,O,O,O,O,X,O,O
STILZOJ,O,O,O,O,X,O,O
STILOJZ,X,O,O,O,O,O,O
STILOZJ,X,O,O,O,X,O,O
STIJLZO,O,O,O,O,O,O,O
STIJLOZ,X,O,O,O,O,O,O
STIJZLO,O,O,O,O,O,O,O
STIJZOL,O,O,O,O,O,O,O
STIJOLZ,X,O,O,O,O,O,O
STIJOZL,X,O,O,O,O,O,O
STIZLJO,O,O,O,O,X,O,O
STIZLOJ,O,O,O,O,X,O,O
STIZJLO,O,O,O,O,O,O,O
STIZJOL,O,O,O,O,O,O,O
STIZOLJ,O,O,O,O,X,O,O
STIZOJL,O,O,O,O,O,O,O
STIOLJZ,X,O,O,O,O,O,O
STIOLZJ,X,O,O,O,X,O,O
STIOJLZ,X,O,O,O,O,O,O
STIOJZL,X,O,O,O,O,O,O
STIOZLJ,X,O,O,O,X,X,O
STIOZJL,X,O,O,O,O,O,O
STLIJZO,O,O,O,O,O,O,O
STLIJOZ,X,O,O,O,O,O,O
STLIZJO,O,O,O,O,X,O,O
STLIZOJ,O,O,O,O,X,O,O
STLIOJZ,X,O,O,O,O,O,O
STLIOZJ,X,O,O,O,X,O,O
STLJIZO,O,O,O,O,O,O,O
STLJIOZ,X,O,O,O,O,O,O
STLJZIO,O,O,O,O,O,O,O
STLJZOI,O,O,O,O,O,O,O
STLJOIZ,X,O,O,O,O,O,O
STLJOZI,X,O,O,O,O,O,O
STLZIJO,O,O,O,O,X,O,O
STLZIOJ,O,O,O,O,X,O,O
STLZJIO,O,O,O,O,X,O,O
STLZJOI,O,O,O,O,X,O,O
STLZOIJ,O,O,O,O,X,O,O
STLZOJI,O,O,O,O,X,O,O
STLOIJZ,X,O,O,O,O,O,O
STLOIZJ,X,O,O,O,X,O,O
STLOJIZ,X,O,O,O,O,O,O
STLOJZI,X,O,O,O,O,O,O
STLOZIJ,X,O,O,O,X,O,O
STLOZJI,X,O,O,O,X,O,O
STJILZO,O,O,O,O,O,O,O
STJILOZ,X,O,O,O,O,O,O
STJIZLO,O,O,O,O,O,O,O
STJIZOL,O,O,O,O,O,O,O
STJIOLZ,X,O,O,O,O,O,O
STJIOZL,X,O,O,O,O,O,O
STJLIZO,O,O,O,O,O,O,O
STJLIOZ,X,O,O,O,O,O,O
STJLZIO,O,O,O,O,O,O,O
STJLZOI,O,O,O,O,O,O,O
STJLOIZ,X,O,O,O,O,O,O
STJLOZI,X,O,O,O,O,O,O
STJZILO,O,O,O,O,O,O,O
STJZIOL,O,O,O,O,O,O,O
STJZLIO,O,O,O,O,O,O,O
STJZLOI,O,O,O,O,O,O,O
STJZOIL,O,O,O,O,O,O,O
STJZOLI,O,O,O,O,O,O,O
STJOILZ,X,O,O,O,O,O,O
STJOIZL,X,O,O,O,O,O,O
STJOLIZ,X,O,O,O,O,O,O
STJOLZI,X,O,O,O,O,O,O
STJOZIL,X,O,O,O,O,O,O
STJOZLI,X,O,O,O,O,O,O
STZILJO,O,O,O,O,X,O,O
STZILOJ,O,O,O,O,X,O,O
STZIJLO,O,O,O,O,O,O,O
STZIJOL,O,O,O,O,O,O,O
STZIOLJ,O,O,O,O,X,O,O
STZIOJL,O,O,O,O,O,O,O
STZLIJO,O,O,O,O,X,O,O
STZLIOJ,O,O,O,O,X,O,O
STZLJIO,O,O,O,O,X,O,O
STZLJOI,O,O,O,O,X,O,O
STZLOIJ,O,O,O,O,X,O,O
STZLOJI,O,O,O,O,X,O,O
STZJILO,O,O,O,O,O,O,O
STZJIOL,O,O,O,O,O,O,O
STZJLIO,O,O,O,O,O,O,O
STZJLOI,O,O,O,O,O,O,O
STZJOIL,O,O,O,O,O,O,O
STZJOLI,O,O,O,O,O,O,O
STZOILJ,O,O,O,O,X,O,O
STZOIJL,O,O,O,O,O,O,O
STZOLIJ,O,O,O,O,X,O,O
STZOLJI,O,O,O,O,X,O,O
STZOJIL,O,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O,O
STOILJZ,X,O,O,O,O,O,O
STOILZJ,X,O,O,O,X,O,O
STOIJLZ,X,O,O,O,O,O,O
STOIJZL,X,O,O,O,O,O,O
STOIZLJ,X,O,O,O,X,X,O
STOIZJL,X,O,O,O,O,O,O
STOLIJZ,X,O,O,O,O,O,O
STOLIZJ,X,O,O,O,X,O,O
STOLJIZ,X,O,O,O,O,O,O
STOLJZI,X,O,O,O,O,O,O
STOLZIJ,X,O,O,O,X,O,O
STOLZJI,X,O,O,O,X,O,O
STOJILZ,X,O,O,O,O,O,O
STOJIZL,X,O,O,O,O,O,O
STOJLIZ,X,O,O,O,O,O,O
STOJLZI,X,O,O,O,O,O,O
STOJZIL,X,O,O,O,O,O,O
STOJZLI,X,O,O,O,O,O,O
STOZILJ,X,O,O,O,X,O,O
STOZIJL,X,O,O,O,O,O,O
STOZLIJ,X,O,O,O,X,O,O
STOZLJI,X,O,O,O,X,O,O
STOZJIL,X,O,O,O,O,O,O
STOZJLI,X,O,O,O,O,O,O
SITLJZO,O,O,O,O,O,O,O
SITLJOZ,X,O,O,O,O,O,O
SITLZJO,O,O,O,O,X,O,O
SITLZOJ,O,O,O,O,X,O,O
SITLOJZ,X,O,O,O,O,O,O
SITLOZJ,X,O,O,O,X,O,O
SITJLZO,O,O,O,O,O,O,O
SITJLOZ,X,O,O,O,O,O,O
SITJZLO,O,O,O,O,O,O,O
SITJZOL,O,O,O,O,O,O,O
SITJOLZ,X,O,O,O,O,O,O
SITJOZL,X,O,O,O,O,O,O
SITZLJO,O,O,O,O,X,O,O
SITZLOJ,O,O,O,O,X,O,O
SITZJLO,O,O,O,O,O,O,O
SITZJOL,O,O,O,O,O,O,O
SITZOLJ,O,O,O,O,X,O,O
SITZOJL,O,O,O,O,O,O,O
SITOLJZ,X,O,O,O,O,O,O
