sequence,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFxbB6iBTeBm?hBXmBFsB,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFmbB5iBTeBf?nBVrBasB,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFxbBTeBXmBO?sB6sBlrB,v115@9gA8BeA8FeD8DeE8EeH8AeC8Je06IvhFxbBTeBemBF?iB6nBfsB
ZOLISTJ,X,X,X,X
ZOLISJT,X,X,X,X
ZOLJTIS,X,X,X,X
ZOLJTSI,X,X,X,X
ZOLJITS,X,X,X,X
ZOLJIST,X,X,X,X
ZOLJSTI,X,X,X,X
ZOLJSIT,X,X,X,X
ZOLSTIJ,X,X,X,X
ZOLSTJI,X,X,X,X
ZOLSITJ,X,X,X,X
ZOLSIJT,X,X,X,X
ZOLSJTI,X,X,X,X
ZOLSJIT,X,X,X,X
ZOJTILS,X,X,X,X
ZOJTISL,X,O,X,X
ZOJTLIS,X,X,X,X
ZOJTLSI,X,X,X,X
ZOJTSIL,X,O,X,X
ZOJTSLI,X,X,X,X
ZOJITLS,X,X,X,X
ZOJITSL,X,O,X,X
ZOJILTS,X,X,X,X
ZOJILST,X,X,X,X
ZOJISTL,X,X,X,O
ZOJISLT,X,X,X,X
ZOJLTIS,X,X,X,X
ZOJLTSI,X,X,X,X
ZOJLITS,X,X,X,X
ZOJLIST,X,X,X,X
ZOJLSTI,X,X,X,X
ZOJLSIT,X,X,X,X
ZOJSTIL,X,X,O,O
ZOJSTLI,X,X,O,O
ZOJSITL,X,X,O,O
ZOJSILT,X,X,O,X
ZOJSLTI,X,X,O,X
ZOJSLIT,X,X,O,X
ZOSTILJ,O,X,X,X
ZOSTIJL,O,X,X,X
ZOSTLIJ,O,X,X,X
ZOSTLJI,X,X,X,X
ZOSTJIL,O,X,X,X
ZOSTJLI,O,X,X,X
ZOSITLJ,O,X,X,X
ZOSITJL,O,X,X,X
ZOSILTJ,X,X,X,X
ZOSILJT,X,X,X,X
ZOSIJTL,X,X,O,X
ZOSIJLT,O,X,O,X
ZOSLTIJ,X,X,X,X
ZOSLTJI,X,X,X,X
ZOSLITJ,X,X,X,X
ZOSLIJT,X,X,X,X
ZOSLJTI,X,X,X,X
ZOSLJIT,X,X,X,X
ZOSJTIL,X,X,O,O
ZOSJTLI,X,X,O,O
ZOSJITL,X,X,O,O
ZOSJILT,O,X,O,X
ZOSJLTI,X,X,O,X
ZOSJLIT,O,X,O,X
OTILJSZ,X,X,X,X
OTILJZS,X,X,X,X
OTILSJZ,X,X,X,X
OTILSZJ,X,X,X,X
OTILZJS,O,X,X,X
OTILZSJ,X,X,X,X
OTIJLSZ,X,X,X,X
OTIJLZS,O,X,X,X
OTIJSLZ,X,O,X,X
OTIJSZL,X,O,X,X
OTIJZLS,O,X,X,X
OTIJZSL,X,O,X,X
OTISLJZ,X,O,X,X
OTISLZJ,X,O,X,X
OTISJLZ,X,O,X,X
OTISJZL,X,O,X,X
OTISZLJ,X,O,X,X
OTISZJL,X,O,X,X
OTIZLJS,O,X,X,X
OTIZLSJ,X,X,X,X
OTIZJLS,O,X,X,X
OTIZJSL,X,O,X,X
OTIZSLJ,X,O,X,X
OTIZSJL,X,O,X,X
OTLIJSZ,X,X,X,X
OTLIJZS,X,X,X,X
OTLISJZ,X,X,X,X
OTLISZJ,X,X,X,X
OTLIZJS,O,X,X,X
OTLIZSJ,X,X,X,X
OTLJISZ,X,X,X,X
OTLJIZS,O,X,X,X
OTLJSIZ,X,X,X,X
OTLJSZI,X,X,X,X
OTLJZIS,O,X,X,X
OTLJZSI,O,X,X,X
OTLSIJZ,X,X,X,X
OTLSIZJ,X,X,X,X
OTLSJIZ,X,X,X,X
OTLSJZI,X,X,X,X
OTLSZIJ,X,X,X,X
OTLSZJI,X,X,X,X
OTLZIJS,O,X,X,X
OTLZISJ,X,X,X,X
OTLZJIS,O,X,X,X
OTLZJSI,O,X,X,X
OTLZSIJ,X,X,X,X
OTLZSJI,X,X,X,X
OTJILSZ,X,X,X,X
OTJILZS,O,X,X,X
OTJISLZ,X,O,X,X
OTJISZL,X,O,X,X
OTJIZLS,O,X,X,X
OTJIZSL,X,O,X,X
OTJLISZ,X,X,X,X
OTJLIZS,O,X,X,X
OTJLSIZ,X,X,X,X
OTJLSZI,X,X,X,X
OTJLZIS,O,X,X,X
OTJLZSI,O,X,X,X
OTJSILZ,X,O,X,X
OTJSIZL,X,O,X,X
OTJSLIZ,X,X,X,X
OTJSLZI,X,X,X,X
OTJSZIL,X,O,X,X
OTJSZLI,X,X,X,X
OTJZILS,O,X,X,X
OTJZISL,X,O,X,X
OTJZLIS,O,X,X,X
OTJZLSI,O,X,X,X
OTJZSIL,X,O,X,X
OTJZSLI,X,X,X,X
OTSILJZ,X,O,X,X
OTSILZJ,X,O,X,X
OTSIJLZ,X,O,X,X
OTSIJZL,X,O,X,X
OTSIZLJ,X,O,X,X
OTSIZJL,X,O,X,X
OTSLIJZ,X,X,X,X
OTSLIZJ,X,X,X,X
OTSLJIZ,X,X,X,X
OTSLJZI,X,X,X,X
OTSLZIJ,X,X,X,X
OTSLZJI,X,X,X,X
OTSJILZ,X,O,X,X
OTSJIZL,X,O,X,X
OTSJLIZ,X,X,X,X
OTSJLZI,X,X,X,X
OTSJZIL,X,O,X,X
OTSJZLI,X,X,X,X
OTSZILJ,X,O,X,X
OTSZIJL,X,O,X,X
OTSZLIJ,X,X,X,X
OTSZLJI,X,X,X,X
OTSZJIL,X,O,X,X
OTSZJLI,X,X,X,X
OTZILJS,O,X,X,X
OTZILSJ,X,X,X,X
OTZIJLS,O,X,X,X
OTZIJSL,X,O,X,X
OTZISLJ,X,O,X,X
OTZISJL,X,O,X,X
OTZLIJS,O,X,X,X
OTZLISJ,X,X,X,X
OTZLJIS,O,X,X,X
OTZLJSI,O,X,X,X
OTZLSIJ,X,X,X,X
OTZLSJI,X,X,X,X
OTZJILS,O,X,X,X
OTZJISL,X,O,X,X
OTZJLIS,O,X,X,X
OTZJLSI,O,X,X,X
OTZJSIL,X,O,X,X
OTZJSLI,X,X,X,X
OTZSILJ,X,O,X,X
OTZSIJL,X,O,X,X
OTZSLIJ,X,X,X,X
OTZSLJI,X,X,X,X
OTZSJIL,X,O,X,X
OTZSJLI,X,X,X,X
OITLJSZ,X,X,X,X
OITLJZS,X,X,X,X
OITLSJZ,X,X,X,X
OITLSZJ,X,X,X,X
OITLZJS,O,X,X,X
OITLZSJ,X,X,X,X
OITJLSZ,X,X,X,X
OITJLZS,O,X,X,X
OITJSLZ,X,O,X,X
OITJSZL,X,O,X,X
OITJZLS,O,X,X,X
OITJZSL,X,O,X,X
OITSLJZ,X,O,X,X
OITSLZJ,X,O,X,X
OITSJLZ,X,O,X,X
OITSJZL,X,O,X,X
OITSZLJ,X,O,X,X
OITSZJL,X,O,X,X
OITZLJS,O,X,X,X
OITZLSJ,X,X,X,X
OITZJLS,O,X,X,X
OITZJSL,X,O,X,X
OITZSLJ,X,O,X,X
OITZSJL,X,O,X,X
OILTJSZ,X,X,X,X
OILTJZS,X,X,X,X
OILTSJZ,X,X,X,X
OILTSZJ,X,X,X,X
OILTZJS,X,X,X,X
OILTZSJ,X,X,X,X
OILJTSZ,X,X,X,X
OILJTZS,X,X,X,X
OILJSTZ,X,X,X,X
OILJSZT,X,X,X,X
OILJZTS,X,X,X,X
OILJZST,X,X,X,X
OILSTJZ,X,X,X,X
OILSTZJ,X,X,X,X
OILSJTZ,X,X,X,X
OILSJZT,X,X,X,X
OILSZTJ,X,X,X,X
OILSZJT,X,X,X,X
OILZTJS,X,X,X,X
OILZTSJ,X,X,X,X
OILZJTS,X,X,X,X
OILZJST,X,X,X,X
OILZSTJ,X,X,X,X
OILZSJT,X,X,X,X
OIJTLSZ,X,X,X,X
OIJTLZS,X,X,X,X
OIJTSLZ,X,O,X,X
OIJTSZL,X,O,X,X
OIJTZLS,X,X,X,X
OIJTZSL,X,O,X,X
OIJLTSZ,X,X,X,X
OIJLTZS,X,X,X,X
OIJLSTZ,X,X,X,X
OIJLSZT,X,X,X,X
OIJLZTS,X,X,X,X
OIJLZST,X,X,X,X
OIJSTLZ,X,X,X,X
OIJSTZL,X,X,X,O
OIJSLTZ,X,X,X,X
OIJSLZT,X,X,X,X
OIJSZTL,X,X,X,O
OIJSZLT,X,X,X,X
OIJZTLS,X,X,X,X
OIJZTSL,X,O,X,X
OIJZLTS,X,X,X,X
OIJZLST,X,X,X,X
OIJZSTL,X,X,X,O
OIJZSLT,X,X,X,X
OISTLJZ,X,X,X,X
OISTLZJ,O,X,X,X
OISTJLZ,O,X,X,X
OISTJZL,O,X,X,X
OISTZLJ,O,X,X,X
OISTZJL,O,X,X,X
OISLTJZ,X,X,X,X
OISLTZJ,X,X,X,X
OISLJTZ,X,X,X,X
OISLJZT,X,X,X,X
OISLZTJ,X,X,X,X
OISLZJT,X,X,X,X
OISJTLZ,X,X,O,X
OISJTZL,X,X,O,X
OISJLTZ,X,X,X,X
OISJLZT,O,X,O,X
OISJZTL,X,X,O,X
OISJZLT,O,X,O,X
OISZTLJ,O,X,X,X
OISZTJL,O,X,X,X
OISZLTJ,X,X,X,X
OISZLJT,X,X,X,X
OISZJTL,X,X,O,X
OISZJLT,O,X,O,X
OIZTLJS,O,X,X,X
OIZTLSJ,X,X,X,X
OIZTJLS,O,X,X,X
OIZTJSL,X,O,X,X
OIZTSLJ,X,O,X,X
OIZTSJL,X,O,X,X
OIZLTJS,X,X,X,X
OIZLTSJ,X,X,X,X
OIZLJTS,X,X,X,X
OIZLJST,X,X,X,X
OIZLSTJ,X,X,X,X
OIZLSJT,X,X,X,X
OIZJTLS,X,X,X,X
OIZJTSL,X,O,X,X
OIZJLTS,X,X,X,X
OIZJLST,X,X,X,X
OIZJSTL,X,X,X,O
OIZJSLT,X,X,X,X
OIZSTLJ,O,X,X,X
OIZSTJL,O,X,X,X
OIZSLTJ,X,X,X,X
OIZSLJT,X,X,X,X
OIZSJTL,X,X,O,X
OIZSJLT,O,X,O,X
OLTIJSZ,X,X,X,X
OLTIJZS,X,X,X,X
OLTISJZ,X,X,X,X
OLTISZJ,X,X,X,X
OLTIZJS,X,X,X,X
OLTIZSJ,X,X,X,X
OLTJISZ,X,X,X,X
OLTJIZS,X,X,X,X
OLTJSIZ,X,X,X,X
OLTJSZI,X,X,X,X
OLTJZIS,X,X,X,X
OLTJZSI,X,X,X,X
OLTSIJZ,X,X,X,X
OLTSIZJ,X,X,X,X
OLTSJIZ,X,X,X,X
OLTSJZI,X,X,X,X
OLTSZIJ,X,X,X,X
OLTSZJI,X,X,X,X
OLTZIJS,X,X,X,X
OLTZISJ,X,X,X,X
OLTZJIS,X,X,X,X
OLTZJSI,X,X,X,X
OLTZSIJ,X,X,X,X
OLTZSJI,X,X,X,X
OLITJSZ,X,X,X,X
OLITJZS,X,X,X,X
OLITSJZ,X,X,X,X
OLITSZJ,X,X,X,X
OLITZJS,X,X,X,X
OLITZSJ,X,X,X,X
OLIJTSZ,X,X,X,X
OLIJTZS,X,X,X,X
OLIJSTZ,X,X,X,X
OLIJSZT,X,X,X,X
OLIJZTS,X,X,X,X
OLIJZST,X,X,X,X
OLISTJZ,X,X,X,X
OLISTZJ,X,X,X,X
OLISJTZ,X,X,X,X
OLISJZT,X,X,X,X
OLISZTJ,X,X,X,X
OLISZJT,X,X,X,X
OLIZTJS,X,X,X,X
OLIZTSJ,X,X,X,X
OLIZJTS,X,X,X,X
OLIZJST,X,X,X,X
OLIZSTJ,X,X,X,X
OLIZSJT,X,X,X,X
OLJTISZ,X,X,X,X
OLJTIZS,X,X,X,X
OLJTSIZ,X,X,X,X
OLJTSZI,X,X,X,X
OLJTZIS,X,X,X,X
OLJTZSI,X,X,X,X
OLJITSZ,X,X,X,X
OLJITZS,X,X,X,X
OLJISTZ,X,X,X,X
OLJISZT,X,X,X,X
OLJIZTS,X,X,X,X
OLJIZST,X,X,X,X
OLJSTIZ,X,X,X,X
OLJSTZI,X,X,X,X
OLJSITZ,X,X,X,X
OLJSIZT,X,X,X,X
OLJSZTI,X,X,X,X
OLJSZIT,X,X,X,X
OLJZTIS,X,X,X,X
OLJZTSI,X,X,X,X
OLJZITS,X,X,X,X
OLJZIST,X,X,X,X
OLJZSTI,X,X,X,X
OLJZSIT,X,X,X,X
OLSTIJZ,X,X,X,X
OLSTIZJ,X,X,X,X
OLSTJIZ,X,X,X,X
OLSTJZI,X,X,X,X
OLSTZIJ,X,X,X,X
OLSTZJI,X,X,X,X
OLSITJZ,X,X,X,X
OLSITZJ,X,X,X,X
OLSIJTZ,X,X,X,X
OLSIJZT,X,X,X,X
OLSIZTJ,X,X,X,X
OLSIZJT,X,X,X,X
OLSJTIZ,X,X,X,X
OLSJTZI,X,X,X,X
OLSJITZ,X,X,X,X
OLSJIZT,X,X,X,X
OLSJZTI,X,X,X,X
OLSJZIT,X,X,X,X
OLSZTIJ,X,X,X,X
OLSZTJI,X,X,X,X
OLSZITJ,X,X,X,X
OLSZIJT,X,X,X,X
OLSZJTI,X,X,X,X
OLSZJIT,X,X,X,X
OLZTIJS,X,X,X,X
OLZTISJ,X,X,X,X
OLZTJIS,X,X,X,X
OLZTJSI,X,X,X,X
OLZTSIJ,X,X,X,X
OLZTSJI,X,X,X,X
OLZITJS,X,X,X,X
OLZITSJ,X,X,X,X
OLZIJTS,X,X,X,X
OLZIJST,X,X,X,X
OLZISTJ,X,X,X,X
OLZISJT,X,X,X,X
OLZJTIS,X,X,X,X
OLZJTSI,X,X,X,X
OLZJITS,X,X,X,X
OLZJIST,X,X,X,X
OLZJSTI,X,X,X,X
OLZJSIT,X,X,X,X
OLZSTIJ,X,X,X,X
OLZSTJI,X,X,X,X
OLZSITJ,X,X,X,X
OLZSIJT,X,X,X,X
OLZSJTI,X,X,X,X
OLZSJIT,X,X,X,X
OJTILSZ,X,X,X,X
OJTILZS,X,X,X,X
OJTISLZ,X,O,X,X
OJTISZL,X,O,X,X
OJTIZLS,X,X,X,X
OJTIZSL,X,O,X,X
OJTLISZ,X,X,X,X
OJTLIZS,X,X,X,X
OJTLSIZ,X,X,X,X
OJTLSZI,X,X,X,X
OJTLZIS,X,X,X,X
OJTLZSI,X,X,X,X
OJTSILZ,X,O,X,X
OJTSIZL,X,O,X,X
OJTSLIZ,X,X,X,X
OJTSLZI,X,X,X,X
OJTSZIL,X,O,X,X
OJTSZLI,X,X,X,X
OJTZILS,X,X,X,X
OJTZISL,X,O,X,X
OJTZLIS,X,X,X,X
OJTZLSI,X,X,X,X
OJTZSIL,X,O,X,X
OJTZSLI,X,X,X,X
OJITLSZ,X,X,X,X
OJITLZS,X,X,X,X
OJITSLZ,X,O,X,X
OJITSZL,X,O,X,X
OJITZLS,X,X,X,X
OJITZSL,X,O,X,X
OJILTSZ,X,X,X,X
OJILTZS,X,X,X,X
OJILSTZ,X,X,X,X
OJILSZT,X,X,X,X
OJILZTS,X,X,X,X
OJILZST,X,X,X,X
OJISTLZ,X,X,X,X
OJISTZL,X,X,X,O
OJISLTZ,X,X,X,X
OJISLZT,X,X,X,X
OJISZTL,X,X,X,O
OJISZLT,X,X,X,X
OJIZTLS,X,X,X,X
OJIZTSL,X,O,X,X
OJIZLTS,X,X,X,X
OJIZLST,X,X,X,X
OJIZSTL,X,X,X,O
OJIZSLT,X,X,X,X
OJLTISZ,X,X,X,X
OJLTIZS,X,X,X,X
OJLTSIZ,X,X,X,X
OJLTSZI,X,X,X,X
OJLTZIS,X,X,X,X
OJLTZSI,X,X,X,X
OJLITSZ,X,X,X,X
OJLITZS,X,X,X,X
OJLISTZ,X,X,X,X
OJLISZT,X,X,X,X
OJLIZTS,X,X,X,X
OJLIZST,X,X,X,X
OJLSTIZ,X,X,X,X
OJLSTZI,X,X,X,X
OJLSITZ,X,X,X,X
OJLSIZT,X,X,X,X
OJLSZTI,X,X,X,X
OJLSZIT,X,X,X,X
OJLZTIS,X,X,X,X
OJLZTSI,X,X,X,X
OJLZITS,X,X,X,X
OJLZIST,X,X,X,X
OJLZSTI,X,X,X,X
OJLZSIT,X,X,X,X
OJSTILZ,X,X,O,X
OJSTIZL,X,X,O,O
OJSTLIZ,X,X,O,X
OJSTLZI,X,X,O,X
OJSTZIL,X,X,O,O
OJSTZLI,X,X,O,O
OJSITLZ,X,X,O,X
OJSITZL,X,X,O,O
OJSILTZ,X,X,X,X
OJSILZT,X,X,O,X
OJSIZTL,X,X,O,O
OJSIZLT,X,X,O,X
OJSLTIZ,X,X,O,X
OJSLTZI,X,X,O,X
OJSLITZ,X,X,X,X
OJSLIZT,X,X,O,X
OJSLZTI,X,X,O,X
OJSLZIT,X,X,O,X
OJSZTIL,X,X,O,O
OJSZTLI,X,X,O,O
OJSZITL,X,X,O,O
OJSZILT,X,X,O,X
OJSZLTI,X,X,O,X
OJSZLIT,X,X,O,X
OJZTILS,X,X,X,X
OJZTISL,X,O,X,X
OJZTLIS,X,X,X,X
OJZTLSI,X,X,X,X
OJZTSIL,X,O,X,X
OJZTSLI,X,X,X,X
OJZITLS,X,X,X,X
OJZITSL,X,O,X,X
OJZILTS,X,X,X,X
OJZILST,X,X,X,X
OJZISTL,X,X,X,O
OJZISLT,X,X,X,X
OJZLTIS,X,X,X,X
OJZLTSI,X,X,X,X
OJZLITS,X,X,X,X
OJZLIST,X,X,X,X
OJZLSTI,X,X,X,X
OJZLSIT,X,X,X,X
OJZSTIL,X,X,O,O
OJZSTLI,X,X,O,O
OJZSITL,X,X,O,O
OJZSILT,X,X,O,X
OJZSLTI,X,X,O,X
OJZSLIT,X,X,O,X
OSTILJZ,X,X,X,X
OSTILZJ,O,X,X,X
OSTIJLZ,O,X,X,X
OSTIJZL,O,X,X,X
OSTIZLJ,O,X,X,X
OSTIZJL,O,X,X,X
OSTLIJZ,X,X,X,X
OSTLIZJ,O,X,X,X
OSTLJIZ,X,X,X,X
OSTLJZI,X,X,X,X
OSTLZIJ,O,X,X,X
OSTLZJI,X,X,X,X
OSTJILZ,O,X,X,X
OSTJIZL,O,X,X,X
OSTJLIZ,O,X,X,X
OSTJLZI,O,X,X,X
OSTJZIL,O,X,X,X
OSTJZLI,O,X,X,X
OSTZILJ,O,X,X,X
OSTZIJL,O,X,X,X
OSTZLIJ,O,X,X,X
OSTZLJI,X,X,X,X
OSTZJIL,O,X,X,X
OSTZJLI,O,X,X,X
OSITLJZ,X,X,X,X
OSITLZJ,O,X,X,X
OSITJLZ,O,X,X,X
OSITJZL,O,X,X,X
OSITZLJ,O,X,X,X
OSITZJL,O,X,X,X
OSILTJZ,X,X,X,X
OSILTZJ,X,X,X,X
OSILJTZ,X,X,X,X
OSILJZT,X,X,X,X
OSILZTJ,X,X,X,X
OSILZJT,X,X,X,X
OSIJTLZ,X,X,O,X
OSIJTZL,X,X,O,X
OSIJLTZ,X,X,X,X
OSIJLZT,O,X,O,X
OSIJZTL,X,X,O,X
OSIJZLT,O,X,O,X
OSIZTLJ,O,X,X,X
OSIZTJL,O,X,X,X
OSIZLTJ,X,X,X,X
OSIZLJT,X,X,X,X
OSIZJTL,X,X,O,X
OSIZJLT,O,X,O,X
OSLTIJZ,X,X,X,X
OSLTIZJ,X,X,X,X
OSLTJIZ,X,X,X,X
OSLTJZI,X,X,X,X
OSLTZIJ,X,X,X,X
OSLTZJI,X,X,X,X
OSLITJZ,X,X,X,X
OSLITZJ,X,X,X,X
OSLIJTZ,X,X,X,X
OSLIJZT,X,X,X,X
OSLIZTJ,X,X,X,X
OSLIZJT,X,X,X,X
OSLJTIZ,X,X,X,X
OSLJTZI,X,X,X,X
OSLJITZ,X,X,X,X
OSLJIZT,X,X,X,X
OSLJZTI,X,X,X,X
OSLJZIT,X,X,X,X
OSLZTIJ,X,X,X,X
OSLZTJI,X,X,X,X
OSLZITJ,X,X,X,X
OSLZIJT,X,X,X,X
OSLZJTI,X,X,X,X
OSLZJIT,X,X,X,X
OSJTILZ,X,X,O,X
OSJTIZL,X,X,O,O
OSJTLIZ,X,X,O,X
OSJTLZI,X,X,O,X
OSJTZIL,X,X,O,O
OSJTZLI,X,X,O,O
OSJITLZ,X,X,O,X
OSJITZL,X,X,O,O
OSJILTZ,X,X,X,X
OSJILZT,O,X,O,X
OSJIZTL,X,X,O,O
OSJIZLT,O,X,O,X
OSJLTIZ,X,X,O,X
OSJLTZI,X,X,O,X
OSJLITZ,X,X,X,X
OSJLIZT,O,X,O,X
OSJLZTI,X,X,O,X
OSJLZIT,O,X,O,X
OSJZTIL,X,X,O,O
OSJZTLI,X,X,O,O
OSJZITL,X,X,O,O
OSJZILT,O,X,O,X
OSJZLTI,X,X,O,X
OSJZLIT,O,X,O,X
OSZTILJ,O,X,X,X
OSZTIJL,O,X,X,X
OSZTLIJ,O,X,X,X
OSZTLJI,X,X,X,X
OSZTJIL,O,X,X,X
OSZTJLI,O,X,X,X
OSZITLJ,O,X,X,X
OSZITJL,O,X,X,X
OSZILTJ,X,X,X,X
OSZILJT,X,X,X,X
OSZIJTL,X,X,O,X
OSZIJLT,O,X,O,X
OSZLTIJ,X,X,X,X
OSZLTJI,X,X,X,X
OSZLITJ,X,X,X,X
OSZLIJT,X,X,X,X
OSZLJTI,X,X,X,X
OSZLJIT,X,X,X,X
OSZJTIL,X,X,O,O
OSZJTLI,X,X,O,O
OSZJITL,X,X,O,O
OSZJILT,O,X,O,X
OSZJLTI,X,X,O,X
OSZJLIT,O,X,O,X
OZTILJS,O,X,X,X
OZTILSJ,X,X,X,X
OZTIJLS,O,X,X,X
OZTIJSL,X,O,X,X
OZTISLJ,X,O,X,X
OZTISJL,X,O,X,X
OZTLIJS,O,X,X,X
OZTLISJ,X,X,X,X
OZTLJIS,O,X,X,X
OZTLJSI,O,X,X,X
OZTLSIJ,X,X,X,X
OZTLSJI,X,X,X,X
OZTJILS,O,X,X,X
OZTJISL,X,O,X,X
OZTJLIS,O,X,X,X
OZTJLSI,O,X,X,X
OZTJSIL,X,O,X,X
OZTJSLI,X,X,X,X
OZTSILJ,X,O,X,X
OZTSIJL,X,O,X,X
OZTSLIJ,X,X,X,X
OZTSLJI,X,X,X,X
OZTSJIL,X,O,X,X
OZTSJLI,X,X,X,X
OZITLJS,O,X,X,X
OZITLSJ,X,X,X,X
OZITJLS,O,X,X,X
OZITJSL,X,O,X,X
OZITSLJ,X,O,X,X
OZITSJL,X,O,X,X
OZILTJS,X,X,X,X
OZILTSJ,X,X,X,X
OZILJTS,X,X,X,X
OZILJST,X,X,X,X
OZILSTJ,X,X,X,X
OZILSJT,X,X,X,X
OZIJTLS,X,X,X,X
OZIJTSL,X,O,X,X
OZIJLTS,X,X,X,X
OZIJLST,X,X,X,X
OZIJSTL,X,X,X,O
OZIJSLT,X,X,X,X
OZISTLJ,O,X,X,X
OZISTJL,O,X,X,X
OZISLTJ,X,X,X,X
OZISLJT,X,X,X,X
OZISJTL,X,X,O,X
OZISJLT,O,X,O,X
OZLTIJS,X,X,X,X
OZLTISJ,X,X,X,X
OZLTJIS,X,X,X,X
OZLTJSI,X,X,X,X
OZLTSIJ,X,X,X,X
OZLTSJI,X,X,X,X
OZLITJS,X,X,X,X
OZLITSJ,X,X,X,X
OZLIJTS,X,X,X,X
OZLIJST,X,X,X,X
OZLISTJ,X,X,X,X
OZLISJT,X,X,X,X
OZLJTIS,X,X,X,X
OZLJTSI,X,X,X,X
OZLJITS,X,X,X,X
OZLJIST,X,X,X,X
OZLJSTI,X,X,X,X
OZLJSIT,X,X,X,X
OZLSTIJ,X,X,X,X
OZLSTJI,X,X,X,X
OZLSITJ,X,X,X,X
OZLSIJT,X,X,X,X
OZLSJTI,X,X,X,X
OZLSJIT,X,X,X,X
OZJTILS,X,X,X,X
OZJTISL,X,O,X,X
OZJTLIS,X,X,X,X
OZJTLSI,X,X,X,X
OZJTSIL,X,O,X,X
OZJTSLI,X,X,X,X
OZJITLS,X,X,X,X
OZJITSL,X,O,X,X
OZJILTS,X,X,X,X
OZJILST,X,X,X,X
OZJISTL,X,X,X,O
OZJISLT,X,X,X,X
OZJLTIS,X,X,X,X
OZJLTSI,X,X,X,X
OZJLITS,X,X,X,X
OZJLIST,X,X,X,X
OZJLSTI,X,X,X,X
OZJLSIT,X,X,X,X
OZJSTIL,X,X,O,O
OZJSTLI,X,X,O,O
OZJSITL,X,X,O,O
OZJSILT,X,X,O,X
OZJSLTI,X,X,O,X
OZJSLIT,X,X,O,X
OZSTILJ,O,X,X,X
OZSTIJL,O,X,X,X
OZSTLIJ,O,X,X,X
OZSTLJI,X,X,X,X
OZSTJIL,O,X,X,X
OZSTJLI,O,X,X,X
OZSITLJ,O,X,X,X
OZSITJL,O,X,X,X
OZSILTJ,X,X,X,X
OZSILJT,X,X,X,X
OZSIJTL,X,X,O,X
OZSIJLT,O,X,O,X
OZSLTIJ,X,X,X,X
OZSLTJI,X,X,X,X
OZSLITJ,X,X,X,X
OZSLIJT,X,X,X,X
OZSLJTI,X,X,X,X
OZSLJIT,X,X,X,X
OZSJTIL,X,X,O,O
OZSJTLI,X,X,O,O
OZSJITL,X,X,O,O
OZSJILT,O,X,O,X
OZSJLTI,X,X,O,X
OZSJLIT,O,X,O,X
