sequence,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFmbBCdB?XeBTgB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jez6IvhFWhBxcB?XeBClB0mBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Jeq/IvhFTbBxcB?XeBFmB0mBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFCdBXeB?8lBzkB1rBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeWAJvhFxcBXeB?zkBFmB0mB6qB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeC9IvhFXeBRlB?1rB8lBzkBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeU8IvhFXeBukB?5lBaqBTrBFsB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8Je5/IvhFCdBXeB?TlB0mBmlBlqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBzfB?SmBUmBFnBGqB,v115@zgA8IeA8EeA8BeB8EeE8FeF8AeF8JeR7IvhFXeBGgB?6mBzkB8qBFsB
SJTOZLI,O,X,X,O,O,X,X,X,X,X
SJITLZO,X,O,O,X,X,X,X,X,X,X
SJITLOZ,O,O,O,X,X,X,X,X,X,X
SJITZLO,X,X,O,X,X,X,X,X,X,X
SJITZOL,X,X,X,X,X,X,X,X,X,X
SJITOLZ,O,X,O,X,X,X,X,X,X,X
SJITOZL,O,X,X,X,X,X,O,X,X,X
SJILTZO,X,X,O,X,X,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X,X,X
SJILZTO,O,O,O,X,X,X,X,X,X,X
SJILZOT,O,O,O,X,X,X,X,O,X,X
SJILOTZ,X,O,O,X,X,X,X,X,X,X
SJILOZT,X,O,O,X,X,X,O,X,O,X
SJIZTLO,O,O,O,X,X,X,X,X,X,X
SJIZTOL,O,O,X,X,X,X,X,X,X,X
SJIZLTO,O,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,O,X,X
SJIZOTL,X,O,X,X,X,X,O,O,X,X
SJIZOLT,O,O,X,X,X,X,O,O,X,X
SJIOTLZ,X,X,O,X,X,X,X,X,X,X
SJIOTZL,X,X,X,X,X,X,O,X,X,X
SJIOLTZ,X,X,O,X,X,X,X,X,X,X
SJIOLZT,X,X,O,X,X,X,O,X,O,X
SJIOZTL,X,X,X,X,X,X,O,O,X,X
SJIOZLT,X,X,X,X,X,X,O,O,X,X
SJLTIZO,X,O,O,X,X,O,X,X,X,X
SJLTIOZ,O,O,O,X,X,O,X,X,X,X
SJLTZIO,X,O,O,O,X,X,X,X,X,X
SJLTZOI,X,O,O,O,X,X,X,X,X,X
SJLTOIZ,O,O,O,X,X,X,X,X,X,X
SJLTOZI,O,O,O,O,X,X,X,X,O,X
SJLITZO,X,X,O,X,X,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,X,X,X
SJLIZTO,O,O,O,X,X,X,X,X,X,X
SJLIZOT,O,O,O,X,X,X,X,O,X,X
SJLIOTZ,X,O,O,X,X,X,X,X,X,X
SJLIOZT,X,O,O,X,X,X,O,X,O,X
SJLZTIO,O,O,O,X,X,X,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X,X,X,O
SJLZITO,O,O,O,X,X,X,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X,O,X,O
SJLZOTI,X,O,O,X,X,X,X,X,O,O
SJLZOIT,O,O,O,X,X,X,X,O,O,O
SJLOTIZ,X,O,O,X,X,X,X,X,X,X
SJLOTZI,X,O,O,O,X,X,X,X,O,X
SJLOITZ,X,O,O,X,X,X,X,X,X,X
SJLOIZT,X,O,O,X,X,X,O,X,O,X
SJLOZTI,X,O,O,X,X,X,X,X,O,X
SJLOZIT,X,O,O,X,X,X,X,X,O,X
SJZTILO,O,O,O,X,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X,X,X
SJZTLIO,O,O,O,X,X,X,X,X,X,X
SJZTLOI,O,O,O,X,X,X,X,X,X,O
SJZTOIL,O,O,X,X,X,X,X,X,X,X
SJZTOLI,O,O,X,X,X,X,X,X,X,X
SJZITLO,O,O,O,X,X,X,X,X,X,X
SJZITOL,O,O,X,X,X,X,X,X,X,X
SJZILTO,O,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,O,X,O
SJZIOTL,X,O,X,X,X,X,O,O,X,X
SJZIOLT,O,O,X,X,X,X,O,O,X,X
SJZLTIO,O,O,O,X,X,X,X,X,X,X
SJZLTOI,O,O,O,X,X,X,X,X,X,O
SJZLITO,O,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,O,X,O
SJZLOTI,X,O,O,X,X,X,X,X,O,O
SJZLOIT,O,O,O,X,X,X,X,O,O,O
SJZOTIL,X,O,X,X,X,X,X,X,X,X
SJZOTLI,X,O,X,X,X,X,X,X,X,O
SJZOITL,X,O,X,X,X,X,O,O,X,X
SJZOILT,O,O,X,X,X,X,O,O,X,O
SJZOLTI,X,O,X,X,X,X,X,X,O,O
SJZOLIT,O,O,X,X,X,X,X,O,O,O
SJOTILZ,X,X,O,X,X,X,X,X,X,X
SJOTIZL,X,X,X,X,O,X,O,X,X,X
SJOTLIZ,X,X,O,X,X,X,X,X,X,X
SJOTLZI,X,X,O,O,O,X,X,X,O,X
SJOTZIL,X,X,X,O,O,X,X,X,X,X
SJOTZLI,X,X,X,O,O,X,X,X,X,X
SJOITLZ,X,X,O,X,X,X,X,X,X,X
SJOITZL,X,X,X,X,O,X,O,X,X,X
SJOILTZ,X,X,O,X,X,X,X,X,X,X
SJOILZT,X,X,O,X,X,X,O,X,O,X
SJOIZTL,X,X,X,X,X,X,O,O,X,X
SJOIZLT,X,X,X,X,X,X,O,O,X,X
SJOLTIZ,X,X,O,X,X,X,X,X,X,X
SJOLTZI,X,X,O,O,O,X,X,X,O,X
SJOLITZ,X,X,O,X,X,X,X,X,X,X
SJOLIZT,X,X,O,X,X,X,O,X,O,X
SJOLZTI,X,X,O,X,X,X,X,X,O,X
SJOLZIT,X,X,O,X,X,X,X,X,O,X
SJOZTIL,X,X,X,X,O,X,X,X,X,X
SJOZTLI,X,X,X,X,O,X,X,X,X,O
SJOZITL,X,X,X,X,X,X,O,O,X,X
SJOZILT,X,X,X,X,X,X,O,O,X,O
SJOZLTI,X,X,X,X,X,X,X,X,O,O
SJOZLIT,X,X,X,X,X,X,X,O,O,O
SZTILJO,O,O,X,O,X,O,X,X,X,X
SZTILOJ,O,O,X,O,X,O,X,O,X,X
SZTIJLO,O,O,O,O,X,O,X,X,X,X
SZTIJOL,O,O,X,X,X,O,X,X,X,X
SZTIOLJ,O,O,X,O,X,O,X,O,X,X
SZTIOJL,O,O,X,O,X,O,X,O,X,X
SZTLIJO,O,O,X,O,X,O,X,X,X,X
SZTLIOJ,O,O,X,O,X,O,X,O,X,X
SZTLJIO,O,O,X,O,X,X,X,X,X,X
SZTLJOI,O,O,X,O,X,X,X,X,X,O
SZTLOIJ,O,O,X,O,X,X,X,O,X,X
SZTLOJI,O,O,X,O,X,X,X,X,X,O
SZTJILO,O,O,O,O,X,X,X,X,X,X
SZTJIOL,O,O,X,X,X,X,X,X,X,X
SZTJLIO,O,O,O,O,X,X,X,X,X,X
SZTJLOI,O,O,O,O,X,X,X,X,X,O
SZTJOIL,O,O,X,O,X,X,X,X,X,X
SZTJOLI,O,O,X,O,X,X,X,X,X,X
SZTOILJ,O,O,X,O,O,X,X,O,X,X
SZTOIJL,O,O,X,O,O,X,X,O,X,X
SZTOLIJ,O,O,X,O,O,X,X,O,X,X
SZTOLJI,O,O,X,O,O,X,X,X,X,O
SZTOJIL,O,O,X,O,O,X,X,X,X,X
SZTOJLI,O,O,X,O,O,X,X,X,X,O
SZITLJO,O,O,X,X,X,X,X,X,X,X
SZITLOJ,O,O,X,X,X,X,X,O,X,X
SZITJLO,O,O,O,X,X,X,X,X,X,X
SZITJOL,O,O,X,X,X,X,X,X,X,X
SZITOLJ,O,O,X,X,X,X,X,O,X,X
SZITOJL,O,O,X,X,X,X,X,O,X,X
SZILTJO,O,O,X,X,X,X,X,X,X,X
SZILTOJ,O,O,X,X,X,X,X,O,X,X
SZILJTO,O,O,X,X,X,X,X,X,X,X
SZILJOT,O,O,X,X,X,X,X,O,X,O
SZILOTJ,O,O,X,X,X,X,X,O,X,X
SZILOJT,O,O,X,X,X,X,X,O,X,O
SZIJTLO,O,O,O,X,X,X,X,X,X,X
SZIJTOL,O,O,X,X,X,X,X,X,X,X
SZIJLTO,O,O,O,X,X,X,X,X,X,X
SZIJLOT,O,O,O,X,X,X,X,O,X,O
SZIJOTL,X,O,X,X,X,X,O,O,X,X
SZIJOLT,O,O,X,X,X,X,O,O,X,X
SZIOTLJ,O,O,X,X,X,X,X,O,X,X
SZIOTJL,O,O,X,X,X,X,O,O,X,X
SZIOLTJ,O,O,X,X,X,X,X,O,X,X
SZIOLJT,O,O,X,X,X,X,O,O,X,O
SZIOJTL,X,O,X,X,X,X,O,O,X,X
SZIOJLT,O,O,X,X,X,X,O,O,X,O
SZLTIJO,O,O,X,O,X,O,X,X,X,X
SZLTIOJ,O,O,X,O,X,O,X,O,X,X
SZLTJIO,O,O,X,O,X,X,X,X,X,X
SZLTJOI,O,O,X,O,X,X,X,X,X,O
SZLTOIJ,O,O,X,O,X,X,X,O,X,X
SZLTOJI,O,O,X,O,X,X,X,X,X,O
SZLITJO,O,O,X,X,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X,X,X,X
SZLIJOT,O,O,X,X,X,X,X,O,X,O
SZLIOTJ,O,O,X,X,X,X,X,O,X,X
SZLIOJT,O,O,X,X,X,X,X,O,X,O
SZLJTIO,O,O,X,X,X,X,X,X,X,X
SZLJTOI,O,O,X,X,X,X,X,X,X,O
SZLJITO,O,O,X,X,X,X,X,X,X,X
SZLJIOT,O,O,X,X,X,X,X,O,X,O
SZLJOTI,X,O,X,X,X,X,X,X,X,O
SZLJOIT,O,O,X,X,X,X,X,O,X,O
SZLOTIJ,O,O,X,O,X,X,X,O,X,X
SZLOTJI,O,O,X,O,X,X,X,X,X,O
SZLOITJ,O,O,X,X,X,X,X,O,X,X
SZLOIJT,O,O,X,X,X,X,X,O,X,O
SZLOJTI,X,O,X,X,X,X,X,X,X,O
SZLOJIT,O,O,X,X,X,X,X,O,X,O
SZJTILO,O,O,O,X,X,X,X,X,X,X
SZJTIOL,O,O,X,X,X,X,X,X,X,X
SZJTLIO,O,O,O,X,X,X,X,X,X,X
SZJTLOI,O,O,O,X,X,X,X,X,X,O
SZJTOIL,O,O,X,X,X,X,X,X,X,X
SZJTOLI,O,O,X,X,X,X,X,X,X,X
SZJITLO,O,O,O,X,X,X,X,X,X,X
SZJITOL,O,O,X,X,X,X,X,X,X,X
SZJILTO,O,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,O,X,X,X,X,O,X,O
SZJIOTL,X,O,X,X,X,X,O,O,X,X
SZJIOLT,O,O,X,X,X,X,O,O,X,X
SZJLTIO,O,O,O,X,X,X,X,X,X,X
SZJLTOI,O,O,O,X,X,X,X,X,X,O
SZJLITO,O,O,O,X,X,X,X,X,X,X
SZJLIOT,O,O,O,X,X,X,X,O,X,O
SZJLOTI,X,O,O,X,X,X,X,X,O,O
SZJLOIT,O,O,O,X,X,X,X,O,O,O
SZJOTIL,X,O,X,X,X,X,X,X,X,X
SZJOTLI,X,O,X,X,X,X,X,X,X,O
SZJOITL,X,O,X,X,X,X,O,O,X,X
SZJOILT,O,O,X,X,X,X,O,O,X,O
SZJOLTI,X,O,X,X,X,X,X,X,O,O
SZJOLIT,O,O,X,X,X,X,X,O,O,O
SZOTILJ,O,O,X,O,O,X,X,O,X,X
SZOTIJL,O,O,X,O,O,X,X,O,X,X
SZOTLIJ,O,O,X,O,O,X,X,O,X,X
SZOTLJI,O,O,X,O,O,X,X,X,X,O
SZOTJIL,O,O,X,O,O,X,X,X,X,X
SZOTJLI,O,O,X,O,O,X,X,X,X,O
SZOITLJ,O,O,X,X,X,X,X,O,X,X
SZOITJL,O,O,X,X,X,X,O,O,X,X
SZOILTJ,O,O,X,X,X,X,X,O,X,X
SZOILJT,O,O,X,X,X,X,O,O,X,O
SZOIJTL,X,O,X,X,X,X,O,O,X,X
SZOIJLT,O,O,X,X,X,X,O,O,X,O
SZOLTIJ,O,O,X,O,X,X,X,O,X,X
SZOLTJI,O,O,X,O,X,X,X,X,X,O
SZOLITJ,O,O,X,X,X,X,X,O,X,X
SZOLIJT,O,O,X,X,X,X,X,O,X,O
SZOLJTI,X,O,X,X,X,X,X,X,X,O
SZOLJIT,O,O,X,X,X,X,X,O,X,O
SZOJTIL,X,O,X,X,O,X,X,X,X,X
SZOJTLI,X,O,X,X,O,X,X,X,X,O
SZOJITL,X,O,X,X,X,X,O,O,X,X
SZOJILT,O,O,X,X,X,X,O,O,X,O
SZOJLTI,X,O,X,X,X,X,X,X,X,O
SZOJLIT,O,O,X,X,X,X,X,O,X,O
SOTILJZ,O,O,X,X,X,O,X,X,X,X
SOTILZJ,O,O,X,O,X,O,X,X,X,X
SOTIJLZ,O,X,O,X,X,O,X,X,X,X
SOTIJZL,O,X,X,X,O,O,O,X,X,X
SOTIZLJ,O,X,X,O,O,O,X,O,X,X
SOTIZJL,O,X,X,O,O,O,O,O,X,X
SOTLIJZ,O,O,X,X,X,O,X,X,X,X
SOTLIZJ,O,O,X,O,X,O,X,X,X,X
SOTLJIZ,O,O,X,X,X,X,X,X,X,X
SOTLJZI,O,O,X,O,O,X,X,X,X,X
SOTLZIJ,O,O,X,O,O,X,X,X,X,X
SOTLZJI,O,O,X,O,O,X,X,X,X,X
SOTJILZ,O,X,O,X,X,X,X,X,X,X
SOTJIZL,O,X,X,X,O,X,O,X,X,X
SOTJLIZ,O,X,O,X,X,X,X,X,X,X
SOTJLZI,O,X,O,O,O,X,X,X,X,X
SOTJZIL,O,X,X,O,O,X,X,X,X,X
SOTJZLI,O,X,X,O,O,X,X,X,X,X
SOTZILJ,O,X,X,O,O,X,X,O,X,X
SOTZIJL,O,X,X,O,O,X,X,O,X,X
SOTZLIJ,O,X,X,O,O,X,X,O,X,X
SOTZLJI,O,X,X,O,O,X,X,X,X,O
SOTZJIL,O,X,X,O,O,X,X,X,X,X
SOTZJLI,O,X,X,O,O,X,X,X,X,O
SOITLJZ,O,O,X,X,X,X,X,X,X,X
SOITLZJ,O,O,X,O,X,X,X,X,X,X
SOITJLZ,O,X,O,X,X,X,X,X,X,X
SOITJZL,O,X,X,X,O,X,O,X,X,X
SOITZLJ,O,X,X,O,O,X,X,O,X,X
SOITZJL,O,X,X,O,O,X,O,O,X,X
SOILTJZ,O,O,X,X,X,X,X,X,X,X
SOILTZJ,O,X,X,O,X,X,X,X,X,X
SOILJTZ,X,O,X,X,X,X,X,X,X,X
SOILJZT,X,O,X,X,X,X,O,X,X,X
SOILZTJ,O,O,X,X,X,X,X,O,X,X
SOILZJT,O,O,X,X,X,X,O,O,X,X
SOIJTLZ,X,X,O,X,X,X,X,X,X,X
SOIJTZL,X,X,X,X,O,X,O,X,X,X
SOIJLTZ,X,X,O,X,X,X,X,X,X,X
SOIJLZT,X,X,O,X,X,X,O,X,X,X
SOIJZTL,X,X,X,X,X,X,O,O,X,X
SOIJZLT,X,X,X,X,X,X,O,O,X,X
SOIZTLJ,O,O,X,X,X,X,X,O,X,X
SOIZTJL,O,O,X,X,X,X,O,O,X,X
SOIZLTJ,O,O,X,X,X,X,X,O,X,X
SOIZLJT,O,O,X,X,X,X,O,O,X,O
SOIZJTL,X,O,X,X,X,X,O,O,X,X
SOIZJLT,O,O,X,X,X,X,O,O,X,O
SOLTIJZ,O,O,X,X,X,O,X,X,X,X
SOLTIZJ,O,O,X,O,X,O,X,X,X,X
SOLTJIZ,O,O,X,X,X,X,X,X,X,X
SOLTJZI,O,O,X,O,O,X,X,X,X,X
SOLTZIJ,O,O,X,O,O,X,X,X,X,X
SOLTZJI,O,O,X,O,O,X,X,X,X,X
SOLITJZ,O,O,X,X,X,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X,X,X,X,X
SOLIJTZ,X,O,X,X,X,X,X,X,X,X
SOLIJZT,X,O,X,X,X,X,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,O,X,X
SOLIZJT,O,O,X,X,X,X,O,O,X,X
SOLJTIZ,X,O,X,X,X,X,X,X,X,X
SOLJTZI,X,O,X,O,O,X,X,X,X,X
SOLJITZ,X,O,X,X,X,X,X,X,X,X
SOLJIZT,X,O,X,X,X,X,O,X,X,X
SOLJZTI,X,O,X,X,X,X,X,X,X,X
SOLJZIT,X,O,X,X,X,X,X,X,X,X
SOLZTIJ,O,O,X,O,X,X,X,O,X,X
SOLZTJI,O,O,X,O,X,X,X,X,X,O
SOLZITJ,O,O,X,X,X,X,X,O,X,X
SOLZIJT,O,O,X,X,X,X,X,O,X,O
SOLZJTI,X,O,X,X,X,X,X,X,X,O
SOLZJIT,O,O,X,X,X,X,X,O,X,O
SOJTILZ,X,X,O,X,X,X,X,X,X,X
SOJTIZL,X,X,X,X,O,X,O,X,X,X
SOJTLIZ,X,X,O,X,X,X,X,X,X,X
SOJTLZI,X,X,O,O,O,X,X,X,O,X
SOJTZIL,X,X,X,O,O,X,X,X,X,X
SOJTZLI,X,X,X,O,O,X,X,X,X,X
SOJITLZ,X,X,O,X,X,X,X,X,X,X
SOJITZL,X,X,X,X,O,X,O,X,X,X
SOJILTZ,X,X,O,X,X,X,X,X,X,X
SOJILZT,X,X,O,X,X,X,O,X,O,X
SOJIZTL,X,X,X,X,X,X,O,O,X,X
SOJIZLT,X,X,X,X,X,X,O,O,X,X
SOJLTIZ,X,X,O,X,X,X,X,X,X,X
SOJLTZI,X,X,O,O,O,X,X,X,O,X
SOJLITZ,X,X,O,X,X,X,X,X,X,X
SOJLIZT,X,X,O,X,X,X,O,X,O,X
SOJLZTI,X,X,O,X,X,X,X,X,O,X
SOJLZIT,X,X,O,X,X,X,X,X,O,X
SOJZTIL,X,X,X,X,O,X,X,X,X,X
SOJZTLI,X,X,X,X,O,X,X,X,X,O
SOJZITL,X,X,X,X,X,X,O,O,X,X
SOJZILT,X,X,X,X,X,X,O,O,X,O
SOJZLTI,X,X,X,X,X,X,X,X,O,O
SOJZLIT,X,X,X,X,X,X,X,O,O,O
SOZTILJ,O,O,X,O,O,X,X,O,X,X
SOZTIJL,O,O,X,O,O,X,X,O,X,X
SOZTLIJ,O,O,X,O,O,X,X,O,X,X
SOZTLJI,O,O,X,O,O,X,X,X,X,O
SOZTJIL,O,O,X,O,O,X,X,X,X,X
SOZTJLI,O,O,X,O,O,X,X,X,X,O
SOZITLJ,O,O,X,X,X,X,X,O,X,X
SOZITJL,O,O,X,X,X,X,O,O,X,X
SOZILTJ,O,O,X,X,X,X,X,O,X,X
SOZILJT,O,O,X,X,X,X,O,O,X,O
SOZIJTL,X,O,X,X,X,X,O,O,X,X
SOZIJLT,O,O,X,X,X,X,O,O,X,O
SOZLTIJ,O,O,X,O,X,X,X,O,X,X
SOZLTJI,O,O,X,O,X,X,X,X,X,O
SOZLITJ,O,O,X,X,X,X,X,O,X,X
SOZLIJT,O,O,X,X,X,X,X,O,X,O
SOZLJTI,X,O,X,X,X,X,X,X,X,O
SOZLJIT,O,O,X,X,X,X,X,O,X,O
SOZJTIL,X,O,X,X,O,X,X,X,X,X
SOZJTLI,X,O,X,X,O,X,X,X,X,O
SOZJITL,X,O,X,X,X,X,O,O,X,X
SOZJILT,O,O,X,X,X,X,O,O,X,O
SOZJLTI,X,O,X,X,X,X,X,X,X,O
SOZJLIT,O,O,X,X,X,X,X,O,X,O
ZTILJSO,O,O,X,O,X,O,X,X,X,X
ZTILJOS,O,O,X,X,X,O,X,X,X,X
ZTILSJO,O,O,X,O,X,O,X,X,X,X
ZTILSOJ,O,O,X,O,X,O,X,O,X,X
ZTILOJS,O,O,X,O,X,O,X,O,X,X
ZTILOSJ,O,O,X,O,X,O,X,O,X,X
ZTIJLSO,O,O,O,O,X,O,X,X,X,X
ZTIJLOS,O,O,O,X,X,O,X,X,X,X
ZTIJSLO,O,O,O,O,X,O,X,X,X,X
ZTIJSOL,O,O,X,X,X,O,X,X,X,X
ZTIJOLS,O,O,X,X,X,O,X,X,X,X
ZTIJOSL,O,O,X,X,X,O,X,X,X,X
ZTISLJO,O,O,X,O,X,O,X,X,X,X
ZTISLOJ,O,O,X,O,X,O,X,O,X,X
ZTISJLO,O,O,O,O,X,O,X,X,X,X
ZTISJOL,O,O,X,X,X,O,X,X,X,X
ZTISOLJ,O,O,X,O,X,O,X,O,X,X
ZTISOJL,O,O,X,O,X,O,X,O,X,X
ZTIOLJS,O,O,X,O,X,O,X,O,X,X
ZTIOLSJ,O,O,X,O,X,O,X,O,X,X
ZTIOJLS,O,O,X,O,X,O,X,O,X,X
ZTIOJSL,O,O,X,O,X,O,X,O,X,X
ZTIOSLJ,O,O,X,O,X,O,X,O,X,X
ZTIOSJL,O,O,X,O,X,O,X,O,X,X
ZTLIJSO,O,O,X,O,X,O,X,X,X,X
ZTLIJOS,O,O,X,X,X,O,X,X,X,X
ZTLISJO,O,O,X,O,X,O,X,X,X,X
ZTLISOJ,O,O,X,O,X,O,X,O,X,X
ZTLIOJS,O,O,X,O,X,O,X,O,X,X
ZTLIOSJ,O,O,X,O,X,O,X,O,X,X
ZTLJISO,O,O,X,O,X,X,X,X,X,X
ZTLJIOS,O,O,X,X,X,X,X,X,X,X
ZTLJSIO,O,O,X,O,X,X,X,X,X,X
ZTLJSOI,O,O,X,O,X,X,X,X,X,O
ZTLJOIS,O,O,X,O,X,X,X,X,X,X
ZTLJOSI,O,O,X,O,X,X,X,X,X,X
ZTLSIJO,O,O,X,O,X,O,X,X,X,X
ZTLSIOJ,O,O,X,O,X,O,X,O,X,X
ZTLSJIO,O,O,X,O,X,X,X,X,X,X
ZTLSJOI,O,O,X,O,X,X,X,X,X,O
ZTLSOIJ,O,O,X,O,X,X,X,O,X,X
ZTLSOJI,O,O,X,O,X,X,X,X,X,O
ZTLOIJS,O,O,X,O,X,X,X,O,X,X
ZTLOISJ,O,O,X,O,X,X,X,O,X,X
ZTLOJIS,O,O,X,O,X,X,X,X,X,O
ZTLOJSI,O,O,X,O,X,X,X,X,X,O
ZTLOSIJ,O,O,X,O,X,X,X,O,X,X
ZTLOSJI,O,O,X,O,X,X,X,X,X,O
ZTJILSO,O,O,O,O,X,X,X,X,X,X
ZTJILOS,O,O,O,X,X,X,X,X,X,X
ZTJISLO,O,O,O,O,X,X,X,X,X,X
ZTJISOL,O,O,X,X,X,X,X,X,X,X
ZTJIOLS,O,O,X,X,X,X,X,X,X,X
ZTJIOSL,O,O,X,X,X,X,X,X,X,X
ZTJLISO,O,O,O,O,X,X,X,X,X,X
ZTJLIOS,O,O,O,X,X,X,X,X,X,X
ZTJLSIO,O,O,O,O,X,X,X,X,X,X
ZTJLSOI,O,O,O,O,X,X,X,X,X,O
ZTJLOIS,O,O,O,O,X,X,X,X,X,X
ZTJLOSI,O,O,O,O,X,X,X,X,X,X
ZTJSILO,O,O,O,O,X,X,X,X,X,X
ZTJSIOL,O,O,X,X,X,X,X,X,X,X
ZTJSLIO,O,O,O,O,X,X,X,X,X,X
ZTJSLOI,O,O,O,O,X,X,X,X,X,O
ZTJSOIL,O,O,X,O,X,X,X,X,X,X
ZTJSOLI,O,O,X,O,X,X,X,X,X,X
ZTJOILS,O,O,X,O,X,X,X,X,X,X
ZTJOISL,O,O,X,O,X,X,X,X,X,X
ZTJOLIS,O,O,X,O,X,X,X,X,X,X
ZTJOLSI,O,O,X,O,X,X,X,X,X,X
ZTJOSIL,O,O,X,O,X,X,X,X,X,X
ZTJOSLI,O,O,X,O,X,X,X,X,X,X
ZTSILJO,O,O,X,O,X,O,X,X,X,X
ZTSILOJ,O,O,X,O,X,O,X,O,X,X
ZTSIJLO,O,O,O,O,X,O,X,X,X,X
ZTSIJOL,O,O,X,X,X,O,X,X,X,X
ZTSIOLJ,O,O,X,O,X,O,X,O,X,X
ZTSIOJL,O,O,X,O,X,O,X,O,X,X
ZTSLIJO,O,O,X,O,X,O,X,X,X,X
ZTSLIOJ,O,O,X,O,X,O,X,O,X,X
ZTSLJIO,O,O,X,O,X,X,X,X,X,X
ZTSLJOI,O,O,X,O,X,X,X,X,X,O
ZTSLOIJ,O,O,X,O,X,X,X,O,X,X
ZTSLOJI,O,O,X,O,X,X,X,X,X,O
ZTSJILO,O,O,O,O,X,X,X,X,X,X
ZTSJIOL,O,O,X,X,X,X,X,X,X,X
ZTSJLIO,O,O,O,O,X,X,X,X,X,X
ZTSJLOI,O,O,O,O,X,X,X,X,X,O
ZTSJOIL,O,O,X,O,X,X,X,X,X,X
ZTSJOLI,O,O,X,O,X,X,X,X,X,X
ZTSOILJ,O,O,X,O,O,X,X,O,X,X
ZTSOIJL,O,O,X,O,O,X,X,O,X,X
ZTSOLIJ,O,O,X,O,O,X,X,O,X,X
ZTSOLJI,O,O,X,O,O,X,X,X,X,O
ZTSOJIL,O,O,X,O,O,X,X,X,X,X
ZTSOJLI,O,O,X,O,O,X,X,X,X,O
ZTOILJS,O,O,X,O,O,X,X,O,X,X
ZTOILSJ,O,O,X,O,O,X,X,O,X,X
ZTOIJLS,O,O,X,O,O,X,X,O,X,X
ZTOIJSL,O,O,X,O,O,X,X,O,X,X
ZTOISLJ,O,O,X,O,O,X,X,O,X,X
ZTOISJL,O,O,X,O,O,X,X,O,X,X
ZTOLIJS,O,O,X,O,O,X,X,O,X,X
ZTOLISJ,O,O,X,O,O,X,X,O,X,X
ZTOLJIS,O,O,X,O,O,X,X,X,X,O
ZTOLJSI,O,O,X,O,O,X,X,X,X,O
ZTOLSIJ,O,O,X,O,O,X,X,O,X,X
ZTOLSJI,O,O,X,O,O,X,X,X,X,O
ZTOJILS,O,O,X,O,O,X,X,X,X,X
ZTOJISL,O,O,X,O,O,X,X,X,X,X
ZTOJLIS,O,O,X,O,O,X,X,X,X,O
ZTOJLSI,O,O,X,O,O,X,X,X,X,O
ZTOJSIL,O,O,X,O,O,X,X,X,X,X
ZTOJSLI,O,O,X,O,O,X,X,X,X,O
ZTOSILJ,O,O,X,O,O,X,X,O,X,X
ZTOSIJL,O,O,X,O,O,X,X,O,X,X
ZTOSLIJ,O,O,X,O,O,X,X,O,X,X
ZTOSLJI,O,O,X,O,O,X,X,X,X,O
ZTOSJIL,O,O,X,O,O,X,X,X,X,X
ZTOSJLI,O,O,X,O,O,X,X,X,X,O
ZITLJSO,O,O,X,X,X,X,X,X,X,X
ZITLJOS,O,O,X,X,X,X,X,X,X,X
ZITLSJO,O,O,X,X,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,X,X,X,O,X,X
ZITLOJS,O,O,X,X,X,X,X,O,X,X
ZITLOSJ,O,O,X,X,X,X,X,O,X,X
ZITJLSO,O,O,O,X,X,X,X,X,X,X
ZITJLOS,O,O,O,X,X,X,X,X,X,X
ZITJSLO,O,O,O,X,X,X,X,X,X,X
ZITJSOL,O,O,X,X,X,X,X,X,X,X
ZITJOLS,O,O,X,X,X,X,X,X,X,X
ZITJOSL,O,O,X,X,X,X,X,X,X,X
ZITSLJO,O,O,X,X,X,X,X,X,X,X
ZITSLOJ,O,O,X,X,X,X,X,O,X,X
ZITSJLO,O,O,O,X,X,X,X,X,X,X
ZITSJOL,O,O,X,X,X,X,X,X,X,X
ZITSOLJ,O,O,X,X,X,X,X,O,X,X
ZITSOJL,O,O,X,X,X,X,X,O,X,X
