sequence,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhF3bBchBxdBmiBFn?BTqB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFcgBTcBxdBmiBFn?B3qB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFRcBFeBmgBfnB0n?BTqB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFchBxdBTgBmiBFn?B3qB,v115@+gA8GeC8GeG8AeE8BeF8Jei6IvhFFcBXdBOjBcnBxq?BTqB
ZILOTSJ,X,O,X,X,O
ZILOJTS,X,O,X,O,O
ZILOJST,X,X,X,X,O
ZILOSTJ,O,X,X,X,O
ZILOSJT,O,X,X,X,O
ZIJTLSO,O,O,O,X,O
ZIJTLOS,X,O,X,X,O
ZIJTSLO,O,O,O,X,O
ZIJTSOL,X,O,O,X,O
ZIJTOLS,X,O,X,X,O
ZIJTOSL,X,O,X,X,O
ZIJLTSO,O,O,O,X,O
ZIJLTOS,X,O,X,X,O
ZIJLSTO,O,O,X,X,O
ZIJLSOT,O,X,X,X,O
ZIJLOTS,X,O,X,O,O
ZIJLOST,O,X,X,X,O
ZIJSTLO,O,O,X,X,O
ZIJSTOL,X,O,X,X,O
ZIJSLTO,O,O,X,X,O
ZIJSLOT,O,X,X,X,O
ZIJSOTL,X,X,X,X,O
ZIJSOLT,O,X,X,X,O
ZIJOTLS,X,O,X,O,O
ZIJOTSL,X,O,X,O,O
ZIJOLTS,X,O,X,O,O
ZIJOLST,O,X,X,X,O
ZIJOSTL,X,X,X,X,O
ZIJOSLT,O,X,X,X,O
ZISTLJO,O,O,X,X,O
ZISTLOJ,O,O,X,X,O
ZISTJLO,O,O,X,X,O
ZISTJOL,O,O,X,X,O
ZISTOLJ,O,O,X,X,O
ZISTOJL,X,X,X,X,O
ZISLTJO,O,O,X,X,O
ZISLTOJ,O,O,X,X,O
ZISLJTO,O,O,X,X,O
ZISLJOT,O,X,X,X,O
ZISLOTJ,O,X,X,X,O
ZISLOJT,O,X,X,X,O
ZISJTLO,O,O,X,X,O
ZISJTOL,X,O,X,X,O
ZISJLTO,O,O,X,X,O
ZISJLOT,O,X,X,X,O
ZISJOTL,X,X,X,X,O
ZISJOLT,O,X,X,X,O
ZISOTLJ,X,X,X,X,O
ZISOTJL,X,X,X,X,O
ZISOLTJ,O,X,X,X,O
ZISOLJT,O,X,X,X,O
ZISOJTL,X,X,X,X,O
ZISOJLT,X,X,X,X,O
ZIOTLJS,X,O,X,O,O
ZIOTLSJ,X,O,X,X,O
ZIOTJLS,X,O,X,O,O
ZIOTJSL,X,O,X,O,O
ZIOTSLJ,X,O,X,X,O
ZIOTSJL,X,X,X,X,O
ZIOLTJS,X,O,X,O,O
ZIOLTSJ,X,O,X,X,O
ZIOLJTS,X,O,X,O,O
ZIOLJST,X,X,X,X,O
ZIOLSTJ,O,X,X,X,O
ZIOLSJT,O,X,X,X,O
ZIOJTLS,X,O,X,O,O
ZIOJTSL,X,O,X,O,O
ZIOJLTS,X,O,X,O,O
ZIOJLST,X,X,X,X,O
ZIOJSTL,X,X,X,X,O
ZIOJSLT,X,X,X,X,O
ZIOSTLJ,X,X,X,X,O
ZIOSTJL,X,X,X,X,O
ZIOSLTJ,O,X,X,X,O
ZIOSLJT,O,X,X,X,O
ZIOSJTL,X,X,X,X,O
ZIOSJLT,X,X,X,X,O
ZLTIJSO,O,O,O,X,O
ZLTIJOS,O,O,X,X,O
ZLTISJO,O,O,O,X,O
ZLTISOJ,O,O,O,X,O
ZLTIOJS,O,O,X,X,O
ZLTIOSJ,O,O,X,X,O
ZLTJISO,O,O,O,X,O
ZLTJIOS,O,O,X,X,O
ZLTJSIO,O,O,O,X,O
ZLTJSOI,O,O,O,X,O
ZLTJOIS,O,O,X,X,X
ZLTJOSI,O,O,O,X,X
ZLTSIJO,O,O,O,X,O
ZLTSIOJ,O,O,O,X,O
ZLTSJIO,O,O,O,X,O
ZLTSJOI,O,O,O,X,O
ZLTSOIJ,O,O,O,X,X
ZLTSOJI,O,O,O,X,O
ZLTOIJS,O,O,X,X,X
ZLTOISJ,O,O,X,X,X
ZLTOJIS,O,O,X,X,X
ZLTOJSI,O,O,O,X,X
ZLTOSIJ,O,O,O,X,X
ZLTOSJI,O,O,O,X,X
ZLITJSO,O,O,O,X,O
ZLITJOS,O,O,X,X,O
ZLITSJO,O,O,O,X,O
ZLITSOJ,O,O,O,X,O
ZLITOJS,O,O,X,X,O
ZLITOSJ,O,O,X,X,O
ZLIJTSO,O,O,O,X,O
ZLIJTOS,X,O,X,X,O
ZLIJSTO,O,O,X,X,O
ZLIJSOT,O,X,X,X,O
ZLIJOTS,X,O,X,O,O
ZLIJOST,O,X,X,X,O
ZLISTJO,O,O,X,X,O
ZLISTOJ,O,O,X,X,O
ZLISJTO,O,O,X,X,O
ZLISJOT,O,X,X,X,O
ZLISOTJ,O,X,X,X,O
ZLISOJT,O,X,X,X,O
ZLIOTJS,X,O,X,O,O
ZLIOTSJ,X,O,X,X,O
ZLIOJTS,X,O,X,O,O
ZLIOJST,X,X,X,X,O
ZLIOSTJ,O,X,X,X,O
ZLIOSJT,O,X,X,X,O
ZLJTISO,O,O,O,X,O
ZLJTIOS,O,O,X,X,O
ZLJTSIO,O,O,O,X,O
ZLJTSOI,O,O,O,X,O
ZLJTOIS,O,O,X,X,X
ZLJTOSI,O,O,O,X,X
ZLJITSO,O,O,O,X,O
ZLJITOS,X,O,X,X,O
ZLJISTO,O,O,O,X,O
ZLJISOT,O,X,O,X,O
ZLJIOTS,X,O,X,O,O
ZLJIOST,O,X,X,X,O
ZLJSTIO,O,O,O,X,O
ZLJSTOI,O,O,O,X,O
ZLJSITO,O,O,O,X,O
ZLJSIOT,O,X,O,X,O
ZLJSOTI,O,X,O,X,O
ZLJSOIT,O,X,O,X,O
ZLJOTIS,X,O,X,O,X
ZLJOTSI,X,O,O,O,X
ZLJOITS,X,O,X,O,O
ZLJOIST,O,X,X,X,O
ZLJOSTI,O,X,X,O,O
ZLJOSIT,O,X,X,X,O
ZLSTIJO,O,O,O,X,O
ZLSTIOJ,O,O,O,X,O
ZLSTJIO,O,O,O,X,O
ZLSTJOI,O,O,O,X,O
ZLSTOIJ,O,O,O,X,X
ZLSTOJI,O,O,O,X,O
ZLSITJO,O,O,O,X,O
ZLSITOJ,O,O,O,X,O
ZLSIJTO,O,O,O,X,O
ZLSIJOT,O,X,O,X,O
ZLSIOTJ,O,X,O,X,O
ZLSIOJT,O,X,O,X,O
ZLSJTIO,O,O,O,X,O
ZLSJTOI,O,O,O,X,O
ZLSJITO,O,O,O,X,O
ZLSJIOT,O,X,O,X,O
ZLSJOTI,O,X,O,X,O
ZLSJOIT,O,X,O,X,O
ZLSOTIJ,O,X,O,X,X
ZLSOTJI,O,X,O,X,O
ZLSOITJ,O,X,O,X,O
ZLSOIJT,O,X,O,X,O
ZLSOJTI,O,X,O,X,O
ZLSOJIT,O,X,O,X,O
ZLOTIJS,X,O,X,O,X
ZLOTISJ,O,O,X,X,X
ZLOTJIS,O,O,X,O,X
ZLOTJSI,O,O,O,O,X
ZLOTSIJ,O,O,O,X,X
ZLOTSJI,O,O,O,O,X
ZLOITJS,X,O,X,O,O
ZLOITSJ,X,O,X,X,O
ZLOIJTS,X,O,X,O,O
ZLOIJST,X,X,X,X,O
ZLOISTJ,O,X,X,X,O
ZLOISJT,O,X,X,X,O
ZLOJTIS,X,O,X,O,X
ZLOJTSI,X,O,O,O,X
ZLOJITS,X,O,X,O,O
ZLOJIST,O,X,X,X,O
ZLOJSTI,O,X,X,O,O
ZLOJSIT,O,X,X,X,O
ZLOSTIJ,O,X,X,X,X
ZLOSTJI,O,X,X,O,O
ZLOSITJ,O,X,X,X,O
ZLOSIJT,O,X,X,X,O
ZLOSJTI,O,X,X,O,O
ZLOSJIT,O,X,X,X,O
ZJTILSO,O,O,O,X,O
ZJTILOS,O,O,X,X,O
ZJTISLO,O,O,O,X,O
ZJTISOL,O,O,O,X,O
ZJTIOLS,O,O,X,X,O
ZJTIOSL,O,O,X,X,O
ZJTLISO,O,O,O,X,O
ZJTLIOS,O,O,X,X,O
ZJTLSIO,O,O,O,X,O
ZJTLSOI,O,O,O,X,O
ZJTLOIS,O,O,X,X,X
ZJTLOSI,O,O,O,X,X
ZJTSILO,O,O,O,X,O
ZJTSIOL,O,O,O,X,O
ZJTSLIO,O,O,O,X,O
ZJTSLOI,O,O,O,X,O
ZJTSOIL,O,O,O,X,O
ZJTSOLI,O,O,O,X,O
ZJTOILS,O,O,X,X,X
ZJTOISL,O,O,X,X,X
ZJTOLIS,O,O,X,O,X
ZJTOLSI,O,O,O,O,X
ZJTOSIL,O,O,O,X,X
ZJTOSLI,O,O,O,X,X
ZJITLSO,O,O,O,X,O
ZJITLOS,X,O,X,X,O
ZJITSLO,O,O,O,X,O
ZJITSOL,X,O,O,X,O
ZJITOLS,X,O,X,X,O
ZJITOSL,X,O,X,X,O
ZJILTSO,O,O,O,X,O
ZJILTOS,X,O,X,X,O
ZJILSTO,O,O,O,X,O
ZJILSOT,O,X,O,X,O
ZJILOTS,X,O,X,O,O
ZJILOST,O,X,X,X,O
ZJISTLO,O,O,O,X,O
ZJISTOL,X,O,O,X,O
ZJISLTO,O,O,O,X,O
ZJISLOT,O,X,O,X,O
ZJISOTL,X,X,O,X,O
ZJISOLT,O,X,O,X,O
ZJIOTLS,X,O,X,O,O
ZJIOTSL,X,O,X,O,O
ZJIOLTS,X,O,X,O,O
ZJIOLST,O,X,X,X,O
ZJIOSTL,X,X,X,X,O
ZJIOSLT,O,X,X,X,O
ZJLTISO,O,O,O,X,O
ZJLTIOS,O,O,X,X,O
ZJLTSIO,O,O,O,X,O
ZJLTSOI,O,O,O,X,O
ZJLTOIS,O,O,X,X,X
ZJLTOSI,O,O,O,X,X
ZJLITSO,O,O,O,X,O
ZJLITOS,X,O,X,X,O
ZJLISTO,O,O,O,X,O
ZJLISOT,O,X,O,X,O
ZJLIOTS,X,O,X,O,O
ZJLIOST,O,X,X,X,O
ZJLSTIO,O,O,O,X,O
ZJLSTOI,O,O,O,X,O
ZJLSITO,O,O,O,X,O
ZJLSIOT,O,X,O,X,O
ZJLSOTI,O,X,O,X,O
ZJLSOIT,O,X,O,X,O
ZJLOTIS,X,O,X,O,X
ZJLOTSI,X,O,O,O,X
ZJLOITS,X,O,X,O,O
ZJLOIST,O,X,X,X,O
ZJLOSTI,O,X,X,O,O
ZJLOSIT,O,X,X,X,O
ZJSTILO,O,O,O,X,O
ZJSTIOL,O,O,O,X,O
ZJSTLIO,O,O,O,X,O
ZJSTLOI,O,O,O,X,O
ZJSTOIL,O,O,O,X,O
ZJSTOLI,O,O,O,X,O
ZJSITLO,O,O,O,X,O
ZJSITOL,X,O,O,X,O
ZJSILTO,O,O,O,X,O
ZJSILOT,O,X,O,X,O
ZJSIOTL,X,X,O,X,O
ZJSIOLT,O,X,O,X,O
ZJSLTIO,O,O,O,X,O
ZJSLTOI,O,O,O,X,O
ZJSLITO,O,O,O,X,O
ZJSLIOT,O,X,O,X,O
ZJSLOTI,O,X,O,X,O
ZJSLOIT,O,X,O,X,O
ZJSOTIL,X,X,O,X,O
ZJSOTLI,X,X,O,X,O
ZJSOITL,X,X,O,X,O
ZJSOILT,O,X,O,X,O
ZJSOLTI,O,X,O,O,O
ZJSOLIT,O,X,O,X,O
ZJOTILS,X,O,X,O,X
ZJOTISL,X,O,X,O,X
ZJOTLIS,X,O,X,O,X
ZJOTLSI,X,O,O,O,X
ZJOTSIL,X,O,O,O,X
ZJOTSLI,X,O,O,O,X
ZJOITLS,X,O,X,O,O
ZJOITSL,X,O,X,O,O
ZJOILTS,X,O,X,O,O
ZJOILST,O,X,X,X,O
ZJOISTL,X,X,X,X,O
ZJOISLT,O,X,X,X,O
ZJOLTIS,X,O,X,O,X
ZJOLTSI,X,O,O,O,X
ZJOLITS,X,O,X,O,O
ZJOLIST,O,X,X,X,O
ZJOLSTI,O,X,X,O,O
ZJOLSIT,O,X,X,X,O
ZJOSTIL,X,X,X,X,O
ZJOSTLI,X,X,X,X,O
ZJOSITL,X,X,X,X,O
ZJOSILT,O,X,X,X,O
ZJOSLTI,O,X,X,O,O
ZJOSLIT,O,X,X,X,O
ZSTILJO,O,O,O,X,O
ZSTILOJ,O,O,O,X,O
ZSTIJLO,O,O,O,X,O
ZSTIJOL,O,O,O,X,O
ZSTIOLJ,O,O,O,X,O
ZSTIOJL,O,X,O,X,O
ZSTLIJO,O,O,O,X,O
ZSTLIOJ,O,O,O,X,O
ZSTLJIO,O,O,O,X,O
ZSTLJOI,O,O,O,X,O
ZSTLOIJ,O,O,O,X,X
ZSTLOJI,O,O,O,X,O
ZSTJILO,O,O,O,X,O
ZSTJIOL,O,O,O,X,O
ZSTJLIO,O,O,O,X,O
ZSTJLOI,O,O,O,X,O
ZSTJOIL,O,O,O,X,O
ZSTJOLI,O,O,O,X,O
ZSTOILJ,O,O,O,X,O
ZSTOIJL,O,X,O,X,O
ZSTOLIJ,O,O,O,X,X
ZSTOLJI,O,O,O,X,O
ZSTOJIL,O,O,O,X,O
ZSTOJLI,O,O,O,X,O
ZSITLJO,O,O,O,X,O
ZSITLOJ,O,O,O,X,O
ZSITJLO,O,O,O,X,O
ZSITJOL,O,O,O,X,O
ZSITOLJ,O,O,O,X,O
ZSITOJL,X,X,O,X,O
ZSILTJO,O,O,O,X,O
ZSILTOJ,O,O,O,X,O
ZSILJTO,O,O,O,X,O
ZSILJOT,O,X,O,X,O
ZSILOTJ,O,X,O,X,O
ZSILOJT,O,X,O,X,O
ZSIJTLO,O,O,O,X,O
ZSIJTOL,X,O,O,X,O
ZSIJLTO,O,O,O,X,O
ZSIJLOT,O,X,O,X,O
ZSIJOTL,X,X,O,X,O
ZSIJOLT,O,X,O,X,O
ZSIOTLJ,X,X,O,X,O
ZSIOTJL,X,X,O,X,O
ZSIOLTJ,O,X,O,X,O
ZSIOLJT,O,X,O,X,O
ZSIOJTL,X,X,O,X,O
ZSIOJLT,X,X,O,X,O
ZSLTIJO,O,O,O,X,O
ZSLTIOJ,O,O,O,X,O
ZSLTJIO,O,O,O,X,O
ZSLTJOI,O,O,O,X,O
ZSLTOIJ,O,O,O,X,X
ZSLTOJI,O,O,O,X,O
ZSLITJO,O,O,O,X,O
ZSLITOJ,O,O,O,X,O
ZSLIJTO,O,O,O,X,O
ZSLIJOT,O,X,O,X,O
ZSLIOTJ,O,X,O,X,O
ZSLIOJT,O,X,O,X,O
ZSLJTIO,O,O,O,X,O
ZSLJTOI,O,O,O,X,O
ZSLJITO,O,O,O,X,O
ZSLJIOT,O,X,O,X,O
ZSLJOTI,O,X,O,X,O
ZSLJOIT,O,X,O,X,O
ZSLOTIJ,O,X,O,X,X
ZSLOTJI,O,X,O,X,O
ZSLOITJ,O,X,O,X,O
ZSLOIJT,O,X,O,X,O
ZSLOJTI,O,X,O,X,O
ZSLOJIT,O,X,O,X,O
ZSJTILO,O,O,O,X,O
ZSJTIOL,O,O,O,X,O
ZSJTLIO,O,O,O,X,O
ZSJTLOI,O,O,O,X,O
ZSJTOIL,O,O,O,X,O
ZSJTOLI,O,O,O,X,O
ZSJITLO,O,O,O,X,O
ZSJITOL,X,O,O,X,O
ZSJILTO,O,O,O,X,O
ZSJILOT,O,X,O,X,O
ZSJIOTL,X,X,O,X,O
ZSJIOLT,O,X,O,X,O
ZSJLTIO,O,O,O,X,O
ZSJLTOI,O,O,O,X,O
ZSJLITO,O,O,O,X,O
ZSJLIOT,O,X,O,X,O
ZSJLOTI,O,X,O,X,O
ZSJLOIT,O,X,O,X,O
ZSJOTIL,X,X,O,X,O
ZSJOTLI,X,X,O,X,O
ZSJOITL,X,X,O,X,O
ZSJOILT,O,X,O,X,O
ZSJOLTI,O,X,O,O,O
ZSJOLIT,O,X,O,X,O
ZSOTILJ,O,X,O,X,O
ZSOTIJL,X,X,O,X,O
ZSOTLIJ,O,X,O,X,X
ZSOTLJI,O,X,O,O,O
ZSOTJIL,O,X,O,O,O
ZSOTJLI,O,X,O,O,O
ZSOITLJ,X,X,O,X,O
ZSOITJL,X,X,O,X,O
ZSOILTJ,O,X,O,X,O
ZSOILJT,O,X,O,X,O
ZSOIJTL,X,X,O,X,O
ZSOIJLT,X,X,O,X,O
ZSOLTIJ,O,X,O,X,X
ZSOLTJI,O,X,O,O,O
ZSOLITJ,O,X,O,X,O
ZSOLIJT,O,X,O,X,O
ZSOLJTI,O,X,O,O,O
ZSOLJIT,O,X,O,X,O
ZSOJTIL,X,X,O,X,O
ZSOJTLI,X,X,O,X,O
ZSOJITL,X,X,O,X,O
ZSOJILT,O,X,O,X,O
ZSOJLTI,O,X,O,O,O
ZSOJLIT,O,X,O,X,O
ZOTILJS,O,O,X,O,X
ZOTILSJ,O,O,X,X,X
ZOTIJLS,O,O,X,O,X
ZOTIJSL,O,O,X,O,X
ZOTISLJ,O,O,X,X,X
ZOTISJL,O,X,X,X,X
ZOTLIJS,O,O,X,O,X
ZOTLISJ,O,O,X,X,X
ZOTLJIS,O,O,X,O,X
ZOTLJSI,O,O,O,O,X
ZOTLSIJ,O,O,O,X,X
ZOTLSJI,O,O,O,O,X
ZOTJILS,O,O,X,O,X
ZOTJISL,O,O,X,O,X
ZOTJLIS,O,O,X,O,X
ZOTJLSI,O,O,O,O,X
ZOTJSIL,O,O,O,O,X
ZOTJSLI,O,O,O,O,X
ZOTSILJ,O,O,O,X,X
ZOTSIJL,O,X,O,X,X
ZOTSLIJ,O,O,O,X,X
ZOTSLJI,O,O,O,O,X
ZOTSJIL,O,O,O,O,X
ZOTSJLI,O,O,O,O,X
ZOITLJS,X,O,X,O,O
ZOITLSJ,X,O,X,X,O
ZOITJLS,X,O,X,O,O
ZOITJSL,X,O,X,O,O
ZOITSLJ,X,O,X,X,O
ZOITSJL,X,X,X,X,O
ZOILTJS,X,O,X,O,O
ZOILTSJ,X,O,X,X,O
ZOILJTS,X,O,X,O,O
ZOILJST,X,X,X,X,O
ZOILSTJ,O,X,X,X,O
ZOILSJT,O,X,X,X,O
ZOIJTLS,X,O,X,O,O
ZOIJTSL,X,O,X,O,O
ZOIJLTS,X,O,X,O,O
ZOIJLST,X,X,X,X,O
ZOIJSTL,X,X,X,X,O
ZOIJSLT,X,X,X,X,O
ZOISTLJ,X,X,X,X,O
ZOISTJL,X,X,X,X,O
ZOISLTJ,O,X,X,X,O
ZOISLJT,O,X,X,X,O
ZOISJTL,X,X,X,X,O
ZOISJLT,X,X,X,X,O
ZOLTIJS,X,O,X,O,X
ZOLTISJ,O,O,X,X,X
ZOLTJIS,O,O,X,O,X
ZOLTJSI,O,O,O,O,X
ZOLTSIJ,O,O,O,X,X
ZOLTSJI,O,O,O,O,X
ZOLITJS,X,O,X,O,O
ZOLITSJ,X,O,X,X,O
ZOLIJTS,X,O,X,O,O
ZOLIJST,X,X,X,X,O
ZOLISTJ,O,X,X,X,O
ZOLISJT,O,X,X,X,O
ZOLJTIS,X,O,X,O,X
ZOLJTSI,X,O,O,O,X
ZOLJITS,X,O,X,O,O
ZOLJIST,O,X,X,X,O
ZOLJSTI,O,X,X,O,O
ZOLJSIT,O,X,X,X,O
ZOLSTIJ,O,X,X,X,X
ZOLSTJI,O,X,X,O,O
ZOLSITJ,O,X,X,X,O
ZOLSIJT,O,X,X,X,O
ZOLSJTI,O,X,X,O,O
ZOLSJIT,O,X,X,X,O
ZOJTILS,X,O,X,O,X
ZOJTISL,X,O,X,O,X
ZOJTLIS,X,O,X,O,X
ZOJTLSI,X,O,O,O,X
ZOJTSIL,X,O,O,O,X
ZOJTSLI,X,O,O,O,X
ZOJITLS,X,O,X,O,O
ZOJITSL,X,O,X,O,O
ZOJILTS,X,O,X,O,O
ZOJILST,O,X,X,X,O
ZOJISTL,X,X,X,X,O
ZOJISLT,O,X,X,X,O
ZOJLTIS,X,O,X,O,X
ZOJLTSI,X,O,O,O,X
ZOJLITS,X,O,X,O,O
ZOJLIST,O,X,X,X,O
ZOJLSTI,O,X,X,O,O
ZOJLSIT,O,X,X,X,O
ZOJSTIL,X,X,X,X,O
ZOJSTLI,X,X,X,X,O
ZOJSITL,X,X,X,X,O
ZOJSILT,O,X,X,X,O
ZOJSLTI,O,X,X,O,O
ZOJSLIT,O,X,X,X,O
ZOSTILJ,O,X,X,X,O
ZOSTIJL,X,X,X,X,O
ZOSTLIJ,O,X,X,X,X
ZOSTLJI,O,X,X,O,O
ZOSTJIL,O,X,X,O,O
ZOSTJLI,O,X,X,O,O
ZOSITLJ,X,X,X,X,O
ZOSITJL,X,X,X,X,O
ZOSILTJ,O,X,X,X,O
ZOSILJT,O,X,X,X,O
ZOSIJTL,X,X,X,X,O
ZOSIJLT,X,X,X,X,O
ZOSLTIJ,O,X,X,X,X
ZOSLTJI,O,X,X,O,O
ZOSLITJ,O,X,X,X,O
ZOSLIJT,O,X,X,X,O
ZOSLJTI,O,X,X,O,O
ZOSLJIT,O,X,X,X,O
ZOSJTIL,X,X,X,X,O
ZOSJTLI,X,X,X,X,O
ZOSJITL,X,X,X,X,O
ZOSJILT,O,X,X,X,O
ZOSJLTI,O,X,X,O,O
ZOSJLIT,O,X,X,X,O
OTILJSZ,O,X,X,O,X
OTILJZS,O,X,X,O,X
OTILSJZ,O,X,X,O,X
OTILSZJ,O,O,X,X,X
OTILZJS,O,X,X,O,X
OTILZSJ,O,X,X,X,X
OTIJLSZ,O,O,X,O,X
OTIJLZS,O,X,X,O,X
OTIJSLZ,O,O,X,O,X
OTIJSZL,O,O,X,O,X
OTIJZLS,O,X,X,O,X
OTIJZSL,O,O,X,O,X
OTISLJZ,O,X,X,O,X
OTISLZJ,O,O,X,X,X
OTISJLZ,O,O,X,O,X
OTISJZL,O,O,X,O,X
OTISZLJ,O,O,X,X,X
OTISZJL,O,O,X,X,X
OTIZLJS,O,X,X,O,X
OTIZLSJ,O,X,X,X,X
OTIZJLS,O,X,X,O,X
OTIZJSL,O,X,X,O,X
OTIZSLJ,O,O,X,X,X
OTIZSJL,O,O,X,X,X
OTLIJSZ,O,X,X,O,X
OTLIJZS,O,X,X,O,X
OTLISJZ,O,X,X,O,X
OTLISZJ,O,O,X,X,X
OTLIZJS,O,X,X,O,X
OTLIZSJ,O,X,X,X,X
OTLJISZ,O,O,O,O,X
OTLJIZS,O,X,X,O,X
OTLJSIZ,O,O,O,O,X
OTLJSZI,O,O,X,O,X
OTLJZIS,O,X,X,O,X
OTLJZSI,O,X,O,O,X
OTLSIJZ,O,X,O,O,X
OTLSIZJ,O,O,O,X,X
OTLSJIZ,O,O,O,O,X
OTLSJZI,O,O,O,O,X
OTLSZIJ,O,O,O,X,X
OTLSZJI,O,O,O,O,X
OTLZIJS,O,X,X,O,X
OTLZISJ,O,X,X,X,X
OTLZJIS,O,X,X,O,X
OTLZJSI,O,X,O,O,X
OTLZSIJ,O,X,O,X,X
OTLZSJI,O,X,O,O,X
OTJILSZ,O,O,O,O,X
OTJILZS,O,X,X,O,X
OTJISLZ,O,O,X,O,X
OTJISZL,O,O,X,O,X
OTJIZLS,O,X,X,O,X
OTJIZSL,O,O,X,O,X
OTJLISZ,O,O,O,O,X
OTJLIZS,O,X,X,O,X
OTJLSIZ,O,O,O,O,X
OTJLSZI,O,O,X,O,X
OTJLZIS,O,X,X,O,X
OTJLZSI,O,X,O,O,X
OTJSILZ,O,O,O,O,X
OTJSIZL,O,O,X,O,X
OTJSLIZ,O,O,O,O,X
OTJSLZI,O,O,X,O,X
OTJSZIL,O,O,X,O,X
OTJSZLI,O,O,X,O,X
OTJZILS,O,X,X,O,X
OTJZISL,O,O,X,O,X
OTJZLIS,O,X,X,O,X
OTJZLSI,O,X,O,O,X
OTJZSIL,O,O,O,O,X
OTJZSLI,O,O,O,O,X
OTSILJZ,O,X,O,O,X
OTSILZJ,O,O,O,X,X
OTSIJLZ,O,O,O,O,X
OTSIJZL,O,O,O,O,X
OTSIZLJ,O,O,O,X,X
OTSIZJL,O,O,O,X,X
OTSLIJZ,O,X,O,O,X
OTSLIZJ,O,O,O,X,X
OTSLJIZ,O,O,O,O,X
OTSLJZI,O,O,O,O,X
OTSLZIJ,O,O,O,X,X
OTSLZJI,O,O,O,O,X
OTSJILZ,O,O,O,O,X
OTSJIZL,O,O,O,O,X
OTSJLIZ,O,O,O,O,X
OTSJLZI,O,O,O,O,X
OTSJZIL,O,O,O,O,X
OTSJZLI,O,O,O,O,X
OTSZILJ,O,O,O,X,X
OTSZIJL,O,O,O,X,X
OTSZLIJ,O,O,O,X,X
OTSZLJI,O,O,O,O,X
OTSZJIL,O,O,O,O,X
OTSZJLI,O,O,O,O,X
OTZILJS,O,X,X,O,X
OTZILSJ,O,X,X,X,X
OTZIJLS,O,X,X,O,X
OTZIJSL,O,X,X,O,X
OTZISLJ,O,O,X,X,X
OTZISJL,O,O,X,X,X
OTZLIJS,O,X,X,O,X
OTZLISJ,O,X,X,X,X
OTZLJIS,O,X,X,O,X
OTZLJSI,O,X,O,O,X
OTZLSIJ,O,X,O,X,X
OTZLSJI,O,X,O,O,X
OTZJILS,O,X,X,O,X
OTZJISL,O,O,X,O,X
OTZJLIS,O,X,X,O,X
OTZJLSI,O,X,O,O,X
OTZJSIL,O,O,O,O,X
OTZJSLI,O,O,O,O,X
OTZSILJ,O,O,O,X,X
OTZSIJL,O,O,O,X,X
OTZSLIJ,O,O,O,X,X
OTZSLJI,O,O,O,O,X
OTZSJIL,O,O,O,O,X
OTZSJLI,O,O,O,O,X
OITLJSZ,O,X,X,O,X
OITLJZS,O,X,X,O,O
OITLSJZ,O,X,X,O,X
OITLSZJ,O,O,X,X,X
OITLZJS,O,X,X,O,O
OITLZSJ,O,X,X,X,O
OITJLSZ,O,O,X,O,X
OITJLZS,O,X,X,O,O
OITJSLZ,O,O,X,O,X
OITJSZL,O,O,X,O,X
OITJZLS,O,X,X,O,O
OITJZSL,O,O,X,O,O
OITSLJZ,O,X,X,O,X
OITSLZJ,O,O,X,X,X
OITSJLZ,O,O,X,O,X
OITSJZL,O,O,X,O,X
OITSZLJ,O,O,X,X,X
OITSZJL,O,O,X,X,X
OITZLJS,O,X,X,O,O
OITZLSJ,O,X,X,X,O
OITZJLS,O,X,X,O,O
OITZJSL,O,X,X,O,O
OITZSLJ,O,O,X,X,O
OITZSJL,O,O,X,X,O
OILTJSZ,O,X,X,O,X
OILTJZS,O,X,X,O,O
OILTSJZ,O,X,X,O,X
OILTSZJ,O,X,X,X,X
OILTZJS,O,X,X,O,O
OILTZSJ,O,X,X,X,O
OILJTSZ,X,X,X,O,X
OILJTZS,X,X,X,O,O
OILJSTZ,X,X,X,O,X
OILJSZT,X,X,X,X,X
OILJZTS,X,O,X,O,O
OILJZST,O,X,X,X,O
OILSTJZ,X,X,X,O,X
OILSTZJ,X,X,X,X,X
OILSJTZ,X,X,X,O,X
OILSJZT,X,X,X,X,X
OILSZTJ,X,X,X,X,X
OILSZJT,X,X,X,X,X
OILZTJS,X,O,X,O,O
OILZTSJ,X,O,X,X,O
OILZJTS,X,O,X,O,O
OILZJST,X,X,X,X,O
OILZSTJ,O,X,X,X,O
OILZSJT,O,X,X,X,O
OIJTLSZ,X,X,X,O,X
OIJTLZS,X,X,X,O,O
OIJTSLZ,X,X,X,O,X
OIJTSZL,X,X,X,O,X
OIJTZLS,X,X,X,O,O
OIJTZSL,X,X,X,O,O
OIJLTSZ,X,X,X,O,X
OIJLTZS,X,X,X,O,O
OIJLSTZ,X,X,X,O,X
OIJLSZT,X,X,X,X,X
OIJLZTS,X,O,X,O,O
OIJLZST,O,X,X,X,O
OIJSTLZ,X,X,X,O,X
OIJSTZL,X,X,X,O,X
OIJSLTZ,X,X,X,O,X
