sequence,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBupBF?mB0qBiqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBFmBC?qBUqBmqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex7IvhFXeBlfBUhBO?qB6pBzqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jex6IvhFXeB0fBFmBC?qBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBu?pBiqB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Je07IvhFXeBlfBxlB6?pBOrBTqB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFCcBXeB8kBV?mB2qBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFxbBXeBVmBq?pB2qB0qB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhF1gBXeB5kBT?hB0lB2vB,v115@5gB8GeB8BeB8EeE8DeF8DeE8Jei6IvhFcgBXeB5kBF?mBTqBOrB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhFegBXeBUhBS?qBFmBRvB,v115@5gB8GeB8BeB8EeE8DeF8DeE8JeT6IvhF2gBXeBqpBx?lBFmB0qB
ITZOLJS,X,X,X,X,X,X,O,X,X,X,X,X
ITZOLSJ,X,X,X,X,X,O,O,X,X,X,X,X
ITZOJLS,X,X,X,X,X,X,O,X,X,X,X,X
ITZOJSL,X,X,X,X,X,O,O,X,X,X,X,X
ITZOSLJ,X,X,X,X,X,O,O,X,X,X,X,X
ITZOSJL,O,X,X,X,O,O,O,X,X,X,X,X
ITOLJSZ,X,O,X,X,X,X,X,O,X,X,O,X
ITOLJZS,X,X,X,X,X,X,X,X,X,X,O,X
ITOLSJZ,O,O,X,X,O,X,X,O,X,X,O,X
ITOLSZJ,X,O,X,X,X,O,O,O,X,O,O,X
ITOLZJS,X,X,X,X,X,X,O,X,X,O,O,X
ITOLZSJ,X,O,X,X,X,O,O,O,X,O,O,X
ITOJLSZ,O,X,X,X,O,X,X,X,X,X,X,X
ITOJLZS,X,X,X,X,O,X,X,X,X,X,X,X
ITOJSLZ,O,X,X,X,O,X,X,X,X,X,X,X
ITOJSZL,O,X,X,X,O,O,O,X,X,O,X,X
ITOJZLS,O,X,X,X,X,X,O,X,X,O,X,X
ITOJZSL,O,X,X,X,O,O,O,X,X,O,X,X
ITOSLJZ,O,O,X,X,O,X,X,O,X,X,O,X
ITOSLZJ,X,O,X,X,X,O,O,O,X,O,O,X
ITOSJLZ,O,X,X,X,O,X,X,X,X,X,X,X
ITOSJZL,O,X,X,X,O,O,O,X,X,O,X,X
ITOSZLJ,X,X,X,X,X,O,O,X,X,O,X,X
ITOSZJL,O,X,O,X,O,O,O,X,X,O,X,X
ITOZLJS,X,X,X,X,X,X,O,X,X,O,X,X
ITOZLSJ,X,X,X,X,X,O,O,X,X,O,X,X
ITOZJLS,X,X,X,X,X,X,O,X,X,O,X,X
ITOZJSL,X,X,X,X,X,O,O,X,X,O,X,X
ITOZSLJ,X,X,X,X,X,O,O,X,X,O,X,X
ITOZSJL,O,X,O,X,O,O,O,X,X,O,X,X
ILTJSZO,X,X,X,X,O,X,O,O,O,X,O,X
ILTJSOZ,O,O,X,X,O,X,X,O,X,X,O,X
ILTJZSO,X,X,X,X,O,X,O,O,O,X,O,X
ILTJZOS,X,X,X,X,O,X,O,O,O,X,O,X
ILTJOSZ,O,O,X,X,O,X,X,O,X,X,O,X
ILTJOZS,X,X,X,X,O,X,X,O,X,X,O,X
ILTSJZO,X,X,X,X,O,X,O,O,O,X,O,X
ILTSJOZ,O,O,X,X,O,X,X,O,X,X,O,X
ILTSZJO,X,O,X,O,X,O,O,X,X,X,O,O
ILTSZOJ,X,O,X,O,X,O,O,O,X,X,O,O
ILTSOJZ,O,O,X,X,O,X,X,O,X,X,O,X
ILTSOZJ,X,O,X,X,X,O,O,O,X,X,O,O
ILTZJSO,X,O,X,O,X,X,O,X,X,X,O,O
ILTZJOS,X,O,X,O,X,X,O,X,X,X,O,O
ILTZSJO,X,O,X,O,X,O,O,X,X,X,O,O
ILTZSOJ,X,O,X,O,X,O,O,O,X,X,O,O
ILTZOJS,X,O,X,O,X,X,O,X,X,X,O,O
ILTZOSJ,X,O,X,O,X,X,O,O,X,X,O,O
ILTOJSZ,X,O,X,X,X,X,X,O,X,X,O,X
ILTOJZS,X,X,X,X,X,X,X,O,X,X,O,X
ILTOSJZ,O,O,X,X,O,X,X,O,X,X,O,X
ILTOSZJ,X,O,X,X,X,O,O,O,X,X,O,O
ILTOZJS,X,O,X,X,X,X,O,X,X,X,O,O
ILTOZSJ,X,O,X,X,X,O,O,O,X,X,O,O
ILJTSZO,X,X,X,X,O,X,O,O,O,X,O,X
ILJTSOZ,X,O,X,X,O,X,X,O,X,X,O,O
ILJTZSO,X,X,X,X,O,X,O,O,O,X,O,X
ILJTZOS,X,X,X,X,O,X,O,O,O,X,O,X
ILJTOSZ,X,O,X,X,O,X,X,O,X,X,O,O
ILJTOZS,X,X,X,X,O,X,X,O,X,X,O,X
ILJSTZO,X,X,X,X,O,X,O,O,O,X,O,X
ILJSTOZ,X,O,X,X,O,X,X,O,X,X,O,O
ILJSZTO,X,X,X,X,X,X,X,X,O,X,O,O
ILJSZOT,X,X,X,X,O,X,X,O,O,X,O,O
ILJSOTZ,O,O,X,X,O,X,X,O,X,X,O,O
ILJSOZT,O,X,X,X,O,X,X,O,O,X,O,O
ILJZTSO,X,X,X,X,X,X,X,X,O,X,O,O
ILJZTOS,X,X,X,X,X,X,X,X,O,X,O,O
ILJZSTO,X,X,X,X,X,X,X,X,O,X,O,O
ILJZSOT,X,X,X,X,O,X,X,O,O,X,O,O
ILJZOTS,X,X,X,X,X,X,X,X,O,X,O,O
ILJZOST,X,X,X,X,O,X,X,O,O,X,O,O
ILJOTSZ,X,X,X,X,O,X,X,O,X,X,O,O
ILJOTZS,X,X,X,X,O,X,X,O,X,X,O,X
ILJOSTZ,O,O,X,X,O,X,X,O,X,X,O,O
ILJOSZT,O,X,X,X,O,X,X,O,O,X,O,O
ILJOZTS,X,X,X,X,X,X,X,X,O,X,O,O
ILJOZST,X,X,X,X,O,X,X,O,O,X,O,O
ILSTJZO,X,X,X,X,O,X,O,O,O,X,O,X
ILSTJOZ,O,O,X,X,O,X,X,O,X,X,O,X
ILSTZJO,X,O,X,O,X,O,O,X,X,X,O,O
ILSTZOJ,X,O,X,O,X,O,O,O,X,X,O,O
ILSTOJZ,O,O,X,X,O,X,X,O,X,X,O,X
ILSTOZJ,X,O,X,X,X,O,O,O,X,X,O,O
ILSJTZO,X,X,X,X,O,X,O,O,O,X,O,X
ILSJTOZ,X,O,X,X,O,X,X,O,X,X,O,O
ILSJZTO,X,X,X,X,X,X,X,X,O,X,O,O
ILSJZOT,X,X,X,X,O,X,X,O,O,X,O,O
ILSJOTZ,O,O,X,X,O,X,X,O,X,X,O,O
ILSJOZT,O,X,X,X,O,X,X,O,O,X,O,O
ILSZTJO,X,X,X,O,X,O,O,X,X,X,O,O
ILSZTOJ,X,O,X,O,X,O,O,O,X,X,O,O
ILSZJTO,X,X,O,X,X,X,X,X,O,X,O,O
ILSZJOT,O,X,X,X,O,X,X,O,O,X,O,O
ILSZOTJ,X,O,X,X,X,X,O,O,X,X,O,O
ILSZOJT,X,X,X,X,X,X,X,O,X,X,O,O
ILSOTJZ,O,O,X,X,O,X,X,O,X,X,O,X
ILSOTZJ,X,O,X,X,X,X,O,O,X,O,O,O
ILSOJTZ,O,O,X,X,O,X,X,O,X,X,O,X
ILSOJZT,O,X,X,X,O,X,X,O,O,X,O,O
ILSOZTJ,X,O,X,X,X,X,O,O,X,X,O,O
ILSOZJT,X,X,X,X,X,X,X,O,X,X,O,O
ILZTJSO,X,X,X,O,X,X,O,X,X,X,O,O
ILZTJOS,X,X,X,O,X,X,O,X,X,X,O,O
ILZTSJO,X,X,X,O,X,O,O,X,X,X,O,O
ILZTSOJ,X,O,X,O,X,O,O,O,X,X,O,O
ILZTOJS,X,X,X,O,X,X,O,X,X,X,O,O
ILZTOSJ,X,O,X,O,X,X,O,O,X,X,O,O
ILZJTSO,X,X,O,X,X,X,X,X,O,X,O,O
ILZJTOS,X,X,X,X,X,X,X,X,O,X,O,O
ILZJSTO,X,X,O,X,X,X,X,X,O,X,O,O
ILZJSOT,O,X,X,X,O,X,X,O,O,X,O,O
ILZJOTS,X,X,X,X,X,X,X,X,O,X,O,O
ILZJOST,O,X,X,X,O,X,X,O,O,X,O,O
ILZSTJO,X,X,X,O,X,O,O,X,X,X,O,O
ILZSTOJ,X,O,X,O,X,O,O,O,X,X,O,O
ILZSJTO,X,X,O,X,X,X,X,X,O,X,O,O
ILZSJOT,O,X,X,X,O,X,X,O,O,X,O,O
ILZSOTJ,X,O,X,X,X,X,O,O,X,X,O,O
ILZSOJT,X,X,X,X,X,X,X,O,X,X,O,O
ILZOTJS,X,X,X,X,X,X,O,X,X,X,O,O
ILZOTSJ,X,X,X,X,X,X,O,X,X,X,O,O
ILZOJTS,X,X,X,X,X,X,X,X,X,X,O,O
ILZOJST,X,X,X,X,X,X,X,X,X,X,O,O
ILZOSTJ,X,O,X,X,X,X,O,O,X,X,O,O
ILZOSJT,X,X,X,X,X,X,X,O,X,X,O,O
ILOTJSZ,X,O,X,X,X,X,X,O,X,X,O,X
ILOTJZS,X,X,X,X,X,X,X,O,X,X,O,X
ILOTSJZ,X,O,X,X,X,X,X,O,X,X,O,X
ILOTSZJ,X,O,X,X,X,X,O,O,X,O,O,O
ILOTZJS,X,O,X,X,X,X,O,X,X,O,O,O
ILOTZSJ,X,O,X,X,X,X,O,O,X,O,O,O
ILOJTSZ,X,X,X,X,O,X,X,O,X,X,O,X
ILOJTZS,X,X,X,X,X,X,X,O,X,X,O,X
ILOJSTZ,X,O,X,X,O,X,X,O,X,X,O,X
ILOJSZT,X,X,X,X,O,X,X,O,O,X,O,O
ILOJZTS,X,X,X,X,X,X,X,X,O,X,O,O
ILOJZST,X,X,X,X,O,X,X,O,O,X,O,O
ILOSTJZ,O,O,X,X,O,X,X,O,X,X,O,X
ILOSTZJ,X,O,X,X,X,X,O,O,X,O,O,O
ILOSJTZ,O,O,X,X,O,X,X,O,X,X,O,X
ILOSJZT,O,X,X,X,O,X,X,O,O,X,O,O
ILOSZTJ,X,O,X,X,X,X,O,O,X,X,O,O
ILOSZJT,X,X,X,X,X,X,X,O,X,X,O,O
ILOZTJS,X,X,X,X,X,X,O,X,X,X,O,O
ILOZTSJ,X,X,X,X,X,X,O,X,X,X,O,O
ILOZJTS,X,X,X,X,X,X,X,X,X,X,O,O
ILOZJST,X,X,X,X,X,X,X,X,X,X,O,O
ILOZSTJ,X,O,X,X,X,X,O,O,X,X,O,O
ILOZSJT,X,X,X,X,X,X,X,O,X,X,O,O
IJTLSZO,X,X,X,X,O,X,O,X,O,X,X,X
IJTLSOZ,O,O,X,X,O,X,X,O,X,X,X,O
IJTLZSO,X,X,X,X,O,X,O,X,O,X,X,X
IJTLZOS,X,X,X,X,O,X,O,X,O,X,X,X
IJTLOSZ,O,O,X,X,O,X,X,O,X,X,X,O
IJTLOZS,X,X,X,X,O,X,X,X,X,X,X,X
IJTSLZO,X,X,X,X,O,X,O,X,O,X,X,X
IJTSLOZ,O,O,X,X,O,X,X,O,X,X,X,O
IJTSZLO,O,X,O,X,X,O,O,X,O,X,X,X
IJTSZOL,O,X,O,X,O,O,O,X,O,X,X,X
IJTSOLZ,O,X,X,X,O,X,X,X,X,X,X,X
IJTSOZL,O,X,X,X,O,O,O,X,X,X,X,X
IJTZLSO,O,X,O,X,X,X,O,X,O,X,X,X
IJTZLOS,O,X,X,X,X,X,O,X,O,X,X,X
IJTZSLO,O,X,O,X,X,O,O,X,O,X,X,X
IJTZSOL,O,X,O,X,O,O,O,X,O,X,X,X
IJTZOLS,O,X,X,X,X,X,O,X,O,X,X,X
IJTZOSL,O,X,O,X,O,X,O,X,O,X,X,X
IJTOLSZ,O,X,X,X,O,X,X,X,X,X,X,X
IJTOLZS,X,X,X,X,O,X,X,X,X,X,X,X
IJTOSLZ,O,X,X,X,O,X,X,X,X,X,X,X
IJTOSZL,O,X,X,X,O,O,O,X,X,X,X,X
IJTOZLS,O,X,X,X,X,X,O,X,X,X,X,X
IJTOZSL,O,X,X,X,O,O,O,X,X,X,X,X
IJLTSZO,X,X,X,X,O,X,O,X,O,X,O,X
IJLTSOZ,X,O,X,X,O,X,X,O,X,X,O,O
IJLTZSO,X,X,X,X,O,X,O,X,O,X,O,X
IJLTZOS,X,X,X,X,O,X,O,X,O,X,O,X
IJLTOSZ,X,O,X,X,O,X,X,O,X,X,O,O
IJLTOZS,X,X,X,X,O,X,X,X,X,X,O,X
IJLSTZO,X,X,X,X,O,X,O,X,O,X,O,X
IJLSTOZ,X,O,X,X,O,X,X,O,X,X,O,O
IJLSZTO,X,X,X,X,X,X,X,X,O,X,O,O
IJLSZOT,X,X,X,X,O,X,X,O,O,X,O,O
IJLSOTZ,O,O,X,X,O,X,X,O,X,X,O,O
IJLSOZT,O,X,X,X,O,X,X,O,O,X,O,O
IJLZTSO,X,X,X,X,X,X,X,X,O,X,O,O
IJLZTOS,X,X,X,X,X,X,X,X,O,X,O,O
IJLZSTO,X,X,X,X,X,X,X,X,O,X,O,O
IJLZSOT,X,X,X,X,O,X,X,O,O,X,O,O
IJLZOTS,X,X,X,X,X,X,X,X,O,X,O,O
IJLZOST,X,X,X,X,O,X,X,O,O,X,O,O
IJLOTSZ,X,X,X,X,O,X,X,O,X,X,O,O
IJLOTZS,X,X,X,X,O,X,X,X,X,X,O,X
IJLOSTZ,O,O,X,X,O,X,X,O,X,X,O,O
IJLOSZT,O,X,X,X,O,X,X,O,O,X,O,O
IJLOZTS,X,X,X,X,X,X,X,X,O,X,O,O
IJLOZST,X,X,X,X,O,X,X,O,O,X,O,O
IJSTLZO,X,X,X,X,O,X,O,X,O,X,X,X
IJSTLOZ,O,O,X,X,O,X,X,O,X,X,X,O
IJSTZLO,O,X,O,X,X,O,O,X,O,X,X,X
IJSTZOL,O,X,O,X,O,O,O,X,O,X,X,X
IJSTOLZ,O,X,X,X,O,X,X,X,X,X,X,X
IJSTOZL,O,X,X,X,O,O,O,X,X,X,X,X
IJSLTZO,X,X,X,X,O,X,O,X,O,X,O,X
IJSLTOZ,X,O,X,X,O,X,X,O,X,X,O,O
IJSLZTO,X,X,X,X,X,X,X,X,O,X,O,O
IJSLZOT,X,X,X,X,O,X,X,O,O,X,O,O
IJSLOTZ,O,O,X,X,O,X,X,O,X,X,O,O
IJSLOZT,O,X,X,X,O,X,X,O,O,X,O,O
IJSZTLO,O,X,O,X,X,O,O,X,O,X,X,X
IJSZTOL,O,X,O,X,X,O,O,X,O,X,X,X
IJSZLTO,X,X,O,X,X,X,X,X,O,X,O,X
IJSZLOT,O,X,X,X,X,X,X,X,O,X,O,O
IJSZOTL,O,X,O,X,O,X,O,X,O,X,X,X
IJSZOLT,O,X,X,X,O,X,X,X,O,X,X,X
IJSOTLZ,O,X,X,X,O,X,X,X,X,X,X,X
IJSOTZL,O,X,X,X,O,X,O,X,X,O,X,X
IJSOLTZ,O,O,X,X,O,X,X,O,X,X,O,O
IJSOLZT,O,X,X,X,O,X,X,O,O,X,O,O
IJSOZTL,O,X,X,X,O,X,O,X,O,X,X,X
IJSOZLT,O,X,X,X,O,X,X,X,O,X,X,X
IJZTLSO,O,X,O,X,X,X,O,X,O,X,X,X
IJZTLOS,O,X,X,X,X,X,O,X,O,X,X,X
IJZTSLO,O,X,O,X,X,O,O,X,O,X,X,X
IJZTSOL,O,X,O,X,X,O,O,X,O,X,X,X
IJZTOLS,O,X,X,X,X,X,O,X,O,X,X,X
IJZTOSL,O,X,O,X,X,X,O,X,O,X,X,X
IJZLTSO,X,X,O,X,X,X,X,X,O,X,O,X
IJZLTOS,X,X,X,X,X,X,X,X,O,X,O,X
IJZLSTO,X,X,O,X,X,X,X,X,O,X,O,X
IJZLSOT,O,X,X,X,X,X,X,X,O,X,O,O
IJZLOTS,X,X,X,X,X,X,X,X,O,X,O,X
IJZLOST,O,X,X,X,X,X,X,X,O,X,O,O
IJZSTLO,O,X,O,X,X,O,O,X,O,X,X,X
IJZSTOL,O,X,O,X,X,O,O,X,O,X,X,X
IJZSLTO,X,X,O,X,X,X,X,X,O,X,O,X
IJZSLOT,O,X,X,X,X,X,X,X,O,X,O,O
IJZSOTL,O,X,O,X,O,X,O,X,O,X,X,X
IJZSOLT,O,X,X,X,O,X,X,X,O,X,X,X
IJZOTLS,O,X,X,X,X,X,O,X,O,X,X,X
IJZOTSL,O,X,O,X,X,X,O,X,O,X,X,X
IJZOLTS,X,X,X,X,X,X,X,X,O,X,X,X
IJZOLST,O,X,X,X,X,X,X,X,O,X,X,X
IJZOSTL,O,X,O,X,O,X,O,X,O,X,X,X
IJZOSLT,O,X,X,X,O,X,X,X,O,X,X,X
IJOTLSZ,O,X,X,X,O,X,X,X,X,X,X,X
IJOTLZS,X,X,X,X,O,X,X,X,X,X,X,X
IJOTSLZ,O,X,X,X,O,X,X,X,X,X,X,X
IJOTSZL,O,X,X,X,O,X,O,X,X,O,X,X
IJOTZLS,O,X,X,X,X,X,O,X,X,O,X,X
IJOTZSL,O,X,X,X,O,X,O,X,X,O,X,X
IJOLTSZ,X,X,X,X,O,X,X,X,X,X,O,O
IJOLTZS,X,X,X,X,O,X,X,X,X,X,O,X
IJOLSTZ,O,X,X,X,O,X,X,X,X,X,O,O
IJOLSZT,O,X,X,X,O,X,X,X,O,X,O,O
IJOLZTS,X,X,X,X,X,X,X,X,O,X,O,X
IJOLZST,X,X,X,X,O,X,X,X,O,X,O,O
IJOSTLZ,O,X,X,X,O,X,X,X,X,X,X,X
IJOSTZL,O,X,X,X,O,X,O,X,X,O,X,X
IJOSLTZ,O,O,X,X,O,X,X,O,X,X,O,O
IJOSLZT,O,X,X,X,O,X,X,O,O,X,O,O
IJOSZTL,O,X,X,X,O,X,O,X,O,X,X,X
IJOSZLT,O,X,X,X,O,X,X,X,O,X,X,X
IJOZTLS,O,X,X,X,X,X,O,X,O,X,X,X
IJOZTSL,O,X,X,X,X,X,O,X,O,X,X,X
IJOZLTS,X,X,X,X,X,X,X,X,O,X,X,X
IJOZLST,O,X,X,X,X,X,X,X,O,X,X,X
IJOZSTL,O,X,X,X,O,X,O,X,O,X,X,X
IJOZSLT,O,X,X,X,O,X,X,X,O,X,X,X
ISTLJZO,X,X,X,X,O,X,O,O,O,X,O,X
ISTLJOZ,O,O,X,X,O,X,X,O,X,X,O,X
ISTLZJO,X,O,X,O,X,O,O,X,X,X,O,O
ISTLZOJ,X,O,X,O,X,O,O,O,X,X,O,O
ISTLOJZ,O,O,X,X,O,X,X,O,X,X,O,X
ISTLOZJ,X,O,X,X,X,O,O,O,X,X,O,O
ISTJLZO,X,X,X,X,O,X,O,X,O,X,X,X
ISTJLOZ,O,O,X,X,O,X,X,O,X,X,X,O
ISTJZLO,O,X,O,X,X,O,O,X,O,X,X,X
ISTJZOL,O,X,O,X,O,O,O,X,O,X,X,X
ISTJOLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISTJOZL,O,X,X,X,O,O,O,X,X,X,X,X
ISTZLJO,X,X,X,O,X,O,O,X,X,X,O,X
ISTZLOJ,X,O,X,O,X,O,O,O,X,X,O,X
ISTZJLO,O,X,O,X,X,O,O,X,X,X,X,X
ISTZJOL,O,X,O,X,O,O,O,X,X,X,X,X
ISTZOLJ,X,X,X,X,X,O,O,X,X,X,X,X
ISTZOJL,O,X,O,X,O,O,O,X,X,X,X,X
ISTOLJZ,O,O,X,X,O,X,X,O,X,X,O,X
ISTOLZJ,X,O,X,X,X,O,O,O,X,O,O,X
ISTOJLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISTOJZL,O,X,X,X,O,O,O,X,X,O,X,X
ISTOZLJ,X,X,X,X,X,O,O,X,X,O,X,X
ISTOZJL,O,X,O,X,O,O,O,X,X,O,X,X
ISLTJZO,X,X,X,X,O,X,O,O,O,X,O,X
ISLTJOZ,O,O,X,X,O,X,X,O,X,X,O,X
ISLTZJO,X,O,X,O,X,O,O,X,X,X,O,O
ISLTZOJ,X,O,X,O,X,O,O,O,X,X,O,O
ISLTOJZ,O,O,X,X,O,X,X,O,X,X,O,X
ISLTOZJ,X,O,X,X,X,O,O,O,X,X,O,O
ISLJTZO,X,X,X,X,O,X,O,O,O,X,O,X
ISLJTOZ,X,O,X,X,O,X,X,O,X,X,O,O
ISLJZTO,X,X,X,X,X,X,X,X,O,X,O,O
ISLJZOT,X,X,X,X,O,X,X,O,O,X,O,O
ISLJOTZ,O,O,X,X,O,X,X,O,X,X,O,O
ISLJOZT,O,X,X,X,O,X,X,O,O,X,O,O
ISLZTJO,X,X,X,O,X,O,O,X,X,X,O,O
ISLZTOJ,X,O,X,O,X,O,O,O,X,X,O,O
ISLZJTO,X,X,O,X,X,X,X,X,O,X,O,O
ISLZJOT,O,X,X,X,O,X,X,O,O,X,O,O
ISLZOTJ,X,O,X,X,X,X,O,O,X,X,O,O
ISLZOJT,X,X,X,X,X,X,X,O,X,X,O,O
ISLOTJZ,O,O,X,X,O,X,X,O,X,X,O,X
ISLOTZJ,X,O,X,X,X,X,O,O,X,O,O,O
ISLOJTZ,O,O,X,X,O,X,X,O,X,X,O,X
ISLOJZT,O,X,X,X,O,X,X,O,O,X,O,O
ISLOZTJ,X,O,X,X,X,X,O,O,X,X,O,O
ISLOZJT,X,X,X,X,X,X,X,O,X,X,O,O
ISJTLZO,X,X,X,X,O,X,O,X,O,X,X,X
ISJTLOZ,O,O,X,X,O,X,X,O,X,X,X,O
ISJTZLO,O,X,O,X,X,O,O,X,O,X,X,X
ISJTZOL,O,X,O,X,O,O,O,X,O,X,X,X
ISJTOLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISJTOZL,O,X,X,X,O,O,O,X,X,X,X,X
ISJLTZO,X,X,X,X,O,X,O,X,O,X,O,X
ISJLTOZ,X,O,X,X,O,X,X,O,X,X,O,O
ISJLZTO,X,X,X,X,X,X,X,X,O,X,O,O
ISJLZOT,X,X,X,X,O,X,X,O,O,X,O,O
ISJLOTZ,O,O,X,X,O,X,X,O,X,X,O,O
ISJLOZT,O,X,X,X,O,X,X,O,O,X,O,O
ISJZTLO,O,X,O,X,X,O,O,X,O,X,X,X
ISJZTOL,O,X,O,X,X,O,O,X,O,X,X,X
ISJZLTO,X,X,O,X,X,X,X,X,O,X,O,X
ISJZLOT,O,X,X,X,X,X,X,X,O,X,O,O
ISJZOTL,O,X,O,X,O,X,O,X,O,X,X,X
ISJZOLT,O,X,X,X,O,X,X,X,O,X,X,X
ISJOTLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISJOTZL,O,X,X,X,O,X,O,X,X,O,X,X
ISJOLTZ,O,O,X,X,O,X,X,O,X,X,O,O
ISJOLZT,O,X,X,X,O,X,X,O,O,X,O,O
ISJOZTL,O,X,X,X,O,X,O,X,O,X,X,X
ISJOZLT,O,X,X,X,O,X,X,X,O,X,X,X
ISZTLJO,X,X,X,O,X,O,O,X,X,X,O,X
ISZTLOJ,X,O,X,O,X,O,O,O,X,X,O,X
ISZTJLO,O,X,O,X,X,O,O,X,X,X,X,X
ISZTJOL,O,X,O,X,O,O,O,X,X,X,X,X
ISZTOLJ,X,X,X,X,X,O,O,X,X,X,X,X
ISZTOJL,O,X,O,X,O,O,O,X,X,X,X,X
ISZLTJO,X,X,X,O,X,O,O,X,X,X,O,O
ISZLTOJ,X,O,X,O,X,O,O,O,X,X,O,O
ISZLJTO,X,X,O,X,X,X,X,X,O,X,O,O
ISZLJOT,O,X,X,X,O,X,X,O,O,X,O,O
ISZLOTJ,X,O,X,X,X,X,O,O,X,X,O,O
ISZLOJT,X,X,X,X,X,X,X,O,X,X,O,O
ISZJTLO,O,X,O,X,X,O,O,X,O,X,X,X
ISZJTOL,O,X,O,X,X,O,O,X,O,X,X,X
ISZJLTO,X,X,O,X,X,X,X,X,O,X,O,X
ISZJLOT,O,X,X,X,X,X,X,X,O,X,O,O
ISZJOTL,O,X,O,X,O,X,O,X,O,X,X,X
ISZJOLT,O,X,X,X,O,X,X,X,O,X,X,X
ISZOTLJ,X,X,X,X,X,O,O,X,X,O,X,X
ISZOTJL,O,X,O,X,O,O,O,X,X,O,X,X
ISZOLTJ,X,O,X,X,X,X,O,O,X,X,O,X
ISZOLJT,X,X,O,X,X,X,X,O,X,X,O,X
ISZOJTL,O,X,O,X,O,X,O,X,X,X,X,X
ISZOJLT,O,X,O,X,O,X,X,X,X,X,X,X
ISOTLJZ,O,O,X,X,O,X,X,O,X,X,O,X
ISOTLZJ,X,O,X,X,X,O,O,O,X,O,O,X
ISOTJLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISOTJZL,O,X,X,X,O,O,O,X,X,O,X,X
ISOTZLJ,X,X,X,X,X,O,O,X,X,O,X,X
ISOTZJL,O,X,O,X,O,O,O,X,X,O,X,X
ISOLTJZ,O,O,X,X,O,X,X,O,X,X,O,X
ISOLTZJ,X,O,X,X,X,O,O,O,X,O,O,O
ISOLJTZ,O,O,X,X,O,X,X,O,X,X,O,X
ISOLJZT,O,X,X,X,O,X,X,O,O,X,O,O
ISOLZTJ,X,O,X,X,X,O,O,O,X,X,O,O
ISOLZJT,X,X,O,X,X,X,X,O,X,X,O,O
ISOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
ISOJTZL,O,X,O,X,O,O,O,X,X,O,X,X
ISOJLTZ,O,O,X,X,O,X,X,O,X,X,O,O
ISOJLZT,O,X,X,X,O,X,X,O,O,X,O,O
ISOJZTL,O,X,O,X,O,O,O,X,O,X,X,X
ISOJZLT,O,X,O,X,O,X,X,X,O,X,X,X
ISOZTLJ,X,X,X,X,X,O,O,X,X,O,X,X
ISOZTJL,O,X,O,X,O,O,O,X,X,O,X,X
ISOZLTJ,X,O,X,X,X,O,O,O,X,X,O,X
ISOZLJT,X,X,O,X,X,X,X,O,X,X,O,X
ISOZJTL,O,X,O,X,O,O,O,X,X,X,X,X
ISOZJLT,O,X,O,X,O,X,X,X,X,X,X,X
IZTLJSO,X,X,X,O,X,X,O,X,X,X,O,X
IZTLJOS,X,X,X,O,X,X,O,X,X,X,O,X
IZTLSJO,X,X,X,O,X,O,O,X,X,X,O,X
IZTLSOJ,X,O,X,O,X,O,O,O,X,X,O,X
IZTLOJS,X,X,X,O,X,X,O,X,X,X,O,X
IZTLOSJ,X,O,X,O,X,X,O,O,X,X,O,X
IZTJLSO,O,X,O,X,X,X,O,X,X,X,X,X
IZTJLOS,O,X,X,X,X,X,O,X,X,X,X,X
IZTJSLO,O,X,O,X,X,O,O,X,X,X,X,X
IZTJSOL,O,X,O,X,O,O,O,X,X,X,X,X
IZTJOLS,O,X,X,X,X,X,O,X,X,X,X,X
IZTJOSL,O,X,O,X,O,X,O,X,X,X,X,X
IZTSLJO,X,X,X,O,X,O,O,X,X,X,O,X
IZTSLOJ,X,O,X,O,X,O,O,O,X,X,O,X
IZTSJLO,O,X,O,X,X,O,O,X,X,X,X,X
IZTSJOL,O,X,O,X,O,O,O,X,X,X,X,X
IZTSOLJ,X,X,X,X,X,O,O,X,X,X,X,X
IZTSOJL,O,X,O,X,O,O,O,X,X,X,X,X
IZTOLJS,X,X,X,X,X,X,O,X,X,X,X,X
IZTOLSJ,X,X,X,X,X,O,O,X,X,X,X,X
IZTOJLS,X,X,X,X,X,X,O,X,X,X,X,X
IZTOJSL,X,X,X,X,X,O,O,X,X,X,X,X
