sequence,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?GeBfnBliB8sB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFCbBuiB?cjBXgBzhBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFufBcgB?CeBzhBXjBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFqfBTbB?3dBcjBWnBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8JeZ/IvhFGbBcjB?zfBCiB3iBlsB,v115@3gC8GeA8HeB8DeA8AeE8CeH8AeB8Jex6IvhFSiBTeB?OkBXgBFnB8sB
JZLIOST,O,X,O,O,O,X
JZLSTIO,O,O,O,O,X,O
JZLSTOI,O,X,X,O,X,O
JZLSITO,O,O,O,O,X,O
JZLSIOT,O,O,O,O,X,X
JZLSOTI,O,X,X,O,X,X
JZLSOIT,O,O,O,O,X,X
JZLOTIS,O,X,O,O,O,X
JZLOTSI,X,X,O,O,X,X
JZLOITS,O,X,O,O,O,X
JZLOIST,O,X,O,O,O,X
JZLOSTI,O,X,O,O,X,X
JZLOSIT,O,X,O,O,O,X
JZSTILO,O,O,O,O,X,O
JZSTIOL,O,X,O,X,X,O
JZSTLIO,O,O,O,O,X,O
JZSTLOI,O,X,O,O,X,O
JZSTOIL,O,X,O,X,X,O
JZSTOLI,O,X,O,O,X,O
JZSITLO,O,O,O,O,X,O
JZSITOL,O,X,O,X,X,O
JZSILTO,O,O,O,O,X,O
JZSILOT,O,O,O,O,X,X
JZSIOTL,X,X,O,X,X,O
JZSIOLT,O,O,O,O,X,X
JZSLTIO,O,O,O,O,X,O
JZSLTOI,O,X,X,O,X,O
JZSLITO,O,O,O,O,X,O
JZSLIOT,O,O,O,O,X,X
JZSLOTI,O,X,X,O,X,X
JZSLOIT,O,O,O,O,X,X
JZSOTIL,O,X,O,X,X,O
JZSOTLI,O,X,O,O,X,O
JZSOITL,X,X,O,X,X,O
JZSOILT,O,O,O,O,X,X
JZSOLTI,O,X,O,O,X,X
JZSOLIT,O,O,O,O,X,X
JZOTILS,X,X,O,X,O,O
JZOTISL,X,X,O,X,X,O
JZOTLIS,O,X,O,O,O,O
JZOTLSI,X,X,O,O,X,O
JZOTSIL,X,X,O,X,X,O
JZOTSLI,X,X,O,O,X,O
JZOITLS,X,X,O,X,O,O
JZOITSL,X,X,O,X,X,O
JZOILTS,O,X,O,O,O,X
JZOILST,O,X,O,O,O,X
JZOISTL,X,X,O,X,X,X
JZOISLT,X,O,O,O,O,X
JZOLTIS,O,X,O,O,O,X
JZOLTSI,X,X,O,O,X,X
JZOLITS,O,X,O,O,O,X
JZOLIST,O,X,O,O,O,X
JZOLSTI,O,X,O,O,X,X
JZOLSIT,O,X,O,O,O,X
JZOSTIL,O,X,O,X,X,O
JZOSTLI,O,X,O,O,X,O
JZOSITL,X,X,O,X,X,O
JZOSILT,O,O,O,O,O,X
JZOSLTI,O,X,O,O,X,X
JZOSLIT,O,O,O,O,O,X
JOTILSZ,X,X,X,O,O,X
JOTILZS,X,X,X,O,O,X
JOTISLZ,X,O,O,X,O,X
JOTISZL,X,O,O,X,O,X
JOTIZLS,X,O,O,O,O,X
JOTIZSL,X,O,O,O,O,X
JOTLISZ,O,X,X,O,O,X
JOTLIZS,O,X,X,O,O,X
JOTLSIZ,X,X,X,O,O,X
JOTLSZI,X,X,X,O,O,X
JOTLZIS,X,X,X,O,O,X
JOTLZSI,X,X,X,O,O,X
JOTSILZ,X,O,O,X,O,X
JOTSIZL,X,O,O,X,O,X
JOTSLIZ,X,O,O,O,O,X
JOTSLZI,X,O,O,O,O,X
JOTSZIL,X,O,O,O,O,X
JOTSZLI,X,O,O,O,O,X
JOTZILS,X,O,O,O,O,X
JOTZISL,X,O,O,O,O,X
JOTZLIS,X,O,O,O,O,X
JOTZLSI,X,O,O,O,O,X
JOTZSIL,X,O,O,O,O,X
JOTZSLI,X,O,O,O,O,X
JOITLSZ,X,X,X,X,O,X
JOITLZS,X,X,X,X,O,X
JOITSLZ,X,O,O,X,O,X
JOITSZL,X,O,O,X,O,X
JOITZLS,X,O,O,X,O,X
JOITZSL,X,O,O,X,O,X
JOILTSZ,O,X,X,X,O,X
JOILTZS,O,X,X,O,O,X
JOILSTZ,O,X,X,X,X,X
JOILSZT,O,X,X,O,O,X
JOILZTS,O,X,X,O,O,X
JOILZST,O,X,X,O,O,X
JOISTLZ,X,O,X,X,O,X
JOISTZL,X,O,X,X,O,X
JOISLTZ,X,O,X,X,X,X
JOISLZT,X,O,O,X,O,X
JOISZTL,X,O,O,X,X,X
JOISZLT,X,O,O,X,O,X
JOIZTLS,X,X,O,X,O,O
JOIZTSL,X,O,O,X,O,O
JOIZLTS,X,X,O,O,O,X
JOIZLST,X,O,O,O,O,X
JOIZSTL,X,O,O,X,X,X
JOIZSLT,X,O,O,O,O,X
JOLTISZ,O,X,X,O,O,X
JOLTIZS,O,X,X,O,O,X
JOLTSIZ,X,X,X,O,O,X
JOLTSZI,X,X,X,O,O,X
JOLTZIS,X,X,X,O,O,X
JOLTZSI,X,X,X,O,O,X
JOLITSZ,O,X,X,O,O,X
JOLITZS,O,X,X,O,O,X
JOLISTZ,O,X,X,X,X,X
JOLISZT,O,X,X,O,O,X
JOLIZTS,O,X,X,O,O,X
JOLIZST,O,X,X,O,O,X
JOLSTIZ,O,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X
JOLSITZ,O,X,X,X,X,X
JOLSIZT,O,X,X,O,O,X
JOLSZTI,O,X,X,O,X,X
JOLSZIT,O,X,X,O,O,X
JOLZTIS,O,X,X,O,O,X
JOLZTSI,X,X,X,O,X,X
JOLZITS,O,X,X,O,O,X
JOLZIST,O,X,X,O,O,X
JOLZSTI,O,X,X,O,X,X
JOLZSIT,O,X,X,O,O,X
JOSTILZ,X,O,X,X,O,X
JOSTIZL,X,O,X,X,O,X
JOSTLIZ,O,O,X,X,O,X
JOSTLZI,X,O,X,X,O,X
JOSTZIL,X,O,X,X,O,X
JOSTZLI,X,O,X,X,O,X
JOSITLZ,X,O,X,X,O,X
JOSITZL,X,O,X,X,O,X
JOSILTZ,O,O,X,X,X,X
JOSILZT,O,O,O,X,O,X
JOSIZTL,X,O,O,X,X,O
JOSIZLT,X,O,O,X,O,X
JOSLTIZ,O,O,X,X,X,X
JOSLTZI,X,O,X,X,X,X
JOSLITZ,O,O,X,X,X,X
JOSLIZT,O,O,O,O,O,X
JOSLZTI,O,O,O,O,X,X
JOSLZIT,O,O,O,O,O,X
JOSZTIL,O,O,O,X,X,O
JOSZTLI,O,O,O,O,X,O
JOSZITL,X,O,O,X,X,O
JOSZILT,O,O,O,O,O,X
JOSZLTI,O,O,O,O,X,X
JOSZLIT,O,O,O,O,O,X
JOZTILS,X,X,O,X,O,O
JOZTISL,X,O,O,X,O,O
JOZTLIS,O,X,O,O,O,O
JOZTLSI,X,X,O,O,O,O
JOZTSIL,X,O,O,X,O,O
JOZTSLI,X,O,O,O,O,O
JOZITLS,X,X,O,X,O,O
JOZITSL,X,O,O,X,O,O
JOZILTS,O,X,O,O,O,X
JOZILST,O,O,O,O,O,X
JOZISTL,X,O,O,X,X,X
JOZISLT,X,O,O,O,O,X
JOZLTIS,O,X,O,O,O,X
JOZLTSI,X,X,O,O,X,X
JOZLITS,O,X,O,O,O,X
JOZLIST,O,O,O,O,O,X
JOZLSTI,O,O,O,O,X,X
JOZLSIT,O,O,O,O,O,X
JOZSTIL,O,O,O,X,X,O
JOZSTLI,O,O,O,O,X,O
JOZSITL,X,O,O,X,X,O
JOZSILT,O,O,O,O,O,X
JOZSLTI,O,O,O,O,X,X
JOZSLIT,O,O,O,O,O,X
STILJZO,X,O,O,O,X,X
STILJOZ,O,O,X,O,X,X
STILZJO,O,O,O,O,X,X
STILZOJ,O,O,O,O,O,X
STILOJZ,O,O,X,O,O,X
STILOZJ,O,O,O,O,O,X
STIJLZO,X,O,O,O,X,X
STIJLOZ,O,O,X,O,X,X
STIJZLO,X,O,O,O,X,X
STIJZOL,X,O,O,O,X,X
STIJOLZ,X,O,X,X,X,X
STIJOZL,X,O,X,X,X,X
STIZLJO,O,O,O,O,X,O
STIZLOJ,O,O,O,O,O,O
STIZJLO,O,O,O,O,X,O
STIZJOL,O,O,O,O,X,O
STIZOLJ,O,O,O,O,O,O
STIZOJL,O,O,O,X,O,O
STIOLJZ,X,O,O,X,O,X
STIOLZJ,X,O,O,X,O,X
STIOJLZ,X,O,O,X,O,X
STIOJZL,X,O,O,X,O,X
STIOZLJ,X,O,O,X,O,X
STIOZJL,X,O,O,X,O,X
STLIJZO,X,O,O,O,X,X
STLIJOZ,O,O,X,O,X,X
STLIZJO,O,O,O,O,X,X
STLIZOJ,O,O,O,O,O,X
STLIOJZ,O,O,X,O,O,X
STLIOZJ,O,O,O,O,O,X
STLJIZO,X,O,O,O,X,X
STLJIOZ,O,O,X,O,X,X
STLJZIO,X,O,O,O,X,X
STLJZOI,X,O,O,O,X,X
STLJOIZ,O,O,X,O,X,X
STLJOZI,X,O,X,O,X,X
STLZIJO,O,O,O,O,X,X
STLZIOJ,O,O,O,O,O,X
STLZJIO,O,O,O,O,X,X
STLZJOI,O,O,O,O,X,X
STLZOIJ,O,O,O,O,O,X
STLZOJI,O,O,O,O,O,X
STLOIJZ,O,O,X,O,O,X
STLOIZJ,O,O,O,O,O,X
STLOJIZ,O,O,X,O,O,X
STLOJZI,X,O,X,O,O,X
STLOZIJ,O,O,O,O,O,X
STLOZJI,O,O,O,O,O,X
STJILZO,X,O,O,O,X,X
STJILOZ,O,O,X,O,X,X
STJIZLO,X,O,O,O,X,O
STJIZOL,X,O,O,O,X,O
STJIOLZ,X,O,X,X,X,X
STJIOZL,X,O,X,X,X,X
STJLIZO,X,O,O,O,X,X
STJLIOZ,O,O,X,O,X,X
STJLZIO,X,O,O,O,X,X
STJLZOI,X,O,O,O,X,X
STJLOIZ,O,O,X,O,X,X
STJLOZI,X,O,X,O,X,X
STJZILO,X,O,O,O,X,O
STJZIOL,X,O,O,O,X,O
STJZLIO,X,O,O,O,X,O
STJZLOI,X,O,O,O,X,O
STJZOIL,X,O,O,O,X,O
STJZOLI,X,O,O,O,X,O
STJOILZ,X,O,X,X,X,X
STJOIZL,X,O,X,X,X,X
STJOLIZ,O,O,X,O,X,X
STJOLZI,X,O,X,O,X,X
STJOZIL,X,O,X,O,X,X
STJOZLI,X,O,X,O,X,X
STZILJO,O,O,O,O,X,O
STZILOJ,O,O,O,O,O,O
STZIJLO,O,O,O,O,X,O
STZIJOL,O,O,O,O,X,O
STZIOLJ,O,O,O,O,O,O
STZIOJL,O,O,O,X,O,O
STZLIJO,O,O,O,O,X,O
STZLIOJ,O,O,O,O,O,O
STZLJIO,O,O,O,O,X,O
STZLJOI,O,O,O,O,X,O
STZLOIJ,O,O,O,O,O,O
STZLOJI,O,O,O,O,O,O
STZJILO,O,O,O,O,X,O
STZJIOL,O,O,O,O,X,O
STZJLIO,O,O,O,O,X,O
STZJLOI,O,O,O,O,X,O
STZJOIL,O,O,O,O,X,O
STZJOLI,O,O,O,O,X,O
STZOILJ,O,O,O,O,O,O
STZOIJL,O,O,O,X,O,O
STZOLIJ,O,O,O,O,O,O
STZOLJI,O,O,O,O,O,O
STZOJIL,O,O,O,O,O,O
STZOJLI,O,O,O,O,O,O
STOILJZ,X,O,O,X,O,X
STOILZJ,X,O,O,X,O,X
STOIJLZ,X,O,O,X,O,X
STOIJZL,X,O,O,X,O,X
STOIZLJ,X,O,O,X,O,X
STOIZJL,X,O,O,X,O,X
STOLIJZ,O,O,O,O,O,X
STOLIZJ,O,O,O,O,O,X
STOLJIZ,O,O,O,O,O,X
STOLJZI,X,O,O,O,O,X
STOLZIJ,O,O,O,O,O,X
STOLZJI,O,O,O,O,O,X
STOJILZ,X,O,O,X,O,X
STOJIZL,X,O,O,X,O,X
STOJLIZ,O,O,O,O,O,X
STOJLZI,X,O,O,O,O,X
STOJZIL,X,O,O,O,O,X
STOJZLI,X,O,O,O,O,X
STOZILJ,O,O,O,O,O,X
STOZIJL,O,O,O,X,O,X
STOZLIJ,O,O,O,O,O,X
STOZLJI,O,O,O,O,O,X
STOZJIL,O,O,O,O,O,X
STOZJLI,O,O,O,O,O,X
SITLJZO,X,O,O,O,X,X
SITLJOZ,O,O,X,O,X,X
SITLZJO,O,O,O,O,X,X
SITLZOJ,O,O,O,O,O,X
SITLOJZ,O,O,X,O,O,X
SITLOZJ,O,O,O,O,O,X
SITJLZO,X,O,O,O,X,X
SITJLOZ,O,O,X,O,X,X
SITJZLO,X,O,O,O,X,X
SITJZOL,X,O,O,O,X,X
SITJOLZ,X,O,X,X,X,X
SITJOZL,X,O,X,X,X,X
SITZLJO,O,O,O,O,X,O
SITZLOJ,O,O,O,O,O,O
SITZJLO,O,O,O,O,X,O
SITZJOL,O,O,O,O,X,O
SITZOLJ,O,O,O,O,O,O
SITZOJL,O,O,O,X,O,O
SITOLJZ,X,O,O,X,O,X
SITOLZJ,X,O,O,X,O,X
SITOJLZ,X,O,O,X,O,X
SITOJZL,X,O,O,X,O,X
SITOZLJ,X,O,O,X,O,X
SITOZJL,X,O,O,X,O,X
SILTJZO,X,O,X,O,X,X
SILTJOZ,O,O,X,O,X,X
SILTZJO,O,O,O,O,X,X
SILTZOJ,O,O,X,O,X,X
SILTOJZ,O,O,X,O,X,X
SILTOZJ,O,O,X,O,X,X
SILJTZO,X,O,X,X,X,X
SILJTOZ,O,O,X,X,X,X
SILJZTO,O,O,O,O,X,X
SILJZOT,O,O,O,O,X,X
SILJOTZ,O,O,X,X,X,X
SILJOZT,O,O,X,O,X,X
SILZTJO,O,O,O,X,X,O
SILZTOJ,O,O,X,O,X,O
SILZJTO,O,O,O,O,X,X
SILZJOT,O,O,O,O,X,X
SILZOTJ,O,O,X,O,X,X
SILZOJT,O,O,O,O,O,X
SILOTJZ,O,O,X,O,X,X
SILOTZJ,O,O,X,O,X,X
SILOJTZ,O,O,X,X,X,X
SILOJZT,O,O,X,O,O,X
SILOZTJ,O,O,X,O,X,X
SILOZJT,O,O,O,O,O,X
SIJTLZO,X,O,X,X,X,X
SIJTLOZ,O,O,X,X,X,X
SIJTZLO,X,O,X,X,X,O
SIJTZOL,X,O,X,X,X,O
SIJTOLZ,X,O,X,X,X,X
SIJTOZL,X,O,X,X,X,X
SIJLTZO,X,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,X
SIJLZTO,O,O,O,O,X,O
SIJLZOT,O,O,O,O,X,X
SIJLOTZ,O,O,X,X,X,X
SIJLOZT,O,O,X,O,X,X
SIJZTLO,O,O,O,O,X,O
SIJZTOL,O,X,X,X,X,O
SIJZLTO,O,O,O,O,X,O
SIJZLOT,O,O,O,O,X,X
SIJZOTL,X,X,X,X,X,O
SIJZOLT,O,O,O,O,X,X
SIJOTLZ,X,O,X,X,X,X
SIJOTZL,X,O,X,X,X,X
SIJOLTZ,O,O,X,X,X,X
SIJOLZT,O,O,X,X,X,X
SIJOZTL,X,O,X,X,X,O
SIJOZLT,X,O,X,X,X,X
SIZTLJO,O,O,O,X,X,O
SIZTLOJ,O,O,O,O,X,O
SIZTJLO,O,O,O,X,X,O
SIZTJOL,O,O,O,X,X,O
SIZTOLJ,O,O,O,X,X,O
SIZTOJL,O,O,O,X,X,O
SIZLTJO,O,O,O,X,X,O
SIZLTOJ,O,O,X,O,X,O
SIZLJTO,O,O,O,O,X,X
SIZLJOT,O,O,O,O,X,X
SIZLOTJ,O,O,X,O,X,X
SIZLOJT,O,O,O,O,O,X
SIZJTLO,O,O,O,O,X,O
SIZJTOL,O,X,O,X,X,O
SIZJLTO,O,O,O,O,X,O
SIZJLOT,O,O,O,O,X,X
SIZJOTL,X,X,O,X,X,O
SIZJOLT,O,O,O,O,X,X
SIZOTLJ,O,O,O,X,X,O
SIZOTJL,O,O,O,X,X,O
SIZOLTJ,O,O,O,O,X,X
SIZOLJT,O,O,O,O,O,X
SIZOJTL,X,O,O,X,X,X
SIZOJLT,O,O,O,X,O,X
SIOTLJZ,X,O,O,X,O,X
SIOTLZJ,X,O,O,X,O,X
SIOTJLZ,X,O,O,X,O,X
SIOTJZL,X,O,O,X,O,X
SIOTZLJ,X,O,O,X,O,X
SIOTZJL,X,O,O,X,O,X
SIOLTJZ,O,O,X,X,X,X
SIOLTZJ,O,O,O,X,X,X
SIOLJTZ,O,O,X,X,X,X
SIOLJZT,O,O,O,X,O,X
SIOLZTJ,O,O,O,X,X,X
SIOLZJT,O,O,O,X,O,X
SIOJTLZ,X,O,X,X,O,X
SIOJTZL,X,O,X,X,O,X
SIOJLTZ,O,O,X,X,X,X
SIOJLZT,O,O,O,X,O,X
SIOJZTL,X,O,O,X,X,X
SIOJZLT,X,O,O,X,O,X
SIOZTLJ,O,O,O,X,X,O
SIOZTJL,O,O,O,X,X,O
SIOZLTJ,O,O,O,X,X,X
SIOZLJT,O,O,O,X,O,X
SIOZJTL,X,O,O,X,X,X
SIOZJLT,O,O,O,X,O,X
SLTIJZO,X,O,X,O,X,X
SLTIJOZ,O,O,X,O,X,X
SLTIZJO,O,O,O,O,X,X
SLTIZOJ,O,O,X,O,X,X
SLTIOJZ,O,O,X,O,X,X
SLTIOZJ,O,O,X,O,X,X
SLTJIZO,X,O,X,O,X,X
SLTJIOZ,O,O,X,O,X,X
SLTJZIO,X,O,X,O,X,X
SLTJZOI,X,O,X,O,X,X
SLTJOIZ,O,O,X,O,X,X
SLTJOZI,X,O,X,O,X,X
SLTZIJO,O,O,O,O,X,X
SLTZIOJ,O,O,X,O,X,X
SLTZJIO,O,O,O,O,X,X
SLTZJOI,O,O,X,O,X,X
SLTZOIJ,O,O,X,O,X,X
SLTZOJI,O,O,X,O,X,X
SLTOIJZ,O,O,X,O,X,X
SLTOIZJ,O,O,X,O,X,X
SLTOJIZ,O,O,X,O,X,X
SLTOJZI,X,O,X,O,X,X
SLTOZIJ,O,O,X,O,X,X
SLTOZJI,O,O,X,O,X,X
SLITJZO,X,O,X,O,X,X
SLITJOZ,O,O,X,O,X,X
SLITZJO,O,O,O,O,X,X
SLITZOJ,O,O,X,O,X,X
SLITOJZ,O,O,X,O,X,X
SLITOZJ,O,O,X,O,X,X
SLIJTZO,X,O,X,X,X,X
SLIJTOZ,O,O,X,X,X,X
SLIJZTO,O,O,O,O,X,X
SLIJZOT,O,O,O,O,X,X
SLIJOTZ,O,O,X,X,X,X
SLIJOZT,O,O,X,O,X,X
SLIZTJO,O,O,O,X,X,O
SLIZTOJ,O,O,X,O,X,O
SLIZJTO,O,O,O,O,X,X
SLIZJOT,O,O,O,O,X,X
SLIZOTJ,O,O,X,O,X,X
SLIZOJT,O,O,O,O,O,X
SLIOTJZ,O,O,X,O,X,X
SLIOTZJ,O,O,X,O,X,X
SLIOJTZ,O,O,X,X,X,X
SLIOJZT,O,O,X,O,O,X
SLIOZTJ,O,O,X,O,X,X
SLIOZJT,O,O,O,O,O,X
SLJTIZO,X,O,X,X,X,X
SLJTIOZ,O,O,X,X,X,X
SLJTZIO,X,O,X,X,X,X
SLJTZOI,X,O,X,X,X,X
SLJTOIZ,O,O,X,X,X,X
SLJTOZI,X,O,X,X,X,X
SLJITZO,X,O,X,X,X,X
SLJITOZ,O,O,X,X,X,X
SLJIZTO,O,O,O,O,X,O
SLJIZOT,O,O,O,O,X,X
SLJIOTZ,O,O,X,X,X,X
SLJIOZT,O,O,X,O,X,X
SLJZTIO,O,O,O,O,X,O
SLJZTOI,O,X,X,O,X,O
SLJZITO,O,O,O,O,X,O
SLJZIOT,O,O,O,O,X,X
SLJZOTI,O,X,X,O,X,X
SLJZOIT,O,O,O,O,X,X
SLJOTIZ,O,O,X,X,X,X
SLJOTZI,X,O,X,X,X,X
SLJOITZ,O,O,X,X,X,X
SLJOIZT,O,O,X,O,X,X
SLJOZTI,O,O,X,O,X,X
SLJOZIT,O,O,X,O,X,X
SLZTIJO,O,O,O,X,X,O
SLZTIOJ,O,O,X,O,X,O
SLZTJIO,O,O,O,X,X,O
SLZTJOI,O,O,X,X,X,O
SLZTOIJ,O,O,X,O,X,O
SLZTOJI,O,O,X,X,X,O
SLZITJO,O,O,O,X,X,O
SLZITOJ,O,O,X,O,X,O
SLZIJTO,O,O,O,O,X,X
SLZIJOT,O,O,O,O,X,X
SLZIOTJ,O,O,X,O,X,X
SLZIOJT,O,O,O,O,O,X
SLZJTIO,O,O,O,O,X,O
SLZJTOI,O,X,X,O,X,O
SLZJITO,O,O,O,O,X,O
SLZJIOT,O,O,O,O,X,X
SLZJOTI,O,X,X,O,X,X
SLZJOIT,O,O,O,O,X,X
SLZOTIJ,O,O,X,O,X,X
SLZOTJI,O,O,X,X,X,X
SLZOITJ,O,O,X,O,X,X
SLZOIJT,O,O,O,O,O,X
SLZOJTI,O,O,X,O,X,X
SLZOJIT,O,O,O,O,O,X
SLOTIJZ,O,O,X,O,X,X
SLOTIZJ,O,O,X,O,X,X
SLOTJIZ,O,O,X,O,X,X
SLOTJZI,X,O,X,O,X,X
SLOTZIJ,O,O,X,O,X,X
SLOTZJI,O,O,X,O,X,X
SLOITJZ,O,O,X,O,X,X
SLOITZJ,O,O,X,O,X,X
SLOIJTZ,O,O,X,X,X,X
SLOIJZT,O,O,X,O,O,X
SLOIZTJ,O,O,X,O,X,X
SLOIZJT,O,O,O,O,O,X
SLOJTIZ,O,O,X,X,X,X
SLOJTZI,X,O,X,X,X,X
SLOJITZ,O,O,X,X,X,X
SLOJIZT,O,O,X,O,O,X
SLOJZTI,O,O,X,O,X,X
SLOJZIT,O,O,X,O,O,X
SLOZTIJ,O,O,X,O,X,X
SLOZTJI,O,O,X,X,X,X
SLOZITJ,O,O,X,O,X,X
SLOZIJT,O,O,O,O,O,X
SLOZJTI,O,O,X,O,X,X
SLOZJIT,O,O,O,O,O,X
SJTILZO,X,O,X,X,X,X
SJTILOZ,O,O,X,X,X,X
SJTIZLO,X,O,X,X,X,O
SJTIZOL,X,O,X,X,X,O
SJTIOLZ,X,O,X,X,X,X
SJTIOZL,X,O,X,X,X,X
SJTLIZO,X,O,X,X,X,X
SJTLIOZ,O,O,X,X,X,X
SJTLZIO,X,O,X,X,X,X
SJTLZOI,X,O,X,X,X,X
SJTLOIZ,O,O,X,X,X,X
SJTLOZI,X,O,X,X,X,X
SJTZILO,X,O,X,X,X,O
SJTZIOL,X,O,X,X,X,O
SJTZLIO,X,O,X,X,X,O
SJTZLOI,X,O,X,X,X,O
SJTZOIL,X,O,X,X,X,O
SJTZOLI,X,O,X,X,X,O
SJTOILZ,X,O,X,X,X,X
SJTOIZL,X,O,X,X,X,X
SJTOLIZ,O,O,X,X,X,X
SJTOLZI,X,O,X,X,X,X
SJTOZIL,X,O,X,X,X,X
SJTOZLI,X,O,X,X,X,X
SJITLZO,X,O,X,X,X,X
SJITLOZ,O,O,X,X,X,X
SJITZLO,X,O,X,X,X,O
SJITZOL,X,O,X,X,X,O
SJITOLZ,X,O,X,X,X,X
SJITOZL,X,O,X,X,X,X
SJILTZO,X,O,X,X,X,X
SJILTOZ,O,O,X,X,X,X
SJILZTO,O,O,O,O,X,O
SJILZOT,O,O,O,O,X,X
SJILOTZ,O,O,X,X,X,X
SJILOZT,O,O,X,O,X,X
SJIZTLO,O,O,O,O,X,O
SJIZTOL,O,X,X,X,X,O
SJIZLTO,O,O,O,O,X,O
SJIZLOT,O,O,O,O,X,X
SJIZOTL,X,X,X,X,X,O
SJIZOLT,O,O,O,O,X,X
SJIOTLZ,X,O,X,X,X,X
SJIOTZL,X,O,X,X,X,X
SJIOLTZ,O,O,X,X,X,X
SJIOLZT,O,O,X,X,X,X
SJIOZTL,X,O,X,X,X,O
SJIOZLT,X,O,X,X,X,X
SJLTIZO,X,O,X,X,X,X
SJLTIOZ,O,O,X,X,X,X
SJLTZIO,X,O,X,X,X,X
SJLTZOI,X,O,X,X,X,X
SJLTOIZ,O,O,X,X,X,X
SJLTOZI,X,O,X,X,X,X
SJLITZO,X,O,X,X,X,X
SJLITOZ,O,O,X,X,X,X
SJLIZTO,O,O,O,O,X,O
SJLIZOT,O,O,O,O,X,X
SJLIOTZ,O,O,X,X,X,X
SJLIOZT,O,O,X,O,X,X
SJLZTIO,O,O,O,O,X,O
SJLZTOI,O,X,X,O,X,O
SJLZITO,O,O,O,O,X,O
SJLZIOT,O,O,O,O,X,X
SJLZOTI,O,X,X,O,X,X
SJLZOIT,O,O,O,O,X,X
SJLOTIZ,O,O,X,X,X,X
SJLOTZI,X,O,X,X,X,X
SJLOITZ,O,O,X,X,X,X
SJLOIZT,O,O,X,O,X,X
SJLOZTI,O,O,X,O,X,X
SJLOZIT,O,O,X,O,X,X
SJZTILO,O,O,O,O,X,O
SJZTIOL,O,X,X,X,X,O
SJZTLIO,O,O,O,O,X,O
SJZTLOI,O,X,X,O,X,O
SJZTOIL,O,X,X,X,X,O
SJZTOLI,O,X,X,O,X,O
SJZITLO,O,O,O,O,X,O
SJZITOL,O,X,X,X,X,O
SJZILTO,O,O,O,O,X,O
SJZILOT,O,O,O,O,X,X
SJZIOTL,X,X,X,X,X,O
SJZIOLT,O,O,O,O,X,X
SJZLTIO,O,O,O,O,X,O
SJZLTOI,O,X,X,O,X,O
SJZLITO,O,O,O,O,X,O
SJZLIOT,O,O,O,O,X,X
SJZLOTI,O,X,X,O,X,X
SJZLOIT,O,O,O,O,X,X
SJZOTIL,O,X,X,X,X,O
SJZOTLI,O,X,X,O,X,O
SJZOITL,X,X,X,X,X,O
SJZOILT,O,O,O,O,X,X
SJZOLTI,O,X,X,O,X,X
SJZOLIT,O,O,O,O,X,X
SJOTILZ,X,O,X,X,X,X
SJOTIZL,X,O,X,X,X,X
SJOTLIZ,O,O,X,X,X,X
SJOTLZI,X,O,X,X,X,X
SJOTZIL,X,O,X,X,X,X
SJOTZLI,X,O,X,X,X,X
SJOITLZ,X,O,X,X,X,X
SJOITZL,X,O,X,X,X,X
SJOILTZ,O,O,X,X,X,X
SJOILZT,O,O,X,X,X,X
SJOIZTL,X,O,X,X,X,O
SJOIZLT,X,O,X,X,X,X
SJOLTIZ,O,O,X,X,X,X
SJOLTZI,X,O,X,X,X,X
SJOLITZ,O,O,X,X,X,X
SJOLIZT,O,O,X,O,X,X
SJOLZTI,O,O,X,O,X,X
SJOLZIT,O,O,X,O,X,X
SJOZTIL,O,O,X,X,X,O
SJOZTLI,O,O,X,O,X,O
SJOZITL,X,O,X,X,X,O
SJOZILT,O,O,X,O,X,X
SJOZLTI,O,O,X,O,X,X
SJOZLIT,O,O,X,O,X,X
SZTILJO,O,O,O,X,X,O
SZTILOJ,O,O,O,O,X,O
SZTIJLO,O,O,O,X,X,O
SZTIJOL,O,O,O,X,X,O
SZTIOLJ,O,O,O,X,X,O
SZTIOJL,O,O,O,X,X,O
SZTLIJO,O,O,O,X,X,O
SZTLIOJ,O,O,O,O,X,O
SZTLJIO,O,O,O,X,X,O
SZTLJOI,O,O,O,X,X,O
SZTLOIJ,O,O,O,O,X,O
SZTLOJI,O,O,O,X,X,O
SZTJILO,O,O,O,X,X,O
SZTJIOL,O,O,O,X,X,O
SZTJLIO,O,O,O,X,X,O
SZTJLOI,O,O,O,X,X,O
SZTJOIL,O,O,O,X,X,O
SZTJOLI,O,O,O,X,X,O
SZTOILJ,O,O,O,X,X,O
SZTOIJL,O,O,O,X,X,O
SZTOLIJ,O,O,O,O,X,O
SZTOLJI,O,O,O,X,X,O
SZTOJIL,O,O,O,X,X,O
SZTOJLI,O,O,O,X,X,O
SZITLJO,O,O,O,X,X,O
SZITLOJ,O,O,O,O,X,O
SZITJLO,O,O,O,X,X,O
