sequence,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Je//Iv?hFagB2hBzdB5jBFnBUsB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Jem6Iv?hFTcBidB5jB0fBFnB3sB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8JeT6Iv?hFegB/hBFdB8iB5jBKsB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Jey/Iv?hFTcB2iB5jB0fBFnB3sB,v115@2gA8IeA8FeA8BeB8CeA8AeF8AeB8AeF8BeB8Jei6Iv?hF/hBFdB5jBzfBOsB8sB
ZILOJTS,X,O,O,X,X
ZILOJST,X,X,O,X,X
ZILOSTJ,X,X,O,X,X
ZILOSJT,X,X,O,X,X
ZIJTLSO,X,O,O,X,X
ZIJTLOS,X,O,O,X,X
ZIJTSLO,X,O,X,X,X
ZIJTSOL,X,O,X,X,X
ZIJTOLS,X,O,O,X,X
ZIJTOSL,X,O,X,X,X
ZIJLTSO,X,O,O,X,X
ZIJLTOS,X,O,O,X,X
ZIJLSTO,X,X,O,X,X
ZIJLSOT,X,X,O,X,X
ZIJLOTS,X,O,O,X,X
ZIJLOST,X,X,O,X,X
ZIJSTLO,X,O,X,X,X
ZIJSTOL,X,O,X,X,X
ZIJSLTO,X,X,O,X,X
ZIJSLOT,O,X,O,X,X
ZIJSOTL,X,O,X,X,O
ZIJSOLT,O,X,O,X,O
ZIJOTLS,X,O,O,X,X
ZIJOTSL,X,O,X,X,X
ZIJOLTS,X,O,O,X,X
ZIJOLST,X,X,O,X,O
ZIJOSTL,X,O,X,X,O
ZIJOSLT,O,X,O,X,O
ZISTLJO,O,O,X,X,X
ZISTLOJ,O,O,X,X,X
ZISTJLO,O,O,X,X,X
ZISTJOL,O,O,X,X,X
ZISTOLJ,O,O,X,X,X
ZISTOJL,O,O,X,X,X
ZISLTJO,O,X,O,X,X
ZISLTOJ,O,X,O,X,X
ZISLJTO,X,X,O,X,X
ZISLJOT,O,X,O,X,X
ZISLOTJ,O,X,O,X,X
ZISLOJT,O,X,O,X,X
ZISJTLO,X,O,X,X,X
ZISJTOL,X,O,X,X,X
ZISJLTO,X,X,O,X,X
ZISJLOT,O,X,O,X,X
ZISJOTL,X,O,X,X,O
ZISJOLT,O,X,O,X,O
ZISOTLJ,O,O,X,X,X
ZISOTJL,O,O,X,X,X
ZISOLTJ,O,X,X,X,X
ZISOLJT,O,X,X,X,O
ZISOJTL,X,O,X,X,O
ZISOJLT,O,X,X,X,O
ZIOTLJS,X,O,X,O,X
ZIOTLSJ,X,O,X,X,X
ZIOTJLS,X,O,X,O,X
ZIOTJSL,O,O,X,X,X
ZIOTSLJ,O,O,X,X,X
ZIOTSJL,O,O,X,X,X
ZIOLTJS,X,O,X,O,X
ZIOLTSJ,X,O,X,X,X
ZIOLJTS,X,O,O,X,X
ZIOLJST,X,X,O,X,O
ZIOLSTJ,X,X,O,X,X
ZIOLSJT,X,X,O,X,O
ZIOJTLS,X,O,O,X,X
ZIOJTSL,X,O,X,X,X
ZIOJLTS,X,O,O,X,X
ZIOJLST,X,X,O,X,O
ZIOJSTL,X,O,X,X,O
ZIOJSLT,O,X,O,X,O
ZIOSTLJ,O,O,X,X,X
ZIOSTJL,O,O,X,X,X
ZIOSLTJ,O,X,X,X,X
ZIOSLJT,O,X,X,X,O
ZIOSJTL,X,O,X,X,O
ZIOSJLT,O,X,X,X,O
ZLTIJSO,X,O,O,X,X
ZLTIJOS,X,O,O,O,X
ZLTISJO,X,O,O,X,X
ZLTISOJ,X,O,O,X,X
ZLTIOJS,X,O,X,O,X
ZLTIOSJ,X,O,X,X,X
ZLTJISO,X,O,O,X,X
ZLTJIOS,X,O,O,O,X
ZLTJSIO,X,O,O,X,X
ZLTJSOI,X,O,O,X,X
ZLTJOIS,X,O,O,O,X
ZLTJOSI,X,O,O,X,X
ZLTSIJO,X,O,O,X,X
ZLTSIOJ,X,O,O,X,X
ZLTSJIO,X,O,O,X,X
ZLTSJOI,X,O,O,X,X
ZLTSOIJ,X,O,O,X,X
ZLTSOJI,X,O,O,X,X
ZLTOIJS,X,O,X,O,X
ZLTOISJ,X,O,X,X,X
ZLTOJIS,X,O,X,O,X
ZLTOJSI,X,O,X,X,X
ZLTOSIJ,X,O,X,X,X
ZLTOSJI,X,O,X,X,X
ZLITJSO,X,O,O,X,X
ZLITJOS,X,O,O,O,X
ZLITSJO,X,O,O,X,X
ZLITSOJ,X,O,O,X,X
ZLITOJS,X,O,X,O,X
ZLITOSJ,X,O,X,X,X
ZLIJTSO,X,O,O,X,X
ZLIJTOS,X,O,O,X,X
ZLIJSTO,X,X,O,X,X
ZLIJSOT,X,X,O,X,X
ZLIJOTS,X,O,O,X,X
ZLIJOST,X,X,O,X,X
ZLISTJO,X,X,O,X,X
ZLISTOJ,X,X,O,X,X
ZLISJTO,X,X,O,X,X
ZLISJOT,X,X,O,X,X
ZLISOTJ,X,X,O,X,X
ZLISOJT,X,X,O,X,X
ZLIOTJS,X,O,X,O,X
ZLIOTSJ,X,O,X,X,X
ZLIOJTS,X,O,O,X,X
ZLIOJST,X,X,O,X,X
ZLIOSTJ,X,X,O,X,X
ZLIOSJT,X,X,O,X,X
ZLJTISO,X,O,O,X,X
ZLJTIOS,X,O,O,X,X
ZLJTSIO,X,O,O,X,X
ZLJTSOI,X,O,O,X,X
ZLJTOIS,X,O,O,X,X
ZLJTOSI,X,O,O,X,X
ZLJITSO,X,O,O,X,X
ZLJITOS,X,O,O,X,X
ZLJISTO,X,X,O,X,X
ZLJISOT,X,X,O,X,X
ZLJIOTS,X,O,O,X,X
ZLJIOST,X,X,O,X,X
ZLJSTIO,X,X,O,X,X
ZLJSTOI,X,X,O,X,X
ZLJSITO,X,X,O,X,X
ZLJSIOT,X,X,O,X,X
ZLJSOTI,X,X,O,X,X
ZLJSOIT,X,X,O,X,X
ZLJOTIS,X,O,O,X,X
ZLJOTSI,X,O,O,X,X
ZLJOITS,X,O,O,X,X
ZLJOIST,X,X,O,X,X
ZLJOSTI,X,X,O,X,X
ZLJOSIT,X,X,O,X,X
ZLSTIJO,X,X,O,X,X
ZLSTIOJ,X,X,O,X,X
ZLSTJIO,X,X,O,X,X
ZLSTJOI,X,X,O,X,X
ZLSTOIJ,X,X,O,X,X
ZLSTOJI,X,X,O,X,X
ZLSITJO,X,X,O,X,X
ZLSITOJ,X,X,O,X,X
ZLSIJTO,X,X,O,X,X
ZLSIJOT,X,X,O,X,X
ZLSIOTJ,X,X,O,X,X
ZLSIOJT,X,X,O,X,X
ZLSJTIO,X,X,O,X,X
ZLSJTOI,X,X,O,X,X
ZLSJITO,X,X,O,X,X
ZLSJIOT,X,X,O,X,X
ZLSJOTI,X,X,O,X,X
ZLSJOIT,X,X,O,X,X
ZLSOTIJ,X,X,O,X,X
ZLSOTJI,X,X,O,X,X
ZLSOITJ,X,X,O,X,X
ZLSOIJT,X,X,O,X,X
ZLSOJTI,X,X,O,X,X
ZLSOJIT,X,X,O,X,X
ZLOTIJS,X,O,X,O,X
ZLOTISJ,X,O,X,X,X
ZLOTJIS,X,O,X,O,X
ZLOTJSI,X,O,X,X,X
ZLOTSIJ,X,O,X,X,X
ZLOTSJI,X,O,X,X,X
ZLOITJS,X,O,X,O,X
ZLOITSJ,X,O,X,X,X
ZLOIJTS,X,O,O,X,X
ZLOIJST,X,X,O,X,X
ZLOISTJ,X,X,O,X,X
ZLOISJT,X,X,O,X,X
ZLOJTIS,X,O,O,X,X
ZLOJTSI,X,O,O,X,X
ZLOJITS,X,O,O,X,X
ZLOJIST,X,X,O,X,X
ZLOJSTI,X,X,O,X,X
ZLOJSIT,X,X,O,X,X
ZLOSTIJ,X,X,O,X,X
ZLOSTJI,X,X,O,X,X
ZLOSITJ,X,X,O,X,X
ZLOSIJT,X,X,O,X,X
ZLOSJTI,X,X,O,X,X
ZLOSJIT,X,X,O,X,X
ZJTILSO,X,O,O,X,X
ZJTILOS,X,O,O,X,X
ZJTISLO,X,O,X,X,X
ZJTISOL,X,O,X,X,X
ZJTIOLS,X,O,O,X,X
ZJTIOSL,X,O,X,X,X
ZJTLISO,X,O,O,X,X
ZJTLIOS,X,O,O,X,X
ZJTLSIO,X,O,O,X,X
ZJTLSOI,X,O,O,X,X
ZJTLOIS,X,O,O,X,X
ZJTLOSI,X,O,O,X,X
ZJTSILO,X,O,X,X,X
ZJTSIOL,X,O,X,X,X
ZJTSLIO,X,O,X,X,X
ZJTSLOI,X,O,X,X,X
ZJTSOIL,X,O,X,X,X
ZJTSOLI,X,O,X,X,X
ZJTOILS,X,O,O,X,X
ZJTOISL,X,O,X,X,X
ZJTOLIS,X,O,O,X,X
ZJTOLSI,X,O,O,X,X
ZJTOSIL,X,O,X,X,X
ZJTOSLI,X,O,X,X,X
ZJITLSO,X,O,O,X,X
ZJITLOS,X,O,O,X,X
ZJITSLO,X,O,X,X,X
ZJITSOL,X,O,X,X,X
ZJITOLS,X,O,O,X,X
ZJITOSL,X,O,X,X,X
ZJILTSO,X,O,O,X,X
ZJILTOS,X,O,O,X,X
ZJILSTO,X,X,O,X,X
ZJILSOT,X,X,O,X,X
ZJILOTS,X,O,O,X,X
ZJILOST,X,X,O,X,X
ZJISTLO,X,O,X,X,X
ZJISTOL,X,O,X,X,X
ZJISLTO,X,X,O,X,X
ZJISLOT,O,X,O,X,X
ZJISOTL,X,O,X,X,O
ZJISOLT,O,X,O,X,O
ZJIOTLS,X,O,O,X,X
ZJIOTSL,X,O,X,X,X
ZJIOLTS,X,O,O,X,X
ZJIOLST,X,X,O,X,O
ZJIOSTL,X,O,X,X,O
ZJIOSLT,O,X,O,X,O
ZJLTISO,X,O,O,X,X
ZJLTIOS,X,O,O,X,X
ZJLTSIO,X,O,O,X,X
ZJLTSOI,X,O,O,X,X
ZJLTOIS,X,O,O,X,X
ZJLTOSI,X,O,O,X,X
ZJLITSO,X,O,O,X,X
ZJLITOS,X,O,O,X,X
ZJLISTO,X,X,O,X,X
ZJLISOT,X,X,O,X,X
ZJLIOTS,X,O,O,X,X
ZJLIOST,X,X,O,X,X
ZJLSTIO,X,X,O,X,X
ZJLSTOI,X,X,O,X,X
ZJLSITO,X,X,O,X,X
ZJLSIOT,X,X,O,X,X
ZJLSOTI,X,X,O,X,X
ZJLSOIT,X,X,O,X,X
ZJLOTIS,X,O,O,X,X
ZJLOTSI,X,O,O,X,X
ZJLOITS,X,O,O,X,X
ZJLOIST,X,X,O,X,X
ZJLOSTI,X,X,O,X,X
ZJLOSIT,X,X,O,X,X
ZJSTILO,X,O,X,X,X
ZJSTIOL,X,O,X,X,X
ZJSTLIO,X,O,X,X,X
ZJSTLOI,X,O,X,X,X
ZJSTOIL,X,O,X,X,X
ZJSTOLI,X,O,X,X,X
ZJSITLO,X,O,X,X,X
ZJSITOL,X,O,X,X,X
ZJSILTO,X,X,O,X,X
ZJSILOT,O,X,O,X,X
ZJSIOTL,X,O,X,X,O
ZJSIOLT,O,X,O,X,O
ZJSLTIO,X,X,O,X,X
ZJSLTOI,X,X,O,X,X
ZJSLITO,X,X,O,X,X
ZJSLIOT,O,X,O,X,X
ZJSLOTI,X,X,O,X,X
ZJSLOIT,O,X,O,X,X
ZJSOTIL,X,O,X,X,X
ZJSOTLI,X,O,X,X,X
ZJSOITL,X,O,X,X,O
ZJSOILT,O,X,O,X,O
ZJSOLTI,X,X,O,X,X
ZJSOLIT,O,X,O,X,O
ZJOTILS,X,O,O,X,X
ZJOTISL,X,O,X,X,X
ZJOTLIS,X,O,O,X,X
ZJOTLSI,X,O,O,X,X
ZJOTSIL,X,O,X,X,X
ZJOTSLI,X,O,X,X,X
ZJOITLS,X,O,O,X,X
ZJOITSL,X,O,X,X,X
ZJOILTS,X,O,O,X,X
ZJOILST,X,X,O,X,O
ZJOISTL,X,O,X,X,O
ZJOISLT,O,X,O,X,O
ZJOLTIS,X,O,O,X,X
ZJOLTSI,X,O,O,X,X
ZJOLITS,X,O,O,X,X
ZJOLIST,X,X,O,X,O
ZJOLSTI,X,X,O,X,X
ZJOLSIT,X,X,O,X,O
ZJOSTIL,X,O,X,X,X
ZJOSTLI,X,O,X,X,X
ZJOSITL,X,O,X,X,O
ZJOSILT,O,X,O,X,O
ZJOSLTI,X,X,O,X,X
ZJOSLIT,O,X,O,X,O
ZSTILJO,O,O,X,X,X
ZSTILOJ,O,O,X,X,X
ZSTIJLO,O,O,X,X,X
ZSTIJOL,O,O,X,X,X
ZSTIOLJ,O,O,X,X,X
ZSTIOJL,O,O,X,X,X
ZSTLIJO,O,O,X,X,X
ZSTLIOJ,O,O,X,X,X
ZSTLJIO,O,O,X,X,X
ZSTLJOI,O,O,X,X,X
ZSTLOIJ,O,O,X,X,X
ZSTLOJI,O,O,X,X,X
ZSTJILO,O,O,X,X,X
ZSTJIOL,O,O,X,X,X
ZSTJLIO,O,O,X,X,X
ZSTJLOI,O,O,X,X,X
ZSTJOIL,O,O,X,X,X
ZSTJOLI,O,O,X,X,X
ZSTOILJ,O,O,X,X,X
ZSTOIJL,O,O,X,X,X
ZSTOLIJ,O,O,X,X,X
ZSTOLJI,O,O,X,X,X
ZSTOJIL,O,O,X,X,X
ZSTOJLI,O,O,X,X,X
ZSITLJO,O,O,X,X,X
ZSITLOJ,O,O,X,X,X
ZSITJLO,O,O,X,X,X
ZSITJOL,O,O,X,X,X
ZSITOLJ,O,O,X,X,X
ZSITOJL,O,O,X,X,X
ZSILTJO,O,X,O,X,X
ZSILTOJ,O,X,O,X,X
ZSILJTO,X,X,O,X,X
ZSILJOT,O,X,O,X,X
ZSILOTJ,O,X,O,X,X
ZSILOJT,O,X,O,X,X
ZSIJTLO,X,O,X,X,X
ZSIJTOL,X,O,X,X,X
ZSIJLTO,X,X,O,X,X
ZSIJLOT,O,X,O,X,X
ZSIJOTL,X,O,X,X,O
ZSIJOLT,O,X,O,X,O
ZSIOTLJ,O,O,X,X,X
ZSIOTJL,O,O,X,X,X
ZSIOLTJ,O,X,X,X,X
ZSIOLJT,O,X,X,X,O
ZSIOJTL,X,O,X,X,O
ZSIOJLT,O,X,X,X,O
ZSLTIJO,O,X,O,X,X
ZSLTIOJ,O,X,O,X,X
ZSLTJIO,O,X,O,X,X
ZSLTJOI,O,X,O,X,X
ZSLTOIJ,O,X,O,X,X
ZSLTOJI,O,X,O,X,X
ZSLITJO,O,X,O,X,X
ZSLITOJ,O,X,O,X,X
ZSLIJTO,X,X,O,X,X
ZSLIJOT,O,X,O,X,X
ZSLIOTJ,O,X,O,X,X
ZSLIOJT,O,X,O,X,X
ZSLJTIO,X,X,O,X,X
ZSLJTOI,X,X,O,X,X
ZSLJITO,X,X,O,X,X
ZSLJIOT,O,X,O,X,X
ZSLJOTI,X,X,O,X,X
ZSLJOIT,O,X,O,X,X
ZSLOTIJ,O,X,O,X,X
ZSLOTJI,O,X,O,X,X
ZSLOITJ,O,X,O,X,X
ZSLOIJT,O,X,O,X,X
ZSLOJTI,X,X,O,X,X
ZSLOJIT,O,X,O,X,X
ZSJTILO,X,O,X,X,X
ZSJTIOL,X,O,X,X,X
ZSJTLIO,X,O,X,X,X
ZSJTLOI,X,O,X,X,X
ZSJTOIL,X,O,X,X,X
ZSJTOLI,X,O,X,X,X
ZSJITLO,X,O,X,X,X
ZSJITOL,X,O,X,X,X
ZSJILTO,X,X,O,X,X
ZSJILOT,O,X,O,X,X
ZSJIOTL,X,O,X,X,O
ZSJIOLT,O,X,O,X,O
ZSJLTIO,X,X,O,X,X
ZSJLTOI,X,X,O,X,X
ZSJLITO,X,X,O,X,X
ZSJLIOT,O,X,O,X,X
ZSJLOTI,X,X,O,X,X
ZSJLOIT,O,X,O,X,X
ZSJOTIL,X,O,X,X,X
ZSJOTLI,X,O,X,X,X
ZSJOITL,X,O,X,X,O
ZSJOILT,O,X,O,X,O
ZSJOLTI,X,X,O,X,X
ZSJOLIT,O,X,O,X,O
ZSOTILJ,O,O,X,X,X
ZSOTIJL,O,O,X,X,X
ZSOTLIJ,O,O,X,X,X
ZSOTLJI,O,O,X,X,X
ZSOTJIL,O,O,X,X,X
ZSOTJLI,O,O,X,X,X
ZSOITLJ,O,O,X,X,X
ZSOITJL,O,O,X,X,X
ZSOILTJ,O,X,X,X,X
ZSOILJT,O,X,X,X,O
ZSOIJTL,X,O,X,X,O
ZSOIJLT,O,X,X,X,O
ZSOLTIJ,O,X,X,X,X
ZSOLTJI,O,X,X,X,X
ZSOLITJ,O,X,X,X,X
ZSOLIJT,O,X,X,X,O
ZSOLJTI,X,X,X,X,X
ZSOLJIT,O,X,X,X,O
ZSOJTIL,X,O,X,X,X
ZSOJTLI,X,O,X,X,X
ZSOJITL,X,O,X,X,O
ZSOJILT,O,X,X,X,O
ZSOJLTI,X,X,X,X,X
ZSOJLIT,O,X,X,X,O
ZOTILJS,X,O,X,O,X
ZOTILSJ,X,O,X,X,X
ZOTIJLS,X,O,X,O,X
ZOTIJSL,O,O,X,X,X
ZOTISLJ,O,O,X,X,X
ZOTISJL,O,O,X,X,X
ZOTLIJS,X,O,X,O,X
ZOTLISJ,X,O,X,X,X
ZOTLJIS,X,O,X,O,X
ZOTLJSI,X,O,X,X,X
ZOTLSIJ,X,O,X,X,X
ZOTLSJI,X,O,X,X,X
ZOTJILS,X,O,X,O,X
ZOTJISL,O,O,X,X,X
ZOTJLIS,X,O,X,O,X
ZOTJLSI,X,O,X,X,X
ZOTJSIL,O,O,X,X,X
ZOTJSLI,O,O,X,X,X
ZOTSILJ,O,O,X,X,X
ZOTSIJL,O,O,X,X,X
ZOTSLIJ,O,O,X,X,X
ZOTSLJI,O,O,X,X,X
ZOTSJIL,O,O,X,X,X
ZOTSJLI,O,O,X,X,X
ZOITLJS,X,O,X,O,X
ZOITLSJ,X,O,X,X,X
ZOITJLS,X,O,X,O,X
ZOITJSL,O,O,X,X,X
ZOITSLJ,O,O,X,X,X
ZOITSJL,O,O,X,X,X
ZOILTJS,X,O,X,O,X
ZOILTSJ,X,O,X,X,X
ZOILJTS,X,O,O,X,X
ZOILJST,X,X,O,X,O
ZOILSTJ,X,X,O,X,X
ZOILSJT,X,X,O,X,O
ZOIJTLS,X,O,O,X,X
ZOIJTSL,X,O,X,X,X
ZOIJLTS,X,O,O,X,X
ZOIJLST,X,X,O,X,O
ZOIJSTL,X,O,X,X,O
ZOIJSLT,O,X,O,X,O
ZOISTLJ,O,O,X,X,X
ZOISTJL,O,O,X,X,X
ZOISLTJ,O,X,X,X,X
ZOISLJT,O,X,X,X,O
ZOISJTL,X,O,X,X,O
ZOISJLT,O,X,X,X,O
ZOLTIJS,X,O,X,O,X
ZOLTISJ,X,O,X,X,X
ZOLTJIS,X,O,X,O,X
ZOLTJSI,X,O,X,X,X
ZOLTSIJ,X,O,X,X,X
ZOLTSJI,X,O,X,X,X
ZOLITJS,X,O,X,O,X
ZOLITSJ,X,O,X,X,X
ZOLIJTS,X,O,O,X,X
ZOLIJST,X,X,O,X,O
ZOLISTJ,X,X,O,X,X
ZOLISJT,X,X,O,X,O
ZOLJTIS,X,O,O,X,X
ZOLJTSI,X,O,O,X,X
ZOLJITS,X,O,O,X,X
ZOLJIST,X,X,O,X,O
ZOLJSTI,X,X,O,X,X
ZOLJSIT,X,X,O,X,O
ZOLSTIJ,X,X,O,X,X
ZOLSTJI,X,X,O,X,X
ZOLSITJ,X,X,O,X,X
ZOLSIJT,X,X,O,X,O
ZOLSJTI,X,X,O,X,X
ZOLSJIT,X,X,O,X,O
ZOJTILS,X,O,O,X,X
ZOJTISL,X,O,X,X,X
ZOJTLIS,X,O,O,X,X
ZOJTLSI,X,O,O,X,X
ZOJTSIL,X,O,X,X,X
ZOJTSLI,X,O,X,X,X
ZOJITLS,X,O,O,X,X
ZOJITSL,X,O,X,X,X
ZOJILTS,X,O,O,X,X
ZOJILST,X,X,O,X,O
ZOJISTL,X,O,X,X,O
ZOJISLT,O,X,O,X,O
ZOJLTIS,X,O,O,X,X
ZOJLTSI,X,O,O,X,X
ZOJLITS,X,O,O,X,X
ZOJLIST,X,X,O,X,O
ZOJLSTI,X,X,O,X,X
ZOJLSIT,X,X,O,X,O
ZOJSTIL,X,O,X,X,X
ZOJSTLI,X,O,X,X,X
ZOJSITL,X,O,X,X,O
ZOJSILT,O,X,O,X,O
ZOJSLTI,X,X,O,X,X
ZOJSLIT,O,X,O,X,O
ZOSTILJ,O,O,X,X,X
ZOSTIJL,O,O,X,X,X
ZOSTLIJ,O,O,X,X,X
ZOSTLJI,O,O,X,X,X
ZOSTJIL,O,O,X,X,X
ZOSTJLI,O,O,X,X,X
ZOSITLJ,O,O,X,X,X
ZOSITJL,O,O,X,X,X
ZOSILTJ,O,X,X,X,X
ZOSILJT,O,X,X,X,O
ZOSIJTL,X,O,X,X,O
ZOSIJLT,O,X,X,X,O
ZOSLTIJ,O,X,X,X,X
ZOSLTJI,O,X,X,X,X
ZOSLITJ,O,X,X,X,X
ZOSLIJT,O,X,X,X,O
ZOSLJTI,X,X,X,X,X
ZOSLJIT,O,X,X,X,O
ZOSJTIL,X,O,X,X,X
ZOSJTLI,X,O,X,X,X
ZOSJITL,X,O,X,X,O
ZOSJILT,O,X,X,X,O
ZOSJLTI,X,X,X,X,X
ZOSJLIT,O,X,X,X,O
OTILJSZ,O,X,X,O,O
OTILJZS,X,O,X,O,X
OTILSJZ,O,X,X,O,O
OTILSZJ,O,O,X,X,X
OTILZJS,X,O,X,O,X
OTILZSJ,X,O,X,X,X
OTIJLSZ,O,X,X,O,O
OTIJLZS,X,O,X,O,X
OTIJSLZ,O,X,X,O,O
OTIJSZL,O,X,X,X,O
OTIJZLS,X,O,X,O,X
OTIJZSL,O,O,X,X,X
OTISLJZ,O,X,X,O,O
OTISLZJ,O,O,X,X,X
OTISJLZ,O,X,X,O,O
OTISJZL,O,X,X,X,O
OTISZLJ,O,O,X,X,X
OTISZJL,O,O,X,X,X
OTIZLJS,X,O,X,O,X
OTIZLSJ,X,O,X,X,X
OTIZJLS,X,O,X,O,X
OTIZJSL,O,O,X,X,X
OTIZSLJ,O,O,X,X,X
OTIZSJL,O,O,X,X,X
OTLIJSZ,O,X,X,O,O
OTLIJZS,X,O,X,O,X
OTLISJZ,O,X,X,O,O
OTLISZJ,O,O,X,X,X
OTLIZJS,X,O,X,O,X
OTLIZSJ,X,O,X,X,X
OTLJISZ,O,X,X,O,O
OTLJIZS,X,O,X,O,X
OTLJSIZ,O,X,X,O,O
OTLJSZI,O,X,X,X,X
OTLJZIS,X,O,X,O,X
OTLJZSI,X,O,X,X,X
OTLSIJZ,O,X,X,O,O
OTLSIZJ,O,O,X,X,X
OTLSJIZ,O,X,X,O,O
OTLSJZI,O,X,X,X,X
OTLSZIJ,O,O,X,X,X
OTLSZJI,O,O,X,X,X
OTLZIJS,X,O,X,O,X
OTLZISJ,X,O,X,X,X
OTLZJIS,X,O,X,O,X
OTLZJSI,X,O,X,X,X
OTLZSIJ,X,O,X,X,X
OTLZSJI,X,O,X,X,X
OTJILSZ,O,X,X,O,O
OTJILZS,X,O,X,O,X
OTJISLZ,O,X,X,O,O
OTJISZL,O,X,X,X,O
OTJIZLS,X,O,X,O,X
OTJIZSL,O,O,X,X,X
OTJLISZ,O,X,X,O,O
OTJLIZS,X,O,X,O,X
OTJLSIZ,O,X,X,O,O
OTJLSZI,O,X,X,X,X
OTJLZIS,X,O,X,O,X
OTJLZSI,X,O,X,X,X
OTJSILZ,O,X,X,O,O
OTJSIZL,O,X,X,X,O
OTJSLIZ,O,X,X,O,O
OTJSLZI,O,X,X,X,X
OTJSZIL,O,X,X,X,X
OTJSZLI,O,X,X,X,X
OTJZILS,X,O,X,O,X
OTJZISL,O,O,X,X,X
OTJZLIS,X,O,X,O,X
OTJZLSI,X,O,X,X,X
OTJZSIL,O,O,X,X,X
OTJZSLI,O,O,X,X,X
OTSILJZ,O,X,X,O,O
OTSILZJ,O,O,X,X,X
OTSIJLZ,O,X,X,O,O
OTSIJZL,O,X,X,X,O
OTSIZLJ,O,O,X,X,X
OTSIZJL,O,O,X,X,X
OTSLIJZ,O,X,X,O,O
OTSLIZJ,O,O,X,X,X
OTSLJIZ,O,X,X,O,O
OTSLJZI,O,X,X,X,X
OTSLZIJ,O,O,X,X,X
OTSLZJI,O,O,X,X,X
OTSJILZ,O,X,X,O,O
OTSJIZL,O,X,X,X,O
OTSJLIZ,O,X,X,O,O
OTSJLZI,O,X,X,X,X
OTSJZIL,O,X,X,X,X
OTSJZLI,O,X,X,X,X
OTSZILJ,O,O,X,X,X
OTSZIJL,O,O,X,X,X
OTSZLIJ,O,O,X,X,X
OTSZLJI,O,O,X,X,X
OTSZJIL,O,O,X,X,X
OTSZJLI,O,O,X,X,X
OTZILJS,X,O,X,O,X
OTZILSJ,X,O,X,X,X
OTZIJLS,X,O,X,O,X
OTZIJSL,O,O,X,X,X
OTZISLJ,O,O,X,X,X
OTZISJL,O,O,X,X,X
OTZLIJS,X,O,X,O,X
OTZLISJ,X,O,X,X,X
OTZLJIS,X,O,X,O,X
OTZLJSI,X,O,X,X,X
OTZLSIJ,X,O,X,X,X
OTZLSJI,X,O,X,X,X
OTZJILS,X,O,X,O,X
OTZJISL,O,O,X,X,X
OTZJLIS,X,O,X,O,X
OTZJLSI,X,O,X,X,X
OTZJSIL,O,O,X,X,X
OTZJSLI,O,O,X,X,X
OTZSILJ,O,O,X,X,X
OTZSIJL,O,O,X,X,X
OTZSLIJ,O,O,X,X,X
OTZSLJI,O,O,X,X,X
OTZSJIL,O,O,X,X,X
OTZSJLI,O,O,X,X,X
OITLJSZ,O,X,X,O,O
OITLJZS,X,O,X,O,X
OITLSJZ,O,X,X,O,O
OITLSZJ,O,O,X,X,X
OITLZJS,X,O,X,O,X
OITLZSJ,X,O,X,X,X
OITJLSZ,O,X,X,O,O
OITJLZS,X,O,X,O,X
OITJSLZ,O,X,X,O,O
OITJSZL,O,X,X,X,O
OITJZLS,X,O,X,O,X
OITJZSL,O,O,X,X,X
OITSLJZ,O,X,X,O,O
OITSLZJ,O,O,X,X,X
OITSJLZ,O,X,X,O,O
OITSJZL,O,X,X,X,O
OITSZLJ,O,O,X,X,X
OITSZJL,O,O,X,X,X
OITZLJS,X,O,X,O,X
OITZLSJ,X,O,X,X,X
OITZJLS,X,O,X,O,X
OITZJSL,O,O,X,X,X
OITZSLJ,O,O,X,X,X
OITZSJL,O,O,X,X,X
OILTJSZ,O,X,X,O,O
OILTJZS,X,O,X,O,X
OILTSJZ,O,X,X,O,O
OILTSZJ,O,O,X,X,X
OILTZJS,X,O,X,O,X
OILTZSJ,X,O,X,X,X
OILJTSZ,X,X,O,O,O
OILJTZS,X,X,O,O,X
OILJSTZ,O,X,O,X,O
OILJSZT,O,X,O,X,O
OILJZTS,X,X,O,X,X
OILJZST,X,X,O,X,O
OILSTJZ,O,X,X,O,O
OILSTZJ,O,X,X,X,X
OILSJTZ,O,X,O,X,O
OILSJZT,O,X,O,X,O
OILSZTJ,O,X,O,X,X
OILSZJT,O,X,O,X,O
OILZTJS,X,O,X,O,X
OILZTSJ,X,O,X,X,X
OILZJTS,X,O,O,X,X
OILZJST,X,X,O,X,O
OILZSTJ,X,X,O,X,X
OILZSJT,X,X,O,X,O
OIJTLSZ,O,X,O,O,O
OIJTLZS,X,O,O,O,X
OIJTSLZ,O,X,X,O,O
OIJTSZL,O,X,X,X,O
OIJTZLS,X,O,O,O,X
OIJTZSL,O,O,X,X,X
OIJLTSZ,X,X,O,O,O
OIJLTZS,X,X,O,O,X
OIJLSTZ,O,X,O,X,O
OIJLSZT,O,X,O,X,O
OIJLZTS,X,X,O,X,X
OIJLZST,X,X,O,X,O
